Word	Georgian-ka	Valence	Arousal	Dominance
flattered	გაფანტული	0.865	0.608	0.708
flattering	მაამებელი	0.755	0.686	0.500
flattery	მეტყველება	0.470	0.575	0.404
flatulence	მეტეორიზმი	0.210	0.632	0.343
flaunt	გაახარეთ	0.438	0.611	0.525
flavor	არომატი	0.885	0.479	0.392
flaw	ხარვეზი	0.319	0.491	0.175
flawed	გაყალბებული	0.133	0.490	0.194
flawless	უზადო	0.729	0.420	0.741
flea	რწყილი	0.286	0.353	0.218
fleabag	fleabag	0.271	0.557	0.348
fled	გაიქცა	0.224	0.639	0.322
flee	გაქცევა	0.292	0.796	0.232
fleece	საწმისის	0.561	0.250	0.381
fleet	ფლოტი	0.547	0.430	0.623
fleeting	fleeting	0.439	0.650	0.387
flesh	ხორცი	0.604	0.390	0.475
fleshy	ხორციელი	0.500	0.518	0.406
flex	მოქნილი	0.604	0.378	0.330
flexibility	მოქნილობა	0.867	0.402	0.472
flexible	მოქნილი	0.719	0.460	0.465
flexin	flexin	0.552	0.559	0.366
flexion	მოხრეშვა	0.449	0.551	0.418
flick	თამაში	0.688	0.541	0.515
flicker	ციმციმი	0.635	0.321	0.333
flickering	მბჟუტავი	0.490	0.444	0.289
flier	flier	0.541	0.490	0.652
flight	ფრენა	0.646	0.630	0.587
flighty	ფრენა	0.219	0.602	0.436
flimsy	flimsy	0.302	0.396	0.189
flinch	flinch	0.350	0.804	0.555
fling	fling	0.439	0.696	0.534
flint	ფლინტი	0.521	0.439	0.536
flip	Flip	0.281	0.529	0.435
flip flop	Flip ფლოპი	0.417	0.519	0.321
flipper	ფლიპერი	0.677	0.420	0.415
flipping	flipping	0.553	0.551	0.345
flirt	flirt	0.792	0.790	0.538
flirtation	flirtation	0.653	0.719	0.482
flirting	flirting	0.590	0.773	0.491
flirty	flirty	0.714	0.721	0.491
float	float	0.688	0.394	0.344
floater	floater	0.480	0.433	0.370
flock	ფარა	0.500	0.546	0.543
flog	flog	0.408	0.520	0.382
flood	წყალდიდობა	0.208	0.778	0.608
floor	სართული	0.430	0.230	0.250
flooring	იატაკი	0.562	0.235	0.346
floozy	floozy	0.410	0.477	0.430
flop	ფლოპი	0.081	0.642	0.196
floppy	ფლოპი	0.549	0.300	0.333
flora	ფლორა	0.833	0.324	0.567
floral	ყვავილი	0.833	0.235	0.264
florist	florist	0.771	0.410	0.388
floss	floss	0.500	0.280	0.278
flotation	ფლოტაცია	0.510	0.353	0.333
flounder	ცრემლსადენი	0.711	0.333	0.345
flour	ფქვილი	0.530	0.235	0.239
flourish	აყვავება	0.939	0.573	0.601
flow	ნაკადი	0.696	0.316	0.464
flower	ყვავილი	0.802	0.189	0.254
flowering	აყვავება	0.906	0.627	0.500
flowers	ყვავილები	0.875	0.324	0.330
flowery	ყვავილობა	0.792	0.332	0.446
flows	მიედინება	0.571	0.480	0.434
flu	გრიპი	0.230	0.547	0.250
fluctuate	მერყეობს	0.285	0.617	0.480
fluctuating	fluctuating	0.292	0.591	0.395
fluctuation	მერყეობა	0.347	0.750	0.519
flue	ნაკადი	0.354	0.688	0.451
fluency	სრულყოფილად	0.776	0.504	0.718
fluent	თავისუფალი	0.760	0.500	0.614
fluff	ფლიფი	0.520	0.264	0.172
fluffy	ფუმფულა	0.781	0.431	0.356
fluid	სითხე	0.673	0.407	0.589
fluidity	fluidity	0.729	0.510	0.576
fluke	ფხვიერი	0.446	0.450	0.432
flunk	flunk	0.104	0.548	0.170
flunky	flunky	0.205	0.452	0.216
fluorescence	ფლუორესცენცია	0.667	0.490	0.500
fluorescent	ფლუორესცენცია	0.602	0.595	0.500
flurries	ყინვები	0.422	0.760	0.517
flurry	flurry	0.302	0.760	0.559
flush	ფლეში	0.408	0.755	0.589
flustered	flustered	0.316	0.903	0.283
flute	ფლეიტა	0.635	0.330	0.363
fluted	fluted	0.438	0.438	0.389
flutter	ჩავარდნა	0.479	0.548	0.330
fluvial	ფლუვიური	0.571	0.363	0.588
flux	ნაკადი	0.473	0.472	0.451
fly	ფრენა	0.760	0.775	0.676
flyboy	flyboy	0.541	0.647	0.573
flyer	flyer	0.480	0.300	0.362
flying	საფრენი	0.877	0.606	0.696
flywheel	flywheel	0.667	0.480	0.442
foal	foal	0.542	0.578	0.482
foam	ქაფი	0.698	0.230	0.204
foaming	foaming	0.643	0.240	0.198
foamy	ქაფი	0.663	0.306	0.291
fob	fob	0.327	0.402	0.396
focal	ფოკუსი	0.367	0.365	0.482
focus	ფოკუსირება	0.690	0.382	0.648
fodder	საკვები	0.316	0.358	0.430
foe	მტერი	0.071	0.827	0.459
fog	ნისლი	0.510	0.213	0.260
foggy	ყალბი	0.354	0.337	0.302
foil	კილიტა	0.312	0.204	0.342
foiled	ჩააგდო	0.235	0.470	0.144
fold	დასაკეცი	0.385	0.412	0.330
folded	დაკეცილი	0.179	0.373	0.327
folder	საქაღალდე	0.490	0.279	0.375
foliage	ფოთლები	0.620	0.373	0.237
folio	ფოლიო	0.513	0.265	0.435
folk	ხალხური	0.663	0.433	0.432
folklore	ფოლკლორი	0.755	0.585	0.449
follicle	ფოლიკელი	0.406	0.331	0.436
follicular	ფოლიკულური	0.401	0.305	0.391
follow	გაყოლა	0.667	0.509	0.600
follower	მიმდევარი	0.646	0.488	0.461
folly	სიცრუე	0.184	0.833	0.363
fond	უყვარდა	0.885	0.602	0.518
fondle	fondle	0.823	0.485	0.355
fondling	fondling	0.794	0.564	0.500
fondness	სიყვარული	0.885	0.391	0.503
fondue	ფანდუე	0.656	0.363	0.350
font	შრიფტი	0.615	0.336	0.576
food	საკვები	0.888	0.324	0.527
foodie	საკვები	0.781	0.465	0.484
fool	სულელია	0.160	0.560	0.148
fooled	წამოეგოთ	0.051	0.692	0.241
foolhardy	სულელი	0.541	0.816	0.596
fooling	სულელია	0.167	0.755	0.384
foolish	სულელი	0.316	0.255	0.109
foolishness	სისულელე	0.235	0.472	0.173
foolproof	სულელია	0.479	0.484	0.500
foot	ფეხით	0.490	0.290	0.254
foot stool	ფეხით stool	0.469	0.317	0.355
footage	კადრები	0.625	0.235	0.364
football	ფეხბურთი	0.755	0.760	0.582
footbridge	ბილიარდი	0.582	0.375	0.440
foothold	დასაყრდენი	0.673	0.336	0.582
footing	ფიქრი	0.760	0.346	0.464
footlocker	footlocker	0.500	0.417	0.393
footloose	ფეხით	0.549	0.595	0.447
footpath	ფეხით	0.677	0.321	0.473
footprint	კვალი	0.592	0.292	0.336
footwear	ფეხსაცმელი	0.643	0.337	0.275
footwork	ნაკვალევი	0.448	0.540	0.352
fop	fop	0.281	0.561	0.328
forage	კვება	0.583	0.389	0.370
foray	foray	0.418	0.618	0.676
forbearance	სიმშვიდე	0.520	0.471	0.549
forbid	აუკრძალოს	0.115	0.686	0.598
forbidding	უკრძალავდა	0.198	0.781	0.500
force	ძალა	0.612	0.750	0.905
forced	იძულებული	0.180	0.721	0.458
forceful	ძალისმიერი	0.533	0.673	0.898
forceps	საყრდენი	0.354	0.615	0.436
forces	ძალები	0.551	0.686	0.886
forcibly	იძულებით	0.365	0.704	0.647
ford	ford	0.521	0.340	0.382
fore	fore	0.667	0.417	0.654
forearm	უპირატესობა	0.469	0.304	0.509
foreboding	foreboding	0.439	0.706	0.636
forecast	პროგნოზი	0.783	0.419	0.698
forecaster	პროგნოზი	0.635	0.611	0.846
foreclose	foreclose	0.220	0.582	0.560
foreclosure	foreclosure	0.167	0.651	0.500
forefathers	წინაპრები	0.690	0.412	0.627
forefinger	forefinger	0.510	0.254	0.370
forefront	ბერკეტები	0.573	0.559	0.811
forego	გააგრძელე	0.396	0.661	0.291
foregoing	ზემოხსენებული	0.420	0.346	0.324
foregone	foregone	0.271	0.567	0.235
foreground	წინა პლანზე	0.708	0.491	0.590
forehead	შუბლზე	0.470	0.308	0.556
foreign	უცხო	0.573	0.681	0.385
foreigner	უცხოელი	0.500	0.519	0.480
foreman	ფოსტალიონი	0.458	0.612	0.750
foremost	პირველ რიგში	0.735	0.593	0.907
forensic	სასამართლო	0.439	0.627	0.436
forensics	სასამართლო ექსპერტიზა	0.235	0.545	0.679
foreplay	foreplay	0.724	0.627	0.474
forerunner	წინამორბედი	0.694	0.540	0.843
foresee	განჭვრეტა	0.583	0.452	0.522
foreseen	გათვალისწინებული	0.566	0.361	0.562
foresight	წინასწარმეტყველება	0.680	0.482	0.640
forest	ტყე	0.729	0.270	0.435
forestall	ტყე	0.540	0.550	0.606
forethought	forethought	0.765	0.491	0.580
foreveralone	სამუდამოდ მარტო	0.296	0.375	0.343
forevermore	სამუდამოდ	0.843	0.425	0.614
forewarned	forewarned	0.480	0.618	0.606
foreword	წინასიტყვაობა	0.590	0.314	0.551
forfeit	დაკარგა	0.083	0.635	0.245
forfeited	დაკარგა	0.156	0.650	0.352
forfeiture	კონფისკაცია	0.184	0.588	0.368
forge	გაყალბება	0.520	0.424	0.686
forger	ყალბი	0.156	0.673	0.518
forgery	გაყალბება	0.235	0.654	0.481
forget	დავიწყება	0.312	0.382	0.209
forgetful	დავიწყებული	0.240	0.343	0.264
forgetfulness	forgetfulness	0.271	0.385	0.302
forgive	პატიება	0.781	0.408	0.562
forgiven	პატიება	0.750	0.302	0.510
forgiveness	პატიება	0.667	0.430	0.471
forgiving	პატიება	0.885	0.317	0.556
forgotten	დავიწყებული	0.235	0.280	0.184
fork	ჩანგალი	0.406	0.300	0.529
forked	მარკირებულია	0.333	0.585	0.365
forking	მარკირება	0.327	0.596	0.490
forklift	ფორმულა	0.480	0.537	0.526
forlorn	forlorn	0.316	0.571	0.217
form	ფორმა	0.510	0.302	0.436
formal	ფორმალური	0.735	0.250	0.625
formaldehyde	ფორმალდეჰიდი	0.296	0.415	0.443
formalism	ფორმალიზმი	0.838	0.289	0.689
formality	ფორმალობა	0.594	0.353	0.750
format	ფორმატი	0.562	0.308	0.438
formation	ფორმირება	0.615	0.453	0.731
formative	ფორმალური	0.688	0.442	0.800
formed	ჩამოყალიბდა	0.656	0.272	0.696
formidable	შესანიშნავია	0.708	0.709	0.857
forming	ფორმირება	0.729	0.343	0.800
formless	უსაზღვრო	0.398	0.201	0.163
formula	ფორმულა	0.521	0.450	0.585
formulary	ფორმალური	0.531	0.470	0.500
formulate	ფორმულირება	0.851	0.456	0.673
fornicate	fornicate	0.396	0.933	0.565
fornication	სიძვა	0.365	0.951	0.457
forsake	მიტოვება	0.102	0.567	0.223
forsaken	მიტოვებული	0.050	0.490	0.192
forsooth	forsooth	0.490	0.450	0.406
fort	ციხე	0.780	0.673	0.860
forte	NO TRANSLATION	0.829	0.737	0.800
forthcoming	მომავალი	0.660	0.509	0.600
forthright	მეზობელი	0.663	0.411	0.546
forthwith	დაუყოვნებლივ	0.688	0.606	0.650
fortification	გამაგრება	0.652	0.769	0.817
fortify	გამაგრება	0.745	0.824	0.911
fortitude	სიმტკიცე	0.823	0.608	0.897
fortnight	ორკვირიანი	0.770	0.650	0.397
fortnightly	ორკვირიანი	0.592	0.337	0.398
fortress	ციხე	0.816	0.500	0.933
fortuitous	ჩქარობს	0.625	0.469	0.546
fortunate	ბედნიერი	0.927	0.639	0.836
fortune	ბედი	0.926	0.731	0.873
fortunes	fortunes	0.824	0.706	0.789
forty	ორმოცდაათი	0.458	0.367	0.482
forum	ფორუმი	0.556	0.490	0.632
forward	წინ	0.873	0.412	0.750
forwarding	საექსპედიტორო	0.583	0.537	0.510
fossil	წიაღისეული	0.480	0.292	0.380
fossils	ნამარხი	0.520	0.314	0.422
foul	foul	0.224	0.460	0.355
found	ნაპოვნია	0.833	0.446	0.490
foundation	ფონდი	0.771	0.385	0.730
founder	დამფუძნებელი	0.760	0.465	0.891
founding	დამფუძნებელი	0.698	0.404	0.898
foundry	სამსხმელო	0.531	0.491	0.594
fountain	შადრევანი	0.704	0.292	0.559
four	ოთხი	0.552	0.280	0.383
fourfold	ოთხჯერ	0.530	0.408	0.510
foursome	ოთხმოცდაათი	0.615	0.497	0.518
fourteen	თოთხმეტი	0.552	0.279	0.308
fourth	მეოთხე	0.559	0.280	0.398
fowl	ფრინველი	0.510	0.388	0.364
fox	მელა	0.323	0.555	0.491
foxhole	foxhole	0.312	0.539	0.389
foxtrot	foxtrot	0.562	0.520	0.505
foxy	foxy	0.552	0.642	0.679
foyer	ფოიე	0.552	0.370	0.443
fraction	ფრაქცია	0.417	0.330	0.400
fractional	ფრაქციული	0.306	0.360	0.509
fracture	მოტეხილობა	0.135	0.740	0.375
fragile	მყიფე	0.302	0.163	0.126
fragility	სისუსტე	0.316	0.306	0.200
fragment	ფრაგმენტი	0.211	0.316	0.429
fragmentary	ფრაგმენტული	0.438	0.520	0.464
fragrance	სუნამო	0.847	0.357	0.667
fragrant	სურნელოვანი	0.615	0.598	0.613
frail	frail	0.255	0.333	0.069
frailty	frailty	0.385	0.400	0.218
frame	ჩარჩო	0.469	0.333	0.420
framework	ჩარჩო	0.459	0.330	0.360
franc	ფრანკი	0.710	0.451	0.640
franchise	ფრენჩაიზია	0.663	0.400	0.560
frank	გულწრფელი	0.625	0.358	0.604
frankenstorm	NO TRANSLATION	0.357	0.726	0.546
frankness	გულწრფელი	0.571	0.612	0.745
frantic	frantic	0.210	0.890	0.627
frantically	frantically	0.375	0.898	0.735
frat	frat	0.714	0.371	0.726
fraternal	მოძმე	0.844	0.336	0.536
fraternity	fraternity	0.892	0.536	0.679
fraud	თაღლითობა	0.111	0.688	0.407
fraudulent	თაღლითობა	0.150	0.774	0.417
fraught	ექნება	0.266	0.662	0.596
fray	fray	0.337	0.542	0.482
frayed	ჩქარა	0.312	0.363	0.307
frazzled	frazzled	0.344	0.415	0.339
freak	freak	0.052	0.839	0.464
freaked	გათავისუფლებული	0.135	0.917	0.340
freakedout	NO TRANSLATION	0.323	0.688	0.365
freakingout	NO TRANSLATION	0.219	0.769	0.339
freakish	freakish	0.135	0.915	0.566
freakout	ჭკუიდან შეშლა	0.250	0.696	0.397
freaky	freaky	0.190	0.615	0.384
freckle	freckle	0.542	0.396	0.254
free	უფასო	0.896	0.500	0.544
freebie	freebie	0.796	0.596	0.500
freedom	თავისუფლება	0.969	0.544	0.905
freehold	freehold	0.635	0.630	0.882
freelance	თავისუფალი	0.833	0.577	0.736
freelancer	თავისუფალი თარჯიმანი	0.614	0.564	0.553
freely	თავისუფლად	0.875	0.456	0.716
freeman	freeman	0.823	0.454	0.618
freestyle	freestyle	0.765	0.652	0.520
freeway	freeway	0.531	0.644	0.648
freeze	გაყინვას	0.191	0.406	0.481
freezer	საყინულე	0.396	0.406	0.407
freezing	გაყინვა	0.327	0.367	0.471
freight	სატვირთო	0.411	0.528	0.490
freighter	სატვირთო	0.406	0.445	0.580
french horn	ფრანგული საყვირი	0.573	0.471	0.407
frenetic	შმაგი	0.429	0.930	0.616
