Word	Latvian-lv	Valence	Arousal	Dominance
extinguisher	ugunsdzēšamais aparāts	0.707	0.379	0.543
extol	extol	0.582	0.667	0.456
extort	izspiest	0.052	0.827	0.570
extortion	izspiešana	0.112	0.868	0.630
extra	papildus	0.656	0.551	0.745
extract	ekstrakts	0.565	0.402	0.519
extracting	iegūšana	0.521	0.709	0.689
extraction	ekstrakcija	0.418	0.740	0.526
extractor	nosūcējs	0.302	0.536	0.519
extracurricular	ārpusskolas izglītība	0.457	0.471	0.743
extradition	izdošana	0.229	0.627	0.554
extrajudicial	ārpustiesas	0.365	0.686	0.667
extramural	neklātienes	0.336	0.559	0.537
extraneous	svešas	0.276	0.625	0.478
extraordinaire	ārkārtējs	0.847	0.864	0.898
extraordinary	ārkārtas	0.969	0.728	0.860
extraterrestrial	ārpuszemes	0.510	0.833	0.792
extravagance	izšķērdība	0.531	0.802	0.700
extravagant	ekstravagants	0.720	0.763	0.812
extravaganza	ekstravaganza	0.646	0.786	0.906
extreme	ekstrēms	0.318	0.800	0.721
extreme anticipation	galēja gaidīšana	0.551	0.740	0.704
extreme disgust	galējā riebums	0.052	0.873	0.456
extreme surprise	ārkārtējs pārsteigums	0.833	0.935	0.676
extreme trust	galējā uzticība	0.826	0.713	0.922
extremely	ārkārtīgi	0.635	0.827	0.886
extremely negative	ārkārtīgi negatīvi	0.030	0.786	0.311
extremely positive	ļoti pozitīvs	0.993	0.730	0.839
extremity	ekstremitāte	0.408	0.588	0.583
extricate	izņemt	0.542	0.510	0.543
extrinsic	ārējs	0.510	0.479	0.636
extrusion	ekstrūzija	0.229	0.660	0.545
exuberance	pārpilnība	0.698	0.816	0.787
exude	izsvīdis	0.375	0.519	0.411
eye	acs	0.531	0.265	0.425
eyeball	acs ābols	0.526	0.422	0.420
eyebrow	uzacu	0.510	0.198	0.222
eyeful	acu efekts	0.802	0.500	0.676
eyeglass	brilles	0.531	0.236	0.286
eyeglasses	brilles	0.561	0.269	0.306
eyelash	skropstu pieaudzēšana	0.480	0.250	0.278
eyelet	cilpiņa	0.632	0.298	0.346
eyeliner	acu zīmulis	0.688	0.349	0.347
eyepiece	okulārs	0.418	0.347	0.480
eyes	acis	0.760	0.279	0.432
eyesight	redze	0.750	0.226	0.343
eyewitness	aculiecinieks	0.541	0.686	0.698
fab	fab	0.490	0.380	0.406
fable	fable	0.663	0.387	0.389
fabled	skaisti	0.625	0.538	0.545
fabric	audums	0.635	0.190	0.345
fabricate	izgatavo	0.636	0.491	0.779
fabricated	izgatavoti	0.418	0.427	0.555
fabrication	izgatavošana	0.573	0.587	0.705
fabulous	pasakains	0.979	0.660	0.797
facade	fasāde	0.520	0.333	0.518
face	seja	0.571	0.173	0.453
faceless	bez sejas	0.230	0.406	0.173
facet	aspekts	0.667	0.324	0.382
facial	sejas	0.594	0.429	0.433
facile	NO TRANSLATION	0.740	0.264	0.307
facilitate	atvieglot	0.812	0.333	0.509
facility	objekts	0.625	0.500	0.654
facing	saskaras	0.604	0.406	0.550
facsimile	faksimile	0.490	0.500	0.543
fact	fakts	0.683	0.333	0.618
faction	frakcija	0.469	0.430	0.448
factor	faktors	0.635	0.365	0.678
factory	rūpnīca	0.500	0.500	0.683
facts	fakti	0.688	0.471	0.693
factual	faktiskais	0.656	0.440	0.545
faculties	fakultātes	0.643	0.431	0.760
faculty	fakultāte	0.615	0.412	0.732
fad	iedoma	0.663	0.520	0.570
fade	izbalināt	0.354	0.333	0.245
faded	izbalējis	0.302	0.275	0.194
faeces	izkārnījumi	0.184	0.476	0.175
fag	fag	0.122	0.653	0.331
faggot	fagots	0.219	0.643	0.292
fail	neizdoties	0.177	0.578	0.154
failing	ja nav	0.125	0.490	0.268
failure	neveiksme	0.167	0.575	0.139
fain	NO TRANSLATION	0.479	0.417	0.426
faint	vājš	0.063	0.429	0.167
fainting	ģībonis	0.333	0.510	0.214
fair	taisnīga	0.812	0.557	0.643
fairly	godīgi	0.790	0.406	0.750
fairness	taisnīgums	0.740	0.317	0.552
fairway	kuģu ceļš	0.541	0.510	0.500
fairy	pasaka	0.776	0.408	0.413
faith	ticība	0.833	0.220	0.763
faithful	uzticīgs	0.888	0.333	0.627
faithfulness	uzticība	0.833	0.426	0.602
faithless	neticīgs	0.102	0.683	0.304
fake	viltus	0.073	0.554	0.268
faker	faker	0.245	0.630	0.480
falafel	falafels	0.560	0.402	0.351
falcon	piekūns	0.557	0.580	0.678
fall	kritums	0.177	0.657	0.221
fallacious	kļūdaini	0.271	0.587	0.390
fallacy	kļūdaini	0.112	0.561	0.430
fallback	atkāpties	0.458	0.358	0.508
fallible	kļūdaini	0.365	0.537	0.402
falling	kritums	0.202	0.716	0.306
fallopian	Faktiskais	0.297	0.390	0.464
fallout	izkrist	0.428	0.356	0.373
fallow	papuve	0.375	0.368	0.464
false	FĀDS	0.120	0.404	0.240
falsehood	nepatiesība	0.031	0.625	0.384
falsely	nepatiesi	0.083	0.480	0.265
falsification	viltošana	0.173	0.720	0.490
falsified	falsificēts	0.042	0.630	0.306
falsify	viltus	0.115	0.657	0.409
falsity	nepatiesums	0.120	0.689	0.186
falter	pietrūkst	0.421	0.650	0.346
fame	slava	0.896	0.755	0.852
famed	slavens	0.878	0.750	0.819
familiar	pazīstams	0.906	0.330	0.615
familiarity	zināšanas	0.854	0.346	0.616
familiarize	iepazīties	0.760	0.365	0.654
family	ģimene	0.968	0.383	0.643
familytime	laiks ģimenei	0.939	0.420	0.679
famine	bads	0.163	0.679	0.310
famished	famished	0.177	0.654	0.282
famous	slavens	0.916	0.775	0.882
famously	teicami	0.856	0.765	0.787
fan	ventilators	0.781	0.429	0.357
fanatic	fanātiķis	0.573	0.780	0.629
fanatical	fanātisks	0.555	0.830	0.714
fanaticism	fanātisms	0.292	0.896	0.566
fanciful	izdomāts	0.677	0.592	0.342
fancy	iedomāts	0.854	0.673	0.534
fandango	fandango	0.490	0.591	0.429
fanfare	fanfare	0.656	0.640	0.437
fang	NO TRANSLATION	0.175	0.491	0.455
fangs	fangs	0.286	0.598	0.434
fanning	fanning	0.615	0.330	0.236
fantasia	fantāzija	0.898	0.694	0.436
fantasize	fantasize	0.771	0.660	0.356
fantastic	fantastisks	0.969	0.696	0.831
fantasy	fantāzija	0.880	0.627	0.474
faraway	tālu prom	0.365	0.356	0.285
farce	farss	0.265	0.667	0.246
farcical	farcical	0.406	0.481	0.259
fare	biļete	0.490	0.425	0.645
farewell	atvadīšanās	0.130	0.500	0.591
farm	saimniecība	0.781	0.327	0.297
farmer	lauksaimnieks	0.677	0.432	0.464
farmhouse	lauku māja	0.690	0.330	0.444
farming	lauksaimniecība	0.580	0.414	0.568
farmland	lauksaimniecības zeme	0.729	0.363	0.509
faro	faro	0.544	0.349	0.357
fart	fart	0.194	0.439	0.264
farther	tālāk	0.418	0.500	0.430
fascia	fasce	0.480	0.366	0.356
fascinate	apburt	0.854	0.683	0.802
fascinated	aizraujošs	0.812	0.714	0.788
fascinating	aizraujoši	0.979	0.817	0.784
fascination	aizraušanās	0.885	0.773	0.835
fascism	fašisms	0.104	0.740	0.695
fascist	fascists	0.200	0.755	0.527
fashion	modes	0.827	0.616	0.589
fashionable	moderns	0.750	0.510	0.605
fastball	fastball	0.688	0.679	0.575
fasten	piesprādzēt	0.458	0.585	0.529
fastener	stiprinājums	0.577	0.377	0.491
fastening	stiprinājums	0.594	0.473	0.554
fasting	badošanās	0.388	0.370	0.394
fat	tauki	0.198	0.353	0.237
fatal	letāls	0.061	0.775	0.509
fatalism	fatālisms	0.208	0.694	0.631
fatality	nāves gadījums	0.062	0.798	0.595
fate	liktenis	0.571	0.479	0.712
fated	liktenīgs	0.582	0.472	0.692
fateful	liktenīgs	0.290	0.583	0.402
fathead	fathead	0.296	0.527	0.463
father	tēvs	0.812	0.333	0.824
fatherhood	tēvniecību	0.885	0.519	0.682
fatherland	tēvzemei	0.729	0.469	0.778
fatherly	tēvi	0.865	0.363	0.712
fathom	saprotams	0.520	0.410	0.523
fatigue	nogurums	0.173	0.378	0.265
fatigued	noguruši	0.146	0.433	0.245
fatso	fatso	0.286	0.394	0.336
fatten	nobarot	0.375	0.549	0.363
fatty	taukskābju	0.286	0.361	0.325
faucet	jaucējkrāns	0.427	0.278	0.356
fault	vaina	0.188	0.558	0.184
faultless	nevainojams	0.792	0.500	0.741
faulty	kļūdains	0.184	0.520	0.378
faun	faun	0.490	0.303	0.376
fauna	fauna	0.646	0.346	0.404
faux	mākslīgais	0.291	0.490	0.204
favor	labu	0.812	0.308	0.519
favorable	labvēlīgs	0.952	0.380	0.788
favorite	mīļākais	0.885	0.590	0.691
favoriteholiday	NO TRANSLATION	0.867	0.618	0.582
favoritism	favorītisms	0.582	0.559	0.658
fawn	gaiši	0.626	0.360	0.284
fax	fakss	0.406	0.368	0.304
faze	NO TRANSLATION	0.417	0.515	0.382
fear	bailes	0.073	0.840	0.293
feared	baidījās	0.240	0.733	0.509
fearful	baismīgs	0.083	0.482	0.278
fearfully	bailīgi	0.112	0.567	0.271
fearing	baidoties	0.125	0.566	0.256
fearless	bezbailīgs	0.810	0.806	0.760
fears	bailes	0.061	0.821	0.306
fearsome	baismīgs	0.115	0.900	0.586
feasibility	iespējamība	0.653	0.490	0.741
feasible	iespējams	0.694	0.388	0.611
feast	svētki	0.979	0.724	0.680
feat	feat	0.750	0.706	0.849
feather	spalva	0.677	0.208	0.144
feathered	spalvota	0.438	0.288	0.214
feature	iezīme	0.667	0.314	0.679
features	Iespējas	0.667	0.433	0.509
febrile	drudzis	0.429	0.578	0.414
fecal	fekāls	0.255	0.528	0.213
feces	izkārnījumi	0.240	0.407	0.307
fecundity	auglība	0.688	0.591	0.683
fed	barots	0.602	0.370	0.482
federal	federālais	0.530	0.459	0.859
federation	federācija	0.633	0.354	0.763
fedup	NO TRANSLATION	0.327	0.500	0.352
fee	maksa	0.354	0.386	0.556
feeble	vājš	0.157	0.280	0.109
feed	barība	0.812	0.429	0.739
feedback	atsauksmes	0.622	0.557	0.645
feeder	padevējs	0.604	0.452	0.713
feel	justies	0.802	0.602	0.596
feelgood	justies labi	0.990	0.441	0.621
feeling	sajūta	0.806	0.329	0.531
feelingdown	NO TRANSLATION	0.490	0.457	0.567
feelinggood	NO TRANSLATION	0.940	0.449	0.655
feet	kājas	0.510	0.240	0.292
feign	izlikties	0.340	0.394	0.356
feigned	ficēts	0.173	0.602	0.333
feisty	fiktīvs	0.592	0.853	0.789
felicity	svētums	0.913	0.704	0.793
feline	kaķis	0.615	0.745	0.509
fell	krita	0.255	0.462	0.250
feller	mednieks	0.406	0.622	0.617
fellow	kolēģis	0.745	0.298	0.570
fellowship	stipendija	0.900	0.429	0.778
felon	liktenis	0.111	0.898	0.455
felony	noziegums	0.206	0.808	0.472
felt	filcs	0.643	0.417	0.566
female	sieviete	0.857	0.520	0.625
feminine	sievišķīgs	0.802	0.520	0.394
femininity	sievišķība	0.750	0.479	0.451
feminism	feminisms	0.541	0.570	0.636
feminist	feministe	0.510	0.560	0.585
femme	NO TRANSLATION	0.551	0.529	0.398
femoral	augšstilbs	0.417	0.324	0.566
femur	augšstilbs	0.408	0.289	0.413
fen	NO TRANSLATION	0.490	0.276	0.379
fence	žogs	0.500	0.198	0.398
fenced	iežogota	0.323	0.430	0.429
fencing	žogi	0.542	0.654	0.539
fend	fend	0.646	0.731	0.537
fender	spārns	0.369	0.459	0.476
fennel	fenheļa	0.573	0.277	0.389
ferment	fermentēt	0.375	0.531	0.418
fermentation	fermentācija	0.420	0.567	0.473
fern	papardes	0.602	0.240	0.290
ferocious	mežonīgs	0.167	0.915	0.776
ferocity	trakums	0.235	0.906	0.746
ferret	seskans	0.385	0.391	0.398
ferry	prāmis	0.604	0.509	0.389
ferryboat	NO TRANSLATION	0.594	0.452	0.553
fertile	auglīga	0.888	0.408	0.704
fertility	auglība	0.885	0.529	0.726
fertilize	mēslot	0.708	0.443	0.542
fertilizer	mēslojums	0.438	0.463	0.565
fervent	dedzīgs	0.646	0.632	0.773
fervor	dedzība	0.573	0.769	0.651
fess	fess	0.395	0.420	0.370
fest	festivāls	0.704	0.574	0.402
festival	festivāls	0.870	0.706	0.714
festive	svētku	0.854	0.740	0.764
fetal	auglis	0.388	0.308	0.364
fetch	atnest	0.479	0.363	0.491
fete	NO TRANSLATION	0.580	0.551	0.465
fetish	fetišs	0.307	0.706	0.500
fetus	auglis	0.479	0.519	0.395
feud	nelaimi	0.146	0.796	0.312
feudal	feodāls	0.367	0.370	0.610
feudalism	feodālisms	0.229	0.465	0.607
fever	drudzis	0.194	0.674	0.364
feverish	drudzis	0.385	0.696	0.436
fiancee	NO TRANSLATION	0.959	0.626	0.556
fiasco	fiasko	0.167	0.600	0.200
fiat	fiat	0.520	0.418	0.446
fib	nepareizs	0.438	0.510	0.361
fiber	šķiedra	0.719	0.284	0.390
fiberglass	stikla šķiedra	0.451	0.451	0.443
fibrosis	fibroze	0.160	0.469	0.546
fibrous	šķiedraina	0.480	0.441	0.464
fickle	nepastāvīgs	0.406	0.481	0.346
fiction	fiction	0.438	0.657	0.441
fictional	izdomāts	0.430	0.490	0.340
fictitious	fiktīva	0.224	0.444	0.293
fiddle	vijole	0.571	0.449	0.391
fiddler	fiddler	0.615	0.580	0.500
fidelity	uzticība	0.765	0.580	0.709
fidgety	fidgety	0.229	0.786	0.351
fiduciary	fiduciārs	0.375	0.400	0.509
field	laukā	0.640	0.380	0.336
field hockey	lauka hokejs	0.602	0.786	0.518
fielder	fielderis	0.583	0.378	0.415
fiend	velns	0.146	0.903	0.608
fiendish	velnišķīgs	0.167	0.846	0.591
fierce	sīva	0.281	0.877	0.759
fiery	ugunīgs	0.418	0.850	0.721
fiesta	fiesta	0.927	0.779	0.655
fiesty	NO TRANSLATION	0.571	0.663	0.472
fifteen	piecpadsmit	0.490	0.290	0.443
fifty	piecdesmit	0.571	0.368	0.439
fig	fig	0.573	0.390	0.339
fight	cīņa	0.531	0.868	0.809
fighter	cīnītājs	0.637	0.760	0.898
fighting	kaujas	0.292	0.885	0.783
fights	cīņas	0.070	0.920	0.712
figment	viltība	0.552	0.316	0.533
figurative	grafisks	0.479	0.450	0.634
figure	skaitlis	0.688	0.328	0.509
figurine	statuetes	0.760	0.283	0.258
filament	kvēldiegs	0.510	0.452	0.377
filamentous	šķiedru	0.531	0.480	0.516
file	fails	0.480	0.316	0.463
filet	fileja	0.615	0.392	0.291
filibuster	filibuster	0.271	0.714	0.508
filigree	filigrāns	0.576	0.408	0.514
filing	iesniegšana	0.620	0.420	0.700
filings	kartupeļi	0.323	0.412	0.340
fill	aizpildīt	0.729	0.449	0.637
filler	pildviela	0.531	0.347	0.529
fillet	fileja	0.745	0.415	0.378
filling	pildīšana	0.510	0.382	0.525
filly	sīpols	0.479	0.564	0.519
film	filma	0.823	0.491	0.566
filmmaker	režisors	0.704	0.510	0.635
filmy	NO TRANSLATION	0.583	0.510	0.425
filter	filtru	0.440	0.296	0.260
filth	netīrs	0.194	0.592	0.319
filthy	netīrs	0.115	0.714	0.321
filtration	filtrēšana	0.407	0.520	0.255
fin	NO TRANSLATION	0.333	0.340	0.377
final	gala	0.276	0.575	0.508
finale	fināls	0.406	0.330	0.468
finalist	finālists	0.833	0.686	0.736
finality	galīgums	0.615	0.368	0.627
finalize	pabeigt	0.556	0.550	0.578
finalized	pabeigts	0.245	0.210	0.608
finally	beidzot	0.583	0.433	0.465
finance	finanses	0.753	0.431	0.843
financial	finanšu	0.667	0.500	0.722
financier	finansists	0.602	0.500	0.778
finch	finch	0.438	0.444	0.358
find	atrast	0.774	0.555	0.580
finder	meklētājs	0.360	0.550	0.630
finding	atrast	0.796	0.469	0.664
fine	naudas sods	0.823	0.240	0.647
finery	apdare	0.562	0.479	0.636
finesse	finesse	0.740	0.387	0.412
finger	pirksts	0.321	0.264	0.291
fingernail	nags	0.418	0.415	0.153
fingerprint	pirkstu nospiedums	0.583	0.404	0.570
fingerscrossed	NO TRANSLATION	0.573	0.540	0.356
finish	pabeigt	0.471	0.429	0.545
finished	pabeigts	0.510	0.387	0.570
finite	ierobežots	0.384	0.347	0.293
fink	fink	0.410	0.514	0.439
fir	egle	0.521	0.275	0.306
fire	uguns	0.380	0.804	0.635
firearm	šaujamierocis	0.086	0.943	0.864
firearms	šaujamieroči	0.220	0.943	0.821
fireball	uguns bumba	0.302	0.777	0.664
firecracker	petračkeris	0.474	0.741	0.434
firefight	ugunsgrēks	0.153	0.920	0.664
firefighter	ugunsdzēsējs	0.637	0.770	0.773
firefly	jāņtārpiņš	0.622	0.410	0.363
firehouse	firehouse	0.594	0.689	0.627
firelight	ugunsgrēka gaisma	0.677	0.504	0.639
fireman	ugunsdzēsējs	0.583	0.745	0.755
fireplace	kamīns	0.667	0.380	0.417
firepower	uguns spēks	0.375	0.941	0.810
fireproof	ugunsdrošs	0.684	0.679	0.723
fireside	ugunskura vieta	0.684	0.377	0.394
firestorm	firestorm	0.180	0.929	0.766
firewall	ugunsmūris	0.485	0.602	0.629
firewood	malka	0.520	0.348	0.263
firework	salūts	0.786	0.904	0.593
fireworks	uguņošana	0.735	0.863	0.579
firing	šaušana	0.188	0.931	0.803
firm	stingrs	0.635	0.380	0.728
firmament	debesis	0.750	0.407	0.660
firmly	stingri	0.786	0.510	0.777
firmness	stingrība	0.823	0.479	0.939
first	vispirms	0.625	0.500	0.788
firstborn	pirmdzimtais	0.786	0.490	0.695
firstworldprobs	NO TRANSLATION	0.458	0.612	0.483
fiscal	fiskālā	0.500	0.582	0.845
fish	zivis	0.510	0.280	0.250
fisherman	zvejnieks	0.656	0.461	0.546
fishery	zvejniecība	0.574	0.503	0.519
fishing	zveja	0.677	0.283	0.405
fishing boat	zvejas laiva	0.521	0.403	0.627
fishy	neticams	0.224	0.601	0.471
fissile	šķelšanās	0.333	0.490	0.380
fission	dalīšana	0.386	0.500	0.567
fissure	plaisas	0.333	0.510	0.431
fist	dūri	0.333	0.686	0.481
fistfight	dūru cīņa	0.208	0.902	0.543
fistful	dīvains	0.500	0.509	0.500
fistula	fistula	0.312	0.481	0.330
fit	fit	0.604	0.450	0.632
fitness	fitnesa	0.875	0.529	0.810
fits	fit	0.571	0.363	0.580
fitted	aprīkots	0.507	0.404	0.673
fitting	montāža	0.612	0.441	0.638
fittings	piederumi	0.531	0.404	0.409
five	pieci	0.510	0.221	0.298
fiver	piecas reizes	0.458	0.469	0.517
fix	labot	0.760	0.538	0.519
fixable	salabojams	0.724	0.470	0.645
fixation	fiksācija	0.562	0.459	0.655
fixed	fiksēts	0.684	0.167	0.509
fixer	fiksētājs	0.633	0.375	0.606
fixture	armatūra	0.663	0.216	0.409
fixtures	ķermeņi	0.643	0.330	0.370
fizz	šaut	0.459	0.708	0.349
fjord	fjords	0.510	0.404	0.463
flabbergast	flabbergas	0.480	0.679	0.547
flabbergasted	plabbergasted	0.312	0.802	0.342
flabby	noliecās	0.292	0.358	0.250
flaccid	flakcīds	0.156	0.400	0.151
flag	karogs	0.592	0.378	0.536
flagging	atzīmējot	0.521	0.519	0.509
flagpole	karogs	0.500	0.394	0.458
flagrant	draņķīgs	0.286	0.673	0.455
flagship	vadošā loma	0.592	0.587	0.703
flagstaff	karogs	0.520	0.517	0.500
flair	nojauta	0.775	0.471	0.676
flak	pārsteigums	0.390	0.600	0.600
flake	pārslveida	0.385	0.388	0.289
flaky	pārslains	0.363	0.509	0.279
flamboyant	aizrautīgs	0.615	0.794	0.705
flame	liesma	0.448	0.574	0.615
flamethrower	ugunsdzēsējs	0.160	0.882	0.683
flaming	liesmojošs	0.406	0.645	0.558
flamingo	flamingo	0.667	0.451	0.482
flammable	uzliesmojošs	0.216	0.800	0.715
flan	flan	0.604	0.304	0.198
flange	atloku	0.500	0.306	0.390
flank	sānis	0.448	0.458	0.443
flanked	malā	0.333	0.431	0.368
flanking	blakus	0.490	0.622	0.519
flannel	flaneļa	0.490	0.250	0.327
flap	atloku	0.275	0.385	0.344
flapping	peldēšana	0.458	0.728	0.404
flare	uzliesmojums	0.558	0.823	0.508
flares	uzliesmojumi	0.580	0.642	0.556
flaring	uzliesmojums	0.625	0.771	0.509
flash	zibspuldze	0.571	0.590	0.657
flashback	atmiņas	0.265	0.400	0.485
flashing	mirgo	0.604	0.574	0.438
flashlight	lukturis	0.653	0.414	0.356
flashy	bezgaumīgs	0.704	0.600	0.827
flask	kolba	0.418	0.412	0.454
flat	plakans	0.408	0.236	0.303
flatbed	plakanvirsma	0.490	0.250	0.380
flatfoot	plakanzāle	0.265	0.333	0.330
flatness	plakana	0.479	0.280	0.527
flatten	saplacināt	0.286	0.469	0.442
flatter	glaimot	0.521	0.418	0.302
flattered	glaimots	0.865	0.608	0.708
flattering	glaimojošs	0.755	0.686	0.500
flattery	glaimojošs	0.470	0.575	0.404
flatulence	vēdera uzpūšanās	0.210	0.632	0.343
flaunt	vicināt	0.438	0.611	0.525
flavor	aromāts	0.885	0.479	0.392
flaw	trūkums	0.319	0.491	0.175
flawed	kļūdaina	0.133	0.490	0.194
flawless	nevainojams	0.729	0.420	0.741
flea	blusu	0.286	0.353	0.218
fleabag	fleabag	0.271	0.557	0.348
fled	aizbēga	0.224	0.639	0.322
flee	bēgt	0.292	0.796	0.232
fleece	vilna	0.561	0.250	0.381
fleet	flote	0.547	0.430	0.623
fleeting	īslaicīgs	0.439	0.650	0.387
flesh	mīkstums	0.604	0.390	0.475
fleshy	mīkstus	0.500	0.518	0.406
flex	flex	0.604	0.378	0.330
flexibility	elastīgums	0.867	0.402	0.472
flexible	elastīgs	0.719	0.460	0.465
flexin	flexin	0.552	0.559	0.366
flexion	elastība	0.449	0.551	0.418
flick	kinoizrāde	0.688	0.541	0.515
flicker	mirgošana	0.635	0.321	0.333
flickering	mirgošana	0.490	0.444	0.289
flier	lidotājs	0.541	0.490	0.652
flight	lidojums	0.646	0.630	0.587
flighty	lidojuma laikā	0.219	0.602	0.436
flimsy	viegls	0.302	0.396	0.189
flinch	šļirce	0.350	0.804	0.555
fling	plūst	0.439	0.696	0.534
flint	krīts	0.521	0.439	0.536
flip	uzsist	0.281	0.529	0.435
flip flop	flip flops	0.417	0.519	0.321
flipper	flipper	0.677	0.420	0.415
flipping	flipping	0.553	0.551	0.345
flirt	flirts	0.792	0.790	0.538
flirtation	flirts	0.653	0.719	0.482
flirting	flirts	0.590	0.773	0.491
flirty	mežonīgs	0.714	0.721	0.491
float	peldēt	0.688	0.394	0.344
floater	peldētājs	0.480	0.433	0.370
flock	ganāmpulka	0.500	0.546	0.543
flog	flog	0.408	0.520	0.382
flood	plūdi	0.208	0.778	0.608
floor	grīda	0.430	0.230	0.250
flooring	grīdas segums	0.562	0.235	0.346
floozy	floozy	0.410	0.477	0.430
flop	flop	0.081	0.642	0.196
floppy	floppy	0.549	0.300	0.333
flora	flora	0.833	0.324	0.567
floral	ziedu	0.833	0.235	0.264
florist	florists	0.771	0.410	0.388
floss	diegs	0.500	0.280	0.278
flotation	flotācija	0.510	0.353	0.333
flounder	plekste	0.711	0.333	0.345
flour	milti	0.530	0.235	0.239
flourish	uzplaukt	0.939	0.573	0.601
flow	plūsma	0.696	0.316	0.464
flower	zieds	0.802	0.189	0.254
flowering	ziedēšana	0.906	0.627	0.500
flowers	ziedi	0.875	0.324	0.330
flowery	puķains	0.792	0.332	0.446
flows	plūsmas	0.571	0.480	0.434
flu	gripa	0.230	0.547	0.250
fluctuate	svārstīties	0.285	0.617	0.480
fluctuating	svārstīgs	0.292	0.591	0.395
fluctuation	svārstības	0.347	0.750	0.519
flue	dūmvada	0.354	0.688	0.451
fluency	gudrība	0.776	0.504	0.718
fluent	brīvi	0.760	0.500	0.614
fluff	pūka	0.520	0.264	0.172
fluffy	pūkains	0.781	0.431	0.356
fluid	šķidrums	0.673	0.407	0.589
fluidity	plūstamība	0.729	0.510	0.576
fluke	fluke	0.446	0.450	0.432
flunk	flunk	0.104	0.548	0.170
flunky	nekaunīgs	0.205	0.452	0.216
fluorescence	fluorescence	0.667	0.490	0.500
fluorescent	fluorescējošs	0.602	0.595	0.500
flurries	plūdi	0.422	0.760	0.517
flurry	satraukts	0.302	0.760	0.559
flush	flush	0.408	0.755	0.589
flustered	plosted	0.316	0.903	0.283
flute	flauta	0.635	0.330	0.363
fluted	rīvēts	0.438	0.438	0.389
flutter	plandīšanās	0.479	0.548	0.330
fluvial	fluvials	0.571	0.363	0.588
flux	plūsma	0.473	0.472	0.451
fly	lidot	0.760	0.775	0.676
flyboy	flyboy	0.541	0.647	0.573
flyer	lidotāja	0.480	0.300	0.362
flying	lido	0.877	0.606	0.696
flywheel	spararata	0.667	0.480	0.442
foal	kumeļi	0.542	0.578	0.482
foam	putas	0.698	0.230	0.204
foaming	putošana	0.643	0.240	0.198
foamy	putojošs	0.663	0.306	0.291
fob	fob	0.327	0.402	0.396
focal	kontaktpunkts	0.367	0.365	0.482
focus	koncentrēties	0.690	0.382	0.648
fodder	lopbarība	0.316	0.358	0.430
foe	ienaidnieks	0.071	0.827	0.459
fog	migla	0.510	0.213	0.260
foggy	miglains	0.354	0.337	0.302
foil	folija	0.312	0.204	0.342
foiled	sabojāts	0.235	0.470	0.144
fold	reizes	0.385	0.412	0.330
folded	salocīts	0.179	0.373	0.327
folder	mape	0.490	0.279	0.375
foliage	zaļumi	0.620	0.373	0.237
