Word	Welsh-cy	Valence	Arousal	Dominance
claustrophobic	claustrophobig	0.092	0.755	0.400
clavicle	clavicle	0.398	0.400	0.452
claw	Crafanc	0.260	0.600	0.598
claws	claws	0.281	0.698	0.562
clay	clai	0.542	0.250	0.267
clean	glân	0.827	0.170	0.500
cleaner	Glanhawr	0.604	0.556	0.375
cleaning	glanhau	0.595	0.396	0.427
cleanliness	glendid	0.816	0.363	0.609
cleanly	yn lân	0.823	0.352	0.583
cleanse	glanhau	0.625	0.310	0.660
cleanser	glanhau	0.604	0.353	0.433
cleansing	glanhau	0.729	0.298	0.472
cleanup	glanhau	0.729	0.314	0.451
clear	yn glir	0.857	0.327	0.573
clearance	clirio	0.542	0.459	0.473
clearing	clirio	0.680	0.333	0.509
clearness	clearness	0.875	0.316	0.689
cleat	cleat	0.486	0.260	0.361
cleavage	cloddiad	0.542	0.602	0.454
cleave	glirio	0.296	0.545	0.389
cleaver	NO TRANSLATION	0.240	0.627	0.434
clef	clef	0.615	0.360	0.595
cleft	clust	0.306	0.442	0.360
clemency	clemency	0.594	0.417	0.397
clench	clench	0.438	0.618	0.580
clergy	clerigwyr	0.531	0.312	0.575
clergyman	clerigwr	0.594	0.330	0.556
cleric	clerig	0.521	0.324	0.589
clerical	clercyddol	0.520	0.396	0.491
clerk	clerc	0.500	0.579	0.509
clerkship	clercyddiaeth	0.582	0.380	0.596
clever	yn glyfar	0.896	0.353	0.729
cleverness	cleverness	0.878	0.509	0.921
click	cliciwch	0.536	0.365	0.268
clicker	cliciwr	0.418	0.490	0.463
client	cleient	0.583	0.450	0.618
clientele	cwsmeriaid	0.625	0.577	0.508
cliff	clogwyn	0.361	0.620	0.509
climate	hinsawdd	0.635	0.240	0.483
climatology	heintatoleg	0.531	0.367	0.541
climax	uchafbwynt	0.735	0.853	0.667
climb	dringo	0.615	0.660	0.604
climber	dringwr	0.573	0.716	0.735
clinch	clinch	0.469	0.538	0.430
cling	clingio	0.417	0.620	0.588
clingy	clingy	0.224	0.460	0.370
clinic	clinig	0.469	0.439	0.600
clinical	clinigol	0.337	0.412	0.640
clink	clink	0.458	0.462	0.319
clip	clip	0.438	0.310	0.381
clipboard	clipfwrdd	0.594	0.255	0.423
clipper	clipiwr	0.293	0.422	0.383
clipping	clipio	0.460	0.500	0.405
clique	NO TRANSLATION	0.427	0.430	0.391
clitoris	clitoris	0.625	0.844	0.464
cloak	clust	0.469	0.188	0.333
cloaking	clog	0.521	0.595	0.389
cloakroom	ystafell ddillad	0.690	0.254	0.397
clobber	clobber	0.396	0.578	0.464
clock	cloc	0.677	0.173	0.407
clockwork	gwaith cloc	0.490	0.373	0.528
clod	clod	0.375	0.404	0.365
clog	clog	0.104	0.618	0.454
cloister	clustog	0.438	0.413	0.475
clone	clôn	0.406	0.471	0.524
cloning	clonio	0.216	0.696	0.679
close	agos	0.292	0.260	0.263
closed	wedi cau	0.240	0.164	0.318
closeness	agosrwydd	0.796	0.237	0.450
closet	closet	0.531	0.204	0.330
closure	cau	0.229	0.220	0.412
clot	clot	0.150	0.558	0.275
cloth	brethyn	0.510	0.190	0.287
clothe	gwisgo	0.797	0.330	0.481
clothes	dillad	0.833	0.270	0.414
clothesline	lein ddillad	0.582	0.324	0.366
clothing	dillad	0.750	0.343	0.407
cloud	cwmwl	0.740	0.133	0.342
clouded	cymylau	0.240	0.213	0.302
cloudiness	cymylogrwydd	0.469	0.250	0.343
clouds	cymylau	0.735	0.195	0.324
cloudy	cymylog	0.281	0.280	0.202
clout	clout	0.584	0.636	0.704
clove	ewin	0.439	0.296	0.315
clover	meillion	0.605	0.340	0.364
cloves	clof	0.427	0.218	0.396
clown	clown	0.650	0.598	0.300
clowns	clowniau	0.600	0.673	0.391
club	clwb	0.646	0.618	0.393
clubhouse	clwb	0.694	0.571	0.493
clubs	clybiau	0.723	0.530	0.591
cluck	cluck	0.390	0.490	0.353
clue	cudd	0.653	0.380	0.412
clueless	clueless	0.350	0.333	0.161
clump	clwmp	0.551	0.480	0.582
clumsy	yn rhyfedd	0.125	0.420	0.144
clunk	clunk	0.448	0.472	0.407
cluster	clwstwr	0.490	0.458	0.446
clutch	cydiwr	0.383	0.500	0.491
clutches	clutches	0.542	0.373	0.528
clutter	annibendod	0.135	0.598	0.400
coach	hyfforddwr	0.633	0.823	0.735
coachman	coachman	0.479	0.394	0.509
coagulation	ceulau	0.381	0.558	0.436
coal	glo	0.360	0.241	0.340
coalesce	cyd	0.479	0.434	0.529
coalition	clymblaid	0.490	0.730	0.673
coarse	bras	0.333	0.481	0.481
coast	arfordir	0.719	0.396	0.458
coastal	arfordirol	0.604	0.370	0.510
coaster	coaster	0.612	0.788	0.627
coastline	arfordir	0.745	0.282	0.441
coat	cot	0.677	0.256	0.464
coating	cotio	0.620	0.440	0.596
coax	ffug	0.367	0.400	0.447
cobalt	cobalt	0.408	0.325	0.441
cobble	cobble	0.448	0.385	0.368
cobbler	crwydr	0.510	0.415	0.318
cobra	cobra	0.312	0.712	0.600
cocaine	cocên	0.156	0.840	0.373
cock	ceiliog	0.418	0.562	0.392
cockamamie	cockamamie	0.450	0.500	0.382
cockeyed	cockeyed	0.459	0.460	0.423
cockpit	ceffyl	0.520	0.424	0.343
cockroach	cockroach	0.188	0.667	0.196
cocksucker	cocksucker	0.083	0.764	0.339
cocktail	coctel	0.740	0.480	0.381
cocky	cocky	0.260	0.784	0.519
cocoa	coco	0.776	0.255	0.322
coconut	cnau coco	0.622	0.265	0.227
cocoon	cocon	0.470	0.280	0.290
cod	cod	0.510	0.321	0.304
code	côd	0.583	0.308	0.491
codeine	codin	0.375	0.582	0.436
codex	codx	0.531	0.488	0.524
codfish	codfish	0.490	0.245	0.300
codification	codiad	0.448	0.400	0.698
codify	codwch	0.448	0.410	0.679
coding	codio	0.442	0.344	0.667
coed	coed	0.469	0.531	0.481
coefficient	cyfernod	0.677	0.415	0.702
coerce	coerce	0.260	0.741	0.517
coercion	gorfodaeth	0.330	0.708	0.577
coercive	coercive	0.479	0.670	0.506
coexist	yn cyd-fyw	0.708	0.460	0.536
coexistence	cydfodoli	0.588	0.472	0.638
coexisting	cydfodoli	0.551	0.349	0.648
coffee	coffi	0.823	0.418	0.309
coffee table	bwrdd coffi	0.720	0.339	0.295
coffeehouse	ty coffi	0.694	0.357	0.307
coffeepot	pot coffi	0.760	0.333	0.312
coffin	arch	0.073	0.432	0.343
cog	cog	0.427	0.343	0.363
cogent	cogent	0.765	0.479	0.836
cognac	cognac	0.615	0.510	0.430
cognate	cymedrol	0.615	0.350	0.398
cognition	gwybyddiaeth	0.635	0.344	0.706
cognitive	gwybyddol	0.513	0.401	0.634
cohabitation	cyd-fyw	0.646	0.526	0.598
coherence	cydlyniad	0.720	0.406	0.788
coherent	cydlynol	0.698	0.281	0.500
cohesion	cydlyniad	0.604	0.536	0.555
cohesive	cydlynol	0.531	0.470	0.603
cohort	carfan	0.459	0.551	0.566
coil	coil	0.448	0.343	0.298
coiled	wedi'i lliwio	0.378	0.518	0.389
coin	darn arian	0.677	0.574	0.445
coinage	coinage	0.500	0.400	0.545
coincide	yn cyd-daro	0.635	0.490	0.593
coincidence	cyd-ddigwyddiad	0.612	0.450	0.518
coincident	cyd-ddigwyddiad	0.562	0.385	0.602
coincidental	cyd-ddigwyddol	0.646	0.481	0.337
coinciding	cyd-ddigwydd	0.673	0.373	0.623
coke	golosg	0.404	0.461	0.397
cola	cola	0.469	0.325	0.240
cold	oer	0.398	0.538	0.348
coldly	yn oer	0.365	0.358	0.407
coldness	annwyd	0.093	0.470	0.427
coldsweat	NO TRANSLATION	0.427	0.491	0.327
coleslaw	coleslaw	0.707	0.312	0.336
colic	colic	0.135	0.736	0.361
coliseum	coliseum	0.612	0.663	0.704
collaborate	cydweithio	0.816	0.449	0.559
collaboration	cydweithredu	0.885	0.628	0.741
collaborator	cydweithiwr	0.729	0.320	0.769
collage	collage	0.680	0.321	0.375
collagen	colagen	0.541	0.245	0.450
collapse	cwymp	0.208	0.689	0.342
collar	coler	0.656	0.442	0.446
collarbone	collarbone	0.420	0.427	0.306
collate	casglu	0.438	0.448	0.580
collateral	cyfochrog	0.531	0.422	0.717
collation	coladu	0.520	0.333	0.508
colleague	cydweithiwr	0.740	0.413	0.600
collect	casglu	0.635	0.481	0.491
collected	casglu	0.570	0.402	0.588
collection	casgliad	0.725	0.311	0.588
collective	ar y cyd	0.583	0.458	0.698
collectively	gyda'i gilydd	0.817	0.573	0.533
collector	casglwr	0.552	0.481	0.648
college	coleg	0.700	0.467	0.746
collegiate	colegol	0.592	0.461	0.678
collide	gwrthdaro	0.271	0.892	0.557
collie	collie	0.562	0.308	0.328
collision	gwrthdrawiad	0.245	0.848	0.585
collocation	dychwelyd	0.637	0.360	0.594
colloquial	cyd-destunol	0.604	0.363	0.368
collusion	gwrthdrawiad	0.365	0.510	0.400
cologne	Cologne	0.677	0.413	0.552
colon	colon	0.449	0.394	0.384
colonel	colonel	0.459	0.592	0.890
colonial	colonial	0.553	0.327	0.613
colonic	colonig	0.333	0.420	0.430
colonoscopy	colonosgopi	0.208	0.524	0.466
colony	colony	0.716	0.353	0.593
colophon	coloffon	0.500	0.408	0.385
color	lliw	0.786	0.280	0.402
coloration	coloration	0.541	0.520	0.443
colored	lliw	0.806	0.317	0.275
colorful	lliwgar	0.850	0.520	0.519
coloring	lliwio	0.781	0.469	0.353
colorless	di-liw	0.354	0.340	0.250
colors	lliwiau	0.875	0.349	0.340
colossal	colossal	0.698	0.692	0.900
colt	colt	0.561	0.587	0.543
columbine	columbin	0.520	0.521	0.407
column	colofn	0.480	0.250	0.670
columnar	colofn	0.448	0.340	0.491
columnist	colofnydd	0.646	0.365	0.648
com	NO TRANSLATION	0.396	0.382	0.382
coma	coma	0.219	0.255	0.302
comatose	comatose	0.143	0.438	0.433
comb	crib	0.490	0.123	0.268
combat	ymladd	0.302	0.846	0.833
combatant	ymladdwr	0.531	0.853	0.780
combative	cyfatebol	0.381	0.690	0.816
combination	cyfuniad	0.708	0.480	0.726
combinatorial	cyfunolol	0.561	0.436	0.428
combine	cyfuno	0.663	0.442	0.533
combined	cyfunol	0.622	0.370	0.500
combo	combo	0.698	0.439	0.453
combustible	llosgadwy	0.386	0.650	0.750
combustion	hylosgi	0.457	0.807	0.591
come	dewch	0.529	0.269	0.558
comeback	dod yn ôl	0.580	0.409	0.555
comedian	comedydd	0.812	0.735	0.598
comedy	comedi	0.918	0.555	0.490
comet	comet	0.704	0.679	0.471
comfort	cysur	0.863	0.231	0.670
comfortable	cyfforddus	0.927	0.163	0.473
comforter	cysurwr	0.618	0.275	0.302
comforting	cysur	0.906	0.337	0.620
comfy	cyffyrddus	0.930	0.241	0.625
comic	comig	0.917	0.459	0.387
comical	comical	0.844	0.737	0.327
comics	comics	0.690	0.556	0.384
coming	yn dod	0.653	0.417	0.500
comma	coma	0.344	0.269	0.242
command	gorchymyn	0.427	0.790	0.849
commandant	pennaeth	0.622	0.700	0.943
commandeer	pennaeth	0.552	0.639	0.931
commander	pennaeth	0.531	0.615	0.906
commanding	yn gorchymyn	0.562	0.664	0.925
commandment	gorchymyn	0.656	0.490	0.876
commando	comando	0.323	0.710	0.817
commemorate	coffáu	0.812	0.602	0.636
commemoration	coffa	0.719	0.615	0.754
commemorative	coffaol	0.750	0.438	0.754
commence	cychwyn	0.760	0.585	0.741
commend	cymeradwywch	0.906	0.694	0.711
commendable	yn ganmoladwy	0.786	0.570	0.555
commendation	cymeradwyaeth	0.911	0.500	0.639
commensurate	yn gymesur	0.610	0.304	0.550
comment	sylwadau	0.667	0.417	0.379
commentary	sylwebaeth	0.602	0.402	0.446
commentator	sylwebydd	0.492	0.510	0.607
commerce	fasnach	0.646	0.500	0.788
commercial	masnachol	0.806	0.490	0.528
commie	cymysg	0.385	0.519	0.454
commissary	comisiynydd	0.385	0.500	0.788
commission	comisiwn	0.677	0.480	0.571
commissioner	comisiynydd	0.602	0.449	0.949
commit	ymrwymo	0.365	0.529	0.491
commitment	ymrwymiad	0.714	0.710	0.843
committal	ymrwymo	0.472	0.519	0.582
committed	wedi ymrwymo	0.710	0.542	0.712
committee	bwyllgor	0.592	0.392	0.721
commodity	nwyddau	0.615	0.394	0.537
commodore	nwyddau	0.427	0.530	0.636
common	cyffredin	0.600	0.127	0.318
commoner	yn gyffredin	0.448	0.365	0.327
commonly	yn gyffredin	0.604	0.170	0.574
commonplace	yn gyffredin	0.520	0.337	0.442
commons	comons	0.633	0.396	0.623
commonwealth	y gymanwlad	0.630	0.406	0.702
commotion	cyffro	0.490	0.700	0.646
communal	cymunedol	0.592	0.321	0.556
commune	cymuned	0.500	0.488	0.655
communicable	cyfathrebadwy	0.796	0.491	0.623
communicate	cyfathrebu	0.823	0.410	0.696
communication	cyfathrebu	0.837	0.400	0.649
communicative	cyfathrebu	0.847	0.560	0.637
communicator	cyfathrebwr	0.573	0.509	0.796
communion	cymundeb	0.765	0.357	0.607
communism	comiwnyddiaeth	0.264	0.570	0.623
communist	comiwnyddol	0.265	0.702	0.632
community	cymuned	0.750	0.350	0.659
commutation	cyfnewidiad	0.469	0.431	0.652
commutative	cymudol	0.667	0.442	0.569
commute	cymudo	0.622	0.582	0.565
commuter	cymudo	0.646	0.520	0.512
comp	comp	0.573	0.450	0.371
compact	compact	0.458	0.417	0.673
compaction	cywasgu	0.531	0.471	0.582
compactness	compactness	0.582	0.352	0.454
companion	cydymaith	0.770	0.377	0.618
companionless	heb gydymaith	0.271	0.259	0.200
companionship	cydymaith	0.833	0.438	0.792
company	cwmni	0.906	0.425	0.798
comparable	tebyg	0.562	0.443	0.458
comparative	cymharol	0.470	0.273	0.562
comparatively	yn gymharol	0.604	0.391	0.538
compare	cymharu	0.552	0.408	0.524
comparison	cymhariaeth	0.583	0.456	0.492
compartment	adran	0.500	0.389	0.607
compass	cwmpawd	0.541	0.307	0.529
compassion	tosturi	0.735	0.258	0.509
compassionate	yn dosturiol	0.857	0.404	0.411
compatibility	cydweddoldeb	0.816	0.450	0.673
compatible	cydnaws	0.892	0.387	0.638
compel	gorfodi	0.200	0.847	0.625
compelled	gorfodi	0.333	0.654	0.347
compelling	cymhellol	0.698	0.570	0.870
compendium	compendium	0.610	0.461	0.537
compensate	diolchwch	0.612	0.429	0.762
compensation	iawndal	0.775	0.469	0.598
compensatory	iawndal	0.589	0.490	0.700
compete	cystadlu	0.573	0.745	0.786
competence	cymhwysedd	0.615	0.802	0.823
competency	cymhwysedd	0.768	0.775	0.764
competent	cymwys	0.865	0.560	0.904
competition	cystadleuaeth	0.580	0.790	0.798
competitive	cystadleuol	0.447	0.718	0.908
competitor	cystadleuydd	0.612	0.959	0.861
compilation	casgliad	0.530	0.512	0.606
compile	llunio	0.600	0.413	0.519
complacency	hunanfodlonrwydd	0.604	0.503	0.519
complacent	yn hunanfodlon	0.625	0.452	0.518
complain	cwyno	0.143	0.682	0.360
complaint	cwyn	0.143	0.606	0.281
complement	ategu	0.760	0.277	0.600
complementary	cyflenwol	0.714	0.320	0.586
complete	cwblhau	0.750	0.414	0.809
completed	wedi'i gwblhau	0.823	0.357	0.777
completely	yn llwyr	0.730	0.370	0.690
completeness	cyflawnrwydd	0.823	0.433	0.769
completing	cwblhau	0.614	0.500	0.769
completion	cwblhau	0.656	0.470	0.525
complex	cymhleth	0.388	0.608	0.550
complexed	cymhleth	0.312	0.577	0.612
complexion	cymhleth	0.521	0.520	0.380
complexity	cymhlethdod	0.479	0.620	0.595
compliance	cydymffurfiaeth	0.750	0.462	0.750
compliant	cydymffurfio	0.677	0.310	0.519
complicate	cymhlethu	0.210	0.657	0.404
complicated	cymhleth	0.211	0.660	0.455
complication	cymhlethdod	0.365	0.726	0.330
complicity	cymhlethdod	0.323	0.684	0.670
compliment	NO TRANSLATION	0.820	0.490	0.651
complimentary	canmoliaethol	0.823	0.413	0.435
comply	cydymffurfio	0.806	0.370	0.638
complying	cydymffurfio	0.729	0.423	0.590
compo	compo	0.500	0.346	0.390
component	cydran	0.531	0.382	0.525
compose	cyfansoddi	0.639	0.432	0.694
composed	cyfansoddi	0.684	0.385	0.682
composer	cyfansoddwr	0.822	0.588	0.691
composite	cyfansawdd	0.591	0.459	0.620
composition	cyfansoddiad	0.765	0.408	0.652
compost	compost	0.480	0.404	0.441
composure	cyfansawdd	0.802	0.354	0.717
compound	cyfansawdd	0.635	0.385	0.735
comprehend	deall	0.875	0.365	0.689
comprehension	deall	0.908	0.387	0.688
comprehensive	cynhwysfawr	0.796	0.385	0.644
compress	cywasgu	0.406	0.412	0.460
compressed	cywasgedig	0.323	0.396	0.388
compressible	cywasgedig	0.622	0.392	0.585
compression	cywasgu	0.646	0.521	0.579
compressor	cywasgydd	0.418	0.481	0.630
comprise	yn cynnwys	0.839	0.373	0.669
compromise	cyfaddawd	0.677	0.520	0.805
comptroller	cyfrifyddwr	0.402	0.481	0.866
compulsion	gorfodaeth	0.118	0.760	0.604
compulsive	yn orfodol	0.347	0.871	0.573
compulsory	gorfodol	0.343	0.541	0.791
computable	computable	0.570	0.402	0.545
computation	cyfrifiad	0.583	0.429	0.697
compute	cyfrifo	0.531	0.408	0.564
computer	cyfrifiadur	0.802	0.356	0.639
computerized	cyfrifiadurol	0.677	0.450	0.657
computing	cyfrifiadurol	0.745	0.398	0.695
comrade	comrade	0.781	0.412	0.804
con	NO TRANSLATION	0.255	0.736	0.427
concatenation	concatenation	0.480	0.593	0.539
concave	eithaf	0.441	0.349	0.349
conceal	cuddio	0.312	0.436	0.306
concealed	cuddiedig	0.344	0.363	0.352
concealment	cuddio	0.302	0.570	0.390
concede	cydsynio	0.670	0.324	0.473
conceit	cuddio	0.354	0.625	0.309
conceited	cuddiog	0.194	0.667	0.473
conceivable	yn amlwg	0.730	0.350	0.613
conceive	beichiogi	0.708	0.538	0.700
concentrate	canolbwyntio	0.750	0.439	0.743
concentration	canolbwyntio	0.735	0.500	0.722
concentric	canolog	0.730	0.479	0.635
concept	cysyniad	0.573	0.265	0.632
conception	cenhedlu	0.694	0.490	0.614
concern	pryder	0.250	0.734	0.463
concerned	yn bryderus	0.292	0.698	0.350
concert	cyngerdd	0.938	0.867	0.718
concerto	concerto	0.613	0.759	0.679
concession	consesiwn	0.588	0.423	0.615
concessional	consesiynol	0.770	0.493	0.657
conch	conch	0.583	0.306	0.339
concierge	concierge	0.480	0.343	0.343
conciliation	cymodi	0.792	0.475	0.726
concise	cryno	0.583	0.298	0.620
conclave	conclave	0.573	0.440	0.611
conclude	dod i ben	0.530	0.267	0.679
concluding	gan gloi	0.531	0.382	0.603
conclusion	casgliad	0.615	0.377	0.659
conclusive	yn bendant	0.500	0.427	0.745
concoction	concoction	0.448	0.459	0.417
concomitant	concomitant	0.427	0.482	0.727
concord	concord	0.677	0.320	0.586
concordance	concordance	0.625	0.358	0.608
concours	NO TRANSLATION	0.500	0.530	0.495
concourse	cyffordd	0.740	0.657	0.528
concrete	concrid	0.633	0.420	0.547
concubine	concubin	0.388	0.594	0.476
concur	Cytuno	0.459	0.394	0.429
concurrence	cydsyniad	0.764	0.627	0.613
concurrent	cydamserol	0.573	0.547	0.741
concurring	yn cyd-fynd	0.573	0.600	0.681
concussion	concussion	0.072	0.708	0.482
condemn	condemnio	0.102	0.793	0.625
condemnation	condemniad	0.133	0.725	0.449
condensation	cyddwysiad	0.510	0.316	0.538
condensed	cywasgedig	0.598	0.415	0.623
condescending	condescending	0.583	0.363	0.593
condescension	cywasgu	0.521	0.377	0.565
condiment	condiment	0.520	0.333	0.433
condition	cyflwr	0.500	0.469	0.519
conditional	amodol	0.521	0.343	0.556
conditionally	yn amodol	0.396	0.419	0.617
conditioned	cyflyru	0.490	0.417	0.616
conditioner	cyflyrydd	0.781	0.360	0.538
conditioning	cyflyru	0.440	0.468	0.617
conditions	amodau	0.551	0.441	0.593
condo	condo	0.439	0.288	0.607
condolence	cydymdeimlad	0.260	0.443	0.404
condolences	cydymdeimlad	0.198	0.480	0.288
condom	condom	0.406	0.637	0.500
condone	cymeradwyo	0.571	0.441	0.619
condor	condor	0.573	0.388	0.519
conducive	ffafriol	0.775	0.479	0.679
conduct	arwain	0.453	0.510	0.750
conduction	dargludiad	0.530	0.557	0.717
conductivity	dargludedd	0.583	0.575	0.642
conductor	arweinydd	0.677	0.663	0.621
conduit	cylchdro	0.470	0.302	0.413
cone	côn	0.417	0.208	0.343
confederacy	cydffederasiwn	0.590	0.541	0.736
confederate	cydffederasiwn	0.551	0.546	0.792
confederation	cydffederasiwn	0.663	0.404	0.830
confer	rhoi	0.573	0.482	0.583
conference	cynhadledd	0.688	0.615	0.606
confess	cyfaddef	0.360	0.712	0.431
confession	cyffes	0.469	0.642	0.460
confessional	cyffesiynol	0.458	0.392	0.629
confessions	confesiynau	0.325	0.538	0.658
confetti	confetti	0.781	0.573	0.250
confidant	yn gyfrinachol	0.837	0.633	0.631
confide	cyfrinachwch	0.669	0.472	0.595
confidence	hyder	0.959	0.276	0.943
confident	hyderus	0.765	0.324	0.723
confidential	cyfrinachol	0.643	0.471	0.761
confidentiality	cyfrinachedd	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	ffurfweddiad	0.540	0.443	0.591
confine	cyfyngu	0.327	0.551	0.538
confined	cyfyngedig	0.286	0.472	0.444
confinement	cyfyngu	0.333	0.656	0.520
confines	cyfyngiadau	0.396	0.386	0.542
confirm	cadarnhau	0.802	0.439	0.806
confirmation	cadarnhad	0.812	0.480	0.692
confirmatory	cadarnhaol	0.656	0.500	0.683
confirmed	cadarnhau	0.760	0.490	0.764
confiscate	atafaelu	0.250	0.625	0.482
confiscation	atafaelu	0.208	0.706	0.586
conflagration	conflagration	0.344	0.721	0.594
conflict	gwrthdaro	0.335	0.906	0.471
conflicting	gwrthdaro	0.173	0.738	0.553
confluence	confluence	0.677	0.598	0.565
conform	cydymffurfio	0.479	0.380	0.375
conformance	cydymffurfiaeth	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	cydymffurfiaeth	0.645	0.363	0.579
confound	yn ddryslyd	0.347	0.529	0.333
confounded	yn ddryslyd	0.333	0.528	0.264
confront	wynebu	0.281	0.760	0.746
confrontation	gwrthdaro	0.177	0.870	0.658
confuse	yn drysu	0.100	0.580	0.270
confused	yn ddryslyd	0.220	0.650	0.179
confusing	yn ddryslyd	0.229	0.690	0.222
confusion	dryswch	0.255	0.667	0.277
conga	conga	0.469	0.529	0.440
congenial	congenial	0.820	0.412	0.620
congenital	cynhenid	0.448	0.434	0.427
congestion	tagfeydd	0.271	0.654	0.491
conglomerate	crynhoi	0.500	0.500	0.838
conglomeration	crynhoad	0.541	0.720	0.670
congrats	congrats	0.930	0.726	0.775
congratulate	llongyfarch	0.927	0.724	0.784
congratulation	llongyfarchiadau	0.948	0.780	0.717
congratulations	Llongyfarchiadau	0.960	0.755	0.719
congratulatory	llongyfarchiad	0.959	0.616	0.689
congregate	ymgynnull	0.653	0.530	0.733
congregation	cynulleidfa	0.561	0.490	0.700
congress	cyngres	0.449	0.444	0.857
congressional	cyngresol	0.552	0.491	0.848
congressman	cyngreswr	0.438	0.471	0.877
congruence	cydymdeimlad	0.656	0.472	0.577
conic	conic	0.510	0.368	0.379
conical	conical	0.490	0.422	0.471
conjecture	cyfieithiad	0.396	0.398	0.534
conjugal	cyfunol	0.698	0.510	0.688
conjugate	cyfuniad	0.583	0.420	0.467
conjugation	cydlyniad	0.479	0.429	0.582
conjunction	cydweithrediad	0.520	0.472	0.509
conjunctive	cydgyfunol	0.487	0.444	0.639
conjure	cywiro	0.385	0.679	0.645
conjuring	cyfuno	0.224	0.653	0.694
conk	conk	0.340	0.469	0.404
connect	cysylltu	0.724	0.299	0.536
connected	cysylltiedig	0.816	0.550	0.612
connection	cysylltiad	0.729	0.560	0.655
connective	cysylltiol	0.719	0.491	0.764
connoisseur	connoisseur	0.760	0.461	0.769
conquer	goncro	0.694	0.873	0.971
conquering	yn ymgynnull	0.760	0.873	0.936
conqueror	conqueror	0.604	0.809	0.930
conquest	conquest	0.710	0.702	0.833
conscience	cydwybod	0.663	0.375	0.721
conscientious	cydwybodol	0.688	0.404	0.688
conscious	ymwybodol	0.740	0.333	0.705
consciousness	ymwybyddiaeth	0.840	0.483	0.755
conscription	consesiwn	0.396	0.775	0.642
consecrated	cysegredig	0.663	0.500	0.800
consecration	cysegru	0.771	0.418	0.804
consecutive	yn olynol	0.663	0.418	0.643
consensual	yn gydsyniol	0.663	0.417	0.655
consensus	consensws	0.627	0.358	0.625
consent	caniatâd	0.750	0.500	0.620
consenting	cydsynio	0.727	0.406	0.693
consequence	Canlyniad	0.240	0.721	0.593
consequent	o ganlyniad	0.663	0.471	0.625
conservation	cadwraeth	0.832	0.401	0.606
conservatism	gwydadwriaeth	0.406	0.369	0.633
conservative	ceidwadol	0.615	0.316	0.788
conservatory	ystafell wydr	0.635	0.240	0.729
conserve	cadw	0.690	0.347	0.573
consider	ystyriwch	0.677	0.368	0.579
considerable	sylweddol	0.653	0.314	0.683
considerate	yn ystyriol	0.781	0.380	0.633
consideration	ystyried	0.589	0.380	0.687
consignee	traddodai	0.635	0.385	0.602
consignment	llwyth	0.490	0.440	0.500
consist	yn cynnwys	0.823	0.386	0.580
consistency	cysondeb	0.714	0.500	0.887
consistent	yn gyson	0.786	0.431	0.726
consolation	cysur	0.408	0.250	0.304
console	consol	0.625	0.398	0.415
consoled	consoled	0.700	0.343	0.452
consolidate	cyfuno	0.880	0.440	0.870
consolidated	cyfunol	0.700	0.366	0.784
consolidation	cyfuno	0.604	0.445	0.776
consonant	consonant	0.500	0.347	0.417
consort	consort	0.632	0.509	0.630
