Word	Catalan-ca	Valence	Arousal	Dominance
exorcist	exorcista	0.219	0.906	0.716
exotic	exòtic	0.840	0.711	0.727
expand	ampliar	0.792	0.559	0.686
expanded	expandit	0.760	0.406	0.689
expanse	extensió	0.594	0.529	0.689
expansion	expansió	0.776	0.618	0.787
expansive	expansiu	0.708	0.650	0.778
expatriate	expatriats	0.265	0.764	0.391
expect	espera	0.469	0.327	0.377
expectance	expectativa	0.552	0.724	0.660
expectancy	esperança	0.581	0.622	0.558
expectant	expectant	0.708	0.650	0.474
expectation	expectativa	0.771	0.690	0.707
expected	esperat	0.729	0.412	0.545
expecting	esperant	0.561	0.450	0.302
expediency	conveniència	0.604	0.443	0.703
expedient	expedient	0.885	0.461	0.454
expedite	accelerar	0.571	0.858	0.798
expedition	expedició	0.735	0.802	0.620
expeditious	expeditiu	0.602	0.645	0.773
expel	expulsar	0.281	0.725	0.452
expendable	prescindible	0.479	0.490	0.423
expenditure	despeses	0.250	0.608	0.603
expense	despeses	0.317	0.451	0.377
expenses	despeses	0.240	0.633	0.396
expensive	car	0.323	0.540	0.530
experience	experiència	0.827	0.618	0.905
experienced	experimentat	0.771	0.613	0.914
experiences	experiències	0.793	0.647	0.795
experiment	experiment	0.479	0.720	0.675
experimental	experimental	0.417	0.764	0.396
experimentation	experimentació	0.637	0.769	0.767
experimenter	experimentador	0.708	0.710	0.700
expert	expert	0.776	0.646	0.911
expertise	experiència	0.792	0.589	0.925
expiration	venciment	0.265	0.539	0.463
expire	caducar	0.573	0.745	0.702
expired	vençut	0.198	0.394	0.200
expiry	venciment	0.194	0.434	0.382
explain	explica	0.719	0.517	0.736
explanation	explicació	0.615	0.610	0.825
explanatory	explicatiu	0.573	0.433	0.688
expletive	expletiu	0.357	0.567	0.536
explication	explicació	0.510	0.445	0.602
explicit	explícit	0.562	0.694	0.734
explode	explotar	0.277	0.885	0.773
exploit	explotar	0.312	0.878	0.660
exploitation	explotació	0.156	0.920	0.718
exploration	exploració	0.594	0.650	0.773
exploratory	exploratori	0.653	0.690	0.698
explore	explora	0.776	0.660	0.727
explorer	explorador	0.729	0.663	0.714
explosion	explosió	0.167	0.960	0.767
explosions	explosions	0.123	0.860	0.594
explosive	explosiu	0.156	0.943	0.663
expo	expo	0.610	0.562	0.500
exponent	exponent	0.529	0.510	0.845
exponential	exponencial	0.704	0.588	0.763
export	exportació	0.567	0.661	0.755
exportation	exportació	0.760	0.633	0.673
expose	exposar	0.344	0.643	0.537
exposed	exposat	0.471	0.661	0.509
exposition	exposició	0.521	0.627	0.655
expository	expositiu	0.706	0.653	0.636
exposure	exposició	0.570	0.830	0.630
expound	exposar	0.438	0.575	0.740
express	expressar	0.760	0.623	0.691
expression	expressió	0.790	0.650	0.721
expressive	expressiu	0.755	0.724	0.685
expressway	autopista	0.633	0.635	0.587
expropriation	expropiació	0.188	0.735	0.788
expulsion	expulsió	0.190	0.790	0.529
exquisite	exquisit	0.892	0.644	0.604
exquisitely	exquisitament	0.849	0.728	0.723
extant	existent	0.646	0.390	0.523
extend	estendre	0.646	0.570	0.689
extendable	extensible	0.660	0.592	0.722
extended	estès	0.570	0.304	0.649
extension	extensió	0.490	0.510	0.529
extensive	extensiu	0.635	0.520	0.760
extent	extensió	0.646	0.451	0.602
exterior	exterior	0.542	0.400	0.627
exterminate	exterminar	0.177	0.857	0.736
extermination	extermini	0.190	0.860	0.616
exterminator	exterminador	0.344	0.804	0.887
external	extern	0.479	0.341	0.509
externally	externament	0.643	0.521	0.568
extinct	extingit	0.112	0.491	0.412
extinction	extinció	0.104	0.750	0.611
extinguish	extingir	0.240	0.576	0.482
extinguisher	extintor	0.707	0.379	0.543
extol	extol	0.582	0.667	0.456
extort	extorsionar	0.052	0.827	0.570
extortion	extorsió	0.112	0.868	0.630
extra	extra	0.656	0.551	0.745
extract	extreure	0.565	0.402	0.519
extracting	extracció	0.521	0.709	0.689
extraction	extracció	0.418	0.740	0.526
extractor	extractor	0.302	0.536	0.519
extracurricular	extracurricular	0.457	0.471	0.743
extradition	extradició	0.229	0.627	0.554
extrajudicial	extrajudicial	0.365	0.686	0.667
extramural	extramural	0.336	0.559	0.537
extraneous	estrany	0.276	0.625	0.478
extraordinaire	extraordinari	0.847	0.864	0.898
extraordinary	extraordinari	0.969	0.728	0.860
extraterrestrial	extraterrestre	0.510	0.833	0.792
extravagance	extravagància	0.531	0.802	0.700
extravagant	extravagant	0.720	0.763	0.812
extravaganza	extravagància	0.646	0.786	0.906
extreme	extrem	0.318	0.800	0.721
extreme anticipation	anticipació extrema	0.551	0.740	0.704
extreme disgust	extrema repugnància	0.052	0.873	0.456
extreme surprise	sorpresa extrema	0.833	0.935	0.676
extreme trust	confiança extrema	0.826	0.713	0.922
extremely	extremadament	0.635	0.827	0.886
extremely negative	extremadament negatiu	0.030	0.786	0.311
extremely positive	extremadament positiu	0.993	0.730	0.839
extremity	extremitat	0.408	0.588	0.583
extricate	extricate	0.542	0.510	0.543
extrinsic	extrínsec	0.510	0.479	0.636
extrusion	extrusió	0.229	0.660	0.545
exuberance	exuberància	0.698	0.816	0.787
exude	exudeix	0.375	0.519	0.411
eye	ull	0.531	0.265	0.425
eyeball	globus ocular	0.526	0.422	0.420
eyebrow	cella	0.510	0.198	0.222
eyeful	atent	0.802	0.500	0.676
eyeglass	ulleres	0.531	0.236	0.286
eyeglasses	ulleres	0.561	0.269	0.306
eyelash	pestanya	0.480	0.250	0.278
eyelet	ullet	0.632	0.298	0.346
eyeliner	delineador d'ulls	0.688	0.349	0.347
eyepiece	ocular	0.418	0.347	0.480
eyes	ulls	0.760	0.279	0.432
eyesight	vista	0.750	0.226	0.343
eyewitness	testimoni presencial	0.541	0.686	0.698
fab	Fab	0.490	0.380	0.406
fable	fábula	0.663	0.387	0.389
fabled	fabled	0.625	0.538	0.545
fabric	tela	0.635	0.190	0.345
fabricate	fabricar	0.636	0.491	0.779
fabricated	fabricat	0.418	0.427	0.555
fabrication	fabricació	0.573	0.587	0.705
fabulous	fabulós	0.979	0.660	0.797
facade	façana	0.520	0.333	0.518
face	cara	0.571	0.173	0.453
faceless	sense rostre	0.230	0.406	0.173
facet	faceta	0.667	0.324	0.382
facial	facial	0.594	0.429	0.433
facile	NO TRANSLATION	0.740	0.264	0.307
facilitate	facilitar	0.812	0.333	0.509
facility	facilitat	0.625	0.500	0.654
facing	enfrontant-se	0.604	0.406	0.550
facsimile	facsímil	0.490	0.500	0.543
fact	fet	0.683	0.333	0.618
faction	facció	0.469	0.430	0.448
factor	factor	0.635	0.365	0.678
factory	fàbrica	0.500	0.500	0.683
facts	fets	0.688	0.471	0.693
factual	factual	0.656	0.440	0.545
faculties	facultats	0.643	0.431	0.760
faculty	professorat	0.615	0.412	0.732
fad	moda	0.663	0.520	0.570
fade	esvaeix	0.354	0.333	0.245
faded	es va esvair	0.302	0.275	0.194
faeces	femta	0.184	0.476	0.175
fag	fag	0.122	0.653	0.331
faggot	fagot	0.219	0.643	0.292
fail	falla	0.177	0.578	0.154
failing	fallant	0.125	0.490	0.268
failure	fracàs	0.167	0.575	0.139
fain	NO TRANSLATION	0.479	0.417	0.426
faint	feble	0.063	0.429	0.167
fainting	desmais	0.333	0.510	0.214
fair	Fira	0.812	0.557	0.643
fairly	amb força	0.790	0.406	0.750
fairness	Justícia	0.740	0.317	0.552
fairway	carreró de carrer	0.541	0.510	0.500
fairy	fada	0.776	0.408	0.413
faith	fe	0.833	0.220	0.763
faithful	fidels	0.888	0.333	0.627
faithfulness	fidelitat	0.833	0.426	0.602
faithless	sense fe	0.102	0.683	0.304
fake	fals	0.073	0.554	0.268
faker	faker	0.245	0.630	0.480
falafel	falafel	0.560	0.402	0.351
falcon	falcó	0.557	0.580	0.678
fall	caure	0.177	0.657	0.221
fallacious	fallida	0.271	0.587	0.390
fallacy	fal·làcia	0.112	0.561	0.430
fallback	retrocedir	0.458	0.358	0.508
fallible	fallible	0.365	0.537	0.402
falling	caient	0.202	0.716	0.306
fallopian	falopí	0.297	0.390	0.464
fallout	caure	0.428	0.356	0.373
fallow	guaret	0.375	0.368	0.464
false	FALS	0.120	0.404	0.240
falsehood	falsedat	0.031	0.625	0.384
falsely	falsament	0.083	0.480	0.265
falsification	falsificació	0.173	0.720	0.490
falsified	falsificat	0.042	0.630	0.306
falsify	falsificar	0.115	0.657	0.409
falsity	falsedat	0.120	0.689	0.186
falter	falter	0.421	0.650	0.346
fame	fama	0.896	0.755	0.852
famed	famós	0.878	0.750	0.819
familiar	familiar	0.906	0.330	0.615
familiarity	familiaritat	0.854	0.346	0.616
familiarize	familiaritzar-se	0.760	0.365	0.654
family	família	0.968	0.383	0.643
familytime	temps en familia	0.939	0.420	0.679
famine	fam	0.163	0.679	0.310
famished	fam	0.177	0.654	0.282
famous	famós	0.916	0.775	0.882
famously	famós	0.856	0.765	0.787
fan	fan	0.781	0.429	0.357
fanatic	fanàtic	0.573	0.780	0.629
fanatical	fanàtic	0.555	0.830	0.714
fanaticism	fanatisme	0.292	0.896	0.566
fanciful	fantasia	0.677	0.592	0.342
fancy	luxós	0.854	0.673	0.534
fandango	fandango	0.490	0.591	0.429
fanfare	fanfàrria	0.656	0.640	0.437
fang	NO TRANSLATION	0.175	0.491	0.455
fangs	colmans	0.286	0.598	0.434
fanning	fanning	0.615	0.330	0.236
fantasia	fantasia	0.898	0.694	0.436
fantasize	fantasear	0.771	0.660	0.356
fantastic	fantàstic	0.969	0.696	0.831
fantasy	fantasia	0.880	0.627	0.474
faraway	lluny	0.365	0.356	0.285
farce	farsa	0.265	0.667	0.246
farcical	bromista	0.406	0.481	0.259
fare	tarifa	0.490	0.425	0.645
farewell	adéu	0.130	0.500	0.591
farm	granja	0.781	0.327	0.297
farmer	agricultor	0.677	0.432	0.464
farmhouse	masia	0.690	0.330	0.444
farming	Agricultura	0.580	0.414	0.568
farmland	terres de conreu	0.729	0.363	0.509
faro	faro	0.544	0.349	0.357
fart	pet	0.194	0.439	0.264
farther	més lluny	0.418	0.500	0.430
fascia	fascia	0.480	0.366	0.356
fascinate	fascina	0.854	0.683	0.802
fascinated	fascinat	0.812	0.714	0.788
fascinating	fascinant	0.979	0.817	0.784
fascination	fascinació	0.885	0.773	0.835
fascism	Fascisme	0.104	0.740	0.695
fascist	feixista	0.200	0.755	0.527
fashion	moda	0.827	0.616	0.589
fashionable	de moda	0.750	0.510	0.605
fastball	fastball	0.688	0.679	0.575
fasten	fixar	0.458	0.585	0.529
fastener	sostenidor	0.577	0.377	0.491
fastening	fixació	0.594	0.473	0.554
fasting	fasting	0.388	0.370	0.394
fat	greix	0.198	0.353	0.237
fatal	mortal	0.061	0.775	0.509
fatalism	fatalisme	0.208	0.694	0.631
fatality	mortalitat	0.062	0.798	0.595
fate	destí	0.571	0.479	0.712
fated	destinada	0.582	0.472	0.692
fateful	fatídica	0.290	0.583	0.402
fathead	cap amunt	0.296	0.527	0.463
father	pare	0.812	0.333	0.824
fatherhood	paternitat	0.885	0.519	0.682
fatherland	patria	0.729	0.469	0.778
fatherly	paternal	0.865	0.363	0.712
fathom	fathom	0.520	0.410	0.523
fatigue	fatiga	0.173	0.378	0.265
fatigued	fatigat	0.146	0.433	0.245
fatso	fatso	0.286	0.394	0.336
fatten	engreixi	0.375	0.549	0.363
fatty	greix	0.286	0.361	0.325
faucet	aixeta	0.427	0.278	0.356
fault	falta	0.188	0.558	0.184
faultless	sense culpa	0.792	0.500	0.741
faulty	defectuós	0.184	0.520	0.378
faun	faun	0.490	0.303	0.376
fauna	fauna	0.646	0.346	0.404
faux	fals	0.291	0.490	0.204
favor	favor	0.812	0.308	0.519
favorable	favorable	0.952	0.380	0.788
favorite	favorit	0.885	0.590	0.691
favoriteholiday	NO TRANSLATION	0.867	0.618	0.582
favoritism	favoritisme	0.582	0.559	0.658
fawn	cervatell	0.626	0.360	0.284
fax	fax	0.406	0.368	0.304
faze	NO TRANSLATION	0.417	0.515	0.382
fear	por	0.073	0.840	0.293
feared	temuda	0.240	0.733	0.509
fearful	temorós	0.083	0.482	0.278
fearfully	amb por	0.112	0.567	0.271
fearing	tement	0.125	0.566	0.256
fearless	sense por	0.810	0.806	0.760
fears	temors	0.061	0.821	0.306
fearsome	temible	0.115	0.900	0.586
feasibility	factibilitat	0.653	0.490	0.741
feasible	factible	0.694	0.388	0.611
feast	festa	0.979	0.724	0.680
feat	feat	0.750	0.706	0.849
feather	ploma	0.677	0.208	0.144
feathered	plomes	0.438	0.288	0.214
feature	funció	0.667	0.314	0.679
features	característiques	0.667	0.433	0.509
febrile	febril	0.429	0.578	0.414
fecal	fecal	0.255	0.528	0.213
feces	excrements	0.240	0.407	0.307
fecundity	fecunditat	0.688	0.591	0.683
fed	alimentat	0.602	0.370	0.482
federal	federal	0.530	0.459	0.859
federation	federació	0.633	0.354	0.763
fedup	alimentació	0.327	0.500	0.352
fee	tarifa	0.354	0.386	0.556
feeble	feble	0.157	0.280	0.109
feed	alimentar	0.812	0.429	0.739
feedback	comentaris	0.622	0.557	0.645
feeder	alimentador	0.604	0.452	0.713
feel	sentir	0.802	0.602	0.596
feelgood	sentir-se bé	0.990	0.441	0.621
feeling	sensació	0.806	0.329	0.531
feelingdown	NO TRANSLATION	0.490	0.457	0.567
feelinggood	NO TRANSLATION	0.940	0.449	0.655
feet	peus	0.510	0.240	0.292
feign	fingir	0.340	0.394	0.356
feigned	fingit	0.173	0.602	0.333
feisty	feisty	0.592	0.853	0.789
felicity	felicitat	0.913	0.704	0.793
feline	felí	0.615	0.745	0.509
fell	va caure	0.255	0.462	0.250
feller	Feller	0.406	0.622	0.617
fellow	company	0.745	0.298	0.570
fellowship	beques	0.900	0.429	0.778
felon	felon	0.111	0.898	0.455
felony	delicte greu	0.206	0.808	0.472
felt	sentia	0.643	0.417	0.566
female	femella	0.857	0.520	0.625
feminine	femení	0.802	0.520	0.394
femininity	feminitat	0.750	0.479	0.451
feminism	feminisme	0.541	0.570	0.636
feminist	feminista	0.510	0.560	0.585
femme	NO TRANSLATION	0.551	0.529	0.398
femoral	femoral	0.417	0.324	0.566
femur	fèmur	0.408	0.289	0.413
fen	NO TRANSLATION	0.490	0.276	0.379
fence	tanca	0.500	0.198	0.398
fenced	tancat	0.323	0.430	0.429
fencing	esgrima	0.542	0.654	0.539
fend	defensar	0.646	0.731	0.537
fender	defensiu	0.369	0.459	0.476
fennel	fonoll	0.573	0.277	0.389
ferment	Ferment	0.375	0.531	0.418
fermentation	fermentació	0.420	0.567	0.473
fern	falguera	0.602	0.240	0.290
ferocious	feroç	0.167	0.915	0.776
ferocity	ferocitat	0.235	0.906	0.746
ferret	fura	0.385	0.391	0.398
ferry	ferri	0.604	0.509	0.389
ferryboat	NO TRANSLATION	0.594	0.452	0.553
fertile	fèrtil	0.888	0.408	0.704
fertility	fertilitat	0.885	0.529	0.726
fertilize	fertilitzar	0.708	0.443	0.542
fertilizer	fertilitzant	0.438	0.463	0.565
fervent	fervent	0.646	0.632	0.773
fervor	fervor	0.573	0.769	0.651
fess	fess	0.395	0.420	0.370
fest	festa	0.704	0.574	0.402
festival	Festival	0.870	0.706	0.714
festive	festiu	0.854	0.740	0.764
fetal	fetal	0.388	0.308	0.364
fetch	buscar	0.479	0.363	0.491
fete	NO TRANSLATION	0.580	0.551	0.465
fetish	fetitxe	0.307	0.706	0.500
fetus	fetus	0.479	0.519	0.395
feud	disputa	0.146	0.796	0.312
feudal	feudal	0.367	0.370	0.610
feudalism	feudalisme	0.229	0.465	0.607
fever	febre	0.194	0.674	0.364
feverish	febril	0.385	0.696	0.436
fiancee	NO TRANSLATION	0.959	0.626	0.556
fiasco	fiasco	0.167	0.600	0.200
fiat	fiat	0.520	0.418	0.446
fib	FIB	0.438	0.510	0.361
fiber	fibra	0.719	0.284	0.390
fiberglass	fibra de vidre	0.451	0.451	0.443
fibrosis	fibrosi	0.160	0.469	0.546
fibrous	fibrós	0.480	0.441	0.464
fickle	inconstante	0.406	0.481	0.346
fiction	ficció	0.438	0.657	0.441
fictional	ficció	0.430	0.490	0.340
fictitious	fictici	0.224	0.444	0.293
fiddle	violí	0.571	0.449	0.391
fiddler	violinista	0.615	0.580	0.500
fidelity	fidelitat	0.765	0.580	0.709
fidgety	fidgety	0.229	0.786	0.351
fiduciary	fiduciari	0.375	0.400	0.509
field	camp	0.640	0.380	0.336
field hockey	hoquei sobre gespa	0.602	0.786	0.518
fielder	jardinero	0.583	0.378	0.415
fiend	fiend	0.146	0.903	0.608
fiendish	diabòlic	0.167	0.846	0.591
fierce	ferotge	0.281	0.877	0.759
fiery	ardent	0.418	0.850	0.721
fiesta	festa	0.927	0.779	0.655
fiesty	NO TRANSLATION	0.571	0.663	0.472
fifteen	quinze	0.490	0.290	0.443
fifty	cinquanta	0.571	0.368	0.439
fig	fig	0.573	0.390	0.339
fight	lluitar	0.531	0.868	0.809
fighter	lluitador	0.637	0.760	0.898
fighting	lluitant	0.292	0.885	0.783
fights	lluites	0.070	0.920	0.712
figment	figment	0.552	0.316	0.533
figurative	figurativa	0.479	0.450	0.634
figure	figura	0.688	0.328	0.509
figurine	figurilla	0.760	0.283	0.258
filament	filament	0.510	0.452	0.377
filamentous	filamentós	0.531	0.480	0.516
file	dossier	0.480	0.316	0.463
filet	filet	0.615	0.392	0.291
filibuster	filibuster	0.271	0.714	0.508
filigree	filigrana	0.576	0.408	0.514
filing	presentació	0.620	0.420	0.700
filings	presentacions	0.323	0.412	0.340
fill	omplir	0.729	0.449	0.637
filler	farciment	0.531	0.347	0.529
fillet	filet	0.745	0.415	0.378
filling	farciment	0.510	0.382	0.525
filly	filly	0.479	0.564	0.519
film	pel·lícula	0.823	0.491	0.566
filmmaker	realitzador	0.704	0.510	0.635
filmy	NO TRANSLATION	0.583	0.510	0.425
filter	filtre	0.440	0.296	0.260
filth	brutícia	0.194	0.592	0.319
filthy	brut	0.115	0.714	0.321
filtration	filtració	0.407	0.520	0.255
fin	NO TRANSLATION	0.333	0.340	0.377
final	final	0.276	0.575	0.508
finale	final	0.406	0.330	0.468
finalist	finalista	0.833	0.686	0.736
finality	finalitat	0.615	0.368	0.627
finalize	finalitzar	0.556	0.550	0.578
finalized	finalitzat	0.245	0.210	0.608
finally	finalment	0.583	0.433	0.465
finance	Finances	0.753	0.431	0.843
financial	financera	0.667	0.500	0.722
financier	finançador	0.602	0.500	0.778
finch	pinxo	0.438	0.444	0.358
find	trobar	0.774	0.555	0.580
finder	cercador	0.360	0.550	0.630
finding	trobar	0.796	0.469	0.664
fine	bé	0.823	0.240	0.647
finery	galetes	0.562	0.479	0.636
finesse	delicadesa	0.740	0.387	0.412
finger	dit	0.321	0.264	0.291
fingernail	ungla	0.418	0.415	0.153
fingerprint	empremta digital	0.583	0.404	0.570
fingerscrossed	NO TRANSLATION	0.573	0.540	0.356
finish	acabar	0.471	0.429	0.545
finished	acabat	0.510	0.387	0.570
finite	finit	0.384	0.347	0.293
fink	fi	0.410	0.514	0.439
fir	avet	0.521	0.275	0.306
fire	foc	0.380	0.804	0.635
firearm	arma de foc	0.086	0.943	0.864
firearms	armes de foc	0.220	0.943	0.821
fireball	bola de foc	0.302	0.777	0.664
firecracker	petard	0.474	0.741	0.434
firefight	lluita contra el foc	0.153	0.920	0.664
firefighter	bomber	0.637	0.770	0.773
firefly	libèl lula	0.622	0.410	0.363
firehouse	casa de bombers	0.594	0.689	0.627
firelight	foc de foc	0.677	0.504	0.639
fireman	bomber	0.583	0.745	0.755
fireplace	llar de foc	0.667	0.380	0.417
firepower	poder de foc	0.375	0.941	0.810
fireproof	ignífug	0.684	0.679	0.723
fireside	llar de foc	0.684	0.377	0.394
firestorm	tempesta de tempesta	0.180	0.929	0.766
firewall	tallafocs	0.485	0.602	0.629
firewood	llenya	0.520	0.348	0.263
firework	focs artificials	0.786	0.904	0.593
fireworks	focs artificials	0.735	0.863	0.579
firing	disparar	0.188	0.931	0.803
firm	ferma	0.635	0.380	0.728
firmament	firmament	0.750	0.407	0.660
firmly	fermament	0.786	0.510	0.777
firmness	fermesa	0.823	0.479	0.939
first	primer	0.625	0.500	0.788
firstborn	primogènit	0.786	0.490	0.695
firstworldprobs	NO TRANSLATION	0.458	0.612	0.483
fiscal	fiscal	0.500	0.582	0.845
fish	peix	0.510	0.280	0.250
fisherman	pescador	0.656	0.461	0.546
fishery	pesquera	0.574	0.503	0.519
fishing	pescar	0.677	0.283	0.405
fishing boat	vaixell de pesca	0.521	0.403	0.627
fishy	peix	0.224	0.601	0.471
fissile	fissile	0.333	0.490	0.380
fission	fissió	0.386	0.500	0.567
fissure	fissura	0.333	0.510	0.431
fist	puny	0.333	0.686	0.481
fistfight	baralla a cops de puny	0.208	0.902	0.543
fistful	fistful	0.500	0.509	0.500
fistula	fístula	0.312	0.481	0.330
fit	en forma	0.604	0.450	0.632
fitness	aptitud	0.875	0.529	0.810
fits	encaixa	0.571	0.363	0.580
fitted	equipat	0.507	0.404	0.673
fitting	ajust	0.612	0.441	0.638
fittings	accessoris	0.531	0.404	0.409
five	cinc	0.510	0.221	0.298
fiver	Fiver	0.458	0.469	0.517
fix	corregir	0.760	0.538	0.519
fixable	fixable	0.724	0.470	0.645
fixation	fixació	0.562	0.459	0.655
fixed	fix	0.684	0.167	0.509
fixer	fixador	0.633	0.375	0.606
fixture	fixació	0.663	0.216	0.409
fixtures	accessoris	0.643	0.330	0.370
fizz	fizz	0.459	0.708	0.349
fjord	fiord	0.510	0.404	0.463
flabbergast	flabbergast	0.480	0.679	0.547
flabbergasted	flabbergasted	0.312	0.802	0.342
flabby	flabby	0.292	0.358	0.250
flaccid	flàccid	0.156	0.400	0.151
flag	bandera	0.592	0.378	0.536
flagging	marcat	0.521	0.519	0.509
flagpole	papallona	0.500	0.394	0.458
flagrant	flagrant	0.286	0.673	0.455
flagship	vaixell insígnia	0.592	0.587	0.703
flagstaff	flagstaff	0.520	0.517	0.500
flair	estil	0.775	0.471	0.676
flak	flak	0.390	0.600	0.600
flake	escates	0.385	0.388	0.289
flaky	escamós	0.363	0.509	0.279
flamboyant	extravagant	0.615	0.794	0.705
flame	flama	0.448	0.574	0.615
flamethrower	lanzallamas	0.160	0.882	0.683
flaming	flamejant	0.406	0.645	0.558
flamingo	flamenc	0.667	0.451	0.482
flammable	inflamable	0.216	0.800	0.715
flan	Flan	0.604	0.304	0.198
flange	brida	0.500	0.306	0.390
flank	flanc	0.448	0.458	0.443
flanked	flanquejat	0.333	0.431	0.368
flanking	flanqueig	0.490	0.622	0.519
flannel	franel·la	0.490	0.250	0.327
flap	solapa	0.275	0.385	0.344
flapping	batent	0.458	0.728	0.404
flare	flamarada	0.558	0.823	0.508
flares	bengales	0.580	0.642	0.556
flaring	estrident	0.625	0.771	0.509
flash	flaix	0.571	0.590	0.657
flashback	flashback	0.265	0.400	0.485
flashing	parpellejant	0.604	0.574	0.438
flashlight	llanterna	0.653	0.414	0.356
flashy	cridaner	0.704	0.600	0.827
flask	matràs	0.418	0.412	0.454
flat	pla	0.408	0.236	0.303
flatbed	pisat	0.490	0.250	0.380
flatfoot	flatfoot	0.265	0.333	0.330
flatness	plaure	0.479	0.280	0.527
flatten	aplanar	0.286	0.469	0.442
flatter	afalagar	0.521	0.418	0.302
flattered	afalagat	0.865	0.608	0.708
flattering	halagador	0.755	0.686	0.500
flattery	adulació	0.470	0.575	0.404
flatulence	flatulència	0.210	0.632	0.343
flaunt	ostentar	0.438	0.611	0.525
flavor	sabor	0.885	0.479	0.392
flaw	defecte	0.319	0.491	0.175
flawed	defectuós	0.133	0.490	0.194
flawless	impecable	0.729	0.420	0.741
