Word	Croatian-hr	Valence	Arousal	Dominance
cosmetics	kozmetika	0.765	0.464	0.472
cosmic	kosmički	0.663	0.538	0.692
cosmology	kosmologija	0.651	0.438	0.637
cosmopolitan	kosmopolitski	0.823	0.510	0.760
cosmos	kosmos	0.860	0.478	0.664
cost	cijena	0.365	0.420	0.439
costly	skup	0.316	0.650	0.642
costume	kostim	0.548	0.510	0.374
cosy	udoban	0.847	0.255	0.518
cot	dječji krevet	0.625	0.230	0.278
cote	tor	0.439	0.344	0.324
cottage	kućica	0.600	0.279	0.361
cotton	pamuk	0.639	0.071	0.240
couch	kauč	0.594	0.082	0.198
cougar	kuguar	0.438	0.588	0.538
cough	kašalj	0.255	0.627	0.241
council	vijeće	0.875	0.279	0.635
councilman	vijećnik	0.531	0.367	0.793
counsel	savjet	0.594	0.519	0.730
counseling	savjetovanje	0.667	0.480	0.704
counsellor	savjetnik	0.823	0.327	0.740
counselor	savjetnik	0.873	0.365	0.706
count	računati	0.594	0.389	0.492
countdown	odbrojavanje	0.438	0.692	0.490
countenance	lice	0.635	0.440	0.690
counter	brojač	0.439	0.478	0.750
counteract	protiviti se	0.378	0.542	0.688
counterattack	protunapad	0.281	0.951	0.764
counterbalance	protuteža	0.520	0.480	0.627
counterclaim	protutvrdnja	0.398	0.760	0.651
counterfeit	lažan	0.094	0.694	0.451
counterpart	duplikat	0.448	0.608	0.577
counterpoint	kontrapunkt	0.438	0.509	0.538
countess	grofica	0.562	0.440	0.670
countless	nebrojen	0.520	0.566	0.534
country	zemlja	0.698	0.394	0.693
countryman	zemljak	0.673	0.441	0.789
countrymusic	NO TRANSLATION	0.795	0.451	0.438
countryside	selo	0.732	0.288	0.327
counts	broji	0.343	0.373	0.500
county	okrug	0.479	0.368	0.545
coup	genijalan potez	0.275	0.815	0.607
coupe	zatvorena kola sa dva sjedišta	0.479	0.460	0.482
couple	par	0.806	0.605	0.607
coupled	spojen	0.612	0.286	0.650
coupling	spojke	0.594	0.479	0.555
coupon	kupon	0.704	0.300	0.421
courage	hrabrost	0.830	0.728	0.849
courageous	hrabar	0.918	0.587	0.879
courier	kurir	0.551	0.383	0.441
courses	tečajevi	0.735	0.412	0.534
coursing	krvotok	0.542	0.472	0.546
court	sud	0.479	0.769	0.827
courteous	uljudan	0.937	0.396	0.529
courtesy	uljudnost	0.927	0.287	0.431
courthouse	sud	0.571	0.503	0.818
courtroom	sudnica	0.385	0.670	0.887
courts	sudovi	0.367	0.710	0.816
courtship	udvaranje	0.667	0.490	0.654
courtside	courtside	0.592	0.391	0.434
courtyard	dvorište	0.503	0.365	0.355
cousin	rođak	0.675	0.394	0.427
cousins	rođaci	0.760	0.409	0.464
cove	uvala	0.500	0.304	0.370
coven	koven	0.458	0.578	0.591
covenant	savez	0.594	0.462	0.667
cover	pokriti	0.365	0.240	0.471
coverage	pokrivenost	0.767	0.413	0.629
covered	pokriven	0.562	0.340	0.644
covering	pokrivati	0.615	0.382	0.583
covert	prikriven	0.500	0.570	0.508
covet	žudjeti	0.302	0.779	0.524
coveted	željeti	0.661	0.730	0.625
cow	krava	0.449	0.230	0.300
coward	kukavica	0.102	0.490	0.149
cowardice	kukavičluk	0.133	0.621	0.167
cowardly	kukavički	0.102	0.385	0.127
cowboy	kauboj	0.594	0.625	0.695
cowgirl	kaubojka	0.541	0.566	0.554
cowhand	cowhand	0.438	0.480	0.596
cowhide	bičevati	0.458	0.324	0.333
cowl	kapuljača	0.427	0.450	0.232
coworker	kolega	0.667	0.490	0.625
coy	stidljiv	0.347	0.330	0.213
coyote	kojot	0.459	0.471	0.387
cozy	udoban	0.910	0.356	0.545
crab	Rak	0.421	0.396	0.330
crabby	tvrdoglav	0.198	0.812	0.370
crack	pukotina	0.302	0.625	0.400
cracked	napuknut	0.224	0.520	0.228
cracker	kreker	0.604	0.343	0.346
crackerjack	crackerjack	0.567	0.509	0.426
cracking	kreking	0.327	0.557	0.286
crackle	pucketanje	0.327	0.643	0.481
crackpot	ludak	0.260	0.602	0.245
cradle	kolijevka	0.776	0.194	0.333
craft	čamac	0.760	0.321	0.539
crafts	zanati	0.667	0.380	0.391
craftsman	zanatlija	0.719	0.310	0.583
craftsmanship	umješnost	0.823	0.373	0.571
crafty	lukav	0.589	0.679	0.783
craig	Craig	0.448	0.449	0.490
cram	strpati	0.354	0.730	0.598
crammed	naguranih	0.406	0.740	0.466
cramp	grč	0.194	0.796	0.340
cramped	tijesan	0.240	0.567	0.360
cranberry	brusnica	0.793	0.330	0.363
cranberry juice	Sok od brusnica	0.622	0.321	0.281
crane	dizalica	0.396	0.417	0.589
cranial	kranijalni	0.354	0.510	0.583
cranium	lobanja	0.439	0.491	0.725
crank	ručica	0.448	0.275	0.417
cranky	mrzovoljan	0.194	0.776	0.396
cranny	pukotina	0.194	0.471	0.250
crap	sranje	0.083	0.644	0.167
crappy	jebani	0.039	0.582	0.208
craps	craps	0.375	0.420	0.273
crash	sudar	0.194	0.906	0.355
crass	potpun	0.223	0.490	0.466
crate	sanduk	0.427	0.173	0.274
crater	krater	0.450	0.647	0.529
crave	žudjeti	0.625	0.510	0.731
craving	žudnja	0.510	0.755	0.636
crawfish	rak	0.510	0.427	0.342
crawl	puzati	0.479	0.519	0.467
crayon	krejon	0.604	0.260	0.185
crayons	bojice	0.684	0.366	0.405
craze	moda	0.255	0.657	0.435
crazed	bjesomučan	0.153	0.877	0.417
craziness	ludost	0.238	0.908	0.255
crazy	lud	0.156	0.843	0.321
creak	škripa	0.344	0.670	0.411
creaking	škripa	0.302	0.743	0.415
cream	krema	0.688	0.259	0.220
creamed	creamed	0.723	0.273	0.288
creamer	posuda za pavlaku	0.594	0.192	0.269
creamy	kremast	0.823	0.337	0.345
crease	nabor	0.440	0.286	0.300
create	stvoriti	0.786	0.588	0.789
creation	stvaranje	0.927	0.575	0.868
creative	kreativan	0.917	0.518	0.788
creativity	kreativnost	0.938	0.684	0.815
creator	tvorac	0.865	0.592	0.856
creature	stvorenje	0.669	0.625	0.620
credence	vjera	0.760	0.460	0.737
credential	uvjerenje	0.735	0.337	0.597
credentials	akreditiv	0.708	0.373	0.675
credibility	vjerodostojnost	0.875	0.427	0.809
credible	vjerodostojan	0.917	0.441	0.750
credit	Kreditna	0.673	0.549	0.648
credit card	kreditna kartica	0.670	0.550	0.640
creditable	NO TRANSLATION	0.802	0.510	0.742
credited	zaslužan	0.781	0.390	0.691
crediting	knjiženje	0.673	0.550	0.741
creditor	povjerilac	0.479	0.594	0.689
creed	vjera	0.573	0.245	0.544
creek	potok	0.552	0.392	0.330
creep	odvratna osoba	0.354	0.647	0.361
creeper	puzavac	0.429	0.558	0.366
creeping	puzav	0.292	0.613	0.282
creepy	jeziv	0.125	0.861	0.373
cremation	kremiranje	0.084	0.620	0.420
creole	kreolski	0.667	0.357	0.523
crepe	krep	0.562	0.224	0.349
crescendo	kreščendo	0.760	0.575	0.594
crescent	srp	0.698	0.382	0.407
crest	vrh	0.458	0.333	0.333
crestfallen	pokunjen	0.235	0.346	0.175
cretin	kreten	0.265	0.583	0.312
cretins	kreteni	0.094	0.741	0.328
crevice	pukotina	0.361	0.471	0.275
crew	posada	0.604	0.598	0.735
crewman	posade	0.602	0.580	0.548
crib	jasle	0.653	0.240	0.407
cricket	kriket	0.423	0.539	0.370
cried	plakala	0.167	0.612	0.254
crime	kriminal	0.071	0.943	0.630
criminal	kriminalac	0.021	0.830	0.529
criminality	kriminalitet	0.122	0.863	0.580
crimp	nabirati	0.260	0.557	0.396
crimson	tamnocrven	0.667	0.385	0.370
cringe	dodvoravanje	0.245	0.840	0.377
cripple	bogalj	0.094	0.392	0.161
crippled	osakaćen	0.035	0.358	0.236
crippling	sakaćenje	0.156	0.598	0.391
crisis	kriza	0.208	0.811	0.431
crisp	hrskav	0.776	0.692	0.508
crispy	hrskavo	0.656	0.550	0.509
criterion	kriterij	0.396	0.410	0.736
critic	kritičar	0.264	0.604	0.686
critical	kritično	0.312	0.802	0.545
criticise	kritikovati	0.073	0.700	0.452
criticism	kritika	0.115	0.563	0.505
criticize	kritikovati	0.143	0.708	0.473
criticized	kritizirao	0.240	0.600	0.311
critique	kritika	0.302	0.760	0.537
critter	critter	0.542	0.539	0.482
croak	kreštanje	0.337	0.346	0.298
croc	Croc	0.327	0.452	0.451
crock	zemljani lonac	0.385	0.412	0.421
crockery	zemljano posuđe	0.552	0.216	0.327
crocodile	krokodil	0.344	0.708	0.610
croft	okućnica	0.531	0.429	0.421
croissant	kroasan	0.745	0.330	0.430
crook	lopov	0.171	0.765	0.550
crooked	nepošten	0.146	0.594	0.305
crop	usjev	0.615	0.260	0.500
croquet	kriket	0.551	0.519	0.407
cross	križ	0.448	0.321	0.569
cross country	cross country	0.531	0.441	0.529
crossbow	samostrel	0.344	0.598	0.560
crossed	prešao	0.431	0.490	0.508
crossfire	unakrsna vatra	0.316	0.896	0.722
crossing	prijelaz	0.549	0.349	0.451
crossover	crossover	0.559	0.550	0.500
crosswalk	zebra	0.557	0.441	0.380
crossword	ukrštene riječi	0.611	0.423	0.455
crotch	prepone	0.521	0.637	0.447
crouch	čučanje	0.281	0.606	0.312
crouched	čučnuo	0.333	0.363	0.279
crouching	čučeći	0.261	0.429	0.345
croupier	krupje	0.531	0.519	0.404
crow	vrana	0.224	0.439	0.363
crowbar	željezna poluga	0.406	0.531	0.386
crowd	gužva	0.350	0.827	0.731
crowded	prometan	0.694	0.286	0.585
crowds	gužve	0.469	0.723	0.806
crown	kruna	0.708	0.572	0.737
crowning	krunidba	0.773	0.594	0.831
crucial	presudan	0.541	0.657	0.777
cruciate	križni	0.429	0.435	0.585
crucifix	križ sa razapetim Isusem	0.469	0.480	0.510
crucifixion	raspeće	0.135	0.857	0.541
crucify	razapeti	0.146	0.878	0.573
crud	CRUD	0.312	0.330	0.444
crude	Sirovi	0.198	0.402	0.357
cruel	okrutan	0.122	0.866	0.391
cruelly	okrutno	0.146	0.790	0.471
cruelty	okrutnost	0.092	0.836	0.536
cruise	krstarenje	0.740	0.442	0.683
cruise ship	kruzer	0.878	0.650	0.500
cruiser	krstarica	0.737	0.490	0.608
cruising	krstarenje	0.886	0.580	0.560
crumb	mrvica	0.417	0.255	0.216
crumble	mrviti	0.333	0.480	0.423
crumbling	pucaju	0.167	0.696	0.308
crummy	bijedan	0.125	0.531	0.224
crunch	škripanje	0.292	0.630	0.406
crunchy	hrskav	0.625	0.560	0.539
crusade	križarska vojna	0.592	0.720	0.709
crusader	križar	0.439	0.588	0.548
crush	simpatija	0.271	0.676	0.582
crushed	zgnječen	0.167	0.647	0.300
crusher	drobilice	0.271	0.709	0.598
crushing	velik	0.219	0.755	0.411
crust	kora	0.542	0.337	0.456
crusty	s koricom	0.625	0.531	0.473
crutch	štaka	0.302	0.294	0.302
crux	srž	0.469	0.558	0.519
cry	plakati	0.133	0.627	0.255
crybaby	plačljivica	0.375	0.702	0.311
crying	plač	0.153	0.704	0.208
crypt	kripta	0.156	0.431	0.386
cryptic	grobni	0.296	0.516	0.474
cryptography	kriptografija	0.490	0.415	0.650
crystal	kristal	0.618	0.270	0.508
crystalline	kristalni	0.765	0.235	0.534
crystallization	kristalizacija	0.600	0.449	0.565
cub	mlado	0.646	0.382	0.284
cubby	cubby	0.354	0.385	0.360
cube	kocka	0.469	0.226	0.274
cubic	kubni	0.458	0.306	0.407
cubicle	odjelenje	0.479	0.343	0.417
cuckold	rogonja	0.210	0.573	0.230
cuckoo	kukavica	0.420	0.459	0.284
cucumber	krastavac	0.490	0.235	0.237
cuddle	maziti	0.885	0.559	0.475
cuddled	zagrljeni	0.906	0.547	0.567
cuddles	cuddles	0.847	0.382	0.500
cuddling	maženje	0.917	0.562	0.433
cue	tak	0.521	0.433	0.484
cuff	lisičine za ruke	0.469	0.453	0.387
cuisine	kuhinja	0.714	0.365	0.390
culinary	kulinarski	0.654	0.443	0.519
cull	raspodijeliti	0.365	0.702	0.464
culminate	kulminirati	0.667	0.550	0.602
culmination	kulminacija	0.656	0.586	0.695
culpability	krivnja	0.112	0.745	0.368
culpable	kriv	0.140	0.700	0.319
culprit	krivac	0.062	0.676	0.333
cult	kult	0.448	0.535	0.648
cultivate	njegovati	0.708	0.410	0.598
cultivated	kultiviran	0.837	0.343	0.564
cultivation	uzgoj	0.625	0.324	0.462
cultural	kulturni	0.802	0.390	0.623
culture	Kultura	0.753	0.304	0.675
cultured	kulturan	0.635	0.429	0.625
culvert	odvodni kanal	0.337	0.324	0.343
cumbersome	nezgrapan	0.259	0.623	0.292
cumulus	kumulus	0.570	0.433	0.432
cunning	lukav	0.604	0.685	0.683
cunt	pićka	0.135	0.673	0.377
cup	kupa	0.615	0.167	0.231
cupboard	kredenac	0.553	0.200	0.304
cupcake	Kolačić	0.656	0.333	0.344
cupping	proces puštanja krvi	0.490	0.610	0.402
cur	mješanac	0.440	0.519	0.460
curable	izlječiv	0.823	0.292	0.574
curate	paroh	0.726	0.418	0.526
curative	ljekovit	0.667	0.318	0.613
curator	kustos	0.688	0.389	0.688
curb	obuzdati	0.472	0.371	0.402
curd	surutka	0.542	0.442	0.278
cure	lijek	0.719	0.377	0.623
curfew	policijski sat	0.219	0.618	0.623
curiosity	znatiželja	0.750	0.755	0.463
curious	znatiželjan	0.635	0.600	0.483
curl	kovrča	0.385	0.452	0.351
curling	kovrčav	0.583	0.592	0.400
currency	valuta	0.583	0.418	0.592
current	Trenutno	0.625	0.312	0.612
curriculum	nastavni plan	0.708	0.306	0.620
curry	curry	0.633	0.345	0.302
curse	kletva	0.033	0.720	0.375
cursed	proklet	0.083	0.783	0.393
cursing	psujući	0.112	0.860	0.446
cursory	letimičan	0.423	0.451	0.431
curt	osoran	0.245	0.610	0.452
curtail	skratiti	0.306	0.439	0.497
curtailment	smanjenje	0.230	0.578	0.431
curtain	zavjesa	0.698	0.278	0.304
curtains	zavjese	0.615	0.123	0.342
curtsy	napraviti kniks	0.635	0.412	0.598
curvature	zavoj	0.417	0.367	0.447
curve	zavoj	0.480	0.375	0.307
curved	zakrivljen	0.542	0.407	0.337
curvilinear	krivolinijski	0.480	0.575	0.411
cushion	jastuk	0.653	0.221	0.292
cushy	lak	0.823	0.283	0.395
cusp	vrh	0.667	0.710	0.700
cuss	psovka	0.354	0.538	0.443
cussed	nastran	0.156	0.625	0.454
custard	krema	0.618	0.260	0.293
custodial	skrbništvo	0.418	0.462	0.718
custodian	staratelj	0.594	0.625	0.528
custody	starateljstvo	0.494	0.472	0.675
custom	prilagođen	0.552	0.382	0.688
customary	uobičajen	0.700	0.253	0.561
customer	kupac	0.562	0.430	0.673
customized	prilagođeno	0.625	0.504	0.590
cut	izrezati	0.490	0.490	0.393
cutaneous	kožni	0.365	0.370	0.328
cute	sladak	0.920	0.528	0.579
cuticle	zanoktica	0.340	0.320	0.377
cutie	slatkica	0.638	0.528	0.464
cutlass	kratka sablja	0.173	0.648	0.528
cutlery	pribor za jelo	0.552	0.300	0.345
cutoff	odrezati	0.432	0.510	0.518
cutter	rezač	0.427	0.731	0.583
cutters	rezači	0.197	0.653	0.491
cutthroat	koljač	0.110	0.823	0.663
cutting	rezanje	0.448	0.375	0.536
cutting board	daska za rezanje	0.337	0.540	0.342
cuttings	strugotine	0.479	0.392	0.433
cwt	CWT	0.500	0.410	0.384
cyanide	cijanid	0.229	0.667	0.545
cyberspace	cyberspace	0.677	0.594	0.611
cycle	ciklus	0.635	0.400	0.533
cyclical	ciklična	0.380	0.450	0.554
cyclist	biciklista	0.684	0.582	0.576
cyclone	ciklon	0.416	0.796	0.673
cylinder	cilindar	0.459	0.324	0.447
cylindrical	cilindričan	0.458	0.294	0.414
cymbal	cimbal	0.542	0.363	0.362
cynic	cinik	0.135	0.632	0.473
cynical	ciničan	0.156	0.760	0.474
cynicism	cinizam	0.104	0.780	0.454
cyst	cista	0.173	0.578	0.312
cystic	cistična	0.314	0.481	0.400
cytomegalovirus	citomegalovirus	0.186	0.657	0.443
cytoplasm	citoplazma	0.378	0.442	0.474
czar	car	0.480	0.348	0.643
dab	mrlja	0.510	0.337	0.340
dabble	baviti se površno	0.550	0.530	0.491
dabbling	brbljanje	0.562	0.726	0.676
dad	tata	0.857	0.412	0.786
daddy	tata	0.795	0.400	0.736
dado	NO TRANSLATION	0.510	0.240	0.364
daemon	demon	0.333	0.490	0.500
daft	lud	0.255	0.436	0.157
dagger	bodež	0.224	0.797	0.613
daily	dnevno	0.653	0.347	0.473
dainty	poslastica	0.604	0.284	0.424
daiquiri	Daiquiri	0.670	0.519	0.400
dairy	mljekara	0.633	0.255	0.462
daisy	tratinčica	0.562	0.367	0.333
dak	NO TRANSLATION	0.510	0.417	0.424
dale	dolina	0.622	0.270	0.365
dam	brana	0.250	0.553	0.394
damage	šteta	0.059	0.726	0.403
damaged	oštećen	0.104	0.635	0.182
damages	štete	0.082	0.760	0.310
dame	dama	0.694	0.480	0.500
damn	proklet	0.073	0.784	0.431
damnation	prokletstvo	0.135	0.750	0.416
damned	proklet	0.100	0.760	0.465
damp	vlažan	0.360	0.279	0.210
dampened	namočenom	0.271	0.422	0.336
damper	prigušivač	0.459	0.378	0.473
damsel	djevojka	0.719	0.475	0.400
dance	ples	0.894	0.840	0.551
dancer	plesač	0.740	0.768	0.545
dancing	ples	0.885	0.868	0.444
dandruff	prhut	0.398	0.298	0.293
dandy	kicoš	0.673	0.520	0.630
danger	opasnost	0.115	0.923	0.673
dangerous	opasno	0.020	0.941	0.658
dangerously	opasno	0.082	0.930	0.564
dangit	NO TRANSLATION	0.396	0.606	0.358
dangle	visiti	0.362	0.469	0.375
dank	NO TRANSLATION	0.390	0.381	0.383
dapper	dotjeran	0.770	0.560	0.698
dare	usuditi se	0.677	0.788	0.684
daredevil	hazarder	0.429	0.714	0.653
daresay	pretpostavljam	0.540	0.451	0.490
daring	smion	0.583	0.840	0.711
dark	mrak	0.198	0.398	0.426
darken	potamnjeti	0.250	0.471	0.382
darkened	pomračen	0.135	0.440	0.452
darkly	mračno	0.219	0.548	0.443
darkness	tama	0.102	0.602	0.418
darkroom	tamna soba	0.188	0.627	0.423
darkside	tamna strana	0.102	0.690	0.365
darling	dragi	0.885	0.370	0.608
darn	štopati	0.115	0.765	0.418
dart	strijelica	0.417	0.608	0.500
dash	crtica	0.574	0.312	0.324
dashboard	kontrolna ploča	0.510	0.371	0.595
dashed	isprekidane	0.276	0.393	0.338
dashing	poletan	0.612	0.627	0.799
dastardly	kukavički	0.208	0.688	0.270
data	podaci	0.500	0.250	0.426
database	baza podataka	0.604	0.286	0.644
date	datum	0.604	0.231	0.400
datenight	NO TRANSLATION	0.708	0.637	0.518
daughter	kći	0.908	0.415	0.455
dawdle	traćiti vrijeme	0.479	0.464	0.357
dawn	zora	0.827	0.235	0.519
dawned	sinulo	0.694	0.471	0.473
day	dan	0.719	0.269	0.389
daybreak	svitanje	0.802	0.358	0.474
daycare	vrtića	0.776	0.481	0.360
daydream	sanjarenje	0.750	0.337	0.456
daydreaming	sanjarenje	0.776	0.360	0.479
daylight	dnevna svjetlost	0.865	0.420	0.545
daymade	NO TRANSLATION	0.646	0.450	0.417
dayoff	NO TRANSLATION	0.760	0.368	0.377
daytime	dan	0.750	0.324	0.454
daze	ošamućenost	0.245	0.735	0.329
dazed	ošamućen	0.300	0.697	0.277
dazzle	zasjeniti	0.730	0.782	0.683
dazzling	zaslijepljujući	0.854	0.880	0.767
deacon	đakon	0.531	0.430	0.736
deactivate	deaktiviranje	0.235	0.447	0.392
dead	mrtav	0.052	0.454	0.194
deadbeat	iscrpljen	0.229	0.453	0.368
deadline	rok	0.214	0.615	0.460
deadlines	rokovi	0.406	0.769	0.411
deadlock	zastoj	0.170	0.418	0.323
deadly	ubojit	0.143	0.849	0.554
deaf	gluh	0.186	0.324	0.161
deafening	zaglušujući	0.281	0.835	0.482
deafness	gluhoća	0.125	0.413	0.219
deal	Dogovor	0.719	0.599	0.543
dealer	prodavač	0.799	0.615	0.683
dealership	trgovina	0.541	0.430	0.629
dealing	bavljenje	0.724	0.415	0.598
dealings	poslovanje	0.600	0.491	0.480
dean	dekan	0.612	0.469	0.723
dear	draga	0.880	0.434	0.629
dearest	najdraži	0.902	0.427	0.508
dearth	nestašica	0.156	0.539	0.255
death	smrt	0.031	0.720	0.472
deathbed	samrtna postelja	0.051	0.652	0.311
deathly	smrtonosno	0.073	0.771	0.682
debacle	debakl	0.156	0.606	0.266
debased	pokvareno	0.219	0.529	0.170
debatable	sporan	0.181	0.610	0.474
debate	debata	0.408	0.691	0.683
debauchery	razvrat	0.354	0.901	0.500
debenture	zadužnica	0.417	0.500	0.466
debilitating	oslabiti	0.125	0.490	0.308
debit	zaduženje	0.333	0.400	0.474
debrief	ispitati	0.247	0.343	0.549
debriefing	ispitivanje	0.427	0.580	0.456
debris	krhotine	0.135	0.396	0.327
debt	dug	0.204	0.598	0.336
debtor	dužnik	0.219	0.546	0.160
debut	debi	0.806	0.606	0.629
debutante	debitantkinja	0.771	0.627	0.454
decade	desetljeće	0.531	0.402	0.665
decadence	dekadencija	0.237	0.455	0.291
decadent	dekadentan	0.290	0.559	0.324
decaf	kava bez kofeina	0.480	0.324	0.353
decanter	bokal	0.438	0.567	0.510
decathlon	desetoboj	0.573	0.753	0.620
decay	raspad	0.143	0.312	0.170
decayed	istrunuo	0.017	0.375	0.169
decaying	raspadaju	0.073	0.510	0.214
deceased	pokojni	0.021	0.538	0.188
decedent	pokojnik	0.423	0.481	0.415
deceit	obmana	0.020	0.696	0.343
deceitful	obmanjiv	0.071	0.788	0.371
deceive	prevariti	0.094	0.775	0.414
deceived	prevaren	0.059	0.673	0.302
deceiving	obmanjuju	0.099	0.636	0.426
december	prosinac	0.740	0.540	0.464
decency	pristojnost	0.750	0.235	0.634
decent	pristojan	0.823	0.296	0.653
deception	prijevara	0.090	0.745	0.370
deceptive	obmanljiv	0.027	0.605	0.294
decide	odlučiti	0.656	0.540	0.855
decidedly	odlučno	0.750	0.480	0.843
deciduous	listopadan	0.385	0.353	0.282
decimal	decimal	0.507	0.259	0.305
decimeter	decimetar	0.520	0.292	0.377
decipher	dešifrirati	0.417	0.630	0.652
decision	odluka	0.646	0.510	0.839
decisive	odlučujući	0.740	0.509	0.935
deck	paluba	0.420	0.333	0.394
declaration	izjava	0.551	0.590	0.714
declaratory	koji proglašava	0.635	0.582	0.673
declare	proglasiti	0.677	0.623	0.668
declination	deklinacija	0.250	0.549	0.311
decline	odbiti	0.173	0.491	0.240
declining	opadanju	0.328	0.400	0.264
deco	deco	0.625	0.274	0.356
decode	dešifrirati	0.551	0.510	0.640
decoder	dekoder	0.562	0.340	0.686
decompose	razložiti	0.194	0.596	0.241
decomposed	razgraditi	0.073	0.442	0.231
decomposition	raspad	0.133	0.600	0.263
decompress	smanjivati ​​pritisak	0.438	0.430	0.509
decompression	dekompresija	0.208	0.520	0.311
decontamination	dekontaminacija	0.611	0.538	0.573
decor	dekor	0.734	0.311	0.573
decorate	ukrasiti	0.954	0.370	0.404
decorating	dekoriranje	0.863	0.548	0.462
decoration	ukras	0.878	0.553	0.526
decorative	ukrasni	0.908	0.460	0.381
decorator	dekorater	0.840	0.471	0.455
decorum	pristojnost	0.802	0.327	0.462
decoy	mamac	0.149	0.460	0.330
decrease	smanjenje	0.125	0.360	0.267
decreased	smanjen	0.224	0.271	0.170
decreasing	smanjuje	0.320	0.346	0.224
decree	dekret	0.552	0.478	0.746
decrement	opadanje	0.255	0.427	0.373
decrepit	oronuo	0.156	0.490	0.225
decry	uvrijediti	0.400	0.814	0.548
decryption	dešifriranje	0.459	0.445	0.600
dedicate	posvetiti	0.823	0.431	0.588
dedication	posveta	0.867	0.471	0.682
deduce	utvrditi	0.490	0.510	0.466
