Word	Korean-ko	Valence	Arousal	Dominance
evacuate	비우다	0.354	0.792	0.314
evacuation	소개	0.160	0.755	0.582
evade	피하다	0.304	0.490	0.342
evaluate	평가하다	0.663	0.640	0.649
evaluation	평가	0.542	0.667	0.764
evanescence	소실	0.527	0.519	0.458
evangelical	복음주의의	0.602	0.389	0.602
evangelist	복음 전도자	0.582	0.464	0.702
evangelistic	복음주의의	0.660	0.375	0.612
evaporate	사라지다	0.357	0.469	0.402
evaporation	증발	0.556	0.346	0.388
evasion	회피	0.229	0.510	0.418
evasive	둘러대는	0.117	0.596	0.425
eve	이브	0.612	0.378	0.440
evening	저녁	0.458	0.185	0.318
evens	NO TRANSLATION	0.592	0.430	0.457
event	행사	0.745	0.673	0.664
eventful	사건 많은	0.543	0.837	0.510
eventual	어쩌면 일어날 수도 있는	0.633	0.459	0.413
eventuality	궁극	0.469	0.627	0.527
evergreen	상록수	0.729	0.471	0.546
everlasting	영구	0.740	0.413	0.809
evermore	항상	0.677	0.450	0.403
everyday	매일	0.740	0.392	0.472
everyman	모든 사람들	0.522	0.333	0.535
evict	축출하다	0.042	0.632	0.377
eviction	축출	0.185	0.731	0.455
evidence	증거	0.500	0.500	0.778
evident	분명한	0.633	0.444	0.664
evidentiary	증거	0.448	0.541	0.717
evil	악	0.040	0.827	0.545
evoke	일깨우다	0.438	0.341	0.500
evolution	진화	0.781	0.657	0.854
evolutionary	진화의	0.796	0.673	0.825
evolve	진화하다	0.655	0.692	0.896
ewe	암양	0.429	0.216	0.277
ex	전의	0.250	0.520	0.306
exacerbate	더욱 심하게 하다	0.323	0.776	0.580
exacerbation	격화	0.344	0.810	0.480
exact	정확한	0.719	0.354	0.685
exacting	힘든	0.448	0.673	0.767
exaggerate	과장하다	0.193	0.760	0.529
exaggerated	과장된	0.224	0.885	0.732
exaggeration	과장	0.312	0.775	0.582
exalt	높이다	0.656	0.750	0.745
exaltation	항진	0.594	0.892	0.673
exalted	고귀한	0.676	0.845	0.696
exam	시험	0.479	0.663	0.577
examination	시험	0.378	0.657	0.679
examine	시험하다	0.615	0.623	0.786
examiner	시험관	0.406	0.575	0.812
example	예	0.542	0.337	0.510
exasperated	분노한	0.229	0.816	0.377
exasperation	격분	0.214	0.833	0.483
excavate	파다	0.583	0.613	0.635
excavation	발굴	0.540	0.644	0.527
excavator	굴착기	0.427	0.673	0.649
exceed	넘다	0.500	0.827	0.586
exceeding	엄청난	0.500	0.802	0.668
excel	뛰어나다	0.561	0.363	0.466
excellence	우수	0.958	0.620	0.907
excellent	우수한	0.970	0.587	0.870
excelsior	대팻밥	0.700	0.625	0.611
excepting	예외	0.408	0.413	0.526
exception	예외	0.469	0.600	0.544
exceptional	특별한	0.806	0.740	0.933
excerpt	발췌	0.437	0.367	0.543
excess	초과	0.385	0.889	0.712
excessive	과도한	0.417	0.731	0.601
excessively	지나치게	0.449	0.882	0.716
exchange	교환	0.740	0.569	0.491
excise	국내 소비세	0.448	0.561	0.577
excision	절단	0.260	0.480	0.519
excitability	흥분성	0.906	0.910	0.724
excitable	흥분되는	0.803	0.939	0.629
excitation	자극	0.792	0.958	0.750
excite	일으키다	0.823	0.950	0.668
excited	흥분한	0.908	0.931	0.709
excitement	흥분	0.896	0.684	0.731
exciting	흥미 진진한	0.950	0.792	0.789
exclaim	외치다	0.635	0.711	0.639
exclamation	감탄	0.612	0.745	0.598
exclude	들어오지 못하게 하다	0.292	0.500	0.530
excluded	제외 된	0.061	0.540	0.134
excluding	...을 제외한	0.271	0.550	0.324
exclusion	제외	0.240	0.530	0.389
exclusive	독특한	0.792	0.630	0.653
excrement	배설물	0.041	0.558	0.221
excretion	배설	0.285	0.650	0.457
excruciating	고문 받는	0.083	0.837	0.345
excursion	소풍	0.625	0.714	0.627
excuse	변명	0.240	0.696	0.318
exec	임원	0.640	0.352	0.769
execute	실행하다	0.327	0.708	0.769
execution	실행	0.160	0.811	0.713
executioner	실행자	0.235	0.816	0.676
executive	행정부	0.704	0.449	0.894
executor	집행자	0.365	0.755	0.759
exegesis	주해	0.458	0.472	0.491
exemplar	모범	0.844	0.537	0.625
exemplary	전형적인	0.833	0.343	0.729
exemplify	예증하다	0.735	0.506	0.783
exempt	면제하다	0.588	0.455	0.664
exemption	면제	0.531	0.578	0.627
exercise	운동	0.750	0.789	0.625
exert	발휘하다	0.694	0.735	0.806
exertion	노력	0.663	0.755	0.717
exhale	내쉬다	0.542	0.490	0.411
exhaust	배출	0.546	0.710	0.337
exhausted	지친	0.123	0.423	0.202
exhaustion	피로	0.366	0.633	0.269
exhaustive	철저한	0.388	0.635	0.604
exhibit	전시회	0.688	0.633	0.708
exhibition	전시회	0.698	0.590	0.531
exhilarated	흥분한	0.890	0.963	0.759
exhilarating	흥분시키는	0.917	0.823	0.810
exhilaration	기분 전환	0.792	0.868	0.783
exhort	간곡히 타이르다	0.378	0.660	0.745
exhortation	교회	0.531	0.624	0.580
exhumation	발굴	0.177	0.586	0.473
exhume	exhume	0.184	0.627	0.452
exigent	NO TRANSLATION	0.385	0.611	0.792
exile	망명	0.184	0.630	0.483
exist	있다	0.857	0.421	0.788
existence	존재	0.760	0.513	0.771
existent	현존하는	0.635	0.490	0.635
existential	실존 적	0.583	0.510	0.638
existing	기존의	0.802	0.344	0.750
exit	출구	0.370	0.353	0.399
exodus	이동	0.286	0.663	0.567
exonerate	무죄하다	0.592	0.500	0.538
exorbitant	엄청난	0.398	0.865	0.825
exorcism	귀신 쫓아 내기	0.163	0.980	0.557
exorcist	엑소시스트	0.219	0.906	0.716
exotic	이국적인	0.840	0.711	0.727
expand	넓히다	0.792	0.559	0.686
expanded	퍼지는	0.760	0.406	0.689
expanse	팽창	0.594	0.529	0.689
expansion	확장	0.776	0.618	0.787
expansive	널찍한	0.708	0.650	0.778
expatriate	국외 추방자	0.265	0.764	0.391
expect	배고 있다	0.469	0.327	0.377
expectance	기대	0.552	0.724	0.660
expectancy	기대	0.581	0.622	0.558
expectant	기다리는	0.708	0.650	0.474
expectation	기대	0.771	0.690	0.707
expected	예상 한	0.729	0.412	0.545
expecting	기대하는	0.561	0.450	0.302
expediency	편의	0.604	0.443	0.703
expedient	편리한	0.885	0.461	0.454
expedite	신속히 처리하다	0.571	0.858	0.798
expedition	원정	0.735	0.802	0.620
expeditious	급속한	0.602	0.645	0.773
expel	내쫓다	0.281	0.725	0.452
expendable	소모품	0.479	0.490	0.423
expenditure	지출	0.250	0.608	0.603
expense	비용	0.317	0.451	0.377
expenses	경비	0.240	0.633	0.396
expensive	비싼	0.323	0.540	0.530
experience	경험	0.827	0.618	0.905
experienced	경험있는	0.771	0.613	0.914
experiences	경험담	0.793	0.647	0.795
experiment	실험	0.479	0.720	0.675
experimental	실험적인	0.417	0.764	0.396
experimentation	실험	0.637	0.769	0.767
experimenter	실험자	0.708	0.710	0.700
expert	전문가	0.776	0.646	0.911
expertise	전문적 지식	0.792	0.589	0.925
expiration	만료	0.265	0.539	0.463
expire	내쉬다	0.573	0.745	0.702
expired	만료 된	0.198	0.394	0.200
expiry	만료	0.194	0.434	0.382
explain	설명	0.719	0.517	0.736
explanation	설명	0.615	0.610	0.825
explanatory	설명의	0.573	0.433	0.688
expletive	조어	0.357	0.567	0.536
explication	설명	0.510	0.445	0.602
explicit	명백한	0.562	0.694	0.734
explode	터지다	0.277	0.885	0.773
exploit	공적	0.312	0.878	0.660
exploitation	착취	0.156	0.920	0.718
exploration	탐구	0.594	0.650	0.773
exploratory	탐험의	0.653	0.690	0.698
explore	탐험하다	0.776	0.660	0.727
explorer	탐침	0.729	0.663	0.714
explosion	폭발	0.167	0.960	0.767
explosions	폭발	0.123	0.860	0.594
explosive	폭발물	0.156	0.943	0.663
expo	박람회	0.610	0.562	0.500
exponent	멱지수	0.529	0.510	0.845
exponential	기하 급수적 인	0.704	0.588	0.763
export	수출	0.567	0.661	0.755
exportation	수출	0.760	0.633	0.673
expose	폭로	0.344	0.643	0.537
exposed	드러난	0.471	0.661	0.509
exposition	박람회	0.521	0.627	0.655
expository	해설	0.706	0.653	0.636
exposure	노출	0.570	0.830	0.630
expound	설명하다	0.438	0.575	0.740
express	표하다	0.760	0.623	0.691
expression	표현	0.790	0.650	0.721
expressive	나타내는	0.755	0.724	0.685
expressway	고속도로	0.633	0.635	0.587
expropriation	수용	0.188	0.735	0.788
expulsion	제명	0.190	0.790	0.529
exquisite	절묘한	0.892	0.644	0.604
exquisitely	정교하게	0.849	0.728	0.723
extant	지금도 남아 있는	0.646	0.390	0.523
extend	넓히다	0.646	0.570	0.689
extendable	연장 가능한	0.660	0.592	0.722
extended	펼친	0.570	0.304	0.649
extension	신장	0.490	0.510	0.529
extensive	광범위한	0.635	0.520	0.760
extent	범위	0.646	0.451	0.602
exterior	외부	0.542	0.400	0.627
exterminate	절멸시키다	0.177	0.857	0.736
extermination	구제	0.190	0.860	0.616
exterminator	근절자	0.344	0.804	0.887
external	외부	0.479	0.341	0.509
externally	외부 적으로	0.643	0.521	0.568
extinct	꺼진	0.112	0.491	0.412
extinction	소멸	0.104	0.750	0.611
extinguish	끄다	0.240	0.576	0.482
extinguisher	끄는 사람	0.707	0.379	0.543
extol	찬찬	0.582	0.667	0.456
extort	강탈하다	0.052	0.827	0.570
extortion	강요	0.112	0.868	0.630
extra	특별한	0.656	0.551	0.745
extract	추출물	0.565	0.402	0.519
extracting	적출	0.521	0.709	0.689
extraction	추출	0.418	0.740	0.526
extractor	추출기	0.302	0.536	0.519
extracurricular	과외 활동	0.457	0.471	0.743
extradition	인도	0.229	0.627	0.554
extrajudicial	외설적 인	0.365	0.686	0.667
extramural	성 밖의	0.336	0.559	0.537
extraneous	관계 없는	0.276	0.625	0.478
extraordinaire	초자연적 인	0.847	0.864	0.898
extraordinary	이상한	0.969	0.728	0.860
extraterrestrial	외계인	0.510	0.833	0.792
extravagance	사치	0.531	0.802	0.700
extravagant	기발한	0.720	0.763	0.812
extravaganza	괴이한 이야기	0.646	0.786	0.906
extreme	극단	0.318	0.800	0.721
extreme anticipation	극단적 인 기대	0.551	0.740	0.704
extreme disgust	극도의 혐오	0.052	0.873	0.456
extreme surprise	극단적 인 놀람	0.833	0.935	0.676
extreme trust	극단적 인 신뢰	0.826	0.713	0.922
extremely	매우	0.635	0.827	0.886
extremely negative	매우 부정적인	0.030	0.786	0.311
extremely positive	극도로 긍정적 인	0.993	0.730	0.839
extremity	말단	0.408	0.588	0.583
extricate	구해 내다	0.542	0.510	0.543
extrinsic	외인적 인	0.510	0.479	0.636
extrusion	압출	0.229	0.660	0.545
exuberance	충일	0.698	0.816	0.787
exude	스며 나오다	0.375	0.519	0.411
eye	눈	0.531	0.265	0.425
eyeball	눈알	0.526	0.422	0.420
eyebrow	눈썹	0.510	0.198	0.222
eyeful	정숙 한	0.802	0.500	0.676
eyeglass	세안 컵	0.531	0.236	0.286
eyeglasses	안경	0.561	0.269	0.306
eyelash	속눈썹	0.480	0.250	0.278
eyelet	작은 구멍	0.632	0.298	0.346
eyeliner	아이 라이너	0.688	0.349	0.347
eyepiece	접안 렌즈	0.418	0.347	0.480
eyes	눈	0.760	0.279	0.432
eyesight	시력	0.750	0.226	0.343
eyewitness	목격자	0.541	0.686	0.698
fab	팹	0.490	0.380	0.406
fable	우화	0.663	0.387	0.389
fabled	전설적인	0.625	0.538	0.545
fabric	구조	0.635	0.190	0.345
fabricate	만들다	0.636	0.491	0.779
fabricated	만드는	0.418	0.427	0.555
fabrication	제작	0.573	0.587	0.705
fabulous	굉장한	0.979	0.660	0.797
facade	정면	0.520	0.333	0.518
face	얼굴	0.571	0.173	0.453
faceless	얼굴이없는	0.230	0.406	0.173
facet	한 면	0.667	0.324	0.382
facial	얼굴 마사지	0.594	0.429	0.433
facile	NO TRANSLATION	0.740	0.264	0.307
facilitate	용이하게하다	0.812	0.333	0.509
facility	쉬움	0.625	0.500	0.654
facing	면함	0.604	0.406	0.550
facsimile	복사	0.490	0.500	0.543
fact	것	0.683	0.333	0.618
faction	당파	0.469	0.430	0.448
factor	인자	0.635	0.365	0.678
factory	공장	0.500	0.500	0.683
facts	사리	0.688	0.471	0.693
factual	사실의	0.656	0.440	0.545
faculties	교수진	0.643	0.431	0.760
faculty	학부	0.615	0.412	0.732
fad	일시적 유행	0.663	0.520	0.570
fade	바래다	0.354	0.333	0.245
faded	시든	0.302	0.275	0.194
faeces	찌끼	0.184	0.476	0.175
fag	궐련	0.122	0.653	0.331
faggot	동성애자	0.219	0.643	0.292
fail	실패	0.177	0.578	0.154
failing	실패	0.125	0.490	0.268
failure	실패	0.167	0.575	0.139
fain	NO TRANSLATION	0.479	0.417	0.426
faint	희미한	0.063	0.429	0.167
fainting	기절	0.333	0.510	0.214
fair	공정한	0.812	0.557	0.643
fairly	꽤	0.790	0.406	0.750
fairness	공평	0.740	0.317	0.552
fairway	페어웨이	0.541	0.510	0.500
fairy	요정	0.776	0.408	0.413
faith	신앙	0.833	0.220	0.763
faithful	충실한	0.888	0.333	0.627
faithfulness	충실	0.833	0.426	0.602
faithless	부정한	0.102	0.683	0.304
fake	모조품	0.073	0.554	0.268
faker	위조자	0.245	0.630	0.480
falafel	팔라 펠	0.560	0.402	0.351
falcon	매	0.557	0.580	0.678
fall	가을	0.177	0.657	0.221
fallacious	그릇된	0.271	0.587	0.390
fallacy	그릇된 생각	0.112	0.561	0.430
fallback	후퇴	0.458	0.358	0.508
fallible	오류가있는	0.365	0.537	0.402
falling	떨어지는	0.202	0.716	0.306
fallopian	난시의	0.297	0.390	0.464
fallout	낙진	0.428	0.356	0.373
fallow	휴경지	0.375	0.368	0.464
false	그릇된	0.120	0.404	0.240
falsehood	거짓말	0.031	0.625	0.384
falsely	거짓으로	0.083	0.480	0.265
falsification	위조	0.173	0.720	0.490
falsified	위조 된	0.042	0.630	0.306
falsify	위조하다	0.115	0.657	0.409
falsity	허위	0.120	0.689	0.186
falter	비틀 거리다	0.421	0.650	0.346
fame	명성	0.896	0.755	0.852
famed	유명한	0.878	0.750	0.819
familiar	익숙한	0.906	0.330	0.615
familiarity	정통	0.854	0.346	0.616
familiarize	친하게 하다	0.760	0.365	0.654
family	가족	0.968	0.383	0.643
familytime	가족 시간	0.939	0.420	0.679
famine	기근	0.163	0.679	0.310
famished	굶주린	0.177	0.654	0.282
famous	유명한	0.916	0.775	0.882
famously	뛰어나게	0.856	0.765	0.787
fan	부채	0.781	0.429	0.357
fanatic	광신자	0.573	0.780	0.629
fanatical	광신적 인	0.555	0.830	0.714
fanaticism	열광	0.292	0.896	0.566
fanciful	기발한	0.677	0.592	0.342
fancy	공상	0.854	0.673	0.534
fandango	판당고	0.490	0.591	0.429
fanfare	과시	0.656	0.640	0.437
fang	NO TRANSLATION	0.175	0.491	0.455
fangs	송곳니	0.286	0.598	0.434
fanning	패닝	0.615	0.330	0.236
fantasia	환상곡	0.898	0.694	0.436
fantasize	상상하다	0.771	0.660	0.356
fantastic	환상적인	0.969	0.696	0.831
fantasy	공상	0.880	0.627	0.474
faraway	멀리	0.365	0.356	0.285
farce	소극	0.265	0.667	0.246
farcical	어색한	0.406	0.481	0.259
fare	요금	0.490	0.425	0.645
farewell	작별	0.130	0.500	0.591
farm	농장	0.781	0.327	0.297
farmer	농장주	0.677	0.432	0.464
farmhouse	농가	0.690	0.330	0.444
farming	농업	0.580	0.414	0.568
farmland	농토	0.729	0.363	0.509
faro	놀이	0.544	0.349	0.357
fart	방귀	0.194	0.439	0.264
farther	더 멀리	0.418	0.500	0.430
fascia	근막	0.480	0.366	0.356
fascinate	호리다	0.854	0.683	0.802
fascinated	매혹적인	0.812	0.714	0.788
fascinating	매혹적인	0.979	0.817	0.784
fascination	매혹	0.885	0.773	0.835
fascism	파시즘	0.104	0.740	0.695
fascist	파시스트 당원	0.200	0.755	0.527
fashion	유행	0.827	0.616	0.589
fashionable	유행의	0.750	0.510	0.605
fastball	패스트볼	0.688	0.679	0.575
fasten	묶다	0.458	0.585	0.529
fastener	잠그는 물건	0.577	0.377	0.491
fastening	죔	0.594	0.473	0.554
fasting	금식	0.388	0.370	0.394
fat	지방	0.198	0.353	0.237
fatal	치명적인	0.061	0.775	0.509
fatalism	운명론	0.208	0.694	0.631
fatality	숙명	0.062	0.798	0.595
fate	운명	0.571	0.479	0.712
fated	운명의	0.582	0.472	0.692
fateful	중대한	0.290	0.583	0.402
fathead	등신	0.296	0.527	0.463
father	아버지	0.812	0.333	0.824
fatherhood	아버지의	0.885	0.519	0.682
fatherland	조국	0.729	0.469	0.778
fatherly	아버지 다운	0.865	0.363	0.712
fathom	길	0.520	0.410	0.523
fatigue	피로	0.173	0.378	0.265
fatigued	피곤한	0.146	0.433	0.245
fatso	뚱뚱보	0.286	0.394	0.336
fatten	살찐	0.375	0.549	0.363
fatty	지방이 많은	0.286	0.361	0.325
faucet	수도꼭지	0.427	0.278	0.356
fault	결점	0.188	0.558	0.184
faultless	결점없는	0.792	0.500	0.741
faulty	불완전한	0.184	0.520	0.378
faun	파룬	0.490	0.303	0.376
fauna	동물 상	0.646	0.346	0.404
faux	가짜	0.291	0.490	0.204
favor	호의	0.812	0.308	0.519
favorable	유리한	0.952	0.380	0.788
favorite	특히 잘하는	0.885	0.590	0.691
favoriteholiday	NO TRANSLATION	0.867	0.618	0.582
favoritism	편애	0.582	0.559	0.658
fawn	엷은 황갈색	0.626	0.360	0.284
fax	팩스	0.406	0.368	0.304
faze	NO TRANSLATION	0.417	0.515	0.382
fear	무서움	0.073	0.840	0.293
feared	두려워하는	0.240	0.733	0.509
fearful	두려워	0.083	0.482	0.278
fearfully	몹시	0.112	0.567	0.271
fearing	두려워하는	0.125	0.566	0.256
fearless	용감한	0.810	0.806	0.760
fears	두려움	0.061	0.821	0.306
fearsome	무시 무시한	0.115	0.900	0.586
feasibility	실행할 수 있음	0.653	0.490	0.741
feasible	실행할 수 있는	0.694	0.388	0.611
feast	잔치	0.979	0.724	0.680
feat	위업	0.750	0.706	0.849
feather	깃	0.677	0.208	0.144
feathered	깃털이 달린	0.438	0.288	0.214
feature	특색	0.667	0.314	0.679
features	풍모	0.667	0.433	0.509
febrile	열이있는	0.429	0.578	0.414
fecal	배설물	0.255	0.528	0.213
feces	대변	0.240	0.407	0.307
fecundity	생산력	0.688	0.591	0.683
fed	먹이는	0.602	0.370	0.482
federal	연방의	0.530	0.459	0.859
federation	연합	0.633	0.354	0.763
fedup	NO TRANSLATION	0.327	0.500	0.352
fee	보수	0.354	0.386	0.556
feeble	희미한	0.157	0.280	0.109
feed	먹이	0.812	0.429	0.739
feedback	피드백	0.622	0.557	0.645
feeder	공급기	0.604	0.452	0.713
feel	느낌	0.802	0.602	0.596
feelgood	기분 좋은	0.990	0.441	0.621
feeling	감각	0.806	0.329	0.531
feelingdown	NO TRANSLATION	0.490	0.457	0.567
feelinggood	NO TRANSLATION	0.940	0.449	0.655
feet	피트	0.510	0.240	0.292
feign	위장하다	0.340	0.394	0.356
feigned	위증 된	0.173	0.602	0.333
feisty	싸우다	0.592	0.853	0.789
felicity	지복	0.913	0.704	0.793
feline	고양이 같은	0.615	0.745	0.509
fell	되다	0.255	0.462	0.250
feller	펠러	0.406	0.622	0.617
fellow	사람	0.745	0.298	0.570
fellowship	친교	0.900	0.429	0.778
felon	표저	0.111	0.898	0.455
felony	중죄	0.206	0.808	0.472
felt	펠트	0.643	0.417	0.566
female	여자	0.857	0.520	0.625
feminine	여자 같은	0.802	0.520	0.394
femininity	여성	0.750	0.479	0.451
feminism	페미니즘	0.541	0.570	0.636
feminist	여권 주장자	0.510	0.560	0.585
femme	NO TRANSLATION	0.551	0.529	0.398
femoral	대퇴	0.417	0.324	0.566
femur	대퇴골	0.408	0.289	0.413
fen	NO TRANSLATION	0.490	0.276	0.379
fence	울타리	0.500	0.198	0.398
fenced	울타리를 달린	0.323	0.430	0.429
fencing	펜싱	0.542	0.654	0.539
fend	밀어 내다	0.646	0.731	0.537
fender	펜더	0.369	0.459	0.476
fennel	회향	0.573	0.277	0.389
ferment	효소	0.375	0.531	0.418
fermentation	발효	0.420	0.567	0.473
fern	양치류	0.602	0.240	0.290
ferocious	사나운	0.167	0.915	0.776
ferocity	사나움	0.235	0.906	0.746
ferret	가는 리본	0.385	0.391	0.398
ferry	나룻배	0.604	0.509	0.389
ferryboat	NO TRANSLATION	0.594	0.452	0.553
fertile	비옥 한	0.888	0.408	0.704
fertility	비옥	0.885	0.529	0.726
fertilize	비옥하게하다	0.708	0.443	0.542
fertilizer	비료	0.438	0.463	0.565
fervent	열렬한	0.646	0.632	0.773
fervor	열렬	0.573	0.769	0.651
fess	울다	0.395	0.420	0.370
fest	페스트	0.704	0.574	0.402
festival	제전	0.870	0.706	0.714
festive	축제의	0.854	0.740	0.764
fetal	유쾌한	0.388	0.308	0.364
fetch	술책	0.479	0.363	0.491
fete	NO TRANSLATION	0.580	0.551	0.465
fetish	주물	0.307	0.706	0.500
fetus	태아	0.479	0.519	0.395
feud	불화	0.146	0.796	0.312
feudal	봉건적 인	0.367	0.370	0.610
feudalism	봉건 제도	0.229	0.465	0.607
fever	열	0.194	0.674	0.364
feverish	열이있는	0.385	0.696	0.436
fiancee	NO TRANSLATION	0.959	0.626	0.556
fiasco	큰 실수	0.167	0.600	0.200
fiat	명령	0.520	0.418	0.446
fib	악의 없는 거짓말	0.438	0.510	0.361
fiber	섬유	0.719	0.284	0.390
fiberglass	유리 섬유	0.451	0.451	0.443
fibrosis	섬유증	0.160	0.469	0.546
fibrous	섬유질의	0.480	0.441	0.464
fickle	변하기 쉬운	0.406	0.481	0.346
fiction	소설	0.438	0.657	0.441
fictional	꾸며낸	0.430	0.490	0.340
fictitious	허구의	0.224	0.444	0.293
fiddle	깡깡이	0.571	0.449	0.391
fiddler	바이올리니스트	0.615	0.580	0.500
fidelity	충실도	0.765	0.580	0.709
fidgety	안절부절 못하는	0.229	0.786	0.351
fiduciary	수탁자	0.375	0.400	0.509
field	들	0.640	0.380	0.336
field hockey	필드 하키	0.602	0.786	0.518
fielder	야수	0.583	0.378	0.415
fiend	악마	0.146	0.903	0.608
fiendish	악마 같은	0.167	0.846	0.591
fierce	맹렬한	0.281	0.877	0.759
fiery	불 같은	0.418	0.850	0.721
fiesta	축제	0.927	0.779	0.655
fiesty	NO TRANSLATION	0.571	0.663	0.472
fifteen	열 다섯	0.490	0.290	0.443
fifty	오십	0.571	0.368	0.439
fig	무화과	0.573	0.390	0.339
fight	싸움	0.531	0.868	0.809
fighter	전투기	0.637	0.760	0.898
fighting	싸움	0.292	0.885	0.783
fights	싸움	0.070	0.920	0.712
figment	꾸며낸 것	0.552	0.316	0.533
