Word	Esperanto-eo	Valence	Arousal	Dominance
eliminate	forigi	0.265	0.670	0.324
elimination	elimino	0.052	0.667	0.431
elite	elito	0.688	0.704	0.737
elitist	elitisma	0.500	0.606	0.656
elixir	eliksiro	0.708	0.587	0.604
elk	elk	0.439	0.337	0.340
ell	ell	0.469	0.418	0.373
ellipse	elipso	0.531	0.410	0.479
ellipsis	elipso	0.653	0.358	0.314
ellipsoid	elipsoide	0.500	0.440	0.419
elliptic	elipsa	0.500	0.431	0.528
elliptical	elipsa	0.338	0.385	0.490
elm	Elm	0.510	0.345	0.321
elongate	plilongigi	0.583	0.385	0.540
elongation	plilongigo	0.561	0.500	0.500
elope	elope	0.396	0.694	0.528
eloquence	elokventeco	0.729	0.490	0.804
eloquent	elokventa	0.870	0.680	0.741
elucidate	elklaku	0.583	0.509	0.518
elucidation	klakigo	0.650	0.574	0.586
elude	eluzi	0.438	0.521	0.464
elusive	Elusive	0.229	0.615	0.466
emaciated	maltrankviligita	0.103	0.541	0.151
email	retpoŝto	0.698	0.230	0.456
emanate	Emanu	0.653	0.464	0.554
emancipation	emancipado	0.704	0.684	0.763
embankment	terraplén	0.677	0.438	0.436
embargo	NO TRANSLATION	0.229	0.564	0.443
embark	enŝipiĝi	0.541	0.550	0.619
embarrass	embaraso	0.082	0.667	0.364
embarrassed	embarasita	0.184	0.560	0.246
embarrassing	embarasaj	0.226	0.809	0.225
embarrassment	embaraso	0.143	0.685	0.226
embassy	ambasado	0.622	0.333	0.758
embattled	embattled	0.235	0.724	0.421
embed	enkorpigi	0.417	0.554	0.670
embellish	embellecer	0.842	0.500	0.769
embellishment	embellecimiento	0.673	0.449	0.405
embers	embers	0.490	0.481	0.508
embezzlement	malversacio	0.143	0.827	0.435
embezzler	embezzler	0.146	0.823	0.491
emblem	emblemo	0.640	0.330	0.754
emblematic	emblemática	0.771	0.459	0.798
embodiment	enkorpigo	0.562	0.690	0.663
embolism	embolismo	0.104	0.660	0.302
embossed	reposita	0.531	0.481	0.500
embrace	brakumi	0.949	0.490	0.452
embroidered	brodita	0.677	0.279	0.407
embroidery	brodita	0.781	0.358	0.280
embroiled	kroĉita	0.337	0.721	0.420
embryo	embrio	0.673	0.469	0.453
embryonic	embriaj	0.573	0.453	0.598
emcee	emcee	0.694	0.577	0.691
emerald	esmeralda	0.740	0.363	0.726
emerge	emerĝu	0.602	0.594	0.731
emergence	apero	0.276	0.857	0.676
emergency	krizon	0.200	0.900	0.571
emeritus	emerito	0.633	0.402	0.735
emery	emery	0.469	0.583	0.472
emetophobia	emetofobio	0.243	0.620	0.403
emigrate	elmigri	0.356	0.812	0.508
emigration	migrado	0.564	0.664	0.432
eminence	eminentulo	0.816	0.644	0.837
eminent	eminenta	0.740	0.620	0.830
eminently	eminente	0.694	0.607	0.773
emir	NO TRANSLATION	0.510	0.396	0.621
emissary	ekspreso	0.562	0.462	0.636
emission	emisión	0.510	0.453	0.591
emit	elsendu	0.638	0.445	0.510
emo	emo	0.354	0.314	0.226
emotion	emocio	0.693	0.873	0.696
emotional	emocia	0.779	0.714	0.526
emotive	emociaj	0.917	0.741	0.525
empathic	empata	0.760	0.570	0.558
empathize	empatike	0.802	0.591	0.660
empathy	empatio	0.729	0.349	0.545
emperor	imperiestro	0.651	0.704	0.962
emphasis	emfazo	0.653	0.745	0.816
emphasize	substreki	0.510	0.605	0.769
emphatic	enfático	0.615	0.707	0.732
emphysema	enfisema	0.156	0.556	0.336
empire	imperio	0.688	0.730	0.944
empirical	empírico	0.500	0.510	0.574
empiricism	empirismo	0.583	0.460	0.547
employ	utili	0.729	0.481	0.702
employee	oficisto	0.582	0.361	0.481
employer	mastrino	0.663	0.518	0.767
employment	dungado	0.750	0.594	0.611
emporium	emporio	0.622	0.556	0.724
empower	potenci	0.694	0.779	0.891
empress	imperiestrino	0.716	0.669	0.855
emptiness	malplena	0.177	0.173	0.184
emption	emption	0.570	0.406	0.458
empty	malplena	0.188	0.183	0.081
emu	emu	0.420	0.358	0.330
emulate	emuzi	0.438	0.340	0.549
emulsion	emulsio	0.562	0.431	0.453
enable	ebligi	0.760	0.491	0.782
enablement	kapablo	0.600	0.451	0.750
enact	proklami	0.680	0.564	0.598
enactment	promeso	0.667	0.612	0.769
enamel	emajlo	0.594	0.280	0.306
encampment	kampadejo	0.677	0.573	0.605
enchant	ravu	0.873	0.650	0.643
enchanted	ravita	0.917	0.633	0.687
enchanting	ĉarma	0.917	0.681	0.708
enchantment	ĉarmo	0.816	0.775	0.647
enchantress	ĉarĉisto	0.398	0.663	0.479
enchilada	enĉilada	0.542	0.553	0.371
encircle	ĉirkaŭi	0.460	0.500	0.519
encircling	ĉirkaŭi	0.510	0.368	0.557
enclave	enklavo	0.531	0.333	0.580
enclose	fermu	0.531	0.477	0.473
enclosure	areo	0.417	0.375	0.490
encode	kodi	0.490	0.500	0.734
encomiastic	NO TRANSLATION	0.541	0.500	0.670
encomium	komisiono	0.541	0.451	0.519
encompass	ampleksas	0.520	0.298	0.661
encore	NO TRANSLATION	0.510	0.423	0.500
encounter	renkonti	0.865	0.702	0.689
encourage	kuraĝigi	0.896	0.580	0.704
encouraged	kuraĝigita	0.953	0.702	0.657
encouragement	kuraĝigo	0.865	0.700	0.759
encouraging	kuraĝigante	0.823	0.583	0.755
encroach	enprofundigi	0.302	0.742	0.702
encroachment	ĉesigo	0.255	0.736	0.620
encrypt	ĉifri	0.500	0.387	0.500
encryption	ĉifrado	0.547	0.415	0.474
encumbrance	kapablo	0.300	0.521	0.480
encyclopedia	Enciklopedio	0.679	0.320	0.645
end	fino	0.198	0.349	0.298
end table	fina tablo	0.541	0.480	0.482
endanger	endanĝerigi	0.115	0.885	0.404
endangered	endanĝerigita	0.083	0.885	0.430
endangerment	danĝero	0.167	0.873	0.519
endearing	afabla	0.663	0.434	0.604
endeavor	penado	0.677	0.755	0.765
ended	finis	0.302	0.500	0.500
endemic	endemia	0.406	0.480	0.483
endgame	endgame	0.449	0.538	0.526
ending	finante	0.344	0.365	0.492
endless	senfinaj	0.347	0.462	0.472
endocarditis	endocarditis	0.235	0.587	0.412
endorse	apogu	0.592	0.392	0.472
endorsement	apogilo	0.834	0.360	0.611
endow	donaco	0.684	0.398	0.609
endowed	dotita	0.755	0.510	0.769
endowment	donaco	0.685	0.578	0.647
endpapers	paŝoj	0.542	0.400	0.339
endpoint	fina punkto	0.311	0.410	0.448
endurance	pacienco	0.592	0.745	0.760
endure	eltenu	0.320	0.610	0.574
enduring	daŭranta	0.633	0.459	0.768
enema	malamiko	0.281	0.673	0.268
enemy	malamiko	0.135	0.794	0.591
energetic	vigla	0.847	0.868	0.902
energize	energiigi	0.792	0.810	0.875
energy	energio	0.944	0.725	0.868
enforce	devigi	0.583	0.644	0.836
enforcement	devigo	0.594	0.571	0.736
enforcer	enforcer	0.398	0.612	0.639
engage	kontrakti	0.771	0.796	0.713
engaged	kontraktita	0.837	0.596	0.849
engagement	engaĝiĝo	0.906	0.587	0.807
engaging	okupante	0.948	0.612	0.862
engender	generi	0.561	0.741	0.688
engine	motoro	0.615	0.644	0.676
engineer	inĝeniero	0.719	0.500	0.875
engineering	Inĝenieristiko	0.735	0.471	0.836
engrave	gravuri	0.486	0.442	0.517
engraved	gravurita	0.542	0.375	0.473
engraver	gravuristo	0.552	0.417	0.500
engraving	gravurita	0.604	0.430	0.442
engrossed	engrossed	0.541	0.471	0.304
engrossing	engrossing	0.698	0.702	0.750
engulf	engulf	0.398	0.573	0.500
enhance	plibonigi	0.802	0.578	0.814
enhancement	plibonigo	0.877	0.490	0.741
enigma	enigmo	0.513	0.700	0.500
enigmatic	enigma	0.469	0.589	0.679
enjoin	ĝuu	0.594	0.454	0.732
enjoy	ĝui	0.959	0.725	0.750
enjoyable	plaĉa	1.000	0.481	0.605
enjoying	ĝuante	0.908	0.759	0.759
enjoyment	ĝuado	0.930	0.612	0.716
enlarge	pligrandigi	0.735	0.606	0.688
enlarged	pligrandigita	0.673	0.490	0.518
enlargement	pligrandigo	0.677	0.577	0.616
enlighten	lumigu	0.729	0.549	0.667
enlightened	lumigita	0.956	0.566	0.700
enlightening	lumiganta	0.825	0.729	0.727
enlightenment	lumigado	0.837	0.549	0.619
enlist	enlisti	0.510	0.370	0.483
enliven	vivu	0.833	0.683	0.702
enmity	malamikeco	0.094	0.706	0.382
ennui	ennui	0.406	0.461	0.316
enormity	grandeco	0.594	0.648	0.848
enormous	enorma	0.677	0.665	0.886
enormously	ege	0.760	0.694	0.872
enraged	kolera	0.083	0.962	0.636
enrich	riĉigi	0.896	0.731	0.705
enroll	enskribi	0.696	0.530	0.611
enrollment	enskribo	0.667	0.391	0.698
ensemble	ensemblo	0.697	0.418	0.586
ensign	ensigno	0.663	0.270	0.545
enslave	esclavizar	0.073	0.800	0.481
enslaved	sklavoj	0.104	0.720	0.321
enslavement	esclavitud	0.086	0.635	0.302
ensue	daŭrigi	0.698	0.363	0.332
ensure	certigi	0.737	0.406	0.759
entail	kunportu	0.484	0.630	0.645
entangled	implikita	0.319	0.578	0.357
entanglement	implikiĝo	0.302	0.765	0.248
enter	eniri	0.708	0.470	0.500
enterprise	entrepreno	0.760	0.392	0.754
enterprising	emprendedor	0.865	0.784	0.875
entertain	amuzi	0.918	0.684	0.598
entertained	amuzita	0.902	0.644	0.712
entertainer	entretanto	0.888	0.709	0.759
entertaining	amuzita	0.833	0.658	0.660
entertainment	entretenimiento	0.847	0.750	0.569
enthralled	konfuzita	0.745	0.602	0.615
enthusiasm	entuziasmo	0.938	0.816	0.798
enthusiast	entuziasmulo	0.867	0.810	0.875
enthusiastic	entuziasmulo	0.885	0.868	0.848
entice	atentu	0.521	0.887	0.518
entire	tuta	0.689	0.462	0.698
entirety	tuteco	0.854	0.460	0.804
entitle	entitle	0.729	0.333	0.827
entity	ento	0.542	0.402	0.670
entomology	entomologio	0.438	0.396	0.545
entourage	entute	0.491	0.567	0.467
entrails	internaĵoj	0.365	0.538	0.387
entrance	enirejo	0.698	0.393	0.526
entrapment	entrapado	0.177	0.604	0.441
entreat	petu	0.304	0.560	0.462
entree	entro	0.615	0.477	0.624
entrepreneur	entreprenisto	0.885	0.704	0.920
entrust	konfidi	0.693	0.310	0.630
entry	eniro	0.552	0.353	0.602
enumerate	numeri	0.521	0.390	0.491
enumeration	numerado	0.548	0.327	0.534
envelope	koverto	0.604	0.275	0.377
envious	envia	0.110	0.754	0.341
environ	NO TRANSLATION	0.724	0.221	0.433
environment	medio	0.646	0.194	0.528
environmental	media	0.633	0.313	0.664
environs	ĉirkaŭaĵoj	0.561	0.288	0.345
envision	antaŭrigardo	0.625	0.449	0.483
envoy	sendita	0.531	0.375	0.586
envy	envio	0.240	0.704	0.427
enzyme	enzimo	0.562	0.277	0.481
ephemeral	efemera	0.500	0.312	0.377
ephemeris	ephemeris	0.640	0.380	0.528
epic	epopea	0.857	0.713	0.830
epidemic	epidemio	0.092	0.830	0.611
epidermis	epidermo	0.418	0.490	0.426
epidural	epidura	0.347	0.452	0.525
epilepsy	epilepsio	0.061	0.854	0.250
epileptic	epileptika	0.146	0.794	0.340
epilogue	epilogo	0.582	0.353	0.466
epiphany	epifanio	0.625	0.596	0.526
episcopal	episcopal	0.542	0.314	0.750
episode	epizodo	0.719	0.367	0.509
episodic	epizika	0.531	0.542	0.462
epistle	epistolo	0.604	0.417	0.535
epitaph	epitafo	0.276	0.323	0.442
epithet	epiteto	0.530	0.394	0.524
epitome	epitome	0.510	0.500	0.667
epoch	epoko	0.553	0.343	0.797
equal	egala	0.781	0.178	0.407
equality	egaleco	0.898	0.305	0.716
equalization	egaleco	0.625	0.422	0.423
equalize	egalas	0.738	0.281	0.574
equalizer	egalecilo	0.604	0.451	0.586
equally	same	0.625	0.264	0.436
equate	egale	0.724	0.382	0.624
equation	ekvacio	0.479	0.384	0.608
equator	ekvatoro	0.550	0.302	0.462
equatorial	ekvatora	0.550	0.271	0.593
equestrian	rajda	0.633	0.519	0.417
equidistant	equidistanta	0.375	0.406	0.509
equilibration	ekvilibro	0.724	0.317	0.593
equilibrium	ekvilibro	0.676	0.235	0.620
equip	ekipi	0.650	0.519	0.713
equipment	teamo	0.745	0.495	0.700
equitable	justa	0.714	0.286	0.750
equity	egaleco	0.792	0.304	0.614
equivalence	ekvivalento	0.663	0.250	0.582
equivalent	ekvivalenta	0.646	0.347	0.500
equivocal	ekvokva	0.327	0.482	0.257
era	erao	0.615	0.407	0.449
eradicate	elradikigi	0.260	0.690	0.686
eradication	erradiko	0.208	0.788	0.685
erase	viŝi	0.240	0.260	0.321
eraser	eraser	0.458	0.209	0.311
erasure	forviŝi	0.281	0.360	0.265
ere	NO TRANSLATION	0.479	0.312	0.377
erect	starigi	0.643	0.885	0.627
erectile	eréctila	0.542	0.796	0.625
erection	erekto	0.640	0.856	0.695
ergo	NO TRANSLATION	0.385	0.400	0.385
erode	erode	0.208	0.643	0.580
erosion	erozio	0.312	0.770	0.465
erotic	erotika	0.625	0.946	0.683
erotica	erotica	0.781	0.870	0.579
err	err	0.146	0.660	0.236
errand	ordono	0.385	0.519	0.482
errant	errantaj	0.205	0.602	0.375
erratic	erara	0.271	0.503	0.217
erratum	eraro	0.327	0.528	0.436
erroneous	erara	0.057	0.561	0.245
error	eraro	0.094	0.559	0.198
erst	NO TRANSLATION	0.277	0.422	0.357
erudite	erudiciulo	0.719	0.434	0.774
erupt	erupcion	0.188	0.820	0.818
eruption	erupcio	0.156	0.913	0.733
escalade	skalo	0.480	0.724	0.442
escalate	grimpi	0.653	0.714	0.728
escalating	progresante	0.646	0.724	0.518
escalation	eskalado	0.571	0.807	0.582
escalator	escalator	0.500	0.530	0.518
escape	eskapi	0.367	0.765	0.448
escaped	eskapis	0.365	0.755	0.518
escarpment	escarpment	0.406	0.553	0.470
eschew	eskapi	0.184	0.438	0.370
escort	eskorto	0.729	0.480	0.608
escrow	kavo	0.449	0.520	0.613
esophagus	ezofago	0.429	0.454	0.464
esoteric	esoteric	0.500	0.676	0.545
especial	NO TRANSLATION	0.827	0.419	0.794
espionage	spionado	0.312	0.750	0.620
espouse	espouse	0.802	0.529	0.598
espresso	espresso	0.677	0.620	0.508
esprit	esprito	0.552	0.431	0.407
esquire	esquire	0.604	0.542	0.518
essay	ensayo	0.559	0.411	0.530
essayist	ensayista	0.656	0.460	0.462
essence	esenco	0.663	0.369	0.575
essential	esenca	0.812	0.405	0.759
essentially	esence	0.750	0.373	0.802
establish	establi	0.708	0.500	0.688
established	establita	0.796	0.394	0.694
establishment	starigo	0.690	0.398	0.631
estate	nemoveblaĵo	0.653	0.385	0.647
esteem	Estimu	0.745	0.380	0.679
esteemed	estimata	0.694	0.418	0.531
esthetic	estetiko	0.635	0.360	0.558
estimable	korinklino	0.796	0.408	0.630
estimate	takso	0.719	0.469	0.517
estimation	korinklino	0.740	0.480	0.589
estoppel	estopelo	0.354	0.459	0.482
estranged	eksterordinara	0.156	0.382	0.377
estrogen	estrogeno	0.580	0.500	0.425
estuary	estuaro	0.469	0.278	0.482
etch	etch	0.510	0.367	0.598
etching	akvaforto	0.567	0.491	0.575
eternal	eterna	0.854	0.409	0.843
eternity	eterneco	0.765	0.520	0.911
ethanol	etanol	0.333	0.410	0.534
ether	ether	0.490	0.306	0.412
ethereal	etérea	0.520	0.419	0.518
ethic	etiko	0.786	0.260	0.791
ethical	etika	0.854	0.324	0.634
ethics	etiko	0.658	0.296	0.731
ethnic	etna	0.583	0.373	0.555
ethnography	etnografio	0.571	0.373	0.549
etiology	etologio	0.500	0.385	0.639
etiquette	etiketo	0.604	0.350	0.421
etymology	etimologio	0.531	0.370	0.529
eucalyptus	eŭkalipto	0.602	0.308	0.418
euchre	Eĉe	0.470	0.459	0.442
eugenics	eŭgeno	0.448	0.530	0.518
eulogistic	eulogista	0.740	0.623	0.694
eulogium	eulogio	0.542	0.482	0.655
eulogize	eulogize	0.850	0.518	0.679
eulogy	ekkono	0.625	0.443	0.667
euphemism	eŭfemismo	0.418	0.453	0.491
euphoria	eŭforio	0.769	0.955	0.648
euphoric	eŭfora	0.745	0.904	0.588
euro	eŭro	0.680	0.441	0.521
euthanasia	eŭtanazio	0.229	0.716	0.325
evacuate	evakui	0.354	0.792	0.314
evacuation	evakuado	0.160	0.755	0.582
evade	eskapi	0.304	0.490	0.342
evaluate	taksi	0.663	0.640	0.649
evaluation	taksado	0.542	0.667	0.764
evanescence	evanescencia	0.527	0.519	0.458
evangelical	evangelia	0.602	0.389	0.602
evangelist	evangeliisto	0.582	0.464	0.702
evangelistic	evangelista	0.660	0.375	0.612
evaporate	evaporar	0.357	0.469	0.402
evaporation	evaporación	0.556	0.346	0.388
evasion	evasio	0.229	0.510	0.418
evasive	evasiva	0.117	0.596	0.425
eve	antaŭa tago	0.612	0.378	0.440
evening	vespero	0.458	0.185	0.318
evens	NO TRANSLATION	0.592	0.430	0.457
event	okazaĵo	0.745	0.673	0.664
eventful	eventuala	0.543	0.837	0.510
eventual	eventuale	0.633	0.459	0.413
eventuality	eventualeco	0.469	0.627	0.527
evergreen	ĉiamverda	0.729	0.471	0.546
everlasting	eterne	0.740	0.413	0.809
evermore	iam ajn	0.677	0.450	0.403
everyday	ĉiutage	0.740	0.392	0.472
everyman	iam ajn	0.522	0.333	0.535
evict	elpelo	0.042	0.632	0.377
eviction	evokado	0.185	0.731	0.455
evidence	evidenteco	0.500	0.500	0.778
evident	evidenta	0.633	0.444	0.664
evidentiary	evidenteco	0.448	0.541	0.717
evil	malbone	0.040	0.827	0.545
evoke	elvokas	0.438	0.341	0.500
evolution	evoluado	0.781	0.657	0.854
evolutionary	evolua	0.796	0.673	0.825
evolve	evolui	0.655	0.692	0.896
ewe	ŝafino	0.429	0.216	0.277
ex	eks	0.250	0.520	0.306
exacerbate	exacerbate	0.323	0.776	0.580
exacerbation	exacerbación	0.344	0.810	0.480
exact	ĝusta	0.719	0.354	0.685
exacting	ekzakte	0.448	0.673	0.767
exaggerate	troigi	0.193	0.760	0.529
exaggerated	troigita	0.224	0.885	0.732
exaggeration	troigo	0.312	0.775	0.582
exalt	altigi	0.656	0.750	0.745
exaltation	altigo	0.594	0.892	0.673
exalted	altigita	0.676	0.845	0.696
exam	ekzameno	0.479	0.663	0.577
examination	ekzameno	0.378	0.657	0.679
examine	ekzamenu	0.615	0.623	0.786
examiner	ekzamenisto	0.406	0.575	0.812
example	ekzemplo	0.542	0.337	0.510
exasperated	exasperado	0.229	0.816	0.377
exasperation	exasperación	0.214	0.833	0.483
excavate	fosi	0.583	0.613	0.635
excavation	elfosado	0.540	0.644	0.527
excavator	fosilo	0.427	0.673	0.649
exceed	superi	0.500	0.827	0.586
exceeding	superante	0.500	0.802	0.668
excel	elstari	0.561	0.363	0.466
excellence	ekscelenco	0.958	0.620	0.907
excellent	bonega	0.970	0.587	0.870
excelsior	pli alta	0.700	0.625	0.611
excepting	esceptante	0.408	0.413	0.526
exception	escepto	0.469	0.600	0.544
exceptional	escepta	0.806	0.740	0.933
excerpt	ekstrakto	0.437	0.367	0.543
excess	troo	0.385	0.889	0.712
excessive	troa	0.417	0.731	0.601
excessively	troe	0.449	0.882	0.716
exchange	interŝanĝo	0.740	0.569	0.491
excise	eksciza	0.448	0.561	0.577
excision	ekscizo	0.260	0.480	0.519
excitability	ekscito	0.906	0.910	0.724
excitable	ekscita	0.803	0.939	0.629
excitation	ekscito	0.792	0.958	0.750
excite	eksciti	0.823	0.950	0.668
excited	ekscitita	0.908	0.931	0.709
excitement	ekscito	0.896	0.684	0.731
exciting	ekscita	0.950	0.792	0.789
exclaim	krias	0.635	0.711	0.639
exclamation	ekkrio	0.612	0.745	0.598
exclude	ekskludi	0.292	0.500	0.530
excluded	ekskludita	0.061	0.540	0.134
excluding	ekskludante	0.271	0.550	0.324
exclusion	ekskludo	0.240	0.530	0.389
exclusive	ekskluziva	0.792	0.630	0.653
excrement	ekskremento	0.041	0.558	0.221
excretion	ekskrecio	0.285	0.650	0.457
excruciating	ekscitanta	0.083	0.837	0.345
excursion	ekskurso	0.625	0.714	0.627
excuse	ekskuzo	0.240	0.696	0.318
exec	ekzek	0.640	0.352	0.769
execute	ekzekuti	0.327	0.708	0.769
execution	ekzekuto	0.160	0.811	0.713
executioner	ekzekutisto	0.235	0.816	0.676
executive	ekzekutivo	0.704	0.449	0.894
executor	ekzekutisto	0.365	0.755	0.759
exegesis	ekzezo	0.458	0.472	0.491
exemplar	ekzempla	0.844	0.537	0.625
exemplary	ekzemplaj	0.833	0.343	0.729
exemplify	ekzemplu	0.735	0.506	0.783
exempt	sendepende	0.588	0.455	0.664
exemption	sendevigo	0.531	0.578	0.627
exercise	ekzerco	0.750	0.789	0.625
exert	praktiki	0.694	0.735	0.806
exertion	praktiko	0.663	0.755	0.717
exhale	exhale	0.542	0.490	0.411
exhaust	ellasilo	0.546	0.710	0.337
exhausted	elĉerpita	0.123	0.423	0.202
exhaustion	elĉerpiĝo	0.366	0.633	0.269
exhaustive	ĝisfunda	0.388	0.635	0.604
exhibit	ekspozicio	0.688	0.633	0.708
exhibition	ekspozicio	0.698	0.590	0.531
exhilarated	exhilarado	0.890	0.963	0.759
exhilarating	exhilarating	0.917	0.823	0.810
exhilaration	intertilado	0.792	0.868	0.783
exhort	admonu	0.378	0.660	0.745
exhortation	admono	0.531	0.624	0.580
exhumation	exhumado	0.177	0.586	0.473
exhume	exhume	0.184	0.627	0.452
exigent	NO TRANSLATION	0.385	0.611	0.792
exile	ekzilo	0.184	0.630	0.483
exist	ekzistas	0.857	0.421	0.788
existence	ekzisto	0.760	0.513	0.771
existent	ekzistantaj	0.635	0.490	0.635
existential	ekzistanta	0.583	0.510	0.638
existing	ekzistanta	0.802	0.344	0.750
exit	eliro	0.370	0.353	0.399
exodus	amas-elmigrado	0.286	0.663	0.567
exonerate	eksterordinara	0.592	0.500	0.538
exorbitant	exorbitante	0.398	0.865	0.825
exorcism	ekzorcismo	0.163	0.980	0.557
exorcist	ekzorcisto	0.219	0.906	0.716
exotic	ekzota	0.840	0.711	0.727
expand	ekspansiiĝi	0.792	0.559	0.686
expanded	ekspansiiĝita	0.760	0.406	0.689
expanse	vastiĝo	0.594	0.529	0.689
expansion	ekspansio	0.776	0.618	0.787
expansive	expansiva	0.708	0.650	0.778
expatriate	ekskluziveco	0.265	0.764	0.391
expect	atendu	0.469	0.327	0.377
expectance	atendo	0.552	0.724	0.660
expectancy	espero	0.581	0.622	0.558
expectant	atendema	0.708	0.650	0.474
expectation	atendo	0.771	0.690	0.707
expected	atendita	0.729	0.412	0.545
expecting	atendante	0.561	0.450	0.302
expediency	facileco	0.604	0.443	0.703
expedient	konvena	0.885	0.461	0.454
expedite	ekscitite	0.571	0.858	0.798
expedition	ekspedicio	0.735	0.802	0.620
expeditious	rapida	0.602	0.645	0.773
expel	forpeli	0.281	0.725	0.452
expendable	Elspezebla	0.479	0.490	0.423
expenditure	elspezoj	0.250	0.608	0.603
expense	kosto	0.317	0.451	0.377
expenses	elspezoj	0.240	0.633	0.396
expensive	multekosta	0.323	0.540	0.530
experience	sperto	0.827	0.618	0.905
experienced	spertis	0.771	0.613	0.914
experiences	spertoj	0.793	0.647	0.795
experiment	eksperimento	0.479	0.720	0.675
experimental	eksperimenta	0.417	0.764	0.396
experimentation	eksperimentado	0.637	0.769	0.767
experimenter	eksperimentanto	0.708	0.710	0.700
expert	sperta	0.776	0.646	0.911
expertise	kompetenteco	0.792	0.589	0.925
expiration	finiĝo	0.265	0.539	0.463
expire	eksvalidi	0.573	0.745	0.702
expired	eksvalidiĝis	0.198	0.394	0.200
expiry	ekspero	0.194	0.434	0.382
explain	klarigu	0.719	0.517	0.736
explanation	ekspliko	0.615	0.610	0.825
explanatory	eksplika	0.573	0.433	0.688
expletive	plenplena	0.357	0.567	0.536
explication	ekspliko	0.510	0.445	0.602
explicit	eksplicita	0.562	0.694	0.734
explode	eksplodi	0.277	0.885	0.773
exploit	eksplodi	0.312	0.878	0.660
exploitation	ekspluatado	0.156	0.920	0.718
exploration	esplorado	0.594	0.650	0.773
exploratory	esploristo	0.653	0.690	0.698
explore	esplori	0.776	0.660	0.727
explorer	esploristo	0.729	0.663	0.714
explosion	eksplodo	0.167	0.960	0.767
explosions	eksplodoj	0.123	0.860	0.594
explosive	eksploda	0.156	0.943	0.663
expo	ekspo	0.610	0.562	0.500
exponent	eksponento	0.529	0.510	0.845
exponential	eksponenta funkcio	0.704	0.588	0.763
export	eksportado	0.567	0.661	0.755
exportation	eksportado	0.760	0.633	0.673
expose	elmontru	0.344	0.643	0.537
exposed	elmontrita	0.471	0.661	0.509
exposition	ekspozicio	0.521	0.627	0.655
expository	ekspozicio	0.706	0.653	0.636
exposure	ekspozicio	0.570	0.830	0.630
expound	expono	0.438	0.575	0.740
express	esprimu	0.760	0.623	0.691
expression	esprimo	0.790	0.650	0.721
expressive	esprimaj	0.755	0.724	0.685
expressway	aŭtovojo	0.633	0.635	0.587
expropriation	expropiación	0.188	0.735	0.788
expulsion	elpelo	0.190	0.790	0.529
exquisite	delikata	0.892	0.644	0.604
exquisitely	eksterordinare	0.849	0.728	0.723
extant	malproksima	0.646	0.390	0.523
extend	etendi	0.646	0.570	0.689
extendable	etendebla	0.660	0.592	0.722
extended	etendita	0.570	0.304	0.649
extension	etendo	0.490	0.510	0.529
extensive	vasta	0.635	0.520	0.760
extent	punkto	0.646	0.451	0.602
exterior	ekstera	0.542	0.400	0.627
