Word	Chinese (Simplified)-zh-CN	Valence	Arousal	Dominance
comma	逗号	0.344	0.269	0.242
command	命令	0.427	0.790	0.849
commandant	司令官	0.622	0.700	0.943
commandeer	征用	0.552	0.639	0.931
commander	指挥官	0.531	0.615	0.906
commanding	司令	0.562	0.664	0.925
commandment	诫命	0.656	0.490	0.876
commando	别动队	0.323	0.710	0.817
commemorate	纪念	0.812	0.602	0.636
commemoration	纪念活动	0.719	0.615	0.754
commemorative	纪念	0.750	0.438	0.754
commence	开始	0.760	0.585	0.741
commend	表彰	0.906	0.694	0.711
commendable	值得称道	0.786	0.570	0.555
commendation	赞许	0.911	0.500	0.639
commensurate	相称	0.610	0.304	0.550
comment	评论	0.667	0.417	0.379
commentary	评论	0.602	0.402	0.446
commentator	评论员	0.492	0.510	0.607
commerce	商业	0.646	0.500	0.788
commercial	广告	0.806	0.490	0.528
commie	共匪	0.385	0.519	0.454
commissary	小卖部	0.385	0.500	0.788
commission	佣金	0.677	0.480	0.571
commissioner	专员	0.602	0.449	0.949
commit	承诺	0.365	0.529	0.491
commitment	承诺	0.714	0.710	0.843
committal	拘押	0.472	0.519	0.582
committed	提交	0.710	0.542	0.712
committee	委员会	0.592	0.392	0.721
commodity	商品	0.615	0.394	0.537
commodore	准将	0.427	0.530	0.636
common	共同	0.600	0.127	0.318
commoner	布衣	0.448	0.365	0.327
commonly	常用	0.604	0.170	0.574
commonplace	平凡	0.520	0.337	0.442
commons	公地	0.633	0.396	0.623
commonwealth	联邦	0.630	0.406	0.702
commotion	骚动	0.490	0.700	0.646
communal	公社	0.592	0.321	0.556
commune	公社	0.500	0.488	0.655
communicable	传染性	0.796	0.491	0.623
communicate	通信	0.823	0.410	0.696
communication	通讯	0.837	0.400	0.649
communicative	交际	0.847	0.560	0.637
communicator	传播者	0.573	0.509	0.796
communion	交往	0.765	0.357	0.607
communism	共产主义	0.264	0.570	0.623
communist	共产	0.265	0.702	0.632
community	社区	0.750	0.350	0.659
commutation	换	0.469	0.431	0.652
commutative	可交换	0.667	0.442	0.569
commute	改判	0.622	0.582	0.565
commuter	通勤	0.646	0.520	0.512
comp	补偿	0.573	0.450	0.371
compact	紧凑	0.458	0.417	0.673
compaction	压实	0.531	0.471	0.582
compactness	紧凑	0.582	0.352	0.454
companion	伴侣	0.770	0.377	0.618
companionless	companionless	0.271	0.259	0.200
companionship	友谊	0.833	0.438	0.792
company	公司	0.906	0.425	0.798
comparable	可比	0.562	0.443	0.458
comparative	比较	0.470	0.273	0.562
comparatively	比较	0.604	0.391	0.538
compare	比较	0.552	0.408	0.524
comparison	对照	0.583	0.456	0.492
compartment	隔室	0.500	0.389	0.607
compass	罗盘	0.541	0.307	0.529
compassion	同情	0.735	0.258	0.509
compassionate	富于同情心的	0.857	0.404	0.411
compatibility	兼容性	0.816	0.450	0.673
compatible	兼容	0.892	0.387	0.638
compel	迫使	0.200	0.847	0.625
compelled	被迫	0.333	0.654	0.347
compelling	引人注目	0.698	0.570	0.870
compendium	概要	0.610	0.461	0.537
compensate	补偿	0.612	0.429	0.762
compensation	赔偿金	0.775	0.469	0.598
compensatory	补偿	0.589	0.490	0.700
compete	竞争	0.573	0.745	0.786
competence	权限	0.615	0.802	0.823
competency	能力	0.768	0.775	0.764
competent	胜任	0.865	0.560	0.904
competition	竞争	0.580	0.790	0.798
competitive	竞争的	0.447	0.718	0.908
competitor	竞争者	0.612	0.959	0.861
compilation	汇编	0.530	0.512	0.606
compile	编	0.600	0.413	0.519
complacency	自满	0.604	0.503	0.519
complacent	自满	0.625	0.452	0.518
complain	抱怨	0.143	0.682	0.360
complaint	抱怨	0.143	0.606	0.281
complement	补充	0.760	0.277	0.600
complementary	补充	0.714	0.320	0.586
complete	完成	0.750	0.414	0.809
completed	完成	0.823	0.357	0.777
completely	全然	0.730	0.370	0.690
completeness	完整性	0.823	0.433	0.769
completing	完成	0.614	0.500	0.769
completion	完成	0.656	0.470	0.525
complex	复杂	0.388	0.608	0.550
complexed	复合	0.312	0.577	0.612
complexion	肤色	0.521	0.520	0.380
complexity	复杂	0.479	0.620	0.595
compliance	合规	0.750	0.462	0.750
compliant	兼容	0.677	0.310	0.519
complicate	复杂	0.210	0.657	0.404
complicated	复杂	0.211	0.660	0.455
complication	并发症	0.365	0.726	0.330
complicity	同谋	0.323	0.684	0.670
compliment	NO TRANSLATION	0.820	0.490	0.651
complimentary	免费	0.823	0.413	0.435
comply	执行	0.806	0.370	0.638
complying	符合	0.729	0.423	0.590
compo	康波	0.500	0.346	0.390
component	零件	0.531	0.382	0.525
compose	撰写	0.639	0.432	0.694
composed	由	0.684	0.385	0.682
composer	作曲家	0.822	0.588	0.691
composite	综合	0.591	0.459	0.620
composition	组成	0.765	0.408	0.652
compost	堆肥	0.480	0.404	0.441
composure	自若	0.802	0.354	0.717
compound	复合	0.635	0.385	0.735
comprehend	理解	0.875	0.365	0.689
comprehension	理解	0.908	0.387	0.688
comprehensive	全面	0.796	0.385	0.644
compress	压缩	0.406	0.412	0.460
compressed	压缩	0.323	0.396	0.388
compressible	可压缩	0.622	0.392	0.585
compression	压缩	0.646	0.521	0.579
compressor	压缩机	0.418	0.481	0.630
comprise	包括	0.839	0.373	0.669
compromise	妥协	0.677	0.520	0.805
comptroller	审计长	0.402	0.481	0.866
compulsion	义务	0.118	0.760	0.604
compulsive	强迫	0.347	0.871	0.573
compulsory	义务	0.343	0.541	0.791
computable	可计算	0.570	0.402	0.545
computation	计算	0.583	0.429	0.697
compute	计算	0.531	0.408	0.564
computer	电脑	0.802	0.356	0.639
computerized	计算机化	0.677	0.450	0.657
computing	计算	0.745	0.398	0.695
comrade	同志	0.781	0.412	0.804
con	NO TRANSLATION	0.255	0.736	0.427
concatenation	级联	0.480	0.593	0.539
concave	凹	0.441	0.349	0.349
conceal	隐藏	0.312	0.436	0.306
concealed	暗	0.344	0.363	0.352
concealment	隐蔽	0.302	0.570	0.390
concede	承认	0.670	0.324	0.473
conceit	自负	0.354	0.625	0.309
conceited	自负	0.194	0.667	0.473
conceivable	可以想象	0.730	0.350	0.613
conceive	构想	0.708	0.538	0.700
concentrate	集中	0.750	0.439	0.743
concentration	浓度	0.735	0.500	0.722
concentric	同心	0.730	0.479	0.635
concept	概念	0.573	0.265	0.632
conception	概念	0.694	0.490	0.614
concern	关心	0.250	0.734	0.463
concerned	关心	0.292	0.698	0.350
concert	音乐会	0.938	0.867	0.718
concerto	协奏曲	0.613	0.759	0.679
concession	让步	0.588	0.423	0.615
concessional	优惠	0.770	0.493	0.657
conch	海螺	0.583	0.306	0.339
concierge	门房	0.480	0.343	0.343
conciliation	调解	0.792	0.475	0.726
concise	简洁	0.583	0.298	0.620
conclave	秘密会议	0.573	0.440	0.611
conclude	得出结论	0.530	0.267	0.679
concluding	结论	0.531	0.382	0.603
conclusion	结论	0.615	0.377	0.659
conclusive	确凿	0.500	0.427	0.745
concoction	药汁	0.448	0.459	0.417
concomitant	伴随	0.427	0.482	0.727
concord	和睦	0.677	0.320	0.586
concordance	和谐	0.625	0.358	0.608
concours	NO TRANSLATION	0.500	0.530	0.495
concourse	中央大厅	0.740	0.657	0.528
concrete	具体	0.633	0.420	0.547
concubine	妾	0.388	0.594	0.476
concur	同意	0.459	0.394	0.429
concurrence	同意	0.764	0.627	0.613
concurrent	同时	0.573	0.547	0.741
concurring	赞同	0.573	0.600	0.681
concussion	震动	0.072	0.708	0.482
condemn	谴责	0.102	0.793	0.625
condemnation	非难	0.133	0.725	0.449
condensation	缩合	0.510	0.316	0.538
condensed	冷凝	0.598	0.415	0.623
condescending	居高临下	0.583	0.363	0.593
condescension	屈尊	0.521	0.377	0.565
condiment	调味品	0.520	0.333	0.433
condition	条件	0.500	0.469	0.519
conditional	有条件的	0.521	0.343	0.556
conditionally	有条件的	0.396	0.419	0.617
conditioned	条件	0.490	0.417	0.616
conditioner	调节器	0.781	0.360	0.538
conditioning	空调	0.440	0.468	0.617
conditions	条件	0.551	0.441	0.593
condo	公寓	0.439	0.288	0.607
condolence	慰问	0.260	0.443	0.404
condolences	慰问	0.198	0.480	0.288
condom	避孕套	0.406	0.637	0.500
condone	纵容	0.571	0.441	0.619
condor	秃鹰	0.573	0.388	0.519
conducive	有利于	0.775	0.479	0.679
conduct	进行	0.453	0.510	0.750
conduction	传导	0.530	0.557	0.717
conductivity	电导率	0.583	0.575	0.642
conductor	导体	0.677	0.663	0.621
conduit	导管	0.470	0.302	0.413
cone	锥体	0.417	0.208	0.343
confederacy	邦联	0.590	0.541	0.736
confederate	帮凶	0.551	0.546	0.792
confederation	联盟	0.663	0.404	0.830
confer	授予	0.573	0.482	0.583
conference	会议	0.688	0.615	0.606
confess	承认	0.360	0.712	0.431
confession	自白书	0.469	0.642	0.460
confessional	自白	0.458	0.392	0.629
confessions	自白	0.325	0.538	0.658
confetti	五彩纸屑	0.781	0.573	0.250
confidant	知己	0.837	0.633	0.631
confide	信任	0.669	0.472	0.595
confidence	置信度	0.959	0.276	0.943
confident	信心	0.765	0.324	0.723
confidential	机密	0.643	0.471	0.761
confidentiality	保密	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	组态	0.540	0.443	0.591
confine	局限	0.327	0.551	0.538
confined	受限	0.286	0.472	0.444
confinement	坐月子	0.333	0.656	0.520
confines	界限	0.396	0.386	0.542
confirm	确认	0.802	0.439	0.806
confirmation	确认	0.812	0.480	0.692
confirmatory	验证	0.656	0.500	0.683
confirmed	确认	0.760	0.490	0.764
confiscate	没收	0.250	0.625	0.482
confiscation	征用	0.208	0.706	0.586
conflagration	燹	0.344	0.721	0.594
conflict	冲突	0.335	0.906	0.471
conflicting	冲突的	0.173	0.738	0.553
confluence	合流	0.677	0.598	0.565
conform	符合	0.479	0.380	0.375
conformance	一致性	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	一致性	0.645	0.363	0.579
confound	混淆	0.347	0.529	0.333
confounded	混淆	0.333	0.528	0.264
confront	面对	0.281	0.760	0.746
confrontation	对抗	0.177	0.870	0.658
confuse	迷惑	0.100	0.580	0.270
confused	困惑	0.220	0.650	0.179
confusing	扑朔迷离	0.229	0.690	0.222
confusion	混乱	0.255	0.667	0.277
conga	康加	0.469	0.529	0.440
congenial	相投	0.820	0.412	0.620
congenital	先天性	0.448	0.434	0.427
congestion	拥塞	0.271	0.654	0.491
conglomerate	集团	0.500	0.500	0.838
conglomeration	聚集	0.541	0.720	0.670
congrats	恭喜	0.930	0.726	0.775
congratulate	祝贺	0.927	0.724	0.784
congratulation	恭喜	0.948	0.780	0.717
congratulations	祝贺	0.960	0.755	0.719
congratulatory	祝贺	0.959	0.616	0.689
congregate	集合	0.653	0.530	0.733
congregation	集合	0.561	0.490	0.700
congress	国会	0.449	0.444	0.857
congressional	国会	0.552	0.491	0.848
congressman	众议员	0.438	0.471	0.877
congruence	一致	0.656	0.472	0.577
conic	锥	0.510	0.368	0.379
conical	锥	0.490	0.422	0.471
conjecture	推测	0.396	0.398	0.534
conjugal	夫妻	0.698	0.510	0.688
conjugate	共轭	0.583	0.420	0.467
conjugation	共轭	0.479	0.429	0.582
conjunction	连词	0.520	0.472	0.509
conjunctive	结膜	0.487	0.444	0.639
conjure	变戏法	0.385	0.679	0.645
conjuring	戏法	0.224	0.653	0.694
conk	昏迷	0.340	0.469	0.404
connect	连	0.724	0.299	0.536
connected	连接的	0.816	0.550	0.612
connection	连接	0.729	0.560	0.655
connective	结缔组织	0.719	0.491	0.764
connoisseur	行家	0.760	0.461	0.769
conquer	征服	0.694	0.873	0.971
conquering	征服	0.760	0.873	0.936
conqueror	征服者	0.604	0.809	0.930
conquest	征服	0.710	0.702	0.833
conscience	良心	0.663	0.375	0.721
conscientious	有良心	0.688	0.404	0.688
conscious	意识	0.740	0.333	0.705
consciousness	意识	0.840	0.483	0.755
conscription	征兵	0.396	0.775	0.642
consecrated	奉献	0.663	0.500	0.800
consecration	奉献	0.771	0.418	0.804
consecutive	连续	0.663	0.418	0.643
consensual	两厢情愿	0.663	0.417	0.655
consensus	共识	0.627	0.358	0.625
consent	同意	0.750	0.500	0.620
consenting	同意	0.727	0.406	0.693
consequence	后果	0.240	0.721	0.593
consequent	结果	0.663	0.471	0.625
conservation	保护	0.832	0.401	0.606
conservatism	保守主义	0.406	0.369	0.633
conservative	保守	0.615	0.316	0.788
conservatory	温室	0.635	0.240	0.729
conserve	养护	0.690	0.347	0.573
consider	考虑	0.677	0.368	0.579
considerable	大量	0.653	0.314	0.683
considerate	周到	0.781	0.380	0.633
consideration	考虑	0.589	0.380	0.687
consignee	收货人	0.635	0.385	0.602
consignment	寄售	0.490	0.440	0.500
consist	组成	0.823	0.386	0.580
consistency	一致性	0.714	0.500	0.887
consistent	一贯	0.786	0.431	0.726
consolation	安慰	0.408	0.250	0.304
console	安慰	0.625	0.398	0.415
consoled	安慰	0.700	0.343	0.452
consolidate	巩固	0.880	0.440	0.870
consolidated	综合	0.700	0.366	0.784
consolidation	合并	0.604	0.445	0.776
consonant	辅音	0.500	0.347	0.417
consort	配偶	0.632	0.509	0.630
conspicuous	显着	0.479	0.520	0.596
conspiracy	阴谋	0.125	0.787	0.652
conspirator	同谋	0.271	0.786	0.707
conspire	合谋	0.206	0.740	0.520
constable	警官	0.573	0.667	0.764
constancy	恒常	0.786	0.443	0.763
constant	不变	0.740	0.296	0.686
constantly	经常	0.663	0.561	0.700
constellation	星座	0.719	0.533	0.775
consternation	惊愕	0.167	0.680	0.469
constipation	便秘	0.079	0.612	0.231
constituency	选民	0.500	0.480	0.696
constituent	组分	0.573	0.500	0.827
constituents	成分	0.573	0.414	0.833
constitute	构成	0.812	0.349	0.906
constitution	宪法	0.590	0.380	0.889
constitutional	构成	0.633	0.418	0.827
constitutionality	法治	0.612	0.439	0.853
constrain	压抑	0.261	0.500	0.500
constrained	受限	0.135	0.537	0.357
constraint	约束	0.323	0.550	0.481
construct	构造	0.750	0.648	0.792
construction	施工	0.848	0.612	0.759
constructive	建设性	0.860	0.570	0.812
construe	诠释	0.602	0.519	0.553
consul	领事	0.573	0.354	0.688
consulate	领事馆	0.561	0.453	0.694
consult	请教	0.755	0.370	0.441
consultant	顾问	0.770	0.344	0.808
consultation	会诊	0.660	0.463	0.625
consume	消耗	0.427	0.620	0.509
consumer	消费者	0.507	0.551	0.677
consuming	消费	0.573	0.541	0.536
consummate	完善	0.551	0.540	0.558
consummation	完善	0.583	0.676	0.661
consumption	消费	0.390	0.531	0.538
contact	联系	0.719	0.424	0.526
contagion	传染性	0.208	0.630	0.535
contagious	传染性的	0.184	0.725	0.400
contain	包含	0.542	0.490	0.658
container	容器	0.551	0.396	0.561
containment	遏制	0.411	0.491	0.618
contaminate	污染	0.140	0.611	0.426
contaminated	污染	0.040	0.500	0.368
contamination	污染	0.125	0.610	0.375
contemplate	沉思	0.740	0.347	0.642
contemplation	沉思	0.552	0.324	0.627
contemplative	沉思	0.729	0.308	0.739
contemporaneous	同期	0.640	0.373	0.591
contemporary	现代的	0.720	0.365	0.569
contempt	鄙视	0.206	0.635	0.396
contemptible	可鄙	0.146	0.657	0.471
contemptuous	轻视	0.204	0.500	0.375
contend	抗衡	0.510	0.657	0.731
contender	竞争者	0.480	0.790	0.681
contending	百家争鸣	0.490	0.698	0.716
content	内容	0.764	0.296	0.559
contented	满足	0.857	0.612	0.746
contention	争夺	0.375	0.510	0.738
contentious	争议	0.422	0.573	0.637
contentment	满意	0.875	0.610	0.782
contents	内容	0.656	0.375	0.550
contest	比赛	0.667	0.698	0.717
contestant	选手	0.760	0.530	0.602
context	上下文	0.531	0.300	0.553
contiguous	邻近的	0.375	0.450	0.500
continence	节制	0.450	0.396	0.469
continent	大陆	0.551	0.373	0.833
continental	大陆	0.486	0.350	0.755
contingency	偶然性	0.396	0.500	0.670
contingent	队伍	0.470	0.531	0.659
continual	持续	0.500	0.423	0.685
continually	不断	0.646	0.438	0.698
continuance	继续	0.729	0.510	0.652
continuation	延续	0.615	0.470	0.566
continue	继续	0.630	0.427	0.612
continued	继续	0.635	0.440	0.500
continuing	继续	0.667	0.500	0.520
continuity	连续性	0.781	0.439	0.684
continuous	连续	0.625	0.509	0.580
continuously	一直	0.719	0.417	0.702
continuum	连续	0.677	0.390	0.491
contour	轮廓	0.589	0.265	0.414
contraband	禁品	0.177	0.875	0.670
contraception	避孕	0.296	0.518	0.525
contract	合同	0.594	0.412	0.636
contracted	签约	0.344	0.557	0.449
contractile	收缩	0.480	0.586	0.569
contracting	承包	0.594	0.490	0.769
contraction	收缩	0.292	0.755	0.603
contractor	承包商	0.592	0.479	0.727
contradict	顶撞	0.160	0.598	0.482
contradiction	矛盾	0.250	0.660	0.377
contradictory	矛盾	0.365	0.651	0.421
contraption	玩意儿	0.448	0.590	0.491
contrary	相反	0.327	0.449	0.338
contrast	对比	0.480	0.406	0.520
contrasted	对比	0.521	0.538	0.491
contravene	违反	0.357	0.618	0.472
contravention	违反	0.344	0.627	0.593
contribute	有助于	0.806	0.350	0.795
contribution	贡献	0.854	0.452	0.760
contributor	贡献者	0.844	0.510	0.760
contrite	痛悔	0.347	0.363	0.473
contrition	悔悟	0.347	0.583	0.463
contrived	做作	0.408	0.530	0.458
control	控制	0.729	0.352	0.808
controller	调节器	0.469	0.712	0.868
controlling	控制	0.490	0.441	0.885
controversial	争论的	0.271	0.858	0.538
controversy	争议	0.250	0.819	0.600
contusion	挫伤	0.167	0.565	0.509
conundrum	难题	0.354	0.524	0.408
convalescent	恢复期	0.458	0.480	0.269
convection	对流	0.521	0.494	0.526
convene	召开	0.583	0.676	0.636
convenience	方便	0.781	0.448	0.613
conveniences	便利设备	0.802	0.412	0.693
convenient	方便	0.846	0.491	0.574
convent	修道院	0.480	0.217	0.594
convention	惯例	0.622	0.622	0.704
conventional	常规	0.594	0.292	0.634
converge	汇集	0.635	0.471	0.539
convergence	收敛	0.551	0.491	0.625
convergent	会聚的	0.781	0.490	0.696
conversant	谙练	0.724	0.360	0.542
conversation	会话	0.750	0.510	0.609
conversational	对话的	0.719	0.431	0.596
conversationalist	健谈者	0.719	0.467	0.667
converse	交谈	0.594	0.406	0.598
conversing	交谈	0.755	0.409	0.442
conversion	转变	0.480	0.605	0.736
convert	兑换	0.551	0.538	0.704
converted	转换	0.663	0.418	0.686
convertible	可兑换	0.542	0.529	0.717
convex	凸	0.438	0.427	0.445
convexity	凸	0.449	0.354	0.484
convey	传达	0.719	0.633	0.708
conveyance	输送	0.615	0.520	0.455
conveyancing	楼宇买卖	0.375	0.479	0.663
convict	定罪	0.177	0.840	0.477
conviction	定罪	0.615	0.704	0.826
convince	说服	0.708	0.539	0.763
convinced	相信	0.750	0.500	0.630
convincing	使人信服	0.760	0.527	0.900
convocation	召集	0.538	0.611	0.663
convoluted	令人费解	0.323	0.614	0.433
convolution	卷积	0.417	0.559	0.527
convoy	护航	0.500	0.671	0.639
coo	鸪鸪声	0.490	0.439	0.500
cook	厨师	0.847	0.500	0.412
cookbook	食谱	0.602	0.346	0.398
cooker	灶	0.592	0.373	0.407
cookery	烹调术	0.633	0.368	0.345
cookie	曲奇饼	0.792	0.306	0.250
cookies	饼干	0.823	0.451	0.316
cooking	烹饪	0.694	0.510	0.434
cookout	野炊	0.680	0.406	0.482
cool	凉	0.885	0.540	0.781
coolant	冷却液	0.720	0.412	0.456
cooler	冷却器	0.664	0.375	0.460
cooling	冷却	0.469	0.324	0.392
coolness	凉意	0.490	0.307	0.548
coon	浣熊	0.490	0.460	0.400
coop	鸡舍	0.612	0.445	0.650
cooperate	合作	0.898	0.451	0.582
cooperating	合作	0.760	0.390	0.693
cooperation	合作	0.847	0.473	0.686
cooperative	合作社	0.816	0.461	0.670
coordinate	坐标	0.698	0.429	0.694
coordination	协调	0.677	0.454	0.789
coordinator	协调	0.750	0.510	0.850
cop	警察	0.327	0.770	0.836
copacetic	NO TRANSLATION	0.510	0.471	0.453
cope	应付	0.592	0.647	0.709
copier	复印机	0.459	0.345	0.390
copilot	副驾驶	0.640	0.538	0.573
coping	应对	0.562	0.630	0.613
copious	丰富	0.427	0.462	0.527
copper	铜	0.580	0.260	0.500
copter	直升机	0.571	0.704	0.569
copy	复制	0.460	0.240	0.263
copycat	山寨	0.449	0.580	0.443
copying	仿形	0.448	0.315	0.404
copyright	版权	0.458	0.402	0.663
coral	珊瑚	0.802	0.231	0.425
coral snake	珊瑚蛇	0.276	0.712	0.607
cord	绳	0.388	0.378	0.358
cordial	亲切	0.823	0.312	0.482
cordless	无绳	0.667	0.441	0.528
cordon	警戒线	0.469	0.317	0.380
corduroy	灯心绒	0.570	0.324	0.357
core	核心	0.721	0.378	0.540
cork	软木	0.347	0.250	0.281
corkscrew	螺旋形的	0.427	0.443	0.445
corn	玉米	0.594	0.196	0.292
cornball	cornball	0.479	0.378	0.325
cornbread	玉米面包	0.643	0.304	0.302
cornea	角膜	0.521	0.346	0.443
corned	咸	0.459	0.441	0.425
corner	角	0.400	0.296	0.366
cornerstone	基石	0.550	0.388	0.596
cornet	信号旗	0.507	0.520	0.415
cornfield	麦田	0.719	0.310	0.349
cornflakes	玉米片	0.729	0.346	0.355
cornice	檐口	0.458	0.441	0.295
cornstarch	玉米淀粉	0.643	0.299	0.337
corny	老生常谈	0.448	0.370	0.221
corollary	推论	0.458	0.469	0.366
corona	电晕	0.818	0.439	0.745
coronary	冠状动脉	0.567	0.613	0.509
coronation	加冕	0.792	0.592	0.836
coroner	验尸官	0.323	0.558	0.526
corporal	下士	0.582	0.490	0.596
corporate	企业	0.592	0.454	0.745
corporation	公司	0.429	0.332	0.873
corporeal	肉体的	0.520	0.350	0.461
corps	兵团	0.551	0.453	0.483
corpse	尸体	0.094	0.657	0.232
corpsman	医护兵	0.439	0.469	0.651
corpus	文集	0.543	0.340	0.490
corral	科拉尔	0.606	0.662	0.422
correct	正确	0.857	0.306	0.723
correction	更正	0.448	0.485	0.558
correctional	惩教	0.292	0.713	0.602
corrective	纠正的	0.448	0.528	0.613
correctness	正确性	0.796	0.450	0.649
correlation	相关	0.596	0.462	0.571
correlative	关联的	0.510	0.402	0.571
correspond	对应	0.710	0.452	0.545
correspondence	对应	0.663	0.423	0.491
correspondent	通信者	0.573	0.565	0.712
corresponding	相应	0.740	0.423	0.618
corridor	走廊	0.604	0.589	0.592
corroborate	证实	0.671	0.471	0.616
corroboration	佐证	0.625	0.431	0.733
corrosion	腐蚀	0.156	0.610	0.348
corrosive	腐蚀性的	0.140	0.618	0.570
corrupt	腐败	0.020	0.806	0.500
corrupting	腐败	0.062	0.804	0.380
corruption	腐败	0.052	0.830	0.549
corsage	胸花	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	紧身胸衣	0.490	0.520	0.381
cortex	皮质	0.594	0.439	0.529
cortical	皮质	0.380	0.423	0.536
cortisone	可的松	0.427	0.395	0.456
corvette	克尔维特	0.551	0.520	0.598
cosmetic	化妆品	0.625	0.304	0.308
cosmetics	化妆品	0.765	0.464	0.472
cosmic	宇宙的	0.663	0.538	0.692
cosmology	宇宙学	0.651	0.438	0.637
cosmopolitan	大都会	0.823	0.510	0.760
cosmos	宇宙	0.860	0.478	0.664
cost	成本	0.365	0.420	0.439
costly	昂贵	0.316	0.650	0.642
costume	服装	0.548	0.510	0.374
cosy	舒适	0.847	0.255	0.518
cot	婴儿床	0.625	0.230	0.278
