Word	Basque-eu	Valence	Arousal	Dominance
conscious	kontzientea	0.740	0.333	0.705
consciousness	kontzientzia	0.840	0.483	0.755
conscription	conscription	0.396	0.775	0.642
consecrated	konsagratu	0.663	0.500	0.800
consecration	consagración	0.771	0.418	0.804
consecutive	jarraian	0.663	0.418	0.643
consensual	adostutako	0.663	0.417	0.655
consensus	adostasun	0.627	0.358	0.625
consent	baimena	0.750	0.500	0.620
consenting	consenting	0.727	0.406	0.693
consequence	ondorioz	0.240	0.721	0.593
consequent	horren ondorioz	0.663	0.471	0.625
conservation	kontserbazio	0.832	0.401	0.606
conservatism	kontserbadurismoa	0.406	0.369	0.633
conservative	kontserbadore	0.615	0.316	0.788
conservatory	kontserbatorioan	0.635	0.240	0.729
conserve	kontserbatzeko	0.690	0.347	0.573
consider	kontuan	0.677	0.368	0.579
considerable	handia	0.653	0.314	0.683
considerate	Kontutan	0.781	0.380	0.633
consideration	kontuan	0.589	0.380	0.687
consignee	jasotzaileak	0.635	0.385	0.602
consignment	bidalketa	0.490	0.440	0.500
consist	osatuta	0.823	0.386	0.580
consistency	koherentzia	0.714	0.500	0.887
consistent	koherentea	0.786	0.431	0.726
consolation	kontsolamendu	0.408	0.250	0.304
console	kontsola	0.625	0.398	0.415
consoled	kontsolatu	0.700	0.343	0.452
consolidate	sendotzeko	0.880	0.440	0.870
consolidated	kontsolidatu	0.700	0.366	0.784
consolidation	sendotze	0.604	0.445	0.776
consonant	kontsonante	0.500	0.347	0.417
consort	ezkontideak	0.632	0.509	0.630
conspicuous	izpirik	0.479	0.520	0.596
conspiracy	konspirazio	0.125	0.787	0.652
conspirator	konspiratzailea	0.271	0.786	0.707
conspire	konspiratzen	0.206	0.740	0.520
constable	Constable	0.573	0.667	0.764
constancy	konstantzia	0.786	0.443	0.763
constant	etengabeko	0.740	0.296	0.686
constantly	etengabe	0.663	0.561	0.700
constellation	konstelazioa	0.719	0.533	0.775
consternation	nahigabetuta	0.167	0.680	0.469
constipation	idorreria	0.079	0.612	0.231
constituency	barruti	0.500	0.480	0.696
constituent	osagai	0.573	0.500	0.827
constituents	osagai	0.573	0.414	0.833
constitute	osatzen	0.812	0.349	0.906
constitution	Konstituzioa	0.590	0.380	0.889
constitutional	konstituzionalak	0.633	0.418	0.827
constitutionality	konstituzionaltasuna	0.612	0.439	0.853
constrain	mugak	0.261	0.500	0.500
constrained	mugatutako	0.135	0.537	0.357
constraint	murriztapen	0.323	0.550	0.481
construct	eraikitzeko	0.750	0.648	0.792
construction	eraikuntza	0.848	0.612	0.759
constructive	konstruktiboa	0.860	0.570	0.812
construe	interpretatzea	0.602	0.519	0.553
consul	kontsula	0.573	0.354	0.688
consulate	kontsulatu	0.561	0.453	0.694
consult	kontsultatu	0.755	0.370	0.441
consultant	aholkulari	0.770	0.344	0.808
consultation	kontsulta	0.660	0.463	0.625
consume	kontsumitzen	0.427	0.620	0.509
consumer	kontsumitzaile	0.507	0.551	0.677
consuming	kontsumitzen	0.573	0.541	0.536
consummate	consummate	0.551	0.540	0.558
consummation	consummation	0.583	0.676	0.661
consumption	kontsumoa	0.390	0.531	0.538
contact	kontaktua	0.719	0.424	0.526
contagion	kutsadura	0.208	0.630	0.535
contagious	kutsakorra	0.184	0.725	0.400
contain	eduki	0.542	0.490	0.658
container	edukiontzi	0.551	0.396	0.561
containment	containment	0.411	0.491	0.618
contaminate	kutsatu	0.140	0.611	0.426
contaminated	kutsatutako	0.040	0.500	0.368
contamination	kutsadura	0.125	0.610	0.375
contemplate	begiztatu	0.740	0.347	0.642
contemplation	kontenplazio	0.552	0.324	0.627
contemplative	behatzailea	0.729	0.308	0.739
contemporaneous	garaikidea	0.640	0.373	0.591
contemporary	garaikidea	0.720	0.365	0.569
contempt	mespretxua	0.206	0.635	0.396
contemptible	mesprezagarria	0.146	0.657	0.471
contemptuous	contemptuous	0.204	0.500	0.375
contend	contend	0.510	0.657	0.731
contender	contender	0.480	0.790	0.681
contending	Lehian	0.490	0.698	0.716
content	edukiaren	0.764	0.296	0.559
contented	konformatzen	0.857	0.612	0.746
contention	contention	0.375	0.510	0.738
contentious	auzi	0.422	0.573	0.637
contentment	contentment	0.875	0.610	0.782
contents	edukien	0.656	0.375	0.550
contest	lehiaketa	0.667	0.698	0.717
contestant	Lehiakide	0.760	0.530	0.602
context	testuinguru	0.531	0.300	0.553
contiguous	Alboko	0.375	0.450	0.500
continence	kontinentzia	0.450	0.396	0.469
continent	kontinente	0.551	0.373	0.833
continental	continental	0.486	0.350	0.755
contingency	kontingentzia	0.396	0.500	0.670
contingent	kontingente	0.470	0.531	0.659
continual	etengabeko	0.500	0.423	0.685
continually	etengabe	0.646	0.438	0.698
continuance	jarraipena	0.729	0.510	0.652
continuation	jarraipena	0.615	0.470	0.566
continue	jarraitu	0.630	0.427	0.612
continued	jarraitu	0.635	0.440	0.500
continuing	jarraitu	0.667	0.500	0.520
continuity	jarraitasuna	0.781	0.439	0.684
continuous	etengabeko	0.625	0.509	0.580
continuously	etengabe	0.719	0.417	0.702
continuum	continuum	0.677	0.390	0.491
contour	ingurunea	0.589	0.265	0.414
contraband	kontrabandoa	0.177	0.875	0.670
contraception	antisorgailuak	0.296	0.518	0.525
contract	kontratua	0.594	0.412	0.636
contracted	kontratatutako	0.344	0.557	0.449
contractile	contractile	0.480	0.586	0.569
contracting	kontratazio	0.594	0.490	0.769
contraction	uzkurtu	0.292	0.755	0.603
contractor	kontratista	0.592	0.479	0.727
contradict	kontraesanean	0.160	0.598	0.482
contradiction	kontraesan	0.250	0.660	0.377
contradictory	kontraesankorrak	0.365	0.651	0.421
contraption	contraption	0.448	0.590	0.491
contrary	Alderantziz	0.327	0.449	0.338
contrast	kontrastatu	0.480	0.406	0.520
contrasted	kontrastatu	0.521	0.538	0.491
contravene	aurkako	0.357	0.618	0.472
contravention	aurka	0.344	0.627	0.593
contribute	lagundu	0.806	0.350	0.795
contribution	ekarpena	0.854	0.452	0.760
contributor	kolaboratzailea	0.844	0.510	0.760
contrite	contrite	0.347	0.363	0.473
contrition	contrition	0.347	0.583	0.463
contrived	contrived	0.408	0.530	0.458
control	kontrol	0.729	0.352	0.808
controller	kontroladore	0.469	0.712	0.868
controlling	kontrolatzea	0.490	0.441	0.885
controversial	polemikoa	0.271	0.858	0.538
controversy	polemika	0.250	0.819	0.600
contusion	kolpea	0.167	0.565	0.509
conundrum	conundrum	0.354	0.524	0.408
convalescent	jolasgunea	0.458	0.480	0.269
convection	konbekzio	0.521	0.494	0.526
convene	deialdia	0.583	0.676	0.636
convenience	erosotasuna	0.781	0.448	0.613
conveniences	erosotasun	0.802	0.412	0.693
convenient	komenigarria	0.846	0.491	0.574
convent	komentuan	0.480	0.217	0.594
convention	konbentzio	0.622	0.622	0.704
conventional	konbentzionalak	0.594	0.292	0.634
converge	elkarren	0.635	0.471	0.539
convergence	konbergentzia	0.551	0.491	0.625
convergent	konbergente	0.781	0.490	0.696
conversant	conversant	0.724	0.360	0.542
conversation	Elkarrizketa	0.750	0.510	0.609
conversational	elkarrizketa	0.719	0.431	0.596
conversationalist	conversationalist	0.719	0.467	0.667
converse	Converse	0.594	0.406	0.598
conversing	elkarrizketan	0.755	0.409	0.442
conversion	bihurtze	0.480	0.605	0.736
convert	bihurtzeko	0.551	0.538	0.704
converted	bihurtutako	0.663	0.418	0.686
convertible	bihurgarriak	0.542	0.529	0.717
convex	ganbila	0.438	0.427	0.445
convexity	ganbiltasuna	0.449	0.354	0.484
convey	helarazi	0.719	0.633	0.708
conveyance	conveyance	0.615	0.520	0.455
conveyancing	Argazkilariak	0.375	0.479	0.663
convict	convict	0.177	0.840	0.477
conviction	convicción	0.615	0.704	0.826
convince	konbentzitu	0.708	0.539	0.763
convinced	konbentzituta	0.750	0.500	0.630
convincing	konbentzitzen	0.760	0.527	0.900
convocation	deialdiaren	0.538	0.611	0.663
convoluted	convoluted	0.323	0.614	0.433
convolution	convolution	0.417	0.559	0.527
convoy	konboia	0.500	0.671	0.639
coo	coo	0.490	0.439	0.500
cook	sukaldari	0.847	0.500	0.412
cookbook	Cookbook	0.602	0.346	0.398
cooker	eltzea	0.592	0.373	0.407
cookery	sukaldaritza	0.633	0.368	0.345
cookie	cookiea	0.792	0.306	0.250
cookies	cookies	0.823	0.451	0.316
cooking	sukaldaritza	0.694	0.510	0.434
cookout	cookout	0.680	0.406	0.482
cool	cool	0.885	0.540	0.781
coolant	hozgarria	0.720	0.412	0.456
cooler	freskoago	0.664	0.375	0.460
cooling	hozte	0.469	0.324	0.392
coolness	freskura	0.490	0.307	0.548
coon	coon	0.490	0.460	0.400
coop	coop	0.612	0.445	0.650
cooperate	lankidetzan aritzeko	0.898	0.451	0.582
cooperating	lankideen	0.760	0.390	0.693
cooperation	lankidetza	0.847	0.473	0.686
cooperative	kooperatiba	0.816	0.461	0.670
coordinate	koordinatuko	0.698	0.429	0.694
coordination	koordinazioa	0.677	0.454	0.789
coordinator	koordinatzaile	0.750	0.510	0.850
cop	Polizia	0.327	0.770	0.836
copacetic	NO TRANSLATION	0.510	0.471	0.453
cope	aurre	0.592	0.647	0.709
copier	fotokopiagailu	0.459	0.345	0.390
copilot	copilot	0.640	0.538	0.573
coping	jarduteko	0.562	0.630	0.613
copious	copious	0.427	0.462	0.527
copper	kobrea	0.580	0.260	0.500
copter	helikoptero	0.571	0.704	0.569
copy	kopia	0.460	0.240	0.263
copycat	copycat	0.449	0.580	0.443
copying	kopiatzea	0.448	0.315	0.404
copyright	copyright	0.458	0.402	0.663
coral	koral	0.802	0.231	0.425
coral snake	koral suge	0.276	0.712	0.607
cord	kordoi	0.388	0.378	0.358
cordial	cordial	0.823	0.312	0.482
cordless	cordless	0.667	0.441	0.528
cordon	Cordon	0.469	0.317	0.380
corduroy	panazko	0.570	0.324	0.357
core	core	0.721	0.378	0.540
cork	kortxo	0.347	0.250	0.281
corkscrew	cORKSCREW	0.427	0.443	0.445
corn	artoa	0.594	0.196	0.292
cornball	cornball	0.479	0.378	0.325
cornbread	taloa	0.643	0.304	0.302
cornea	kornea	0.521	0.346	0.443
corned	corned	0.459	0.441	0.425
corner	izkina	0.400	0.296	0.366
cornerstone	ardatz	0.550	0.388	0.596
cornet	korneta	0.507	0.520	0.415
cornfield	cornfield	0.719	0.310	0.349
cornflakes	cornflakes	0.729	0.346	0.355
cornice	erlaitz	0.458	0.441	0.295
cornstarch	cornstarch	0.643	0.299	0.337
corny	corny	0.448	0.370	0.221
corollary	ondorio	0.458	0.469	0.366
corona	corona	0.818	0.439	0.745
coronary	koronarioa	0.567	0.613	0.509
coronation	coronación	0.792	0.592	0.836
coroner	Corones	0.323	0.558	0.526
corporal	corporal	0.582	0.490	0.596
corporate	korporatiboa	0.592	0.454	0.745
corporation	korporazio	0.429	0.332	0.873
corporeal	gorputz	0.520	0.350	0.461
corps	corps	0.551	0.453	0.483
corpse	gorpua	0.094	0.657	0.232
corpsman	Corpsman	0.439	0.469	0.651
corpus	corpus	0.543	0.340	0.490
corral	corral	0.606	0.662	0.422
correct	zuzena	0.857	0.306	0.723
correction	zuzenketa	0.448	0.485	0.558
correctional	zentzagarria	0.292	0.713	0.602
corrective	zuzentzaileak	0.448	0.528	0.613
correctness	zuzentasun	0.796	0.450	0.649
correlation	korrelazioa	0.596	0.462	0.571
correlative	korrelatiboa	0.510	0.402	0.571
correspond	dagozkien	0.710	0.452	0.545
correspondence	korrespondentzia	0.663	0.423	0.491
correspondent	berriemailea	0.573	0.565	0.712
corresponding	dagokion	0.740	0.423	0.618
corridor	korridorean	0.604	0.589	0.592
corroborate	berretsi	0.671	0.471	0.616
corroboration	corroboration	0.625	0.431	0.733
corrosion	korrosioaren	0.156	0.610	0.348
corrosive	korrosiboak	0.140	0.618	0.570
corrupt	hondatuta	0.020	0.806	0.500
corrupting	corrupting	0.062	0.804	0.380
corruption	ustelkeria	0.052	0.830	0.549
corsage	corsage	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	kortsea	0.490	0.520	0.381
cortex	cortex	0.594	0.439	0.529
cortical	cortical	0.380	0.423	0.536
cortisone	cortisone	0.427	0.395	0.456
corvette	korbeta	0.551	0.520	0.598
cosmetic	kosmetiko	0.625	0.304	0.308
cosmetics	kosmetikoak	0.765	0.464	0.472
cosmic	kosmikoa	0.663	0.538	0.692
cosmology	kosmologia	0.651	0.438	0.637
cosmopolitan	kosmopolita	0.823	0.510	0.760
cosmos	cosmos	0.860	0.478	0.664
cost	kostua	0.365	0.420	0.439
costly	garestia	0.316	0.650	0.642
costume	mozorroa	0.548	0.510	0.374
cosy	erosoa	0.847	0.255	0.518
cot	sehaska	0.625	0.230	0.278
cote	cote	0.439	0.344	0.324
cottage	cottage	0.600	0.279	0.361
cotton	kotoia	0.639	0.071	0.240
couch	sofan	0.594	0.082	0.198
cougar	Cougar	0.438	0.588	0.538
cough	eztul	0.255	0.627	0.241
council	udaletxea	0.875	0.279	0.635
councilman	zinegotzi	0.531	0.367	0.793
counsel	abokatuarekin	0.594	0.519	0.730
counseling	aholkularitza	0.667	0.480	0.704
counsellor	aholkulari	0.823	0.327	0.740
counselor	aholkulari	0.873	0.365	0.706
count	zenbatu	0.594	0.389	0.492
countdown	Atzerako kontaketa	0.438	0.692	0.490
countenance	begitarte	0.635	0.440	0.690
counter	counter	0.439	0.478	0.750
counteract	aurre	0.378	0.542	0.688
counterattack	kontraeraso	0.281	0.951	0.764
counterbalance	counterbalance	0.520	0.480	0.627
counterclaim	errekonbentzioa	0.398	0.760	0.651
counterfeit	imitaziozko	0.094	0.694	0.451
counterpart	zeuden	0.448	0.608	0.577
counterpoint	kontrapuntua	0.438	0.509	0.538
countess	kondesa	0.562	0.440	0.670
countless	kontaezinak	0.520	0.566	0.534
country	country	0.698	0.394	0.693
countryman	herrikide	0.673	0.441	0.789
countrymusic	NO TRANSLATION	0.795	0.451	0.438
countryside	landa	0.732	0.288	0.327
counts	zenbatzen	0.343	0.373	0.500
county	eskualdeko	0.479	0.368	0.545
coup	golpe	0.275	0.815	0.607
coupe	coupe	0.479	0.460	0.482
couple	pare	0.806	0.605	0.607
coupled	akoplatu	0.612	0.286	0.650
coupling	bategitearen	0.594	0.479	0.555
coupon	kupoi	0.704	0.300	0.421
courage	adorea	0.830	0.728	0.849
courageous	ausarta	0.918	0.587	0.879
courier	mezulari	0.551	0.383	0.441
courses	ikastaroak	0.735	0.412	0.534
coursing	coursing	0.542	0.472	0.546
court	epaitegian	0.479	0.769	0.827
courteous	courteous	0.937	0.396	0.529
courtesy	adeitasuna	0.927	0.287	0.431
courthouse	Justizia	0.571	0.503	0.818
courtroom	courtroom	0.385	0.670	0.887
courts	auzitegiek	0.367	0.710	0.816
courtship	jolasa	0.667	0.490	0.654
courtside	courtside	0.592	0.391	0.434
courtyard	patioan	0.503	0.365	0.355
cousin	lehengusu	0.675	0.394	0.427
cousins	lehengusuak	0.760	0.409	0.464
cove	kala	0.500	0.304	0.370
coven	coven	0.458	0.578	0.591
covenant	itun	0.594	0.462	0.667
cover	azal	0.365	0.240	0.471
coverage	estaldura	0.767	0.413	0.629
covered	estalita	0.562	0.340	0.644
covering	estaltzen	0.615	0.382	0.583
covert	ezkutuko	0.500	0.570	0.508
covet	covet	0.302	0.779	0.524
coveted	preziatua	0.661	0.730	0.625
cow	behi	0.449	0.230	0.300
coward	koldar	0.102	0.490	0.149
cowardice	koldarkeria	0.133	0.621	0.167
cowardly	koldarra	0.102	0.385	0.127
cowboy	cowboy	0.594	0.625	0.695
cowgirl	cowgirl	0.541	0.566	0.554
cowhand	cowhand	0.438	0.480	0.596
cowhide	cowhide	0.458	0.324	0.333
cowl	estalia	0.427	0.450	0.232
coworker	lankide	0.667	0.490	0.625
coy	coy	0.347	0.330	0.213
coyote	coyote	0.459	0.471	0.387
cozy	erosoa	0.910	0.356	0.545
crab	crab	0.421	0.396	0.330
crabby	crabby	0.198	0.812	0.370
crack	crack	0.302	0.625	0.400
cracked	pitzatu	0.224	0.520	0.228
cracker	cracker	0.604	0.343	0.346
crackerjack	crackerjack	0.567	0.509	0.426
cracking	cracking	0.327	0.557	0.286
crackle	desarraldi	0.327	0.643	0.481
crackpot	crackpot	0.260	0.602	0.245
cradle	sehaskan	0.776	0.194	0.333
craft	artisautza	0.760	0.321	0.539
crafts	artisautza	0.667	0.380	0.391
craftsman	artisauak	0.719	0.310	0.583
craftsmanship	artisautza	0.823	0.373	0.571
crafty	crafty	0.589	0.679	0.783
craig	Craig	0.448	0.449	0.490
cram	CRAM	0.354	0.730	0.598
crammed	bokalaren	0.406	0.740	0.466
cramp	cramp	0.194	0.796	0.340
cramped	cramped	0.240	0.567	0.360
cranberry	cranberry	0.793	0.330	0.363
cranberry juice	cranberry zukua	0.622	0.321	0.281
crane	garabi	0.396	0.417	0.589
cranial	garezurreko	0.354	0.510	0.583
cranium	cranium	0.439	0.491	0.725
crank	biradera	0.448	0.275	0.417
cranky	cranky	0.194	0.776	0.396
cranny	cranny	0.194	0.471	0.250
crap	crap	0.083	0.644	0.167
crappy	crappy	0.039	0.582	0.208
craps	Craps	0.375	0.420	0.273
crash	hutsegite	0.194	0.906	0.355
crass	crass	0.223	0.490	0.466
crate	crate	0.427	0.173	0.274
crater	kraterra	0.450	0.647	0.529
crave	crave	0.625	0.510	0.731
craving	craving	0.510	0.755	0.636
crawfish	crawfish	0.510	0.427	0.342
crawl	arakatzea	0.479	0.519	0.467
crayon	crayon	0.604	0.260	0.185
crayons	argizariak	0.684	0.366	0.405
craze	craze	0.255	0.657	0.435
crazed	crazed	0.153	0.877	0.417
craziness	eromen	0.238	0.908	0.255
crazy	zoro	0.156	0.843	0.321
creak	creak	0.344	0.670	0.411
creaking	creaking	0.302	0.743	0.415
cream	krema	0.688	0.259	0.220
creamed	creamed	0.723	0.273	0.288
creamer	creamer	0.594	0.192	0.269
creamy	krematsuak	0.823	0.337	0.345
crease	crease	0.440	0.286	0.300
create	sortzen	0.786	0.588	0.789
creation	sorkuntza	0.927	0.575	0.868
creative	creative	0.917	0.518	0.788
creativity	sormena	0.938	0.684	0.815
creator	sortzailea	0.865	0.592	0.856
creature	izaki	0.669	0.625	0.620
credence	indar	0.760	0.460	0.737
credential	kredentzial	0.735	0.337	0.597
credentials	egiaztagiriak	0.708	0.373	0.675
credibility	sinesgarritasuna	0.875	0.427	0.809
credible	sinesgarriak	0.917	0.441	0.750
credit	kreditu	0.673	0.549	0.648
credit card	kreditu txartela	0.670	0.550	0.640
creditable	NO TRANSLATION	0.802	0.510	0.742
credited	ordainduko	0.781	0.390	0.691
crediting	meriturik	0.673	0.550	0.741
creditor	hartzekodunen	0.479	0.594	0.689
creed	sinismen	0.573	0.245	0.544
creek	errekan	0.552	0.392	0.330
creep	creep	0.354	0.647	0.361
creeper	creeper	0.429	0.558	0.366
creeping	arrastaka	0.292	0.613	0.282
creepy	creepy	0.125	0.861	0.373
cremation	errausketa	0.084	0.620	0.420
creole	creole	0.667	0.357	0.523
crepe	crepe	0.562	0.224	0.349
crescendo	crescendo	0.760	0.575	0.594
crescent	Ilargierdi	0.698	0.382	0.407
crest	gandorra	0.458	0.333	0.333
crestfallen	burumakur	0.235	0.346	0.175
cretin	cretin	0.265	0.583	0.312
cretins	cretins	0.094	0.741	0.328
crevice	crevice	0.361	0.471	0.275
crew	tripulazioa	0.604	0.598	0.735
crewman	crewman	0.602	0.580	0.548
crib	cuna	0.653	0.240	0.407
cricket	cricket	0.423	0.539	0.370
cried	oihukatu	0.167	0.612	0.254
crime	krimena	0.071	0.943	0.630
criminal	criminal	0.021	0.830	0.529
criminality	kriminalitatea	0.122	0.863	0.580
crimp	Crimp	0.260	0.557	0.396
crimson	Crimson	0.667	0.385	0.370
cringe	cringe	0.245	0.840	0.377
cripple	elbarri	0.094	0.392	0.161
crippled	elbarri	0.035	0.358	0.236
crippling	crippling	0.156	0.598	0.391
crisis	krisia	0.208	0.811	0.431
crisp	crisp	0.776	0.692	0.508
crispy	kurruskaria	0.656	0.550	0.509
criterion	irizpide	0.396	0.410	0.736
critic	kritikaria	0.264	0.604	0.686
critical	kritikoa	0.312	0.802	0.545
criticise	kritikatzea	0.073	0.700	0.452
criticism	kritika	0.115	0.563	0.505
criticize	kritikatzea	0.143	0.708	0.473
criticized	kritikatu	0.240	0.600	0.311
critique	kritika	0.302	0.760	0.537
critter	critter	0.542	0.539	0.482
croak	croak	0.337	0.346	0.298
croc	Croc	0.327	0.452	0.451
crock	crock	0.385	0.412	0.421
crockery	baxera	0.552	0.216	0.327
crocodile	krokodiloa	0.344	0.708	0.610
croft	croft	0.531	0.429	0.421
croissant	croissant	0.745	0.330	0.430
crook	Crook	0.171	0.765	0.550
crooked	crooked	0.146	0.594	0.305
crop	laborantza	0.615	0.260	0.500
croquet	croquet	0.551	0.519	0.407
cross	zeharkatzen	0.448	0.321	0.569
cross country	cross country	0.531	0.441	0.529
crossbow	Balezta	0.344	0.598	0.560
crossed	zeharkatu	0.431	0.490	0.508
crossfire	Crossfire	0.316	0.896	0.722
crossing	gurutzatzen	0.549	0.349	0.451
crossover	gurutzatu	0.559	0.550	0.500
crosswalk	crosswalk	0.557	0.441	0.380
crossword	gurutzegrama	0.611	0.423	0.455
crotch	crotch	0.521	0.637	0.447
crouch	Crouch	0.281	0.606	0.312
crouched	makurtu	0.333	0.363	0.279
crouching	makurtuta	0.261	0.429	0.345
croupier	croupier	0.531	0.519	0.404
crow	bele	0.224	0.439	0.363
crowbar	crowbar	0.406	0.531	0.386
crowd	jendetza	0.350	0.827	0.731
crowded	ibilia	0.694	0.286	0.585
crowds	jendetza	0.469	0.723	0.806
crown	koroa	0.708	0.572	0.737
crowning	koroatuz	0.773	0.594	0.831
crucial	Ezinbestekoa	0.541	0.657	0.777
cruciate	cruciate	0.429	0.435	0.585
crucifix	gurutze	0.469	0.480	0.510
crucifixion	Gurutziltzatzearen	0.135	0.857	0.541
crucify	Gurutzada	0.146	0.878	0.573
crud	crud	0.312	0.330	0.444
crude	gordin	0.198	0.402	0.357
cruel	krudela	0.122	0.866	0.391
cruelly	krudelkeriaz	0.146	0.790	0.471
cruelty	krudelkeria	0.092	0.836	0.536
cruise	crucero	0.740	0.442	0.683
cruise ship	gurutzaldi-ontzia	0.878	0.650	0.500
cruiser	gurutze	0.737	0.490	0.608
cruising	cruising	0.886	0.580	0.560
crumb	mamia	0.417	0.255	0.216
crumble	xehatu	0.333	0.480	0.423
crumbling	desmoronan	0.167	0.696	0.308
crummy	crummy	0.125	0.531	0.224
crunch	crunch	0.292	0.630	0.406
crunchy	crunchy	0.625	0.560	0.539
crusade	gurutzada	0.592	0.720	0.709
crusader	crusader	0.439	0.588	0.548
crush	bihurritu	0.271	0.676	0.582
crushed	xehatu	0.167	0.647	0.300
crusher	Crusher	0.271	0.709	0.598
crushing	birrintzeko	0.219	0.755	0.411
crust	lurrazal	0.542	0.337	0.456
crusty	crusty	0.625	0.531	0.473
crutch	makulua	0.302	0.294	0.302
crux	Gurutzea	0.469	0.558	0.519
cry	negar egin	0.133	0.627	0.255
crybaby	crybaby	0.375	0.702	0.311
crying	negarrez	0.153	0.704	0.208
crypt	kriptan	0.156	0.431	0.386
cryptic	críptica	0.296	0.516	0.474
cryptography	kriptografia	0.490	0.415	0.650
crystal	kristal	0.618	0.270	0.508
crystalline	kristalinoa	0.765	0.235	0.534
crystallization	kristalizazio	0.600	0.449	0.565
cub	cub	0.646	0.382	0.284
cubby	cubby	0.354	0.385	0.360
cube	kuboa	0.469	0.226	0.274
cubic	kubiko	0.458	0.306	0.407
cubicle	cubicle	0.479	0.343	0.417
cuckold	cuckold	0.210	0.573	0.230
cuckoo	kuku	0.420	0.459	0.284
cucumber	pepino	0.490	0.235	0.237
cuddle	cuddle	0.885	0.559	0.475
cuddled	cuddled	0.906	0.547	0.567
