Word	Urdu-ur	Valence	Arousal	Dominance
dawdle	آخر میں	0.479	0.464	0.357
dawn	ڈان کی	0.827	0.235	0.519
dawned	آخرکار	0.694	0.471	0.473
day	دن	0.719	0.269	0.389
daybreak	صبح کا دن	0.802	0.358	0.474
daycare	دن کی دیکھ بھال	0.776	0.481	0.360
daydream	دن خواب	0.750	0.337	0.456
daydreaming	دن کا خواب	0.776	0.360	0.479
daylight	دن کی روشنی	0.865	0.420	0.545
daymade	NO TRANSLATION	0.646	0.450	0.417
dayoff	NO TRANSLATION	0.760	0.368	0.377
daytime	دن کے وقت	0.750	0.324	0.454
daze	دھندلا	0.245	0.735	0.329
dazed	خطرہ	0.300	0.697	0.277
dazzle	چراغ	0.730	0.782	0.683
dazzling	شاندار	0.854	0.880	0.767
deacon	ڈیکن	0.531	0.430	0.736
deactivate	غیر فعال	0.235	0.447	0.392
dead	مردہ	0.052	0.454	0.194
deadbeat	مردہ برتن	0.229	0.453	0.368
deadline	ڈیڈ لائن	0.214	0.615	0.460
deadlines	آخری تاریخ	0.406	0.769	0.411
deadlock	بندش	0.170	0.418	0.323
deadly	مہلک	0.143	0.849	0.554
deaf	بہرا	0.186	0.324	0.161
deafening	گراؤنڈ	0.281	0.835	0.482
deafness	بقایا	0.125	0.413	0.219
deal	معاہدہ	0.719	0.599	0.543
dealer	ڈیلر	0.799	0.615	0.683
dealership	ڈیلرشپ	0.541	0.430	0.629
dealing	معاملہ	0.724	0.415	0.598
dealings	معاملات	0.600	0.491	0.480
dean	ڈین	0.612	0.469	0.723
dear	عزیز	0.880	0.434	0.629
dearest	سب سے پیاری	0.902	0.427	0.508
dearth	پیارے	0.156	0.539	0.255
death	موت	0.031	0.720	0.472
deathbed	موت کا	0.051	0.652	0.311
deathly	موت	0.073	0.771	0.682
debacle	مباحثہ	0.156	0.606	0.266
debased	ردعمل	0.219	0.529	0.170
debatable	مباحثہ	0.181	0.610	0.474
debate	بحث	0.408	0.691	0.683
debauchery	مچھر	0.354	0.901	0.500
debenture	ڈبینچر	0.417	0.500	0.466
debilitating	کمزور	0.125	0.490	0.308
debit	ڈیبٹ	0.333	0.400	0.474
debrief	debrief	0.247	0.343	0.549
debriefing	بحث کرنا	0.427	0.580	0.456
debris	ملبے	0.135	0.396	0.327
debt	قرض	0.204	0.598	0.336
debtor	قرضدار	0.219	0.546	0.160
debut	پہلے	0.806	0.606	0.629
debutante	پہلا	0.771	0.627	0.454
decade	دہائی	0.531	0.402	0.665
decadence	کمی	0.237	0.455	0.291
decadent	کامل	0.290	0.559	0.324
decaf	فیصلہ	0.480	0.324	0.353
decanter	decanter	0.438	0.567	0.510
decathlon	Decathlon	0.573	0.753	0.620
decay	ہمت	0.143	0.312	0.170
decayed	خرابی	0.017	0.375	0.169
decaying	فیصلہ کرنا	0.073	0.510	0.214
deceased	مقتول	0.021	0.538	0.188
decedent	مہذب	0.423	0.481	0.415
deceit	دھوکہ / فشنگ	0.020	0.696	0.343
deceitful	دھوکہ دہی	0.071	0.788	0.371
deceive	دھوکہ دہی	0.094	0.775	0.414
deceived	دھوکہ دہی	0.059	0.673	0.302
deceiving	دھوکہ دہی	0.099	0.636	0.426
december	دسمبر	0.740	0.540	0.464
decency	صداقت	0.750	0.235	0.634
decent	مہذب	0.823	0.296	0.653
deception	دھوکہ / فشنگ	0.090	0.745	0.370
deceptive	گمراہی	0.027	0.605	0.294
decide	فیصلہ کرنا	0.656	0.540	0.855
decidedly	فیصلہ کیا	0.750	0.480	0.843
deciduous	پریشان	0.385	0.353	0.282
decimal	ڈیشلی	0.507	0.259	0.305
decimeter	decimeter	0.520	0.292	0.377
decipher	فیصلہ کرنا	0.417	0.630	0.652
decision	فیصلہ	0.646	0.510	0.839
decisive	فیصلہ کن	0.740	0.509	0.935
deck	ڈیک	0.420	0.333	0.394
declaration	اعلان	0.551	0.590	0.714
declaratory	اعلاناتی	0.635	0.582	0.673
declare	اعلان کریں	0.677	0.623	0.668
declination	کمی	0.250	0.549	0.311
decline	کمی	0.173	0.491	0.240
declining	کمی	0.328	0.400	0.264
deco	ڈیمو	0.625	0.274	0.356
decode	ڈوڈ آؤٹ	0.551	0.510	0.640
decoder	ڈوڈیڈر	0.562	0.340	0.686
decompose	بے حد	0.194	0.596	0.241
decomposed	خراب ہے	0.073	0.442	0.231
decomposition	تخریب	0.133	0.600	0.263
decompress	ڈراپ	0.438	0.430	0.509
decompression	ڈسپریشن	0.208	0.520	0.311
decontamination	خرابی	0.611	0.538	0.573
decor	سجاوٹ	0.734	0.311	0.573
decorate	سجانے	0.954	0.370	0.404
decorating	سجاوٹ	0.863	0.548	0.462
decoration	سجاوٹ	0.878	0.553	0.526
decorative	آرائشی	0.908	0.460	0.381
decorator	سجاوٹ	0.840	0.471	0.455
decorum	سجاوٹ	0.802	0.327	0.462
decoy	فیصلہ	0.149	0.460	0.330
decrease	کمی	0.125	0.360	0.267
decreased	کمی	0.224	0.271	0.170
decreasing	کمی	0.320	0.346	0.224
decree	فرمان	0.552	0.478	0.746
decrement	کمی	0.255	0.427	0.373
decrepit	کمی	0.156	0.490	0.225
decry	فیصلہ	0.400	0.814	0.548
decryption	ڈراپریشن	0.459	0.445	0.600
dedicate	وقف	0.823	0.431	0.588
dedication	وقف	0.867	0.471	0.682
deduce	کٹوتی	0.490	0.510	0.466
deduct	کٹوتی	0.355	0.330	0.412
deductible	کٹوتی	0.375	0.286	0.455
deduction	کٹوتی	0.438	0.462	0.527
deed	کام کرنا	0.520	0.320	0.592
deejay	deejay	0.551	0.630	0.473
deem	خیال	0.594	0.529	0.690
deep	گہری	0.490	0.473	0.657
deepen	گہری	0.625	0.530	0.776
deer	ہنر	0.583	0.375	0.292
defamation	افتتاحی	0.110	0.670	0.481
defamatory	افتتاحی	0.143	0.688	0.402
default	پہلے سے طے شدہ	0.459	0.343	0.712
defeat	شکست	0.092	0.500	0.224
defeated	شکست دی	0.104	0.582	0.145
defeatist	شکست دینے والا	0.163	0.567	0.315
defect	خرابی	0.135	0.561	0.185
defection	خرابی	0.146	0.594	0.330
defective	عیب دار	0.122	0.580	0.274
defector	دفاعی	0.163	0.696	0.286
defend	دفاع کرو	0.698	0.722	0.670
defendant	مدعا	0.250	0.710	0.491
defended	دفاعی	0.663	0.451	0.582
defender	محافظ	0.639	0.708	0.750
defending	دفاع	0.604	0.871	0.812
defense	دفاع	0.652	0.698	0.802
defenseless	دفاعی	0.143	0.357	0.105
defensible	دفاعی	0.740	0.509	0.593
defensive	دفاعی	0.542	0.640	0.678
defer	گزرنا	0.245	0.459	0.317
deference	دھن	0.510	0.396	0.447
deferral	لاتعداد	0.765	0.542	0.327
deferring	منتقلی	0.343	0.500	0.413
defiance	دفاعی	0.333	0.780	0.760
defiant	عیب دار	0.250	0.792	0.769
defibrillator	خرابی کا شکار	0.398	0.663	0.431
deficiency	کمی	0.073	0.373	0.179
deficient	کمی	0.240	0.464	0.132
deficit	خسارہ	0.358	0.500	0.269
define	کی وضاحت	0.688	0.415	0.632
defined	وضاحت کی	0.670	0.214	0.646
definite	خاص	0.708	0.292	0.741
definition	تعریف	0.573	0.375	0.579
definitive	مستند	0.583	0.479	0.787
deflate	جھگڑا	0.148	0.404	0.237
deflation	غفلت	0.287	0.536	0.407
deflect	جھگڑا	0.133	0.491	0.482
deflection	کفارہ	0.188	0.500	0.382
defloration	کفارہ	0.188	0.690	0.434
deform	اختر	0.112	0.654	0.284
deformed	بگاڑ دیا	0.198	0.435	0.308
deformity	اخترتی	0.160	0.569	0.241
defraud	کھوکھلی	0.175	0.635	0.314
defray	دفاعی	0.375	0.598	0.653
defrost	ٹھوس	0.427	0.317	0.389
deft	خالی	0.719	0.575	0.849
defunct	غلطی	0.112	0.491	0.272
defuse	خراب کرنا	0.167	0.480	0.430
defy	دفاع کرنا	0.353	0.884	0.657
degeneracy	اپنسیسی	0.143	0.720	0.298
degenerate	بدمعاش	0.069	0.724	0.264
degeneration	اپنانے	0.245	0.578	0.371
degradation	ہراساں کرنا	0.160	0.608	0.315
degrade	ڈراؤ	0.083	0.500	0.184
degraded	خراب ہے	0.167	0.433	0.205
degrading	بے حد	0.031	0.583	0.232
degree	ڈگری	0.724	0.365	0.663
dehydrated	خشک کردہ	0.310	0.685	0.212
dehydration	پانی کی کمی	0.188	0.472	0.259
dejected	خارج کر دیا	0.104	0.654	0.347
delay	تاخیر	0.204	0.510	0.162
delayed	تاخیر	0.188	0.490	0.216
delectable	منقولہ	0.781	0.642	0.718
delegate	وفد	0.612	0.491	0.658
delegation	وفد	0.562	0.431	0.609
delete	حذف کریں	0.292	0.298	0.409
deleterious	بے حد	0.297	0.725	0.440
deletion	حذف کرنا	0.062	0.506	0.462
deli	ڈیلی	0.561	0.448	0.447
deliberate	جان بوجھ کر	0.551	0.654	0.682
deliberation	بیان	0.561	0.678	0.596
deliberative	جان بوجھ کر	0.392	0.552	0.573
delicacy	خوشبو	0.812	0.279	0.336
delicate	نازک	0.583	0.294	0.366
delicatessen	delicatessen	0.656	0.474	0.400
delicious	مزیدار	0.927	0.650	0.589
delight	خوشی	0.949	0.666	0.647
delighted	خوشی ہوئی	0.938	0.664	0.685
delightful	خوشگوار	0.918	0.735	0.644
delineate	نازک	0.448	0.430	0.445
delineation	تشریح	0.521	0.402	0.314
delinquency	ڈیلانسٹی	0.135	0.860	0.508
delinquent	لاتعداد	0.051	0.904	0.500
delirious	پریشان	0.219	0.774	0.538
delirium	Delirium	0.233	0.694	0.484
deliver	فراہم کرو	0.583	0.370	0.582
deliverance	نجات	0.750	0.520	0.658
delivery	ترسیل	0.704	0.461	0.786
dell	ڈیل	0.458	0.380	0.453
delta	ڈیلٹا	0.551	0.343	0.509
delude	خوشگوار	0.143	0.627	0.353
deluge	گندگی	0.245	0.714	0.612
delusion	ڈیلژن	0.344	0.647	0.400
delusional	خوشگوار	0.219	0.745	0.327
deluxe	ڈیلکس	0.792	0.612	0.755
delve	ڈیلے	0.469	0.529	0.684
demand	مطالبہ	0.292	0.673	0.500
demanding	مطالبہ	0.396	0.750	0.828
demeaned	ختم ہوگیا	0.271	0.520	0.212
demeaning	گزرنا	0.104	0.645	0.308
demeanor	بدترین	0.633	0.433	0.657
demented	ڈرون	0.088	0.787	0.309
dementia	ڈیمنشیا	0.092	0.779	0.337
demise	موت	0.104	0.596	0.456
demo	ڈیمو	0.510	0.314	0.423
democracy	جمہوریت	0.680	0.500	0.840
democrat	جمہوریت	0.582	0.400	0.755
democratic	جمہوریت	0.802	0.519	0.798
demographic	ڈیموگرافک	0.459	0.356	0.594
demolish	تباہی	0.125	0.632	0.700
demolished	ختم ہوگیا	0.271	0.647	0.353
demolition	تباہی	0.133	0.827	0.541
demon	راکشس	0.037	0.908	0.509
demonic	شیطان	0.146	0.875	0.600
demonstrable	مظاہرین	0.735	0.471	0.749
demonstrate	ظاہر کرتے ہیں	0.771	0.552	0.839
demonstrated	مظاہرہ کیا	0.617	0.500	0.649
demonstrating	مظاہرین	0.698	0.571	0.693
demonstration	مظاہرین	0.551	0.676	0.679
demonstrative	مظاہرین	0.656	0.528	0.736
demonstrator	مظاہرین	0.520	0.598	0.733
demoralized	نمائش	0.082	0.590	0.149
demos	ڈیمو	0.418	0.370	0.368
demure	ڈیمچر	0.690	0.315	0.417
den	NO TRANSLATION	0.510	0.347	0.398
deniability	انکار	0.230	0.509	0.417
denial	انکار	0.194	0.435	0.318
denied	انکار کر دیا	0.188	0.604	0.333
denim	ڈینم	0.520	0.382	0.327
denomination	منفی	0.490	0.363	0.429
denominational	منفی	0.458	0.375	0.679
denominator	ڈینومٹر	0.450	0.410	0.613
denote	انکار	0.448	0.471	0.534
denounce	انکار	0.083	0.780	0.426
dense	گھنے	0.354	0.343	0.536
density	کثافت	0.602	0.471	0.561
dent	ڈینٹ	0.306	0.606	0.325
dental	دانتوں کا	0.573	0.404	0.463
dentist	دانتوں کا ڈاکٹر	0.479	0.620	0.642
dentistry	دندان سازی	0.429	0.570	0.569
dentists	دانتوں کا ڈاکٹر	0.364	0.600	0.582
denunciation	انکار	0.146	0.830	0.561
deny	انکار	0.316	0.667	0.321
denying	انکار	0.080	0.542	0.272
deodorant	ڈیوڈورٹ	0.480	0.265	0.269
depart	روانہ	0.398	0.480	0.444
departed	چلا گیا	0.245	0.536	0.391
department	شعبہ	0.708	0.358	0.642
departmental	محکمہ	0.612	0.422	0.446
departure	روانگی	0.573	0.500	0.426
depend	انحصار	0.388	0.429	0.358
dependable	قابل اعتماد	0.880	0.357	0.741
dependant	انحصار	0.357	0.404	0.451
dependence	انحصار	0.250	0.451	0.433
dependency	انحصار	0.429	0.365	0.356
dependent	انحصار	0.354	0.455	0.404
depict	دکھایا	0.663	0.529	0.723
depicting	دکھایا	0.490	0.566	0.602
depletion	کمی	0.153	0.370	0.236
deplorable	لاجواب	0.135	0.657	0.230
deplore	ڈیلپلور	0.135	0.575	0.373
deploy	تعیناتی	0.500	0.520	0.585
deployment	تعیناتی	0.510	0.520	0.612
deport	گزرنا	0.167	0.667	0.546
deportation	ہتھیار	0.104	0.786	0.450
depose	ذخیرہ کرنا	0.286	0.420	0.451
deposit	جمع کرنا	0.540	0.379	0.483
depositary	ذخیرہ	0.604	0.431	0.500
deposition	ذخیرہ	0.394	0.510	0.471
depository	ذخیرہ	0.551	0.373	0.481
depot	ڈپوٹ	0.635	0.255	0.471
depraved	خراب	0.031	0.837	0.395
depravity	دریافت	0.115	0.854	0.453
depreciate	ذلت کیجئے	0.270	0.623	0.445
depreciated	استحصال	0.135	0.672	0.250
depreciation	فرسودگی	0.143	0.571	0.386
depress	ڈپریشن	0.219	0.635	0.528
depressed	اداس	0.024	0.445	0.136
depressing	ڈپریشن	0.146	0.559	0.216
depression	ذہنی دباؤ	0.031	0.520	0.232
depressive	ڈپریشن	0.143	0.434	0.202
depresson	NO TRANSLATION	0.135	0.400	0.308
deprivation	محروم	0.194	0.610	0.413
deprive	محروم	0.271	0.591	0.340
deprived	محروم	0.354	0.506	0.536
depth	گہرائی	0.708	0.561	0.759
deputy	ڈپٹی	0.429	0.530	0.787
derail	ناگوار	0.108	0.802	0.375
deranged	خراب ہو گیا	0.376	0.868	0.357
derelict	غفلت	0.208	0.470	0.237
derision	نقطہ نظر	0.265	0.670	0.292
derivation	غصہ	0.521	0.519	0.644
derivative	مشتہر	0.541	0.491	0.508
derive	اخذ کردہ	0.396	0.324	0.360
dermal	ڈرمل	0.385	0.406	0.443
dermatologist	ڈرمیٹولوجسٹ	0.531	0.358	0.528
dermatology	ڈرماتولوجی	0.422	0.500	0.556
derogation	وجوہات	0.208	0.460	0.327
derogatory	ناجائز	0.122	0.580	0.404
descend	آدھا	0.385	0.535	0.231
descendant	نسل پرستی	0.684	0.420	0.625
descendent	NO TRANSLATION	0.391	0.480	0.565
descending	نیچے اترتے ہیں	0.219	0.493	0.250
descent	نسل	0.300	0.402	0.158
describe	بیان کریں	0.542	0.472	0.555
description	تفصیل	0.582	0.425	0.596
descriptive	وضاحتی	0.667	0.352	0.570
desecrate	بے حد	0.255	0.806	0.509
desecration	بیداری	0.125	0.833	0.564
desert	صحرا	0.469	0.279	0.389
deserted	ویران	0.156	0.480	0.214
deserter	deserter	0.122	0.710	0.366
desertion	ہراساں کرنا	0.122	0.630	0.289
deserve	مستحق	0.802	0.436	0.613
deserved	مستحق	0.781	0.582	0.689
deserving	مستحق	0.802	0.596	0.858
design	ڈیزائن	0.796	0.327	0.632
designate	نامزد	0.531	0.538	0.683
designated	نامزد	0.500	0.412	0.616
designation	نامزد	0.612	0.571	0.675
designed	ڈیزائن کیا	0.745	0.380	0.595
designer	ڈیزائنر	0.875	0.519	0.670
designing	ڈیزائن کرنا	0.792	0.355	0.552
desirability	خواہشات	0.684	0.550	0.675
desirable	مطلوبہ	0.740	0.735	0.750
desire	خواہش	0.896	0.692	0.647
desiring	خواہش مند	0.814	0.821	0.632
desirous	خواہش مند	0.719	0.824	0.562
desist	متنازعہ	0.220	0.358	0.291
desk	میز	0.510	0.135	0.422
desolate	بدمعاش	0.104	0.320	0.228
desolation	غفلت	0.073	0.481	0.273
despair	نا امید	0.115	0.794	0.245
despairing	نا امید	0.073	0.735	0.286
despatch	اچانک	0.448	0.400	0.613
desperado	desperado	0.260	0.745	0.361
desperate	بیتاب	0.083	0.842	0.337
desperation	ہراساں کرنا	0.125	0.904	0.419
despicable	ناجائز	0.146	0.710	0.255
despise	نفرت	0.167	0.745	0.296
despondent	ناجائز	0.133	0.378	0.221
despotic	نفرت	0.141	0.824	0.592
despotism	ناپسندی	0.255	0.696	0.620
dessert	میٹھی	0.755	0.491	0.404
destination	منزل	0.708	0.471	0.637
destined	قسمت	0.698	0.462	0.617
destiny	قسمت	0.781	0.413	0.611
destitute	غریب	0.130	0.451	0.222
destroy	تباہ	0.046	0.935	0.635
destroyed	تباہ ہوگیا	0.031	0.696	0.288
destroyer	تباہی	0.083	0.830	0.543
destroying	تباہ	0.041	0.828	0.660
destruct	تباہ	0.071	0.868	0.525
destruction	تباہی	0.102	0.929	0.613
destructive	تباہ کن	0.177	0.870	0.713
detach	توڑنا	0.357	0.625	0.450
detached	الگ الگ	0.280	0.396	0.216
detachment	ڈسپلے	0.243	0.700	0.443
detail	تفصیل	0.514	0.406	0.528
detailed	تفصیلی	0.603	0.314	0.472
details	تفصیلات	0.583	0.367	0.481
detain	کشیدگی	0.351	0.345	0.430
detainee	قیدی	0.306	0.510	0.321
detect	پتہ لگائیں	0.531	0.520	0.565
detectable	پتہ لگانے والا	0.479	0.539	0.649
detection	پتہ لگانا	0.708	0.567	0.538
detective	جاسوسی	0.500	0.764	0.901
detector	آلہ	0.459	0.630	0.724
detention	حراستی	0.265	0.698	0.562
deter	روکنا	0.344	0.537	0.567
detergent	ڈٹرجنٹ	0.458	0.304	0.426
deteriorate	خراب ہے	0.083	0.471	0.202
deteriorated	خراب ہوگیا	0.053	0.549	0.237
deteriorating	خراب ہے	0.104	0.459	0.112
deterioration	خرابی	0.130	0.512	0.283
determinable	قابل اعتماد	0.625	0.565	0.723
determinate	فیصلہ کرو	0.630	0.314	0.772
determination	تعین	0.776	0.725	0.795
determine	تعین کریں	0.612	0.368	0.776
determined	یہ تعین	0.760	0.528	0.673
deterrent	عبرت	0.292	0.461	0.385
detest	جاننا	0.083	0.800	0.492
detestation	تنصیب	0.177	0.637	0.412
detonate	دھماکہ	0.375	0.850	0.696
detonation	دھماکہ	0.167	0.931	0.741
detonator	دھماکہ خیز مواد	0.207	0.875	0.750
detour	ڈراور	0.398	0.539	0.309
detract	کشیدگی	0.344	0.438	0.368
detriment	نفرت	0.281	0.538	0.263
detrimental	نقصان دہ	0.203	0.679	0.387
detritus	ڈٹرتس	0.276	0.353	0.363
deuce	ڈسکو	0.479	0.338	0.425
deutschmark	ڈچچمارک	0.439	0.431	0.509
devalued	منایا	0.321	0.462	0.212
devastate	تباہ کن	0.021	0.796	0.509
devastated	تباہ کن	0.120	0.544	0.264
devastating	تباہ کن	0.104	0.856	0.419
devastation	تباہی	0.090	0.904	0.472
develop	تیار کریں	0.771	0.670	0.821
developer	ڈویلپر	0.844	0.653	0.864
developing	ترقی پذیر	0.833	0.587	0.714
development	ترقی	0.827	0.500	0.796
deviant	گمراہ	0.094	0.589	0.398
deviate	انحراف	0.173	0.562	0.269
deviating	توڑنا	0.354	0.634	0.536
deviation	انحراف	0.105	0.513	0.336
device	آلہ	0.562	0.404	0.627
devil	شیطان	0.161	0.900	0.611
deviled	باطل	0.347	0.559	0.358
devilish	شیطان	0.073	0.865	0.490
devious	متضاد	0.250	0.519	0.259
devise	ویسا	0.551	0.557	0.670
devoid	خالی	0.219	0.436	0.300
devolution	بہاؤ	0.345	0.434	0.425
devolve	بولو	0.367	0.427	0.596
devote	وقف	0.802	0.490	0.642
devoted	وقف	0.867	0.320	0.698
devotee	بیوٹی	0.816	0.461	0.577
devotion	عقیدت	0.802	0.561	0.673
devotional	عقیدت	0.740	0.394	0.655
devour	کھا	0.344	0.888	0.574
devout	عقیدت	0.620	0.357	0.464
dew	اوہ	0.604	0.225	0.464
dexter	ڈسٹرٹر	0.458	0.473	0.444
dexterity	بے حد	0.771	0.673	0.864
dextrose	ڈیکروسو	0.333	0.402	0.323
diabetes	ذیابیطس	0.051	0.472	0.279
diabetic	ذیابیطس	0.125	0.269	0.237
diabolical	شیطان	0.102	0.912	0.456
diagnose	تشخیص	0.378	0.520	0.714
diagnosis	تشخیص	0.571	0.500	0.819
diagnostic	تشخیصی	0.417	0.483	0.635
diagnostics	تشخیصی	0.540	0.440	0.750
diagonal	اختیاری	0.500	0.343	0.410
diagram	ڈایاگرام	0.562	0.357	0.445
dial	ڈائل	0.620	0.427	0.596
dialect	زبان	0.635	0.422	0.526
dialectic	ڈائلیکک	0.510	0.540	0.638
dialogue	بات چیت	0.599	0.441	0.625
dialysis	ڈائلیزیز	0.194	0.567	0.407
diameter	قطر	0.427	0.298	0.483
diamond	ہیرے	0.910	0.606	0.769
diamonds	ہیرے	0.927	0.684	0.917
diaper	ڈایپر	0.409	0.274	0.155
diaphragm	ڈایافرام	0.459	0.337	0.517
diarrhea	اسہال	0.092	0.684	0.143
diarrhoea	اسہال	0.038	0.692	0.250
diary	ڈائری	0.698	0.292	0.464
diatribe	ڈائری	0.354	0.569	0.409
dib	NO TRANSLATION	0.479	0.370	0.344
dibs	ڈیوس	0.510	0.410	0.391
dice	نرد	0.458	0.441	0.264
dicey	ڈکی	0.290	0.833	0.727
dichotomous	ڈیوٹیومس	0.365	0.452	0.538
dichotomy	ڈیوکوٹومی	0.323	0.482	0.483
dick	ڈک	0.208	0.500	0.462
dickhead	dickhead	0.115	0.608	0.284
dicks	کاک	0.310	0.694	0.358
dictate	حکم دیں	0.480	0.423	0.668
dictation	املا	0.255	0.378	0.627
dictator	آمر	0.073	0.760	0.862
dictatorial	آمریت	0.204	0.770	0.840
dictatorship	آمریت	0.082	0.806	0.784
diction	ڈانس	0.439	0.373	0.679
dictionary	لغت	0.620	0.250	0.598
dictum	NO TRANSLATION	0.385	0.510	0.528
didactic	غیر جانبدار	0.645	0.480	0.673
diddle	ڈاپل	0.429	0.566	0.393
die	NO TRANSLATION	0.031	0.765	0.259
died	مر گیا	0.021	0.650	0.327
diesel	ڈیزل	0.490	0.327	0.448
diet	غذا	0.429	0.235	0.398
dietary	غذائیت	0.551	0.220	0.261
differ	مختلف	0.230	0.398	0.396
difference	فرق	0.474	0.560	0.483
differences	اختلافات	0.365	0.582	0.342
different	مختلف	0.612	0.394	0.473
differential	فرق	0.520	0.378	0.535
differentiation	تفرق	0.367	0.561	0.535
differently	مختلف	0.480	0.431	0.506
differing	مختلف	0.418	0.410	0.455
difficult	مشکل	0.235	0.700	0.508
difficulties	مشکلات	0.082	0.784	0.357
difficulty	مشکل	0.079	0.740	0.368
diffuse	پھیلا ہوا	0.430	0.431	0.321
diffusion	دریافت	0.356	0.615	0.517
dig	NO TRANSLATION	0.367	0.585	0.637
digest	ہضم	0.720	0.413	0.483
digestion	ہضم	0.531	0.410	0.455
digestive	ہضم	0.542	0.413	0.434
digit	عدد	0.447	0.286	0.333
digital	ڈیجیٹل	0.740	0.382	0.529
dignified	وقار	0.766	0.481	0.635
dignify	وقار	0.854	0.588	0.735
dignity	وقار	0.844	0.391	0.873
digress	ہک	0.271	0.625	0.411
digs	NO TRANSLATION	0.448	0.670	0.635
dike	NO TRANSLATION	0.360	0.384	0.490
