Word	Maori-mi	Valence	Arousal	Dominance
brooding	te whakatairanga	0.327	0.367	0.333
brook	awa	0.594	0.347	0.412
broom	he hupa	0.385	0.154	0.302
broomstick	broomstick	0.410	0.265	0.227
broth	te hupa	0.500	0.245	0.168
brothel	whare karakia	0.255	0.886	0.418
brother	teina	0.823	0.361	0.546
brotherhood	teina	0.990	0.471	0.760
brotherly	teina	0.865	0.306	0.596
brow	mata	0.562	0.311	0.481
brown	parauri	0.396	0.202	0.293
brownstone	parauri	0.559	0.423	0.439
browse	tirotirohia	0.635	0.750	0.592
brrr	paraoa	0.373	0.540	0.282
bruise	pakaru	0.133	0.640	0.474
bruising	pakaru	0.084	0.520	0.422
brunch	brunch	0.406	0.363	0.343
brunette	parauri	0.802	0.528	0.529
brunt	Tuhinga o mua	0.204	0.750	0.349
brush	paraihe	0.490	0.265	0.186
brutal	kino	0.122	0.882	0.643
brutality	kino	0.122	0.832	0.571
brute	Tuhinga o mua	0.115	0.547	0.379
brutish	poauau	0.270	0.837	0.588
bubble	mirumiru	0.774	0.213	0.364
bubbling	pupuhi	0.500	0.438	0.384
bubbly	mirumiru	0.698	0.608	0.462
bubonic	miriona	0.280	0.530	0.394
buck	Tuhinga	0.677	0.577	0.720
buckaroo	buckaroo	0.448	0.469	0.479
bucket	peere	0.408	0.167	0.336
buckle	taputapu	0.416	0.373	0.361
buckled	ka whakairia	0.427	0.358	0.439
bucko	bucko	0.439	0.455	0.465
buckshot	buckshot	0.255	0.740	0.322
buckwheat	buckwheat	0.490	0.471	0.434
bud	pihi	0.460	0.402	0.333
buddha	buddha	0.690	0.198	0.604
buddhism	Tuhinga o mua	0.510	0.115	0.673
buddhist	Tuhinga o mua	0.570	0.182	0.481
budding	pupuhi	0.490	0.500	0.355
buddy	hoa	0.884	0.585	0.655
budge	pupuhi	0.719	0.755	0.543
budget	pūtea	0.643	0.396	0.731
buff	Tuhinga	0.561	0.425	0.361
buffalo	buffalo	0.469	0.528	0.527
buffer	tarai	0.520	0.474	0.350
buffering	Tuhinga o mua	0.479	0.468	0.381
buffet	kati	0.656	0.546	0.519
buffoon	buffoon	0.344	0.651	0.290
bug	bug	0.286	0.500	0.246
bugaboo	Tuhinga	0.439	0.491	0.441
bugged	ka whakairia	0.561	0.439	0.500
bugger	bugger	0.312	0.627	0.474
buggy	Tuhinga	0.500	0.509	0.327
bugle	pupuhi	0.479	0.588	0.391
bugler	kapi	0.542	0.540	0.393
build	hanga	0.771	0.546	0.806
builder	kaihanga	0.660	0.642	0.701
building	whare	0.705	0.288	0.673
buildings	whare	0.582	0.380	0.552
buildup	buildup	0.490	0.509	0.623
bulb	pupuhi	0.562	0.208	0.300
bulbous	Tuhinga	0.390	0.442	0.430
bulge	pupuhi	0.260	0.487	0.400
bulimic	nui	0.092	0.570	0.373
bulk	nui	0.469	0.413	0.509
bulkhead	Tuhinga	0.312	0.425	0.402
bulky	nui	0.427	0.591	0.750
bull	puru	0.521	0.640	0.644
bulldog	Tuhinga o mua	0.494	0.650	0.530
bulldozer	kaiwhakawhanake	0.459	0.549	0.643
bullet	Tuhinga	0.408	0.794	0.634
bulletin	Tuhinga	0.573	0.294	0.361
bulletproof	Tuhinga	0.750	0.721	0.779
bullfighter	puru	0.448	0.794	0.664
bullfrog	purufrog	0.344	0.481	0.422
bullheaded	ka poipoia	0.229	0.740	0.516
bullhorn	puruhorn	0.510	0.653	0.736
bullion	bullion	0.693	0.558	0.729
bullock	puru	0.281	0.402	0.375
bullpen	kapi	0.480	0.549	0.500
bullshit	puru	0.042	0.676	0.183
bully	pupuhi	0.257	0.755	0.564
bulwark	Tuhinga	0.551	0.552	0.675
bum	Tuhinga	0.281	0.451	0.155
bumblebee	bumblebee	0.469	0.493	0.321
bummed	ka whakairia	0.296	0.430	0.227
bummer	pupuhi	0.163	0.500	0.267
bump	Tuhinga o mua	0.286	0.458	0.368
bumper	Tuhinga o mua	0.385	0.573	0.518
bumpy	pupuhi	0.306	0.683	0.419
bun	NO TRANSLATION	0.424	0.306	0.268
bunch	paihere	0.552	0.358	0.473
bundle	paihere	0.510	0.343	0.434
bungalow	taunga	0.562	0.352	0.406
bungee	Tuhinga o mua	0.637	0.545	0.327
bunghole	bunghole	0.286	0.426	0.396
bunion	Tuhinga	0.276	0.340	0.290
bunk	moenga	0.438	0.332	0.339
bunker	Tuhinga o mua	0.375	0.673	0.773
bunkhouse	whare moenga	0.470	0.414	0.407
bunny	Tuhinga o mua	0.740	0.325	0.194
bunt	Tuhinga	0.417	0.422	0.349
buoy	Tuhinga	0.562	0.280	0.284
buoyancy	buoyancy	0.625	0.373	0.538
buoyant	Tuhinga	0.625	0.441	0.497
bur	Tuhinga o mua	0.385	0.353	0.314
burden	Tuhinga	0.367	0.583	0.697
burdened	ka taimaha	0.429	0.519	0.565
burdensome	he taimaha	0.229	0.696	0.419
bureau	tari	0.562	0.373	0.618
bureaucracy	Tuhinga	0.380	0.578	0.740
bureaucrat	Tuhinga o mua	0.208	0.519	0.598
bureaucratic	Tuhinga	0.280	0.630	0.573
burger	putea	0.688	0.568	0.398
burglar	pakaru	0.050	0.769	0.404
burglary	pakaru	0.146	0.918	0.543
burial	tanumanga	0.203	0.577	0.333
buried	tanumia	0.133	0.530	0.370
burke	pakaru	0.466	0.441	0.451
burlap	pakaru	0.429	0.462	0.411
burlesque	Tuhinga o mua	0.327	0.615	0.343
burly	pakaru	0.562	0.650	0.750
burn	wera	0.219	0.783	0.509
burned	wera	0.163	0.603	0.347
burner	tahu	0.296	0.816	0.446
burning	tahu	0.229	0.760	0.412
burnished	kua wera	0.520	0.580	0.464
burnout	wera	0.219	0.445	0.240
burnt	tahu	0.082	0.713	0.356
burp	pakaru	0.219	0.594	0.432
burr	Tuhinga o mua	0.390	0.426	0.308
burrito	burrito	0.688	0.294	0.166
burro	NO TRANSLATION	0.400	0.356	0.318
burrow	pakaru	0.438	0.280	0.355
bursary	putea	0.729	0.462	0.571
burst	pakaru	0.156	0.894	0.845
bury	tanu	0.077	0.571	0.346
bus	pahi	0.407	0.411	0.400
busboy	potae	0.510	0.453	0.441
bush	ngahere	0.413	0.220	0.315
bushel	Tuhinga o mua	0.417	0.387	0.368
bushy	pupuhi	0.562	0.321	0.427
business	pakihi	0.688	0.569	0.755
business man	NO TRANSLATION	0.530	0.598	0.933
businessman	kaihokohoko	0.653	0.510	0.802
businesswoman	wahine pakihi	0.719	0.500	0.764
busload	papa pahi	0.561	0.481	0.492
buss	Tuhinga o mua	0.469	0.500	0.391
bust	pupuhi	0.520	0.500	0.420
busted	ka mutu	0.204	0.676	0.345
buster	Tuhinga	0.469	0.491	0.483
bustle	Tuhinga o mua	0.347	0.814	0.445
bustling	pupuhi	0.490	0.850	0.528
busy	mahi	0.402	0.500	0.474
busybody	te tangata	0.255	0.634	0.472
butane	engariane	0.442	0.483	0.380
butcher	kapi	0.500	0.575	0.608
butler	kaipara	0.469	0.225	0.438
butt	Tuhinga	0.347	0.725	0.336
butter	pata	0.650	0.292	0.202
buttercup	te pata pata	0.562	0.482	0.422
butterfly	papaki	0.892	0.327	0.314
buttermilk	te pata pata	0.633	0.311	0.304
butterscotch	Tuhinga o mua	0.708	0.510	0.356
buttery	potae	0.625	0.318	0.303
buttock	Tuhinga	0.429	0.600	0.288
buttocks	Tuhinga o mua	0.458	0.677	0.365
button	pātene	0.520	0.220	0.343
buttress	Tuhinga o mua	0.438	0.684	0.721
buxom	buxom	0.562	0.719	0.547
buy	hoko	0.771	0.769	0.612
buyer	kaihoko	0.613	0.519	0.649
buying	hoko	0.665	0.784	0.589
buzz	buzz	0.333	0.686	0.375
buzzard	pakanga	0.350	0.500	0.225
buzzed	pania	0.583	0.549	0.448
buzzer	buzzer	0.549	0.716	0.480
buzzing	pupuhi	0.430	0.588	0.370
bye	Tuhinga o mua	0.375	0.398	0.321
bygone	bygone	0.229	0.310	0.315
bylaw	ture	0.469	0.373	0.725
byline	raina	0.469	0.450	0.435
bypass	haere	0.429	0.418	0.353
bystander	e tu ana	0.480	0.462	0.491
byte	parita	0.490	0.380	0.407
byzantine	byzantine	0.546	0.443	0.492
cab	kāpene	0.438	0.490	0.421
cabal	Tuhinga o mua	0.500	0.406	0.573
cabana	katana	0.698	0.296	0.407
cabaret	cabaret	0.677	0.656	0.482
cabbage	kāpeti	0.398	0.225	0.264
cabbie	kāpene	0.521	0.417	0.429
cabernet	cabernet	0.543	0.420	0.480
cabin	whare noho	0.643	0.292	0.430
cabinet	kaitohutohu	0.552	0.306	0.465
cable	taura	0.583	0.245	0.434
caboodle	caboodle	0.529	0.521	0.325
caboose	caboose	0.440	0.453	0.438
cabriolet	Tuhinga o mua	0.667	0.525	0.472
cache	huna	0.552	0.348	0.389
cacophony	mahi	0.408	0.562	0.440
cactus	cactus	0.439	0.412	0.284
cad	cad	0.447	0.406	0.404
cadaver	kairangahau	0.030	0.690	0.260
caddie	NO TRANSLATION	0.521	0.435	0.259
caddy	Tuhinga	0.580	0.470	0.380
cadence	raupapa	0.427	0.473	0.355
cadet	cadet	0.504	0.393	0.664
cafe	cafe	0.781	0.392	0.358
cafeteria	cafeteria	0.757	0.400	0.382
caffeine	kawhe	0.562	0.759	0.500
cage	whare herehere	0.316	0.333	0.352
cagey	Tuhinga o mua	0.542	0.363	0.582
cahoots	potae	0.312	0.696	0.474
cairn	Tuhinga o mua	0.260	0.435	0.254
cake	keke	0.810	0.375	0.287
cakewalk	keke	0.719	0.510	0.447
calamari	karama	0.521	0.312	0.406
calamitous	kino	0.219	0.685	0.500
calamity	kino	0.122	0.795	0.343
calcareous	kaitiaki	0.490	0.368	0.462
calcium	konupūmā	0.600	0.346	0.479
calculate	tātaitia	0.490	0.452	0.440
calculated	ka tohua	0.633	0.425	0.683
calculating	te tātai	0.458	0.430	0.625
calculation	te tatauranga	0.646	0.453	0.606
calculator	te tataura	0.513	0.283	0.588
calculus	Tuhinga	0.360	0.360	0.562
calendar	maramataka	0.480	0.212	0.473
calender	NO TRANSLATION	0.531	0.275	0.451
calf	kuao kau	0.531	0.366	0.336
caliber	taatau	0.429	0.551	0.606
calibrate	whakatikatika	0.552	0.460	0.623
calico	kirika	0.406	0.338	0.491
calipers	kaukau	0.480	0.510	0.481
calisthenics	te koiora	0.562	0.663	0.545
call	karanga	0.594	0.627	0.558
callback	piiraa	0.524	0.529	0.434
caller	kaituku	0.646	0.615	0.472
calligraphy	calligraphy	0.620	0.216	0.500
calling	karanga	0.646	0.590	0.483
callous	whakapehapeha	0.245	0.500	0.386
calls	piiraa	0.608	0.431	0.551
calm	marino	0.875	0.100	0.282
calming	te mahana	0.885	0.105	0.360
calmness	te marino	0.934	0.105	0.394
caloric	caloric	0.327	0.483	0.448
calorie	kapoka	0.333	0.540	0.427
calorimeter	calorimeter	0.406	0.560	0.414
cam	cam	0.448	0.363	0.355
camaraderie	Tuhinga	0.833	0.510	0.648
camber	kamera	0.430	0.382	0.439
camcorder	camcorder	0.556	0.422	0.454
camel	kamera	0.540	0.282	0.314
cameo	cameo	0.573	0.457	0.509
camera	kāmera	0.640	0.288	0.379
cameraman	kamera	0.542	0.452	0.542
camisole	camisole	0.497	0.250	0.375
camouflage	whakahou	0.438	0.585	0.450
camouflaged	NO TRANSLATION	0.350	0.422	0.562
camp	puni	0.622	0.617	0.594
campaign	pakanga	0.602	0.730	0.823
campaigner	kaiwhaiwhai	0.592	0.698	0.821
campaigning	whakaeke	0.531	0.663	0.741
camper	kauhoe	0.573	0.529	0.482
campfire	te waahi puni	0.677	0.509	0.436
camping	te puni	0.653	0.529	0.480
campsite	puni	0.680	0.490	0.547
campus	kura	0.604	0.388	0.519
can	ka taea	0.662	0.360	0.454
can opener	ka taea te whakatuwhera	0.444	0.491	0.308
canal	awa	0.673	0.259	0.321
canary	canary	0.582	0.276	0.265
cancel	whakakore	0.214	0.306	0.368
canceling	whakakore	0.229	0.470	0.349
cancellation	whakakore	0.224	0.431	0.389
cancer	mate pukupuku	0.052	0.694	0.529
candid	Tuhinga	0.667	0.349	0.458
candidacy	Tuhinga	0.490	0.657	0.696
candidate	kaitono	0.596	0.490	0.804
candied	Tuhinga o mua	0.713	0.330	0.360
candle	rama	0.602	0.221	0.344
candlelight	rama rama	0.789	0.294	0.417
candles	rama	0.615	0.206	0.268
candlestick	rama rama	0.448	0.531	0.534
candor	Tuhinga o mua	0.740	0.389	0.607
candy	Tuhinga	0.930	0.425	0.384
cane	tiihi	0.459	0.298	0.398
canine	tiine	0.573	0.569	0.425
canister	kaitautoko	0.553	0.271	0.403
canker	pakaru	0.262	0.469	0.427
cannabis	cannabis	0.271	0.500	0.564
canned	tipu	0.398	0.357	0.298
cannibal	cannibal	0.122	0.824	0.480
cannibalism	te tipu	0.094	0.890	0.583
canning	te tipu	0.490	0.392	0.259
cannon	whara	0.529	0.676	0.811
cannonball	cannonball	0.344	0.840	0.759
canoe	waka	0.542	0.300	0.418
canon	tīwae	0.385	0.519	0.541
canonical	ka taea	0.542	0.410	0.620
canons	canons	0.385	0.588	0.593
canopy	parepare	0.615	0.264	0.398
cantaloupe	cantaloupe	0.592	0.212	0.276
cantbreathe	NO TRANSLATION	0.284	0.667	0.375
canteen	wharekai	0.688	0.600	0.514
canterbury	Canterbury	0.582	0.438	0.510
canthandleit	NO TRANSLATION	0.354	0.613	0.354
cantilever	kapi	0.357	0.618	0.421
cantina	Tuhinga	0.646	0.612	0.380
canto	NO TRANSLATION	0.776	0.461	0.554
canton	canton	0.542	0.472	0.536
cantstandit	NO TRANSLATION	0.418	0.546	0.343
cantwin	cantwin	0.260	0.509	0.298
canvas	whao	0.719	0.090	0.364
canvass	NO TRANSLATION	0.675	0.356	0.397
canyon	awaawa	0.468	0.731	0.634
cap	potae	0.612	0.240	0.375
capability	āheinga	0.833	0.571	0.730
capable	kaha	0.765	0.587	0.547
capacity	te kaha	0.719	0.411	0.806
cape	Tuhinga	0.531	0.235	0.357
caper	kape	0.510	0.370	0.326
capillary	capillary	0.469	0.365	0.395
capital	whakapaipai	0.520	0.500	0.798
capitalism	capitalism	0.448	0.686	0.848
capitalist	kaporeihana	0.352	0.577	0.821
capitalize	whakanui	0.771	0.601	0.885
capitals	upoko	0.755	0.500	0.655
capitation	whakapoke	0.479	0.529	0.589
capitol	capitol	0.535	0.375	0.705
capitulation	Tuhinga	0.375	0.546	0.615
cappuccino	cappuccino	0.792	0.279	0.384
caprice	Tuhinga	0.333	0.640	0.430
capricious	whakahirahira	0.221	0.650	0.500
caps	potae	0.510	0.221	0.368
capslock	poraka	0.330	0.394	0.398
capsule	capsule	0.583	0.290	0.570
captain	rangatira	0.552	0.653	0.966
caption	tapanga	0.814	0.292	0.379
captivate	ka kaha	0.698	0.604	0.723
captivating	ka whakanuia	0.895	0.594	0.816
captive	herehere	0.235	0.558	0.411
captivity	whakarau	0.225	0.493	0.387
captor	kapi	0.347	0.625	0.612
capture	hopu	0.357	0.650	0.537
car	motokā	0.776	0.540	0.500
caramel	Karamere	0.901	0.363	0.400
carat	carat	0.823	0.604	0.676
caravan	Tuhinga o mua	0.635	0.559	0.455
carbon	karauna	0.604	0.360	0.350
carburetor	carburetor	0.469	0.612	0.555
carcass	tinana	0.115	0.529	0.309
carcinoma	carcinoma	0.153	0.692	0.440
card	kāri	0.531	0.269	0.436
cardboard	pepa	0.500	0.173	0.309
cardiac	mate pukupuku	0.344	0.765	0.615
cardigan	cardigan	0.599	0.324	0.264
cardinal	Tuhinga	0.583	0.358	0.712
cardiologist	hinengaro	0.458	0.630	0.814
cardiology	hauora	0.203	0.545	0.605
cardiomyopathy	cardiomyopathy	0.177	0.645	0.537
cards	kāri	0.568	0.317	0.320
care	tiaki	0.729	0.370	0.500
career	mahi	0.740	0.712	0.606
carefree	kaore	0.755	0.220	0.500
careful	kia tupato	0.625	0.538	0.530
carefully	āta	0.698	0.330	0.544
careless	kaore	0.255	0.431	0.125
carelessness	te kore whakaaro	0.245	0.482	0.330
caress	takahi	0.833	0.418	0.509
caret	kaitiaki	0.656	0.402	0.527
caretaker	kaitiaki	0.714	0.531	0.759
cargo	uta	0.408	0.444	0.455
caribou	caribou	0.562	0.452	0.342
caricature	caricature	0.604	0.373	0.383
caries	caries	0.115	0.569	0.283
caring	tiaki	0.635	0.469	0.500
carjack	carjack	0.438	0.682	0.439
carnage	Tuhinga o mua	0.406	0.600	0.558
carnal	tinana	0.417	0.679	0.421
carnation	taaka	0.653	0.357	0.431
carnival	te oranga	0.927	0.888	0.555
carnivorous	carnivorous	0.224	0.613	0.651
carol	hika	0.673	0.412	0.436
carols	kupuhau	0.847	0.420	0.491
carousel	carousel	0.704	0.500	0.412
carp	carp	0.531	0.324	0.375
carpal	carpal	0.449	0.327	0.420
carpenter	kamura	0.521	0.550	0.519
carpentry	te whakairo	0.561	0.459	0.518
carpet	taputapu	0.520	0.170	0.339
carpeting	taputapu	0.542	0.312	0.444
carpool	whakawhiti	0.625	0.509	0.500
carriage	waka	0.650	0.538	0.491
carried	kawe	0.490	0.382	0.534
carrier	kawe	0.533	0.588	0.638
carrot	kāreti	0.500	0.235	0.279
carry	kawe	0.635	0.380	0.500
carrying	kawe	0.656	0.557	0.443
carsick	carsick	0.224	0.574	0.255
cart	kata	0.520	0.344	0.388
carte	NO TRANSLATION	0.592	0.320	0.274
cartel	Tuhinga o mua	0.438	0.394	0.602
carter	carter	0.312	0.480	0.431
cartilage	te whakairo	0.438	0.370	0.407
cartographic	mahere	0.490	0.348	0.424
cartography	Tuhinga o mua	0.520	0.300	0.579
carton	Tuhinga o mua	0.286	0.186	0.241
cartoon	pikitia	0.867	0.471	0.387
cartouche	NO TRANSLATION	0.427	0.458	0.450
cartridge	porohita	0.458	0.500	0.407
carve	whakairo	0.469	0.443	0.598
carver	kaituhi	0.418	0.500	0.500
carving	whakairo	0.541	0.444	0.368
cascade	huringa	0.735	0.509	0.395
case	Tuhinga	0.427	0.275	0.441
casein	casein	0.470	0.436	0.415
cash	moni	0.867	0.552	0.714
cashier	nama	0.615	0.413	0.484
cashmere	moni	0.653	0.452	0.439
casing	te whakaeke	0.458	0.327	0.328
casino	kainora	0.542	0.684	0.568
cask	Tuhinga	0.490	0.398	0.444
casket	koroke	0.125	0.490	0.346
casserole	Tuhinga o mua	0.570	0.360	0.328
cassette	karapu	0.490	0.334	0.355
cast	maka	0.558	0.620	0.517
castaway	Tuhinga	0.208	0.646	0.422
caste	Tuhinga	0.510	0.333	0.374
caster	kapi	0.604	0.670	0.647
castle	whare	0.680	0.396	0.718
castor	Tuhinga o mua	0.583	0.337	0.368
castrate	Tuhinga o mua	0.177	0.485	0.519
castration	castration	0.198	0.735	0.381
casual	whakaheke	0.643	0.224	0.385
casually	kaore he	0.658	0.290	0.333
casualty	mate	0.235	0.274	0.132
cat	ngeru	0.667	0.260	0.370
catabolism	te catabolism	0.265	0.573	0.605
catalog	pukapuka	0.561	0.221	0.573
catalogue	pukapuka	0.647	0.327	0.533
catalysis	te urupare	0.385	0.559	0.531
catalyst	Tuhinga	0.604	0.509	0.585
catalytic	catalytic	0.562	0.519	0.563
catamaran	catamaran	0.571	0.566	0.526
catapult	Tuhinga	0.480	0.830	0.649
cataract	whakaheke	0.406	0.545	0.549
catastrophe	he parekura	0.146	0.952	0.670
catastrophic	whara	0.071	0.934	0.598
catatonic	koha	0.255	0.500	0.509
catch	hopu	0.531	0.437	0.552
catcher	hopu	0.653	0.413	0.540
catching	hopu	0.490	0.788	0.644
catchphrase	kupuhipa	0.698	0.423	0.433
catchy	hopu	0.677	0.441	0.462
catechism	Tuhinga o mua	0.656	0.236	0.613
categorical	Tuhinga	0.615	0.442	0.760
category	kāwai	0.571	0.264	0.521
cater	whakatutuki	0.802	0.500	0.509
caterer	kaihoko	0.550	0.557	0.644
caterpillar	te anuhe	0.461	0.286	0.330
cates	Tuhinga	0.370	0.394	0.407
catfish	koha	0.458	0.337	0.296
cathartic	Tuhinga o mua	0.450	0.510	0.604
cathedral	whare karakia	0.598	0.330	0.643
catheter	kati	0.336	0.491	0.373
catholic	Katorika	0.646	0.240	0.575
cathouse	whare	0.327	0.375	0.363
catnip	catnip	0.439	0.381	0.296
cattle	kararehe	0.622	0.340	0.445
catwalk	catwalk	0.698	0.436	0.464
caucus	Tuhinga	0.418	0.311	0.491
caudal	Tuhinga o mua	0.500	0.425	0.583
cauldron	Tuhinga o mua	0.510	0.486	0.418
cauliflower	kareparāoa	0.448	0.255	0.231
caulk	Tuhinga	0.367	0.500	0.418
causal	Tuhinga	0.562	0.367	0.491
causality	Tuhinga	0.500	0.378	0.336
causation	Tuhinga	0.562	0.480	0.567
cause	take	0.469	0.373	0.486
caused	meinga	0.344	0.520	0.382
causeway	Tuhinga	0.453	0.382	0.422
caution	whakatupato	0.552	0.712	0.547
cautionary	whakatupato	0.510	0.541	0.519
cautious	kia tupato	0.470	0.445	0.517
cautiously	āta whakaaro	0.510	0.388	0.525
cavalier	Tuhinga ka whai mai	0.735	0.462	0.713
cavalry	kaieke hoiho	0.667	0.727	0.794
cave	ana	0.459	0.333	0.380
caveat	te whakamaara	0.344	0.629	0.484
caveman	kaihoko	0.235	0.644	0.482
cavern	poka	0.323	0.360	0.365
cavernous	cavernous	0.354	0.548	0.462
caviar	caviar	0.906	0.394	0.481
caving	kohi	0.378	0.491	0.551
cavity	waahi	0.466	0.385	0.379
cayenne	cayenne	0.615	0.306	0.355
cease	mutu	0.388	0.250	0.420
ceasefire	mutu te ahi	0.542	0.594	0.567
ceaseless	mutu	0.378	0.704	0.658
cedar	hita	0.560	0.267	0.577
cede	Tuhinga o mua	0.275	0.327	0.402
ceiling	tuanui	0.520	0.224	0.366
celebrant	whakanui	0.865	0.656	0.643
celebrate	whakanui	0.917	0.857	0.859
celebrated	whakanui	0.875	0.690	0.763
celebrating	whakanui	0.927	0.860	0.773
celebration	whakanui	0.939	0.824	0.880
celebrations	whakanui	0.958	0.794	0.714
celebratory	whakanui	0.857	0.653	0.845
celebrity	rongonui	0.760	0.619	0.855
celery	herewi	0.396	0.147	0.223
celestial	taarata	0.817	0.360	0.731
celibacy	Tuhinga	0.302	0.276	0.509
celibate	whakaheke	0.419	0.387	0.391
cell	pūtau	0.541	0.375	0.465
cellar	puhera	0.510	0.277	0.406
cellblock	pūkoro	0.186	0.570	0.500
cellist	pukupuku	0.667	0.500	0.486
cellmate	te kaitautoko	0.167	0.684	0.349
cello	koiora	0.635	0.324	0.528
cellophane	Tuhinga o mua	0.648	0.282	0.289
cellular	pūtau	0.643	0.398	0.517
cellulite	cellulite	0.200	0.384	0.256
celluloid	celluloid	0.469	0.440	0.425
cement	ciment	0.544	0.265	0.527
cemented	ka tohua	0.429	0.382	0.537
cemetery	urupa	0.051	0.630	0.417
censor	pene	0.344	0.276	0.538
censorship	whakatikatika	0.219	0.698	0.421
censure	Tuhinga o mua	0.219	0.653	0.417
census	tatauranga	0.449	0.289	0.553
cent	pene	0.439	0.367	0.402
centenary	centenary	0.604	0.440	0.642
centennial	rau tau	0.583	0.394	0.700
center	pokapū	0.643	0.231	0.431
centerfold	pokapū pokapū	0.571	0.407	0.485
centerpiece	Tuhinga	0.594	0.208	0.520
centimeter	centimeter	0.427	0.280	0.380
centipede	Tuhinga o mua	0.296	0.399	0.361
central	pokapū	0.640	0.356	0.621
centrality	pokapū	0.571	0.312	0.709
centralization	whakawhitinga	0.521	0.440	0.702
centralize	whakawhitinga	0.684	0.427	0.802
centrally	i waenganui	0.729	0.280	0.700
centrifugal	centrifugal	0.306	0.651	0.480
centrifuge	centrifuge	0.495	0.622	0.527
centurion	rangatira	0.590	0.447	0.696
century	rau tau	0.407	0.347	0.735
ceramic	nui	0.521	0.255	0.371
ceramics	nga karauna	0.573	0.250	0.373
cereal	kai	0.612	0.206	0.316
cereals	pata	0.719	0.224	0.311
cerebral	taupatupatu	0.408	0.509	0.627
ceremonial	whakangungu	0.771	0.540	0.691
ceremony	huihuinga	0.760	0.559	0.761
certain	etahi	0.760	0.358	0.673
certainty	Tuhinga	0.781	0.400	0.769
certifiable	tohu	0.714	0.427	0.662
certificate	tiwhikete	0.786	0.377	0.746
certified	tohu	0.781	0.422	0.806
certify	tohu	0.866	0.400	0.746
cervical	whare pukupuku	0.375	0.413	0.445
cervix	pene	0.429	0.360	0.340
cess	Tuhinga	0.427	0.375	0.406
cessation	mutu	0.414	0.385	0.358
cesspool	Tuhinga	0.167	0.460	0.409
cha cha	NO TRANSLATION	0.714	0.546	0.324
chaff	Tuhinga o mua	0.333	0.327	0.188
chafing	Tuhinga o mua	0.430	0.415	0.368
chagrin	Tuhinga o mua	0.104	0.704	0.472
chagrined	Tuhinga o mua	0.112	0.745	0.361
chai	chai	0.500	0.375	0.363
chain	mekameka	0.378	0.500	0.547
chainsaw	Tuhinga o mua	0.367	0.804	0.636
chair	tūru	0.562	0.082	0.276
chairman	tiamana	0.656	0.567	0.933
chairperson	heamana	0.730	0.657	0.966
chairwoman	rangatira	0.719	0.664	0.953
chaise	Tuhinga o mua	0.406	0.349	0.327
chalet	kaupare	0.653	0.349	0.278
chalice	Tuhinga	0.633	0.286	0.529
chalk	tohua	0.385	0.185	0.121
challenge	wero	0.469	0.922	0.713
challenger	kaiwhai	0.417	0.755	0.652
chamber	ruma	0.583	0.373	0.455
chambermaid	kotiro	0.594	0.375	0.336
chambers	ruma	0.542	0.442	0.388
chameleon	kaumera	0.490	0.580	0.345
champ	tohu	0.854	0.754	0.896
champagne	champagne	0.760	0.600	0.454
champion	toa	0.890	0.880	0.945
championship	toa	0.833	0.800	0.880
chance	tupono noa	0.833	0.551	0.525
chancellor	rangatira	0.646	0.500	0.887
chandelier	rama	0.615	0.542	0.366
chandler	Tuhinga	0.510	0.452	0.454
change	huringa	0.625	0.575	0.606
changeable	huringa	0.490	0.480	0.528
changed	hurihia	0.594	0.375	0.491
changer	kaitahuri	0.583	0.519	0.567
changing	huringa	0.571	0.569	0.461
channel	taera	0.490	0.287	0.405
chant	waiata	0.771	0.698	0.650
chaos	haurangi	0.016	0.923	0.373
chaotic	Tuhinga	0.115	0.847	0.442
chap	chap	0.550	0.410	0.345
chapel	whare karakia	0.573	0.240	0.440
chaperon	chaperon	0.500	0.520	0.404
chaplain	minita	0.582	0.370	0.577
chapman	rangatira	0.562	0.529	0.465
chaps	kapi	0.350	0.462	0.350
chapter	upoko	0.580	0.308	0.461
char	Tuhinga	0.554	0.361	0.404
character	āhuatanga	0.667	0.373	0.686
characteristic	āhuatanga	0.583	0.328	0.538
characterize	tohuhia	0.729	0.471	0.735
charade	whakapae	0.458	0.550	0.346
charcoal	te waro	0.302	0.186	0.342
chardonnay	chardonnay	0.677	0.567	0.492
charge	utu	0.510	0.633	0.785
chargeable	utu	0.551	0.550	0.453
charger	kaituku	0.531	0.418	0.545
chariot	Tuhinga ka whai mai	0.684	0.550	0.491
charisma	Tuhinga o mua	0.938	0.591	0.759
charismatic	Tuhinga	0.938	0.684	0.849
charitable	atawhai	0.865	0.380	0.593
charity	aroha	0.920	0.284	0.551
charlatan	charlatan	0.200	0.640	0.352
charm	ahuareka	0.833	0.363	0.649
charmed	ka whakamaharatia	0.938	0.570	0.769
charmer	whakahirahira	0.882	0.683	0.782
charming	ataahua	0.917	0.660	0.764
charred	Tuhinga o mua	0.208	0.676	0.373
chart	tūtohi	0.469	0.317	0.330
charter	tūtohinga	0.677	0.382	0.518
chartered	ka whakamana	0.569	0.460	0.490
chase	whai	0.396	0.878	0.623
chased	whaia	0.188	0.830	0.287
chaser	Tuhinga	0.375	0.830	0.645
chasm	chasm	0.265	0.579	0.500
chassis	Tuhinga	0.406	0.342	0.444
chaste	maemae	0.408	0.248	0.453
chastened	whiua	0.156	0.580	0.345
