Word	Thai-th	Valence	Arousal	Dominance
composition	ส่วนประกอบ	0.765	0.408	0.652
compost	ปุ๋ยหมัก	0.480	0.404	0.441
composure	ความสงบ	0.802	0.354	0.717
compound	สารประกอบ	0.635	0.385	0.735
comprehend	เข้าใจ	0.875	0.365	0.689
comprehension	ความเข้าใจ	0.908	0.387	0.688
comprehensive	ครอบคลุม	0.796	0.385	0.644
compress	อัด	0.406	0.412	0.460
compressed	การบีบอัด	0.323	0.396	0.388
compressible	อัด	0.622	0.392	0.585
compression	การอัด	0.646	0.521	0.579
compressor	คอมเพรสเซอร์	0.418	0.481	0.630
comprise	ประกอบด้วย	0.839	0.373	0.669
compromise	ประนีประนอม	0.677	0.520	0.805
comptroller	กรมบัญชีกลาง	0.402	0.481	0.866
compulsion	การบังคับ	0.118	0.760	0.604
compulsive	ซึ่งต้องกระทำ	0.347	0.871	0.573
compulsory	ภาคบังคับ	0.343	0.541	0.791
computable	คำนวณได้	0.570	0.402	0.545
computation	การคำนวณ	0.583	0.429	0.697
compute	คำนวณ	0.531	0.408	0.564
computer	คอมพิวเตอร์	0.802	0.356	0.639
computerized	คอมพิวเตอร์	0.677	0.450	0.657
computing	การคำนวณ	0.745	0.398	0.695
comrade	เพื่อน	0.781	0.412	0.804
con	NO TRANSLATION	0.255	0.736	0.427
concatenation	เรียงต่อกัน	0.480	0.593	0.539
concave	เว้า	0.441	0.349	0.349
conceal	ปกปิด	0.312	0.436	0.306
concealed	ปกปิด	0.344	0.363	0.352
concealment	การปกปิด	0.302	0.570	0.390
concede	ยอมรับ	0.670	0.324	0.473
conceit	ความคิด	0.354	0.625	0.309
conceited	หยิ่ง	0.194	0.667	0.473
conceivable	เป็นไปได้	0.730	0.350	0.613
conceive	ตั้งครรภ์	0.708	0.538	0.700
concentrate	ตั้งสมาธิ	0.750	0.439	0.743
concentration	สมาธิ	0.735	0.500	0.722
concentric	มีศูนย์กลางร่วมกัน	0.730	0.479	0.635
concept	แนวคิด	0.573	0.265	0.632
conception	ความคิด	0.694	0.490	0.614
concern	กังวล	0.250	0.734	0.463
concerned	เกี่ยวข้อง	0.292	0.698	0.350
concert	คอนเสิร์ต	0.938	0.867	0.718
concerto	ประสานเสียง	0.613	0.759	0.679
concession	สัมปทาน	0.588	0.423	0.615
concessional	ยอม	0.770	0.493	0.657
conch	หอยสังข์	0.583	0.306	0.339
concierge	คนเฝ้าประตู	0.480	0.343	0.343
conciliation	การประนีประนอม	0.792	0.475	0.726
concise	กระชับ	0.583	0.298	0.620
conclave	การประชุมลับ	0.573	0.440	0.611
conclude	เอาเป็นว่า	0.530	0.267	0.679
concluding	สุดท้าย	0.531	0.382	0.603
conclusion	ข้อสรุป	0.615	0.377	0.659
conclusive	เป็นข้อสรุป	0.500	0.427	0.745
concoction	การทำครัว	0.448	0.459	0.417
concomitant	ไปด้วยกัน	0.427	0.482	0.727
concord	ความสงบเรียบร้อย	0.677	0.320	0.586
concordance	ความสอดคล้อง	0.625	0.358	0.608
concours	NO TRANSLATION	0.500	0.530	0.495
concourse	ฝูงชน	0.740	0.657	0.528
concrete	คอนกรีต	0.633	0.420	0.547
concubine	นางสนม	0.388	0.594	0.476
concur	เห็นพ้อง	0.459	0.394	0.429
concurrence	การเห็นพ้องกัน	0.764	0.627	0.613
concurrent	พร้อมกัน	0.573	0.547	0.741
concurring	ประจวบ	0.573	0.600	0.681
concussion	การถูกกระทบกระแทก	0.072	0.708	0.482
condemn	กล่าวโทษ	0.102	0.793	0.625
condemnation	การลงโทษ	0.133	0.725	0.449
condensation	การควบแน่น	0.510	0.316	0.538
condensed	ย่อ	0.598	0.415	0.623
condescending	วางตัว	0.583	0.363	0.593
condescension	การยอมรับ	0.521	0.377	0.565
condiment	เครื่องปรุงอาหาร	0.520	0.333	0.433
condition	เงื่อนไข	0.500	0.469	0.519
conditional	เงื่อนไข	0.521	0.343	0.556
conditionally	เงื่อนไข	0.396	0.419	0.617
conditioned	ถูกปรับอากาศ	0.490	0.417	0.616
conditioner	เครื่องปรับอากาศ	0.781	0.360	0.538
conditioning	เครื่อง	0.440	0.468	0.617
conditions	เงื่อนไข	0.551	0.441	0.593
condo	คอนโด	0.439	0.288	0.607
condolence	การแสดงความเสียใจ	0.260	0.443	0.404
condolences	แสดงความเสียใจ	0.198	0.480	0.288
condom	ถุงยาง	0.406	0.637	0.500
condone	ไม่เอาผิด	0.571	0.441	0.619
condor	นกจำพวกแร้ง	0.573	0.388	0.519
conducive	เอื้อ	0.775	0.479	0.679
conduct	ความประพฤติ	0.453	0.510	0.750
conduction	การนำ	0.530	0.557	0.717
conductivity	การนำ	0.583	0.575	0.642
conductor	ตัวนำ	0.677	0.663	0.621
conduit	รางน้ำ	0.470	0.302	0.413
cone	รูปกรวย	0.417	0.208	0.343
confederacy	การร่วมมือกัน	0.590	0.541	0.736
confederate	ร่วมใจกัน	0.551	0.546	0.792
confederation	สมาพันธ์	0.663	0.404	0.830
confer	หารือ	0.573	0.482	0.583
conference	การประชุม	0.688	0.615	0.606
confess	สารภาพ	0.360	0.712	0.431
confession	คำสารภาพ	0.469	0.642	0.460
confessional	สารภาพ	0.458	0.392	0.629
confessions	คำสารภาพ	0.325	0.538	0.658
confetti	ลูกปา	0.781	0.573	0.250
confidant	คนสนิท	0.837	0.633	0.631
confide	ไว้วางใจ	0.669	0.472	0.595
confidence	ความมั่นใจ	0.959	0.276	0.943
confident	มั่นใจ	0.765	0.324	0.723
confidential	ลับ	0.643	0.471	0.761
confidentiality	ความลับ	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	องค์ประกอบ	0.540	0.443	0.591
confine	จำกัด	0.327	0.551	0.538
confined	ถูกคุมขัง	0.286	0.472	0.444
confinement	การคุมขัง	0.333	0.656	0.520
confines	ขอบเขต	0.396	0.386	0.542
confirm	ยืนยัน	0.802	0.439	0.806
confirmation	การยืนยัน	0.812	0.480	0.692
confirmatory	ที่ยืนยัน	0.656	0.500	0.683
confirmed	ได้รับการยืนยัน	0.760	0.490	0.764
confiscate	ริบ	0.250	0.625	0.482
confiscation	การยึดทรัพย์	0.208	0.706	0.586
conflagration	อัคคีภัย	0.344	0.721	0.594
conflict	ขัดกัน	0.335	0.906	0.471
conflicting	ตรงกันข้าม	0.173	0.738	0.553
confluence	ที่บรรจบกัน	0.677	0.598	0.565
conform	สอดคล้อง	0.479	0.380	0.375
conformance	สอดคล้อง	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	สอดคล้อง	0.645	0.363	0.579
confound	ขอให้ฉิบหาย	0.347	0.529	0.333
confounded	วายร้าย	0.333	0.528	0.264
confront	เผชิญหน้า	0.281	0.760	0.746
confrontation	การเผชิญหน้า	0.177	0.870	0.658
confuse	สับสน	0.100	0.580	0.270
confused	สับสน	0.220	0.650	0.179
confusing	ทำให้เกิดความสับสน	0.229	0.690	0.222
confusion	ความสับสน	0.255	0.667	0.277
conga	คอง	0.469	0.529	0.440
congenial	ถูกใจ	0.820	0.412	0.620
congenital	แต่กำเนิด	0.448	0.434	0.427
congestion	ความแออัด	0.271	0.654	0.491
conglomerate	กลุ่ม บริษัท ในเครือ	0.500	0.500	0.838
conglomeration	การชุมนุม	0.541	0.720	0.670
congrats	ยินดีด้วย	0.930	0.726	0.775
congratulate	ขอแสดงความยินดี	0.927	0.724	0.784
congratulation	การแสดงความยินดี	0.948	0.780	0.717
congratulations	ขอแสดงความยินดี	0.960	0.755	0.719
congratulatory	แสดงความยินดี	0.959	0.616	0.689
congregate	ชุมนุมกัน	0.653	0.530	0.733
congregation	การชุมนุม	0.561	0.490	0.700
congress	รัฐสภา	0.449	0.444	0.857
congressional	รัฐสภา	0.552	0.491	0.848
congressman	สมาชิกสภา	0.438	0.471	0.877
congruence	ความสอดคล้องกัน	0.656	0.472	0.577
conic	มีรูปกรวย	0.510	0.368	0.379
conical	เสี้ยม	0.490	0.422	0.471
conjecture	การคาดคะเน	0.396	0.398	0.534
conjugal	เกี่ยวกับการสมรส	0.698	0.510	0.688
conjugate	ผัน	0.583	0.420	0.467
conjugation	การเชื่อมต่อกัน	0.479	0.429	0.582
conjunction	การเชื่อม	0.520	0.472	0.509
conjunctive	ซึ่งร่วมกัน	0.487	0.444	0.639
conjure	ปลุกผี	0.385	0.679	0.645
conjuring	การปลุกผี	0.224	0.653	0.694
conk	conk	0.340	0.469	0.404
connect	ต่อ	0.724	0.299	0.536
connected	เกี่ยวข้อง	0.816	0.550	0.612
connection	สัมพันธ์	0.729	0.560	0.655
connective	เกี่ยวพัน	0.719	0.491	0.764
connoisseur	นักเลง	0.760	0.461	0.769
conquer	พิชิต	0.694	0.873	0.971
conquering	การชนะ	0.760	0.873	0.936
conqueror	ผู้พิชิต	0.604	0.809	0.930
conquest	ชนะ	0.710	0.702	0.833
conscience	มโนธรรม	0.663	0.375	0.721
conscientious	สมควร	0.688	0.404	0.688
conscious	มีสติอยู่	0.740	0.333	0.705
consciousness	สติ	0.840	0.483	0.755
conscription	การเกณฑ์ทหาร	0.396	0.775	0.642
consecrated	ศักดิ์สิทธิ์	0.663	0.500	0.800
consecration	การถวาย	0.771	0.418	0.804
consecutive	ติดต่อกัน	0.663	0.418	0.643
consensual	ความยินยอม	0.663	0.417	0.655
consensus	เอกฉันท์	0.627	0.358	0.625
consent	ความยินยอม	0.750	0.500	0.620
consenting	ยินยอม	0.727	0.406	0.693
consequence	ผลพวง	0.240	0.721	0.593
consequent	เป็นผลลัพธ์	0.663	0.471	0.625
conservation	การอนุรักษ์	0.832	0.401	0.606
conservatism	อนุรักษนิยม	0.406	0.369	0.633
conservative	อนุรักษนิยม	0.615	0.316	0.788
conservatory	เรือนกระจก	0.635	0.240	0.729
conserve	อนุรักษ์	0.690	0.347	0.573
consider	พิจารณา	0.677	0.368	0.579
considerable	มาก	0.653	0.314	0.683
considerate	เอาใจใส่	0.781	0.380	0.633
consideration	การพิจารณา	0.589	0.380	0.687
consignee	ผู้รับของ	0.635	0.385	0.602
consignment	สินค้าฝากขาย	0.490	0.440	0.500
consist	ประกอบด้วย	0.823	0.386	0.580
consistency	ความมั่นคง	0.714	0.500	0.887
consistent	คงเส้นคงวา	0.786	0.431	0.726
consolation	การปลอบใจ	0.408	0.250	0.304
console	ปลอบใจ	0.625	0.398	0.415
consoled	ปลอบโยน	0.700	0.343	0.452
consolidate	รวบรวม	0.880	0.440	0.870
consolidated	รวม	0.700	0.366	0.784
consolidation	การรวบรวม	0.604	0.445	0.776
consonant	พยัญชนะ	0.500	0.347	0.417
consort	พระราชสวามี	0.632	0.509	0.630
conspicuous	เด่น	0.479	0.520	0.596
conspiracy	การกบฏ	0.125	0.787	0.652
conspirator	ผู้สมรู้ร่วมคิด	0.271	0.786	0.707
conspire	สมรู้ร่วมคิด	0.206	0.740	0.520
constable	ตำรวจ	0.573	0.667	0.764
constancy	ความมั่นคง	0.786	0.443	0.763
constant	คงที่	0.740	0.296	0.686
constantly	นิจศีล	0.663	0.561	0.700
constellation	นักษัตร	0.719	0.533	0.775
consternation	ความตกตะลึง	0.167	0.680	0.469
constipation	ท้องผูก	0.079	0.612	0.231
constituency	เขตเลือกตั้ง	0.500	0.480	0.696
constituent	ส่วนประกอบ	0.573	0.500	0.827
constituents	เป็นคนละเรื่อง	0.573	0.414	0.833
constitute	เป็น	0.812	0.349	0.906
constitution	รัฐธรรมนูญ	0.590	0.380	0.889
constitutional	ตามรัฐธรรมนูญ	0.633	0.418	0.827
constitutionality	ตามรัฐธรรมนูญ	0.612	0.439	0.853
constrain	จำกัด	0.261	0.500	0.500
constrained	ถูก จำกัด	0.135	0.537	0.357
constraint	การ จำกัด	0.323	0.550	0.481
construct	สร้าง	0.750	0.648	0.792
construction	การก่อสร้าง	0.848	0.612	0.759
constructive	สร้างสรรค์	0.860	0.570	0.812
construe	ตีความ	0.602	0.519	0.553
consul	กงสุล	0.573	0.354	0.688
consulate	สถานกงสุล	0.561	0.453	0.694
consult	ปรึกษา	0.755	0.370	0.441
consultant	ผู้ให้คำปรึกษา	0.770	0.344	0.808
consultation	การปรึกษาหารือ	0.660	0.463	0.625
consume	บริโภค	0.427	0.620	0.509
consumer	ผู้บริโภค	0.507	0.551	0.677
consuming	การบริโภค	0.573	0.541	0.536
consummate	สมบูรณ์	0.551	0.540	0.558
consummation	ความบริบูรณ์	0.583	0.676	0.661
consumption	การบริโภค	0.390	0.531	0.538
contact	ติดต่อ	0.719	0.424	0.526
contagion	การแพร่กระจาย	0.208	0.630	0.535
contagious	เป็นโรคติดต่อ	0.184	0.725	0.400
contain	บรรจุ	0.542	0.490	0.658
container	ภาชนะ	0.551	0.396	0.561
containment	บรรจุ	0.411	0.491	0.618
contaminate	ปนเปื้อน	0.140	0.611	0.426
contaminated	ปนเปื้อน	0.040	0.500	0.368
contamination	การปนเปื้อน	0.125	0.610	0.375
contemplate	คิด	0.740	0.347	0.642
contemplation	ฌาน	0.552	0.324	0.627
contemplative	ซึ่งไตร่ตรอง	0.729	0.308	0.739
contemporaneous	ซึ่งร่วมสมัย	0.640	0.373	0.591
contemporary	ร่วมสมัย	0.720	0.365	0.569
contempt	ดูถูก	0.206	0.635	0.396
contemptible	น่ารังเกียจ	0.146	0.657	0.471
contemptuous	ดูถูก	0.204	0.500	0.375
contend	ต่อสู้	0.510	0.657	0.731
contender	คู่แข่ง	0.480	0.790	0.681
contending	ยืนยัน	0.490	0.698	0.716
content	เนื้อหา	0.764	0.296	0.559
contented	เป็นที่พึงพอใจ	0.857	0.612	0.746
contention	การต่อสู้	0.375	0.510	0.738
contentious	ที่ถกเถียงกัน	0.422	0.573	0.637
contentment	ความพึงพอใจ	0.875	0.610	0.782
contents	เนื้อหา	0.656	0.375	0.550
contest	การประกวด	0.667	0.698	0.717
contestant	ผู้เข้าแข่งขัน	0.760	0.530	0.602
context	บริบท	0.531	0.300	0.553
contiguous	ติดกัน	0.375	0.450	0.500
continence	ความไม่มักมาก	0.450	0.396	0.469
continent	ทวีป	0.551	0.373	0.833
continental	คอนติเนน	0.486	0.350	0.755
contingency	ฉุกเฉิน	0.396	0.500	0.670
contingent	ผูกพัน	0.470	0.531	0.659
continual	ต่อเนื่อง	0.500	0.423	0.685
continually	เรื่อย	0.646	0.438	0.698
continuance	ความต่อเนื่อง	0.729	0.510	0.652
continuation	ความต่อเนื่อง	0.615	0.470	0.566
continue	ต่อ	0.630	0.427	0.612
