Word	Chinese (Traditional)-zh-TW	Valence	Arousal	Dominance
estoppel	禁止反言	0.354	0.459	0.482
estranged	疏遠	0.156	0.382	0.377
estrogen	雌激素	0.580	0.500	0.425
estuary	河口	0.469	0.278	0.482
etch	蝕刻	0.510	0.367	0.598
etching	蝕刻	0.567	0.491	0.575
eternal	永恆	0.854	0.409	0.843
eternity	永恆	0.765	0.520	0.911
ethanol	乙醇	0.333	0.410	0.534
ether	醚	0.490	0.306	0.412
ethereal	空靈	0.520	0.419	0.518
ethic	倫理	0.786	0.260	0.791
ethical	合乎道德的	0.854	0.324	0.634
ethics	倫理	0.658	0.296	0.731
ethnic	民族	0.583	0.373	0.555
ethnography	民族志	0.571	0.373	0.549
etiology	病因	0.500	0.385	0.639
etiquette	禮儀	0.604	0.350	0.421
etymology	詞源	0.531	0.370	0.529
eucalyptus	桉樹	0.602	0.308	0.418
euchre	尤卡樸克	0.470	0.459	0.442
eugenics	優生學	0.448	0.530	0.518
eulogistic	歌功頌德	0.740	0.623	0.694
eulogium	eulogium	0.542	0.482	0.655
eulogize	謳歌	0.850	0.518	0.679
eulogy	頌	0.625	0.443	0.667
euphemism	婉辭	0.418	0.453	0.491
euphoria	欣快症	0.769	0.955	0.648
euphoric	欣快	0.745	0.904	0.588
euro	歐元	0.680	0.441	0.521
euthanasia	安樂死	0.229	0.716	0.325
evacuate	撤離	0.354	0.792	0.314
evacuation	疏散	0.160	0.755	0.582
evade	逃避	0.304	0.490	0.342
evaluate	評估	0.663	0.640	0.649
evaluation	評測	0.542	0.667	0.764
evanescence	伊凡塞斯	0.527	0.519	0.458
evangelical	福音	0.602	0.389	0.602
evangelist	傳道	0.582	0.464	0.702
evangelistic	福音書作者的	0.660	0.375	0.612
evaporate	蒸發	0.357	0.469	0.402
evaporation	蒸發	0.556	0.346	0.388
evasion	逃避	0.229	0.510	0.418
evasive	逃避的	0.117	0.596	0.425
eve	前夕	0.612	0.378	0.440
evening	晚間	0.458	0.185	0.318
evens	NO TRANSLATION	0.592	0.430	0.457
event	事件	0.745	0.673	0.664
eventful	多事	0.543	0.837	0.510
eventual	最終	0.633	0.459	0.413
eventuality	可能性	0.469	0.627	0.527
evergreen	常綠	0.729	0.471	0.546
everlasting	永恆的	0.740	0.413	0.809
evermore	永	0.677	0.450	0.403
everyday	每天	0.740	0.392	0.472
everyman	每個人	0.522	0.333	0.535
evict	趕出	0.042	0.632	0.377
eviction	趕出	0.185	0.731	0.455
evidence	證據	0.500	0.500	0.778
evident	明顯	0.633	0.444	0.664
evidentiary	證據	0.448	0.541	0.717
evil	邪惡	0.040	0.827	0.545
evoke	喚起	0.438	0.341	0.500
evolution	演化	0.781	0.657	0.854
evolutionary	發展的	0.796	0.673	0.825
evolve	發展	0.655	0.692	0.896
ewe	母羊	0.429	0.216	0.277
ex	前	0.250	0.520	0.306
exacerbate	加劇	0.323	0.776	0.580
exacerbation	惡化	0.344	0.810	0.480
exact	精確	0.719	0.354	0.685
exacting	嚴格	0.448	0.673	0.767
exaggerate	誇大	0.193	0.760	0.529
exaggerated	誇張的	0.224	0.885	0.732
exaggeration	誇張	0.312	0.775	0.582
exalt	捧	0.656	0.750	0.745
exaltation	提高	0.594	0.892	0.673
exalted	崇高的	0.676	0.845	0.696
exam	考試	0.479	0.663	0.577
examination	檢查	0.378	0.657	0.679
examine	檢查	0.615	0.623	0.786
examiner	檢查員	0.406	0.575	0.812
example	例	0.542	0.337	0.510
exasperated	激怒	0.229	0.816	0.377
exasperation	惱怒	0.214	0.833	0.483
excavate	挖掘	0.583	0.613	0.635
excavation	挖掘	0.540	0.644	0.527
excavator	挖掘機	0.427	0.673	0.649
exceed	超過	0.500	0.827	0.586
exceeding	超額	0.500	0.802	0.668
excel	高強	0.561	0.363	0.466
excellence	卓越	0.958	0.620	0.907
excellent	優秀	0.970	0.587	0.870
excelsior	精益求精	0.700	0.625	0.611
excepting	除外	0.408	0.413	0.526
exception	例外	0.469	0.600	0.544
exceptional	優秀	0.806	0.740	0.933
excerpt	摘抄	0.437	0.367	0.543
excess	過量	0.385	0.889	0.712
excessive	過多	0.417	0.731	0.601
excessively	過分地	0.449	0.882	0.716
exchange	交換	0.740	0.569	0.491
excise	摘除	0.448	0.561	0.577
excision	切除	0.260	0.480	0.519
excitability	刺激性	0.906	0.910	0.724
excitable	興奮	0.803	0.939	0.629
excitation	勵磁	0.792	0.958	0.750
excite	激發	0.823	0.950	0.668
excited	興奮	0.908	0.931	0.709
excitement	激動	0.896	0.684	0.731
exciting	扣人心弦	0.950	0.792	0.789
exclaim	喊叫	0.635	0.711	0.639
exclamation	感嘆	0.612	0.745	0.598
exclude	排除	0.292	0.500	0.530
excluded	排除	0.061	0.540	0.134
excluding	排除	0.271	0.550	0.324
exclusion	排除	0.240	0.530	0.389
exclusive	獨家	0.792	0.630	0.653
excrement	糞便	0.041	0.558	0.221
excretion	排泄	0.285	0.650	0.457
excruciating	痛苦	0.083	0.837	0.345
excursion	短途旅行	0.625	0.714	0.627
excuse	藉口	0.240	0.696	0.318
exec	EXEC	0.640	0.352	0.769
execute	執行	0.327	0.708	0.769
execution	執行	0.160	0.811	0.713
executioner	劊子手	0.235	0.816	0.676
executive	行政人員	0.704	0.449	0.894
executor	執行者	0.365	0.755	0.759
exegesis	註釋	0.458	0.472	0.491
exemplar	模範	0.844	0.537	0.625
exemplary	示範	0.833	0.343	0.729
exemplify	例證	0.735	0.506	0.783
exempt	豁免	0.588	0.455	0.664
exemption	豁免	0.531	0.578	0.627
exercise	行使	0.750	0.789	0.625
exert	發揮	0.694	0.735	0.806
exertion	用力	0.663	0.755	0.717
exhale	呼	0.542	0.490	0.411
exhaust	排氣	0.546	0.710	0.337
exhausted	累	0.123	0.423	0.202
exhaustion	衰竭	0.366	0.633	0.269
exhaustive	詳細	0.388	0.635	0.604
exhibit	展示	0.688	0.633	0.708
exhibition	展覽	0.698	0.590	0.531
exhilarated	興奮	0.890	0.963	0.759
exhilarating	令人振奮	0.917	0.823	0.810
exhilaration	不亦樂乎	0.792	0.868	0.783
exhort	勸告	0.378	0.660	0.745
exhortation	講道	0.531	0.624	0.580
exhumation	發掘	0.177	0.586	0.473
exhume	發掘	0.184	0.627	0.452
exigent	NO TRANSLATION	0.385	0.611	0.792
exile	流亡	0.184	0.630	0.483
exist	存在	0.857	0.421	0.788
existence	存在	0.760	0.513	0.771
existent	存在	0.635	0.490	0.635
existential	存在	0.583	0.510	0.638
existing	現有	0.802	0.344	0.750
exit	出口	0.370	0.353	0.399
exodus	出埃及記	0.286	0.663	0.567
exonerate	開脫	0.592	0.500	0.538
exorbitant	高昂	0.398	0.865	0.825
exorcism	驅魔	0.163	0.980	0.557
exorcist	祓魔師	0.219	0.906	0.716
exotic	異國情調	0.840	0.711	0.727
expand	擴大	0.792	0.559	0.686
expanded	擴大	0.760	0.406	0.689
expanse	廣闊	0.594	0.529	0.689
expansion	擴張	0.776	0.618	0.787
expansive	廣闊	0.708	0.650	0.778
expatriate	外籍	0.265	0.764	0.391
expect	期望	0.469	0.327	0.377
expectance	期待	0.552	0.724	0.660
expectancy	期待	0.581	0.622	0.558
expectant	期待	0.708	0.650	0.474
expectation	期望	0.771	0.690	0.707
expected	預期	0.729	0.412	0.545
expecting	期待	0.561	0.450	0.302
expediency	便利	0.604	0.443	0.703
expedient	權宜	0.885	0.461	0.454
expedite	促進	0.571	0.858	0.798
expedition	遠征	0.735	0.802	0.620
expeditious	迅速	0.602	0.645	0.773
expel	驅逐	0.281	0.725	0.452
expendable	消耗	0.479	0.490	0.423
expenditure	支出	0.250	0.608	0.603
expense	費用	0.317	0.451	0.377
expenses	花費	0.240	0.633	0.396
expensive	昂貴	0.323	0.540	0.530
experience	經驗	0.827	0.618	0.905
experienced	有經驗的	0.771	0.613	0.914
experiences	經驗	0.793	0.647	0.795
experiment	實驗	0.479	0.720	0.675
experimental	試驗	0.417	0.764	0.396
experimentation	實驗	0.637	0.769	0.767
experimenter	實驗者	0.708	0.710	0.700
expert	專家	0.776	0.646	0.911
expertise	專門知識	0.792	0.589	0.925
expiration	呼氣	0.265	0.539	0.463
expire	到期	0.573	0.745	0.702
expired	過期	0.198	0.394	0.200
expiry	到期	0.194	0.434	0.382
explain	說明	0.719	0.517	0.736
explanation	說明	0.615	0.610	0.825
explanatory	解釋性	0.573	0.433	0.688
expletive	髒話	0.357	0.567	0.536
explication	解釋	0.510	0.445	0.602
explicit	明確的	0.562	0.694	0.734
explode	爆炸	0.277	0.885	0.773
exploit	利用	0.312	0.878	0.660
exploitation	開發	0.156	0.920	0.718
exploration	勘探	0.594	0.650	0.773
exploratory	探索	0.653	0.690	0.698
explore	探索	0.776	0.660	0.727
explorer	探險者	0.729	0.663	0.714
explosion	爆炸	0.167	0.960	0.767
explosions	爆炸	0.123	0.860	0.594
explosive	爆炸物	0.156	0.943	0.663
expo	博覽會	0.610	0.562	0.500
exponent	指數	0.529	0.510	0.845
exponential	指數	0.704	0.588	0.763
export	出口	0.567	0.661	0.755
exportation	出口	0.760	0.633	0.673
expose	暴露	0.344	0.643	0.537
exposed	裸露	0.471	0.661	0.509
exposition	解釋	0.521	0.627	0.655
expository	說明文	0.706	0.653	0.636
exposure	曝光	0.570	0.830	0.630
expound	闡述	0.438	0.575	0.740
express	表現	0.760	0.623	0.691
expression	表達	0.790	0.650	0.721
expressive	表現的	0.755	0.724	0.685
expressway	高速公路	0.633	0.635	0.587
expropriation	徵用	0.188	0.735	0.788
expulsion	開除	0.190	0.790	0.529
exquisite	精美	0.892	0.644	0.604
exquisitely	玲瓏	0.849	0.728	0.723
extant	現存	0.646	0.390	0.523
extend	延伸	0.646	0.570	0.689
extendable	擴展	0.660	0.592	0.722
extended	擴展	0.570	0.304	0.649
extension	延期	0.490	0.510	0.529
extensive	廣泛	0.635	0.520	0.760
extent	程度	0.646	0.451	0.602
exterior	外觀	0.542	0.400	0.627
exterminate	殄	0.177	0.857	0.736
extermination	滅絕	0.190	0.860	0.616
exterminator	滅蟲	0.344	0.804	0.887
external	外部	0.479	0.341	0.509
externally	外部	0.643	0.521	0.568
extinct	絕種	0.112	0.491	0.412
extinction	滅絕	0.104	0.750	0.611
extinguish	撲滅	0.240	0.576	0.482
extinguisher	滅火器	0.707	0.379	0.543
extol	稱賞	0.582	0.667	0.456
extort	勒索	0.052	0.827	0.570
extortion	敲詐	0.112	0.868	0.630
extra	額外	0.656	0.551	0.745
extract	提取	0.565	0.402	0.519
extracting	提取	0.521	0.709	0.689
extraction	萃取	0.418	0.740	0.526
extractor	抽出器	0.302	0.536	0.519
extracurricular	課外	0.457	0.471	0.743
extradition	引渡	0.229	0.627	0.554
extrajudicial	法外處決	0.365	0.686	0.667
extramural	校外	0.336	0.559	0.537
extraneous	外來	0.276	0.625	0.478
extraordinaire	非凡	0.847	0.864	0.898
extraordinary	非凡	0.969	0.728	0.860
extraterrestrial	外星人	0.510	0.833	0.792
extravagance	揮霍無度	0.531	0.802	0.700
extravagant	靡	0.720	0.763	0.812
extravaganza	大匯演	0.646	0.786	0.906
extreme	極端	0.318	0.800	0.721
extreme anticipation	極端的期待	0.551	0.740	0.704
extreme disgust	極度厭惡	0.052	0.873	0.456
extreme surprise	極度驚喜	0.833	0.935	0.676
extreme trust	極端的信任	0.826	0.713	0.922
extremely	非常	0.635	0.827	0.886
extremely negative	非常消極	0.030	0.786	0.311
extremely positive	非常積極	0.993	0.730	0.839
extremity	末端	0.408	0.588	0.583
extricate	解脫	0.542	0.510	0.543
extrinsic	外在	0.510	0.479	0.636
extrusion	擠壓	0.229	0.660	0.545
exuberance	豐富	0.698	0.816	0.787
exude	散發出	0.375	0.519	0.411
eye	眼	0.531	0.265	0.425
eyeball	眼球	0.526	0.422	0.420
eyebrow	眉	0.510	0.198	0.222
eyeful	滿眼	0.802	0.500	0.676
eyeglass	眼鏡	0.531	0.236	0.286
eyeglasses	眼鏡	0.561	0.269	0.306
eyelash	睫毛	0.480	0.250	0.278
eyelet	孔	0.632	0.298	0.346
eyeliner	眼線	0.688	0.349	0.347
eyepiece	目鏡	0.418	0.347	0.480
eyes	眼睛	0.760	0.279	0.432
eyesight	眼力	0.750	0.226	0.343
eyewitness	目擊者	0.541	0.686	0.698
fab	FAB	0.490	0.380	0.406
fable	寓言	0.663	0.387	0.389
fabled	傳說	0.625	0.538	0.545
fabric	布	0.635	0.190	0.345
fabricate	製造	0.636	0.491	0.779
fabricated	製造	0.418	0.427	0.555
fabrication	製造	0.573	0.587	0.705
fabulous	極好	0.979	0.660	0.797
facade	正面	0.520	0.333	0.518
face	面對	0.571	0.173	0.453
faceless	不露面	0.230	0.406	0.173
facet	面	0.667	0.324	0.382
facial	面部	0.594	0.429	0.433
facile	NO TRANSLATION	0.740	0.264	0.307
facilitate	促進	0.812	0.333	0.509
facility	設施	0.625	0.500	0.654
facing	面對	0.604	0.406	0.550
facsimile	傳真	0.490	0.500	0.543
fact	事實	0.683	0.333	0.618
faction	派	0.469	0.430	0.448
factor	因子	0.635	0.365	0.678
factory	廠	0.500	0.500	0.683
facts	事實	0.688	0.471	0.693
factual	事實	0.656	0.440	0.545
faculties	各系	0.643	0.431	0.760
faculty	學院	0.615	0.412	0.732
fad	時尚	0.663	0.520	0.570
fade	褪色	0.354	0.333	0.245
faded	褪色	0.302	0.275	0.194
faeces	大便	0.184	0.476	0.175
fag	FAG	0.122	0.653	0.331
faggot	柴草	0.219	0.643	0.292
fail	失敗	0.177	0.578	0.154
failing	失敗	0.125	0.490	0.268
failure	失敗	0.167	0.575	0.139
fain	NO TRANSLATION	0.479	0.417	0.426
faint	暈	0.063	0.429	0.167
fainting	昏暈	0.333	0.510	0.214
fair	公平	0.812	0.557	0.643
fairly	相當	0.790	0.406	0.750
fairness	公平	0.740	0.317	0.552
fairway	球道	0.541	0.510	0.500
fairy	仙女	0.776	0.408	0.413
faith	信仰	0.833	0.220	0.763
faithful	可信	0.888	0.333	0.627
faithfulness	忠誠	0.833	0.426	0.602
faithless	移情別戀	0.102	0.683	0.304
fake	假	0.073	0.554	0.268
faker	騙子	0.245	0.630	0.480
falafel	沙拉三明治	0.560	0.402	0.351
falcon	鶻	0.557	0.580	0.678
fall	秋季	0.177	0.657	0.221
fallacious	錯誤的	0.271	0.587	0.390
fallacy	謬論	0.112	0.561	0.430
fallback	倒退	0.458	0.358	0.508
fallible	易錯的	0.365	0.537	0.402
falling	落下	0.202	0.716	0.306
fallopian	輸卵管	0.297	0.390	0.464
fallout	掉出來	0.428	0.356	0.373
fallow	休耕	0.375	0.368	0.464
false	假	0.120	0.404	0.240
falsehood	謬誤	0.031	0.625	0.384
falsely	假	0.083	0.480	0.265
falsification	偽造	0.173	0.720	0.490
falsified	偽造	0.042	0.630	0.306
falsify	偽造	0.115	0.657	0.409
falsity	謊言	0.120	0.689	0.186
falter	衰退	0.421	0.650	0.346
fame	名譽	0.896	0.755	0.852
famed	著名	0.878	0.750	0.819
familiar	熟	0.906	0.330	0.615
familiarity	熟悉	0.854	0.346	0.616
familiarize	熟悉	0.760	0.365	0.654
family	家庭	0.968	0.383	0.643
familytime	家人在一起的時間	0.939	0.420	0.679
famine	飢荒	0.163	0.679	0.310
famished	餒	0.177	0.654	0.282
famous	著名	0.916	0.775	0.882
famously	著名	0.856	0.765	0.787
fan	風扇	0.781	0.429	0.357
fanatic	狂熱的	0.573	0.780	0.629
fanatical	狂熱的	0.555	0.830	0.714
fanaticism	狂熱	0.292	0.896	0.566
fanciful	撒嬌的	0.677	0.592	0.342
fancy	幻想	0.854	0.673	0.534
fandango	凡丹戈	0.490	0.591	0.429
fanfare	大張旗鼓	0.656	0.640	0.437
fang	NO TRANSLATION	0.175	0.491	0.455
fangs	獠牙	0.286	0.598	0.434
fanning	范甯	0.615	0.330	0.236
fantasia	幻想曲	0.898	0.694	0.436
fantasize	夢想	0.771	0.660	0.356
fantastic	奇妙	0.969	0.696	0.831
fantasy	幻想	0.880	0.627	0.474
faraway	遠處	0.365	0.356	0.285
farce	鬧劇	0.265	0.667	0.246
farcical	滑稽的	0.406	0.481	0.259
fare	票價	0.490	0.425	0.645
farewell	告別	0.130	0.500	0.591
farm	農場	0.781	0.327	0.297
farmer	農民	0.677	0.432	0.464
farmhouse	農家	0.690	0.330	0.444
farming	農業	0.580	0.414	0.568
farmland	農田	0.729	0.363	0.509
faro	法魯	0.544	0.349	0.357
fart	屁	0.194	0.439	0.264
farther	更遠	0.418	0.500	0.430
fascia	招牌	0.480	0.366	0.356
fascinate	吸引	0.854	0.683	0.802
fascinated	入迷	0.812	0.714	0.788
fascinating	迷人	0.979	0.817	0.784
fascination	魅力	0.885	0.773	0.835
fascism	法西斯主義	0.104	0.740	0.695
fascist	法西斯	0.200	0.755	0.527
fashion	時尚	0.827	0.616	0.589
fashionable	時髦	0.750	0.510	0.605
fastball	快球	0.688	0.679	0.575
fasten	系	0.458	0.585	0.529
fastener	緊固件	0.577	0.377	0.491
fastening	緊固	0.594	0.473	0.554
fasting	禁食	0.388	0.370	0.394
fat	脂肪	0.198	0.353	0.237
fatal	致命	0.061	0.775	0.509
fatalism	宿命論	0.208	0.694	0.631
fatality	病死率	0.062	0.798	0.595
fate	命運	0.571	0.479	0.712
fated	命運多舛	0.582	0.472	0.692
fateful	決定命運	0.290	0.583	0.402
fathead	黑頭	0.296	0.527	0.463
father	父親	0.812	0.333	0.824
fatherhood	父親	0.885	0.519	0.682
fatherland	祖國	0.729	0.469	0.778
fatherly	父愛	0.865	0.363	0.712
fathom	捉摸	0.520	0.410	0.523
fatigue	疲勞	0.173	0.378	0.265
fatigued	疲勞	0.146	0.433	0.245
fatso	胖子	0.286	0.394	0.336
fatten	催肥	0.375	0.549	0.363
fatty	脂肪	0.286	0.361	0.325
faucet	龍頭	0.427	0.278	0.356
fault	故障	0.188	0.558	0.184
faultless	完美	0.792	0.500	0.741
faulty	不完善的	0.184	0.520	0.378
faun	福恩	0.490	0.303	0.376
fauna	動物區系	0.646	0.346	0.404
faux	人造	0.291	0.490	0.204
favor	偏愛	0.812	0.308	0.519
favorable	有利	0.952	0.380	0.788
favorite	喜愛	0.885	0.590	0.691
favoriteholiday	NO TRANSLATION	0.867	0.618	0.582
favoritism	偏愛	0.582	0.559	0.658
fawn	討好	0.626	0.360	0.284
fax	傳真	0.406	0.368	0.304
faze	NO TRANSLATION	0.417	0.515	0.382
fear	恐懼	0.073	0.840	0.293
feared	害怕	0.240	0.733	0.509
fearful	可怕	0.083	0.482	0.278
fearfully	可怕	0.112	0.567	0.271
fearing	擔心	0.125	0.566	0.256
fearless	不怕	0.810	0.806	0.760
fears	恐懼	0.061	0.821	0.306
fearsome	可怕的	0.115	0.900	0.586
feasibility	可行性	0.653	0.490	0.741
feasible	可行	0.694	0.388	0.611
feast	盛宴	0.979	0.724	0.680
feat	功績	0.750	0.706	0.849
feather	羽毛	0.677	0.208	0.144
feathered	羽毛	0.438	0.288	0.214
feature	特徵	0.667	0.314	0.679
features	特徵	0.667	0.433	0.509
febrile	發熱	0.429	0.578	0.414
fecal	糞便	0.255	0.528	0.213
feces	屎	0.240	0.407	0.307
fecundity	肥沃	0.688	0.591	0.683
fed	美聯儲	0.602	0.370	0.482
federal	聯邦	0.530	0.459	0.859
federation	聯邦	0.633	0.354	0.763
fedup	受夠了	0.327	0.500	0.352
fee	費用	0.354	0.386	0.556
feeble	微弱	0.157	0.280	0.109
feed	飼料	0.812	0.429	0.739
feedback	反饋	0.622	0.557	0.645
feeder	給料機	0.604	0.452	0.713
feel	感覺	0.802	0.602	0.596
feelgood	感覺不錯	0.990	0.441	0.621
feeling	感覺	0.806	0.329	0.531
feelingdown	NO TRANSLATION	0.490	0.457	0.567
feelinggood	NO TRANSLATION	0.940	0.449	0.655
feet	腳	0.510	0.240	0.292
feign	假裝	0.340	0.394	0.356
feigned	假裝	0.173	0.602	0.333
feisty	易怒的	0.592	0.853	0.789
felicity	祺	0.913	0.704	0.793
feline	貓的	0.615	0.745	0.509
fell	下跌	0.255	0.462	0.250
feller	漢子	0.406	0.622	0.617
fellow	同伴	0.745	0.298	0.570
fellowship	獎學金	0.900	0.429	0.778
felon	重犯	0.111	0.898	0.455
felony	重罪	0.206	0.808	0.472
felt	氈	0.643	0.417	0.566
female	女	0.857	0.520	0.625
feminine	女人	0.802	0.520	0.394
femininity	女人味	0.750	0.479	0.451
feminism	女權主義	0.541	0.570	0.636
feminist	女權主義者	0.510	0.560	0.585
femme	NO TRANSLATION	0.551	0.529	0.398
femoral	股	0.417	0.324	0.566
femur	股骨	0.408	0.289	0.413
fen	NO TRANSLATION	0.490	0.276	0.379
fence	籬笆	0.500	0.198	0.398
fenced	圍欄	0.323	0.430	0.429
fencing	擊劍	0.542	0.654	0.539
fend	擋開	0.646	0.731	0.537
fender	擋泥板	0.369	0.459	0.476
fennel	茴香	0.573	0.277	0.389
ferment	發酵	0.375	0.531	0.418
fermentation	發酵	0.420	0.567	0.473
fern	蕨類	0.602	0.240	0.290
ferocious	兇猛	0.167	0.915	0.776
ferocity	惡	0.235	0.906	0.746
ferret	鼬	0.385	0.391	0.398
ferry	渡船	0.604	0.509	0.389
ferryboat	NO TRANSLATION	0.594	0.452	0.553
fertile	沃	0.888	0.408	0.704
fertility	生育能力	0.885	0.529	0.726
fertilize	施肥	0.708	0.443	0.542
fertilizer	肥料	0.438	0.463	0.565
fervent	熱切	0.646	0.632	0.773
fervor	熱情	0.573	0.769	0.651
fess	FESS	0.395	0.420	0.370
fest	巨星	0.704	0.574	0.402
festival	節	0.870	0.706	0.714
festive	歡樂的	0.854	0.740	0.764
fetal	胎	0.388	0.308	0.364
fetch	取	0.479	0.363	0.491
fete	NO TRANSLATION	0.580	0.551	0.465
fetish	物神	0.307	0.706	0.500
fetus	胎兒	0.479	0.519	0.395
feud	世仇	0.146	0.796	0.312
feudal	封建	0.367	0.370	0.610
feudalism	封建	0.229	0.465	0.607
fever	發熱	0.194	0.674	0.364
feverish	發燒的	0.385	0.696	0.436
fiancee	NO TRANSLATION	0.959	0.626	0.556
fiasco	慘敗	0.167	0.600	0.200
fiat	菲亞特	0.520	0.418	0.446
fib	FIB	0.438	0.510	0.361
fiber	纖維	0.719	0.284	0.390
fiberglass	玻璃纖維	0.451	0.451	0.443
fibrosis	纖維化	0.160	0.469	0.546
fibrous	纖維	0.480	0.441	0.464
fickle	薄情	0.406	0.481	0.346
fiction	小說	0.438	0.657	0.441
fictional	虛構	0.430	0.490	0.340
fictitious	虛擬	0.224	0.444	0.293
fiddle	小提琴	0.571	0.449	0.391
fiddler	小提琴手	0.615	0.580	0.500
fidelity	保真度	0.765	0.580	0.709
fidgety	手忙腳亂的	0.229	0.786	0.351
fiduciary	信託的	0.375	0.400	0.509
field	領域	0.640	0.380	0.336
field hockey	曲棍球	0.602	0.786	0.518
fielder	外野手	0.583	0.378	0.415
fiend	惡魔	0.146	0.903	0.608
fiendish	魔王	0.167	0.846	0.591
fierce	激烈	0.281	0.877	0.759
fiery	火熱	0.418	0.850	0.721
fiesta	節日	0.927	0.779	0.655
fiesty	NO TRANSLATION	0.571	0.663	0.472
fifteen	十五	0.490	0.290	0.443
fifty	五十	0.571	0.368	0.439
fig	圖	0.573	0.390	0.339
fight	鬥爭	0.531	0.868	0.809
fighter	戰鬥機	0.637	0.760	0.898
fighting	戰鬥	0.292	0.885	0.783
fights	打架	0.070	0.920	0.712
figment	虛構	0.552	0.316	0.533
figurative	比喻	0.479	0.450	0.634
figure	數字	0.688	0.328	0.509
figurine	塑像	0.760	0.283	0.258
filament	燈絲	0.510	0.452	0.377
filamentous	絲狀	0.531	0.480	0.516
file	文件	0.480	0.316	0.463
filet	內圓角	0.615	0.392	0.291
filibuster	阻撓議事	0.271	0.714	0.508
filigree	掐絲	0.576	0.408	0.514
filing	備案	0.620	0.420	0.700
filings	申請	0.323	0.412	0.340
fill	填	0.729	0.449	0.637
filler	填料	0.531	0.347	0.529
fillet	魚片	0.745	0.415	0.378
filling	填充	0.510	0.382	0.525
filly	菲伊	0.479	0.564	0.519
film	電影	0.823	0.491	0.566
filmmaker	電影製片人	0.704	0.510	0.635
filmy	NO TRANSLATION	0.583	0.510	0.425
filter	過濾	0.440	0.296	0.260
filth	污垢	0.194	0.592	0.319
filthy	污穢	0.115	0.714	0.321
filtration	過濾	0.407	0.520	0.255
fin	NO TRANSLATION	0.333	0.340	0.377
final	最後	0.276	0.575	0.508
finale	壓軸	0.406	0.330	0.468
finalist	決賽	0.833	0.686	0.736
finality	終局	0.615	0.368	0.627
finalize	敲定	0.556	0.550	0.578
finalized	敲定	0.245	0.210	0.608
finally	最後	0.583	0.433	0.465
finance	金融	0.753	0.431	0.843
financial	金融	0.667	0.500	0.722
financier	金融家	0.602	0.500	0.778
finch	雀	0.438	0.444	0.358
find	找	0.774	0.555	0.580
finder	發現者	0.360	0.550	0.630
finding	發現	0.796	0.469	0.664
fine	精細	0.823	0.240	0.647
finery	服飾	0.562	0.479	0.636
finesse	靈巧	0.740	0.387	0.412
finger	手指	0.321	0.264	0.291
fingernail	指甲	0.418	0.415	0.153
fingerprint	指紋	0.583	0.404	0.570
fingerscrossed	NO TRANSLATION	0.573	0.540	0.356
