Word	Malay-ms	Valence	Arousal	Dominance
denounce	nyatakan	0.083	0.780	0.426
dense	padat	0.354	0.343	0.536
density	ketumpatan	0.602	0.471	0.561
dent	penyok	0.306	0.606	0.325
dental	pergigian	0.573	0.404	0.463
dentist	doktor gigi	0.479	0.620	0.642
dentistry	pergigian	0.429	0.570	0.569
dentists	doktor gigi	0.364	0.600	0.582
denunciation	pengucupan	0.146	0.830	0.561
deny	menafikan	0.316	0.667	0.321
denying	menyangkal	0.080	0.542	0.272
deodorant	deodoran	0.480	0.265	0.269
depart	berlepas	0.398	0.480	0.444
departed	berlepas	0.245	0.536	0.391
department	jabatan	0.708	0.358	0.642
departmental	jabatan	0.612	0.422	0.446
departure	berlepas	0.573	0.500	0.426
depend	bergantung	0.388	0.429	0.358
dependable	boleh dipercayai	0.880	0.357	0.741
dependant	bergantung	0.357	0.404	0.451
dependence	pergantungan	0.250	0.451	0.433
dependency	pergantungan	0.429	0.365	0.356
dependent	bergantung	0.354	0.455	0.404
depict	menggambarkan	0.663	0.529	0.723
depicting	menggambarkan	0.490	0.566	0.602
depletion	kekurangan	0.153	0.370	0.236
deplorable	menyedihkan	0.135	0.657	0.230
deplore	deplore	0.135	0.575	0.373
deploy	menyebarkan	0.500	0.520	0.585
deployment	penyebaran	0.510	0.520	0.612
deport	deport	0.167	0.667	0.546
deportation	pengusiran	0.104	0.786	0.450
depose	depose	0.286	0.420	0.451
deposit	deposit	0.540	0.379	0.483
depositary	depositori	0.604	0.431	0.500
deposition	pemendapan	0.394	0.510	0.471
depository	depositori	0.551	0.373	0.481
depot	depot	0.635	0.255	0.471
depraved	kejam	0.031	0.837	0.395
depravity	kejahatan	0.115	0.854	0.453
depreciate	menyusut	0.270	0.623	0.445
depreciated	disusut nilai	0.135	0.672	0.250
depreciation	susut nilai	0.143	0.571	0.386
depress	tertekan	0.219	0.635	0.528
depressed	tertekan	0.024	0.445	0.136
depressing	menyedihkan	0.146	0.559	0.216
depression	kemurungan	0.031	0.520	0.232
depressive	kemurungan	0.143	0.434	0.202
depresson	NO TRANSLATION	0.135	0.400	0.308
deprivation	kekurangan	0.194	0.610	0.413
deprive	menafikan	0.271	0.591	0.340
deprived	dilucutkan	0.354	0.506	0.536
depth	kedalaman	0.708	0.561	0.759
deputy	timbalan	0.429	0.530	0.787
derail	derail	0.108	0.802	0.375
deranged	gila	0.376	0.868	0.357
derelict	ketinggalan	0.208	0.470	0.237
derision	derision	0.265	0.670	0.292
derivation	derivasi	0.521	0.519	0.644
derivative	derivatif	0.541	0.491	0.508
derive	dapatkan	0.396	0.324	0.360
dermal	kulitnya	0.385	0.406	0.443
dermatologist	pakar dermatologi	0.531	0.358	0.528
dermatology	dermatologi	0.422	0.500	0.556
derogation	pengurangan	0.208	0.460	0.327
derogatory	menghina	0.122	0.580	0.404
descend	turun	0.385	0.535	0.231
descendant	keturunan	0.684	0.420	0.625
descendent	NO TRANSLATION	0.391	0.480	0.565
descending	turun	0.219	0.493	0.250
descent	keturunan	0.300	0.402	0.158
describe	terangkan	0.542	0.472	0.555
description	keterangan	0.582	0.425	0.596
descriptive	penjelasan	0.667	0.352	0.570
desecrate	desecrate	0.255	0.806	0.509
desecration	penodaan	0.125	0.833	0.564
desert	padang pasir	0.469	0.279	0.389
deserted	ditinggalkan	0.156	0.480	0.214
deserter	deserter	0.122	0.710	0.366
desertion	desertion	0.122	0.630	0.289
deserve	pantas	0.802	0.436	0.613
deserved	sepatutnya	0.781	0.582	0.689
deserving	layak	0.802	0.596	0.858
design	reka bentuk	0.796	0.327	0.632
designate	menetapkan	0.531	0.538	0.683
designated	ditetapkan	0.500	0.412	0.616
designation	jawatan	0.612	0.571	0.675
designed	direka bentuk	0.745	0.380	0.595
designer	pereka	0.875	0.519	0.670
designing	merancang	0.792	0.355	0.552
desirability	keinginan	0.684	0.550	0.675
desirable	wajar	0.740	0.735	0.750
desire	keinginan	0.896	0.692	0.647
desiring	berhasrat	0.814	0.821	0.632
desirous	berhasrat	0.719	0.824	0.562
desist	berhenti	0.220	0.358	0.291
desk	meja	0.510	0.135	0.422
desolate	sepi	0.104	0.320	0.228
desolation	ketandusan	0.073	0.481	0.273
despair	putus asa	0.115	0.794	0.245
despairing	berputus asa	0.073	0.735	0.286
despatch	hantar	0.448	0.400	0.613
desperado	desperado	0.260	0.745	0.361
desperate	terdesak	0.083	0.842	0.337
desperation	terdesak	0.125	0.904	0.419
despicable	hina	0.146	0.710	0.255
despise	membenci	0.167	0.745	0.296
despondent	senang hati	0.133	0.378	0.221
despotic	despotik	0.141	0.824	0.592
despotism	despotisme	0.255	0.696	0.620
dessert	pencuci mulut	0.755	0.491	0.404
destination	destinasi	0.708	0.471	0.637
destined	ditakdirkan	0.698	0.462	0.617
destiny	takdir	0.781	0.413	0.611
destitute	miskin	0.130	0.451	0.222
destroy	memusnahkan	0.046	0.935	0.635
destroyed	dimusnahkan	0.031	0.696	0.288
destroyer	pemusnah	0.083	0.830	0.543
destroying	memusnahkan	0.041	0.828	0.660
destruct	merosakkan	0.071	0.868	0.525
destruction	kemusnahan	0.102	0.929	0.613
destructive	merosakkan	0.177	0.870	0.713
detach	lepaskan	0.357	0.625	0.450
detached	berkembar	0.280	0.396	0.216
detachment	detasmen	0.243	0.700	0.443
detail	terperinci	0.514	0.406	0.528
detailed	terperinci	0.603	0.314	0.472
details	butiran	0.583	0.367	0.481
detain	menahan diri	0.351	0.345	0.430
detainee	tahanan	0.306	0.510	0.321
detect	mengesan	0.531	0.520	0.565
detectable	boleh dikesan	0.479	0.539	0.649
detection	pengesanan	0.708	0.567	0.538
detective	detektif	0.500	0.764	0.901
detector	pengesan	0.459	0.630	0.724
detention	penahanan	0.265	0.698	0.562
deter	menghalang	0.344	0.537	0.567
detergent	bahan pencuci	0.458	0.304	0.426
deteriorate	merosot	0.083	0.471	0.202
deteriorated	merosot	0.053	0.549	0.237
deteriorating	semakin merosot	0.104	0.459	0.112
deterioration	kemerosotan	0.130	0.512	0.283
determinable	boleh ditentukan	0.625	0.565	0.723
determinate	menentukan	0.630	0.314	0.772
determination	keazaman	0.776	0.725	0.795
determine	tentukan	0.612	0.368	0.776
determined	ditentukan	0.760	0.528	0.673
deterrent	menghalang	0.292	0.461	0.385
detest	dendam	0.083	0.800	0.492
detestation	penindasan	0.177	0.637	0.412
detonate	meletup	0.375	0.850	0.696
detonation	letupan	0.167	0.931	0.741
detonator	detonator	0.207	0.875	0.750
detour	jalan memutar	0.398	0.539	0.309
detract	mengurangkan	0.344	0.438	0.368
detriment	menjejaskan	0.281	0.538	0.263
detrimental	merosakkan	0.203	0.679	0.387
detritus	detritus	0.276	0.353	0.363
deuce	deuce	0.479	0.338	0.425
deutschmark	deutschmark	0.439	0.431	0.509
devalued	menurunkan nilai	0.321	0.462	0.212
devastate	merosakkan	0.021	0.796	0.509
devastated	hancur	0.120	0.544	0.264
devastating	menghancurkan	0.104	0.856	0.419
devastation	kemusnahan	0.090	0.904	0.472
develop	membangunkan	0.771	0.670	0.821
developer	pemaju	0.844	0.653	0.864
developing	membangunkan	0.833	0.587	0.714
development	pembangunan	0.827	0.500	0.796
deviant	menyimpang	0.094	0.589	0.398
deviate	menyimpang	0.173	0.562	0.269
deviating	menyimpang	0.354	0.634	0.536
deviation	sisihan	0.105	0.513	0.336
device	peranti	0.562	0.404	0.627
devil	syaitan	0.161	0.900	0.611
deviled	dibakar	0.347	0.559	0.358
devilish	syaitan	0.073	0.865	0.490
devious	licik	0.250	0.519	0.259
devise	perancang	0.551	0.557	0.670
devoid	tiada	0.219	0.436	0.300
devolution	devolusi	0.345	0.434	0.425
devolve	berpindah	0.367	0.427	0.596
devote	menumpukan	0.802	0.490	0.642
devoted	Setia	0.867	0.320	0.698
devotee	penyembah	0.816	0.461	0.577
devotion	pengabdian	0.802	0.561	0.673
devotional	kebaktian	0.740	0.394	0.655
devour	makan	0.344	0.888	0.574
devout	taat	0.620	0.357	0.464
dew	embun	0.604	0.225	0.464
dexter	dexter	0.458	0.473	0.444
dexterity	ketangkasan	0.771	0.673	0.864
dextrose	dextrose	0.333	0.402	0.323
diabetes	diabetes	0.051	0.472	0.279
diabetic	kencing manis	0.125	0.269	0.237
diabolical	jahat	0.102	0.912	0.456
diagnose	mendiagnosis	0.378	0.520	0.714
diagnosis	diagnosis	0.571	0.500	0.819
diagnostic	diagnostik	0.417	0.483	0.635
diagnostics	diagnostik	0.540	0.440	0.750
diagonal	pepenjuru	0.500	0.343	0.410
diagram	rajah	0.562	0.357	0.445
dial	dail	0.620	0.427	0.596
dialect	dialek	0.635	0.422	0.526
dialectic	dialektik	0.510	0.540	0.638
dialogue	dialog	0.599	0.441	0.625
dialysis	dialisis	0.194	0.567	0.407
diameter	diameter	0.427	0.298	0.483
diamond	berlian	0.910	0.606	0.769
diamonds	berlian	0.927	0.684	0.917
diaper	lampin	0.409	0.274	0.155
diaphragm	diafragma	0.459	0.337	0.517
diarrhea	cirit-birit	0.092	0.684	0.143
diarrhoea	cirit-birit	0.038	0.692	0.250
diary	buku harian	0.698	0.292	0.464
diatribe	diatribe	0.354	0.569	0.409
dib	NO TRANSLATION	0.479	0.370	0.344
dibs	dibs	0.510	0.410	0.391
dice	dadu	0.458	0.441	0.264
dicey	dicey	0.290	0.833	0.727
dichotomous	dikotot	0.365	0.452	0.538
dichotomy	dikotomi	0.323	0.482	0.483
dick	batang	0.208	0.500	0.462
dickhead	dickhead	0.115	0.608	0.284
dicks	ayam sabung	0.310	0.694	0.358
dictate	mendikte	0.480	0.423	0.668
dictation	dikte	0.255	0.378	0.627
dictator	diktator	0.073	0.760	0.862
dictatorial	diktator	0.204	0.770	0.840
dictatorship	kediktatoran	0.082	0.806	0.784
diction	artikulasi	0.439	0.373	0.679
dictionary	kamus	0.620	0.250	0.598
dictum	NO TRANSLATION	0.385	0.510	0.528
didactic	didaktik	0.645	0.480	0.673
diddle	diddle	0.429	0.566	0.393
die	NO TRANSLATION	0.031	0.765	0.259
died	meninggal dunia	0.021	0.650	0.327
diesel	diesel	0.490	0.327	0.448
diet	diet	0.429	0.235	0.398
dietary	diet	0.551	0.220	0.261
differ	berbeza	0.230	0.398	0.396
difference	beza	0.474	0.560	0.483
differences	perbezaan	0.365	0.582	0.342
different	berbeza	0.612	0.394	0.473
differential	perbezaannya	0.520	0.378	0.535
differentiation	pembezaan	0.367	0.561	0.535
differently	berbeza	0.480	0.431	0.506
differing	berbeza	0.418	0.410	0.455
difficult	sukar	0.235	0.700	0.508
difficulties	kesukaran	0.082	0.784	0.357
difficulty	kesukaran	0.079	0.740	0.368
diffuse	meresap	0.430	0.431	0.321
diffusion	penyebaran	0.356	0.615	0.517
dig	NO TRANSLATION	0.367	0.585	0.637
digest	mencerna	0.720	0.413	0.483
digestion	pencernaan	0.531	0.410	0.455
digestive	pencernaan	0.542	0.413	0.434
digit	digit	0.447	0.286	0.333
digital	digital	0.740	0.382	0.529
dignified	bermaruah	0.766	0.481	0.635
dignify	bermaruah	0.854	0.588	0.735
dignity	martabat	0.844	0.391	0.873
digress	menggegarkan	0.271	0.625	0.411
digs	NO TRANSLATION	0.448	0.670	0.635
dike	dikejutkan	0.360	0.384	0.490
dilapidated	usang	0.229	0.618	0.286
dilatation	dilatasi	0.385	0.574	0.368
dilation	pengembangan	0.347	0.490	0.578
dildo	dildo	0.536	0.587	0.491
dilemma	dilema	0.153	0.590	0.430
diligence	ketekunan	0.688	0.423	0.700
diligent	rajin	0.760	0.426	0.759
dill	Dill	0.427	0.360	0.373
diluent	pengotor	0.417	0.344	0.332
dilute	cairkan	0.275	0.192	0.349
diluted	dicairkan	0.469	0.310	0.229
dilution	pencairan	0.445	0.337	0.352
dim	red	0.398	0.321	0.273
dime	dime	0.653	0.317	0.345
dimension	dimensi	0.592	0.415	0.627
dimensional	dimensi	0.561	0.484	0.596
diminish	berkurangan	0.240	0.357	0.167
diminished	berkurangan	0.156	0.269	0.196
diminution	pengurangan	0.316	0.296	0.245
diminutive	kecil	0.323	0.200	0.109
dimwit	dimwit	0.255	0.459	0.175
din	NO TRANSLATION	0.440	0.417	0.398
dine	makan malam	0.821	0.519	0.478
diner	restoran	0.643	0.302	0.538
dinghy	dinghy	0.510	0.269	0.325
dingo	dingo	0.608	0.472	0.346
dingy	kotor	0.156	0.483	0.343
dining	makan	0.724	0.350	0.459
dinky	dinky	0.357	0.451	0.358
dinner	makan malam	0.823	0.392	0.379
dinnertime	masa makan malam	0.796	0.406	0.341
dinosaur	dinosaur	0.448	0.630	0.596
dint	dint	0.378	0.480	0.492
diocesan	diocesan	0.520	0.283	0.518
diocese	keuskupan	0.510	0.288	0.575
diorama	diorama	0.592	0.441	0.462
dioxide	dioksida	0.354	0.433	0.456
dip	dip	0.516	0.583	0.397
diploma	Diploma	0.750	0.462	0.731
diplomacy	diplomasi	0.740	0.396	0.774
diplomat	diplomat	0.563	0.262	0.868
diplomatic	diplomatik	0.653	0.363	0.918
dipper	dipper	0.548	0.361	0.348
dippy	dippy	0.430	0.402	0.340
dipstick	dipstick	0.365	0.312	0.316
dire	NO TRANSLATION	0.214	0.660	0.259
direct	langsung	0.793	0.403	0.650
directed	diarahkan	0.542	0.490	0.541
direction	arah	0.719	0.330	0.684
directive	arahan	0.604	0.530	0.918
directly	secara langsung	0.747	0.400	0.702
director	pengarah	0.688	0.580	0.912
directory	direktori	0.439	0.413	0.538
dirt	kotoran	0.112	0.500	0.236
dirty	kotor	0.153	0.460	0.170
disability	kecacatan	0.073	0.482	0.173
disable	melumpuhkan	0.115	0.430	0.269
disabled	kurang upaya	0.308	0.443	0.235
disadvantage	kelemahan	0.150	0.377	0.282
disaffected	tidak disukai	0.176	0.410	0.291
disagree	tidak bersetuju	0.133	0.590	0.345
disagreeable	tidak menyenangkan	0.042	0.643	0.178
disagreeing	tidak bersetuju	0.255	0.643	0.350
disagreement	ketidaksepakatan	0.104	0.618	0.236
disallow	tidak membenarkan	0.156	0.519	0.424
disallowed	tidak dibenarkan	0.135	0.500	0.328
disapointment	NO TRANSLATION	0.104	0.418	0.231
disappear	hilang	0.143	0.441	0.350
disappearance	kehilangan	0.214	0.698	0.367
disappearing	hilang	0.167	0.427	0.379
disappoint	mengecewakan	0.150	0.633	0.288
disappointed	kecewa	0.071	0.472	0.241
disappointing	mengecewakan	0.073	0.640	0.200
disappointment	kekecewaan	0.115	0.490	0.336
disapproval	penolakan	0.085	0.551	0.367
disapprove	tidak setuju	0.160	0.594	0.445
disapproved	tidak diluluskan	0.104	0.550	0.114
disapproving	tidak setuju	0.245	0.625	0.452
disarm	melucutkan senjata	0.292	0.528	0.613
disarray	kekecewaan	0.198	0.657	0.223
disaster	bencana	0.082	0.892	0.433
disastrous	malapetaka	0.071	0.741	0.439
disband	membubarkan	0.302	0.491	0.417
disbelief	kekafiran	0.188	0.409	0.373
disbelieve	tidak percaya	0.188	0.441	0.352
disburse	membebankan	0.418	0.473	0.353
disbursement	pembayaran	0.240	0.443	0.435
disc	cakera	0.622	0.410	0.426
discard	buang	0.240	0.343	0.337
discarded	dibuang	0.229	0.460	0.308
discards	membuangnya	0.240	0.464	0.391
discern	perhatikan	0.459	0.566	0.518
discernible	boleh dilihat	0.427	0.441	0.481
discerning	bijak	0.542	0.584	0.780
discernment	pengertian	0.408	0.471	0.694
discharge	pelepasan	0.427	0.538	0.578
disciple	murid	0.765	0.385	0.462
disciplinary	disiplin	0.562	0.593	0.796
discipline	disiplin	0.615	0.471	0.806
disciplined	disiplin	0.728	0.450	0.750
disclaim	penafian	0.235	0.509	0.321
disclaimer	penafian	0.367	0.571	0.542
disclose	mendedahkan	0.490	0.570	0.545
disclosed	didedahkan	0.271	0.575	0.546
disclosure	pendedahan	0.500	0.615	0.710
disco	disko	0.710	0.806	0.575
discoloration	perubahan warna	0.224	0.373	0.414
discolored	berubah warna	0.204	0.340	0.269
discomfort	ketidakselesaan	0.153	0.719	0.272
disconcerted	terkejut	0.100	0.612	0.288
disconcerting	membingungkan	0.106	0.549	0.269
disconnect	putuskan sambungan	0.438	0.292	0.191
disconnected	terputus	0.292	0.276	0.173
disconnection	pemotongan	0.167	0.283	0.277
disconnects	putuskan sambungan	0.256	0.357	0.241
discontent	ketidakpuasan	0.240	0.530	0.263
discontinuance	penundaan	0.123	0.741	0.337
discontinue	hentikan	0.354	0.396	0.349
discontinuity	pemotongan	0.303	0.439	0.250
discontinuous	tidak berterusan	0.233	0.409	0.316
discord	percanggahan	0.115	0.882	0.465
discount	diskaun	0.724	0.530	0.302
discounted	diskaun	0.677	0.471	0.430
discourage	tidak menggalakkan	0.184	0.443	0.267
discouraged	tidak digalakkan	0.220	0.304	0.090
discouragement	kekecewaan	0.112	0.319	0.206
discouraging	tidak menggalakkan	0.167	0.469	0.281
discourse	wacana	0.410	0.550	0.803
discover	temui	0.771	0.793	0.673
discovery	penemuan	0.823	0.627	0.814
discredit	mendiskreditkan	0.075	0.529	0.355
discredited	didiskreditkan	0.112	0.491	0.182
discreet	NO TRANSLATION	0.552	0.216	0.532
discrepancy	percanggahan	0.260	0.643	0.417
discrete	diskret	0.585	0.231	0.429
discretion	kebijaksanaan	0.552	0.320	0.685
discretionary	budi bicara	0.520	0.365	0.446
discriminate	diskriminasi	0.125	0.761	0.366
discriminating	membezakan	0.160	0.783	0.462
discrimination	diskriminasi	0.051	0.724	0.379
discus	cakera	0.542	0.423	0.343
discuss	berbincang	0.396	0.769	0.509
discussion	perbincangan	0.333	0.842	0.536
disdain	penghinaan	0.153	0.446	0.441
disdainful	menghina	0.097	0.480	0.263
disease	penyakit	0.041	0.539	0.333
diseased	berpenyakit	0.123	0.510	0.134
disembodied	tidak tersembunyi	0.167	0.620	0.412
disengage	melepaskan diri	0.406	0.529	0.304
disengagement	pengunduran	0.327	0.373	0.395
disfigured	cacat	0.153	0.613	0.336
disgrace	memalukan	0.061	0.531	0.331
disgraced	malu	0.071	0.661	0.250
disgraceful	memalukan	0.082	0.702	0.240
disgruntled	tidak puas hati	0.104	0.658	0.442
disguise	menyamar	0.573	0.694	0.431
disguised	menyamar	0.500	0.615	0.326
disgust	jijik	0.052	0.775	0.317
disgusted	jijik	0.051	0.773	0.274
disgusting	menjijikkan	0.031	0.796	0.245
dish	hidangan	0.552	0.255	0.264
disheartened	terkejut	0.153	0.343	0.238
disheartening	menyakitkan hati	0.010	0.353	0.224
dishonest	tidak jujur	0.191	0.491	0.163
dishonesty	ketidakjujuran	0.094	0.592	0.348
dishonor	kehinaan	0.104	0.620	0.185
dishonorable	tidak dapat dihina	0.112	0.641	0.280
dishwasher	mesin basuh pinggan mangkuk	0.480	0.296	0.324
disillusionment	kekecewaan	0.051	0.519	0.190
disinclination	disinclinasi	0.125	0.491	0.330
disincline	disincline	0.458	0.454	0.278
disinclined	tidak disengajakan	0.385	0.442	0.364
disinfect	membasmi kuman	0.448	0.388	0.648
disinfectant	disinfektan	0.531	0.429	0.460
disinfection	pembasmian kuman	0.517	0.556	0.473
disinformation	disinformation	0.230	0.577	0.260
disingenuous	tidak jujur	0.194	0.509	0.204
disintegrate	hancur	0.143	0.660	0.364
disintegration	perpecahan	0.094	0.551	0.381
disinterested	tidak berminat	0.398	0.284	0.392
disjoint	menyisih	0.351	0.385	0.322
disjointed	terputus-putus	0.323	0.518	0.365
disjunctive	kecurangan	0.286	0.481	0.400
disk	cakera	0.573	0.423	0.412
diskette	disket	0.531	0.255	0.391
dislike	tidak suka	0.156	0.406	0.321
disliked	tidak suka	0.062	0.510	0.221
disliking	tidak menyukai	0.163	0.637	0.366
dislocated	tersisih	0.125	0.625	0.200
dislocation	dislokasi	0.229	0.565	0.373
dislodge	mengusir	0.214	0.769	0.356
disloyal	tidak setia	0.062	0.582	0.245
disloyalty	ketidaksetiaan	0.187	0.716	0.267
dismal	suram	0.194	0.450	0.192
dismantle	hapus	0.347	0.644	0.462
dismay	kecewa	0.314	0.681	0.459
dismayed	kecewa	0.165	0.735	0.389
dismemberment	pemecahan	0.104	0.860	0.470
dismiss	tolak	0.167	0.541	0.509
dismissal	pemecatan	0.153	0.723	0.271
dismissive	meremehkan	0.188	0.541	0.430
dismount	turun	0.361	0.423	0.391
disobedience	ketidakpatuhan	0.051	0.868	0.369
disobedient	tidak taat	0.276	0.706	0.353
disobey	tidak patuh	0.143	0.556	0.491
disorder	gangguan	0.115	0.816	0.218
disordered	bercelaru	0.210	0.714	0.288
disorderly	tidak senonoh	0.188	0.748	0.385
disorganized	tidak teratur	0.052	0.507	0.184
disorientation	disorientasi	0.163	0.472	0.212
disoriented	tidak disengajakan	0.227	0.643	0.227
disown	menyangkal	0.153	0.637	0.368
disparage	merendahkan	0.092	0.663	0.336
disparaging	merosot	0.102	0.626	0.411
disparate	berbeza	0.438	0.500	0.368
disparity	ketaksamaan	0.208	0.482	0.361
dispassionate	kecewa	0.199	0.217	0.218
dispatch	penghantaran	0.317	0.417	0.555
dispatcher	pengirim	0.365	0.704	0.652
dispel	hapuskan	0.388	0.402	0.411
dispensary	dispensari	0.406	0.380	0.606
dispensation	dispensasi	0.388	0.462	0.490
dispense	mengetepikan	0.561	0.520	0.518
dispenser	dispenser	0.583	0.392	0.470
dispersal	penyebaran	0.388	0.507	0.421
disperse	menyebarkan	0.375	0.569	0.434
dispersed	tersebar	0.344	0.490	0.274
dispersion	penyebaran	0.270	0.604	0.350
dispirited	suram	0.204	0.280	0.142
displace	menggantikan	0.424	0.541	0.454
displaced	pelarian	0.281	0.472	0.291
displacement	anjakan	0.276	0.531	0.481
displacency	pergantungan	0.500	0.528	0.642
display	paparan	0.677	0.325	0.400
displease	mohon maaf	0.021	0.702	0.286
displeased	tidak senang	0.135	0.690	0.400
displeasure	tidak berpuas hati	0.115	0.559	0.250
disposable	pakai buang	0.271	0.439	0.250
disposal	pelupusan	0.135	0.608	0.396
dispose	buang	0.548	0.538	0.559
disposed	dilupuskan	0.688	0.441	0.625
disposition	pelupusan	0.663	0.542	0.734
dispossessed	hilang	0.354	0.577	0.331
disprove	membantah	0.375	0.625	0.613
dispute	pertikaian	0.219	0.750	0.585
disqualification	hilang kelayakan	0.066	0.677	0.330
disqualified	hilang kelayakan	0.129	0.464	0.232
disqualify	membatalkan kelayakan	0.208	0.595	0.267
disquieted	kecewa	0.229	0.850	0.290
disregard	tidak mengendahkan	0.177	0.647	0.308
disregarded	tidak diendahkan	0.260	0.458	0.283
disrelish	tidak berkaitan	0.375	0.471	0.304
disreputable	disegani	0.104	0.688	0.353
disrepute	haram	0.208	0.630	0.292
disrespect	tidak menghormati	0.062	0.637	0.302
disrespectful	tidak sopan	0.031	0.694	0.273
disrupt	mengganggu	0.265	0.640	0.349
disrupting	mengganggu	0.186	0.557	0.339
disruption	gangguan	0.235	0.735	0.436
disruptive	mengganggu	0.255	0.755	0.575
dissatisfaction	rasa tidak puas hati	0.115	0.663	0.202
dissatisfied	tidak berpuas hati	0.042	0.561	0.291
dissect	dissect	0.367	0.750	0.595
dissection	pembedahan	0.276	0.632	0.462
disseminate	menyebarkan	0.562	0.608	0.750
dissemination	penyebaran	0.476	0.551	0.583
dissension	perselisihan	0.250	0.618	0.414
dissent	perbezaan pendapat	0.300	0.655	0.407
dissenting	dissenting	0.208	0.552	0.366
dissertation	disertasi	0.312	0.575	0.575
disservice	merugikan	0.250	0.794	0.480
dissident	pembangkang	0.350	0.582	0.413
dissimilar	tidak sama	0.276	0.461	0.472
dissipate	hilang	0.385	0.368	0.355
dissipated	hilang	0.281	0.421	0.231
dissociation	penceraian	0.135	0.555	0.471
dissociative	dissociative	0.281	0.615	0.397
dissolution	pembubaran	0.204	0.464	0.349
dissolve	membubarkan	0.271	0.490	0.410
dissonance	kekecohan	0.173	0.471	0.336
dissuade	menghalang	0.482	0.500	0.350
distal	distal	0.410	0.401	0.438
distance	jarak	0.233	0.317	0.418
distant	jauh	0.229	0.324	0.269
distaste	sengsara	0.184	0.625	0.370
distasteful	tidak menyenangkan	0.264	0.676	0.222
distillate	sulingan	0.500	0.347	0.382
distillation	penyulingan	0.396	0.436	0.575
distilled	sulingan	0.427	0.573	0.500
distinct	berbeza	0.542	0.578	0.509
distinction	perbezaan	0.584	0.571	0.750
distinctive	tersendiri	0.885	0.520	0.604
distinguish	membezakan	0.675	0.471	0.600
distinguishable	dibezakan	0.635	0.530	0.727
distinguished	dibezakan	0.823	0.593	0.759
distinguishing	membezakan	0.622	0.363	0.640
distort	mengganggu	0.100	0.740	0.366
