Word	Shona-sn	Valence	Arousal	Dominance
exploitation	kushandiswa	0.156	0.920	0.718
exploration	kuongorora	0.594	0.650	0.773
exploratory	exploratory	0.653	0.690	0.698
explore	explore	0.776	0.660	0.727
explorer	explorer	0.729	0.663	0.714
explosion	kuputika	0.167	0.960	0.767
explosions	kuputika	0.123	0.860	0.594
explosive	kuputika	0.156	0.943	0.663
expo	expo	0.610	0.562	0.500
exponent	exponent	0.529	0.510	0.845
exponential	exponential	0.704	0.588	0.763
export	export	0.567	0.661	0.755
exportation	exportation	0.760	0.633	0.673
expose	kubudisa pachena	0.344	0.643	0.537
exposed	akafumurwa	0.471	0.661	0.509
exposition	kutsanangurwa	0.521	0.627	0.655
expository	expository	0.706	0.653	0.636
exposure	exposure	0.570	0.830	0.630
expound	kutsanangura	0.438	0.575	0.740
express	tsanangura	0.760	0.623	0.691
expression	kutaura	0.790	0.650	0.721
expressive	expressive	0.755	0.724	0.685
expressway	expressway	0.633	0.635	0.587
expropriation	expropriation	0.188	0.735	0.788
expulsion	kudzingwa	0.190	0.790	0.529
exquisite	zvakanyanya	0.892	0.644	0.604
exquisitely	zvakanakisisa	0.849	0.728	0.723
extant	iri kure	0.646	0.390	0.523
extend	kuwedzera	0.646	0.570	0.689
extendable	inowedzera	0.660	0.592	0.722
extended	akawedzerwa	0.570	0.304	0.649
extension	kuwedzera	0.490	0.510	0.529
extensive	akadzika	0.635	0.520	0.760
extent	zviyero	0.646	0.451	0.602
exterior	kunze	0.542	0.400	0.627
exterminate	kuparadza	0.177	0.857	0.736
extermination	kuparadzwa	0.190	0.860	0.616
exterminator	exterminator	0.344	0.804	0.887
external	kunze	0.479	0.341	0.509
externally	kunze	0.643	0.521	0.568
extinct	zvinopera	0.112	0.491	0.412
extinction	kuparara	0.104	0.750	0.611
extinguish	kudzima	0.240	0.576	0.482
extinguisher	chidzimidzi	0.707	0.379	0.543
extol	rumbidzai	0.582	0.667	0.456
extort	kunyaradza	0.052	0.827	0.570
extortion	kubata	0.112	0.868	0.630
extra	zvimwe	0.656	0.551	0.745
extract	kubvisa	0.565	0.402	0.519
extracting	kubvisa	0.521	0.709	0.689
extraction	kukohwa	0.418	0.740	0.526
extractor	extractor	0.302	0.536	0.519
extracurricular	extracurricular	0.457	0.471	0.743
extradition	extradition	0.229	0.627	0.554
extrajudicial	kusarura	0.365	0.686	0.667
extramural	zvisingasviki	0.336	0.559	0.537
extraneous	extraneous	0.276	0.625	0.478
extraordinaire	extraordinaire	0.847	0.864	0.898
extraordinary	zvinoshamisa	0.969	0.728	0.860
extraterrestrial	kunze kwenyika	0.510	0.833	0.792
extravagance	kudarika	0.531	0.802	0.700
extravagant	zvinopisa	0.720	0.763	0.812
extravaganza	extravaganza	0.646	0.786	0.906
extreme	zvakanyanya	0.318	0.800	0.721
extreme anticipation	kunyanya kutarisira	0.551	0.740	0.704
extreme disgust	kunyangadza zvakanyanya	0.052	0.873	0.456
extreme surprise	zvakashamisa zvakanyanya	0.833	0.935	0.676
extreme trust	kunyanya kuvimba	0.826	0.713	0.922
extremely	zvakanyanya	0.635	0.827	0.886
extremely negative	zvakaipa zvakanyanya	0.030	0.786	0.311
extremely positive	zvakanyanya kunaka	0.993	0.730	0.839
extremity	kuguma	0.408	0.588	0.583
extricate	yakanyanyisa	0.542	0.510	0.543
extrinsic	kupisa	0.510	0.479	0.636
extrusion	extrusion	0.229	0.660	0.545
exuberance	exuberance	0.698	0.816	0.787
exude	kurega	0.375	0.519	0.411
eye	ziso	0.531	0.265	0.425
eyeball	eyeball	0.526	0.422	0.420
eyebrow	sora	0.510	0.198	0.222
eyeful	anoona	0.802	0.500	0.676
eyeglass	eyeglass	0.531	0.236	0.286
eyeglasses	magirasi	0.561	0.269	0.306
eyelash	eyelashi	0.480	0.250	0.278
eyelet	eyelet	0.632	0.298	0.346
eyeliner	eyeliner	0.688	0.349	0.347
eyepiece	eyepiece	0.418	0.347	0.480
eyes	meso	0.760	0.279	0.432
eyesight	meso	0.750	0.226	0.343
eyewitness	eyewitness	0.541	0.686	0.698
fab	fab	0.490	0.380	0.406
fable	fable	0.663	0.387	0.389
fabled	fabled	0.625	0.538	0.545
fabric	chivara	0.635	0.190	0.345
fabricate	fabricate	0.636	0.491	0.779
fabricated	yakagadzirwa	0.418	0.427	0.555
fabrication	chigadzirwa	0.573	0.587	0.705
fabulous	zvakanaka	0.979	0.660	0.797
facade	facade	0.520	0.333	0.518
face	chiso	0.571	0.173	0.453
faceless	pasina	0.230	0.406	0.173
facet	facet	0.667	0.324	0.382
facial	chiso	0.594	0.429	0.433
facile	NO TRANSLATION	0.740	0.264	0.307
facilitate	kusimudzira	0.812	0.333	0.509
facility	nzvimbo	0.625	0.500	0.654
facing	akatarisana	0.604	0.406	0.550
facsimile	facsimile	0.490	0.500	0.543
fact	chokwadi	0.683	0.333	0.618
faction	chikamu	0.469	0.430	0.448
factor	factor	0.635	0.365	0.678
factory	factory	0.500	0.500	0.683
facts	chokwadi	0.688	0.471	0.693
factual	chokwadi	0.656	0.440	0.545
faculties	faculties	0.643	0.431	0.760
faculty	faculty	0.615	0.412	0.732
fad	fad	0.663	0.520	0.570
fade	fade	0.354	0.333	0.245
faded	faded	0.302	0.275	0.194
faeces	chimedu	0.184	0.476	0.175
fag	fag	0.122	0.653	0.331
faggot	fagot	0.219	0.643	0.292
fail	vanokundikana	0.177	0.578	0.154
failing	kukundikana	0.125	0.490	0.268
failure	kukanganisa	0.167	0.575	0.139
fain	NO TRANSLATION	0.479	0.417	0.426
faint	faint	0.063	0.429	0.167
fainting	kuneta	0.333	0.510	0.214
fair	fair	0.812	0.557	0.643
fairly	fairly	0.790	0.406	0.750
fairness	fairness	0.740	0.317	0.552
fairway	fairway	0.541	0.510	0.500
fairy	fairy	0.776	0.408	0.413
faith	kutenda	0.833	0.220	0.763
faithful	akatendeka	0.888	0.333	0.627
faithfulness	kutendeka	0.833	0.426	0.602
faithless	vasingatendi	0.102	0.683	0.304
fake	fake	0.073	0.554	0.268
faker	faker	0.245	0.630	0.480
falafel	falafel	0.560	0.402	0.351
falcon	falcon	0.557	0.580	0.678
fall	fall	0.177	0.657	0.221
fallacious	zvisina kunaka	0.271	0.587	0.390
fallacy	kutadza	0.112	0.561	0.430
fallback	fallback	0.458	0.358	0.508
fallible	kunokanganisa	0.365	0.537	0.402
falling	falling	0.202	0.716	0.306
fallopian	fallopian	0.297	0.390	0.464
fallout	donha	0.428	0.356	0.373
fallow	kuparara	0.375	0.368	0.464
false	FALSE	0.120	0.404	0.240
falsehood	nhema	0.031	0.625	0.384
falsely	zvenhema	0.083	0.480	0.265
falsification	kukanganisa	0.173	0.720	0.490
falsified	kukanganisa	0.042	0.630	0.306
falsify	kunyengera	0.115	0.657	0.409
falsity	falsity	0.120	0.689	0.186
falter	falter	0.421	0.650	0.346
fame	mukurumbira	0.896	0.755	0.852
famed	famed	0.878	0.750	0.819
familiar	vanoziva	0.906	0.330	0.615
familiarity	unoziva	0.854	0.346	0.616
familiarize	familiarize	0.760	0.365	0.654
family	mhuri	0.968	0.383	0.643
familytime	nguva yemhuri	0.939	0.420	0.679
famine	nzara	0.163	0.679	0.310
famished	nzara	0.177	0.654	0.282
famous	mukurumbira	0.916	0.775	0.882
famously	famously	0.856	0.765	0.787
fan	fan	0.781	0.429	0.357
fanatic	fanatic	0.573	0.780	0.629
fanatical	fanatical	0.555	0.830	0.714
fanaticism	kufarira	0.292	0.896	0.566
fanciful	fanciful	0.677	0.592	0.342
fancy	fancy	0.854	0.673	0.534
fandango	fandango	0.490	0.591	0.429
fanfare	fanfare	0.656	0.640	0.437
fang	NO TRANSLATION	0.175	0.491	0.455
fangs	fangs	0.286	0.598	0.434
fanning	fanning	0.615	0.330	0.236
fantasia	fantasia	0.898	0.694	0.436
fantasize	fantasize	0.771	0.660	0.356
fantastic	fantastic	0.969	0.696	0.831
fantasy	fantasy	0.880	0.627	0.474
faraway	kure kure	0.365	0.356	0.285
farce	farce	0.265	0.667	0.246
farcical	farcical	0.406	0.481	0.259
fare	fare	0.490	0.425	0.645
farewell	farewell	0.130	0.500	0.591
farm	purazi	0.781	0.327	0.297
farmer	murimi	0.677	0.432	0.464
farmhouse	farmhouse	0.690	0.330	0.444
farming	kurima	0.580	0.414	0.568
farmland	mapurazi	0.729	0.363	0.509
faro	faro	0.544	0.349	0.357
fart	fart	0.194	0.439	0.264
farther	kure	0.418	0.500	0.430
fascia	fascia	0.480	0.366	0.356
fascinate	fadza	0.854	0.683	0.802
fascinated	kufadzwa	0.812	0.714	0.788
fascinating	inonakidza	0.979	0.817	0.784
fascination	kufadza	0.885	0.773	0.835
fascism	fascism	0.104	0.740	0.695
fascist	fascist	0.200	0.755	0.527
fashion	fashion	0.827	0.616	0.589
fashionable	fashionable	0.750	0.510	0.605
fastball	fastball	0.688	0.679	0.575
fasten	fasten	0.458	0.585	0.529
fastener	fastener	0.577	0.377	0.491
fastening	fastening	0.594	0.473	0.554
fasting	kutsanya	0.388	0.370	0.394
fat	mafuta	0.198	0.353	0.237
fatal	fatal	0.061	0.775	0.509
fatalism	fatalism	0.208	0.694	0.631
fatality	kuora	0.062	0.798	0.595
fate	fate	0.571	0.479	0.712
fated	fated	0.582	0.472	0.692
fateful	fateful	0.290	0.583	0.402
fathead	fathead	0.296	0.527	0.463
father	baba	0.812	0.333	0.824
fatherhood	baba	0.885	0.519	0.682
fatherland	baba	0.729	0.469	0.778
fatherly	baba	0.865	0.363	0.712
fathom	fathom	0.520	0.410	0.523
fatigue	kuneta	0.173	0.378	0.265
fatigued	tired	0.146	0.433	0.245
fatso	fatso	0.286	0.394	0.336
fatten	fatten	0.375	0.549	0.363
fatty	fatty	0.286	0.361	0.325
faucet	faucet	0.427	0.278	0.356
fault	mhosva	0.188	0.558	0.184
faultless	asina mhosva	0.792	0.500	0.741
faulty	chakaipa	0.184	0.520	0.378
faun	faun	0.490	0.303	0.376
fauna	nyama	0.646	0.346	0.404
faux	faux	0.291	0.490	0.204
favor	nyasha	0.812	0.308	0.519
favorable	inofadza	0.952	0.380	0.788
favorite	unofarira	0.885	0.590	0.691
favoriteholiday	NO TRANSLATION	0.867	0.618	0.582
favoritism	kukanganisa	0.582	0.559	0.658
fawn	fawn	0.626	0.360	0.284
fax	fax	0.406	0.368	0.304
faze	NO TRANSLATION	0.417	0.515	0.382
fear	kutya	0.073	0.840	0.293
feared	kutya	0.240	0.733	0.509
fearful	kutya	0.083	0.482	0.278
fearfully	kutya	0.112	0.567	0.271
fearing	kutya	0.125	0.566	0.256
fearless	kutya	0.810	0.806	0.760
fears	kutya	0.061	0.821	0.306
fearsome	chinotyisa	0.115	0.900	0.586
feasibility	feasibility	0.653	0.490	0.741
feasible	zvinogoneka	0.694	0.388	0.611
feast	mutambo	0.979	0.724	0.680
feat	feat	0.750	0.706	0.849
feather	feather	0.677	0.208	0.144
feathered	feathered	0.438	0.288	0.214
feature	feature	0.667	0.314	0.679
features	features	0.667	0.433	0.509
febrile	febrile	0.429	0.578	0.414
fecal	fecal	0.255	0.528	0.213
feces	feces	0.240	0.407	0.307
fecundity	fecundity	0.688	0.591	0.683
fed	kudya	0.602	0.370	0.482
federal	federal	0.530	0.459	0.859
federation	federation	0.633	0.354	0.763
fedup	NO TRANSLATION	0.327	0.500	0.352
fee	mari	0.354	0.386	0.556
feeble	inoshayiwa simba	0.157	0.280	0.109
feed	feed	0.812	0.429	0.739
feedback	feedback	0.622	0.557	0.645
feeder	feeder	0.604	0.452	0.713
feel	kunzwa	0.802	0.602	0.596
feelgood	feelgood	0.990	0.441	0.621
feeling	kunzwa	0.806	0.329	0.531
feelingdown	NO TRANSLATION	0.490	0.457	0.567
feelinggood	NO TRANSLATION	0.940	0.449	0.655
feet	tsoka	0.510	0.240	0.292
feign	fungidzira	0.340	0.394	0.356
feigned	fungidzirwa	0.173	0.602	0.333
feisty	feisty	0.592	0.853	0.789
felicity	felicity	0.913	0.704	0.793
feline	feline	0.615	0.745	0.509
fell	akawira	0.255	0.462	0.250
feller	feller	0.406	0.622	0.617
fellow	shamwari	0.745	0.298	0.570
fellowship	kuyanana	0.900	0.429	0.778
felon	felon	0.111	0.898	0.455
felony	felony	0.206	0.808	0.472
felt	akanzwa	0.643	0.417	0.566
female	mukadzi	0.857	0.520	0.625
feminine	feminine	0.802	0.520	0.394
femininity	femininity	0.750	0.479	0.451
feminism	feminism	0.541	0.570	0.636
feminist	feminist	0.510	0.560	0.585
femme	NO TRANSLATION	0.551	0.529	0.398
femoral	chikadzi	0.417	0.324	0.566
femur	femur	0.408	0.289	0.413
fen	NO TRANSLATION	0.490	0.276	0.379
fence	fence	0.500	0.198	0.398
fenced	akavakirirwa	0.323	0.430	0.429
fencing	fencing	0.542	0.654	0.539
fend	fend	0.646	0.731	0.537
fender	fender	0.369	0.459	0.476
fennel	fennel	0.573	0.277	0.389
ferment	kunyorera	0.375	0.531	0.418
fermentation	fermentation	0.420	0.567	0.473
fern	fern	0.602	0.240	0.290
ferocious	zvinotyisa	0.167	0.915	0.776
ferocity	ferocity	0.235	0.906	0.746
ferret	ferret	0.385	0.391	0.398
ferry	ferry	0.604	0.509	0.389
ferryboat	NO TRANSLATION	0.594	0.452	0.553
fertile	fertile	0.888	0.408	0.704
fertility	kubereka	0.885	0.529	0.726
fertilize	simbisa	0.708	0.443	0.542
fertilizer	fertilizer	0.438	0.463	0.565
fervent	fervent	0.646	0.632	0.773
fervor	fervor	0.573	0.769	0.651
fess	fess	0.395	0.420	0.370
fest	fest	0.704	0.574	0.402
festival	mutambo	0.870	0.706	0.714
festive	festive	0.854	0.740	0.764
fetal	fetal	0.388	0.308	0.364
fetch	fetch	0.479	0.363	0.491
fete	NO TRANSLATION	0.580	0.551	0.465
fetish	fetish	0.307	0.706	0.500
fetus	fetus	0.479	0.519	0.395
feud	kunyengera	0.146	0.796	0.312
feudal	feudal	0.367	0.370	0.610
feudalism	hunyengeri	0.229	0.465	0.607
fever	fever	0.194	0.674	0.364
feverish	feverish	0.385	0.696	0.436
fiancee	NO TRANSLATION	0.959	0.626	0.556
fiasco	fiasco	0.167	0.600	0.200
fiat	fiat	0.520	0.418	0.446
fib	fiber	0.438	0.510	0.361
fiber	fiber	0.719	0.284	0.390
fiberglass	fiberglasslass	0.451	0.451	0.443
fibrosis	fibrosis	0.160	0.469	0.546
fibrous	fibrous	0.480	0.441	0.464
fickle	fickle	0.406	0.481	0.346
fiction	fiction	0.438	0.657	0.441
fictional	fictional	0.430	0.490	0.340
fictitious	kunyengera	0.224	0.444	0.293
fiddle	fiddle	0.571	0.449	0.391
fiddler	fiddler	0.615	0.580	0.500
fidelity	kutendeka	0.765	0.580	0.709
fidgety	fidgety	0.229	0.786	0.351
fiduciary	fiduciary	0.375	0.400	0.509
field	munda	0.640	0.380	0.336
field hockey	munda hockey	0.602	0.786	0.518
fielder	fielder	0.583	0.378	0.415
fiend	fiend	0.146	0.903	0.608
fiendish	fiendish	0.167	0.846	0.591
fierce	anotyisa	0.281	0.877	0.759
fiery	moto	0.418	0.850	0.721
fiesta	fiesta	0.927	0.779	0.655
fiesty	NO TRANSLATION	0.571	0.663	0.472
fifteen	gumi neshanu	0.490	0.290	0.443
fifty	makumi mashanu	0.571	0.368	0.439
fig	kionde	0.573	0.390	0.339
fight	kurwisa	0.531	0.868	0.809
fighter	murwi	0.637	0.760	0.898
fighting	kurwisana	0.292	0.885	0.783
fights	kurwisana	0.070	0.920	0.712
figment	figment	0.552	0.316	0.533
figurative	mufananidzo	0.479	0.450	0.634
figure	chimiro	0.688	0.328	0.509
figurine	figurin	0.760	0.283	0.258
filament	filament	0.510	0.452	0.377
filamentous	filamentous	0.531	0.480	0.516
file	faira	0.480	0.316	0.463
filet	filet	0.615	0.392	0.291
filibuster	filibuster	0.271	0.714	0.508
filigree	filigree	0.576	0.408	0.514
filing	filing	0.620	0.420	0.700
filings	filings	0.323	0.412	0.340
fill	fill	0.729	0.449	0.637
filler	filler	0.531	0.347	0.529
fillet	fillet	0.745	0.415	0.378
filling	kuzadza	0.510	0.382	0.525
filly	filly	0.479	0.564	0.519
film	firimu	0.823	0.491	0.566
filmmaker	filmmaker	0.704	0.510	0.635
filmy	NO TRANSLATION	0.583	0.510	0.425
filter	firiji	0.440	0.296	0.260
filth	tsvina	0.194	0.592	0.319
filthy	tsvina	0.115	0.714	0.321
filtration	filtration	0.407	0.520	0.255
fin	NO TRANSLATION	0.333	0.340	0.377
final	final	0.276	0.575	0.508
finale	kuguma	0.406	0.330	0.468
finalist	wokupedzisira	0.833	0.686	0.736
finality	kuguma	0.615	0.368	0.627
finalize	kugumisa	0.556	0.550	0.578
finalized	kupedziswa	0.245	0.210	0.608
finally	pakupedzisira	0.583	0.433	0.465
finance	mari	0.753	0.431	0.843
financial	zvemari	0.667	0.500	0.722
financier	mari	0.602	0.500	0.778
finch	finch	0.438	0.444	0.358
find	ona	0.774	0.555	0.580
finder	finder	0.360	0.550	0.630
finding	kuwana	0.796	0.469	0.664
fine	zvakanaka	0.823	0.240	0.647
finery	yakanaka	0.562	0.479	0.636
finesse	finesse	0.740	0.387	0.412
finger	munwe	0.321	0.264	0.291
fingernail	fingernail	0.418	0.415	0.153
fingerprint	fingerprint	0.583	0.404	0.570
fingerscrossed	NO TRANSLATION	0.573	0.540	0.356
finish	pedza	0.471	0.429	0.545
finished	apedza	0.510	0.387	0.570
finite	finite	0.384	0.347	0.293
fink	fink	0.410	0.514	0.439
fir	fir	0.521	0.275	0.306
fire	moto	0.380	0.804	0.635
firearm	chipfuti	0.086	0.943	0.864
firearms	mabhururu	0.220	0.943	0.821
fireball	fireball	0.302	0.777	0.664
firecracker	firecracker	0.474	0.741	0.434
firefight	firefight	0.153	0.920	0.664
firefighter	firefighter	0.637	0.770	0.773
firefly	firefly	0.622	0.410	0.363
firehouse	firehouse	0.594	0.689	0.627
firelight	firelight	0.677	0.504	0.639
fireman	fireman	0.583	0.745	0.755
fireplace	nzvimbo yemoto	0.667	0.380	0.417
firepower	firepower	0.375	0.941	0.810
fireproof	fireproof	0.684	0.679	0.723
fireside	moto	0.684	0.377	0.394
firestorm	moto	0.180	0.929	0.766
firewall	firewall	0.485	0.602	0.629
firewood	huni	0.520	0.348	0.263
firework	moto	0.786	0.904	0.593
fireworks	fireworks	0.735	0.863	0.579
firing	firing	0.188	0.931	0.803
firm	akasimba	0.635	0.380	0.728
firmament	firmament	0.750	0.407	0.660
firmly	zvakasimba	0.786	0.510	0.777
firmness	kusimba	0.823	0.479	0.939
first	chekutanga	0.625	0.500	0.788
firstborn	matangwe	0.786	0.490	0.695
firstworldprobs	NO TRANSLATION	0.458	0.612	0.483
fiscal	fiscal	0.500	0.582	0.845
fish	hove	0.510	0.280	0.250
fisherman	mubati wehove	0.656	0.461	0.546
fishery	hove	0.574	0.503	0.519
fishing	kubata hove	0.677	0.283	0.405
fishing boat	hove hove	0.521	0.403	0.627
fishy	fishy	0.224	0.601	0.471
fissile	fissile	0.333	0.490	0.380
fission	fission	0.386	0.500	0.567
fissure	fissure	0.333	0.510	0.431
fist	fist	0.333	0.686	0.481
fistfight	fistfight	0.208	0.902	0.543
fistful	fistful	0.500	0.509	0.500
fistula	fistula	0.312	0.481	0.330
fit	zvakakodzera	0.604	0.450	0.632
fitness	fitness	0.875	0.529	0.810
fits	fits	0.571	0.363	0.580
fitted	akabatanidzwa	0.507	0.404	0.673
fitting	fitting	0.612	0.441	0.638
fittings	fittings	0.531	0.404	0.409
five	shanu	0.510	0.221	0.298
fiver	fiver	0.458	0.469	0.517
fix	kugadzirisa	0.760	0.538	0.519
fixable	kugadziriswa	0.724	0.470	0.645
fixation	kugadziriswa	0.562	0.459	0.655
fixed	fixed	0.684	0.167	0.509
fixer	fixer	0.633	0.375	0.606
fixture	kugadzirisa	0.663	0.216	0.409
fixtures	zvigadziro	0.643	0.330	0.370
fizz	fizz	0.459	0.708	0.349
fjord	fjord	0.510	0.404	0.463
flabbergast	flabbergast	0.480	0.679	0.547
flabbergasted	rakasvibiswa	0.312	0.802	0.342
flabby	flabby	0.292	0.358	0.250
flaccid	flaccid	0.156	0.400	0.151
flag	flag	0.592	0.378	0.536
flagging	kukanganisa	0.521	0.519	0.509
flagpole	flagpole	0.500	0.394	0.458
flagrant	zvakajeka	0.286	0.673	0.455
flagship	flagship	0.592	0.587	0.703
flagstaff	flagstaff	0.520	0.517	0.500
flair	flair	0.775	0.471	0.676
flak	flak	0.390	0.600	0.600
flake	flake	0.385	0.388	0.289
flaky	flaky	0.363	0.509	0.279
flamboyant	flamboyant	0.615	0.794	0.705
flame	flame	0.448	0.574	0.615
flamethrower	flamethrower	0.160	0.882	0.683
flaming	flaming	0.406	0.645	0.558
flamingo	flamingo	0.667	0.451	0.482
flammable	zvinopisa	0.216	0.800	0.715
flan	flan	0.604	0.304	0.198
flange	flange	0.500	0.306	0.390
flank	flank	0.448	0.458	0.443
flanked	flanked	0.333	0.431	0.368
flanking	flanking	0.490	0.622	0.519
flannel	flannel	0.490	0.250	0.327
flap	flap	0.275	0.385	0.344
flapping	kuvhiringidza	0.458	0.728	0.404
flare	flare	0.558	0.823	0.508
flares	flares	0.580	0.642	0.556
flaring	flaring	0.625	0.771	0.509
flash	flash	0.571	0.590	0.657
flashback	flashback	0.265	0.400	0.485
flashing	flashing	0.604	0.574	0.438
flashlight	flashlight	0.653	0.414	0.356
flashy	flashy	0.704	0.600	0.827
flask	flask	0.418	0.412	0.454
flat	flat	0.408	0.236	0.303
flatbed	flatbed	0.490	0.250	0.380
flatfoot	flatfoot	0.265	0.333	0.330
flatness	flatness	0.479	0.280	0.527
flatten	flatten	0.286	0.469	0.442
flatter	flatter	0.521	0.418	0.302
flattered	flattered	0.865	0.608	0.708
flattering	kunyorera	0.755	0.686	0.500
flattery	flattery	0.470	0.575	0.404
flatulence	flatulence	0.210	0.632	0.343
flaunt	flaunt	0.438	0.611	0.525
flavor	kunakidza	0.885	0.479	0.392
flaw	kukanganisa	0.319	0.491	0.175
flawed	chakakanganisa	0.133	0.490	0.194
flawless	isina chakanaka	0.729	0.420	0.741
flea	flea	0.286	0.353	0.218
fleabag	fleabag	0.271	0.557	0.348
fled	vakatiza	0.224	0.639	0.322
flee	tiza	0.292	0.796	0.232
fleece	bvudzi	0.561	0.250	0.381
fleet	zvikepe	0.547	0.430	0.623
fleeting	nguva shoma	0.439	0.650	0.387
flesh	nyama	0.604	0.390	0.475
fleshy	nyama	0.500	0.518	0.406
flex	flex	0.604	0.378	0.330
flexibility	kugadzirisa	0.867	0.402	0.472
flexible	kugadziriswa	0.719	0.460	0.465
flexin	flexin	0.552	0.559	0.366
flexion	kuruka	0.449	0.551	0.418
flick	flick	0.688	0.541	0.515
flicker	flicker	0.635	0.321	0.333
flickering	flickering	0.490	0.444	0.289
flier	flier	0.541	0.490	0.652
flight	kutiza	0.646	0.630	0.587
flighty	flighty	0.219	0.602	0.436
flimsy	flimsy	0.302	0.396	0.189
flinch	flinch	0.350	0.804	0.555
fling	fling	0.439	0.696	0.534
flint	flint	0.521	0.439	0.536
flip	flip	0.281	0.529	0.435
flip flop	flip flop	0.417	0.519	0.321
flipper	flipper	0.677	0.420	0.415
flipping	flipping	0.553	0.551	0.345
flirt	flirt	0.792	0.790	0.538
flirtation	kufara	0.653	0.719	0.482
flirting	kufara	0.590	0.773	0.491
flirty	flirty	0.714	0.721	0.491
float	float	0.688	0.394	0.344
floater	float	0.480	0.433	0.370
flock	makwai	0.500	0.546	0.543
flog	flog	0.408	0.520	0.382
flood	mafashamo	0.208	0.778	0.608
floor	pasi	0.430	0.230	0.250
flooring	flooring	0.562	0.235	0.346
floozy	floozy	0.410	0.477	0.430
flop	flop	0.081	0.642	0.196
floppy	floppy	0.549	0.300	0.333
flora	flora	0.833	0.324	0.567
floral	maruva	0.833	0.235	0.264
florist	florist	0.771	0.410	0.388
floss	floss	0.500	0.280	0.278
flotation	flotation	0.510	0.353	0.333
flounder	flounder	0.711	0.333	0.345
flour	upfu	0.530	0.235	0.239
flourish	inobudirira	0.939	0.573	0.601
flow	runyura	0.696	0.316	0.464
flower	maruva	0.802	0.189	0.254
flowering	flowering	0.906	0.627	0.500
flowers	maruva	0.875	0.324	0.330
flowery	flowery	0.792	0.332	0.446
flows	inoyerera	0.571	0.480	0.434
flu	furu	0.230	0.547	0.250
fluctuate	kuchinja	0.285	0.617	0.480
fluctuating	kuchinja	0.292	0.591	0.395
fluctuation	kuchinja	0.347	0.750	0.519
flue	flue	0.354	0.688	0.451
fluency	kuratidzira	0.776	0.504	0.718
fluent	zvinonzwisisika	0.760	0.500	0.614
fluff	inoputika	0.520	0.264	0.172
fluffy	fluffy	0.781	0.431	0.356
fluid	fluid	0.673	0.407	0.589
fluidity	kusviba	0.729	0.510	0.576
fluke	fluke	0.446	0.450	0.432
flunk	flunk	0.104	0.548	0.170
flunky	flunky	0.205	0.452	0.216
fluorescence	fluorescence	0.667	0.490	0.500
fluorescent	fluorescent	0.602	0.595	0.500
flurries	flurries	0.422	0.760	0.517
flurry	flurry	0.302	0.760	0.559
flush	flush	0.408	0.755	0.589
flustered	flustered	0.316	0.903	0.283
flute	flute	0.635	0.330	0.363
fluted	kudanidzira	0.438	0.438	0.389
