Word	Ukrainian-uk	Valence	Arousal	Dominance
encomiastic	NO TRANSLATION	0.541	0.500	0.670
encomium	encomium	0.541	0.451	0.519
encompass	охоплюють	0.520	0.298	0.661
encore	NO TRANSLATION	0.510	0.423	0.500
encounter	зустрітися	0.865	0.702	0.689
encourage	заохочувати	0.896	0.580	0.704
encouraged	заохочений	0.953	0.702	0.657
encouragement	заохочення	0.865	0.700	0.759
encouraging	заохочення	0.823	0.583	0.755
encroach	зазіхати	0.302	0.742	0.702
encroachment	посягання	0.255	0.736	0.620
encrypt	шифрувати	0.500	0.387	0.500
encryption	шифрування	0.547	0.415	0.474
encumbrance	обтяжливість	0.300	0.521	0.480
encyclopedia	енциклопедія	0.679	0.320	0.645
end	кінець	0.198	0.349	0.298
end table	кінець таблиці	0.541	0.480	0.482
endanger	загрожує	0.115	0.885	0.404
endangered	під загрозою зникнення	0.083	0.885	0.430
endangerment	загроза	0.167	0.873	0.519
endearing	милосердний	0.663	0.434	0.604
endeavor	прагнути	0.677	0.755	0.765
ended	закінчився	0.302	0.500	0.500
endemic	ендемічний	0.406	0.480	0.483
endgame	ендграм	0.449	0.538	0.526
ending	закінчення	0.344	0.365	0.492
endless	нескінченні	0.347	0.462	0.472
endocarditis	ендокардит	0.235	0.587	0.412
endorse	схвалювати	0.592	0.392	0.472
endorsement	схвалення	0.834	0.360	0.611
endow	надію	0.684	0.398	0.609
endowed	наділений	0.755	0.510	0.769
endowment	ендаумент	0.685	0.578	0.647
endpapers	газети	0.542	0.400	0.339
endpoint	кінцева точка	0.311	0.410	0.448
endurance	витривалість	0.592	0.745	0.760
endure	витримати	0.320	0.610	0.574
enduring	витривалість	0.633	0.459	0.768
enema	клізма	0.281	0.673	0.268
enemy	ворог	0.135	0.794	0.591
energetic	енергійний	0.847	0.868	0.902
energize	енергійно	0.792	0.810	0.875
energy	енергія	0.944	0.725	0.868
enforce	примусове виконання	0.583	0.644	0.836
enforcement	правозастосування	0.594	0.571	0.736
enforcer	правозастосовник	0.398	0.612	0.639
engage	займатися	0.771	0.796	0.713
engaged	займався	0.837	0.596	0.849
engagement	взаємодія	0.906	0.587	0.807
engaging	залучення	0.948	0.612	0.862
engender	зародка	0.561	0.741	0.688
engine	двигун	0.615	0.644	0.676
engineer	інженер	0.719	0.500	0.875
engineering	інженерія	0.735	0.471	0.836
engrave	вигравірувати	0.486	0.442	0.517
engraved	вигравіруемий	0.542	0.375	0.473
engraver	гравер	0.552	0.417	0.500
engraving	гравюра	0.604	0.430	0.442
engrossed	поглинений	0.541	0.471	0.304
engrossing	захоплюючий	0.698	0.702	0.750
engulf	поглинати	0.398	0.573	0.500
enhance	покращити	0.802	0.578	0.814
enhancement	посилення	0.877	0.490	0.741
enigma	загадка	0.513	0.700	0.500
enigmatic	Загадкова	0.469	0.589	0.679
enjoin	замовити	0.594	0.454	0.732
enjoy	насолоджуйся	0.959	0.725	0.750
enjoyable	приємний	1.000	0.481	0.605
enjoying	насолоджуючись	0.908	0.759	0.759
enjoyment	насолода	0.930	0.612	0.716
enlarge	збільшити	0.735	0.606	0.688
enlarged	збільшений	0.673	0.490	0.518
enlargement	розширення	0.677	0.577	0.616
enlighten	просвітити	0.729	0.549	0.667
enlightened	освічений	0.956	0.566	0.700
enlightening	просвітницький	0.825	0.729	0.727
enlightenment	просвітлення	0.837	0.549	0.619
enlist	зарахувати	0.510	0.370	0.483
enliven	оживити	0.833	0.683	0.702
enmity	ворожнеча	0.094	0.706	0.382
ennui	еннуй	0.406	0.461	0.316
enormity	величезна кількість	0.594	0.648	0.848
enormous	величезний	0.677	0.665	0.886
enormously	величезно	0.760	0.694	0.872
enraged	розлючений	0.083	0.962	0.636
enrich	збагатити	0.896	0.731	0.705
enroll	зареєструватися	0.696	0.530	0.611
enrollment	зарахування	0.667	0.391	0.698
ensemble	ансамбль	0.697	0.418	0.586
ensign	прапорщик	0.663	0.270	0.545
enslave	поневолити	0.073	0.800	0.481
enslaved	поневолений	0.104	0.720	0.321
enslavement	поневолення	0.086	0.635	0.302
ensue	потягнути	0.698	0.363	0.332
ensure	забезпечити	0.737	0.406	0.759
entail	тягне за собою	0.484	0.630	0.645
entangled	заплутався	0.319	0.578	0.357
entanglement	заплутаність	0.302	0.765	0.248
enter	входити	0.708	0.470	0.500
enterprise	підприємство	0.760	0.392	0.754
enterprising	заповзятливий	0.865	0.784	0.875
entertain	розважати	0.918	0.684	0.598
entertained	розважали	0.902	0.644	0.712
entertainer	артист мистецтв	0.888	0.709	0.759
entertaining	розважальний	0.833	0.658	0.660
entertainment	розваги	0.847	0.750	0.569
enthralled	захоплений	0.745	0.602	0.615
enthusiasm	ентузіазм	0.938	0.816	0.798
enthusiast	ентузіаст	0.867	0.810	0.875
enthusiastic	ентузіазм	0.885	0.868	0.848
entice	заманювати	0.521	0.887	0.518
entire	цілий	0.689	0.462	0.698
entirety	цілісність	0.854	0.460	0.804
entitle	давати право	0.729	0.333	0.827
entity	суб'єкт господарювання	0.542	0.402	0.670
entomology	ентомологія	0.438	0.396	0.545
entourage	антураж	0.491	0.567	0.467
entrails	нутрощі	0.365	0.538	0.387
entrance	ВИХІД	0.698	0.393	0.526
entrapment	захоплення	0.177	0.604	0.441
entreat	попросіть	0.304	0.560	0.462
entree	вхід	0.615	0.477	0.624
entrepreneur	підприємець	0.885	0.704	0.920
entrust	довірити	0.693	0.310	0.630
entry	входження	0.552	0.353	0.602
enumerate	перерахувати	0.521	0.390	0.491
enumeration	перерахування	0.548	0.327	0.534
envelope	конверт	0.604	0.275	0.377
envious	заздрісний	0.110	0.754	0.341
environ	NO TRANSLATION	0.724	0.221	0.433
environment	навколишнє середовище	0.646	0.194	0.528
environmental	екологічний	0.633	0.313	0.664
environs	околиці	0.561	0.288	0.345
envision	задумайся	0.625	0.449	0.483
envoy	посланник	0.531	0.375	0.586
envy	заздрість	0.240	0.704	0.427
enzyme	фермент	0.562	0.277	0.481
ephemeral	ефемерний	0.500	0.312	0.377
ephemeris	ефемериди	0.640	0.380	0.528
epic	епічний	0.857	0.713	0.830
epidemic	епідемія	0.092	0.830	0.611
epidermis	епідерміс	0.418	0.490	0.426
epidural	епідуральна	0.347	0.452	0.525
epilepsy	епілепсія	0.061	0.854	0.250
epileptic	епілептичний	0.146	0.794	0.340
epilogue	епілог	0.582	0.353	0.466
epiphany	епіфанія	0.625	0.596	0.526
episcopal	єпископський	0.542	0.314	0.750
episode	епізод	0.719	0.367	0.509
episodic	епізодичний	0.531	0.542	0.462
epistle	послання	0.604	0.417	0.535
epitaph	епітафія	0.276	0.323	0.442
epithet	епітет	0.530	0.394	0.524
epitome	епітет	0.510	0.500	0.667
epoch	епоха	0.553	0.343	0.797
equal	рівний	0.781	0.178	0.407
equality	рівність	0.898	0.305	0.716
equalization	вирівнювання	0.625	0.422	0.423
equalize	вирівняти	0.738	0.281	0.574
equalizer	еквалайзер	0.604	0.451	0.586
equally	однаково	0.625	0.264	0.436
equate	прирівняти	0.724	0.382	0.624
equation	рівняння	0.479	0.384	0.608
equator	екватор	0.550	0.302	0.462
equatorial	екваторіальний	0.550	0.271	0.593
equestrian	кіннота	0.633	0.519	0.417
equidistant	рівномірний	0.375	0.406	0.509
equilibration	рівновага	0.724	0.317	0.593
equilibrium	рівновагу	0.676	0.235	0.620
equip	обладнати	0.650	0.519	0.713
equipment	обладнання	0.745	0.495	0.700
equitable	справедливий	0.714	0.286	0.750
equity	власний капітал	0.792	0.304	0.614
equivalence	еквівалентність	0.663	0.250	0.582
equivalent	еквівалент	0.646	0.347	0.500
equivocal	двозначний	0.327	0.482	0.257
era	епоха	0.615	0.407	0.449
eradicate	викорінити	0.260	0.690	0.686
eradication	викорінення	0.208	0.788	0.685
erase	стерти	0.240	0.260	0.321
eraser	гумка	0.458	0.209	0.311
erasure	стерти	0.281	0.360	0.265
ere	NO TRANSLATION	0.479	0.312	0.377
erect	прямостоячий	0.643	0.885	0.627
erectile	еректильний	0.542	0.796	0.625
erection	монтаж	0.640	0.856	0.695
ergo	NO TRANSLATION	0.385	0.400	0.385
erode	розмити	0.208	0.643	0.580
erosion	ерозія	0.312	0.770	0.465
erotic	еротичний	0.625	0.946	0.683
erotica	еротика	0.781	0.870	0.579
err	помилка	0.146	0.660	0.236
errand	доручення	0.385	0.519	0.482
errant	химерний	0.205	0.602	0.375
erratic	нестабільний	0.271	0.503	0.217
erratum	помилка	0.327	0.528	0.436
erroneous	помилковий	0.057	0.561	0.245
error	помилка	0.094	0.559	0.198
erst	NO TRANSLATION	0.277	0.422	0.357
erudite	ерудований	0.719	0.434	0.774
erupt	вивернути	0.188	0.820	0.818
eruption	виверження	0.156	0.913	0.733
escalade	ескалада	0.480	0.724	0.442
escalate	ескалація	0.653	0.714	0.728
escalating	ескалація	0.646	0.724	0.518
escalation	ескалація	0.571	0.807	0.582
escalator	ескалатор	0.500	0.530	0.518
escape	Втеча	0.367	0.765	0.448
escaped	врятувався	0.365	0.755	0.518
escarpment	в'язниця	0.406	0.553	0.470
eschew	уникати	0.184	0.438	0.370
escort	супровід	0.729	0.480	0.608
escrow	депозит	0.449	0.520	0.613
esophagus	стравохід	0.429	0.454	0.464
esoteric	езотеричний	0.500	0.676	0.545
especial	NO TRANSLATION	0.827	0.419	0.794
espionage	шпигунство	0.312	0.750	0.620
espouse	співайте	0.802	0.529	0.598
espresso	еспресо	0.677	0.620	0.508
esprit	есприт	0.552	0.431	0.407
esquire	esquire	0.604	0.542	0.518
essay	есе	0.559	0.411	0.530
essayist	есеїст	0.656	0.460	0.462
essence	сутність	0.663	0.369	0.575
essential	істотне	0.812	0.405	0.759
essentially	по суті	0.750	0.373	0.802
establish	встановити	0.708	0.500	0.688
established	створена	0.796	0.394	0.694
establishment	установи	0.690	0.398	0.631
estate	маєток	0.653	0.385	0.647
esteem	повага	0.745	0.380	0.679
esteemed	шановний	0.694	0.418	0.531
esthetic	естетичний	0.635	0.360	0.558
estimable	оцінюваний	0.796	0.408	0.630
estimate	оцінити	0.719	0.469	0.517
estimation	оцінка	0.740	0.480	0.589
estoppel	естоппел	0.354	0.459	0.482
estranged	відчужено	0.156	0.382	0.377
estrogen	естроген	0.580	0.500	0.425
estuary	лиман	0.469	0.278	0.482
etch	травити	0.510	0.367	0.598
etching	травлення	0.567	0.491	0.575
eternal	вічний	0.854	0.409	0.843
eternity	вічність	0.765	0.520	0.911
ethanol	етанол	0.333	0.410	0.534
ether	ефір	0.490	0.306	0.412
ethereal	етеровий	0.520	0.419	0.518
ethic	етика	0.786	0.260	0.791
ethical	етичний	0.854	0.324	0.634
ethics	етика	0.658	0.296	0.731
ethnic	етнічний	0.583	0.373	0.555
ethnography	етнографія	0.571	0.373	0.549
etiology	етіологія	0.500	0.385	0.639
etiquette	етикет	0.604	0.350	0.421
etymology	етимологія	0.531	0.370	0.529
eucalyptus	евкаліпт	0.602	0.308	0.418
euchre	готуйся	0.470	0.459	0.442
eugenics	євгеніка	0.448	0.530	0.518
eulogistic	високогірний	0.740	0.623	0.694
eulogium	вихваляння	0.542	0.482	0.655
eulogize	вихваляйся	0.850	0.518	0.679
eulogy	похвальба	0.625	0.443	0.667
euphemism	евфемізм	0.418	0.453	0.491
euphoria	ейфорія	0.769	0.955	0.648
euphoric	ейфорія	0.745	0.904	0.588
euro	євро	0.680	0.441	0.521
euthanasia	евтаназія	0.229	0.716	0.325
evacuate	евакуйувати	0.354	0.792	0.314
evacuation	евакуація	0.160	0.755	0.582
evade	уникати	0.304	0.490	0.342
evaluate	оцінити	0.663	0.640	0.649
evaluation	оцінка	0.542	0.667	0.764
evanescence	евансценція	0.527	0.519	0.458
evangelical	Євангелічний	0.602	0.389	0.602
evangelist	євангеліст	0.582	0.464	0.702
evangelistic	євангелістичний	0.660	0.375	0.612
evaporate	випаровується	0.357	0.469	0.402
evaporation	випаровування	0.556	0.346	0.388
evasion	Ухилення від воріт	0.229	0.510	0.418
evasive	ухильно	0.117	0.596	0.425
eve	переддень	0.612	0.378	0.440
evening	вечір	0.458	0.185	0.318
evens	NO TRANSLATION	0.592	0.430	0.457
event	подія	0.745	0.673	0.664
eventful	насичений	0.543	0.837	0.510
eventual	можливо	0.633	0.459	0.413
eventuality	можливий випадок	0.469	0.627	0.527
evergreen	вічнозелене	0.729	0.471	0.546
everlasting	вічний	0.740	0.413	0.809
evermore	колись більше	0.677	0.450	0.403
everyday	кожен день	0.740	0.392	0.472
everyman	вселюдей	0.522	0.333	0.535
evict	виселити	0.042	0.632	0.377
eviction	виселення	0.185	0.731	0.455
evidence	свідчення	0.500	0.500	0.778
evident	очевидно	0.633	0.444	0.664
evidentiary	докази	0.448	0.541	0.717
evil	зло	0.040	0.827	0.545
evoke	викликати	0.438	0.341	0.500
evolution	еволюція	0.781	0.657	0.854
evolutionary	еволюційний	0.796	0.673	0.825
evolve	розвиватися	0.655	0.692	0.896
ewe	овець	0.429	0.216	0.277
ex	колишній	0.250	0.520	0.306
exacerbate	загострити	0.323	0.776	0.580
exacerbation	загострення	0.344	0.810	0.480
exact	точно	0.719	0.354	0.685
exacting	вимогливий	0.448	0.673	0.767
exaggerate	перебільшувати	0.193	0.760	0.529
exaggerated	перебільшена	0.224	0.885	0.732
exaggeration	перебільшення	0.312	0.775	0.582
exalt	піднімайся	0.656	0.750	0.745
exaltation	піднесення	0.594	0.892	0.673
exalted	піднесений	0.676	0.845	0.696
exam	іспит	0.479	0.663	0.577
examination	експертиза	0.378	0.657	0.679
examine	розглянути	0.615	0.623	0.786
examiner	екзаменатор	0.406	0.575	0.812
example	приклад	0.542	0.337	0.510
exasperated	розгніваний	0.229	0.816	0.377
exasperation	роздратування	0.214	0.833	0.483
excavate	розкопати	0.583	0.613	0.635
excavation	розкопки	0.540	0.644	0.527
excavator	екскаватор	0.427	0.673	0.649
exceed	перевищити	0.500	0.827	0.586
exceeding	перевищення	0.500	0.802	0.668
excel	відмінно	0.561	0.363	0.466
excellence	досконалість	0.958	0.620	0.907
excellent	відмінно	0.970	0.587	0.870
excelsior	чудовий	0.700	0.625	0.611
excepting	за винятком	0.408	0.413	0.526
exception	виняток	0.469	0.600	0.544
exceptional	винятковий	0.806	0.740	0.933
excerpt	уривок	0.437	0.367	0.543
excess	надлишок	0.385	0.889	0.712
excessive	надмірна	0.417	0.731	0.601
excessively	надмірно	0.449	0.882	0.716
exchange	обмін	0.740	0.569	0.491
excise	акцизувати	0.448	0.561	0.577
excision	висічення	0.260	0.480	0.519
excitability	збудливість	0.906	0.910	0.724
excitable	збудливий	0.803	0.939	0.629
excitation	збудження	0.792	0.958	0.750
excite	збуджуйся	0.823	0.950	0.668
excited	схвильований	0.908	0.931	0.709
excitement	хвилювання	0.896	0.684	0.731
exciting	хвилююче	0.950	0.792	0.789
