Word	Polish-pl	Valence	Arousal	Dominance
crushed	zgnieciony	0.167	0.647	0.300
crusher	łamacz	0.271	0.709	0.598
crushing	miażdżący	0.219	0.755	0.411
crust	Skorupa	0.542	0.337	0.456
crusty	skorupiasty	0.625	0.531	0.473
crutch	krocze	0.302	0.294	0.302
crux	sedno sprawy	0.469	0.558	0.519
cry	płakać	0.133	0.627	0.255
crybaby	beksa	0.375	0.702	0.311
crying	płacz	0.153	0.704	0.208
crypt	krypta	0.156	0.431	0.386
cryptic	tajny	0.296	0.516	0.474
cryptography	kryptografia	0.490	0.415	0.650
crystal	kryształ	0.618	0.270	0.508
crystalline	krystaliczny	0.765	0.235	0.534
crystallization	krystalizacja	0.600	0.449	0.565
cub	młode	0.646	0.382	0.284
cubby	schowek	0.354	0.385	0.360
cube	sześcian	0.469	0.226	0.274
cubic	sześcienny	0.458	0.306	0.407
cubicle	kabina	0.479	0.343	0.417
cuckold	rogacz	0.210	0.573	0.230
cuckoo	kukułka	0.420	0.459	0.284
cucumber	ogórek	0.490	0.235	0.237
cuddle	przytulać	0.885	0.559	0.475
cuddled	przytulony	0.906	0.547	0.567
cuddles	cuddles	0.847	0.382	0.500
cuddling	przytulanie	0.917	0.562	0.433
cue	replika	0.521	0.433	0.484
cuff	mankiet	0.469	0.453	0.387
cuisine	kuchnia jako sposób gotowania	0.714	0.365	0.390
culinary	kulinarny	0.654	0.443	0.519
cull	zerwać	0.365	0.702	0.464
culminate	kulminować	0.667	0.550	0.602
culmination	kulminacja	0.656	0.586	0.695
culpability	wina	0.112	0.745	0.368
culpable	winny	0.140	0.700	0.319
culprit	winowajca	0.062	0.676	0.333
cult	kult	0.448	0.535	0.648
cultivate	kultywować	0.708	0.410	0.598
cultivated	uprawiany	0.837	0.343	0.564
cultivation	uprawa	0.625	0.324	0.462
cultural	kulturalny	0.802	0.390	0.623
culture	kultura	0.753	0.304	0.675
cultured	wykształcony	0.635	0.429	0.625
culvert	przepust	0.337	0.324	0.343
cumbersome	niewygodny	0.259	0.623	0.292
cumulus	cumulus	0.570	0.433	0.432
cunning	przebiegły	0.604	0.685	0.683
cunt	cunt	0.135	0.673	0.377
cup	Puchar	0.615	0.167	0.231
cupboard	szafka	0.553	0.200	0.304
cupcake	babeczka	0.656	0.333	0.344
cupping	bańki	0.490	0.610	0.402
cur	kundel	0.440	0.519	0.460
curable	uleczalny	0.823	0.292	0.574
curate	wikary	0.726	0.418	0.526
curative	leczniczy	0.667	0.318	0.613
curator	kurator	0.688	0.389	0.688
curb	krawężnik	0.472	0.371	0.402
curd	twaróg	0.542	0.442	0.278
cure	lekarstwo	0.719	0.377	0.623
curfew	godzina policyjna	0.219	0.618	0.623
curiosity	ciekawość	0.750	0.755	0.463
curious	ciekawy	0.635	0.600	0.483
curl	kędzior	0.385	0.452	0.351
curling	wijący się	0.583	0.592	0.400
currency	waluta	0.583	0.418	0.592
current	obecny	0.625	0.312	0.612
curriculum	program	0.708	0.306	0.620
curry	curry	0.633	0.345	0.302
curse	przekleństwo	0.033	0.720	0.375
cursed	przeklęty	0.083	0.783	0.393
cursing	przeklinanie	0.112	0.860	0.446
cursory	pobieżny	0.423	0.451	0.431
curt	lakoniczny	0.245	0.610	0.452
curtail	skracać	0.306	0.439	0.497
curtailment	ograniczenie	0.230	0.578	0.431
curtain	kurtyna	0.698	0.278	0.304
curtains	zasłony	0.615	0.123	0.342
curtsy	dyg	0.635	0.412	0.598
curvature	krzywizna	0.417	0.367	0.447
curve	krzywa	0.480	0.375	0.307
curved	zakrzywiony	0.542	0.407	0.337
curvilinear	krzywolinijny	0.480	0.575	0.411
cushion	poduszka	0.653	0.221	0.292
cushy	intratny	0.823	0.283	0.395
cusp	szpic	0.667	0.710	0.700
cuss	przekleństwo	0.354	0.538	0.443
cussed	przeklęty	0.156	0.625	0.454
custard	krem	0.618	0.260	0.293
custodial	pozbawienie wolności	0.418	0.462	0.718
custodian	kustosz	0.594	0.625	0.528
custody	opieka	0.494	0.472	0.675
custom	zwyczaj	0.552	0.382	0.688
customary	zwyczajowy	0.700	0.253	0.561
customer	klient	0.562	0.430	0.673
customized	dostosowane	0.625	0.504	0.590
cut	ciąć	0.490	0.490	0.393
cutaneous	skórny	0.365	0.370	0.328
cute	uroczy	0.920	0.528	0.579
cuticle	naskórek	0.340	0.320	0.377
cutie	Cutie	0.638	0.528	0.464
cutlass	kordelas	0.173	0.648	0.528
cutlery	sztućce	0.552	0.300	0.345
cutoff	odciąć	0.432	0.510	0.518
cutter	nóż	0.427	0.731	0.583
cutters	nożyce	0.197	0.653	0.491
cutthroat	nożownik	0.110	0.823	0.663
cutting	tnący	0.448	0.375	0.536
cutting board	deska do krojenia	0.337	0.540	0.342
cuttings	sadzonki	0.479	0.392	0.433
cwt	cwt	0.500	0.410	0.384
cyanide	cyjanek	0.229	0.667	0.545
cyberspace	cyberprzestrzeń	0.677	0.594	0.611
cycle	cykl	0.635	0.400	0.533
cyclical	cykliczny	0.380	0.450	0.554
cyclist	rowerzysta	0.684	0.582	0.576
cyclone	cyklon	0.416	0.796	0.673
cylinder	cylinder	0.459	0.324	0.447
cylindrical	cylindryczny	0.458	0.294	0.414
cymbal	talerz	0.542	0.363	0.362
cynic	cynik	0.135	0.632	0.473
cynical	cyniczny	0.156	0.760	0.474
cynicism	cynizm	0.104	0.780	0.454
cyst	torbiel	0.173	0.578	0.312
cystic	torbielowaty	0.314	0.481	0.400
cytomegalovirus	wirus cytomegalii	0.186	0.657	0.443
cytoplasm	cytoplazma	0.378	0.442	0.474
czar	car	0.480	0.348	0.643
dab	zimnica	0.510	0.337	0.340
dabble	pluskać się	0.550	0.530	0.491
dabbling	spory	0.562	0.726	0.676
dad	tata	0.857	0.412	0.786
daddy	tatuś	0.795	0.400	0.736
dado	NO TRANSLATION	0.510	0.240	0.364
daemon	demon	0.333	0.490	0.500
daft	stuknięty	0.255	0.436	0.157
dagger	sztylet	0.224	0.797	0.613
daily	codziennie	0.653	0.347	0.473
dainty	delicje	0.604	0.284	0.424
daiquiri	daiquiri	0.670	0.519	0.400
dairy	mleczarnia	0.633	0.255	0.462
daisy	stokrotka	0.562	0.367	0.333
dak	NO TRANSLATION	0.510	0.417	0.424
dale	dołek	0.622	0.270	0.365
dam	zapora	0.250	0.553	0.394
damage	uszkodzić	0.059	0.726	0.403
damaged	uszkodzony	0.104	0.635	0.182
damages	odszkodowanie	0.082	0.760	0.310
dame	dama	0.694	0.480	0.500
damn	cholerny	0.073	0.784	0.431
damnation	potępienie	0.135	0.750	0.416
damned	cholernie	0.100	0.760	0.465
damp	wilgoć	0.360	0.279	0.210
dampened	zwilżony	0.271	0.422	0.336
damper	amortyzator	0.459	0.378	0.473
damsel	panienka	0.719	0.475	0.400
dance	taniec	0.894	0.840	0.551
dancer	tancerz	0.740	0.768	0.545
dancing	taniec	0.885	0.868	0.444
dandruff	łupież	0.398	0.298	0.293
dandy	elegant	0.673	0.520	0.630
danger	niebezpieczeństwo	0.115	0.923	0.673
dangerous	niebezpieczny	0.020	0.941	0.658
dangerously	niebezpiecznie	0.082	0.930	0.564
dangit	NO TRANSLATION	0.396	0.606	0.358
dangle	dyndać	0.362	0.469	0.375
dank	NO TRANSLATION	0.390	0.381	0.383
dapper	elegancki	0.770	0.560	0.698
dare	odważyć się	0.677	0.788	0.684
daredevil	śmiałek	0.429	0.714	0.653
daresay	Daresay	0.540	0.451	0.490
daring	śmiały	0.583	0.840	0.711
dark	ciemny	0.198	0.398	0.426
darken	zaciemniać	0.250	0.471	0.382
darkened	ciemnieje	0.135	0.440	0.452
darkly	mroczno	0.219	0.548	0.443
darkness	ciemność	0.102	0.602	0.418
darkroom	ciemny pokój	0.188	0.627	0.423
darkside	ciemna strona	0.102	0.690	0.365
darling	kochanie	0.885	0.370	0.608
darn	cerować	0.115	0.765	0.418
dart	strzałka	0.417	0.608	0.500
dash	dziarskość	0.574	0.312	0.324
dashboard	deska rozdzielcza	0.510	0.371	0.595
dashed	przerywana	0.276	0.393	0.338
dashing	ozdobny	0.612	0.627	0.799
dastardly	podły	0.208	0.688	0.270
data	dane	0.500	0.250	0.426
database	Baza danych	0.604	0.286	0.644
date	data	0.604	0.231	0.400
datenight	NO TRANSLATION	0.708	0.637	0.518
daughter	córka	0.908	0.415	0.455
dawdle	mitrężyć	0.479	0.464	0.357
dawn	świt	0.827	0.235	0.519
dawned	świtało	0.694	0.471	0.473
day	dzień	0.719	0.269	0.389
daybreak	brzask	0.802	0.358	0.474
daycare	opieka dzienna	0.776	0.481	0.360
daydream	marzyć	0.750	0.337	0.456
daydreaming	marzenie	0.776	0.360	0.479
daylight	światło dzienne	0.865	0.420	0.545
daymade	NO TRANSLATION	0.646	0.450	0.417
dayoff	NO TRANSLATION	0.760	0.368	0.377
daytime	dzień	0.750	0.324	0.454
daze	oszołomienie	0.245	0.735	0.329
dazed	oszołomiony	0.300	0.697	0.277
dazzle	oślepiać	0.730	0.782	0.683
dazzling	oślepiający	0.854	0.880	0.767
deacon	diakon	0.531	0.430	0.736
deactivate	dezaktywować	0.235	0.447	0.392
dead	nie żyje	0.052	0.454	0.194
deadbeat	leń	0.229	0.453	0.368
deadline	ostateczny termin	0.214	0.615	0.460
deadlines	terminy	0.406	0.769	0.411
deadlock	impas	0.170	0.418	0.323
deadly	śmiertelnie	0.143	0.849	0.554
deaf	głuchy	0.186	0.324	0.161
deafening	ogłuszający	0.281	0.835	0.482
deafness	głuchota	0.125	0.413	0.219
deal	sprawa	0.719	0.599	0.543
dealer	kupiec	0.799	0.615	0.683
dealership	kupiectwo	0.541	0.430	0.629
dealing	postępowanie	0.724	0.415	0.598
dealings	interesy	0.600	0.491	0.480
dean	dziekan	0.612	0.469	0.723
dear	drogi	0.880	0.434	0.629
dearest	Najdroższy	0.902	0.427	0.508
dearth	brak	0.156	0.539	0.255
death	śmierć	0.031	0.720	0.472
deathbed	łoże śmierci	0.051	0.652	0.311
deathly	śmiertelnie	0.073	0.771	0.682
debacle	spadek	0.156	0.606	0.266
debased	poniżony	0.219	0.529	0.170
debatable	sporny	0.181	0.610	0.474
debate	debata	0.408	0.691	0.683
debauchery	rozpusta	0.354	0.901	0.500
debenture	obligacja	0.417	0.500	0.466
debilitating	wyniszczające	0.125	0.490	0.308
debit	obciążyć	0.333	0.400	0.474
debrief	zdać sprawozdanie	0.247	0.343	0.549
debriefing	odprawa	0.427	0.580	0.456
debris	gruzy	0.135	0.396	0.327
debt	dług	0.204	0.598	0.336
debtor	dłużnik	0.219	0.546	0.160
debut	debiut	0.806	0.606	0.629
debutante	debiutant	0.771	0.627	0.454
decade	dekada	0.531	0.402	0.665
decadence	dekadencja	0.237	0.455	0.291
decadent	dekadencki	0.290	0.559	0.324
decaf	bezkofeinowy	0.480	0.324	0.353
decanter	karafka	0.438	0.567	0.510
decathlon	dziesięciobój	0.573	0.753	0.620
decay	rozkład	0.143	0.312	0.170
decayed	zepsute	0.017	0.375	0.169
decaying	rozpadające się	0.073	0.510	0.214
deceased	zmarły	0.021	0.538	0.188
decedent	zmarły	0.423	0.481	0.415
deceit	oszustwo	0.020	0.696	0.343
deceitful	podstępny	0.071	0.788	0.371
deceive	oszukać	0.094	0.775	0.414
deceived	oszukani	0.059	0.673	0.302
deceiving	oszukiwanie	0.099	0.636	0.426
december	grudzień	0.740	0.540	0.464
decency	przyzwoitość	0.750	0.235	0.634
decent	przyzwoity	0.823	0.296	0.653
deception	oszustwo	0.090	0.745	0.370
deceptive	zwodniczy	0.027	0.605	0.294
decide	decydować się	0.656	0.540	0.855
decidedly	zdecydowanie	0.750	0.480	0.843
deciduous	liściasty	0.385	0.353	0.282
decimal	dziesiętny	0.507	0.259	0.305
decimeter	decymetr	0.520	0.292	0.377
decipher	odszyfrować	0.417	0.630	0.652
decision	decyzja	0.646	0.510	0.839
decisive	decydujący	0.740	0.509	0.935
deck	pokład	0.420	0.333	0.394
declaration	deklaracja	0.551	0.590	0.714
declaratory	deklaratywny	0.635	0.582	0.673
declare	ogłosić	0.677	0.623	0.668
declination	deklinacja	0.250	0.549	0.311
decline	upadek	0.173	0.491	0.240
declining	spadkowy	0.328	0.400	0.264
deco	deco	0.625	0.274	0.356
decode	rozszyfrować	0.551	0.510	0.640
decoder	dekoder	0.562	0.340	0.686
decompose	rozkładać się	0.194	0.596	0.241
decomposed	rozłożony	0.073	0.442	0.231
decomposition	rozkład	0.133	0.600	0.263
decompress	rozprężać	0.438	0.430	0.509
decompression	dekompresja	0.208	0.520	0.311
decontamination	odkażenie	0.611	0.538	0.573
decor	dekoracje	0.734	0.311	0.573
decorate	udekorować	0.954	0.370	0.404
decorating	ozdabianie	0.863	0.548	0.462
decoration	dekoracja	0.878	0.553	0.526
decorative	dekoracyjny	0.908	0.460	0.381
decorator	dekorator	0.840	0.471	0.455
decorum	dobre maniery	0.802	0.327	0.462
decoy	maniak	0.149	0.460	0.330
decrease	zmniejszać	0.125	0.360	0.267
decreased	zmniejszony	0.224	0.271	0.170
decreasing	malejący	0.320	0.346	0.224
decree	dekret	0.552	0.478	0.746
decrement	dekrementacja	0.255	0.427	0.373
decrepit	zniedołężniały	0.156	0.490	0.225
decry	potępiać	0.400	0.814	0.548
decryption	odszyfrowywanie	0.459	0.445	0.600
dedicate	dedykować	0.823	0.431	0.588
dedication	poświęcenie	0.867	0.471	0.682
deduce	wywieść	0.490	0.510	0.466
deduct	odjąć	0.355	0.330	0.412
deductible	do odliczenia	0.375	0.286	0.455
deduction	odliczenie	0.438	0.462	0.527
deed	czyn	0.520	0.320	0.592
deejay	Deejay	0.551	0.630	0.473
deem	uważać	0.594	0.529	0.690
deep	głęboki	0.490	0.473	0.657
deepen	pogłębiać	0.625	0.530	0.776
deer	jeleń	0.583	0.375	0.292
defamation	zniesławienie	0.110	0.670	0.481
defamatory	oszczerczy	0.143	0.688	0.402
default	domyślna	0.459	0.343	0.712
defeat	Pokonać	0.092	0.500	0.224
defeated	pokonany	0.104	0.582	0.145
defeatist	defetystyczny	0.163	0.567	0.315
defect	wada	0.135	0.561	0.185
defection	zdrada	0.146	0.594	0.330
defective	wadliwy	0.122	0.580	0.274
defector	dezerter	0.163	0.696	0.286
defend	bronić	0.698	0.722	0.670
defendant	pozwany	0.250	0.710	0.491
defended	broniony	0.663	0.451	0.582
defender	obrońca	0.639	0.708	0.750
defending	bronić	0.604	0.871	0.812
defense	obrona	0.652	0.698	0.802
defenseless	bezbronny	0.143	0.357	0.105
defensible	dający się obronić	0.740	0.509	0.593
defensive	obronny	0.542	0.640	0.678
defer	odraczać	0.245	0.459	0.317
deference	szacunek	0.510	0.396	0.447
deferral	odroczenie	0.765	0.542	0.327
deferring	opóźnianie	0.343	0.500	0.413
defiance	bunt	0.333	0.780	0.760
defiant	wyzywający	0.250	0.792	0.769
defibrillator	defibrylator	0.398	0.663	0.431
deficiency	niedobór	0.073	0.373	0.179
deficient	niepełny	0.240	0.464	0.132
deficit	deficyt	0.358	0.500	0.269
define	definiować	0.688	0.415	0.632
defined	określone	0.670	0.214	0.646
definite	określony	0.708	0.292	0.741
definition	definicja	0.573	0.375	0.579
definitive	ostateczny	0.583	0.479	0.787
deflate	siadać	0.148	0.404	0.237
deflation	deflacja	0.287	0.536	0.407
deflect	odwracać	0.133	0.491	0.482
deflection	ugięcie	0.188	0.500	0.382
defloration	defloracja	0.188	0.690	0.434
deform	deformować	0.112	0.654	0.284
deformed	zdeformowany	0.198	0.435	0.308
deformity	zniekształcenie	0.160	0.569	0.241
defraud	oszukać	0.175	0.635	0.314
defray	pokryć koszt	0.375	0.598	0.653
defrost	rozmrażać	0.427	0.317	0.389
deft	zgrabny	0.719	0.575	0.849
defunct	zmarły	0.112	0.491	0.272
defuse	rozbroić	0.167	0.480	0.430
defy	przeciwstawiać się	0.353	0.884	0.657
degeneracy	degeneracja	0.143	0.720	0.298
degenerate	zdegenerowany	0.069	0.724	0.264
degeneration	zwyrodnienie	0.245	0.578	0.371
degradation	degradacja	0.160	0.608	0.315
degrade	degradować	0.083	0.500	0.184
degraded	zdegradowany	0.167	0.433	0.205
degrading	poniżający	0.031	0.583	0.232
degree	stopień	0.724	0.365	0.663
dehydrated	odwodniony	0.310	0.685	0.212
dehydration	odwodnienie	0.188	0.472	0.259
dejected	przygnębiony	0.104	0.654	0.347
delay	opóźnienie	0.204	0.510	0.162
delayed	opóźniony	0.188	0.490	0.216
delectable	przemiły	0.781	0.642	0.718
delegate	delegat	0.612	0.491	0.658
delegation	delegacja	0.562	0.431	0.609
delete	kasować	0.292	0.298	0.409
deleterious	szkodliwy	0.297	0.725	0.440
deletion	usunięcie	0.062	0.506	0.462
deli	garmażeria	0.561	0.448	0.447
deliberate	obradować	0.551	0.654	0.682
deliberation	rozwaga	0.561	0.678	0.596
deliberative	obradujący	0.392	0.552	0.573
delicacy	delikatność	0.812	0.279	0.336
delicate	delikatny	0.583	0.294	0.366
delicatessen	delikatesy	0.656	0.474	0.400
delicious	pyszne	0.927	0.650	0.589
delight	rozkosz	0.949	0.666	0.647
delighted	zachwycony	0.938	0.664	0.685
delightful	zachwycający	0.918	0.735	0.644
delineate	nakreślić	0.448	0.430	0.445
delineation	opis	0.521	0.402	0.314
delinquency	przestępczość	0.135	0.860	0.508
delinquent	przestępca	0.051	0.904	0.500
delirious	bredzący	0.219	0.774	0.538
delirium	delirium	0.233	0.694	0.484
deliver	dostarczyć	0.583	0.370	0.582
deliverance	uwolnienie	0.750	0.520	0.658
delivery	dostawa	0.704	0.461	0.786
dell	Dell	0.458	0.380	0.453
delta	delta	0.551	0.343	0.509
delude	łudzić	0.143	0.627	0.353
deluge	potop	0.245	0.714	0.612
delusion	złudzenie	0.344	0.647	0.400
delusional	urojeniowy	0.219	0.745	0.327
deluxe	deluxe	0.792	0.612	0.755
delve	sięgać	0.469	0.529	0.684
demand	żądanie	0.292	0.673	0.500
demanding	wymagające	0.396	0.750	0.828
demeaned	poniżony	0.271	0.520	0.212
demeaning	poniżający	0.104	0.645	0.308
demeanor	postawa	0.633	0.433	0.657
demented	obłąkany	0.088	0.787	0.309
dementia	demencja	0.092	0.779	0.337
demise	zgon	0.104	0.596	0.456
demo	próbny	0.510	0.314	0.423
democracy	demokracja	0.680	0.500	0.840
democrat	demokrata	0.582	0.400	0.755
democratic	demokratyczny	0.802	0.519	0.798
demographic	demograficzny	0.459	0.356	0.594
demolish	zburzyć	0.125	0.632	0.700
demolished	zburzony	0.271	0.647	0.353
demolition	rozbiórka	0.133	0.827	0.541
demon	Demon	0.037	0.908	0.509
demonic	demoniczny	0.146	0.875	0.600
demonstrable	dający się udowodnić	0.735	0.471	0.749
demonstrate	wykazać	0.771	0.552	0.839
demonstrated	wykazane	0.617	0.500	0.649
demonstrating	demonstrowanie	0.698	0.571	0.693
demonstration	demonstracja	0.551	0.676	0.679
demonstrative	wskazujący	0.656	0.528	0.736
demonstrator	demonstrator	0.520	0.598	0.733
demoralized	zdemoralizowany	0.082	0.590	0.149
demos	dema	0.418	0.370	0.368
demure	poważny	0.690	0.315	0.417
den	NO TRANSLATION	0.510	0.347	0.398
deniability	zaprzeczenie	0.230	0.509	0.417
denial	odmowa	0.194	0.435	0.318
denied	odmówiono	0.188	0.604	0.333
denim	dżinsowa	0.520	0.382	0.327
denomination	określenie	0.490	0.363	0.429
denominational	denominacyjny	0.458	0.375	0.679
denominator	mianownik	0.450	0.410	0.613
denote	oznaczać	0.448	0.471	0.534
denounce	potępiać	0.083	0.780	0.426
dense	gęsty	0.354	0.343	0.536
density	gęstość	0.602	0.471	0.561
dent	wygięcie	0.306	0.606	0.325
dental	dentystyczny	0.573	0.404	0.463
dentist	dentysta	0.479	0.620	0.642
dentistry	stomatologia	0.429	0.570	0.569
dentists	Dentyści	0.364	0.600	0.582
denunciation	wypowiedzenie	0.146	0.830	0.561
deny	zaprzeczać	0.316	0.667	0.321
denying	zaprzeczanie	0.080	0.542	0.272
deodorant	dezodorant	0.480	0.265	0.269
depart	odstąpić	0.398	0.480	0.444
departed	odszedł	0.245	0.536	0.391
department	departament	0.708	0.358	0.642
departmental	oddziałowy	0.612	0.422	0.446
departure	wyjazd	0.573	0.500	0.426
depend	zależeć	0.388	0.429	0.358
dependable	niezawodny	0.880	0.357	0.741
dependant	zależny	0.357	0.404	0.451
dependence	zależność	0.250	0.451	0.433
dependency	zależność	0.429	0.365	0.356
dependent	zależny	0.354	0.455	0.404
depict	przedstawiać	0.663	0.529	0.723
depicting	przedstawiać	0.490	0.566	0.602
depletion	wyczerpanie	0.153	0.370	0.236
deplorable	opłakany	0.135	0.657	0.230
deplore	ubolewać	0.135	0.575	0.373
deploy	rozmieścić	0.500	0.520	0.585
deployment	rozlokowanie	0.510	0.520	0.612
deport	deportować	0.167	0.667	0.546
deportation	deportacja	0.104	0.786	0.450
depose	zeznać że	0.286	0.420	0.451
deposit	kaucja	0.540	0.379	0.483
depositary	depozytariusz	0.604	0.431	0.500
deposition	zeznanie	0.394	0.510	0.471
depository	magazyn towarów	0.551	0.373	0.481
depot	magazyn	0.635	0.255	0.471
depraved	zdeprawowany	0.031	0.837	0.395
depravity	deprawacja	0.115	0.854	0.453
depreciate	deprecjonować	0.270	0.623	0.445
depreciated	stracił na wartości	0.135	0.672	0.250
depreciation	deprecjacja	0.143	0.571	0.386
depress	deprymować	0.219	0.635	0.528
depressed	przygnębiony	0.024	0.445	0.136
depressing	przygnębiający	0.146	0.559	0.216
depression	depresja	0.031	0.520	0.232
depressive	depresyjny	0.143	0.434	0.202
depresson	NO TRANSLATION	0.135	0.400	0.308
deprivation	pozbawienie	0.194	0.610	0.413
deprive	pozbawiać	0.271	0.591	0.340
deprived	pozbawiony	0.354	0.506	0.536
depth	głębokość	0.708	0.561	0.759
deputy	zastępca	0.429	0.530	0.787
derail	wykoleić	0.108	0.802	0.375
deranged	obłąkany	0.376	0.868	0.357
derelict	opuszczony	0.208	0.470	0.237
derision	drwina	0.265	0.670	0.292
derivation	pochodzenie	0.521	0.519	0.644
derivative	pochodna	0.541	0.491	0.508
derive	czerpać	0.396	0.324	0.360
dermal	skórny	0.385	0.406	0.443
dermatologist	dermatolog	0.531	0.358	0.528
dermatology	dermatologia	0.422	0.500	0.556
derogation	derogacja	0.208	0.460	0.327
derogatory	uwłaczający	0.122	0.580	0.404
descend	schodzić	0.385	0.535	0.231
descendant	potomek	0.684	0.420	0.625
descendent	NO TRANSLATION	0.391	0.480	0.565
descending	malejący	0.219	0.493	0.250
descent	zejście	0.300	0.402	0.158
describe	opisać	0.542	0.472	0.555
description	opis	0.582	0.425	0.596
descriptive	opisowy	0.667	0.352	0.570
desecrate	zbezcześcić	0.255	0.806	0.509
desecration	profanacja	0.125	0.833	0.564
desert	pustynia	0.469	0.279	0.389
deserted	opustoszały	0.156	0.480	0.214
deserter	dezerter	0.122	0.710	0.366
desertion	dezercja	0.122	0.630	0.289
deserve	zasłużyć	0.802	0.436	0.613
deserved	zasłużony	0.781	0.582	0.689
deserving	godny	0.802	0.596	0.858
design	projekt	0.796	0.327	0.632
designate	wyznaczyć	0.531	0.538	0.683
designated	wyznaczony	0.500	0.412	0.616
designation	Przeznaczenie	0.612	0.571	0.675
designed	zaprojektowany	0.745	0.380	0.595
designer	projektant	0.875	0.519	0.670
designing	projektowanie	0.792	0.355	0.552
desirability	celowość	0.684	0.550	0.675
desirable	pożądany	0.740	0.735	0.750
desire	pragnienie	0.896	0.692	0.647
desiring	pragnąc	0.814	0.821	0.632
desirous	pragnący	0.719	0.824	0.562
desist	odstąpić	0.220	0.358	0.291
desk	biurko	0.510	0.135	0.422
desolate	opuszczony	0.104	0.320	0.228
desolation	spustoszenie	0.073	0.481	0.273
despair	rozpacz	0.115	0.794	0.245
