Word	Icelandic-is	Valence	Arousal	Dominance
centurion	hundraðshöfðingi	0.590	0.447	0.696
century	öld	0.407	0.347	0.735
ceramic	keramik	0.521	0.255	0.371
ceramics	keramik	0.573	0.250	0.373
cereal	korn	0.612	0.206	0.316
cereals	korn	0.719	0.224	0.311
cerebral	heilbrigt	0.408	0.509	0.627
ceremonial	helgihaldi	0.771	0.540	0.691
ceremony	athöfn	0.760	0.559	0.761
certain	viss	0.760	0.358	0.673
certainty	vissu	0.781	0.400	0.769
certifiable	vottað	0.714	0.427	0.662
certificate	vottorð	0.786	0.377	0.746
certified	staðfest	0.781	0.422	0.806
certify	votta	0.866	0.400	0.746
cervical	leghálsi	0.375	0.413	0.445
cervix	leghálsi	0.429	0.360	0.340
cess	cess	0.427	0.375	0.406
cessation	stöðvun	0.414	0.385	0.358
cesspool	cesspool	0.167	0.460	0.409
cha cha	NO TRANSLATION	0.714	0.546	0.324
chaff	kaf	0.333	0.327	0.188
chafing	chafing	0.430	0.415	0.368
chagrin	chagrin	0.104	0.704	0.472
chagrined	chagrined	0.112	0.745	0.361
chai	chai	0.500	0.375	0.363
chain	keðja	0.378	0.500	0.547
chainsaw	chainsaw	0.367	0.804	0.636
chair	stól	0.562	0.082	0.276
chairman	formaður	0.656	0.567	0.933
chairperson	formaður	0.730	0.657	0.966
chairwoman	formaður	0.719	0.664	0.953
chaise	chaise	0.406	0.349	0.327
chalet	chalet	0.653	0.349	0.278
chalice	kelta	0.633	0.286	0.529
chalk	krít	0.385	0.185	0.121
challenge	áskorun	0.469	0.922	0.713
challenger	áskorun	0.417	0.755	0.652
chamber	kammertónlist	0.583	0.373	0.455
chambermaid	chambermaid	0.594	0.375	0.336
chambers	hólf	0.542	0.442	0.388
chameleon	kameleon	0.490	0.580	0.345
champ	meistari	0.854	0.754	0.896
champagne	kampavín	0.760	0.600	0.454
champion	meistari	0.890	0.880	0.945
championship	Championship	0.833	0.800	0.880
chance	tækifæri	0.833	0.551	0.525
chancellor	kanslari	0.646	0.500	0.887
chandelier	chandelier	0.615	0.542	0.366
chandler	chandler	0.510	0.452	0.454
change	breyting	0.625	0.575	0.606
changeable	breytilegt	0.490	0.480	0.528
changed	breytt	0.594	0.375	0.491
changer	skiptiborð	0.583	0.519	0.567
changing	breytast	0.571	0.569	0.461
channel	rás	0.490	0.287	0.405
chant	söngur	0.771	0.698	0.650
chaos	óreiðu	0.016	0.923	0.373
chaotic	óskipulegur	0.115	0.847	0.442
chap	kafli	0.550	0.410	0.345
chapel	kapellan	0.573	0.240	0.440
chaperon	chaperon	0.500	0.520	0.404
chaplain	chaplain	0.582	0.370	0.577
chapman	chapman	0.562	0.529	0.465
chaps	chaps	0.350	0.462	0.350
chapter	kafli	0.580	0.308	0.461
char	char	0.554	0.361	0.404
character	eðli	0.667	0.373	0.686
characteristic	einkennandi	0.583	0.328	0.538
characterize	einkenna	0.729	0.471	0.735
charade	charade	0.458	0.550	0.346
charcoal	kol	0.302	0.186	0.342
chardonnay	chardonnay	0.677	0.567	0.492
charge	ákæra	0.510	0.633	0.785
chargeable	gjaldskyld	0.551	0.550	0.453
charger	hleðslutæki	0.531	0.418	0.545
chariot	vagn	0.684	0.550	0.491
charisma	karisma	0.938	0.591	0.759
charismatic	karismatísk	0.938	0.684	0.849
charitable	góðgerðarstarf	0.865	0.380	0.593
charity	góðgerðarstarf	0.920	0.284	0.551
charlatan	charlatan	0.200	0.640	0.352
charm	sjarma	0.833	0.363	0.649
charmed	heillaði	0.938	0.570	0.769
charmer	charmer	0.882	0.683	0.782
charming	heillandi	0.917	0.660	0.764
charred	charred	0.208	0.676	0.373
chart	töflu	0.469	0.317	0.330
charter	skipulagsskrá	0.677	0.382	0.518
chartered	skipulögð	0.569	0.460	0.490
chase	elta	0.396	0.878	0.623
chased	elt	0.188	0.830	0.287
chaser	chaser	0.375	0.830	0.645
chasm	kláði	0.265	0.579	0.500
chassis	undirvagn	0.406	0.342	0.444
chaste	kastein	0.408	0.248	0.453
chastened	refsað	0.156	0.580	0.345
chastisement	chastisement	0.156	0.852	0.462
chastity	hroka	0.469	0.392	0.509
chat	spjall	0.729	0.400	0.346
chateau	Chateau	0.615	0.464	0.702
chatter	chatter	0.560	0.450	0.347
chatterbox	chatterbox	0.459	0.548	0.482
chattering	chattering	0.460	0.663	0.304
chatty	chatty	0.594	0.548	0.345
chauffeur	bílstjóri	0.500	0.353	0.471
chauvinist	chauvinist	0.310	0.539	0.527
cheap	ódýr	0.612	0.471	0.272
cheapened	cheapened	0.471	0.611	0.282
cheapskate	cheapskate	0.148	0.482	0.327
cheat	svindla	0.125	0.776	0.400
cheater	svikari	0.104	0.920	0.333
check	athuga	0.523	0.552	0.602
checkbook	tékklisti	0.552	0.284	0.364
checker	afgreiðslumaður	0.330	0.417	0.553
checkered	köflóttur	0.459	0.316	0.336
checkers	afgreiðslumaður	0.676	0.451	0.437
checklist	tékklisti	0.561	0.521	0.552
checkmate	checkmate	0.667	0.708	0.750
checkout	athuga	0.597	0.510	0.670
checkpoint	eftirlitsstöð	0.571	0.323	0.812
checkup	skoðun	0.500	0.435	0.491
cheek	kinn	0.670	0.314	0.421
cheeks	kinnar	0.708	0.324	0.282
cheeky	ósvífinn	0.434	0.679	0.410
cheep	kápa	0.367	0.380	0.373
cheer	hressa	0.938	0.784	0.845
cheered	hrópaði	0.875	0.648	0.790
cheerful	kát	0.990	0.720	0.696
cheerfulness	glaðværð	0.969	0.802	0.675
cheering	játa	0.815	0.824	0.642
cheerleader	klappstýra	0.923	0.746	0.657
cheerleading	klappstýra	0.698	0.769	0.404
cheerless	glaðanlegt	0.204	0.373	0.167
cheers	skál	0.948	0.770	0.702
cheery	cheery	0.949	0.657	0.486
cheese	osti	0.740	0.280	0.281
cheeseburger	cheeseburger	0.802	0.529	0.336
cheesecake	ostakaka	0.860	0.276	0.238
cheesy	cheesy	0.470	0.471	0.179
cheetah	blettatígur	0.469	0.770	0.667
chef	kokkur	0.854	0.411	0.570
chemical	efni	0.337	0.560	0.508
chemise	NO TRANSLATION	0.530	0.275	0.364
chemist	efnafræðingur	0.408	0.575	0.610
chemistry	efnafræði	0.625	0.520	0.694
chemo	chemo	0.214	0.686	0.444
chemotherapy	krabbameinslyf	0.163	0.689	0.517
cheque	athuga	0.698	0.529	0.660
cherish	þykja vænt um	0.896	0.491	0.652
cherishing	þykja vænt um	0.836	0.380	0.625
cherry	kirsuber	0.688	0.186	0.250
cherub	kerúb	0.663	0.340	0.455
chess	skák	0.656	0.363	0.518
chest	brjósti	0.520	0.429	0.481
chestnut	kastanía	0.714	0.210	0.294
chevron	chevron	0.469	0.469	0.598
chew	tyggja	0.520	0.490	0.404
chewy	seigt	0.625	0.418	0.390
chic	flottur	0.870	0.624	0.380
chicane	chicane	0.357	0.460	0.481
chick	chick	0.771	0.602	0.387
chicken	kjúklingur	0.594	0.306	0.394
chicken pox	Hlaupabóla	0.194	0.510	0.415
chickenpox	Hlaupabóla	0.173	0.562	0.357
chief	höfðingi	0.520	0.544	0.869
chiefly	aðallega	0.600	0.587	0.764
chieftain	höfðingi	0.343	0.529	0.860
chiffon	chiffon	0.406	0.230	0.250
child	barn	0.912	0.460	0.413
childbirth	fæðingu	0.604	0.861	0.673
childhood	æsku	0.865	0.413	0.307
childish	barnslegt	0.573	0.442	0.230
childless	barnlaus	0.310	0.400	0.396
childlike	barnsleg	0.656	0.372	0.293
childloss	NO TRANSLATION	0.240	0.571	0.421
children	börn	0.857	0.538	0.435
chili	eldpipar	0.592	0.566	0.433
chill	slappað af	0.837	0.206	0.482
chilled	kælt	0.521	0.340	0.482
chilling	kæla	0.208	0.850	0.358
chilly	kalt	0.329	0.459	0.408
chime	chime	0.573	0.541	0.464
chimera	kimera	0.292	0.582	0.372
chimes	chimes	0.625	0.490	0.402
chimney	strompinn	0.583	0.286	0.225
chimp	chimp	0.394	0.588	0.345
chimpanzee	simpansi	0.500	0.633	0.387
chin	höku	0.571	0.310	0.269
china	Kína	0.561	0.443	0.556
chinchilla	chinchilla	0.480	0.450	0.286
chine	NO TRANSLATION	0.561	0.360	0.352
chinook	chinook	0.408	0.497	0.491
chip	flís	0.479	0.382	0.452
chipmunk	flísamerkja	0.573	0.562	0.409
chipper	chipper	0.418	0.588	0.500
chipping	klára	0.354	0.452	0.353
chiropractor	chiropractor	0.420	0.549	0.651
chirp	kyrr	0.469	0.602	0.365
chirping	chirping	0.500	0.463	0.360
chisel	beisli	0.469	0.404	0.452
chiseler	chiseler	0.429	0.606	0.464
chit	chit	0.490	0.352	0.321
chitchat	spjall	0.673	0.455	0.403
chivalry	reiðmennsku	0.857	0.380	0.848
chloride	klóríð	0.265	0.387	0.474
chlorine	klór	0.306	0.327	0.332
chloroform	klóróform	0.281	0.370	0.393
chocolate	súkkulaði	0.885	0.480	0.418
choice	val	0.745	0.520	0.664
choir	kór	0.704	0.298	0.473
choke	choke	0.167	0.788	0.676
cholera	kóleru	0.020	0.867	0.507
cholesterol	kólesteról	0.198	0.583	0.398
choose	veldu	0.615	0.542	0.648
choosing	velja	0.719	0.529	0.689
choosy	kjósandi	0.280	0.760	0.712
chop	höggva	0.250	0.655	0.467
chopper	chopper	0.594	0.560	0.509
choppers	choppers	0.469	0.745	0.691
chopping	chopping	0.560	0.625	0.362
chops	chops	0.612	0.420	0.269
choral	kór	0.852	0.290	0.421
chord	strengur	0.729	0.394	0.539
chords	hljóma	0.639	0.406	0.388
chore	húsverk	0.406	0.462	0.500
choreographer	danshöfundur	0.646	0.639	0.625
choreography	choreography	0.812	0.750	0.547
chorus	kór	0.620	0.417	0.500
chosen	valin	0.865	0.449	0.833
chow	Chow	0.573	0.490	0.390
chowder	chowder	0.510	0.324	0.241
christ	Kristur	0.781	0.510	0.750
christen	NO TRANSLATION	0.673	0.356	0.588
christening	skírn	0.725	0.382	0.650
christian	kristinn	0.760	0.241	0.591
christmas	jól	0.959	0.520	0.741
christmasbreak	NO TRANSLATION	0.842	0.640	0.548
christmaseve	NO TRANSLATION	0.812	0.491	0.463
christmasspirit	NO TRANSLATION	0.867	0.602	0.575
christmassy	christmassy	0.875	0.698	0.602
christmastime	christmastime	0.837	0.588	0.515
chromatic	krómatísk	0.407	0.413	0.435
chromatography	litskiljun	0.480	0.537	0.535
chrome	króm	0.582	0.373	0.421
chromium	króm	0.458	0.404	0.447
chromosome	litningi	0.500	0.296	0.548
chronic	langvarandi	0.255	0.615	0.464
chronicle	Annáll	0.427	0.571	0.586
chronograph	chronograph	0.500	0.392	0.529
chronological	tímaröð	0.594	0.445	0.600
chubby	þybbinn	0.531	0.427	0.304
chuck	Chuck	0.542	0.509	0.413
chuckle	chuckle	0.844	0.736	0.481
chug	chug	0.401	0.413	0.358
chum	chum	0.911	0.347	0.518
chummy	chummy	0.760	0.420	0.610
chump	chump	0.375	0.451	0.304
chunk	klumpur	0.365	0.287	0.214
chunky	chunky	0.520	0.517	0.509
church	kirkja	0.708	0.198	0.610
churchyard	kirkjugarður	0.296	0.444	0.347
churn	churn	0.316	0.491	0.407
chute	rennibraut	0.580	0.745	0.455
chutney	chutney	0.459	0.370	0.400
ciao	Ciao	0.542	0.426	0.409
cider	eplasafi	0.530	0.346	0.398
cigar	sigar	0.306	0.463	0.346
cigarette	sígarettu	0.219	0.528	0.304
cilantro	cilantro	0.469	0.260	0.208
cinch	cinch	0.450	0.490	0.387
cinder	cinder	0.350	0.260	0.157
cinema	kvikmyndahús	0.698	0.538	0.500
cinematic	kvikmyndahús	0.663	0.490	0.600
cinematographer	kvikmyndagerðarmaður	0.792	0.455	0.711
cinematography	kvikmyndatöku	0.781	0.571	0.625
cinnamon	kanill	0.600	0.250	0.292
cipher	cipher	0.490	0.414	0.500
circle	hringur	0.480	0.290	0.343
circling	hringi	0.510	0.654	0.336
circuit	hringrás	0.586	0.461	0.707
circuitry	rafrásir	0.596	0.615	0.536
circular	hringlaga	0.562	0.342	0.417
circulate	dreifa	0.612	0.388	0.320
circulation	umferð	0.735	0.520	0.657
circulatory	blóðrásar	0.592	0.575	0.545
circumcision	umskurn	0.327	0.657	0.528
circumference	ummál	0.458	0.255	0.488
circumferential	umferðar	0.551	0.422	0.509
circumscribed	umritað	0.365	0.539	0.569
circumstance	aðstæður	0.520	0.565	0.596
circumstances	aðstæður	0.562	0.527	0.464
circumstantial	aðstæður	0.500	0.538	0.519
circumvent	sniðganga	0.316	0.642	0.383
circumvention	kringumferð	0.531	0.571	0.473
circus	sirkus	0.724	0.637	0.432
cirque	cirque	0.604	0.647	0.467
cirrhosis	skorpulifur	0.079	0.602	0.370
cirrus	cirrus	0.470	0.451	0.348
cistern	cistern	0.541	0.413	0.432
citadel	Citadel	0.585	0.464	0.602
citation	tilvitnun	0.570	0.549	0.508
cite	vitna	0.625	0.454	0.532
citizen	ríkisborgari	0.631	0.250	0.586
citizenship	ríkisborgararétt	0.786	0.404	0.723
citrine	sítrónu	0.375	0.400	0.420
citrus	sítrus	0.469	0.368	0.375
city	borg	0.847	0.531	0.508
citywide	citywide	0.592	0.509	0.707
civic	borgaraleg	0.653	0.240	0.573
civics	samfélagsfræði	0.700	0.279	0.720
civil	borgaralegt	0.521	0.281	0.517
civilian	borgaraleg	0.700	0.229	0.598
civilians	óbreyttir borgarar	0.490	0.448	0.525
civility	örlæti	0.760	0.306	0.679
civilization	siðmenningin	0.823	0.452	0.839
civilized	civilized	0.792	0.231	0.796
clad	klæddur	0.583	0.373	0.481
claim	krafa	0.255	0.760	0.473
claimant	kröfuhafi	0.271	0.690	0.779
clairvoyant	heillandi	0.765	0.531	0.897
clam	clam	0.442	0.302	0.272
clambake	clambake	0.542	0.540	0.429
clammy	clammy	0.354	0.440	0.236
clamor	clamor	0.438	0.643	0.360
clamp	klemma	0.541	0.388	0.454
clan	ættin	0.562	0.491	0.686
clandestine	clandestine	0.425	0.677	0.469
clang	clang	0.459	0.520	0.510
clap	klappa	0.779	0.731	0.529
clapper	clapper	0.500	0.229	0.420
clapping	clapping	0.823	0.894	0.686
clarification	skýringu	0.802	0.461	0.613
clarify	skýra	0.652	0.535	0.625
clarinet	klarinett	0.592	0.453	0.411
clarion	clarion	0.500	0.443	0.422
clarity	skýrleika	0.796	0.310	0.631
clash	skellur	0.293	0.918	0.453
clashing	hrynja	0.177	0.764	0.575
clasp	clasp	0.448	0.375	0.241
class	bekknum	0.656	0.314	0.522
classic	klassískt	0.690	0.260	0.611
classic rock	klassískt rokk	0.729	0.571	0.588
classical	klassísk	0.643	0.198	0.536
classics	sígild	0.750	0.333	0.510
classification	flokkun	0.583	0.423	0.613
classified	flokkuð	0.571	0.460	0.663
classify	flokka	0.646	0.411	0.720
classmate	bekkjarfélagi	0.781	0.400	0.593
classroom	kennslustofunni	0.539	0.292	0.363
classy	flottur	0.917	0.410	0.649
clatter	clatter	0.418	0.820	0.387
clause	ákvæði	0.480	0.409	0.528
clauses	ákvæði	0.449	0.429	0.545
claustrophobia	claustrophobia	0.125	0.840	0.333
claustrophobic	claustrophobic	0.092	0.755	0.400
clavicle	kraga	0.398	0.400	0.452
claw	kló	0.260	0.600	0.598
claws	klærnar	0.281	0.698	0.562
clay	leir	0.542	0.250	0.267
clean	hreint	0.827	0.170	0.500
cleaner	hreinni	0.604	0.556	0.375
cleaning	hreinsun	0.595	0.396	0.427
cleanliness	hreinlæti	0.816	0.363	0.609
cleanly	hreint	0.823	0.352	0.583
cleanse	hreinsa	0.625	0.310	0.660
cleanser	hreinsiefni	0.604	0.353	0.433
cleansing	hreinsun	0.729	0.298	0.472
cleanup	hreinsun	0.729	0.314	0.451
clear	hreinsa	0.857	0.327	0.573
clearance	úthreinsun	0.542	0.459	0.473
clearing	hreinsa	0.680	0.333	0.509
clearness	hreinleiki	0.875	0.316	0.689
cleat	cleat	0.486	0.260	0.361
cleavage	klofning	0.542	0.602	0.454
cleave	kljúfa	0.296	0.545	0.389
cleaver	NO TRANSLATION	0.240	0.627	0.434
clef	klofinn	0.615	0.360	0.595
cleft	klofinn	0.306	0.442	0.360
clemency	clemency	0.594	0.417	0.397
clench	clench	0.438	0.618	0.580
clergy	prestar	0.531	0.312	0.575
clergyman	prestur	0.594	0.330	0.556
cleric	ritari	0.521	0.324	0.589
clerical	ritari	0.520	0.396	0.491
clerk	Clerk	0.500	0.579	0.509
clerkship	clerkship	0.582	0.380	0.596
clever	snjallt	0.896	0.353	0.729
cleverness	cleverness	0.878	0.509	0.921
click	smellur	0.536	0.365	0.268
clicker	clicker	0.418	0.490	0.463
client	viðskiptavinur	0.583	0.450	0.618
clientele	viðskiptavina	0.625	0.577	0.508
cliff	klettur	0.361	0.620	0.509
climate	veðurfar	0.635	0.240	0.483
climatology	loftslagsfræði	0.531	0.367	0.541
climax	hápunktur	0.735	0.853	0.667
climb	klifra	0.615	0.660	0.604
climber	fjallgöngumaður	0.573	0.716	0.735
clinch	clinch	0.469	0.538	0.430
cling	cling	0.417	0.620	0.588
clingy	clingy	0.224	0.460	0.370
clinic	heilsugæslustöð	0.469	0.439	0.600
clinical	klínískt	0.337	0.412	0.640
clink	clink	0.458	0.462	0.319
clip	bút	0.438	0.310	0.381
clipboard	klemmuspjald	0.594	0.255	0.423
clipper	clipper	0.293	0.422	0.383
clipping	klipping	0.460	0.500	0.405
clique	NO TRANSLATION	0.427	0.430	0.391
clitoris	klitoris	0.625	0.844	0.464
cloak	kápu	0.469	0.188	0.333
cloaking	skikkja	0.521	0.595	0.389
cloakroom	fataskápur	0.690	0.254	0.397
clobber	clobber	0.396	0.578	0.464
clock	klukka	0.677	0.173	0.407
clockwork	Clockwork	0.490	0.373	0.528
clod	clod	0.375	0.404	0.365
clog	stífla	0.104	0.618	0.454
cloister	klaustur	0.438	0.413	0.475
clone	klón	0.406	0.471	0.524
cloning	klónun	0.216	0.696	0.679
close	loka	0.292	0.260	0.263
closed	lokað	0.240	0.164	0.318
closeness	nálægð	0.796	0.237	0.450
closet	skáp	0.531	0.204	0.330
closure	lokun	0.229	0.220	0.412
clot	blóðtappa	0.150	0.558	0.275
cloth	klút	0.510	0.190	0.287
clothe	klæðast	0.797	0.330	0.481
clothes	föt	0.833	0.270	0.414
clothesline	clothesline	0.582	0.324	0.366
clothing	fatnaður	0.750	0.343	0.407
cloud	ský	0.740	0.133	0.342
clouded	skýjað	0.240	0.213	0.302
cloudiness	skýjað	0.469	0.250	0.343
clouds	ský	0.735	0.195	0.324
cloudy	skýjað	0.281	0.280	0.202
clout	klukka	0.584	0.636	0.704
clove	klofnaði	0.439	0.296	0.315
clover	smári	0.605	0.340	0.364
cloves	negull	0.427	0.218	0.396
clown	trúður	0.650	0.598	0.300
clowns	trúður	0.600	0.673	0.391
club	klúbburinn	0.646	0.618	0.393
clubhouse	klúbbur	0.694	0.571	0.493
clubs	klúbbar	0.723	0.530	0.591
cluck	cluck	0.390	0.490	0.353
clue	hugmynd	0.653	0.380	0.412
clueless	clueless	0.350	0.333	0.161
clump	clump	0.551	0.480	0.582
clumsy	klaufalegt	0.125	0.420	0.144
clunk	clunk	0.448	0.472	0.407
cluster	þyrping	0.490	0.458	0.446
clutch	kúpling	0.383	0.500	0.491
clutches	kúplingar	0.542	0.373	0.528
clutter	ringulreið	0.135	0.598	0.400
coach	þjálfari	0.633	0.823	0.735
coachman	þjálfari	0.479	0.394	0.509
coagulation	storknun	0.381	0.558	0.436
coal	kol	0.360	0.241	0.340
coalesce	coalesce	0.479	0.434	0.529
coalition	samtök	0.490	0.730	0.673
coarse	gróft	0.333	0.481	0.481
coast	strönd	0.719	0.396	0.458
coastal	strand	0.604	0.370	0.510
coaster	coaster	0.612	0.788	0.627
coastline	strandlengja	0.745	0.282	0.441
coat	kápu	0.677	0.256	0.464
coating	húðun	0.620	0.440	0.596
coax	coax	0.367	0.400	0.447
cobalt	kóbalt	0.408	0.325	0.441
cobble	cobble	0.448	0.385	0.368
cobbler	cobbler	0.510	0.415	0.318
cobra	cobra	0.312	0.712	0.600
cocaine	kókaín	0.156	0.840	0.373
cock	hani	0.418	0.562	0.392
cockamamie	cockamamie	0.450	0.500	0.382
cockeyed	cockeyed	0.459	0.460	0.423
cockpit	cockpit	0.520	0.424	0.343
cockroach	kakkalakki	0.188	0.667	0.196
cocksucker	cocksucker	0.083	0.764	0.339
cocktail	hanastél	0.740	0.480	0.381
cocky	flottur	0.260	0.784	0.519
cocoa	kakó	0.776	0.255	0.322
coconut	kókos	0.622	0.265	0.227
cocoon	kókóna	0.470	0.280	0.290
cod	þorski	0.510	0.321	0.304
code	kóða	0.583	0.308	0.491
codeine	kóðaín	0.375	0.582	0.436
codex	codex	0.531	0.488	0.524
codfish	þorskfiskur	0.490	0.245	0.300
codification	codification	0.448	0.400	0.698
codify	codify	0.448	0.410	0.679
coding	kóðun	0.442	0.344	0.667
coed	coed	0.469	0.531	0.481
coefficient	stuðullinn	0.677	0.415	0.702
coerce	samvinna	0.260	0.741	0.517
coercion	þvingun	0.330	0.708	0.577
coercive	þvinguð	0.479	0.670	0.506
coexist	sambúð	0.708	0.460	0.536
coexistence	sambúð	0.588	0.472	0.638
coexisting	samhliða	0.551	0.349	0.648
coffee	kaffi	0.823	0.418	0.309
coffee table	Kaffiborð	0.720	0.339	0.295
coffeehouse	kaffihús	0.694	0.357	0.307
coffeepot	kaffikanna	0.760	0.333	0.312
coffin	kistu	0.073	0.432	0.343
cog	kúla	0.427	0.343	0.363
cogent	cogent	0.765	0.479	0.836
cognac	cognac	0.615	0.510	0.430
cognate	cognate	0.615	0.350	0.398
cognition	skilning	0.635	0.344	0.706
cognitive	vitsmunalegt	0.513	0.401	0.634
cohabitation	sambúð	0.646	0.526	0.598
coherence	samhengi	0.720	0.406	0.788
coherent	samfelld	0.698	0.281	0.500
cohesion	samheldni	0.604	0.536	0.555
cohesive	samloðandi	0.531	0.470	0.603
cohort	hópnum	0.459	0.551	0.566
coil	spólu	0.448	0.343	0.298
coiled	coiled	0.378	0.518	0.389
coin	mynt	0.677	0.574	0.445
coinage	mynt	0.500	0.400	0.545
coincide	saman	0.635	0.490	0.593
coincidence	tilviljun	0.612	0.450	0.518
coincident	tilviljun	0.562	0.385	0.602
coincidental	tilviljun	0.646	0.481	0.337
coinciding	samhliða	0.673	0.373	0.623
coke	kók	0.404	0.461	0.397
cola	kola	0.469	0.325	0.240
cold	kalt	0.398	0.538	0.348
coldly	kalt	0.365	0.358	0.407
coldness	kuldi	0.093	0.470	0.427
coldsweat	NO TRANSLATION	0.427	0.491	0.327
coleslaw	coleslaw	0.707	0.312	0.336
colic	ristill	0.135	0.736	0.361
coliseum	coliseum	0.612	0.663	0.704
collaborate	Samvinna	0.816	0.449	0.559
collaboration	samstarf	0.885	0.628	0.741
collaborator	samstarfsaðili	0.729	0.320	0.769
collage	klippimynd	0.680	0.321	0.375
collagen	kollagen	0.541	0.245	0.450
collapse	hrynja	0.208	0.689	0.342
collar	kraga	0.656	0.442	0.446
collarbone	kraga	0.420	0.427	0.306
collate	safna saman	0.438	0.448	0.580
collateral	tryggingar	0.531	0.422	0.717
collation	samsetning	0.520	0.333	0.508
colleague	samstarfsmaður	0.740	0.413	0.600
collect	safna	0.635	0.481	0.491
collected	safnað	0.570	0.402	0.588
collection	safn	0.725	0.311	0.588
collective	sameiginleg	0.583	0.458	0.698
collectively	sameiginlega	0.817	0.573	0.533
collector	safnari	0.552	0.481	0.648
college	háskóli	0.700	0.467	0.746
collegiate	háskóli	0.592	0.461	0.678
collide	hrynja	0.271	0.892	0.557
collie	Collie	0.562	0.308	0.328
collision	árekstur	0.245	0.848	0.585
collocation	sambúð	0.637	0.360	0.594
colloquial	fjölskylda	0.604	0.363	0.368
collusion	samráð	0.365	0.510	0.400
cologne	Köln	0.677	0.413	0.552
colon	ristill	0.449	0.394	0.384
colonel	ofursti	0.459	0.592	0.890
colonial	nýlendutímanum	0.553	0.327	0.613
colonic	ristill	0.333	0.420	0.430
colonoscopy	ristilspeglun	0.208	0.524	0.466
colony	nýlenda	0.716	0.353	0.593
colophon	colophon	0.500	0.408	0.385
color	litur	0.786	0.280	0.402
coloration	litun	0.541	0.520	0.443
colored	lituð	0.806	0.317	0.275
colorful	litrík	0.850	0.520	0.519
coloring	litarefni	0.781	0.469	0.353
colorless	litlaus	0.354	0.340	0.250
colors	litir	0.875	0.349	0.340
colossal	colossal	0.698	0.692	0.900
colt	colt	0.561	0.587	0.543
columbine	columbine	0.520	0.521	0.407
column	dálki	0.480	0.250	0.670
columnar	columnar	0.448	0.340	0.491
columnist	dálkahöfundur	0.646	0.365	0.648
com	NO TRANSLATION	0.396	0.382	0.382
coma	dái	0.219	0.255	0.302
comatose	koma í veg fyrir	0.143	0.438	0.433
comb	greiða	0.490	0.123	0.268
combat	berjast gegn	0.302	0.846	0.833
combatant	stríðsmaður	0.531	0.853	0.780
combative	greiða	0.381	0.690	0.816
combination	samsetning	0.708	0.480	0.726
combinatorial	combinatorial	0.561	0.436	0.428
combine	sameina	0.663	0.442	0.533
combined	sameinuð	0.622	0.370	0.500
combo	greiða	0.698	0.439	0.453
combustible	eldfim	0.386	0.650	0.750
combustion	brennsla	0.457	0.807	0.591
come	koma	0.529	0.269	0.558
comeback	Komdu aftur	0.580	0.409	0.555
comedian	grínisti	0.812	0.735	0.598
comedy	gamanleikur	0.918	0.555	0.490
comet	halastjarna	0.704	0.679	0.471
comfort	þægindi	0.863	0.231	0.670
comfortable	þægilegt	0.927	0.163	0.473
comforter	huggarinn	0.618	0.275	0.302
comforting	huggandi	0.906	0.337	0.620
comfy	þægilegt	0.930	0.241	0.625
comic	grínisti	0.917	0.459	0.387
comical	fyndinn	0.844	0.737	0.327
