Word	Hebrew-iw	Valence	Arousal	Dominance
doughboy	doughboy	0.365	0.443	0.396
doughnut	סופגניה	0.663	0.380	0.279
dour	קוֹדֵר	0.360	0.404	0.325
douse	לְכַבּוֹת	0.365	0.453	0.412
dove	יוֹנָה	0.729	0.235	0.437
down	מטה	0.208	0.330	0.264
downcast	שָׁחוּחַ	0.071	0.500	0.222
downer	מטהר	0.120	0.594	0.226
downfall	נְפִילָה	0.200	0.717	0.182
downfield	במורד השדה	0.521	0.330	0.380
downhearted	ללא שם: dhearted	0.119	0.461	0.255
downhill	בְּמִדרוֹן	0.292	0.573	0.279
download	הורד	0.602	0.490	0.503
downpour	מַבּוּל	0.328	0.602	0.481
downright	לְגַמרֵי	0.625	0.454	0.679
downriver	הנהר	0.542	0.469	0.279
downside	downside	0.190	0.400	0.246
downtime	זמן השבתה	0.240	0.226	0.324
downward	כְּלַפֵּי מַטָה	0.188	0.347	0.255
downy	פְּלוּמָתִי	0.630	0.170	0.255
dowry	נְדוּנִיָה	0.604	0.453	0.544
doze	לְנַמְנֵם	0.592	0.200	0.405
dozen	תְרֵיסַר	0.583	0.343	0.425
drab	מְשַׁעֲמֵם	0.327	0.300	0.242
draft	טְיוּטָה	0.438	0.360	0.351
drafty	פָּתוּחַ לְרוּחַ פְּרָצִים	0.458	0.500	0.518
drag	לִגרוֹר	0.388	0.606	0.348
dragon	דְרָקוֹן	0.541	0.821	0.712
dragonfly	שַׁפִּירִית	0.571	0.373	0.357
drain	לנקז	0.277	0.470	0.222
drainage	תעלת ניקוז	0.219	0.354	0.307
drained	סחוט	0.310	0.441	0.352
draining	מיובש	0.337	0.396	0.304
drainpipe	צינור	0.417	0.413	0.277
drake	דרק	0.467	0.411	0.452
drama	דְרָמָה	0.430	0.755	0.481
dramaqueen	NO TRANSLATION	0.337	0.682	0.482
dramatic	דְרָמָטִי	0.367	0.780	0.443
drape	וִילוֹן	0.417	0.439	0.404
drapery	וִילוֹנוֹת	0.479	0.220	0.223
drastic	דרסטי	0.194	0.839	0.657
drat	NO TRANSLATION	0.302	0.516	0.409
draught	טְיוּטָה	0.465	0.245	0.316
draw	לצייר	0.704	0.449	0.481
drawback	חִסָרוֹן	0.302	0.422	0.148
drawbridge	גֶשֶׁר נַע	0.551	0.557	0.438
drawer	מְגֵרָה	0.429	0.196	0.292
drawers	תַחתוֹנִים	0.539	0.260	0.236
drawing	צִיוּר	0.698	0.216	0.333
dread	אֵימָה	0.153	0.792	0.368
dreaded	חרדה	0.122	0.706	0.460
dreadful	אָיוֹם	0.092	0.786	0.348
dreadfully	נורא	0.246	0.806	0.306
dreading	חרדה	0.125	0.760	0.377
dream	חולם	0.844	0.157	0.328
dreamboat	סירת חלומות	0.776	0.491	0.458
dreamer	חוֹלֵם	0.820	0.394	0.455
dreaming	חולם	0.854	0.320	0.336
dreamland	אֶרֶץ הַחָלוֹמוֹת	0.844	0.471	0.566
dreams	חלומות	0.865	0.415	0.530
dreamt	חלמתי	0.812	0.380	0.518
dreamy	חוֹלמָנִי	0.837	0.350	0.500
dreary	מַשׁמִים	0.260	0.490	0.324
dredge	מַחְפֵּר	0.427	0.445	0.444
drenched	טבול	0.302	0.361	0.388
dress	שמלה	0.760	0.300	0.345
dresser	אָרוֹן בְּגָדִים	0.604	0.398	0.473
dressmaker	תוֹפֶרֶת	0.698	0.460	0.483
dressy	מִתגַנדֵר	0.800	0.570	0.696
dribble	NO TRANSLATION	0.417	0.551	0.465
dried	מיובש	0.427	0.260	0.385
drier	מְיַבֵּשׁ	0.306	0.347	0.392
drift	סְחִיפָה	0.316	0.520	0.375
drifted	נסחף	0.312	0.542	0.310
drifter	בַּטלָן	0.449	0.512	0.391
driftwood	סחף	0.321	0.283	0.439
drill	תרגיל	0.250	0.602	0.573
drink	לִשְׁתוֹת	0.650	0.552	0.474
drinker	שׁוֹתֶה	0.365	0.735	0.441
drinking	שְׁתִיָה	0.562	0.459	0.317
drinks	מַשׁקָאוֹת	0.729	0.656	0.412
drip	טפטוף	0.392	0.193	0.175
dripping	טִפטוּף	0.302	0.257	0.267
drive	נהיגה	0.625	0.689	0.713
drivel	שְׁטוּיוֹת	0.398	0.469	0.463
driver	נהג	0.553	0.538	0.637
driveway	שביל הגישה	0.612	0.392	0.689
drizzle	זרזיף	0.521	0.353	0.319
droll	מַצחִיק	0.459	0.573	0.422
drone	מזל"ט	0.429	0.686	0.596
drones	מזל"ט	0.398	0.577	0.588
drool	לְהַזִיל רִיר	0.385	0.398	0.204
drooping	נְבִילָה	0.245	0.558	0.353
droopy	שָׁפוּף	0.438	0.350	0.297
drop	יְרִידָה	0.479	0.321	0.291
droplet	אֵגֶל	0.625	0.208	0.194
dropout	נשר	0.253	0.550	0.481
dropper	טַפטֶפֶת	0.333	0.216	0.236
drought	בַּצוֹרֶת	0.133	0.353	0.267
drove	NO TRANSLATION	0.541	0.528	0.623
drown	לְהַטבִּיעַ	0.071	0.860	0.270
drowsiness	נוּמָה	0.260	0.194	0.303
drowsy	מְנוּמנָם	0.375	0.180	0.240
drudgery	עבודת פרך	0.094	0.522	0.241
drug	תְרוּפָה	0.214	0.790	0.453
drug dealing	סחר בסמים	0.042	0.843	0.500
drugged	מְסוּמָם	0.102	0.750	0.321
druggist	רוֹקֵחַ	0.240	0.561	0.417
drugs	סמים	0.167	0.750	0.368
drugstore	בֵּית מִרקַחַת	0.490	0.343	0.518
druid	דרואיד	0.517	0.445	0.481
drum	תוֹף	0.615	0.679	0.339
drummer	מְתוֹפֵף	0.646	0.700	0.564
drumming	תיפוף	0.594	0.750	0.426
drunk	שיכור	0.194	0.800	0.250
drunk driving	נהיגה בשכרות	0.073	0.900	0.306
drunkard	סוֹבֵא	0.240	0.873	0.250
drunken	שיכור	0.155	0.849	0.250
drunkenness	שִׁכרוּת	0.214	0.774	0.336
dry	יָבֵשׁ	0.363	0.169	0.311
dryer	מְיַבֵּשׁ	0.479	0.343	0.277
dryness	יוֹבֶשׁ	0.292	0.296	0.263
dual	כָּפוּל	0.573	0.330	0.384
dualism	שְׁנִיוּת	0.490	0.406	0.536
duality	שְׁנִיוּת	0.438	0.520	0.503
dub	לִטפּוֹחַ	0.510	0.480	0.387
dubious	מפוקפק	0.414	0.480	0.198
duchess	דוּכָּסִית	0.656	0.548	0.711
duck	ברווז	0.594	0.337	0.236
ducking	מתכופף	0.344	0.573	0.294
duckling	בַּרוָזוֹן	0.602	0.353	0.263
ducky	חָמוּד	0.520	0.430	0.368
duct	בִּיב	0.449	0.435	0.430
ductile	רָקִיעַ	0.508	0.420	0.433
dud	לֹא יִצְלַח	0.167	0.455	0.246
dude	אחי	0.809	0.356	0.615
duds	מִטַלטְלִין	0.347	0.311	0.339
due	עקב	0.562	0.340	0.467
duel	דוּ קְרָב	0.271	0.696	0.589
dues	דְמֵי חָבֵר	0.367	0.461	0.288
duet	דוּאֵט	0.694	0.693	0.527
duffel	דבל	0.500	0.400	0.384
dugout	שׁוּחָה	0.490	0.370	0.463
duh	דו	0.357	0.461	0.364
duke	דוּכָּס	0.667	0.440	0.669
dull	משעמם	0.194	0.120	0.185
dullard	מְטוּמטָם	0.450	0.480	0.365
dumb	מְטוּמטָם	0.188	0.330	0.151
dumbasses	dumbasses	0.316	0.590	0.363
dumbbell	מְטוּמטָם	0.302	0.469	0.364
dumbbitch	NO TRANSLATION	0.281	0.636	0.393
dumfound	דומפונד	0.271	0.551	0.295
dumfounder	NO TRANSLATION	0.406	0.481	0.400
dummy	דֶמֶה	0.440	0.144	0.250
dump	מזבלה	0.345	0.500	0.370
dumpling	כּוּפתָה	0.580	0.321	0.360
dumps	מזבלות	0.302	0.583	0.365
dumpster	פח זבל	0.229	0.418	0.101
dun	דון	0.458	0.431	0.339
dunce	טֶמבֶּל	0.188	0.327	0.146
dune	חוֹלִית	0.459	0.173	0.414
dung	NO TRANSLATION	0.104	0.549	0.149
dungeon	צִינוֹק	0.276	0.608	0.440
dunk	דאנק	0.406	0.333	0.475
duo	צמד	0.510	0.500	0.447
dupe	פֶּתִי	0.184	0.760	0.327
duplex	דופלקס	0.592	0.452	0.467
duplicate	לְשַׁכְפֵּל	0.521	0.490	0.338
duplication	שִׁכפוּל	0.480	0.564	0.577
duplicity	צְבִיעוּת	0.406	0.500	0.578
durability	עֲמִידוּת	0.750	0.398	0.813
durable	עָמִיד	0.740	0.294	0.688
duration	מֶשֶׁך	0.656	0.370	0.536
duress	לַחַץ	0.302	0.569	0.612
dusk	אַפְלוּלִית	0.532	0.276	0.519
dusky	כֵּהֶה	0.229	0.528	0.324
dust	אָבָק	0.344	0.246	0.241
duster	מַטלִית	0.408	0.265	0.296
dustpan	יָעֶה	0.609	0.466	0.371
dusty	מְאוּבָּק	0.406	0.294	0.255
dutiful	צַיְתָן	0.724	0.245	0.585
duty	חוֹבָה	0.583	0.579	0.651
dwarf	גמד	0.370	0.340	0.288
dwarfed	גמד	0.365	0.265	0.293
dweeb	דווייב	0.354	0.446	0.327
dwell	לגור	0.698	0.245	0.611
dweller	תוֹשָׁב	0.615	0.304	0.500
dwelling	דִירָה	0.765	0.330	0.481
dye	צֶבַע	0.479	0.314	0.371
dying	גְסִיסָה	0.040	0.664	0.422
dyke	דָיֵק	0.438	0.396	0.566
dynamic	דִינָמִי	0.724	0.750	0.836
dynamical	דינמי	0.786	0.730	0.827
dynamics	דִינָמִיקָה	0.745	0.682	0.774
dynamite	דִינָמִיט	0.344	0.860	0.783
dynamo	דִינָמוֹ	0.531	0.650	0.593
dynasty	שׁוֹשֶׁלֶת	0.725	0.588	0.936
dysentery	דִיזֶנטֶריָה	0.260	0.528	0.345
dysfunction	תִפקוּד לָקוּי	0.156	0.410	0.386
dysfunctional	לא מתפקדת	0.125	0.558	0.307
dyspepsia	בעיות בעיכול	0.212	0.470	0.460
eager	לָהוּט	0.521	0.812	0.306
eagerness	לְהִיטוּת	0.406	0.621	0.443
eagle	נשר	0.604	0.594	0.679
ear	אֹזֶן	0.469	0.216	0.231
earful	נְזִיפָה	0.533	0.462	0.443
earl	רוזן	0.582	0.461	0.794
earlier	מוקדם יותר	0.562	0.352	0.339
early	מוקדם	0.633	0.373	0.426
earn	להרוויח	0.865	0.769	0.817
earnest	רְצִינִי	0.653	0.380	0.670
earnestly	ברצינות	0.847	0.490	0.717
earnestness	רְצִינוּת	0.812	0.373	0.615
earnings	רווחים	0.938	0.650	0.875
earpiece	אוזניות	0.583	0.286	0.452
earring	עָגִיל	0.583	0.520	0.500
earrings	עגילים	0.676	0.346	0.517
earshot	טְוָח שְׁמִיעָה	0.552	0.332	0.408
earth	כדור הארץ	0.750	0.225	0.614
earthenware	כְּלֵי חֶרֶס	0.552	0.210	0.320
earthling	ארצית	0.531	0.412	0.570
earthly	אַרְצִי	0.625	0.318	0.518
earthquake	רעידת אדמה	0.073	0.930	0.812
earthy	עֲפָרִי	0.375	0.413	0.404
ease	קַלוּת	0.796	0.385	0.491
easel	כן	0.694	0.340	0.527
easement	הֲקָלָה	0.479	0.345	0.302
easily	בְּקַלוּת	0.885	0.279	0.453
east	מזרח	0.510	0.250	0.317
eastbound	מזרחה	0.541	0.408	0.402
eastern	מזרחי	0.521	0.420	0.480
easy	קַל	0.865	0.194	0.373
easygoing	קליל, זורם	0.823	0.276	0.538
eat	לאכול	0.731	0.500	0.464
eater	אוֹכֵל	0.459	0.337	0.510
eating	אֲכִילָה	0.847	0.491	0.615
eatingdisorders	NO TRANSLATION	0.365	0.608	0.508
eavesdrop	לְצוֹתֵת	0.375	0.710	0.368
eavesdropping	צִתוּת	0.490	0.380	0.441
ebb	שֵׁפֶל	0.354	0.451	0.404
ebony	הָבְנֶה	0.490	0.317	0.400
ebullient	תוֹסֵס	0.659	0.856	0.746
eccentric	אקסצנטרי	0.531	0.806	0.721
eccentricity	תִמהוֹנִיוּת	0.408	0.735	0.745
ecclesiastical	כנסייתי	0.673	0.270	0.660
echelon	דֶרֶג	0.490	0.404	0.425
echinacea	אכינצאה	0.592	0.418	0.454
echo	הֵד	0.573	0.373	0.345
eclectic	אֶקְלֶקְטִי	0.646	0.542	0.508
eclipse	ליקוי חמה	0.541	0.469	0.616
ecliptic	אקליפטית	0.531	0.520	0.556
ecological	אֵקוֹלוֹגִי	0.885	0.290	0.607
economic	כַּלְכָּלִי	0.561	0.408	0.639
economical	חסכוני	0.667	0.564	0.673
economics	כלכלה	0.625	0.481	0.632
economy	כַּלְכָּלָה	0.583	0.434	0.771
ecosystem	מערכת אקולוגית	0.729	0.259	0.633
ecstasy	אֶקסְטָזָה	0.796	0.922	0.655
ecstatic	אֶקסְטָטִי	0.875	0.769	0.742
ecumenical	אֶקוּמֵנִי	0.561	0.450	0.547
eddy	מְעַרבּוֹלֶת	0.500	0.394	0.350
edema	בַּצֶקֶת	0.250	0.519	0.318
edge	קָצֶה	0.439	0.470	0.468
edging	שולי	0.479	0.394	0.370
edgy	עַצבָּנִי	0.281	0.895	0.306
edible	אָכִיל	0.750	0.425	0.497
edict	צַו	0.316	0.547	0.560
edification	הַבהָרָה	0.625	0.481	0.697
edifice	בִּניָן	0.551	0.403	0.610
edit	לַעֲרוֹך	0.510	0.410	0.544
editing	עֲרִיכָה	0.604	0.404	0.493
edition	מַהֲדוּרָה	0.542	0.455	0.564
editor	עוֹרֵך	0.772	0.431	0.673
editorial	מאמר המערכת	0.583	0.330	0.570
educate	לְחַנֵך	0.760	0.380	0.728
educated	מְחוּנָך	0.816	0.297	0.625
education	חינוך	0.896	0.275	0.840
educational	חינוכית	0.745	0.457	0.764
educator	מְחַנֵך	0.827	0.317	0.845
eeeek	NO TRANSLATION	0.367	0.540	0.349
eeek	NO TRANSLATION	0.333	0.490	0.302
eek	eek	0.292	0.529	0.343
eel	צְלוֹפָּח	0.292	0.564	0.487
eerie	מַפְחִיד	0.265	0.771	0.442
effect	השפעה	0.570	0.518	0.608
effective	יָעִיל	0.844	0.632	0.891
effectiveness	יְעִילוּת	0.640	0.654	0.812
effects	ההשפעות	0.470	0.578	0.379
effectual	יָעִיל	0.776	0.559	0.820
effectually	ובלים	0.724	0.500	0.594
effectuate	לאפשר	0.510	0.602	0.679
effeminate	נָשִׁי	0.337	0.619	0.291
efficacious	יָעִיל	0.823	0.698	0.845
efficacy	יעילות	0.802	0.490	0.906
efficiency	יְעִילוּת	0.802	0.509	0.892
efficient	יָעִיל	0.959	0.604	0.830
effigy	דְמוּת	0.510	0.440	0.401
effort	מַאֲמָץ	0.698	0.778	0.858
effortless	לְלֹא מַאֲמָץ	0.626	0.090	0.352
effusion	הִשׁתַפְּכוּת	0.344	0.730	0.472
effyou	NO TRANSLATION	0.354	0.529	0.490
egg	ביצה	0.684	0.241	0.293
egghead	אִינְטֶלֶגְנָט	0.316	0.492	0.284
eggnog	ביצה	0.635	0.360	0.259
eggplant	חציל	0.592	0.152	0.323
eggshell	קליפת ביצה	0.408	0.269	0.212
ego	אֶגוֹ	0.328	0.576	0.593
egomaniac	אגומניה	0.133	0.708	0.596
egotistical	אנוכי	0.156	0.667	0.363
egregious	בּוֹלֵט	0.150	0.716	0.442
egress	יְצִיאָה	0.490	0.429	0.287
eight	שמונה	0.540	0.199	0.315
eighteen	שמונה עשרה	0.523	0.340	0.404
eighth	שמונה	0.531	0.226	0.380
eighty	שמונים	0.500	0.300	0.453
ejaculate	לְהִתְפַּרֵץ	0.604	0.896	0.604
ejaculation	הַפלָטָה	0.615	0.893	0.547
eject	לִפְלוֹט	0.434	0.656	0.559
ejection	פְּלִיטָה	0.188	0.836	0.554
elaborate	לְפַרֵט	0.561	0.367	0.680
elaboration	שִׁכלוּל	0.708	0.500	0.598
elan	NO TRANSLATION	0.562	0.367	0.500
elapse	לַחֲלוֹף	0.514	0.440	0.455
elapsed	חלפו	0.583	0.451	0.493
elastic	אֵלַסטִי	0.656	0.518	0.385
elasticity	גְמִישׁוּת	0.635	0.452	0.582
elated	מרומם	0.792	0.960	0.725
elation	הִתרוֹמְמוּת רוּחַ	0.740	0.853	0.623
elbow	מַרְפֵּק	0.448	0.133	0.254
eld	יַשׁנוּת	0.471	0.292	0.451
elder	זָקֵן	0.448	0.153	0.462
elderly	קָשִׁישׁ	0.615	0.212	0.283
elders	זקנים	0.602	0.260	0.441
eldest	בְּכוֹר	0.625	0.471	0.741
elect	לִבחוֹר	0.667	0.554	0.661
election	בְּחִירָה	0.625	0.519	0.651
elective	Space	0.612	0.380	0.623
elector	מַצבִּיעַ	0.479	0.520	0.766
electoral	הבחירות	0.490	0.631	0.602
electorate	ציבור	0.560	0.380	0.696
electric	חשמלי	0.458	0.708	0.512
electric slide	שקופיות חשמליות	0.542	0.660	0.536
electrical	חַשׁמַלִי	0.531	0.620	0.688
electrician	חַשׁמַלַאי	0.449	0.590	0.620
electricity	חַשְׁמַל	0.698	0.810	0.733
electrify	לְחַשׁמֵל	0.520	0.769	0.737
electrocute	לְהַמִית	0.271	0.731	0.555
electrocution	התחשמלות	0.177	0.844	0.692
electromagnetic	אלקטרומגנטית	0.531	0.632	0.683
electron	אֶלֶקטרוֹן	0.520	0.455	0.560
electronic	אֶלֶקטרוֹנִי	0.571	0.490	0.704
electronics	מכשירי חשמל	0.708	0.545	0.574
elegance	אֵלֶגַנטִיוּת	0.918	0.396	0.824
elegant	אֵלֶגַנטִי	0.865	0.500	0.685
element	אֵלֵמֶנט	0.531	0.259	0.481
elemental	יסודי	0.627	0.306	0.711
elementary	יְסוֹדִי	0.594	0.286	0.686
elements	אלמנטים	0.510	0.312	0.462
elephant	פיל	0.531	0.510	0.615
elevate	לְהַעֲלוֹת	0.812	0.500	0.804
elevated	מוּרָם	0.704	0.594	0.620
elevation	גוֹבַה	0.760	0.759	0.711
elevator	מַעֲלִית	0.562	0.604	0.676
eleven	אחד עשר	0.449	0.250	0.430
eleventh	אַחַד עָשָׂר	0.594	0.329	0.357
elf	שֵׁדוֹן	0.460	0.457	0.315
elicit	לְהָפִיק	0.406	0.594	0.658
eligible	זכאי	0.750	0.400	0.518
eliminate	לְחַסֵל	0.265	0.670	0.324
elimination	חיסול	0.052	0.667	0.431
elite	עִלִית	0.688	0.704	0.737
elitist	אליטיסטית	0.500	0.606	0.656
elixir	סַם חַיִים	0.708	0.587	0.604
elk	דִישׁוֹן	0.439	0.337	0.340
ell	ell	0.469	0.418	0.373
ellipse	אֶלִיפְּסָה	0.531	0.410	0.479
ellipsis	הַשׁמָטָה	0.653	0.358	0.314
ellipsoid	אליפסואידית	0.500	0.440	0.419
elliptic	אֶלִיפְּטִי	0.500	0.431	0.528
elliptical	סְגַלגַל	0.338	0.385	0.490
elm	בּוּקִיצָה	0.510	0.345	0.321
elongate	לְהַאֲרִיך	0.583	0.385	0.540
elongation	הַאֲרָכָה	0.561	0.500	0.500
elope	לִברוֹחַ	0.396	0.694	0.528
eloquence	צַחוּת לָשׁוֹן	0.729	0.490	0.804
eloquent	אָמַן הַדִבּוּר	0.870	0.680	0.741
elucidate	לְהַבהִיר	0.583	0.509	0.518
elucidation	הבהרה	0.650	0.574	0.586
elude	לְהִתְחַמֵק	0.438	0.521	0.464
elusive	חֲמַקמַק	0.229	0.615	0.466
emaciated	כחוש	0.103	0.541	0.151
email	אֶלֶקטרוֹנִי	0.698	0.230	0.456
emanate	לִנְבּוּעַ	0.653	0.464	0.554
emancipation	שִׁחרוּר	0.704	0.684	0.763
embankment	סוֹלְלָה	0.677	0.438	0.436
embargo	NO TRANSLATION	0.229	0.564	0.443
embark	לַעֲלוֹת לְאֳנִיָה	0.541	0.550	0.619
embarrass	לִהַבִיך	0.082	0.667	0.364
embarrassed	נָבוֹך	0.184	0.560	0.246
embarrassing	מֵבִיך	0.226	0.809	0.225
embarrassment	מְבוּכָה	0.143	0.685	0.226
embassy	שגרירות	0.622	0.333	0.758
embattled	עָרוּך לִקְרָב	0.235	0.724	0.421
embed	לְשַׁבֵּץ	0.417	0.554	0.670
embellish	לְעַטֵר	0.842	0.500	0.769
embellishment	הַשׁבָּחָה	0.673	0.449	0.405
embers	גחלים	0.490	0.481	0.508
embezzlement	מְעִילָה	0.143	0.827	0.435
embezzler	מעילה	0.146	0.823	0.491
emblem	סֵמֶל	0.640	0.330	0.754
emblematic	סִמלִי	0.771	0.459	0.798
embodiment	הִתגַלְמוּת	0.562	0.690	0.663
embolism	תַסחִיף	0.104	0.660	0.302
embossed	מוטבע	0.531	0.481	0.500
embrace	לְחַבֵּק	0.949	0.490	0.452
embroidered	רקומים	0.677	0.279	0.407
embroidery	רִקמָה	0.781	0.358	0.280
embroiled	סָבוּך	0.337	0.721	0.420
embryo	עוּבָּר	0.673	0.469	0.453
embryonic	עוּבָּרִי	0.573	0.453	0.598
emcee	emcee	0.694	0.577	0.691
emerald	בַּרֶקֶת	0.740	0.363	0.726
emerge	לָצֵאת	0.602	0.594	0.731
emergence	הִתהַוּוּת	0.276	0.857	0.676
emergency	חרום	0.200	0.900	0.571
emeritus	אמריטוס	0.633	0.402	0.735
emery	שָׁמִיר	0.469	0.583	0.472
emetophobia	אמטופוביה	0.243	0.620	0.403
emigrate	לְהַגֵר	0.356	0.812	0.508
emigration	הֲגִירָה	0.564	0.664	0.432
eminence	בְּלִיטָה	0.816	0.644	0.837
eminent	דָגוּל	0.740	0.620	0.830
eminently	בהחלט	0.694	0.607	0.773
emir	NO TRANSLATION	0.510	0.396	0.621
emissary	שָׁלִיחַ	0.562	0.462	0.636
emission	פְּלִיטָה	0.510	0.453	0.591
emit	לִפְלוֹט	0.638	0.445	0.510
emo	emo	0.354	0.314	0.226
emotion	רֶגֶשׁ	0.693	0.873	0.696
emotional	רִגשִׁי	0.779	0.714	0.526
emotive	רִגוּשִׁי	0.917	0.741	0.525
empathic	אמפתי	0.760	0.570	0.558
empathize	להזדהות	0.802	0.591	0.660
empathy	אֶמפַּתִיָה	0.729	0.349	0.545
emperor	קֵיסָר	0.651	0.704	0.962
emphasis	דָגֵשׁ	0.653	0.745	0.816
emphasize	להדגיש	0.510	0.605	0.769
emphatic	תַקִיף	0.615	0.707	0.732
emphysema	נַפַּחַת	0.156	0.556	0.336
empire	אימפריה	0.688	0.730	0.944
empirical	אֶמפִּירִי	0.500	0.510	0.574
empiricism	אֶמפִּירִיצִיזְם	0.583	0.460	0.547
employ	לְהַעֲסִיק	0.729	0.481	0.702
employee	עוֹבֵד	0.582	0.361	0.481
employer	מעסיק	0.663	0.518	0.767
employment	תעסוקה	0.750	0.594	0.611
emporium	אמפוריום	0.622	0.556	0.724
empower	להעצים	0.694	0.779	0.891
empress	קֵיסָרִית	0.716	0.669	0.855
emptiness	רֵיקָנוּת	0.177	0.173	0.184
emption	emption	0.570	0.406	0.458
empty	ריק	0.188	0.183	0.081
emu	אֶמוּ	0.420	0.358	0.330
emulate	לחקות	0.438	0.340	0.549
emulsion	אֵמוּלְסִיָה	0.562	0.431	0.453
enable	לְאַפשֵׁר	0.760	0.491	0.782
enablement	איפשור	0.600	0.451	0.750
enact	לְחוֹקֵק	0.680	0.564	0.598
enactment	חקיקה	0.667	0.612	0.769
enamel	אֵימָל	0.594	0.280	0.306
encampment	מַאֲהָל	0.677	0.573	0.605
enchant	לְהַקְסִים	0.873	0.650	0.643
enchanted	קָסוּם	0.917	0.633	0.687
enchanting	מַקסִים	0.917	0.681	0.708
enchantment	קֶסֶם	0.816	0.775	0.647
enchantress	הקוסם	0.398	0.663	0.479
enchilada	אנצ'ילדה	0.542	0.553	0.371
encircle	לְכַתֵר	0.460	0.500	0.519
encircling	מקיפה	0.510	0.368	0.557
enclave	מובלעת	0.531	0.333	0.580
enclose	לְצַרֵף	0.531	0.477	0.473
enclosure	קַרפִּיף	0.417	0.375	0.490
encode	לְהַצְפִּין	0.490	0.500	0.734
encomiastic	NO TRANSLATION	0.541	0.500	0.670
encomium	אנקומיום	0.541	0.451	0.519
encompass	לְהַקִיף	0.520	0.298	0.661
encore	NO TRANSLATION	0.510	0.423	0.500
encounter	פְּגִישָׁה	0.865	0.702	0.689
encourage	לְעוֹדֵד	0.896	0.580	0.704
encouraged	עודדו	0.953	0.702	0.657
encouragement	עידוד	0.865	0.700	0.759
encouraging	מְעוֹדֵד	0.823	0.583	0.755
encroach	לְהַסִיג גְבוּל	0.302	0.742	0.702
