Word	Mongolian-mn	Valence	Arousal	Dominance
elevate	дээшилнэ	0.812	0.500	0.804
elevated	дээшилсэн	0.704	0.594	0.620
elevation	өндөрлөг	0.760	0.759	0.711
elevator	цахилгаан шат	0.562	0.604	0.676
eleven	арван нэгэн	0.449	0.250	0.430
eleventh	Арван нэгдүгээр	0.594	0.329	0.357
elf	elf	0.460	0.457	0.315
elicit	татсан	0.406	0.594	0.658
eligible	эрхтэй	0.750	0.400	0.518
eliminate	арилгах	0.265	0.670	0.324
elimination	устгах	0.052	0.667	0.431
elite	элит	0.688	0.704	0.737
elitist	elitist	0.500	0.606	0.656
elixir	elixir	0.708	0.587	0.604
elk	хандгай	0.439	0.337	0.340
ell	ell	0.469	0.418	0.373
ellipse	эллипс	0.531	0.410	0.479
ellipsis	ellipsis	0.653	0.358	0.314
ellipsoid	эллипс	0.500	0.440	0.419
elliptic	эллипс	0.500	0.431	0.528
elliptical	эллипс	0.338	0.385	0.490
elm	хайлаас	0.510	0.345	0.321
elongate	уртаашаа	0.583	0.385	0.540
elongation	суналт	0.561	0.500	0.500
elope	elope	0.396	0.694	0.528
eloquence	уран сайхан	0.729	0.490	0.804
eloquent	уран сайхан	0.870	0.680	0.741
elucidate	тайлбарлах	0.583	0.509	0.518
elucidation	тайлбарлах	0.650	0.574	0.586
elude	алга болно	0.438	0.521	0.464
elusive	хялбар биш	0.229	0.615	0.466
emaciated	сульдсан	0.103	0.541	0.151
email	и-мэйл	0.698	0.230	0.456
emanate	гардаг	0.653	0.464	0.554
emancipation	эрх чөлөө	0.704	0.684	0.763
embankment	далан	0.677	0.438	0.436
embargo	NO TRANSLATION	0.229	0.564	0.443
embark	Эхлээд	0.541	0.550	0.619
embarrass	ичиж байна	0.082	0.667	0.364
embarrassed	ичиж зовсон	0.184	0.560	0.246
embarrassing	ичиж байна	0.226	0.809	0.225
embarrassment	ичиж зовох	0.143	0.685	0.226
embassy	элчин сайдын яам	0.622	0.333	0.758
embattled	Эвдэрсэн	0.235	0.724	0.421
embed	оруулах	0.417	0.554	0.670
embellish	гоёлоорой	0.842	0.500	0.769
embellishment	гоёл чимэглэл	0.673	0.449	0.405
embers	завхайрсан	0.490	0.481	0.508
embezzlement	Хохирол	0.143	0.827	0.435
embezzler	embezzler	0.146	0.823	0.491
emblem	бэлгэ тэмдэг	0.640	0.330	0.754
emblematic	бэлгэдэл	0.771	0.459	0.798
embodiment	зохиомол	0.562	0.690	0.663
embolism	эмболи	0.104	0.660	0.302
embossed	товойлгон	0.531	0.481	0.500
embrace	тэврэлт	0.949	0.490	0.452
embroidered	хатгамал хийх	0.677	0.279	0.407
embroidery	хатгамал	0.781	0.358	0.280
embroiled	татсан	0.337	0.721	0.420
embryo	үр хөврөл	0.673	0.469	0.453
embryonic	үр хөврөл	0.573	0.453	0.598
emcee	emcee	0.694	0.577	0.691
emerald	маргад	0.740	0.363	0.726
emerge	гарч ирнэ	0.602	0.594	0.731
emergence	гарч ирнэ	0.276	0.857	0.676
emergency	яаралтай тусламж	0.200	0.900	0.571
emeritus	emeritus	0.633	0.402	0.735
emery	Эмери	0.469	0.583	0.472
emetophobia	emetophobia	0.243	0.620	0.403
emigrate	шилжин суурьших	0.356	0.812	0.508
emigration	цагаачлах	0.564	0.664	0.432
eminence	эрхэм дээд	0.816	0.644	0.837
eminent	нэр хүндтэй	0.740	0.620	0.830
eminently	яаралтай	0.694	0.607	0.773
emir	NO TRANSLATION	0.510	0.396	0.621
emissary	Захидал	0.562	0.462	0.636
emission	ялгаралт	0.510	0.453	0.591
emit	ялгаруулна	0.638	0.445	0.510
emo	emo	0.354	0.314	0.226
emotion	сэтгэл хөдлөл	0.693	0.873	0.696
emotional	сэтгэл хөдлөл	0.779	0.714	0.526
emotive	сэтгэл хөдлөл	0.917	0.741	0.525
empathic	сэтгэлзүй	0.760	0.570	0.558
empathize	сэтгэл хангалуун байх	0.802	0.591	0.660
empathy	сэтгэл хөдлөл	0.729	0.349	0.545
emperor	эзэн хаан	0.651	0.704	0.962
emphasis	онцлон тэмдэглэв	0.653	0.745	0.816
emphasize	онцлон тэмдэглэ	0.510	0.605	0.769
emphatic	баттай байна	0.615	0.707	0.732
emphysema	emphysema	0.156	0.556	0.336
empire	эзэнт гүрэн	0.688	0.730	0.944
empirical	эмпирик	0.500	0.510	0.574
empiricism	эмпирикизм	0.583	0.460	0.547
employ	ажилд авах	0.729	0.481	0.702
employee	ажилтан	0.582	0.361	0.481
employer	ажил олгогч	0.663	0.518	0.767
employment	ажил эрхлэлт	0.750	0.594	0.611
emporium	агуулах	0.622	0.556	0.724
empower	эрх мэдэлтэй	0.694	0.779	0.891
empress	хатан хаан	0.716	0.669	0.855
emptiness	хоосон байдал	0.177	0.173	0.184
emption	Ашиглах	0.570	0.406	0.458
empty	хоосон байна	0.188	0.183	0.081
emu	emu	0.420	0.358	0.330
emulate	Дагах	0.438	0.340	0.549
emulsion	эмульс	0.562	0.431	0.453
enable	идэвхжүүлэх	0.760	0.491	0.782
enablement	Нөхөн олговор олгох	0.600	0.451	0.750
enact	батлах	0.680	0.564	0.598
enactment	батлах	0.667	0.612	0.769
enamel	паалан	0.594	0.280	0.306
encampment	буудаллах	0.677	0.573	0.605
enchant	дур булаам	0.873	0.650	0.643
enchanted	гайхалтай	0.917	0.633	0.687
enchanting	дур булаам	0.917	0.681	0.708
enchantment	сэтгэл татам	0.816	0.775	0.647
enchantress	enchantress	0.398	0.663	0.479
enchilada	enchilada	0.542	0.553	0.371
encircle	тойрог	0.460	0.500	0.519
encircling	тойрох	0.510	0.368	0.557
enclave	орон байр	0.531	0.333	0.580
enclose	тараах	0.531	0.477	0.473
enclosure	хашаа	0.417	0.375	0.490
encode	кодчилох	0.490	0.500	0.734
encomiastic	NO TRANSLATION	0.541	0.500	0.670
encomium	хүрээлэн буй орчин	0.541	0.451	0.519
encompass	хамрагдана	0.520	0.298	0.661
encore	NO TRANSLATION	0.510	0.423	0.500
encounter	учрах	0.865	0.702	0.689
encourage	урамшуулаарай	0.896	0.580	0.704
encouraged	урамшуулал	0.953	0.702	0.657
encouragement	урамшуулал	0.865	0.700	0.759
encouraging	урамшуулал	0.823	0.583	0.755
encroach	дайралт хийх	0.302	0.742	0.702
encroachment	халдлага	0.255	0.736	0.620
encrypt	шифрлэх	0.500	0.387	0.500
encryption	шифрлэлт	0.547	0.415	0.474
encumbrance	Эвдрэл	0.300	0.521	0.480
encyclopedia	нэвтэрхий толь бичиг	0.679	0.320	0.645
end	Төгсгөл	0.198	0.349	0.298
end table	эцсийн хүснэгт	0.541	0.480	0.482
endanger	аюултай	0.115	0.885	0.404
endangered	устах аюулд ороод байна	0.083	0.885	0.430
endangerment	аюул заналхийлэл	0.167	0.873	0.519
endearing	сайхан сэтгэлтэй	0.663	0.434	0.604
endeavor	оролдоод үзээрэй	0.677	0.755	0.765
ended	дууссан	0.302	0.500	0.500
endemic	эндемик	0.406	0.480	0.483
endgame	төгсгөл	0.449	0.538	0.526
ending	төгсгөл	0.344	0.365	0.492
endless	төгсгөлгүй	0.347	0.462	0.472
endocarditis	эндокардит	0.235	0.587	0.412
endorse	батлах	0.592	0.392	0.472
endorsement	батлах	0.834	0.360	0.611
endow	Өө	0.684	0.398	0.609
endowed	адислагдсан	0.755	0.510	0.769
endowment	хишиг хүртээх	0.685	0.578	0.647
endpapers	endpapers	0.542	0.400	0.339
endpoint	төгсгөлийн цэг	0.311	0.410	0.448
endurance	тэсвэр хатуужил	0.592	0.745	0.760
endure	тэвчээртэй бай	0.320	0.610	0.574
enduring	тэвчээртэй байх	0.633	0.459	0.768
enema	бургуй	0.281	0.673	0.268
enemy	дайсан	0.135	0.794	0.591
energetic	эрч хүчтэй	0.847	0.868	0.902
energize	эрч хүч өгнө	0.792	0.810	0.875
energy	эрчим хүч	0.944	0.725	0.868
enforce	албадах	0.583	0.644	0.836
enforcement	хууль сахиулах байгууллага	0.594	0.571	0.736
enforcer	хүчирхийлэгч	0.398	0.612	0.639
engage	ажил хийх	0.771	0.796	0.713
engaged	эрхэлдэг	0.837	0.596	0.849
engagement	ажилд орох	0.906	0.587	0.807
engaging	татан оролцуулах	0.948	0.612	0.862
engender	ургуулсан	0.561	0.741	0.688
engine	хөдөлгүүр	0.615	0.644	0.676
engineer	инженер	0.719	0.500	0.875
engineering	инженерчлэл	0.735	0.471	0.836
engrave	сийлбэр	0.486	0.442	0.517
engraved	сийлбэрлэсэн	0.542	0.375	0.473
engraver	сийлбэр	0.552	0.417	0.500
engraving	сийлбэр	0.604	0.430	0.442
engrossed	татсан	0.541	0.471	0.304
engrossing	хайхрамжгүй	0.698	0.702	0.750
engulf	булш	0.398	0.573	0.500
enhance	сайжруулах	0.802	0.578	0.814
enhancement	сайжруулалт	0.877	0.490	0.741
enigma	enigma	0.513	0.700	0.500
enigmatic	таалагдаагүй	0.469	0.589	0.679
enjoin	даалгавар өгнө үү	0.594	0.454	0.732
enjoy	эдлэх	0.959	0.725	0.750
enjoyable	хөгжилтэй	1.000	0.481	0.605
enjoying	сайхан өнгөрүүлээрэй	0.908	0.759	0.759
enjoyment	цэнгэл жаргал	0.930	0.612	0.716
enlarge	томруулах	0.735	0.606	0.688
enlarged	томруулсан	0.673	0.490	0.518
enlargement	томрох	0.677	0.577	0.616
enlighten	гэгээрүүлэх	0.729	0.549	0.667
enlightened	гэгээрсэн	0.956	0.566	0.700
enlightening	гэгээрүүлэх	0.825	0.729	0.727
enlightenment	Гэгээрэл	0.837	0.549	0.619
enlist	Бүртгүүлэх	0.510	0.370	0.483
enliven	цэнгэх	0.833	0.683	0.702
enmity	дайсагнал	0.094	0.706	0.382
ennui	ennui	0.406	0.461	0.316
enormity	маш их	0.594	0.648	0.848
enormous	асар их	0.677	0.665	0.886
enormously	маш их	0.760	0.694	0.872
enraged	уурлав	0.083	0.962	0.636
enrich	баяжуулах	0.896	0.731	0.705
enroll	бүртгүүлэх	0.696	0.530	0.611
enrollment	шинээр гишүүн элсүүлэх, элсэлт	0.667	0.391	0.698
ensemble	чуулга	0.697	0.418	0.586
ensign	Үзэмж	0.663	0.270	0.545
enslave	боолчлох	0.073	0.800	0.481
enslaved	боолчлогдсон	0.104	0.720	0.321
enslavement	боолчлол	0.086	0.635	0.302
ensue	Дараа нь	0.698	0.363	0.332
ensure	хангах	0.737	0.406	0.759
entail	шаарддаг	0.484	0.630	0.645
entangled	орооцолдсон	0.319	0.578	0.357
entanglement	хамаатай	0.302	0.765	0.248
enter	оруулах	0.708	0.470	0.500
enterprise	аж ахуйн нэгж	0.760	0.392	0.754
enterprising	эрч хүчтэй	0.865	0.784	0.875
entertain	зугаацах	0.918	0.684	0.598
entertained	зугаацаж байна	0.902	0.644	0.712
entertainer	Үзэгчид	0.888	0.709	0.759
entertaining	хөгжилтэй	0.833	0.658	0.660
entertainment	үзвэр үйлчилгээ	0.847	0.750	0.569
enthralled	дурлажээ	0.745	0.602	0.615
enthusiasm	урам зориг	0.938	0.816	0.798
enthusiast	enthusiast	0.867	0.810	0.875
enthusiastic	урам зоригтой	0.885	0.868	0.848
entice	дуртай	0.521	0.887	0.518
entire	бүхэлд нь	0.689	0.462	0.698
entirety	бүхэлдээ	0.854	0.460	0.804
entitle	эрх олгох	0.729	0.333	0.827
entity	аж ахуйн нэгж	0.542	0.402	0.670
entomology	Органик эмчилгээ	0.438	0.396	0.545
entourage	хамт олон	0.491	0.567	0.467
entrails	гэдэс дотор	0.365	0.538	0.387
entrance	орох	0.698	0.393	0.526
entrapment	entrapment	0.177	0.604	0.441
entreat	Залбирах	0.304	0.560	0.462
entree	түнш	0.615	0.477	0.624
entrepreneur	бизнес эрхлэгч	0.885	0.704	0.920
entrust	итгэмжлэн хариулах	0.693	0.310	0.630
entry	нэвтрэх	0.552	0.353	0.602
enumerate	тоо тоолох	0.521	0.390	0.491
enumeration	тоо	0.548	0.327	0.534
envelope	дугтуй	0.604	0.275	0.377
envious	атаархаж байна	0.110	0.754	0.341
environ	NO TRANSLATION	0.724	0.221	0.433
environment	орчин	0.646	0.194	0.528
environmental	байгаль орчин	0.633	0.313	0.664
environs	хүрээлэн буй орчин	0.561	0.288	0.345
envision	төсөөлөх	0.625	0.449	0.483
envoy	элч	0.531	0.375	0.586
envy	айх юм	0.240	0.704	0.427
enzyme	фермент	0.562	0.277	0.481
ephemeral	түр зуурынх	0.500	0.312	0.377
ephemeris	эпемерис	0.640	0.380	0.528
epic	эпик	0.857	0.713	0.830
epidemic	тархалт	0.092	0.830	0.611
epidermis	эпидерми	0.418	0.490	0.426
epidural	Эпидураль	0.347	0.452	0.525
epilepsy	Эпилепси	0.061	0.854	0.250
epileptic	Эпилептик	0.146	0.794	0.340
epilogue	Эпилого	0.582	0.353	0.466
epiphany	epiphany	0.625	0.596	0.526
episcopal	эпископал	0.542	0.314	0.750
episode	анги	0.719	0.367	0.509
episodic	Хэсэгчилсэн	0.531	0.542	0.462
epistle	захидал	0.604	0.417	0.535
epitaph	эпитаф	0.276	0.323	0.442
epithet	эпитет	0.530	0.394	0.524
epitome	эпитом	0.510	0.500	0.667
epoch	эрин үе	0.553	0.343	0.797
equal	тэнцүү	0.781	0.178	0.407
equality	тэгш байдал	0.898	0.305	0.716
equalization	тэнцвэржүүлэх	0.625	0.422	0.423
equalize	тэнцүү	0.738	0.281	0.574
equalizer	тэнцүүлэгч	0.604	0.451	0.586
equally	тэнцүү	0.625	0.264	0.436
equate	equate	0.724	0.382	0.624
equation	тэгшитгэл	0.479	0.384	0.608
equator	экватор	0.550	0.302	0.462
equatorial	экватори	0.550	0.271	0.593
equestrian	морьтой	0.633	0.519	0.417
equidistant	тэнцүү байна	0.375	0.406	0.509
equilibration	тэнцвэртэй байдал	0.724	0.317	0.593
equilibrium	тэнцвэр	0.676	0.235	0.620
equip	тоноглох	0.650	0.519	0.713
equipment	тоног төхөөрөмж	0.745	0.495	0.700
equitable	тэгш эрхтэй	0.714	0.286	0.750
equity	өмч	0.792	0.304	0.614
equivalence	тэнцвэрт байдал	0.663	0.250	0.582
equivalent	эквивалент	0.646	0.347	0.500
equivocal	equivocal	0.327	0.482	0.257
era	эрин үе	0.615	0.407	0.449
eradicate	устгах	0.260	0.690	0.686
eradication	устгах	0.208	0.788	0.685
erase	арилгах	0.240	0.260	0.321
eraser	баллуур	0.458	0.209	0.311
erasure	арилгах	0.281	0.360	0.265
ere	NO TRANSLATION	0.479	0.312	0.377
erect	босоо	0.643	0.885	0.627
erectile	erectile	0.542	0.796	0.625
erection	босгох	0.640	0.856	0.695
ergo	NO TRANSLATION	0.385	0.400	0.385
erode	erode	0.208	0.643	0.580
erosion	элэгдэл	0.312	0.770	0.465
erotic	эротик	0.625	0.946	0.683
erotica	erotica	0.781	0.870	0.579
err	алдаатай	0.146	0.660	0.236
errand	мэдэгдэл	0.385	0.519	0.482
errant	гомдлоо	0.205	0.602	0.375
erratic	гайгүй	0.271	0.503	0.217
erratum	Үргэлжлэл	0.327	0.528	0.436
erroneous	буруу байна	0.057	0.561	0.245
error	алдаа	0.094	0.559	0.198
erst	NO TRANSLATION	0.277	0.422	0.357
erudite	Мэдээжийн хэрэг	0.719	0.434	0.774
erupt	Тэсрэх	0.188	0.820	0.818
eruption	дэлбэрэлт	0.156	0.913	0.733
escalade	escalade	0.480	0.724	0.442
escalate	өсөх	0.653	0.714	0.728
escalating	өсч байна	0.646	0.724	0.518
escalation	өсөх болно	0.571	0.807	0.582
escalator	Урсдаг цахилгаан шат	0.500	0.530	0.518
escape	зугтах	0.367	0.765	0.448
escaped	зугтсан	0.365	0.755	0.518
escarpment	ёроол	0.406	0.553	0.470
eschew	Эсвэл	0.184	0.438	0.370
escort	илгээгч	0.729	0.480	0.608
escrow	Эскроу	0.449	0.520	0.613
esophagus	улаан хоолой	0.429	0.454	0.464
esoteric	нарийн мэргэжил	0.500	0.676	0.545
especial	NO TRANSLATION	0.827	0.419	0.794
espionage	тагнуул хийх	0.312	0.750	0.620
espouse	Эхлээд	0.802	0.529	0.598
espresso	эспрессо	0.677	0.620	0.508
esprit	esprit	0.552	0.431	0.407
esquire	Эсвэл	0.604	0.542	0.518
essay	эссэ	0.559	0.411	0.530
essayist	зохиолч	0.656	0.460	0.462
essence	мөн чанар	0.663	0.369	0.575
essential	зайлшгүй шаардлагатай	0.812	0.405	0.759
essentially	Үндсэндээ	0.750	0.373	0.802
establish	үүсгэх	0.708	0.500	0.688
established	тогтоосон	0.796	0.394	0.694
establishment	үүсгэх	0.690	0.398	0.631
estate	үл хөдлөх хөрөнгө	0.653	0.385	0.647
esteem	үнэлэмж	0.745	0.380	0.679
esteemed	нэр хүндтэй	0.694	0.418	0.531
esthetic	сэтгэл зүйн байдал	0.635	0.360	0.558
estimable	тооцоолол	0.796	0.408	0.630
estimate	тооцоолол	0.719	0.469	0.517
estimation	тооцоо	0.740	0.480	0.589
estoppel	estoppel	0.354	0.459	0.482
estranged	Орлуулсан	0.156	0.382	0.377
estrogen	эстроген	0.580	0.500	0.425
estuary	estuary	0.469	0.278	0.482
etch	etch	0.510	0.367	0.598
etching	Эгнээ	0.567	0.491	0.575
eternal	мөнхийн	0.854	0.409	0.843
eternity	үүрд мөнх	0.765	0.520	0.911
ethanol	этанол	0.333	0.410	0.534
ether	эфир	0.490	0.306	0.412
ethereal	эерэг	0.520	0.419	0.518
ethic	ёс зүй	0.786	0.260	0.791
ethical	ёс зүйтэй	0.854	0.324	0.634
ethics	ёс зүй	0.658	0.296	0.731
ethnic	угсаатны	0.583	0.373	0.555
ethnography	угсаатны зүйн судалгаа	0.571	0.373	0.549
etiology	Этологи	0.500	0.385	0.639
etiquette	ёс зүй	0.604	0.350	0.421
etymology	etimology	0.531	0.370	0.529
eucalyptus	Eucalyptus	0.602	0.308	0.418
euchre	euchre	0.470	0.459	0.442
eugenics	eugenics	0.448	0.530	0.518
eulogistic	eulogistic	0.740	0.623	0.694
eulogium	eulogium	0.542	0.482	0.655
eulogize	eulogize	0.850	0.518	0.679
eulogy	eulogy	0.625	0.443	0.667
euphemism	euphemism	0.418	0.453	0.491
euphoria	баяр баясгалан	0.769	0.955	0.648
euphoric	хөгжилтэй	0.745	0.904	0.588
euro	евро	0.680	0.441	0.521
euthanasia	Унтуулах	0.229	0.716	0.325
evacuate	нүүлгэн шилжүүлэх	0.354	0.792	0.314
evacuation	нүүлгэн шилжүүлэлт	0.160	0.755	0.582
evade	Эвтэй	0.304	0.490	0.342
evaluate	үнэлгээ хийх	0.663	0.640	0.649
evaluation	үнэлгээ	0.542	0.667	0.764
evanescence	уналт	0.527	0.519	0.458
evangelical	evangelical	0.602	0.389	0.602
evangelist	evangelist	0.582	0.464	0.702
evangelistic	Сайн мэдээний ном	0.660	0.375	0.612
evaporate	ууршдаг	0.357	0.469	0.402
evaporation	ууршилт	0.556	0.346	0.388
evasion	зайлсхийх	0.229	0.510	0.418
evasive	Үгүй	0.117	0.596	0.425
eve	үдэш	0.612	0.378	0.440
evening	үдэш	0.458	0.185	0.318
evens	NO TRANSLATION	0.592	0.430	0.457
event	үйл явдал	0.745	0.673	0.664
eventful	үйл явдал	0.543	0.837	0.510
eventual	эцэст нь	0.633	0.459	0.413
eventuality	үйл явц	0.469	0.627	0.527
