Word	Romanian-ro	Valence	Arousal	Dominance
dungeon	Temniță	0.276	0.608	0.440
dunk	dunk	0.406	0.333	0.475
duo	duo	0.510	0.500	0.447
dupe	găgăuță	0.184	0.760	0.327
duplex	dublu	0.592	0.452	0.467
duplicate	duplicat	0.521	0.490	0.338
duplication	dublare	0.480	0.564	0.577
duplicity	duplicitate	0.406	0.500	0.578
durability	durabilitate	0.750	0.398	0.813
durable	durabil	0.740	0.294	0.688
duration	durată	0.656	0.370	0.536
duress	lipsirea de libertate	0.302	0.569	0.612
dusk	amurg	0.532	0.276	0.519
dusky	cernit	0.229	0.528	0.324
dust	praf	0.344	0.246	0.241
duster	cârpă de praf	0.408	0.265	0.296
dustpan	faras	0.609	0.466	0.371
dusty	prăfuit	0.406	0.294	0.255
dutiful	cuminte	0.724	0.245	0.585
duty	datorie	0.583	0.579	0.651
dwarf	pitic	0.370	0.340	0.288
dwarfed	pipernicită	0.365	0.265	0.293
dweeb	dweeb	0.354	0.446	0.327
dwell	locui	0.698	0.245	0.611
dweller	locuitor	0.615	0.304	0.500
dwelling	locuinţă	0.765	0.330	0.481
dye	colorant	0.479	0.314	0.371
dying	moarte	0.040	0.664	0.422
dyke	opritoare	0.438	0.396	0.566
dynamic	dinamic	0.724	0.750	0.836
dynamical	dinamic	0.786	0.730	0.827
dynamics	dinamică	0.745	0.682	0.774
dynamite	dinamită	0.344	0.860	0.783
dynamo	dinam	0.531	0.650	0.593
dynasty	dinastie	0.725	0.588	0.936
dysentery	dizenterie	0.260	0.528	0.345
dysfunction	disfuncţia	0.156	0.410	0.386
dysfunctional	disfunctionale	0.125	0.558	0.307
dyspepsia	dispepsie	0.212	0.470	0.460
eager	dornic	0.521	0.812	0.306
eagerness	aviditate	0.406	0.621	0.443
eagle	vultur	0.604	0.594	0.679
ear	ureche	0.469	0.216	0.231
earful	earful	0.533	0.462	0.443
earl	conte englez	0.582	0.461	0.794
earlier	mai devreme	0.562	0.352	0.339
early	din timp	0.633	0.373	0.426
earn	câştiga	0.865	0.769	0.817
earnest	zelos	0.653	0.380	0.670
earnestly	serios	0.847	0.490	0.717
earnestness	seriozitate	0.812	0.373	0.615
earnings	câștig	0.938	0.650	0.875
earpiece	căștii	0.583	0.286	0.452
earring	cercel	0.583	0.520	0.500
earrings	cercei	0.676	0.346	0.517
earshot	distanță de la care se poate auzi sunet	0.552	0.332	0.408
earth	Pământ	0.750	0.225	0.614
earthenware	ceramică	0.552	0.210	0.320
earthling	pământean	0.531	0.412	0.570
earthly	pământesc	0.625	0.318	0.518
earthquake	cutremur	0.073	0.930	0.812
earthy	pământesc	0.375	0.413	0.404
ease	uşura	0.796	0.385	0.491
easel	şevalet	0.694	0.340	0.527
easement	servitute	0.479	0.345	0.302
easily	uşor	0.885	0.279	0.453
east	Est	0.510	0.250	0.317
eastbound	eastbound	0.541	0.408	0.402
eastern	de est	0.521	0.420	0.480
easy	uşor	0.865	0.194	0.373
easygoing	comod	0.823	0.276	0.538
eat	mânca	0.731	0.500	0.464
eater	mâncător	0.459	0.337	0.510
eating	mâncare	0.847	0.491	0.615
eatingdisorders	NO TRANSLATION	0.365	0.608	0.508
eavesdrop	trage cu urechea	0.375	0.710	0.368
eavesdropping	trage cu urechea	0.490	0.380	0.441
ebb	reflux	0.354	0.451	0.404
ebony	abanos	0.490	0.317	0.400
ebullient	exuberant	0.659	0.856	0.746
eccentric	excentric	0.531	0.806	0.721
eccentricity	excentricitate	0.408	0.735	0.745
ecclesiastical	bisericesc	0.673	0.270	0.660
echelon	eşalon	0.490	0.404	0.425
echinacea	echinaceea	0.592	0.418	0.454
echo	ecou	0.573	0.373	0.345
eclectic	eclectic	0.646	0.542	0.508
eclipse	eclipsă	0.541	0.469	0.616
ecliptic	ecliptic	0.531	0.520	0.556
ecological	ecologic	0.885	0.290	0.607
economic	economic	0.561	0.408	0.639
economical	economic	0.667	0.564	0.673
economics	economie	0.625	0.481	0.632
economy	economie	0.583	0.434	0.771
ecosystem	ecosistem	0.729	0.259	0.633
ecstasy	extaz	0.796	0.922	0.655
ecstatic	extatic	0.875	0.769	0.742
ecumenical	ecumenic	0.561	0.450	0.547
eddy	bulboană	0.500	0.394	0.350
edema	edem	0.250	0.519	0.318
edge	margine	0.439	0.470	0.468
edging	margine	0.479	0.394	0.370
edgy	tăios	0.281	0.895	0.306
edible	comestibil	0.750	0.425	0.497
edict	edict	0.316	0.547	0.560
edification	zidire	0.625	0.481	0.697
edifice	edificiu	0.551	0.403	0.610
edit	Editați | ×	0.510	0.410	0.544
editing	editare	0.604	0.404	0.493
edition	ediție	0.542	0.455	0.564
editor	editor	0.772	0.431	0.673
editorial	editorial	0.583	0.330	0.570
educate	educa	0.760	0.380	0.728
educated	educat	0.816	0.297	0.625
education	educaţie	0.896	0.275	0.840
educational	educational	0.745	0.457	0.764
educator	educator	0.827	0.317	0.845
eeeek	NO TRANSLATION	0.367	0.540	0.349
eeek	NO TRANSLATION	0.333	0.490	0.302
eek	chit	0.292	0.529	0.343
eel	Ţipar	0.292	0.564	0.487
eerie	straniu	0.265	0.771	0.442
effect	efect	0.570	0.518	0.608
effective	efectiv	0.844	0.632	0.891
effectiveness	eficacitate	0.640	0.654	0.812
effects	efecte	0.470	0.578	0.379
effectual	eficace	0.776	0.559	0.820
effectually	eficient	0.724	0.500	0.594
effectuate	efectua	0.510	0.602	0.679
effeminate	afemeiat	0.337	0.619	0.291
efficacious	eficace	0.823	0.698	0.845
efficacy	eficacitate	0.802	0.490	0.906
efficiency	eficienţă	0.802	0.509	0.892
efficient	eficient	0.959	0.604	0.830
effigy	efigie	0.510	0.440	0.401
effort	efort	0.698	0.778	0.858
effortless	fără efort	0.626	0.090	0.352
effusion	efuziune	0.344	0.730	0.472
effyou	NO TRANSLATION	0.354	0.529	0.490
egg	ou	0.684	0.241	0.293
egghead	egghead	0.316	0.492	0.284
eggnog	băutură alcoolică cu ouă, zahăr și condimente	0.635	0.360	0.259
eggplant	vânătă	0.592	0.152	0.323
eggshell	eggshell	0.408	0.269	0.212
ego	ego-ul	0.328	0.576	0.593
egomaniac	egocentric	0.133	0.708	0.596
egotistical	egotistic	0.156	0.667	0.363
egregious	extraordinar	0.150	0.716	0.442
egress	ieşire	0.490	0.429	0.287
eight	opt	0.540	0.199	0.315
eighteen	optsprezece	0.523	0.340	0.404
eighth	Al optulea	0.531	0.226	0.380
eighty	optzeci	0.500	0.300	0.453
ejaculate	exclama	0.604	0.896	0.604
ejaculation	ejaculare	0.615	0.893	0.547
eject	evacua	0.434	0.656	0.559
ejection	evacuare	0.188	0.836	0.554
elaborate	elaborat	0.561	0.367	0.680
elaboration	elaborare	0.708	0.500	0.598
elan	NO TRANSLATION	0.562	0.367	0.500
elapse	trece	0.514	0.440	0.455
elapsed	scurs	0.583	0.451	0.493
elastic	elastic	0.656	0.518	0.385
elasticity	elasticitate	0.635	0.452	0.582
elated	entuziasmat	0.792	0.960	0.725
elation	euforie	0.740	0.853	0.623
elbow	cot	0.448	0.133	0.254
eld	ELD	0.471	0.292	0.451
elder	mai mare	0.448	0.153	0.462
elderly	vârstnic	0.615	0.212	0.283
elders	bătrâni	0.602	0.260	0.441
eldest	cel mai mare	0.625	0.471	0.741
elect	alege	0.667	0.554	0.661
election	alegere	0.625	0.519	0.651
elective	electiv	0.612	0.380	0.623
elector	alegător	0.479	0.520	0.766
electoral	electoral	0.490	0.631	0.602
electorate	electoratul	0.560	0.380	0.696
electric	electric	0.458	0.708	0.512
electric slide	pliere electrică	0.542	0.660	0.536
electrical	electric	0.531	0.620	0.688
electrician	electrician	0.449	0.590	0.620
electricity	electricitate	0.698	0.810	0.733
electrify	electrifica	0.520	0.769	0.737
electrocute	electrocuta	0.271	0.731	0.555
electrocution	electrocutare	0.177	0.844	0.692
electromagnetic	electromagnetic	0.531	0.632	0.683
electron	electron	0.520	0.455	0.560
electronic	electronic	0.571	0.490	0.704
electronics	Electronică	0.708	0.545	0.574
elegance	eleganţă	0.918	0.396	0.824
elegant	elegant	0.865	0.500	0.685
element	element	0.531	0.259	0.481
elemental	elementar	0.627	0.306	0.711
elementary	elementar	0.594	0.286	0.686
elements	element	0.510	0.312	0.462
elephant	elefant	0.531	0.510	0.615
elevate	ridica	0.812	0.500	0.804
elevated	elevat	0.704	0.594	0.620
elevation	elevație	0.760	0.759	0.711
elevator	lift	0.562	0.604	0.676
eleven	unsprezece	0.449	0.250	0.430
eleventh	unsprezecelea	0.594	0.329	0.357
elf	elf	0.460	0.457	0.315
elicit	obține	0.406	0.594	0.658
eligible	eligibil	0.750	0.400	0.518
eliminate	înlătura	0.265	0.670	0.324
elimination	eliminare	0.052	0.667	0.431
elite	elită	0.688	0.704	0.737
elitist	elitistă	0.500	0.606	0.656
elixir	elixir	0.708	0.587	0.604
elk	elan	0.439	0.337	0.340
ell	cot	0.469	0.418	0.373
ellipse	elipsă	0.531	0.410	0.479
ellipsis	elipsă	0.653	0.358	0.314
ellipsoid	elipsoid	0.500	0.440	0.419
elliptic	eliptic	0.500	0.431	0.528
elliptical	eliptic	0.338	0.385	0.490
elm	ulm	0.510	0.345	0.321
elongate	alungit	0.583	0.385	0.540
elongation	elongaţie	0.561	0.500	0.500
elope	fugi	0.396	0.694	0.528
eloquence	elocvenţă	0.729	0.490	0.804
eloquent	elocvent	0.870	0.680	0.741
elucidate	elucida	0.583	0.509	0.518
elucidation	elucidare	0.650	0.574	0.586
elude	se feri	0.438	0.521	0.464
elusive	evaziv	0.229	0.615	0.466
emaciated	descărnat	0.103	0.541	0.151
email	e-mail	0.698	0.230	0.456
emanate	emana	0.653	0.464	0.554
emancipation	emancipare	0.704	0.684	0.763
embankment	terasament	0.677	0.438	0.436
embargo	NO TRANSLATION	0.229	0.564	0.443
embark	îmbarca	0.541	0.550	0.619
embarrass	a face de rusine	0.082	0.667	0.364
embarrassed	jenat	0.184	0.560	0.246
embarrassing	jenant	0.226	0.809	0.225
embarrassment	jenă	0.143	0.685	0.226
embassy	ambasadă	0.622	0.333	0.758
embattled	crenelat	0.235	0.724	0.421
embed	încorporare	0.417	0.554	0.670
embellish	înfrumuseța	0.842	0.500	0.769
embellishment	înfrumuseţare	0.673	0.449	0.405
embers	jăratic	0.490	0.481	0.508
embezzlement	delapidare	0.143	0.827	0.435
embezzler	delapidator	0.146	0.823	0.491
emblem	emblemă	0.640	0.330	0.754
emblematic	emblematic	0.771	0.459	0.798
embodiment	întruchipare	0.562	0.690	0.663
embolism	embolie	0.104	0.660	0.302
embossed	în relief	0.531	0.481	0.500
embrace	îmbrăţişare	0.949	0.490	0.452
embroidered	brodată	0.677	0.279	0.407
embroidery	broderie	0.781	0.358	0.280
embroiled	embroiled	0.337	0.721	0.420
embryo	embrion	0.673	0.469	0.453
embryonic	embrionar	0.573	0.453	0.598
emcee	emcee	0.694	0.577	0.691
emerald	smarald	0.740	0.363	0.726
emerge	apărea	0.602	0.594	0.731
emergence	apariție	0.276	0.857	0.676
emergency	de urgență	0.200	0.900	0.571
emeritus	emerit	0.633	0.402	0.735
emery	şmirghel	0.469	0.583	0.472
emetophobia	emetophobia	0.243	0.620	0.403
emigrate	emigra	0.356	0.812	0.508
emigration	emigrare	0.564	0.664	0.432
eminence	eminenţă	0.816	0.644	0.837
eminent	eminent	0.740	0.620	0.830
eminently	eminamente	0.694	0.607	0.773
emir	NO TRANSLATION	0.510	0.396	0.621
emissary	emisar	0.562	0.462	0.636
emission	emisie	0.510	0.453	0.591
emit	emite	0.638	0.445	0.510
emo	emo	0.354	0.314	0.226
emotion	emoţie	0.693	0.873	0.696
emotional	emoţional	0.779	0.714	0.526
emotive	emotiv	0.917	0.741	0.525
empathic	empatică	0.760	0.570	0.558
empathize	empatiza	0.802	0.591	0.660
empathy	empatie	0.729	0.349	0.545
emperor	împărat	0.651	0.704	0.962
emphasis	accent	0.653	0.745	0.816
emphasize	scoate in evidenta	0.510	0.605	0.769
emphatic	categoric	0.615	0.707	0.732
emphysema	emfizem	0.156	0.556	0.336
empire	imperiu	0.688	0.730	0.944
empirical	empiric	0.500	0.510	0.574
empiricism	empirism	0.583	0.460	0.547
employ	angaja	0.729	0.481	0.702
employee	angajat	0.582	0.361	0.481
employer	patron	0.663	0.518	0.767
employment	ocuparea forței de muncă	0.750	0.594	0.611
emporium	magazin	0.622	0.556	0.724
empower	împuternici	0.694	0.779	0.891
empress	împărăteasă	0.716	0.669	0.855
emptiness	goliciune	0.177	0.173	0.184
emption	preemtiune	0.570	0.406	0.458
empty	gol	0.188	0.183	0.081
emu	emu	0.420	0.358	0.330
emulate	emula	0.438	0.340	0.549
emulsion	emulsie	0.562	0.431	0.453
enable	permite	0.760	0.491	0.782
enablement	imputernicirea	0.600	0.451	0.750
enact	decreta	0.680	0.564	0.598
enactment	punere în scenă	0.667	0.612	0.769
enamel	smalț	0.594	0.280	0.306
encampment	tabără	0.677	0.573	0.605
enchant	încânta	0.873	0.650	0.643
enchanted	fermecat	0.917	0.633	0.687
enchanting	feeric	0.917	0.681	0.708
enchantment	încântare	0.816	0.775	0.647
enchantress	vrăjitoare	0.398	0.663	0.479
enchilada	enchilada	0.542	0.553	0.371
encircle	înconjura	0.460	0.500	0.519
encircling	încercuire	0.510	0.368	0.557
enclave	enclavă	0.531	0.333	0.580
enclose	închide	0.531	0.477	0.473
enclosure	împrejmuire	0.417	0.375	0.490
encode	codifica	0.490	0.500	0.734
encomiastic	NO TRANSLATION	0.541	0.500	0.670
encomium	elogiu	0.541	0.451	0.519
encompass	înconjura	0.520	0.298	0.661
encore	NO TRANSLATION	0.510	0.423	0.500
encounter	întâlni	0.865	0.702	0.689
encourage	a incuraja	0.896	0.580	0.704
encouraged	incurajata	0.953	0.702	0.657
encouragement	încurajare	0.865	0.700	0.759
encouraging	încurajator	0.823	0.583	0.755
encroach	atenteze	0.302	0.742	0.702
encroachment	uzurpare	0.255	0.736	0.620
encrypt	criptați	0.500	0.387	0.500
encryption	criptare	0.547	0.415	0.474
encumbrance	obstacol	0.300	0.521	0.480
encyclopedia	enciclopedie	0.679	0.320	0.645
end	Sfârşit	0.198	0.349	0.298
end table	masa finala	0.541	0.480	0.482
endanger	periclita	0.115	0.885	0.404
endangered	pe cale de dispariție	0.083	0.885	0.430
endangerment	periclitarea	0.167	0.873	0.519
endearing	duios	0.663	0.434	0.604
endeavor	efort	0.677	0.755	0.765
ended	încheiat	0.302	0.500	0.500
endemic	endemic	0.406	0.480	0.483
endgame	Endgame	0.449	0.538	0.526
ending	final	0.344	0.365	0.492
endless	fără sfârşit	0.347	0.462	0.472
endocarditis	endocardită	0.235	0.587	0.412
endorse	susține	0.592	0.392	0.472
endorsement	aprobare	0.834	0.360	0.611
endow	înzestra	0.684	0.398	0.609
endowed	înzestrat	0.755	0.510	0.769
endowment	dotare	0.685	0.578	0.647
endpapers	endpapers	0.542	0.400	0.339
endpoint	punct final	0.311	0.410	0.448
endurance	rezistență	0.592	0.745	0.760
endure	îndura	0.320	0.610	0.574
enduring	de durată	0.633	0.459	0.768
enema	clismă	0.281	0.673	0.268
enemy	dusman	0.135	0.794	0.591
energetic	energic	0.847	0.868	0.902
energize	galvaniza	0.792	0.810	0.875
energy	energie	0.944	0.725	0.868
enforce	impune	0.583	0.644	0.836
enforcement	executare	0.594	0.571	0.736
enforcer	Enforcer	0.398	0.612	0.639
engage	angaja	0.771	0.796	0.713
engaged	angajat	0.837	0.596	0.849
engagement	logodnă	0.906	0.587	0.807
engaging	captivant	0.948	0.612	0.862
engender	da naștere la	0.561	0.741	0.688
engine	motor	0.615	0.644	0.676
engineer	inginer	0.719	0.500	0.875
engineering	Inginerie	0.735	0.471	0.836
engrave	grava	0.486	0.442	0.517
engraved	gravate	0.542	0.375	0.473
engraver	gravor	0.552	0.417	0.500
engraving	gravare	0.604	0.430	0.442
engrossed	preocupat	0.541	0.471	0.304
engrossing	captivant	0.698	0.702	0.750
engulf	devora	0.398	0.573	0.500
enhance	spori	0.802	0.578	0.814
enhancement	sporire	0.877	0.490	0.741
enigma	enigmă	0.513	0.700	0.500
enigmatic	enigmatic	0.469	0.589	0.679
enjoin	interzice	0.594	0.454	0.732
enjoy	se bucura	0.959	0.725	0.750
enjoyable	agreabil	1.000	0.481	0.605
enjoying	se bucură	0.908	0.759	0.759
enjoyment	bucurie	0.930	0.612	0.716
enlarge	mări	0.735	0.606	0.688
enlarged	mărită	0.673	0.490	0.518
enlargement	mărire	0.677	0.577	0.616
enlighten	lumina	0.729	0.549	0.667
enlightened	luminat	0.956	0.566	0.700
enlightening	edificator	0.825	0.729	0.727
enlightenment	iluminism	0.837	0.549	0.619
enlist	înrola	0.510	0.370	0.483
enliven	anima	0.833	0.683	0.702
enmity	antipatie	0.094	0.706	0.382
ennui	plictiseală	0.406	0.461	0.316
enormity	enormitate	0.594	0.648	0.848
enormous	enorm	0.677	0.665	0.886
enormously	enorm	0.760	0.694	0.872
enraged	înfuriat	0.083	0.962	0.636
enrich	îmbogăţi	0.896	0.731	0.705
enroll	înscrie	0.696	0.530	0.611
enrollment	înrolare	0.667	0.391	0.698
ensemble	ansamblu	0.697	0.418	0.586
ensign	stegar	0.663	0.270	0.545
enslave	subjuga	0.073	0.800	0.481
enslaved	înrobit	0.104	0.720	0.321
enslavement	înrobire	0.086	0.635	0.302
ensue	rezulta	0.698	0.363	0.332
ensure	asigura	0.737	0.406	0.759
entail	implica	0.484	0.630	0.645
entangled	obscur	0.319	0.578	0.357
entanglement	rețea de sârmă ghimpată	0.302	0.765	0.248
enter	introduce	0.708	0.470	0.500
enterprise	afacere	0.760	0.392	0.754
enterprising	întreprinzător	0.865	0.784	0.875
entertain	distra	0.918	0.684	0.598
entertained	distrați	0.902	0.644	0.712
entertainer	animatoare	0.888	0.709	0.759
entertaining	distractiv	0.833	0.658	0.660
entertainment	divertisment	0.847	0.750	0.569
enthralled	captivat	0.745	0.602	0.615
enthusiasm	entuziasm	0.938	0.816	0.798
enthusiast	entuziast	0.867	0.810	0.875
enthusiastic	entuziast	0.885	0.868	0.848
entice	atrage	0.521	0.887	0.518
entire	întreg	0.689	0.462	0.698
entirety	întregime	0.854	0.460	0.804
entitle	îndreptăți	0.729	0.333	0.827
entity	entitate	0.542	0.402	0.670
entomology	entomologie	0.438	0.396	0.545
entourage	anturaj	0.491	0.567	0.467
entrails	intestine	0.365	0.538	0.387
entrance	Intrare	0.698	0.393	0.526
entrapment	entrapment	0.177	0.604	0.441
entreat	implora	0.304	0.560	0.462
entree	antreu	0.615	0.477	0.624
entrepreneur	antreprenor	0.885	0.704	0.920
entrust	încredinţa	0.693	0.310	0.630
entry	intrare	0.552	0.353	0.602
enumerate	enumera	0.521	0.390	0.491
enumeration	enumerare	0.548	0.327	0.534
envelope	plic	0.604	0.275	0.377
envious	invidios	0.110	0.754	0.341
environ	NO TRANSLATION	0.724	0.221	0.433
environment	mediu inconjurator	0.646	0.194	0.528
environmental	de mediu	0.633	0.313	0.664
environs	împrejurimi	0.561	0.288	0.345
envision	imagina	0.625	0.449	0.483
envoy	reprezentant	0.531	0.375	0.586
envy	invidie	0.240	0.704	0.427
enzyme	enzimă	0.562	0.277	0.481
ephemeral	efemer	0.500	0.312	0.377
ephemeris	efemeridelor	0.640	0.380	0.528
epic	epic	0.857	0.713	0.830
epidemic	epidemie	0.092	0.830	0.611
epidermis	epidermă	0.418	0.490	0.426
epidural	epidurala	0.347	0.452	0.525
epilepsy	epilepsie	0.061	0.854	0.250
epileptic	epileptic	0.146	0.794	0.340
epilogue	epilog	0.582	0.353	0.466
epiphany	Epifanie	0.625	0.596	0.526
episcopal	episcopal	0.542	0.314	0.750
episode	episod	0.719	0.367	0.509
episodic	episodic	0.531	0.542	0.462
epistle	epistolă	0.604	0.417	0.535
epitaph	epitaf	0.276	0.323	0.442
epithet	epitet	0.530	0.394	0.524
epitome	rezumat	0.510	0.500	0.667
epoch	epocă	0.553	0.343	0.797
equal	egal	0.781	0.178	0.407
equality	egalitate	0.898	0.305	0.716
equalization	egalizare	0.625	0.422	0.423
equalize	egaliza	0.738	0.281	0.574
equalizer	egalizator	0.604	0.451	0.586
equally	in aceeasi masura	0.625	0.264	0.436
equate	echivala	0.724	0.382	0.624
equation	ecuaţie	0.479	0.384	0.608
equator	ecuator	0.550	0.302	0.462
equatorial	ecuatorial	0.550	0.271	0.593
equestrian	ecvestru	0.633	0.519	0.417
equidistant	echidistant	0.375	0.406	0.509
equilibration	echilibrării	0.724	0.317	0.593
equilibrium	echilibru	0.676	0.235	0.620
equip	echipa	0.650	0.519	0.713
equipment	echipament	0.745	0.495	0.700
equitable	echitabil	0.714	0.286	0.750
equity	capitaluri proprii	0.792	0.304	0.614
equivalence	echivalenţă	0.663	0.250	0.582
equivalent	echivalent	0.646	0.347	0.500
equivocal	echivoc	0.327	0.482	0.257
era	eră	0.615	0.407	0.449
eradicate	eradica	0.260	0.690	0.686
eradication	eradicarea	0.208	0.788	0.685
erase	şterge	0.240	0.260	0.321
eraser	radieră	0.458	0.209	0.311
erasure	ştergere	0.281	0.360	0.265
ere	NO TRANSLATION	0.479	0.312	0.377
erect	Ridica	0.643	0.885	0.627
erectile	erectilă	0.542	0.796	0.625
erection	ridicare	0.640	0.856	0.695
ergo	NO TRANSLATION	0.385	0.400	0.385
erode	eroda	0.208	0.643	0.580
erosion	eroziune	0.312	0.770	0.465
erotic	erotic	0.625	0.946	0.683
erotica	Erotica	0.781	0.870	0.579
err	greși	0.146	0.660	0.236
errand	misiune	0.385	0.519	0.482
errant	rătăcitor	0.205	0.602	0.375
erratic	neregulat	0.271	0.503	0.217
erratum	erată	0.327	0.528	0.436
erroneous	eronat	0.057	0.561	0.245
error	eroare	0.094	0.559	0.198
erst	NO TRANSLATION	0.277	0.422	0.357
erudite	erudit	0.719	0.434	0.774
erupt	erupe	0.188	0.820	0.818
eruption	erupţie	0.156	0.913	0.733
escalade	escaladare	0.480	0.724	0.442
escalate	escalada	0.653	0.714	0.728
escalating	escaladarea	0.646	0.724	0.518
escalation	escaladare	0.571	0.807	0.582
escalator	scară rulantă	0.500	0.530	0.518
escape	evadare	0.367	0.765	0.448
escaped	scăpat	0.365	0.755	0.518
escarpment	ridicatura	0.406	0.553	0.470
eschew	se feri	0.184	0.438	0.370
escort	escorta	0.729	0.480	0.608
escrow	împuternicire legală	0.449	0.520	0.613
esophagus	esofag	0.429	0.454	0.464
esoteric	ezoteric	0.500	0.676	0.545
especial	NO TRANSLATION	0.827	0.419	0.794
espionage	spionaj	0.312	0.750	0.620
espouse	se însura	0.802	0.529	0.598
espresso	espresso	0.677	0.620	0.508
esprit	spirit	0.552	0.431	0.407
esquire	nobil	0.604	0.542	0.518
essay	eseu	0.559	0.411	0.530
essayist	eseist	0.656	0.460	0.462
essence	esență	0.663	0.369	0.575
essential	esenţial	0.812	0.405	0.759
essentially	in esenta	0.750	0.373	0.802
establish	a stabili	0.708	0.500	0.688
established	stabilit	0.796	0.394	0.694
establishment	stabilire	0.690	0.398	0.631
estate	imobiliar	0.653	0.385	0.647
esteem	stima	0.745	0.380	0.679
esteemed	stimat	0.694	0.418	0.531
esthetic	estetic	0.635	0.360	0.558
estimable	stimabil	0.796	0.408	0.630
estimate	estima	0.719	0.469	0.517
estimation	evaluare	0.740	0.480	0.589
estoppel	estoppel	0.354	0.459	0.482
estranged	înstrăinat	0.156	0.382	0.377
estrogen	estrogen	0.580	0.500	0.425
estuary	estuar	0.469	0.278	0.482
etch	etch	0.510	0.367	0.598
etching	gravură	0.567	0.491	0.575
eternal	etern	0.854	0.409	0.843
eternity	eternitate	0.765	0.520	0.911
ethanol	etanol	0.333	0.410	0.534
ether	eter	0.490	0.306	0.412
ethereal	eteric	0.520	0.419	0.518
ethic	etic	0.786	0.260	0.791
ethical	etic	0.854	0.324	0.634
