Word	Sinhala (Sinhalese)-si	Valence	Arousal	Dominance
corpsman	බලමණ්ඩලය වේ	0.439	0.469	0.651
corpus	කෝපයක්	0.543	0.340	0.490
corral	කොලල්	0.606	0.662	0.422
correct	නිවැරදි	0.857	0.306	0.723
correction	නිවැරදි කිරීම	0.448	0.485	0.558
correctional	නිවැරදි කිරීම	0.292	0.713	0.602
corrective	නිවැරදියි	0.448	0.528	0.613
correctness	නිවැරදි බව	0.796	0.450	0.649
correlation	සහසම්බන්ධය	0.596	0.462	0.571
correlative	සහසන්ධීය	0.510	0.402	0.571
correspond	අනුකූල වේ	0.710	0.452	0.545
correspondence	ලිපි ලේඛන	0.663	0.423	0.491
correspondent	වාර්තාකරු පවසයි	0.573	0.565	0.712
corresponding	අනුරූපී වේ	0.740	0.423	0.618
corridor	කොරිඩෝව	0.604	0.589	0.592
corroborate	සනාථ කරයි	0.671	0.471	0.616
corroboration	සනාථ කිරීම	0.625	0.431	0.733
corrosion	විඛාදනයයි	0.156	0.610	0.348
corrosive	විඛාදනීයයි	0.140	0.618	0.570
corrupt	දූෂිතයි	0.020	0.806	0.500
corrupting	දූෂිතයි	0.062	0.804	0.380
corruption	දූෂණය	0.052	0.830	0.549
corsage	නැංගුරම් ලා	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	අශ්ව කරත්තය	0.490	0.520	0.381
cortex	බාහිකය	0.594	0.439	0.529
cortical	ආවරණ	0.380	0.423	0.536
cortisone	කෝටිසන්	0.427	0.395	0.456
corvette	corvette	0.551	0.520	0.598
cosmetic	රූපලාවණ්ය	0.625	0.304	0.308
cosmetics	ආලේපන	0.765	0.464	0.472
cosmic	කොස්මික්	0.663	0.538	0.692
cosmology	අජටාකාශවිද්යාව	0.651	0.438	0.637
cosmopolitan	කොස්මොපොලිටන්	0.823	0.510	0.760
cosmos	විශ්වය	0.860	0.478	0.664
cost	පිරිවැය	0.365	0.420	0.439
costly	අධිකයි	0.316	0.650	0.642
costume	ඇඳුම්	0.548	0.510	0.374
cosy	සනීප	0.847	0.255	0.518
cot	ඇඳක්	0.625	0.230	0.278
cote	නැවතිලා	0.439	0.344	0.324
cottage	කොට්ටාවේ	0.600	0.279	0.361
cotton	කපු	0.639	0.071	0.240
couch	කච්ෙච්	0.594	0.082	0.198
cougar	කුරුල්ලෝ	0.438	0.588	0.538
cough	කැස්ස	0.255	0.627	0.241
council	සභා	0.875	0.279	0.635
councilman	සභිකයෙක්	0.531	0.367	0.793
counsel	උපදෙස්	0.594	0.519	0.730
counseling	උපදේශනය	0.667	0.480	0.704
counsellor	උපදේශකයෙකි	0.823	0.327	0.740
counselor	උපදේශකයෙකි	0.873	0.365	0.706
count	ගණන් කරන්න	0.594	0.389	0.492
countdown	ගණන් කිරීම	0.438	0.692	0.490
countenance	පෙනෙන්නට තිබේ	0.635	0.440	0.690
counter	කවුන්ටරය	0.439	0.478	0.750
counteract	ප්රතිප්රහාර එල්ල කරයි	0.378	0.542	0.688
counterattack	ප්රතිප්රහාරය	0.281	0.951	0.764
counterbalance	ප්රතිතුලනයක්	0.520	0.480	0.627
counterclaim	ප්රතිඋපකාර කරයි	0.398	0.760	0.651
counterfeit	ව්යාජ ය	0.094	0.694	0.451
counterpart	සගයා	0.448	0.608	0.577
counterpoint	ප්රතිමාපක	0.438	0.509	0.538
countess	කැතරින්	0.562	0.440	0.670
countless	අසංඛ්යාතයි	0.520	0.566	0.534
country	රට	0.698	0.394	0.693
countryman	රටවැසියන් ය	0.673	0.441	0.789
countrymusic	NO TRANSLATION	0.795	0.451	0.438
countryside	ගම	0.732	0.288	0.327
counts	ගණන් ගනු ලැබේ	0.343	0.373	0.500
county	ප්රාන්තයකි	0.479	0.368	0.545
coup	කුමන්ත්රනය	0.275	0.815	0.607
coupe	කූපේ	0.479	0.460	0.482
couple	යුවලක්	0.806	0.605	0.607
coupled	බැඳී ඇත	0.612	0.286	0.650
coupling	බද්ධ කිරීමයි	0.594	0.479	0.555
coupon	කූපන්	0.704	0.300	0.421
courage	ධෛර්යය	0.830	0.728	0.849
courageous	ධෛර්ය සම්පන්නව	0.918	0.587	0.879
courier	කුරියර්	0.551	0.383	0.441
courses	පාඨමාලා	0.735	0.412	0.534
coursing	ශූරතාවලිය	0.542	0.472	0.546
court	අධිකරණය	0.479	0.769	0.827
courteous	කාරුණිකයි	0.937	0.396	0.529
courtesy	අනුග්රහයෙනි	0.927	0.287	0.431
courthouse	උසාවියයි	0.571	0.503	0.818
courtroom	උසාවිය	0.385	0.670	0.887
courts	උසාවියයි	0.367	0.710	0.816
courtship	හවුල් වීම	0.667	0.490	0.654
courtside	තීන්දුවයි	0.592	0.391	0.434
courtyard	මළුවේ	0.503	0.365	0.355
cousin	ඥාති සොහොයුරිය	0.675	0.394	0.427
cousins	ඥාති සොහොයුරන්ය	0.760	0.409	0.464
cove	වැවේ	0.500	0.304	0.370
coven	කොකේන්	0.458	0.578	0.591
covenant	ගිවිසුම	0.594	0.462	0.667
cover	ආවරණයකි	0.365	0.240	0.471
coverage	ආවරණයකි	0.767	0.413	0.629
covered	ආවරණය	0.562	0.340	0.644
covering	ආවරණය කරයි	0.615	0.382	0.583
covert	රහසිගතයි	0.500	0.570	0.508
covet	තෘෂ්ණාවකි	0.302	0.779	0.524
coveted	ප්රශංසනීයයි	0.661	0.730	0.625
cow	ගව	0.449	0.230	0.300
coward	බියගුලු ක්රියාවක්	0.102	0.490	0.149
cowardice	බියගුලු ක්රියාවක්	0.133	0.621	0.167
cowardly	බියගුලු අයෙකි	0.102	0.385	0.127
cowboy	කව්බෝයි	0.594	0.625	0.695
cowgirl	පැටියෝ	0.541	0.566	0.554
cowhand	බෙල්ලෙන්	0.438	0.480	0.596
cowhide	කොව්හයිඩ්	0.458	0.324	0.333
cowl	වැස්සේය	0.427	0.450	0.232
coworker	ප්රස්නෙයි	0.667	0.490	0.625
coy	සරුයි	0.347	0.330	0.213
coyote	කොයිටොයි	0.459	0.471	0.387
cozy	සනීප	0.910	0.356	0.545
crab	කකුළුවා	0.421	0.396	0.330
crabby	කබ්රි	0.198	0.812	0.370
crack	පිළිකුල්	0.302	0.625	0.400
cracked	හෙලා ඇත	0.224	0.520	0.228
cracker	ක්රැකර්	0.604	0.343	0.346
crackerjack	ක්රැකර් ජැක්	0.567	0.509	0.426
cracking	කඩා පැනීම	0.327	0.557	0.286
crackle	කකුල්	0.327	0.643	0.481
crackpot	පිපිරීමක්	0.260	0.602	0.245
cradle	තොටිල්ල	0.776	0.194	0.333
craft	යාත්රාවයි	0.760	0.321	0.539
crafts	ශිල්ප ක්රම	0.667	0.380	0.391
craftsman	ශිල්පියෙක්	0.719	0.310	0.583
craftsmanship	අත්කම්	0.823	0.373	0.571
crafty	කපටි ය	0.589	0.679	0.783
craig	ක්රේග්	0.448	0.449	0.490
cram	මෝරා	0.354	0.730	0.598
crammed	ගොතන ලද	0.406	0.740	0.466
cramp	මස්පිඬු	0.194	0.796	0.340
cramped	පටුයි	0.240	0.567	0.360
cranberry	ක්රැන්බෙරි	0.793	0.330	0.363
cranberry juice	ක්රෑන්බේරි යුෂ	0.622	0.321	0.281
crane	දොඹකරය	0.396	0.417	0.589
cranial	චාලිය	0.354	0.510	0.583
cranium	ක්රැරියම්	0.439	0.491	0.725
crank	කිවුවා	0.448	0.275	0.417
cranky	හරිම දුකයි	0.194	0.776	0.396
cranny	සීරීම්	0.194	0.471	0.250
crap	කෑගැහුවා	0.083	0.644	0.167
crappy	අපූරුයි	0.039	0.582	0.208
craps	ක්රැප්ස්	0.375	0.420	0.273
crash	බිඳ වැටීම	0.194	0.906	0.355
crass	ක්රාස්	0.223	0.490	0.466
crate	කූඩය	0.427	0.173	0.274
crater	ආවාටය	0.450	0.647	0.529
crave	කැමතියි	0.625	0.510	0.731
craving	තණ්හාවයි	0.510	0.755	0.636
crawfish	ස්ට්රෝබස්	0.510	0.427	0.342
crawl	බඩගිනියි	0.479	0.519	0.467
crayon	ක්රේන්	0.604	0.260	0.185
crayons	ක්රේන්	0.684	0.366	0.405
craze	පෞරුෂය	0.255	0.657	0.435
crazed	කෙඳිරියක් විය	0.153	0.877	0.417
craziness	සිහිය	0.238	0.908	0.255
crazy	පිස්සු	0.156	0.843	0.321
creak	කකුලක්	0.344	0.670	0.411
creaking	ගොරෝසු	0.302	0.743	0.415
cream	කීම්	0.688	0.259	0.220
creamed	කීම්	0.723	0.273	0.288
creamer	ක්රීම් ය	0.594	0.192	0.269
creamy	ක්රීම්ගතියයි	0.823	0.337	0.345
crease	දැවී ගියේය	0.440	0.286	0.300
create	නිර්මාණය කරන්න	0.786	0.588	0.789
creation	මැවීම	0.927	0.575	0.868
creative	නිර්මාණශීලී විය	0.917	0.518	0.788
creativity	නිර්මාණශීලීත්වය	0.938	0.684	0.815
creator	නිර්මාතෘ	0.865	0.592	0.856
creature	සත්වයා	0.669	0.625	0.620
credence	විශ්වසනීයත්වය	0.760	0.460	0.737
credential	අක්තපත්ර	0.735	0.337	0.597
credentials	අක්තපත්ර	0.708	0.373	0.675
credibility	විශ්වාසනීයත්වය	0.875	0.427	0.809
credible	විශ්වසනීයයි	0.917	0.441	0.750
credit	ණය	0.673	0.549	0.648
credit card	ණයවර පත	0.670	0.550	0.640
creditable	නරකයි	0.802	0.510	0.742
credited	බැර කෙරේ	0.781	0.390	0.691
crediting	ණය ලබා දීම	0.673	0.550	0.741
creditor	ණයහිමියා	0.479	0.594	0.689
creed	කථාව	0.573	0.245	0.544
creek	කිමිදිය යුතුයි	0.552	0.392	0.330
creep	සීතලයි	0.354	0.647	0.361
creeper	ලිස්සා	0.429	0.558	0.366
creeping	බල්ලෝ	0.292	0.613	0.282
creepy	ගොරෝසුයි	0.125	0.861	0.373
cremation	ආදාහනය	0.084	0.620	0.420
creole	ක්රියෝල්	0.667	0.357	0.523
crepe	කපනයයි	0.562	0.224	0.349
crescendo	ක්රිසන්ඩෝඩය	0.760	0.575	0.594
crescent	අඩි	0.698	0.382	0.407
crest	සිරස්	0.458	0.333	0.333
crestfallen	ඇත්ද?	0.235	0.346	0.175
cretin	ක්රීතින්	0.265	0.583	0.312
cretins	ක්රීතයින්	0.094	0.741	0.328
crevice	කල්පිතයකි	0.361	0.471	0.275
crew	කාර්ය මණ්ඩලය	0.604	0.598	0.735
crewman	කුරුල්ලා	0.602	0.580	0.548
crib	කිබ්	0.653	0.240	0.407
cricket	ක්රිකට්	0.423	0.539	0.370
cried	මොරගැසූ හ	0.167	0.612	0.254
crime	අපරාධය	0.071	0.943	0.630
criminal	අපරාධ	0.021	0.830	0.529
criminality	අපරාධකාරීත්වය	0.122	0.863	0.580
crimp	කසළේය	0.260	0.557	0.396
crimson	රතු පාටය	0.667	0.385	0.370
cringe	මල්ලී	0.245	0.840	0.377
cripple	කිපී නැත	0.094	0.392	0.161
crippled	අබ්බගාත	0.035	0.358	0.236
crippling	නරකයි	0.156	0.598	0.391
crisis	අර්බුදය	0.208	0.811	0.431
crisp	හැපෙනසුළුයි	0.776	0.692	0.508
crispy	හැපෙනසුළුයි	0.656	0.550	0.509
criterion	නිර්ණායකය	0.396	0.410	0.736
critic	විචාරකයෙකි	0.264	0.604	0.686
critical	තීරණාත්මකයි	0.312	0.802	0.545
criticise	විවේචනය කරනවා	0.073	0.700	0.452
criticism	විවේචනය කිරීමයි	0.115	0.563	0.505
criticize	විවේචනය කරනවා	0.143	0.708	0.473
criticized	විවේචනයට ලක් විය	0.240	0.600	0.311
critique	විවේචනය කිරීමයි	0.302	0.760	0.537
critter	ය	0.542	0.539	0.482
croak	කකුලක්	0.337	0.346	0.298
croc	කි්රකට්	0.327	0.452	0.451
crock	කූෂ්	0.385	0.412	0.421
crockery	පිඟන්	0.552	0.216	0.327
crocodile	කිඹුල්	0.344	0.708	0.610
croft	ක්රොෆ්ට්	0.531	0.429	0.421
croissant	කුකිය	0.745	0.330	0.430
crook	නරකයි	0.171	0.765	0.550
crooked	වසාගත්තේය	0.146	0.594	0.305
crop	බෝග	0.615	0.260	0.500
croquet	කේක්	0.551	0.519	0.407
cross	කුරුසය	0.448	0.321	0.569
cross country	රට හරහා	0.531	0.441	0.529
crossbow	හරියනවා	0.344	0.598	0.560
crossed	හරවා ඇත	0.431	0.490	0.508
crossfire	වෙඩි හුවමාරුවකි	0.316	0.896	0.722
crossing	හරවා ඇත	0.549	0.349	0.451
crossover	හරස් කරන්න	0.559	0.550	0.500
crosswalk	හරස් අතට	0.557	0.441	0.380
crossword	හරස්පදාව	0.611	0.423	0.455
crotch	ක්රිටච්ච්	0.521	0.637	0.447
crouch	නරකයි	0.281	0.606	0.312
crouched	ඇනුවා ය	0.333	0.363	0.279
crouching	පැටියෙකි	0.261	0.429	0.345
croupier	ක්රෝපර්	0.531	0.519	0.404
crow	වළාකුල	0.224	0.439	0.363
crowbar	කතාවයි	0.406	0.531	0.386
crowd	සමූහයා ය	0.350	0.827	0.731
crowded	පිරී ඉතිරී ගියේය	0.694	0.286	0.585
crowds	සමූහයෝ	0.469	0.723	0.806
crown	ඔටුන්නකි	0.708	0.572	0.737
crowning	කිරුළු පළඳවයි	0.773	0.594	0.831
crucial	තීරනාත්මක ය	0.541	0.657	0.777
cruciate	කසළ	0.429	0.435	0.585
crucifix	කුරුසපත් කිරීම	0.469	0.480	0.510
crucifixion	කුරුසපත්	0.135	0.857	0.541
crucify	කුරුසියේ ඇණ	0.146	0.878	0.573
crud	නරකයි	0.312	0.330	0.444
crude	බොරතෙල්	0.198	0.402	0.357
cruel	කුරිරුයි	0.122	0.866	0.391
cruelly	කුරිරුයි	0.146	0.790	0.471
cruelty	කෲරත්වය	0.092	0.836	0.536
cruise	කෲස්	0.740	0.442	0.683
cruise ship	නෞකාව	0.878	0.650	0.500
cruiser	කෲසර්	0.737	0.490	0.608
cruising	සමත්විය	0.886	0.580	0.560
crumb	කුරුල්ලෙක්	0.417	0.255	0.216
crumble	වියළී ගියේය	0.333	0.480	0.423
crumbling	ගරා වැටෙයි	0.167	0.696	0.308
crummy	හැඬලී ය	0.125	0.531	0.224
crunch	නරකයි	0.292	0.630	0.406
crunchy	කරදරකාරීයි	0.625	0.560	0.539
crusade	කුරුස යුද්ධයකි	0.592	0.720	0.709
crusader	කුරුස යුද්ධය	0.439	0.588	0.548
crush	තලා දැමීම	0.271	0.676	0.582
crushed	තලා දැමීම	0.167	0.647	0.300
crusher	පොල්ලක්	0.271	0.709	0.598
crushing	තැළීම	0.219	0.755	0.411
crust	කබොල	0.542	0.337	0.456
crusty	උකුස්සෝ ය	0.625	0.531	0.473
crutch	පල්ලිය	0.302	0.294	0.302
crux	කෲක්ස්	0.469	0.558	0.519
cry	අඬන්න	0.133	0.627	0.255
crybaby	ක්රයිභායි	0.375	0.702	0.311
crying	අඬනවා	0.153	0.704	0.208
crypt	ගුප්ත ය	0.156	0.431	0.386
cryptic	ගුප්තකේතන	0.296	0.516	0.474
cryptography	ගුප්ත	0.490	0.415	0.650
crystal	ස්ඵටිකයකි	0.618	0.270	0.508
crystalline	ස්ඵටිකරූපී වේ	0.765	0.235	0.534
crystallization	ස්ඵටීකරණය	0.600	0.449	0.565
cub	කියුබාව	0.646	0.382	0.284
cubby	කියුබී	0.354	0.385	0.360
cube	ඝනකයක්	0.469	0.226	0.274
cubic	ඝනකයක්	0.458	0.306	0.407
cubicle	කුටීරයකි	0.479	0.343	0.417
cuckold	පාප්වරයා	0.210	0.573	0.230
cuckoo	කුකුළා	0.420	0.459	0.284
