Word	Zulu-zu	Valence	Arousal	Dominance
edgy	edgy	0.281	0.895	0.306
edible	ezidliwayo	0.750	0.425	0.497
edict	umyalo	0.316	0.547	0.560
edification	ukwakha	0.625	0.481	0.697
edifice	edifice	0.551	0.403	0.610
edit	hlela	0.510	0.410	0.544
editing	ukuhlela	0.604	0.404	0.493
edition	edition	0.542	0.455	0.564
editor	umhleli	0.772	0.431	0.673
editorial	umhleli	0.583	0.330	0.570
educate	fundisa	0.760	0.380	0.728
educated	efundisiwe	0.816	0.297	0.625
education	imfundo	0.896	0.275	0.840
educational	ezemfundo	0.745	0.457	0.764
educator	uthisha	0.827	0.317	0.845
eeeek	NO TRANSLATION	0.367	0.540	0.349
eeek	NO TRANSLATION	0.333	0.490	0.302
eek	eek	0.292	0.529	0.343
eel	i-eel	0.292	0.564	0.487
eerie	eerie	0.265	0.771	0.442
effect	umphumela	0.570	0.518	0.608
effective	ngempumelelo	0.844	0.632	0.891
effectiveness	ukuphumelela	0.640	0.654	0.812
effects	imiphumela	0.470	0.578	0.379
effectual	ukusebenza kahle	0.776	0.559	0.820
effectually	ngokuzenzakalelayo	0.724	0.500	0.594
effectuate	yenza	0.510	0.602	0.679
effeminate	yenza kahle	0.337	0.619	0.291
efficacious	ephumelelayo	0.823	0.698	0.845
efficacy	ukuphumelela	0.802	0.490	0.906
efficiency	ukusebenza kahle	0.802	0.509	0.892
efficient	ephumelelayo	0.959	0.604	0.830
effigy	effigy	0.510	0.440	0.401
effort	umzamo	0.698	0.778	0.858
effortless	azinamandla	0.626	0.090	0.352
effusion	i-effusion	0.344	0.730	0.472
effyou	NO TRANSLATION	0.354	0.529	0.490
egg	iqanda	0.684	0.241	0.293
egghead	i-egghead	0.316	0.492	0.284
eggnog	i-eggnog	0.635	0.360	0.259
eggplant	isitshalo seqanda	0.592	0.152	0.323
eggshell	i-eggshell	0.408	0.269	0.212
ego	ego	0.328	0.576	0.593
egomaniac	egomaniac	0.133	0.708	0.596
egotistical	ukuzithoba	0.156	0.667	0.363
egregious	okumangalisayo	0.150	0.716	0.442
egress	funda	0.490	0.429	0.287
eight	ayisishiyagalombili	0.540	0.199	0.315
eighteen	ayisishiyagalombili	0.523	0.340	0.404
eighth	yesishiyagalombili	0.531	0.226	0.380
eighty	amashumi ayisishiyagalombili	0.500	0.300	0.453
ejaculate	i-ejaculate	0.604	0.896	0.604
ejaculation	ukujula	0.615	0.893	0.547
eject	yeka	0.434	0.656	0.559
ejection	i-ejection	0.188	0.836	0.554
elaborate	ukucacisa	0.561	0.367	0.680
elaboration	ukudweba	0.708	0.500	0.598
elan	NO TRANSLATION	0.562	0.367	0.500
elapse	elapse	0.514	0.440	0.455
elapsed	Kwaphela	0.583	0.451	0.493
elastic	ukuqina	0.656	0.518	0.385
elasticity	ukuqina	0.635	0.452	0.582
elated	elated	0.792	0.960	0.725
elation	elation	0.740	0.853	0.623
elbow	elbow	0.448	0.133	0.254
eld	okudala	0.471	0.292	0.451
elder	umdala	0.448	0.153	0.462
elderly	asebekhulile	0.615	0.212	0.283
elders	abadala	0.602	0.260	0.441
eldest	endala	0.625	0.471	0.741
elect	ukhethe	0.667	0.554	0.661
election	ukhetho	0.625	0.519	0.651
elective	ukukhetha	0.612	0.380	0.623
elector	ukhetho	0.479	0.520	0.766
electoral	ukhetho	0.490	0.631	0.602
electorate	i-electorate	0.560	0.380	0.696
electric	ugesi	0.458	0.708	0.512
electric slide	isilayidi kagesi	0.542	0.660	0.536
electrical	ugesi	0.531	0.620	0.688
electrician	umbane	0.449	0.590	0.620
electricity	ugesi	0.698	0.810	0.733
electrify	ukukhipha amandla	0.520	0.769	0.737
electrocute	i-electrocute	0.271	0.731	0.555
electrocution	electrocution	0.177	0.844	0.692
electromagnetic	i-electromagnetic	0.531	0.632	0.683
electron	i-electron	0.520	0.455	0.560
electronic	electronic	0.571	0.490	0.704
electronics	electronics	0.708	0.545	0.574
elegance	ubuhle	0.918	0.396	0.824
elegant	nenhle	0.865	0.500	0.685
element	isici	0.531	0.259	0.481
elemental	okuyisisekelo	0.627	0.306	0.711
elementary	okuyisisekelo	0.594	0.286	0.686
elements	izakhi	0.510	0.312	0.462
elephant	indlovu	0.531	0.510	0.615
elevate	ukuphakamisa	0.812	0.500	0.804
elevated	ephakanyisiwe	0.704	0.594	0.620
elevation	ukuphakama	0.760	0.759	0.711
elevator	ikhefu	0.562	0.604	0.676
eleven	eleyishumi nanye	0.449	0.250	0.430
eleventh	leshumi nanye	0.594	0.329	0.357
elf	elf	0.460	0.457	0.315
elicit	ukucela	0.406	0.594	0.658
eligible	kufanelekile	0.750	0.400	0.518
eliminate	ukuqeda	0.265	0.670	0.324
elimination	ukuqedwa	0.052	0.667	0.431
elite	elite	0.688	0.704	0.737
elitist	elitist	0.500	0.606	0.656
elixir	elixir	0.708	0.587	0.604
elk	elk	0.439	0.337	0.340
ell	ell	0.469	0.418	0.373
ellipse	ellipse	0.531	0.410	0.479
ellipsis	ellipsis	0.653	0.358	0.314
ellipsoid	ellipsoid	0.500	0.440	0.419
elliptic	elliptic	0.500	0.431	0.528
elliptical	elliptical	0.338	0.385	0.490
elm	elm	0.510	0.345	0.321
elongate	i-elongate	0.583	0.385	0.540
elongation	i-elongation	0.561	0.500	0.500
elope	elope	0.396	0.694	0.528
eloquence	ukuhleleka	0.729	0.490	0.804
eloquent	ohlakaniphile	0.870	0.680	0.741
elucidate	ukucacisa	0.583	0.509	0.518
elucidation	ukucaciswa	0.650	0.574	0.586
elude	ukuhluleka	0.438	0.521	0.464
elusive	ayikho	0.229	0.615	0.466
emaciated	emaciated	0.103	0.541	0.151
email	imeyili	0.698	0.230	0.456
emanate	kuphuma	0.653	0.464	0.554
emancipation	ukukhululwa	0.704	0.684	0.763
embankment	ukumbamba	0.677	0.438	0.436
embargo	NO TRANSLATION	0.229	0.564	0.443
embark	qalisa	0.541	0.550	0.619
embarrass	amahloni	0.082	0.667	0.364
embarrassed	uhlazekile	0.184	0.560	0.246
embarrassing	ukuhlazeka	0.226	0.809	0.225
embarrassment	amahloni	0.143	0.685	0.226
embassy	embassy	0.622	0.333	0.758
embattled	embattled	0.235	0.724	0.421
embed	faka	0.417	0.554	0.670
embellish	embellish	0.842	0.500	0.769
embellishment	embellishment	0.673	0.449	0.405
embers	uhlanganisa	0.490	0.481	0.508
embezzlement	ukukhwabanisa	0.143	0.827	0.435
embezzler	i-embezzler	0.146	0.823	0.491
emblem	uphawu	0.640	0.330	0.754
emblematic	isibonakaliso	0.771	0.459	0.798
embodiment	ukufaniswa	0.562	0.690	0.663
embolism	u-embolism	0.104	0.660	0.302
embossed	embossed	0.531	0.481	0.500
embrace	bamukela	0.949	0.490	0.452
embroidered	ezihlotshisiwe	0.677	0.279	0.407
embroidery	ukuhlobisa	0.781	0.358	0.280
embroiled	kuhlanganiswe	0.337	0.721	0.420
embryo	embryo	0.673	0.469	0.453
embryonic	umbryonic	0.573	0.453	0.598
emcee	emcee	0.694	0.577	0.691
emerald	i-emerald	0.740	0.363	0.726
emerge	kuvela	0.602	0.594	0.731
emergence	ukuvela	0.276	0.857	0.676
emergency	eziphuthumayo	0.200	0.900	0.571
emeritus	kuvela	0.633	0.402	0.735
emery	emery	0.469	0.583	0.472
emetophobia	NO TRANSLATION	0.243	0.620	0.403
emigrate	fuduka	0.356	0.812	0.508
emigration	ukufuduka kwamanye amazwe	0.564	0.664	0.432
eminence	ukuphakama	0.816	0.644	0.837
eminent	okuvelele	0.740	0.620	0.830
eminently	ngokumangalisayo	0.694	0.607	0.773
emir	NO TRANSLATION	0.510	0.396	0.621
emissary	isithunywa	0.562	0.462	0.636
emission	ukuphuma	0.510	0.453	0.591
emit	phuma	0.638	0.445	0.510
emo	emo	0.354	0.314	0.226
emotion	imizwelo	0.693	0.873	0.696
emotional	ngokomzwelo	0.779	0.714	0.526
emotive	emotive	0.917	0.741	0.525
empathic	empathic	0.760	0.570	0.558
empathize	uzwela	0.802	0.591	0.660
empathy	uzwela	0.729	0.349	0.545
emperor	umbusi	0.651	0.704	0.962
emphasis	ukugcizelela	0.653	0.745	0.816
emphasize	gcizelela	0.510	0.605	0.769
emphatic	emphatic	0.615	0.707	0.732
emphysema	emphysema	0.156	0.556	0.336
empire	umbuso	0.688	0.730	0.944
empirical	empirical	0.500	0.510	0.574
empiricism	ukuphanga	0.583	0.460	0.547
employ	sebenzisa	0.729	0.481	0.702
employee	isisebenzi	0.582	0.361	0.481
employer	umqashi	0.663	0.518	0.767
employment	umsebenzi	0.750	0.594	0.611
emporium	i-emporium	0.622	0.556	0.724
empower	ukunika amandla	0.694	0.779	0.891
empress	umphathi	0.716	0.669	0.855
emptiness	ukungabi nalutho	0.177	0.173	0.184
emption	ukuthunjwa	0.570	0.406	0.458
empty	ayinalutho	0.188	0.183	0.081
emu	emu	0.420	0.358	0.330
emulate	landela	0.438	0.340	0.549
emulsion	emulsion	0.562	0.431	0.453
enable	vumela	0.760	0.491	0.782
enablement	amandla	0.600	0.451	0.750
enact	yenza	0.680	0.564	0.598
enactment	ukumiswa	0.667	0.612	0.769
enamel	i-koqweqwe lwawo	0.594	0.280	0.306
encampment	ikamu	0.677	0.573	0.605
enchant	enchant	0.873	0.650	0.643
enchanted	enchanted	0.917	0.633	0.687
enchanting	enchanting	0.917	0.681	0.708
enchantment	enchantment	0.816	0.775	0.647
enchantress	enchantress	0.398	0.663	0.479
enchilada	enchilada	0.542	0.553	0.371
encircle	ukuzungeza	0.460	0.500	0.519
encircling	ukuzungeza	0.510	0.368	0.557
enclave	i-enclave	0.531	0.333	0.580
enclose	faka	0.531	0.477	0.473
enclosure	ivalwe	0.417	0.375	0.490
encode	i-encode	0.490	0.500	0.734
encomiastic	NO TRANSLATION	0.541	0.500	0.670
encomium	encomium	0.541	0.451	0.519
encompass	zihlanganisa	0.520	0.298	0.661
encore	NO TRANSLATION	0.510	0.423	0.500
encounter	ukuhlangana	0.865	0.702	0.689
encourage	khuthaza	0.896	0.580	0.704
encouraged	wakhuthazwa	0.953	0.702	0.657
encouragement	isikhuthazo	0.865	0.700	0.759
encouraging	ukukhuthaza	0.823	0.583	0.755
encroach	ukudubula	0.302	0.742	0.702
encroachment	ukudubula	0.255	0.736	0.620
encrypt	ukubethela	0.500	0.387	0.500
encryption	ukubethela	0.547	0.415	0.474
encumbrance	ukukhunjulwa	0.300	0.521	0.480
encyclopedia	i-encyclopedia	0.679	0.320	0.645
end	ukuphela	0.198	0.349	0.298
end table	ithebula lokuphela	0.541	0.480	0.482
endanger	engozini	0.115	0.885	0.404
endangered	engozini	0.083	0.885	0.430
endangerment	ukubeka engcupheni	0.167	0.873	0.519
endearing	othandekayo	0.663	0.434	0.604
endeavor	zama	0.677	0.755	0.765
ended	iphelile	0.302	0.500	0.500
endemic	okukhona	0.406	0.480	0.483
endgame	ukuphela	0.449	0.538	0.526
ending	ukuphela	0.344	0.365	0.492
endless	okungapheli	0.347	0.462	0.472
endocarditis	endocarditis	0.235	0.587	0.412
endorse	vumela	0.592	0.392	0.472
endorsement	ukugunyazwa	0.834	0.360	0.611
endow	i-endow	0.684	0.398	0.609
endowed	unikezwe	0.755	0.510	0.769
endowment	isabelo	0.685	0.578	0.647
endpapers	amaphephandaba	0.542	0.400	0.339
endpoint	ukuphetha	0.311	0.410	0.448
endurance	ukukhuthazela	0.592	0.745	0.760
endure	ukukhuthazela	0.320	0.610	0.574
enduring	ukukhuthazela	0.633	0.459	0.768
enema	i-enema	0.281	0.673	0.268
enemy	isitha	0.135	0.794	0.591
energetic	amandla	0.847	0.868	0.902
energize	khuthaza	0.792	0.810	0.875
energy	amandla	0.944	0.725	0.868
enforce	ukuphoqelela	0.583	0.644	0.836
enforcement	ukuphoqelela	0.594	0.571	0.736
enforcer	i-enforcer	0.398	0.612	0.639
engage	bahlanganyele	0.771	0.796	0.713
engaged	uhlanganyele	0.837	0.596	0.849
engagement	ukubandakanya	0.906	0.587	0.807
engaging	ukuhlanganyela	0.948	0.612	0.862
engender	engender	0.561	0.741	0.688
engine	injini	0.615	0.644	0.676
engineer	unjiniyela	0.719	0.500	0.875
engineering	ubunjiniyela	0.735	0.471	0.836
engrave	ukuqoshwa	0.486	0.442	0.517
engraved	iqoshiwe	0.542	0.375	0.473
engraver	i-engraver	0.552	0.417	0.500
engraving	ukuqoshwa	0.604	0.430	0.442
engrossed	ukugxila	0.541	0.471	0.304
engrossing	ukuxhuma	0.698	0.702	0.750
engulf	faka	0.398	0.573	0.500
enhance	phuthukisa	0.802	0.578	0.814
enhancement	ukuthuthukiswa	0.877	0.490	0.741
enigma	enigma	0.513	0.700	0.500
enigmatic	enigmatic	0.469	0.589	0.679
enjoin	bhala	0.594	0.454	0.732
enjoy	ujabulele	0.959	0.725	0.750
enjoyable	kujabulise	1.000	0.481	0.605
enjoying	ujabulele	0.908	0.759	0.759
enjoyment	ukujabula	0.930	0.612	0.716
enlarge	khulisa	0.735	0.606	0.688
enlarged	ekhulisiwe	0.673	0.490	0.518
enlargement	ukukhuliswa	0.677	0.577	0.616
enlighten	ukukhanyisa	0.729	0.549	0.667
enlightened	ukhanyiselwa	0.956	0.566	0.700
enlightening	ukukhanyisa	0.825	0.729	0.727
enlightenment	ukukhanya	0.837	0.549	0.619
enlist	bhalisa	0.510	0.370	0.483
enliven	enliven	0.833	0.683	0.702
enmity	ubutha	0.094	0.706	0.382
ennui	ennui	0.406	0.461	0.316
enormity	ubukhulu	0.594	0.648	0.848
enormous	kakhulu	0.677	0.665	0.886
enormously	kakhulu	0.760	0.694	0.872
enraged	uthukuthele	0.083	0.962	0.636
enrich	ukucebisa	0.896	0.731	0.705
enroll	bhalisa	0.696	0.530	0.611
enrollment	ukubhaliswa	0.667	0.391	0.698
ensemble	ndawonye	0.697	0.418	0.586
ensign	bhala	0.663	0.270	0.545
enslave	isigqila	0.073	0.800	0.481
enslaved	ubugqila	0.104	0.720	0.321
enslavement	ukugqilazwa	0.086	0.635	0.302
ensue	kuqinisekiswe	0.698	0.363	0.332
ensure	qinisekisa	0.737	0.406	0.759
entail	kuhlanganisa	0.484	0.630	0.645
entangled	ziboshwe	0.319	0.578	0.357
entanglement	ukungena	0.302	0.765	0.248
enter	faka	0.708	0.470	0.500
enterprise	ibhizinisi	0.760	0.392	0.754
enterprising	ukungena	0.865	0.784	0.875
entertain	ukujabulisa	0.918	0.684	0.598
entertained	bajabule	0.902	0.644	0.712
entertainer	umnandi	0.888	0.709	0.759
entertaining	bezijabulisa	0.833	0.658	0.660
entertainment	ukuzijabulisa	0.847	0.750	0.569
enthralled	zifakiwe	0.745	0.602	0.615
enthusiasm	umdlandla	0.938	0.816	0.798
enthusiast	umdlandla	0.867	0.810	0.875
enthusiastic	ngentshiseko	0.885	0.868	0.848
entice	khohlisa	0.521	0.887	0.518
entire	konke	0.689	0.462	0.698
entirety	konke	0.854	0.460	0.804
entitle	kufanelekile	0.729	0.333	0.827
entity	inhlangano	0.542	0.402	0.670
entomology	entomology	0.438	0.396	0.545
entourage	entourage	0.491	0.567	0.467
entrails	emathunjini	0.365	0.538	0.387
entrance	Ukungena	0.698	0.393	0.526
entrapment	ukungena	0.177	0.604	0.441
entreat	ngicela	0.304	0.560	0.462
entree	Ukungena	0.615	0.477	0.624
entrepreneur	usomabhizinisi	0.885	0.704	0.920
entrust	faka	0.693	0.310	0.630
entry	ukungena	0.552	0.353	0.602
enumerate	enumerate	0.521	0.390	0.491
enumeration	ukulinganisa	0.548	0.327	0.534
envelope	imvilophu	0.604	0.275	0.377
envious	umona	0.110	0.754	0.341
environ	NO TRANSLATION	0.724	0.221	0.433
environment	imvelo	0.646	0.194	0.528
environmental	imvelo	0.633	0.313	0.664
environs	ezungeze	0.561	0.288	0.345
envision	cabanga	0.625	0.449	0.483
envoy	isithunywa	0.531	0.375	0.586
envy	umona	0.240	0.704	0.427
enzyme	i-enzyme	0.562	0.277	0.481
ephemeral	ephemeral	0.500	0.312	0.377
ephemeris	ephemeris	0.640	0.380	0.528
epic	i-epic	0.857	0.713	0.830
epidemic	ubhubhane	0.092	0.830	0.611
epidermis	i-epidermis	0.418	0.490	0.426
epidural	i-epidural	0.347	0.452	0.525
epilepsy	isithuthwane	0.061	0.854	0.250
epileptic	isithuthwane	0.146	0.794	0.340
epilogue	epilogue	0.582	0.353	0.466
epiphany	i-epiphany	0.625	0.596	0.526
episcopal	episcopal	0.542	0.314	0.750
episode	isiqephu	0.719	0.367	0.509
episodic	i-episodic	0.531	0.542	0.462
epistle	incwadi	0.604	0.417	0.535
epitaph	i-epitaph	0.276	0.323	0.442
epithet	epithet	0.530	0.394	0.524
epitome	i-epitome	0.510	0.500	0.667
epoch	isikhathi	0.553	0.343	0.797
equal	alinganayo	0.781	0.178	0.407
equality	ukulingana	0.898	0.305	0.716
equalization	ukulinganisa	0.625	0.422	0.423
equalize	ukulinganisa	0.738	0.281	0.574
equalizer	equalizer	0.604	0.451	0.586
equally	ngokulinganayo	0.625	0.264	0.436
equate	ukulinganisa	0.724	0.382	0.624
equation	ukulinganisa	0.479	0.384	0.608
equator	i-equator	0.550	0.302	0.462
equatorial	equatorial	0.550	0.271	0.593
equestrian	ama-equestrian	0.633	0.519	0.417
equidistant	equidistant	0.375	0.406	0.509
equilibration	ukulingana	0.724	0.317	0.593
equilibrium	ukulingana	0.676	0.235	0.620
equip	ukuhlomisa	0.650	0.519	0.713
equipment	imishini	0.745	0.495	0.700
equitable	ukulingana	0.714	0.286	0.750
equity	ukulingana	0.792	0.304	0.614
equivalence	ukulinganisa	0.663	0.250	0.582
equivalent	okulinganayo	0.646	0.347	0.500
equivocal	equivocal	0.327	0.482	0.257
era	inkathi	0.615	0.407	0.449
eradicate	ukuqeda	0.260	0.690	0.686
eradication	ukuqedwa	0.208	0.788	0.685
erase	susa	0.240	0.260	0.321
eraser	i-eraser	0.458	0.209	0.311
erasure	ukuphumula	0.281	0.360	0.265
ere	NO TRANSLATION	0.479	0.312	0.377
erect	yakha	0.643	0.885	0.627
erectile	erectile	0.542	0.796	0.625
erection	ukulungiswa	0.640	0.856	0.695
ergo	NO TRANSLATION	0.385	0.400	0.385
erode	ukuphumula	0.208	0.643	0.580
erosion	ukuguguleka	0.312	0.770	0.465
erotic	ukukhathazeka	0.625	0.946	0.683
erotica	i-erotica	0.781	0.870	0.579
err	phutha	0.146	0.660	0.236
errand	iphutha	0.385	0.519	0.482
errant	ehlulekayo	0.205	0.602	0.375
erratic	okungaqondakali	0.271	0.503	0.217
erratum	i-erratum	0.327	0.528	0.436
erroneous	iphutha	0.057	0.561	0.245
error	iphutha	0.094	0.559	0.198
erst	NO TRANSLATION	0.277	0.422	0.357
erudite	i-erudite	0.719	0.434	0.774
erupt	kuqhuma	0.188	0.820	0.818
eruption	ukuqhuma	0.156	0.913	0.733
escalade	escalade	0.480	0.724	0.442
escalate	kukhula	0.653	0.714	0.728
escalating	ikhula	0.646	0.724	0.518
escalation	ukukhula	0.571	0.807	0.582
escalator	escalator	0.500	0.530	0.518
escape	ukuphunyuka	0.367	0.765	0.448
escaped	basinda	0.365	0.755	0.518
escarpment	escarpment	0.406	0.553	0.470
eschew	eschew	0.184	0.438	0.370
escort	ukuhambisa	0.729	0.480	0.608
escrow	escrow	0.449	0.520	0.613
esophagus	isophagus	0.429	0.454	0.464
esoteric	esoteric	0.500	0.676	0.545
especial	NO TRANSLATION	0.827	0.419	0.794
espionage	izinhloli	0.312	0.750	0.620
espouse	faka	0.802	0.529	0.598
espresso	i-espresso	0.677	0.620	0.508
esprit	umoya	0.552	0.431	0.407
esquire	cela	0.604	0.542	0.518
essay	indaba	0.559	0.411	0.530
essayist	isayensi	0.656	0.460	0.462
essence	essence	0.663	0.369	0.575
essential	kubalulekile	0.812	0.405	0.759
essentially	ngokuyinhloko	0.750	0.373	0.802
establish	setha	0.708	0.500	0.688
established	esungulwe	0.796	0.394	0.694
establishment	ukusungulwa	0.690	0.398	0.631
estate	impahla	0.653	0.385	0.647
esteem	ukuhlonishwa	0.745	0.380	0.679
esteemed	ihlonishwe	0.694	0.418	0.531
esthetic	ishetic	0.635	0.360	0.558
estimable	ukulinganisela	0.796	0.408	0.630
estimate	ukulinganisela	0.719	0.469	0.517
estimation	ukulinganisa	0.740	0.480	0.589
estoppel	estoppel	0.354	0.459	0.482
estranged	uhlukanisiwe	0.156	0.382	0.377
estrogen	isrogen	0.580	0.500	0.425
estuary	estuary	0.469	0.278	0.482
etch	etch	0.510	0.367	0.598
etching	ukuhlanganisa	0.567	0.491	0.575
eternal	phakade	0.854	0.409	0.843
eternity	ukuphakade	0.765	0.520	0.911
ethanol	i-ethanol	0.333	0.410	0.534
ether	ether	0.490	0.306	0.412
ethereal	ethereal	0.520	0.419	0.518
ethic	ukuziphatha	0.786	0.260	0.791
ethical	ukuziphatha	0.854	0.324	0.634
ethics	ukuziphatha	0.658	0.296	0.731
ethnic	ubuhlanga	0.583	0.373	0.555
ethnography	ethnography	0.571	0.373	0.549
etiology	i-etiology	0.500	0.385	0.639
etiquette	isitifiketi	0.604	0.350	0.421
etymology	i-etymology	0.531	0.370	0.529
eucalyptus	i-eucalyptus	0.602	0.308	0.418
euchre	njalo	0.470	0.459	0.442
eugenics	ama-eugenics	0.448	0.530	0.518
eulogistic	i-eulogistic	0.740	0.623	0.694
eulogium	eulogium	0.542	0.482	0.655
eulogize	eulogize	0.850	0.518	0.679
eulogy	i-eulogy	0.625	0.443	0.667
euphemism	u-uphemism	0.418	0.453	0.491
euphoria	ukujabula	0.769	0.955	0.648
euphoric	euphoric	0.745	0.904	0.588
euro	i-euro	0.680	0.441	0.521
euthanasia	i-euthanasia	0.229	0.716	0.325
evacuate	phuma	0.354	0.792	0.314
evacuation	ukuphuma	0.160	0.755	0.582
evade	ukugwema	0.304	0.490	0.342
evaluate	hlola	0.663	0.640	0.649
evaluation	ukuhlolwa	0.542	0.667	0.764
evanescence	evanescence	0.527	0.519	0.458
evangelical	ivangeli	0.602	0.389	0.602
evangelist	umvangeli	0.582	0.464	0.702
evangelistic	ivangeli	0.660	0.375	0.612
evaporate	ukuphuphuma	0.357	0.469	0.402
evaporation	ukuvuthwa	0.556	0.346	0.388
evasion	ukuhlasela	0.229	0.510	0.418
evasive	evasive	0.117	0.596	0.425
eve	eve	0.612	0.378	0.440
evening	kusihlwa	0.458	0.185	0.318
evens	NO TRANSLATION	0.592	0.430	0.457
event	umcimbi	0.745	0.673	0.664
eventful	okwenzekayo	0.543	0.837	0.510
eventual	ekugcineni	0.633	0.459	0.413
eventuality	ukuphela kwesikhathi	0.469	0.627	0.527
evergreen	isihlahla esivamile	0.729	0.471	0.546
everlasting	phakade	0.740	0.413	0.809
evermore	kuze kube phakade	0.677	0.450	0.403
everyday	nsuku zonke	0.740	0.392	0.472
everyman	wonke umuntu	0.522	0.333	0.535
evict	ukuxosha	0.042	0.632	0.377
eviction	ukuxoshwa	0.185	0.731	0.455
evidence	ubufakazi	0.500	0.500	0.778
evident	kubonakala	0.633	0.444	0.664
evidentiary	ubufakazi	0.448	0.541	0.717
evil	okubi	0.040	0.827	0.545
evoke	vusa	0.438	0.341	0.500
evolution	ukuziphendukela kwemvelo	0.781	0.657	0.854
evolutionary	ukuziphendukela kwemvelo	0.796	0.673	0.825
evolve	ukuguquka	0.655	0.692	0.896
ewe	ewe	0.429	0.216	0.277
ex	ex	0.250	0.520	0.306
exacerbate	khulisa	0.323	0.776	0.580
exacerbation	ukucindezela	0.344	0.810	0.480
exact	ngokuqondile	0.719	0.354	0.685
exacting	ukuphoqa	0.448	0.673	0.767
exaggerate	ukuphanga	0.193	0.760	0.529
exaggerated	exaggerated	0.224	0.885	0.732
exaggeration	ukuphanga	0.312	0.775	0.582
exalt	phakamisa	0.656	0.750	0.745
exaltation	ukuphakanyiswa	0.594	0.892	0.673
exalted	waphakanyiswa	0.676	0.845	0.696
exam	ukuhlolwa	0.479	0.663	0.577
examination	ukuhlolwa	0.378	0.657	0.679
examine	hlola	0.615	0.623	0.786
examiner	umhloli	0.406	0.575	0.812
example	isibonelo	0.542	0.337	0.510
exasperated	edangele	0.229	0.816	0.377
exasperation	ukucasuka	0.214	0.833	0.483
excavate	funa	0.583	0.613	0.635
excavation	ukuthungwa	0.540	0.644	0.527
excavator	umfuyi	0.427	0.673	0.649
exceed	kudlula	0.500	0.827	0.586
exceeding	idlulile	0.500	0.802	0.668
excel	kakhulu	0.561	0.363	0.466
excellence	ubuhle	0.958	0.620	0.907
excellent	kuhle kakhulu	0.970	0.587	0.870
excelsior	kakhulu	0.700	0.625	0.611
excepting	ngaphandle	0.408	0.413	0.526
exception	ngaphandle	0.469	0.600	0.544
exceptional	okuhlukile	0.806	0.740	0.933
excerpt	ingcaphuno	0.437	0.367	0.543
excess	ngokweqile	0.385	0.889	0.712
excessive	ngokweqile	0.417	0.731	0.601
excessively	ngokweqile	0.449	0.882	0.716
exchange	ukushintshanisa	0.740	0.569	0.491
excise	i-excise	0.448	0.561	0.577
excision	ukuziqhenya	0.260	0.480	0.519
excitability	ukuzijabulisa	0.906	0.910	0.724
excitable	uvumelekile	0.803	0.939	0.629
excitation	ukukhathazeka	0.792	0.958	0.750
excite	ujabule	0.823	0.950	0.668
excited	ujabule	0.908	0.931	0.709
excitement	injabulo	0.896	0.684	0.731
exciting	okuthakazelisayo	0.950	0.792	0.789
exclaim	mema	0.635	0.711	0.639
exclamation	ukumemeza	0.612	0.745	0.598
exclude	ungafaki	0.292	0.500	0.530
excluded	ayifakiwe	0.061	0.540	0.134
excluding	kungabandakanyi	0.271	0.550	0.324
exclusion	ukukhishwa	0.240	0.530	0.389
exclusive	okukhethekile	0.792	0.630	0.653
excrement	indle	0.041	0.558	0.221
excretion	ukuphela	0.285	0.650	0.457
excruciating	kakhulu	0.083	0.837	0.345
excursion	ukuvakasha	0.625	0.714	0.627
excuse	izaba	0.240	0.696	0.318
exec	exec	0.640	0.352	0.769
execute	yenza	0.327	0.708	0.769
execution	ukubulawa	0.160	0.811	0.713
executioner	i-executioner	0.235	0.816	0.676
executive	isikhulu	0.704	0.449	0.894
executor	i-executor	0.365	0.755	0.759
exegesis	exegesis	0.458	0.472	0.491
exemplar	isibonelo	0.844	0.537	0.625
exemplary	isibonelo	0.833	0.343	0.729
exemplify	isibonelo	0.735	0.506	0.783
exempt	ukukhululeka	0.588	0.455	0.664
exemption	ukukhululwa	0.531	0.578	0.627
exercise	ukuzivocavoca	0.750	0.789	0.625
exert	sebenzisa	0.694	0.735	0.806
exertion	ukuzama	0.663	0.755	0.717
exhale	phuma	0.542	0.490	0.411
exhaust	ukuqeda	0.546	0.710	0.337
exhausted	bekhathele	0.123	0.423	0.202
exhaustion	ukukhathala	0.366	0.633	0.269
exhaustive	exhaustive	0.388	0.635	0.604
