Word	Kannada-kn	Valence	Arousal	Dominance
energy	ಶಕ್ತಿ	0.944	0.725	0.868
enforce	ಜಾರಿಗೆ	0.583	0.644	0.836
enforcement	ಜಾರಿಗೊಳಿಸು	0.594	0.571	0.736
enforcer	ನಿರ್ಬಂಧಕಾರರು	0.398	0.612	0.639
engage	ತೊಡಗಿಸಿಕೊಳ್ಳಿ	0.771	0.796	0.713
engaged	ನಿಶ್ಚಿತಾರ್ಥ	0.837	0.596	0.849
engagement	ನಿಶ್ಚಿತಾರ್ಥ	0.906	0.587	0.807
engaging	ತೊಡಗಿಸಿಕೊಳ್ಳುವುದು	0.948	0.612	0.862
engender	ತೊಡಗಿಸು	0.561	0.741	0.688
engine	ಎಂಜಿನ್	0.615	0.644	0.676
engineer	ಎಂಜಿನಿಯರ್	0.719	0.500	0.875
engineering	ಎಂಜಿನಿಯರಿಂಗ್	0.735	0.471	0.836
engrave	ಕೆತ್ತನೆ	0.486	0.442	0.517
engraved	ಕೆತ್ತಲಾಗಿದೆ	0.542	0.375	0.473
engraver	ಕೆತ್ತನೆಗಾರ	0.552	0.417	0.500
engraving	ಕೆತ್ತನೆ	0.604	0.430	0.442
engrossed	ಮುಳುಗಿಹೋಯಿತು	0.541	0.471	0.304
engrossing	ತಲ್ಲೀನಗೊಳಿಸುವ	0.698	0.702	0.750
engulf	ಆವರಿಸು	0.398	0.573	0.500
enhance	ವರ್ಧಿಸಿ	0.802	0.578	0.814
enhancement	ವರ್ಧನೆ	0.877	0.490	0.741
enigma	ಎನಿಗ್ಮಾ	0.513	0.700	0.500
enigmatic	ನಿಗೂಢವಾದ	0.469	0.589	0.679
enjoin	ಆಜ್ಞಾಪಿಸು	0.594	0.454	0.732
enjoy	ಆನಂದಿಸಿ	0.959	0.725	0.750
enjoyable	ಆನಂದಿಸಬಹುದಾದ	1.000	0.481	0.605
enjoying	ಆನಂದಿಸುತ್ತಿದೆ	0.908	0.759	0.759
enjoyment	ಸಂತೋಷ	0.930	0.612	0.716
enlarge	ಹಿಗ್ಗಿಸು	0.735	0.606	0.688
enlarged	ವಿಸ್ತರಿಸಿದ	0.673	0.490	0.518
enlargement	ಹಿಗ್ಗುವಿಕೆ	0.677	0.577	0.616
enlighten	ಜ್ಞಾನೋದಯ	0.729	0.549	0.667
enlightened	ಪ್ರಬುದ್ಧ	0.956	0.566	0.700
enlightening	ಜ್ಞಾನ	0.825	0.729	0.727
enlightenment	ಜ್ಞಾನೋದಯ	0.837	0.549	0.619
enlist	ಸೇರಿಕೊಳ್ಳಿ	0.510	0.370	0.483
enliven	ಎನ್ಲೈವೆನ್	0.833	0.683	0.702
enmity	ದ್ವೇಷ	0.094	0.706	0.382
ennui	ಎನ್ಯುಯಿ	0.406	0.461	0.316
enormity	ಅಗಾಧತೆ	0.594	0.648	0.848
enormous	ಅಗಾಧ	0.677	0.665	0.886
enormously	ಅಗಾಧವಾಗಿ	0.760	0.694	0.872
enraged	ಕೆರಳಿಸಿತು	0.083	0.962	0.636
enrich	ಉತ್ಕೃಷ್ಟಗೊಳಿಸಲು	0.896	0.731	0.705
enroll	ದಾಖಲು ಮಾಡು	0.696	0.530	0.611
enrollment	ದಾಖಲಾತಿ	0.667	0.391	0.698
ensemble	ಸಮಗ್ರ	0.697	0.418	0.586
ensign	ಜೋಡಿಸು	0.663	0.270	0.545
enslave	ಗುಲಾಮಗಿರಿ	0.073	0.800	0.481
enslaved	ಗುಲಾಮಗಿರಿ	0.104	0.720	0.321
enslavement	ಗುಲಾಮಗಿರಿ	0.086	0.635	0.302
ensue	ಸಂಭವಿಸಿ	0.698	0.363	0.332
ensure	ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಿ	0.737	0.406	0.759
entail	ಒಳಗೊಳ್ಳು	0.484	0.630	0.645
entangled	ಸಿಕ್ಕಿಹಾಕಿಕೊಂಡು	0.319	0.578	0.357
entanglement	ತೊಡಕು	0.302	0.765	0.248
enter	ನಮೂದಿಸಿ	0.708	0.470	0.500
enterprise	ಉದ್ಯಮ	0.760	0.392	0.754
enterprising	ಉದ್ಯಮಶೀಲ	0.865	0.784	0.875
entertain	ಮನರಂಜನೆ	0.918	0.684	0.598
entertained	ಮನರಂಜನೆ	0.902	0.644	0.712
entertainer	ಮನರಂಜನೆ	0.888	0.709	0.759
entertaining	ಮನರಂಜನೆ	0.833	0.658	0.660
entertainment	ಮನರಂಜನೆ	0.847	0.750	0.569
enthralled	ಉತ್ಸಾಹದಿಂದ	0.745	0.602	0.615
enthusiasm	ಉತ್ಸಾಹ	0.938	0.816	0.798
enthusiast	ಉತ್ಸಾಹಿ	0.867	0.810	0.875
enthusiastic	ಉತ್ಸಾಹ	0.885	0.868	0.848
entice	ಪ್ರಲೋಭನೆಗೊಳಿಸು	0.521	0.887	0.518
entire	ಸಂಪೂರ್ಣ	0.689	0.462	0.698
entirety	ಸಂಪೂರ್ಣ	0.854	0.460	0.804
entitle	ಅರ್ಹತೆ	0.729	0.333	0.827
entity	ಅಸ್ತಿತ್ವ	0.542	0.402	0.670
entomology	ಕೀಟಶಾಸ್ತ್ರ	0.438	0.396	0.545
entourage	ಮುತ್ತಣದವರಿಗೂ	0.491	0.567	0.467
entrails	ಅಂಚುಗಳು	0.365	0.538	0.387
entrance	ಪ್ರವೇಶ	0.698	0.393	0.526
entrapment	ಎಂಟ್ರಾಪ್ಮೆಂಟ್	0.177	0.604	0.441
entreat	ವಿನಂತಿಸು	0.304	0.560	0.462
entree	ಪ್ರವೇಶಿಸು	0.615	0.477	0.624
entrepreneur	ವಾಣಿಜ್ಯೋದ್ಯಮಿ	0.885	0.704	0.920
entrust	ಒಪ್ಪಿಕೊಳ್ಳಿ	0.693	0.310	0.630
entry	ಪ್ರವೇಶ	0.552	0.353	0.602
enumerate	ಎಣಿಕೆ ಮಾಡು	0.521	0.390	0.491
enumeration	ಎಣಿಕೆ	0.548	0.327	0.534
envelope	ಹೊದಿಕೆ	0.604	0.275	0.377
envious	ಅಸೂಯೆ	0.110	0.754	0.341
environ	NO TRANSLATION	0.724	0.221	0.433
environment	ಪರಿಸರ	0.646	0.194	0.528
environmental	ಪರಿಸರ	0.633	0.313	0.664
environs	ಪರಿಸರದಲ್ಲಿ	0.561	0.288	0.345
envision	ಕಲ್ಪನೆ	0.625	0.449	0.483
envoy	ರಾಯಭಾರಿ	0.531	0.375	0.586
envy	ಅಸೂಯೆ	0.240	0.704	0.427
enzyme	ಕಿಣ್ವ	0.562	0.277	0.481
ephemeral	ಅಲ್ಪಕಾಲಿಕ	0.500	0.312	0.377
ephemeris	ಎಫೆಮೆರಿಸ್	0.640	0.380	0.528
epic	ಮಹಾಕಾವ್ಯ	0.857	0.713	0.830
epidemic	ಸಾಂಕ್ರಾಮಿಕ ರೋಗ	0.092	0.830	0.611
epidermis	ಎಪಿಡರ್ಮಿಸ್	0.418	0.490	0.426
epidural	ಎಪಿಡ್ಯೂರಲ್	0.347	0.452	0.525
epilepsy	ಅಪಸ್ಮಾರ	0.061	0.854	0.250
epileptic	ಅಪಸ್ಮಾರದ	0.146	0.794	0.340
epilogue	ಸಂಚಿಕೆ	0.582	0.353	0.466
epiphany	ಎಪಿಫನಿ	0.625	0.596	0.526
episcopal	ಎಪಿಸ್ಕೋಪಲ್	0.542	0.314	0.750
episode	ಎಪಿಸೋಡ್	0.719	0.367	0.509
episodic	ಎಪಿಸೋಡಿಕ್	0.531	0.542	0.462
epistle	ಪತ್ರ	0.604	0.417	0.535
epitaph	ಎಪಿಟಾಫ್	0.276	0.323	0.442
epithet	ವಿಶೇಷಣ	0.530	0.394	0.524
epitome	ಎಪಿಟೋಮ್	0.510	0.500	0.667
epoch	ಯುಗ	0.553	0.343	0.797
equal	ಸಮಾನ	0.781	0.178	0.407
equality	ಸಮಾನತೆ	0.898	0.305	0.716
equalization	ಸಮೀಕರಣ	0.625	0.422	0.423
equalize	ಸಮಗೊಳಿಸು	0.738	0.281	0.574
equalizer	ಸರಿಸಮಾನ	0.604	0.451	0.586
equally	ಸಮಾನವಾಗಿ	0.625	0.264	0.436
equate	ಸಮನಾಗಿರುತ್ತದೆ	0.724	0.382	0.624
equation	ಸಮೀಕರಣ	0.479	0.384	0.608
equator	ಸಮಭಾಜಕ	0.550	0.302	0.462
equatorial	ಸಮಭಾಜಕ	0.550	0.271	0.593
equestrian	ಕುದುರೆ ಸವಾರಿ	0.633	0.519	0.417
equidistant	ಸಮಾನತೆ	0.375	0.406	0.509
equilibration	ಸಮತೋಲನ	0.724	0.317	0.593
equilibrium	ಸಮತೋಲನ	0.676	0.235	0.620
equip	ಸಜ್ಜುಗೊಳಿಸು	0.650	0.519	0.713
equipment	ಉಪಕರಣ	0.745	0.495	0.700
equitable	ನ್ಯಾಯಸಮ್ಮತ	0.714	0.286	0.750
equity	ಇಕ್ವಿಟಿ	0.792	0.304	0.614
equivalence	ಸಮಾನತೆ	0.663	0.250	0.582
equivalent	ಸಮಾನ	0.646	0.347	0.500
equivocal	ಸಮಾನಾರ್ಥಕ	0.327	0.482	0.257
era	ಯುಗ	0.615	0.407	0.449
eradicate	ನಿರ್ಮೂಲನೆ	0.260	0.690	0.686
eradication	ನಿರ್ಮೂಲನೆ	0.208	0.788	0.685
erase	ಅಳಿಸು	0.240	0.260	0.321
eraser	ಎರೇಸರ್	0.458	0.209	0.311
erasure	ಅಳತೆ	0.281	0.360	0.265
ere	NO TRANSLATION	0.479	0.312	0.377
erect	ನೆಟ್ಟಗೆ	0.643	0.885	0.627
erectile	ನಿಮಿರುವಿಕೆ	0.542	0.796	0.625
erection	ನಿರ್ಮಾಣ	0.640	0.856	0.695
ergo	NO TRANSLATION	0.385	0.400	0.385
erode	ಸವೆತ	0.208	0.643	0.580
erosion	ಸವೆತ	0.312	0.770	0.465
erotic	ಕಾಮಪ್ರಚೋದಕ	0.625	0.946	0.683
erotica	ಶೃಂಗಾರ	0.781	0.870	0.579
err	ತಪ್ಪು	0.146	0.660	0.236
errand	ತಪ್ಪುಮಾಡು	0.385	0.519	0.482
errant	ತಪ್ಪಾಗಿ	0.205	0.602	0.375
erratic	ಅನಿಯಮಿತ	0.271	0.503	0.217
erratum	ದೋಷ	0.327	0.528	0.436
erroneous	ತಪ್ಪಾದ	0.057	0.561	0.245
error	ದೋಷ	0.094	0.559	0.198
erst	NO TRANSLATION	0.277	0.422	0.357
erudite	ಪ್ರಬುದ್ಧ	0.719	0.434	0.774
erupt	ಸ್ಫೋಟಿಸು	0.188	0.820	0.818
eruption	ಉಗುಳುವಿಕೆ	0.156	0.913	0.733
escalade	ಎಸ್ಕಲೇಡ್	0.480	0.724	0.442
escalate	ಉಲ್ಬಣಿಸಿ	0.653	0.714	0.728
escalating	ಉಲ್ಬಣಿಸಿ	0.646	0.724	0.518
escalation	ಏರಿಕೆ	0.571	0.807	0.582
escalator	ಎಸ್ಕಲೇಟರ್	0.500	0.530	0.518
escape	ತಪ್ಪಿಸಿಕೊಳ್ಳಲು	0.367	0.765	0.448
escaped	ತಪ್ಪಿಸಿಕೊಂಡ	0.365	0.755	0.518
escarpment	ಎಸ್ಕಾರ್ಪ್ಮೆಂಟ್	0.406	0.553	0.470
eschew	ಬಿಟ್ಟುಬಿಡಿ	0.184	0.438	0.370
escort	ಬೆಂಗಾವಲು	0.729	0.480	0.608
escrow	ಎಸ್ಕ್ರೊ	0.449	0.520	0.613
esophagus	ಅನ್ನನಾಳ	0.429	0.454	0.464
esoteric	ನಿಗೂಢ	0.500	0.676	0.545
especial	NO TRANSLATION	0.827	0.419	0.794
espionage	ಬೇಹುಗಾರಿಕೆ	0.312	0.750	0.620
espouse	ಸಮರ್ಥಿಸು	0.802	0.529	0.598
espresso	ಎಸ್ಪ್ರೆಸೊ	0.677	0.620	0.508
esprit	ಎಸ್ಪಿಟ್	0.552	0.431	0.407
esquire	ಎಸ್ಕ್ವೈರ್	0.604	0.542	0.518
essay	ಪ್ರಬಂಧ	0.559	0.411	0.530
essayist	ಪ್ರಬಂಧಕಾರ	0.656	0.460	0.462
essence	ಮೂಲತತ್ವ	0.663	0.369	0.575
essential	ಅಗತ್ಯ	0.812	0.405	0.759
essentially	ಮೂಲಭೂತವಾಗಿ	0.750	0.373	0.802
establish	ಸ್ಥಾಪಿಸಿ	0.708	0.500	0.688
established	ಸ್ಥಾಪಿಸಲಾಯಿತು	0.796	0.394	0.694
establishment	ಸ್ಥಾಪನೆ	0.690	0.398	0.631
estate	ಎಸ್ಟೇಟ್	0.653	0.385	0.647
esteem	ಗೌರವ	0.745	0.380	0.679
esteemed	ಗೌರವ	0.694	0.418	0.531
esthetic	ಎಸ್ಥೆಟಿಕ್	0.635	0.360	0.558
estimable	ಅಂದಾಜು	0.796	0.408	0.630
estimate	ಅಂದಾಜು	0.719	0.469	0.517
estimation	ಅಂದಾಜು	0.740	0.480	0.589
estoppel	ಎಸ್ಟೊಪೆಲ್	0.354	0.459	0.482
estranged	ವಿಭಜನೆಯಾಯಿತು	0.156	0.382	0.377
estrogen	ಈಸ್ಟ್ರೊಜೆನ್	0.580	0.500	0.425
estuary	ನದೀಮುಖ	0.469	0.278	0.482
etch	etch	0.510	0.367	0.598
etching	ಎಚ್ಚಣೆ	0.567	0.491	0.575
eternal	ಶಾಶ್ವತ	0.854	0.409	0.843
eternity	ಶಾಶ್ವತತೆ	0.765	0.520	0.911
ethanol	ಎಥೆನಾಲ್	0.333	0.410	0.534
ether	ಈಥರ್	0.490	0.306	0.412
ethereal	ಅಲೌಕಿಕ	0.520	0.419	0.518
ethic	ನೀತಿ	0.786	0.260	0.791
ethical	ನೈತಿಕತೆ	0.854	0.324	0.634
ethics	ನೈತಿಕತೆ	0.658	0.296	0.731
ethnic	ಜನಾಂಗೀಯ	0.583	0.373	0.555
ethnography	ಜನಾಂಗಶಾಸ್ತ್ರ	0.571	0.373	0.549
etiology	ಎಟಿಯಾಲಜಿ	0.500	0.385	0.639
etiquette	ಶಿಷ್ಟಾಚಾರ	0.604	0.350	0.421
etymology	ವ್ಯುತ್ಪತ್ತಿಶಾಸ್ತ್ರ	0.531	0.370	0.529
eucalyptus	ನೀಲಗಿರಿ	0.602	0.308	0.418
euchre	euchre	0.470	0.459	0.442
eugenics	ಸುಜನನಶಾಸ್ತ್ರ	0.448	0.530	0.518
eulogistic	ಅಲೌಕಿಕ	0.740	0.623	0.694
eulogium	ಯೂಲೋಗಿಯಮ್	0.542	0.482	0.655
eulogize	ಎಲೋಜೈಜ್	0.850	0.518	0.679
eulogy	ಸುಶಿಕ್ಷೆ	0.625	0.443	0.667
euphemism	ಸೌಮ್ಯೋಕ್ತಿ	0.418	0.453	0.491
euphoria	ಸುಖಭೋಗ	0.769	0.955	0.648
euphoric	ಭ್ರಮಾಧೀನ	0.745	0.904	0.588
euro	ಯೂರೋ	0.680	0.441	0.521
euthanasia	ದಯಾಮರಣ	0.229	0.716	0.325
evacuate	ಸ್ಥಳಾಂತರಿಸು	0.354	0.792	0.314
evacuation	ಸ್ಥಳಾಂತರಿಸುವಿಕೆ	0.160	0.755	0.582
evade	ತಪ್ಪಿಸಿಕೊಳ್ಳಿ	0.304	0.490	0.342
evaluate	ಮೌಲ್ಯಮಾಪನ ಮಾಡಿ	0.663	0.640	0.649
evaluation	ಮೌಲ್ಯಮಾಪನ	0.542	0.667	0.764
evanescence	evanescence	0.527	0.519	0.458
evangelical	ಇವ್ಯಾಂಜೆಲಿಕಲ್	0.602	0.389	0.602
evangelist	ಸುವಾರ್ತಾಬೋಧಕ	0.582	0.464	0.702
evangelistic	ಇವಾಂಜೆಲಿಸ್ಟಿಕ್	0.660	0.375	0.612
evaporate	ಆವಿಯಾಗುತ್ತದೆ	0.357	0.469	0.402
evaporation	ಆವಿಯಾಗುವಿಕೆ	0.556	0.346	0.388
evasion	ತಪ್ಪಿಸಿಕೊಳ್ಳುವಿಕೆ	0.229	0.510	0.418
evasive	ತಪ್ಪಿಸಿಕೊಳ್ಳುವುದು	0.117	0.596	0.425
eve	ಹಿಂದಿನ ದಿನ	0.612	0.378	0.440
evening	ಸಂಜೆ	0.458	0.185	0.318
evens	NO TRANSLATION	0.592	0.430	0.457
event	ಘಟನೆ	0.745	0.673	0.664
eventful	ಘಟಕಾಂಶವಾಗಿದೆ	0.543	0.837	0.510
eventual	ಅಂತಿಮವಾಗಿ	0.633	0.459	0.413
eventuality	ಸಂಭವನೀಯತೆ	0.469	0.627	0.527
evergreen	ನಿತ್ಯಹರಿದ್ವರ್ಣ	0.729	0.471	0.546
everlasting	ಶಾಶ್ವತ	0.740	0.413	0.809
evermore	ಎಂದಿಗೂ	0.677	0.450	0.403
everyday	ಪ್ರತಿ ದಿನ	0.740	0.392	0.472
everyman	ಪ್ರತಿ ವ್ಯಕ್ತಿ	0.522	0.333	0.535
evict	ಹೊರಹಾಕಲು	0.042	0.632	0.377
eviction	ಹೊರಹಾಕುವಿಕೆ	0.185	0.731	0.455
evidence	ಪುರಾವೆ	0.500	0.500	0.778
evident	ಸ್ಪಷ್ಟವಾಗಿ	0.633	0.444	0.664
evidentiary	ಸಾಕ್ಷ್ಯಾಧಾರ ಬೇಕಾಗಿದೆ	0.448	0.541	0.717
evil	ದುಷ್ಟ	0.040	0.827	0.545
evoke	ಪ್ರಚೋದಿಸು	0.438	0.341	0.500
evolution	ವಿಕಸನ	0.781	0.657	0.854
evolutionary	ವಿಕಸನೀಯ	0.796	0.673	0.825
evolve	ವಿಕಸನ	0.655	0.692	0.896
ewe	ಈವ್	0.429	0.216	0.277
ex	ಮಾಜಿ	0.250	0.520	0.306
exacerbate	ಉಲ್ಬಣಗೊಳಿಸು	0.323	0.776	0.580
exacerbation	ಉಲ್ಬಣಗೊಳಿಸುವಿಕೆ	0.344	0.810	0.480
exact	ನಿಖರ	0.719	0.354	0.685
exacting	ನಿಖರವಾದ	0.448	0.673	0.767
exaggerate	ಉತ್ಪ್ರೇಕ್ಷೆ	0.193	0.760	0.529
exaggerated	ಉತ್ಪ್ರೇಕ್ಷಿತ	0.224	0.885	0.732
exaggeration	ಉತ್ಪ್ರೇಕ್ಷೆ	0.312	0.775	0.582
exalt	ಉದಾತ್ತ	0.656	0.750	0.745
exaltation	ಉತ್ಕೃಷ್ಟತೆ	0.594	0.892	0.673
exalted	ಉದಾತ್ತ	0.676	0.845	0.696
exam	ಪರೀಕ್ಷೆ	0.479	0.663	0.577
examination	ಪರೀಕ್ಷೆ	0.378	0.657	0.679
examine	ಪರೀಕ್ಷಿಸಲು	0.615	0.623	0.786
examiner	ಪರೀಕ್ಷಕ	0.406	0.575	0.812
example	ಉದಾಹರಣೆ	0.542	0.337	0.510
exasperated	ವಿಪರೀತವಾಗಿ	0.229	0.816	0.377
exasperation	ಕೆರಳಿಸುವುದು	0.214	0.833	0.483
excavate	ಉತ್ಖನನ ಮಾಡು	0.583	0.613	0.635
excavation	ಉತ್ಖನನ	0.540	0.644	0.527
excavator	ತೋಡುವವನು	0.427	0.673	0.649
exceed	ಮೀರುವುದು	0.500	0.827	0.586
exceeding	ಮೀರಿದೆ	0.500	0.802	0.668
excel	ಎಕ್ಸೆಲ್	0.561	0.363	0.466
excellence	ಶ್ರೇಷ್ಠತೆ	0.958	0.620	0.907
excellent	ಅತ್ಯುತ್ತಮ	0.970	0.587	0.870
excelsior	ಎಕ್ಸೆಲ್ಸಿಯರ್	0.700	0.625	0.611
excepting	ಹೊರತುಪಡಿಸಿ	0.408	0.413	0.526
exception	ವಿನಾಯಿತಿ	0.469	0.600	0.544
exceptional	ಅಸಾಧಾರಣ	0.806	0.740	0.933
excerpt	ಆಯ್ದ ಭಾಗಗಳು	0.437	0.367	0.543
excess	ಅಧಿಕ	0.385	0.889	0.712
excessive	ವಿಪರೀತ	0.417	0.731	0.601
excessively	ಅತಿಯಾಗಿ	0.449	0.882	0.716
exchange	ವಿನಿಮಯ	0.740	0.569	0.491
excise	ಅಬಕಾರಿ	0.448	0.561	0.577
excision	ಛೇದನ	0.260	0.480	0.519
excitability	ಉದ್ರೇಕಗೊಳ್ಳುವಿಕೆ	0.906	0.910	0.724
excitable	ಉದ್ರೇಕಗೊಳ್ಳುವ	0.803	0.939	0.629
excitation	ಉದ್ರೇಕ	0.792	0.958	0.750
excite	ಪ್ರಚೋದಿಸು	0.823	0.950	0.668
excited	ಹರ್ಷ	0.908	0.931	0.709
excitement	ಉತ್ಸಾಹ	0.896	0.684	0.731
exciting	ಅತ್ಯಾಕರ್ಷಕ	0.950	0.792	0.789
exclaim	ಕ್ಷಮಿಸಿ	0.635	0.711	0.639
exclamation	ಆಶ್ಚರ್ಯ	0.612	0.745	0.598
exclude	ಬಹಿಷ್ಕರಿಸು	0.292	0.500	0.530
excluded	ಹೊರಗಿಡಲಾಗಿದೆ	0.061	0.540	0.134
excluding	ಹೊರತುಪಡಿಸಿ	0.271	0.550	0.324
exclusion	ಹೊರಗಿಡುವಿಕೆ	0.240	0.530	0.389
exclusive	ಮೀಸಲು	0.792	0.630	0.653
excrement	ವಿಸರ್ಜನೆ	0.041	0.558	0.221
excretion	ವಿಸರ್ಜನೆ	0.285	0.650	0.457
excruciating	ದುಃಖಕರ	0.083	0.837	0.345
excursion	ವಿಹಾರ	0.625	0.714	0.627
excuse	ಕ್ಷಮಿಸಿ	0.240	0.696	0.318
exec	exec	0.640	0.352	0.769
execute	ಕಾರ್ಯಗತಗೊಳಿಸಿ	0.327	0.708	0.769
execution	ಮರಣದಂಡನೆ	0.160	0.811	0.713
executioner	ಮರಣದಂಡನೆ	0.235	0.816	0.676
executive	ಕಾರ್ಯನಿರ್ವಾಹಕ	0.704	0.449	0.894
executor	ನಿರ್ವಾಹಕ	0.365	0.755	0.759
exegesis	ಹೊರಸೂಸುವಿಕೆ	0.458	0.472	0.491
exemplar	ಮಾದರಿ	0.844	0.537	0.625
exemplary	ಅನುಕರಣೀಯ	0.833	0.343	0.729
exemplify	ನಿದರ್ಶನ	0.735	0.506	0.783
exempt	ವಿನಾಯಿತಿ	0.588	0.455	0.664
exemption	ವಿನಾಯಿತಿ	0.531	0.578	0.627
exercise	ವ್ಯಾಯಾಮ	0.750	0.789	0.625
exert	ವರ್ತಿಸು	0.694	0.735	0.806
exertion	ಪರಿಶ್ರಮ	0.663	0.755	0.717
exhale	ಬಿಡುತ್ತಾರೆ	0.542	0.490	0.411
exhaust	ನಿಷ್ಕಾಸ	0.546	0.710	0.337
exhausted	ದಣಿದಿದೆ	0.123	0.423	0.202
exhaustion	ಬಳಲಿಕೆ	0.366	0.633	0.269
exhaustive	ಸಮಗ್ರ	0.388	0.635	0.604
exhibit	ಪ್ರದರ್ಶಿಸು	0.688	0.633	0.708
exhibition	ಪ್ರದರ್ಶನ	0.698	0.590	0.531
exhilarated	ಆಹ್ಲಾದಕರ	0.890	0.963	0.759
exhilarating	ಆಹ್ಲಾದಕರ	0.917	0.823	0.810
exhilaration	ಉಲ್ಲಾಸ	0.792	0.868	0.783
exhort	ಉತ್ತೇಜಿಸು	0.378	0.660	0.745
exhortation	ಪ್ರಾರ್ಥನೆ	0.531	0.624	0.580
exhumation	ಹೊರಹಾಕುವಿಕೆ	0.177	0.586	0.473
exhume	ಹೊರಹರಿವು	0.184	0.627	0.452
exigent	NO TRANSLATION	0.385	0.611	0.792
exile	ದೇಶಭ್ರಷ್ಟ	0.184	0.630	0.483
exist	ಅಸ್ತಿತ್ವದಲ್ಲಿದೆ	0.857	0.421	0.788
existence	ಅಸ್ತಿತ್ವ	0.760	0.513	0.771
existent	ಅಸ್ತಿತ್ವದಲ್ಲಿದೆ	0.635	0.490	0.635
existential	ಅಸ್ತಿತ್ವವಾದಿ	0.583	0.510	0.638
existing	ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ	0.802	0.344	0.750
exit	ನಿರ್ಗಮನ	0.370	0.353	0.399
exodus	ನಿರ್ಗಮನ	0.286	0.663	0.567
exonerate	ನಿರ್ಮೂಲನೆ	0.592	0.500	0.538
exorbitant	ಅತಿರೇಕದ	0.398	0.865	0.825
exorcism	ಭೂತೋಚ್ಚಾಟನೆ	0.163	0.980	0.557
exorcist	ಭೂತೋಚ್ಚಾಟಕ	0.219	0.906	0.716
exotic	ವಿಲಕ್ಷಣ	0.840	0.711	0.727
expand	ವಿಸ್ತರಿಸಲು	0.792	0.559	0.686
expanded	ವಿಸ್ತರಿಸಲಾಗಿದೆ	0.760	0.406	0.689
expanse	ವಿಸ್ತರಿಸು	0.594	0.529	0.689
expansion	ವಿಸ್ತರಣೆ	0.776	0.618	0.787
expansive	ವಿಸ್ತಾರವಾದ	0.708	0.650	0.778
expatriate	ವಲಸಿಗರು	0.265	0.764	0.391
expect	ನಿರೀಕ್ಷಿಸಬಹುದು	0.469	0.327	0.377
expectance	ನಿರೀಕ್ಷೆ	0.552	0.724	0.660
expectancy	ನಿರೀಕ್ಷೆ	0.581	0.622	0.558
expectant	ನಿರೀಕ್ಷೆ	0.708	0.650	0.474
expectation	ನಿರೀಕ್ಷೆ	0.771	0.690	0.707
expected	ನಿರೀಕ್ಷಿಸಲಾಗಿದೆ	0.729	0.412	0.545
expecting	ನಿರೀಕ್ಷಿಸುತ್ತಿದೆ	0.561	0.450	0.302
expediency	ವೇಗವರ್ಧನೆ	0.604	0.443	0.703
expedient	ಅನುಕೂಲಕರ	0.885	0.461	0.454
expedite	ಚುರುಕುಗೊಳಿಸು	0.571	0.858	0.798
expedition	ದಂಡಯಾತ್ರೆ	0.735	0.802	0.620
expeditious	ವೇಗವರ್ಧಕ	0.602	0.645	0.773
expel	ಉಚ್ಚಾಟಿಸಿ	0.281	0.725	0.452
expendable	ಖರ್ಚುಮಾಡಬಹುದು	0.479	0.490	0.423
expenditure	ವೆಚ್ಚ	0.250	0.608	0.603
expense	ಖರ್ಚು	0.317	0.451	0.377
expenses	ವೆಚ್ಚಗಳು	0.240	0.633	0.396
expensive	ದುಬಾರಿ	0.323	0.540	0.530
experience	ಅನುಭವ	0.827	0.618	0.905
experienced	ಅನುಭವಿ	0.771	0.613	0.914
experiences	ಅನುಭವಗಳು	0.793	0.647	0.795
experiment	ಪ್ರಯೋಗ	0.479	0.720	0.675
experimental	ಪ್ರಾಯೋಗಿಕ	0.417	0.764	0.396
experimentation	ಪ್ರಯೋಗ	0.637	0.769	0.767
experimenter	ಪ್ರಯೋಗಕಾರ	0.708	0.710	0.700
expert	ತಜ್ಞ	0.776	0.646	0.911
expertise	ಪರಿಣತಿ	0.792	0.589	0.925
expiration	ಮುಕ್ತಾಯ	0.265	0.539	0.463
expire	ಅವಧಿ ಮೀರಿ	0.573	0.745	0.702
expired	ಅವಧಿ ಮುಗಿದಿದೆ	0.198	0.394	0.200
expiry	ಮುಕ್ತಾಯ	0.194	0.434	0.382
explain	ವಿವರಿಸಿ	0.719	0.517	0.736
explanation	ವಿವರಣೆ	0.615	0.610	0.825
explanatory	ವಿವರಣಾತ್ಮಕ	0.573	0.433	0.688
expletive	ಅಪೂರ್ಣ	0.357	0.567	0.536
explication	ವಿವರಣೆಯನ್ನು	0.510	0.445	0.602
explicit	ಸ್ಪಷ್ಟವಾಗಿ	0.562	0.694	0.734
explode	ಸ್ಫೋಟಿಸಿ	0.277	0.885	0.773
exploit	ದುರ್ಬಳಕೆ ಮಾಡಿ	0.312	0.878	0.660
exploitation	ಶೋಷಣೆ	0.156	0.920	0.718
exploration	ಪರಿಶೋಧನೆ	0.594	0.650	0.773
exploratory	ಪರಿಶೋಧನೆ	0.653	0.690	0.698
explore	ಅನ್ವೇಷಿಸಿ	0.776	0.660	0.727
explorer	ಪರಿಶೋಧಕ	0.729	0.663	0.714
explosion	ಸ್ಫೋಟ	0.167	0.960	0.767
explosions	ಸ್ಫೋಟಗಳು	0.123	0.860	0.594
