Word	Tagalog (Filipino)-tl	Valence	Arousal	Dominance
defamation	paninirang puri	0.110	0.670	0.481
defamatory	mapanirang-puri	0.143	0.688	0.402
default	default	0.459	0.343	0.712
defeat	pagkatalo	0.092	0.500	0.224
defeated	natalo	0.104	0.582	0.145
defeatist	pagkatalo	0.163	0.567	0.315
defect	depekto	0.135	0.561	0.185
defection	pagtalikod	0.146	0.594	0.330
defective	may sira	0.122	0.580	0.274
defector	defector	0.163	0.696	0.286
defend	ipagtanggol	0.698	0.722	0.670
defendant	nasasakdal	0.250	0.710	0.491
defended	ipinagtanggol	0.663	0.451	0.582
defender	defender	0.639	0.708	0.750
defending	pagtatanggol	0.604	0.871	0.812
defense	pagtatanggol	0.652	0.698	0.802
defenseless	walang pagtatanggol	0.143	0.357	0.105
defensible	maipagtatanggol	0.740	0.509	0.593
defensive	nagtatanggol	0.542	0.640	0.678
defer	iliban	0.245	0.459	0.317
deference	pagsang-ayon	0.510	0.396	0.447
deferral	deferral	0.765	0.542	0.327
deferring	deferring	0.343	0.500	0.413
defiance	pagsuway	0.333	0.780	0.760
defiant	mapanghimagsik	0.250	0.792	0.769
defibrillator	defibrillator	0.398	0.663	0.431
deficiency	kakulangan	0.073	0.373	0.179
deficient	kulang	0.240	0.464	0.132
deficit	depisit	0.358	0.500	0.269
define	tukuyin	0.688	0.415	0.632
defined	tinukoy	0.670	0.214	0.646
definite	tiyak	0.708	0.292	0.741
definition	kahulugan	0.573	0.375	0.579
definitive	tiyak na	0.583	0.479	0.787
deflate	umalis	0.148	0.404	0.237
deflation	deplasyon	0.287	0.536	0.407
deflect	magpalihis	0.133	0.491	0.482
deflection	pagpapalihis	0.188	0.500	0.382
defloration	pagti-tagal	0.188	0.690	0.434
deform	umuunlad	0.112	0.654	0.284
deformed	deformed	0.198	0.435	0.308
deformity	kabiguan	0.160	0.569	0.241
defraud	pandaraya	0.175	0.635	0.314
defray	bayaran	0.375	0.598	0.653
defrost	sirain	0.427	0.317	0.389
deft	deft	0.719	0.575	0.849
defunct	wala na	0.112	0.491	0.272
defuse	defuse	0.167	0.480	0.430
defy	lumaban	0.353	0.884	0.657
degeneracy	degeneracy	0.143	0.720	0.298
degenerate	lumubha	0.069	0.724	0.264
degeneration	pagkabulok	0.245	0.578	0.371
degradation	marawal na kalagayan	0.160	0.608	0.315
degrade	pasamain	0.083	0.500	0.184
degraded	nagpapasama	0.167	0.433	0.205
degrading	nanghihiya	0.031	0.583	0.232
degree	degree	0.724	0.365	0.663
dehydrated	inalis ang tubig	0.310	0.685	0.212
dehydration	pag-aalis ng tubig	0.188	0.472	0.259
dejected	nalulungkot	0.104	0.654	0.347
delay	pagkaantala	0.204	0.510	0.162
delayed	antala	0.188	0.490	0.216
delectable	kaakit-akit	0.781	0.642	0.718
delegate	delegado	0.612	0.491	0.658
delegation	delegasyon	0.562	0.431	0.609
delete	tanggalin	0.292	0.298	0.409
deleterious	mapaminsala	0.297	0.725	0.440
deletion	pagtanggal	0.062	0.506	0.462
deli	Deli	0.561	0.448	0.447
deliberate	sinadya	0.551	0.654	0.682
deliberation	deliberasyon	0.561	0.678	0.596
deliberative	deliberative	0.392	0.552	0.573
delicacy	delicacy	0.812	0.279	0.336
delicate	pinong	0.583	0.294	0.366
delicatessen	delicatessen	0.656	0.474	0.400
delicious	masarap	0.927	0.650	0.589
delight	galak	0.949	0.666	0.647
delighted	Nagagalak	0.938	0.664	0.685
delightful	kasiya-siya	0.918	0.735	0.644
delineate	ilarawan	0.448	0.430	0.445
delineation	guhit	0.521	0.402	0.314
delinquency	pagkakasala	0.135	0.860	0.508
delinquent	delinkwente	0.051	0.904	0.500
delirious	nahihiya	0.219	0.774	0.538
delirium	delirium	0.233	0.694	0.484
deliver	maghatid	0.583	0.370	0.582
deliverance	pagpapalaya	0.750	0.520	0.658
delivery	paghahatid	0.704	0.461	0.786
dell	Dell	0.458	0.380	0.453
delta	delta	0.551	0.343	0.509
delude	delude	0.143	0.627	0.353
deluge	delubyo	0.245	0.714	0.612
delusion	maling akala	0.344	0.647	0.400
delusional	delusional	0.219	0.745	0.327
deluxe	maluho	0.792	0.612	0.755
delve	hanaping mabuti	0.469	0.529	0.684
demand	demand	0.292	0.673	0.500
demanding	hinihingi	0.396	0.750	0.828
demeaned	demeaned	0.271	0.520	0.212
demeaning	pinipigilan	0.104	0.645	0.308
demeanor	kilos	0.633	0.433	0.657
demented	baliw	0.088	0.787	0.309
dementia	demensya	0.092	0.779	0.337
demise	pagkamatay	0.104	0.596	0.456
demo	demo	0.510	0.314	0.423
democracy	demokrasya	0.680	0.500	0.840
democrat	demokrata	0.582	0.400	0.755
democratic	demokratiko	0.802	0.519	0.798
demographic	demograpiko	0.459	0.356	0.594
demolish	buwagin	0.125	0.632	0.700
demolished	binuwag	0.271	0.647	0.353
demolition	demolisyon	0.133	0.827	0.541
demon	demonyo	0.037	0.908	0.509
demonic	demonyo	0.146	0.875	0.600
demonstrable	mapakita	0.735	0.471	0.749
demonstrate	ipakita	0.771	0.552	0.839
demonstrated	nagpakita	0.617	0.500	0.649
demonstrating	nagpapakita	0.698	0.571	0.693
demonstration	demonstrasyon	0.551	0.676	0.679
demonstrative	mapaglarawan	0.656	0.528	0.736
demonstrator	demonstrator	0.520	0.598	0.733
demoralized	demoralisado	0.082	0.590	0.149
demos	mga demo	0.418	0.370	0.368
demure	demure	0.690	0.315	0.417
den	NO TRANSLATION	0.510	0.347	0.398
deniability	deniability	0.230	0.509	0.417
denial	pagtanggi	0.194	0.435	0.318
denied	tinanggihan	0.188	0.604	0.333
denim	maong	0.520	0.382	0.327
denomination	denominasyon	0.490	0.363	0.429
denominational	denominasyon	0.458	0.375	0.679
denominator	denominador	0.450	0.410	0.613
denote	tukuyin	0.448	0.471	0.534
denounce	tuligsain	0.083	0.780	0.426
dense	siksik	0.354	0.343	0.536
density	density	0.602	0.471	0.561
dent	dent	0.306	0.606	0.325
dental	dental	0.573	0.404	0.463
dentist	Dentista	0.479	0.620	0.642
dentistry	pagpapagaling ng ngipin	0.429	0.570	0.569
dentists	dentista	0.364	0.600	0.582
denunciation	pagbigkas	0.146	0.830	0.561
deny	tanggihan	0.316	0.667	0.321
denying	pagtanggi	0.080	0.542	0.272
deodorant	deodorant	0.480	0.265	0.269
depart	umalis	0.398	0.480	0.444
departed	umalis	0.245	0.536	0.391
department	kagawaran	0.708	0.358	0.642
departmental	kagawaran	0.612	0.422	0.446
departure	alis	0.573	0.500	0.426
depend	depende	0.388	0.429	0.358
dependable	maaasahan	0.880	0.357	0.741
dependant	umaasa	0.357	0.404	0.451
dependence	pagtitiwala	0.250	0.451	0.433
dependency	dependency	0.429	0.365	0.356
dependent	umaasa	0.354	0.455	0.404
depict	ilarawan	0.663	0.529	0.723
depicting	naglalarawan	0.490	0.566	0.602
depletion	pag-ubos	0.153	0.370	0.236
deplorable	malungkot	0.135	0.657	0.230
deplore	deplore	0.135	0.575	0.373
deploy	lumawak	0.500	0.520	0.585
deployment	pag-deploy	0.510	0.520	0.612
deport	deport	0.167	0.667	0.546
deportation	deportasyon	0.104	0.786	0.450
depose	lumayo	0.286	0.420	0.451
deposit	deposito	0.540	0.379	0.483
depositary	deposito	0.604	0.431	0.500
deposition	pagtitipid	0.394	0.510	0.471
depository	deposito	0.551	0.373	0.481
depot	depot	0.635	0.255	0.471
depraved	malupit	0.031	0.837	0.395
depravity	kasamaan	0.115	0.854	0.453
depreciate	depreciate	0.270	0.623	0.445
depreciated	depreciated	0.135	0.672	0.250
depreciation	pamumura	0.143	0.571	0.386
depress	malungkot	0.219	0.635	0.528
depressed	nalulumbay	0.024	0.445	0.136
depressing	mapagpahirap	0.146	0.559	0.216
depression	depression	0.031	0.520	0.232
depressive	depressive	0.143	0.434	0.202
depresson	NO TRANSLATION	0.135	0.400	0.308
deprivation	pag-agaw	0.194	0.610	0.413
deprive	bawiin	0.271	0.591	0.340
deprived	pinagkaitan	0.354	0.506	0.536
depth	lalim	0.708	0.561	0.759
deputy	representante	0.429	0.530	0.787
derail	derail	0.108	0.802	0.375
deranged	deranged	0.376	0.868	0.357
derelict	derelict	0.208	0.470	0.237
derision	panunuya	0.265	0.670	0.292
derivation	pinagmulan	0.521	0.519	0.644
derivative	derivative	0.541	0.491	0.508
derive	kunin	0.396	0.324	0.360
dermal	balat	0.385	0.406	0.443
dermatologist	dermatologist	0.531	0.358	0.528
dermatology	dermatolohiya	0.422	0.500	0.556
derogation	derogation	0.208	0.460	0.327
derogatory	derogatory	0.122	0.580	0.404
descend	bumaba	0.385	0.535	0.231
descendant	inapo	0.684	0.420	0.625
descendent	NO TRANSLATION	0.391	0.480	0.565
descending	pababang	0.219	0.493	0.250
descent	paglapag	0.300	0.402	0.158
describe	ilarawan	0.542	0.472	0.555
description	paglalarawan	0.582	0.425	0.596
descriptive	naglalarawan	0.667	0.352	0.570
desecrate	magpapahamak	0.255	0.806	0.509
desecration	pagpapahiya	0.125	0.833	0.564
desert	disyerto	0.469	0.279	0.389
deserted	desyerto	0.156	0.480	0.214
deserter	deserter	0.122	0.710	0.366
desertion	pagtakas	0.122	0.630	0.289
deserve	nararapat	0.802	0.436	0.613
deserved	marapat	0.781	0.582	0.689
deserving	karapat-dapat	0.802	0.596	0.858
design	disenyo	0.796	0.327	0.632
designate	italaga	0.531	0.538	0.683
designated	itinalaga	0.500	0.412	0.616
designation	pagtatalaga	0.612	0.571	0.675
designed	dinisenyo	0.745	0.380	0.595
designer	taga-disenyo	0.875	0.519	0.670
designing	pagdidisenyo	0.792	0.355	0.552
desirability	kagustuhan	0.684	0.550	0.675
desirable	kanais-nais	0.740	0.735	0.750
desire	pagnanais	0.896	0.692	0.647
desiring	desiring	0.814	0.821	0.632
desirous	nagnanais	0.719	0.824	0.562
desist	huminto	0.220	0.358	0.291
desk	desk	0.510	0.135	0.422
desolate	sira	0.104	0.320	0.228
desolation	pagkatiwangwang	0.073	0.481	0.273
despair	kawalan ng pag-asa	0.115	0.794	0.245
despairing	walang pag-asa	0.073	0.735	0.286
despatch	magpadala	0.448	0.400	0.613
desperado	desperado	0.260	0.745	0.361
desperate	desperado	0.083	0.842	0.337
desperation	desperasyon	0.125	0.904	0.419
despicable	kasuklam-suklam	0.146	0.710	0.255
despise	hamakin	0.167	0.745	0.296
despondent	nalulungkot	0.133	0.378	0.221
despotic	despotic	0.141	0.824	0.592
despotism	despotismo	0.255	0.696	0.620
dessert	dessert	0.755	0.491	0.404
destination	patutunguhan	0.708	0.471	0.637
destined	nakalaan	0.698	0.462	0.617
destiny	tadhana	0.781	0.413	0.611
destitute	dukha	0.130	0.451	0.222
destroy	sirain	0.046	0.935	0.635
destroyed	nawasak	0.031	0.696	0.288
destroyer	destroyer	0.083	0.830	0.543
destroying	pagsira	0.041	0.828	0.660
destruct	magwasak	0.071	0.868	0.525
destruction	pagkawasak	0.102	0.929	0.613
destructive	nakasisira	0.177	0.870	0.713
detach	tanggalin	0.357	0.625	0.450
detached	hiwalay	0.280	0.396	0.216
detachment	pagkakulong	0.243	0.700	0.443
detail	detalye	0.514	0.406	0.528
detailed	detalyadong	0.603	0.314	0.472
details	mga detalye	0.583	0.367	0.481
detain	pigilan	0.351	0.345	0.430
detainee	detenido	0.306	0.510	0.321
detect	detect	0.531	0.520	0.565
detectable	detectable	0.479	0.539	0.649
detection	pagtuklas	0.708	0.567	0.538
detective	tiktik	0.500	0.764	0.901
detector	detektor	0.459	0.630	0.724
detention	pagpigil	0.265	0.698	0.562
deter	huminto	0.344	0.537	0.567
detergent	naglilinis	0.458	0.304	0.426
deteriorate	lumala	0.083	0.471	0.202
deteriorated	lumala	0.053	0.549	0.237
deteriorating	lumalala	0.104	0.459	0.112
deterioration	pagkasira	0.130	0.512	0.283
determinable	determinable	0.625	0.565	0.723
determinate	determinate	0.630	0.314	0.772
determination	pagpapasiya	0.776	0.725	0.795
determine	matukoy	0.612	0.368	0.776
determined	tinutukoy	0.760	0.528	0.673
deterrent	pagpigil	0.292	0.461	0.385
detest	pagkasindak	0.083	0.800	0.492
detestation	pagkasuklam	0.177	0.637	0.412
detonate	magpaputok	0.375	0.850	0.696
detonation	pagputok	0.167	0.931	0.741
detonator	detonator	0.207	0.875	0.750
detour	likuan	0.398	0.539	0.309
detract	mabawasan	0.344	0.438	0.368
detriment	kapinsalaan	0.281	0.538	0.263
detrimental	nakapipinsala	0.203	0.679	0.387
detritus	detritus	0.276	0.353	0.363
deuce	deuce	0.479	0.338	0.425
deutschmark	deutschmark	0.439	0.431	0.509
devalued	devalued	0.321	0.462	0.212
devastate	nagwawasak	0.021	0.796	0.509
devastated	nagwasak	0.120	0.544	0.264
devastating	nagwawasak	0.104	0.856	0.419
devastation	pagkasira	0.090	0.904	0.472
develop	bumuo	0.771	0.670	0.821
developer	nag-develop	0.844	0.653	0.864
developing	pagbuo	0.833	0.587	0.714
development	pag-unlad	0.827	0.500	0.796
deviant	deviant	0.094	0.589	0.398
deviate	lumihis	0.173	0.562	0.269
deviating	deviating	0.354	0.634	0.536
deviation	paglihis	0.105	0.513	0.336
device	aparato	0.562	0.404	0.627
devil	diyablo	0.161	0.900	0.611
deviled	deviled	0.347	0.559	0.358
devilish	devilish	0.073	0.865	0.490
devious	palihis	0.250	0.519	0.259
devise	mag-isip	0.551	0.557	0.670
devoid	wala	0.219	0.436	0.300
devolution	devolution	0.345	0.434	0.425
devolve	lumipat	0.367	0.427	0.596
devote	italaga	0.802	0.490	0.642
devoted	mapagmahal	0.867	0.320	0.698
devotee	deboto	0.816	0.461	0.577
devotion	debosyon	0.802	0.561	0.673
devotional	madasalin	0.740	0.394	0.655
devour	lumamon	0.344	0.888	0.574
devout	taos-puso	0.620	0.357	0.464
dew	hamog	0.604	0.225	0.464
dexter	dexter	0.458	0.473	0.444
dexterity	kagalingan ng kamay	0.771	0.673	0.864
dextrose	dextrose	0.333	0.402	0.323
diabetes	diyabetis	0.051	0.472	0.279
diabetic	diabetic	0.125	0.269	0.237
diabolical	diyosiko	0.102	0.912	0.456
diagnose	suriin	0.378	0.520	0.714
diagnosis	diyagnosis	0.571	0.500	0.819
diagnostic	diagnostic	0.417	0.483	0.635
diagnostics	mga diagnostic	0.540	0.440	0.750
diagonal	diagonal	0.500	0.343	0.410
diagram	diagram	0.562	0.357	0.445
dial	dial	0.620	0.427	0.596
dialect	dialect	0.635	0.422	0.526
dialectic	dialectic	0.510	0.540	0.638
dialogue	dialogue	0.599	0.441	0.625
dialysis	dialysis	0.194	0.567	0.407
diameter	lapad	0.427	0.298	0.483
diamond	brilyante	0.910	0.606	0.769
diamonds	diamante	0.927	0.684	0.917
diaper	lampin	0.409	0.274	0.155
diaphragm	dayapragm	0.459	0.337	0.517
diarrhea	pagtatae	0.092	0.684	0.143
diarrhoea	pagtatae	0.038	0.692	0.250
diary	talaarawan	0.698	0.292	0.464
diatribe	diatribe	0.354	0.569	0.409
dib	NO TRANSLATION	0.479	0.370	0.344
dibs	dibs	0.510	0.410	0.391
dice	dais	0.458	0.441	0.264
dicey	dicey	0.290	0.833	0.727
dichotomous	dichotomous	0.365	0.452	0.538
dichotomy	dichotomy	0.323	0.482	0.483
dick	titi	0.208	0.500	0.462
dickhead	dickhead	0.115	0.608	0.284
dicks	dicks	0.310	0.694	0.358
dictate	magdikta	0.480	0.423	0.668
dictation	pagdidikta	0.255	0.378	0.627
dictator	diktador	0.073	0.760	0.862
dictatorial	diktatoryal	0.204	0.770	0.840
dictatorship	diktadura	0.082	0.806	0.784
diction	diction	0.439	0.373	0.679
dictionary	diksyunaryo	0.620	0.250	0.598
dictum	NO TRANSLATION	0.385	0.510	0.528
didactic	didakactic	0.645	0.480	0.673
diddle	tawa	0.429	0.566	0.393
die	NO TRANSLATION	0.031	0.765	0.259
died	namatay	0.021	0.650	0.327
diesel	diesel	0.490	0.327	0.448
diet	pagkain	0.429	0.235	0.398
dietary	pandiyeta	0.551	0.220	0.261
differ	naiiba	0.230	0.398	0.396
difference	pagkakaiba	0.474	0.560	0.483
differences	pagkakaiba	0.365	0.582	0.342
different	iba	0.612	0.394	0.473
differential	kaugalian	0.520	0.378	0.535
differentiation	pagkita ng kaibhan	0.367	0.561	0.535
differently	naiiba	0.480	0.431	0.506
differing	magkakaiba	0.418	0.410	0.455
difficult	mahirap	0.235	0.700	0.508
difficulties	mga paghihirap	0.082	0.784	0.357
difficulty	kahirapan	0.079	0.740	0.368
diffuse	nagkakalat	0.430	0.431	0.321
diffusion	pagsasabog	0.356	0.615	0.517
dig	NO TRANSLATION	0.367	0.585	0.637
digest	digest	0.720	0.413	0.483
digestion	pantunaw	0.531	0.410	0.455
digestive	digestive	0.542	0.413	0.434
digit	digit	0.447	0.286	0.333
digital	digital	0.740	0.382	0.529
dignified	marangal	0.766	0.481	0.635
dignify	dignify	0.854	0.588	0.735
dignity	dignidad	0.844	0.391	0.873
digress	lumihis	0.271	0.625	0.411
digs	NO TRANSLATION	0.448	0.670	0.635
dike	NO TRANSLATION	0.360	0.384	0.490
dilapidated	dilapidated	0.229	0.618	0.286
dilatation	pagluwang	0.385	0.574	0.368
dilation	pagluwang	0.347	0.490	0.578
dildo	dildo	0.536	0.587	0.491
dilemma	problema	0.153	0.590	0.430
diligence	sipag	0.688	0.423	0.700
diligent	masigasig	0.760	0.426	0.759
dill	dill	0.427	0.360	0.373
diluent	naglalaba	0.417	0.344	0.332
dilute	dilute	0.275	0.192	0.349
diluted	diluted	0.469	0.310	0.229
dilution	pagbabanto	0.445	0.337	0.352
dim	dim	0.398	0.321	0.273
dime	barya	0.653	0.317	0.345
dimension	sukat	0.592	0.415	0.627
dimensional	dimensional	0.561	0.484	0.596
diminish	bawasan	0.240	0.357	0.167
diminished	pinaliit	0.156	0.269	0.196
diminution	pagbawas	0.316	0.296	0.245
diminutive	diminutive	0.323	0.200	0.109
dimwit	dimwit	0.255	0.459	0.175
din	NO TRANSLATION	0.440	0.417	0.398
dine	kumain	0.821	0.519	0.478
diner	diner	0.643	0.302	0.538
dinghy	dinghy	0.510	0.269	0.325
dingo	dingo	0.608	0.472	0.346
dingy	marumi	0.156	0.483	0.343
dining	kainan	0.724	0.350	0.459
dinky	dinky	0.357	0.451	0.358
dinner	hapunan	0.823	0.392	0.379
dinnertime	oras ng hapunan	0.796	0.406	0.341
dinosaur	dinosauro	0.448	0.630	0.596
dint	dint	0.378	0.480	0.492
diocesan	diocesan	0.520	0.283	0.518
diocese	diyosesis	0.510	0.288	0.575
diorama	diorama	0.592	0.441	0.462
dioxide	dioxide	0.354	0.433	0.456
dip	isawsaw	0.516	0.583	0.397
diploma	diploma	0.750	0.462	0.731
diplomacy	diplomasya	0.740	0.396	0.774
diplomat	diplomat	0.563	0.262	0.868
diplomatic	diplomatiko	0.653	0.363	0.918
dipper	dipper	0.548	0.361	0.348
dippy	dippy	0.430	0.402	0.340
dipstick	dipstick	0.365	0.312	0.316
dire	NO TRANSLATION	0.214	0.660	0.259
direct	direktang	0.793	0.403	0.650
directed	nakadirekta	0.542	0.490	0.541
direction	direksyon	0.719	0.330	0.684
directive	direktiba	0.604	0.530	0.918
directly	direkta	0.747	0.400	0.702
director	direktor	0.688	0.580	0.912
directory	direktoryo	0.439	0.413	0.538
dirt	dumi	0.112	0.500	0.236
dirty	marumi	0.153	0.460	0.170
disability	kapansanan	0.073	0.482	0.173
disable	huwag paganahin	0.115	0.430	0.269
disabled	hindi pinagana	0.308	0.443	0.235
disadvantage	kawalan	0.150	0.377	0.282
disaffected	hindi nasisiyahan	0.176	0.410	0.291
disagree	hindi sumasang-ayon	0.133	0.590	0.345
disagreeable	hindi kanais-nais	0.042	0.643	0.178
disagreeing	hindi sumasang-ayon	0.255	0.643	0.350
disagreement	hindi pagkakaunawaan	0.104	0.618	0.236
disallow	huwag pahintulutan	0.156	0.519	0.424
disallowed	hindi pinayagan	0.135	0.500	0.328
disapointment	NO TRANSLATION	0.104	0.418	0.231
disappear	mawala	0.143	0.441	0.350
disappearance	pagkawala	0.214	0.698	0.367
disappearing	mawala	0.167	0.427	0.379
disappoint	biguin	0.150	0.633	0.288
disappointed	bigo	0.071	0.472	0.241
disappointing	disappointing	0.073	0.640	0.200
disappointment	pagkabigo	0.115	0.490	0.336
disapproval	hindi pagsang-ayon	0.085	0.551	0.367
disapprove	hindi sumasang-ayon	0.160	0.594	0.445
disapproved	hindi naaprubahan	0.104	0.550	0.114
disapproving	hindi sumasang-ayon	0.245	0.625	0.452
disarm	mag-disarm	0.292	0.528	0.613
disarray	magkagulo	0.198	0.657	0.223
disaster	kalamidad	0.082	0.892	0.433
disastrous	nakapipinsala	0.071	0.741	0.439
disband	buwagin	0.302	0.491	0.417
disbelief	hindi paniniwala	0.188	0.409	0.373
disbelieve	hindi naniniwala	0.188	0.441	0.352
disburse	pagbayad	0.418	0.473	0.353
disbursement	pagbabayad	0.240	0.443	0.435
disc	disc	0.622	0.410	0.426
discard	itapon	0.240	0.343	0.337
discarded	itinapon	0.229	0.460	0.308
discards	Tinatapon	0.240	0.464	0.391
discern	makilala	0.459	0.566	0.518
discernible	nakikita	0.427	0.441	0.481
discerning	marunong makilala	0.542	0.584	0.780
discernment	pagkilala	0.408	0.471	0.694
discharge	naglalabas	0.427	0.538	0.578
disciple	alagad	0.765	0.385	0.462
disciplinary	pandisiplina	0.562	0.593	0.796
discipline	disiplina	0.615	0.471	0.806
disciplined	disiplinado	0.728	0.450	0.750
disclaim	itakwil	0.235	0.509	0.321
disclaimer	disclaimer	0.367	0.571	0.542
disclose	ibunyag	0.490	0.570	0.545
disclosed	isiniwalat	0.271	0.575	0.546
disclosure	pagsisiwalat	0.500	0.615	0.710
disco	disco	0.710	0.806	0.575
discoloration	pagkawalan ng kulay	0.224	0.373	0.414
discolored	kupas	0.204	0.340	0.269
discomfort	kakulangan sa ginhawa	0.153	0.719	0.272
disconcerted	nalilito	0.100	0.612	0.288
disconcerting	nakapanghihina	0.106	0.549	0.269
disconnect	idiskonekta	0.438	0.292	0.191
disconnected	naalis na	0.292	0.276	0.173
disconnection	pagtatanggal	0.167	0.283	0.277
disconnects	mga disconnect	0.256	0.357	0.241
discontent	kawalang-kasiyahan	0.240	0.530	0.263
discontinuance	pagpapaliban	0.123	0.741	0.337
discontinue	ihinto	0.354	0.396	0.349
discontinuity	pagpigil	0.303	0.439	0.250
discontinuous	walang tigil	0.233	0.409	0.316
discord	pagkakasalungatan	0.115	0.882	0.465
discount	diskwento	0.724	0.530	0.302
discounted	diskwento	0.677	0.471	0.430
discourage	pahinain ang loob	0.184	0.443	0.267
discouraged	nasiraan ng loob	0.220	0.304	0.090
discouragement	kawalang pag-asa	0.112	0.319	0.206
discouraging	nakapanghihina ng loob	0.167	0.469	0.281
discourse	diskurso	0.410	0.550	0.803
discover	matuklasan	0.771	0.793	0.673
discovery	pagtuklas	0.823	0.627	0.814
discredit	kasiraan	0.075	0.529	0.355
discredited	napinsala	0.112	0.491	0.182
discreet	NO TRANSLATION	0.552	0.216	0.532
discrepancy	pagkakaiba	0.260	0.643	0.417
discrete	hiwalay	0.585	0.231	0.429
discretion	pagpapasya	0.552	0.320	0.685
discretionary	discretionary	0.520	0.365	0.446
discriminate	mag-discriminate	0.125	0.761	0.366
discriminating	nakikita ang kaibhan	0.160	0.783	0.462
discrimination	diskriminasyon	0.051	0.724	0.379
discus	discus	0.542	0.423	0.343
discuss	talakayin	0.396	0.769	0.509
discussion	talakayan	0.333	0.842	0.536
disdain	paghamak	0.153	0.446	0.441
disdainful	mapanghamak	0.097	0.480	0.263
disease	sakit	0.041	0.539	0.333
diseased	may sakit	0.123	0.510	0.134
disembodied	disembodied	0.167	0.620	0.412
disengage	tumanggal	0.406	0.529	0.304
disengagement	paghihiwalay	0.327	0.373	0.395
disfigured	napakarumi	0.153	0.613	0.336
disgrace	kahihiyan	0.061	0.531	0.331
disgraced	napahiya	0.071	0.661	0.250
disgraceful	kahiya-hiya	0.082	0.702	0.240
disgruntled	hindi nasisiyahan	0.104	0.658	0.442
disguise	magkaila	0.573	0.694	0.431
disguised	nagtago	0.500	0.615	0.326
disgust	pagkasuya	0.052	0.775	0.317
disgusted	naiinis	0.051	0.773	0.274
disgusting	nakasusuklam	0.031	0.796	0.245
dish	ulam	0.552	0.255	0.264
disheartened	nawawalan ng loob	0.153	0.343	0.238
disheartening	disheartening	0.010	0.353	0.224
dishonest	hindi tapat	0.191	0.491	0.163
dishonesty	kasinungalingan	0.094	0.592	0.348
dishonor	kahihiyan	0.104	0.620	0.185
dishonorable	kasuklam-suklam	0.112	0.641	0.280
dishwasher	dishwasher	0.480	0.296	0.324
disillusionment	kabiguan	0.051	0.519	0.190
disinclination	pagdidisiplina	0.125	0.491	0.330
disincline	disincline	0.458	0.454	0.278
disinclined	disinclined	0.385	0.442	0.364
disinfect	disimpektahin	0.448	0.388	0.648
disinfectant	disimpektante	0.531	0.429	0.460
disinfection	pagdidisimpekta	0.517	0.556	0.473
