Word	Azeerbaijani-az	Valence	Arousal	Dominance
compressible	sıkıştırılabilir	0.622	0.392	0.585
compression	sıxılma	0.646	0.521	0.579
compressor	kompressor	0.418	0.481	0.630
comprise	ibarətdir	0.839	0.373	0.669
compromise	kompromis	0.677	0.520	0.805
comptroller	nəzarətçi	0.402	0.481	0.866
compulsion	məcburiyyət	0.118	0.760	0.604
compulsive	kompulsif	0.347	0.871	0.573
compulsory	məcburi	0.343	0.541	0.791
computable	hesablanabilir	0.570	0.402	0.545
computation	hesablama	0.583	0.429	0.697
compute	hesablamaq	0.531	0.408	0.564
computer	kompüter	0.802	0.356	0.639
computerized	kompüterləşdirilmişdir	0.677	0.450	0.657
computing	hesablama	0.745	0.398	0.695
comrade	yoldaş	0.781	0.412	0.804
con	NO TRANSLATION	0.255	0.736	0.427
concatenation	birləşmə	0.480	0.593	0.539
concave	konkav	0.441	0.349	0.349
conceal	gizlədir	0.312	0.436	0.306
concealed	gizli	0.344	0.363	0.352
concealment	gizlədir	0.302	0.570	0.390
concede	imtina et	0.670	0.324	0.473
conceit	hörmət edin	0.354	0.625	0.309
conceited	hörmətli	0.194	0.667	0.473
conceivable	akla bilər	0.730	0.350	0.613
conceive	güdmək	0.708	0.538	0.700
concentrate	konsentrə	0.750	0.439	0.743
concentration	konsentrasiyası	0.735	0.500	0.722
concentric	konsentrik	0.730	0.479	0.635
concept	konsepsiyası	0.573	0.265	0.632
conception	konsepsiya	0.694	0.490	0.614
concern	qayğı	0.250	0.734	0.463
concerned	narahat	0.292	0.698	0.350
concert	konsert	0.938	0.867	0.718
concerto	konsert	0.613	0.759	0.679
concession	imtiyaz	0.588	0.423	0.615
concessional	güzəştli	0.770	0.493	0.657
conch	conch	0.583	0.306	0.339
concierge	konsyerj	0.480	0.343	0.343
conciliation	razılaşma	0.792	0.475	0.726
concise	qısa	0.583	0.298	0.620
conclave	yığıncaq	0.573	0.440	0.611
conclude	bağlamaq	0.530	0.267	0.679
concluding	yekun	0.531	0.382	0.603
conclusion	nəticə	0.615	0.377	0.659
conclusive	qəti	0.500	0.427	0.745
concoction	qarışıqlıq	0.448	0.459	0.417
concomitant	əlaqəli	0.427	0.482	0.727
concord	razılıq	0.677	0.320	0.586
concordance	uyğunluq	0.625	0.358	0.608
concours	NO TRANSLATION	0.500	0.530	0.495
concourse	yığıncaq	0.740	0.657	0.528
concrete	beton	0.633	0.420	0.547
concubine	qardaş	0.388	0.594	0.476
concur	razılaşmaq	0.459	0.394	0.429
concurrence	razılıq	0.764	0.627	0.613
concurrent	paralel	0.573	0.547	0.741
concurring	əlaqələndirici	0.573	0.600	0.681
concussion	sarsıntı	0.072	0.708	0.482
condemn	qınayırıq	0.102	0.793	0.625
condemnation	qınama	0.133	0.725	0.449
condensation	kondensasiya	0.510	0.316	0.538
condensed	qatılaşdırılmışdır	0.598	0.415	0.623
condescending	bədbəxtlik	0.583	0.363	0.593
condescension	çirkinlik	0.521	0.377	0.565
condiment	yemək	0.520	0.333	0.433
condition	vəziyyəti	0.500	0.469	0.519
conditional	şərti	0.521	0.343	0.556
conditionally	şərti olaraq	0.396	0.419	0.617
conditioned	şərtdir	0.490	0.417	0.616
conditioner	kondisioner	0.781	0.360	0.538
conditioning	kondisioner	0.440	0.468	0.617
conditions	şərtlər	0.551	0.441	0.593
condo	kınamak	0.439	0.288	0.607
condolence	başsağlığı	0.260	0.443	0.404
condolences	başsağlığı	0.198	0.480	0.288
condom	kondom	0.406	0.637	0.500
condone	kədərlənmək	0.571	0.441	0.619
condor	kondor	0.573	0.388	0.519
conducive	əlverişli	0.775	0.479	0.679
conduct	davranış	0.453	0.510	0.750
conduction	ötürülmə	0.530	0.557	0.717
conductivity	keçiricilik	0.583	0.575	0.642
conductor	dirijor	0.677	0.663	0.621
conduit	boru kəməri	0.470	0.302	0.413
cone	koni	0.417	0.208	0.343
confederacy	konfederasiya	0.590	0.541	0.736
confederate	birləşmək	0.551	0.546	0.792
confederation	konfederasiya	0.663	0.404	0.830
confer	danışmaq	0.573	0.482	0.583
conference	Konfrans	0.688	0.615	0.606
confess	etiraf et	0.360	0.712	0.431
confession	etiraf	0.469	0.642	0.460
confessional	konfessional	0.458	0.392	0.629
confessions	etiraflar	0.325	0.538	0.658
confetti	confetti	0.781	0.573	0.250
confidant	confidant	0.837	0.633	0.631
confide	güvənirəm	0.669	0.472	0.595
confidence	etibarlılıq	0.959	0.276	0.943
confident	inamlı	0.765	0.324	0.723
confidential	gizli	0.643	0.471	0.761
confidentiality	gizlilik	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	konfiqurasiya	0.540	0.443	0.591
confine	məhdudlaşdırmaq	0.327	0.551	0.538
confined	məhdudlaşdırılıb	0.286	0.472	0.444
confinement	həbs	0.333	0.656	0.520
confines	məhdudlaşdırır	0.396	0.386	0.542
confirm	təsdiq edin	0.802	0.439	0.806
confirmation	təsdiqləmə	0.812	0.480	0.692
confirmatory	təsdiqləyici	0.656	0.500	0.683
confirmed	təsdiq etdi	0.760	0.490	0.764
confiscate	müsadirə et	0.250	0.625	0.482
confiscation	müsadirə	0.208	0.706	0.586
conflagration	yandırılma	0.344	0.721	0.594
conflict	münaqişə	0.335	0.906	0.471
conflicting	qarşıdurma	0.173	0.738	0.553
confluence	birləşmə	0.677	0.598	0.565
conform	uyğunlaşmaq	0.479	0.380	0.375
conformance	uyğunluq	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	uyğunluq	0.645	0.363	0.579
confound	qarışdırmaq	0.347	0.529	0.333
confounded	qarışdı	0.333	0.528	0.264
confront	üzləşirlər	0.281	0.760	0.746
confrontation	qarşıdurma	0.177	0.870	0.658
confuse	qarışdırmaq	0.100	0.580	0.270
confused	qarışıq	0.220	0.650	0.179
confusing	qarışıqlıq	0.229	0.690	0.222
confusion	qarışıqlıq	0.255	0.667	0.277
conga	conga	0.469	0.529	0.440
congenial	cinsiyyət	0.820	0.412	0.620
congenital	doğuşdan	0.448	0.434	0.427
congestion	tıkanıklık	0.271	0.654	0.491
conglomerate	konglomera	0.500	0.500	0.838
conglomeration	yığıncaq	0.541	0.720	0.670
congrats	tebrikler	0.930	0.726	0.775
congratulate	təbrik edirəm	0.927	0.724	0.784
congratulation	təbrik edirəm	0.948	0.780	0.717
congratulations	təbrik edirəm	0.960	0.755	0.719
congratulatory	təbrik edirəm	0.959	0.616	0.689
congregate	birləşmək	0.653	0.530	0.733
congregation	yığıncaq	0.561	0.490	0.700
congress	konqres	0.449	0.444	0.857
congressional	konqres	0.552	0.491	0.848
congressman	konqresmen	0.438	0.471	0.877
congruence	uyğunluq	0.656	0.472	0.577
conic	konik	0.510	0.368	0.379
conical	konik	0.490	0.422	0.471
conjecture	zənn etmə	0.396	0.398	0.534
conjugal	konjuge	0.698	0.510	0.688
conjugate	birləşmə	0.583	0.420	0.467
conjugation	konjugasiya	0.479	0.429	0.582
conjunction	əlaqəli	0.520	0.472	0.509
conjunctive	konyunktiv	0.487	0.444	0.639
conjure	hörmət	0.385	0.679	0.645
conjuring	həsrətdir	0.224	0.653	0.694
conk	konk	0.340	0.469	0.404
connect	əlaqə	0.724	0.299	0.536
connected	əlaqədar	0.816	0.550	0.612
connection	əlaqə	0.729	0.560	0.655
connective	əlaqəli	0.719	0.491	0.764
connoisseur	bilici	0.760	0.461	0.769
conquer	fəth	0.694	0.873	0.971
conquering	fəth	0.760	0.873	0.936
conqueror	fatih	0.604	0.809	0.930
conquest	fəth	0.710	0.702	0.833
conscience	vicdan	0.663	0.375	0.721
conscientious	vicdanlı	0.688	0.404	0.688
conscious	şüurlu	0.740	0.333	0.705
consciousness	şüur	0.840	0.483	0.755
conscription	çağırış	0.396	0.775	0.642
consecrated	təqdis edildi	0.663	0.500	0.800
consecration	təqdis	0.771	0.418	0.804
consecutive	ardıcıl	0.663	0.418	0.643
consensual	razılıq	0.663	0.417	0.655
consensus	konsensus	0.627	0.358	0.625
consent	razılıq	0.750	0.500	0.620
consenting	razılıq	0.727	0.406	0.693
consequence	nəticə	0.240	0.721	0.593
consequent	nəticədə	0.663	0.471	0.625
conservation	qorunması	0.832	0.401	0.606
conservatism	mühafizəkarlıq	0.406	0.369	0.633
conservative	mühafizəkar	0.615	0.316	0.788
conservatory	Konservatoriya	0.635	0.240	0.729
conserve	qoruyun	0.690	0.347	0.573
consider	hesab et	0.677	0.368	0.579
considerable	əhəmiyyətli	0.653	0.314	0.683
considerate	nəzakətli	0.781	0.380	0.633
consideration	nəzərə alın	0.589	0.380	0.687
consignee	alıcı	0.635	0.385	0.602
consignment	göndərmə	0.490	0.440	0.500
consist	ibarətdir	0.823	0.386	0.580
consistency	uyğunluq	0.714	0.500	0.887
consistent	tutarlı	0.786	0.431	0.726
consolation	təsəlli	0.408	0.250	0.304
console	konsol	0.625	0.398	0.415
consoled	təsəlliverdi	0.700	0.343	0.452
consolidate	birləşdirmək	0.880	0.440	0.870
consolidated	konsolidasiya olunmuşdur	0.700	0.366	0.784
consolidation	konsolidasiya	0.604	0.445	0.776
consonant	səssiz	0.500	0.347	0.417
consort	konsorsiyanı	0.632	0.509	0.630
conspicuous	diqqətəlayiqdir	0.479	0.520	0.596
conspiracy	sui-qəsd	0.125	0.787	0.652
conspirator	sui-qəsdçi	0.271	0.786	0.707
conspire	anlaşma	0.206	0.740	0.520
constable	constable	0.573	0.667	0.764
constancy	sabitlik	0.786	0.443	0.763
constant	Sabit	0.740	0.296	0.686
constantly	daim	0.663	0.561	0.700
constellation	bürclər	0.719	0.533	0.775
consternation	bədbəxtlik	0.167	0.680	0.469
constipation	kabızlık	0.079	0.612	0.231
constituency	seçki dairəsi	0.500	0.480	0.696
constituent	qurucu	0.573	0.500	0.827
constituents	qurucular	0.573	0.414	0.833
constitute	təşkil edir	0.812	0.349	0.906
constitution	Konstitusiya	0.590	0.380	0.889
constitutional	konstitusiya	0.633	0.418	0.827
constitutionality	konstitusiya	0.612	0.439	0.853
constrain	məhdudlaşdırmaq	0.261	0.500	0.500
constrained	məhduddur	0.135	0.537	0.357
constraint	məhdudiyyət	0.323	0.550	0.481
construct	qurmaq	0.750	0.648	0.792
construction	Tikinti	0.848	0.612	0.759
constructive	konstruktivdir	0.860	0.570	0.812
construe	şərh et	0.602	0.519	0.553
consul	konsul	0.573	0.354	0.688
consulate	konsulluq	0.561	0.453	0.694
consult	məsləhətləşin	0.755	0.370	0.441
consultant	məsləhətçi	0.770	0.344	0.808
consultation	məsləhətləşmə	0.660	0.463	0.625
consume	istehlak edin	0.427	0.620	0.509
consumer	istehlakçı	0.507	0.551	0.677
consuming	istehlakçı	0.573	0.541	0.536
consummate	tamam	0.551	0.540	0.558
consummation	qurtuluşdur	0.583	0.676	0.661
consumption	istehlak	0.390	0.531	0.538
contact	əlaqə	0.719	0.424	0.526
contagion	bulaşma	0.208	0.630	0.535
contagious	bulaşıcı	0.184	0.725	0.400
contain	ehtiva edir	0.542	0.490	0.658
container	konteyner	0.551	0.396	0.561
containment	mühafizəsi	0.411	0.491	0.618
contaminate	çirkləndirir	0.140	0.611	0.426
contaminated	çirklənmişdir	0.040	0.500	0.368
contamination	çirklənmə	0.125	0.610	0.375
contemplate	düşünmək	0.740	0.347	0.642
contemplation	düşünmək	0.552	0.324	0.627
contemplative	düşüncəli	0.729	0.308	0.739
contemporaneous	müasir	0.640	0.373	0.591
contemporary	müasir	0.720	0.365	0.569
contempt	hörmətsizlik	0.206	0.635	0.396
contemptible	hörmətsiz	0.146	0.657	0.471
contemptuous	hörmətsiz	0.204	0.500	0.375
contend	Mübahisə edin	0.510	0.657	0.731
contender	rəqib	0.480	0.790	0.681
contending	mübarizə aparırlar	0.490	0.698	0.716
content	məzmunu	0.764	0.296	0.559
contented	razı qaldı	0.857	0.612	0.746
contention	mübahisə	0.375	0.510	0.738
contentious	mübahisəli	0.422	0.573	0.637
contentment	razılıq	0.875	0.610	0.782
contents	məzmunu	0.656	0.375	0.550
contest	müsabiqə	0.667	0.698	0.717
contestant	iştirakçı	0.760	0.530	0.602
context	Kontekst	0.531	0.300	0.553
contiguous	bitişik	0.375	0.450	0.500
continence	davamlılıq	0.450	0.396	0.469
continent	qitə	0.551	0.373	0.833
continental	kontinental	0.486	0.350	0.755
contingency	ehtiyatsızlıq	0.396	0.500	0.670
contingent	şərti	0.470	0.531	0.659
continual	davamlı	0.500	0.423	0.685
continually	davamlı olaraq	0.646	0.438	0.698
continuance	davamı	0.729	0.510	0.652
continuation	davamı	0.615	0.470	0.566
continue	davam et	0.630	0.427	0.612
continued	davam etdi	0.635	0.440	0.500
continuing	davam edir	0.667	0.500	0.520
continuity	davamlılıq	0.781	0.439	0.684
continuous	davamlıdır	0.625	0.509	0.580
continuously	davamlı olaraq	0.719	0.417	0.702
continuum	davamlılıq	0.677	0.390	0.491
contour	kontur	0.589	0.265	0.414
contraband	qaçaqmalçılıq	0.177	0.875	0.670
contraception	kontrasepsiya	0.296	0.518	0.525
contract	müqavilə	0.594	0.412	0.636
contracted	müqaviləli	0.344	0.557	0.449
contractile	müqavilə	0.480	0.586	0.569
contracting	müqavilə	0.594	0.490	0.769
contraction	daralma	0.292	0.755	0.603
contractor	podratçı	0.592	0.479	0.727
contradict	əksinə	0.160	0.598	0.482
contradiction	ziddiyyət	0.250	0.660	0.377
contradictory	ziddiyyətli	0.365	0.651	0.421
contraption	kontraption	0.448	0.590	0.491
contrary	əksinə	0.327	0.449	0.338
contrast	əksinə	0.480	0.406	0.520
contrasted	əksinə	0.521	0.538	0.491
contravene	mübahisə	0.357	0.618	0.472
contravention	ziddiyyət	0.344	0.627	0.593
contribute	kömək edir	0.806	0.350	0.795
contribution	töhfə	0.854	0.452	0.760
contributor	iştirakçı	0.844	0.510	0.760
contrite	tərəddüd	0.347	0.363	0.473
contrition	təzyiq	0.347	0.583	0.463
contrived	hörmətli	0.408	0.530	0.458
control	nəzarət	0.729	0.352	0.808
controller	nəzarətçi	0.469	0.712	0.868
controlling	nəzarət	0.490	0.441	0.885
controversial	mübahisəli	0.271	0.858	0.538
controversy	mübahisələr	0.250	0.819	0.600
contusion	kontuziya	0.167	0.565	0.509
conundrum	sui-qəsd	0.354	0.524	0.408
convalescent	iyileştirici	0.458	0.480	0.269
convection	konveksiya	0.521	0.494	0.526
convene	yığın	0.583	0.676	0.636
convenience	rahatlıq	0.781	0.448	0.613
conveniences	rahatlıq	0.802	0.412	0.693
convenient	rahatdır	0.846	0.491	0.574
convent	monastır	0.480	0.217	0.594
convention	Konvensiya	0.622	0.622	0.704
conventional	şərti	0.594	0.292	0.634
converge	bir nöqtədə cəmləşmək	0.635	0.471	0.539
convergence	yaxınlaşma	0.551	0.491	0.625
convergent	konvergent	0.781	0.490	0.696
conversant	söhbət edir	0.724	0.360	0.542
conversation	söhbət	0.750	0.510	0.609
conversational	söhbət	0.719	0.431	0.596
conversationalist	söhbətçi	0.719	0.467	0.667
converse	söhbət	0.594	0.406	0.598
conversing	söhbət	0.755	0.409	0.442
conversion	dönüşüm	0.480	0.605	0.736
convert	çevirmək	0.551	0.538	0.704
converted	çevrildi	0.663	0.418	0.686
convertible	konvertasiya edilə bilər	0.542	0.529	0.717
convex	konveks	0.438	0.427	0.445
convexity	konveksiya	0.449	0.354	0.484
convey	çatdırmaq	0.719	0.633	0.708
conveyance	çatdırılma	0.615	0.520	0.455
conveyancing	nəqli	0.375	0.479	0.663
convict	məhkum	0.177	0.840	0.477
conviction	məhkumluq	0.615	0.704	0.826
convince	inandırmaq	0.708	0.539	0.763
convinced	inandırdı	0.750	0.500	0.630
convincing	inandırıcı	0.760	0.527	0.900
convocation	çağırış	0.538	0.611	0.663
convoluted	qarışdırılmışdır	0.323	0.614	0.433
convolution	konvolution	0.417	0.559	0.527
convoy	konvoy	0.500	0.671	0.639
coo	coo	0.490	0.439	0.500
cook	aşpaz	0.847	0.500	0.412
cookbook	yemək dəftəri	0.602	0.346	0.398
cooker	qril	0.592	0.373	0.407
cookery	aşpazlıq	0.633	0.368	0.345
cookie	çerez	0.792	0.306	0.250
cookies	Peçenyelər	0.823	0.451	0.316
cooking	yemək	0.694	0.510	0.434
cookout	yemək	0.680	0.406	0.482
cool	sərin	0.885	0.540	0.781
coolant	soyuducu	0.720	0.412	0.456
cooler	soyuducu	0.664	0.375	0.460
cooling	soyutma	0.469	0.324	0.392
coolness	sərinlik	0.490	0.307	0.548
coon	coon	0.490	0.460	0.400
coop	coop	0.612	0.445	0.650
cooperate	əməkdaşlıq	0.898	0.451	0.582
cooperating	əməkdaşlıq edir	0.760	0.390	0.693
cooperation	əməkdaşlıq	0.847	0.473	0.686
cooperative	kooperativ	0.816	0.461	0.670
coordinate	əlaqələndirirlər	0.698	0.429	0.694
coordination	koordinasiya	0.677	0.454	0.789
coordinator	koordinator	0.750	0.510	0.850
cop	polis	0.327	0.770	0.836
copacetic	NO TRANSLATION	0.510	0.471	0.453
cope	öhdəsindən gəlin	0.592	0.647	0.709
copier	fotokopi	0.459	0.345	0.390
copilot	copilot	0.640	0.538	0.573
coping	mübarizə	0.562	0.630	0.613
copious	çox	0.427	0.462	0.527
copper	mis	0.580	0.260	0.500
copter	copter	0.571	0.704	0.569
copy	surəti	0.460	0.240	0.263
copycat	copycat	0.449	0.580	0.443
copying	çıxarmaq	0.448	0.315	0.404
copyright	müəllif hüquqları	0.458	0.402	0.663
coral	mercan	0.802	0.231	0.425
coral snake	mercan yağı	0.276	0.712	0.607
cord	kordon	0.388	0.378	0.358
cordial	səmimi	0.823	0.312	0.482
cordless	simsiz	0.667	0.441	0.528
cordon	kordon	0.469	0.317	0.380
corduroy	corduroy	0.570	0.324	0.357
core	çekirdek	0.721	0.378	0.540
cork	mantar	0.347	0.250	0.281
corkscrew	tirnoq	0.427	0.443	0.445
corn	qarğıdalı	0.594	0.196	0.292
cornball	qarğıdalı	0.479	0.378	0.325
cornbread	cornbread	0.643	0.304	0.302
cornea	kornea	0.521	0.346	0.443
corned	buruq	0.459	0.441	0.425
corner	künc	0.400	0.296	0.366
cornerstone	təməl daş	0.550	0.388	0.596
cornet	kornet	0.507	0.520	0.415
cornfield	qarğıdalı	0.719	0.310	0.349
cornflakes	qarışqalar	0.729	0.346	0.355
cornice	korniş	0.458	0.441	0.295
cornstarch	cornstarch	0.643	0.299	0.337
corny	qarışıqlıq	0.448	0.370	0.221
corollary	nəticələr	0.458	0.469	0.366
corona	korona	0.818	0.439	0.745
coronary	koronar	0.567	0.613	0.509
coronation	koronasiya	0.792	0.592	0.836
coroner	koroner	0.323	0.558	0.526
corporal	koral	0.582	0.490	0.596
corporate	korporativ	0.592	0.454	0.745
corporation	korporasiya	0.429	0.332	0.873
corporeal	cismani	0.520	0.350	0.461
corps	korpus	0.551	0.453	0.483
corpse	cəsəd	0.094	0.657	0.232
corpsman	korpus	0.439	0.469	0.651
corpus	korpus	0.543	0.340	0.490
corral	corral	0.606	0.662	0.422
correct	düzgündür	0.857	0.306	0.723
correction	düzəliş	0.448	0.485	0.558
correctional	düzəliş	0.292	0.713	0.602
corrective	düzəldir	0.448	0.528	0.613
correctness	düzgünlük	0.796	0.450	0.649
correlation	korrelyasiya	0.596	0.462	0.571
correlative	əlaqəli	0.510	0.402	0.571
correspond	uyğun	0.710	0.452	0.545
correspondence	yazışma	0.663	0.423	0.491
correspondent	müxbir	0.573	0.565	0.712
corresponding	uyğun	0.740	0.423	0.618
corridor	koridor	0.604	0.589	0.592
corroborate	təsdiq edirəm	0.671	0.471	0.616
corroboration	təsdiqləmə	0.625	0.431	0.733
corrosion	korroziya	0.156	0.610	0.348
corrosive	korroziyadır	0.140	0.618	0.570
corrupt	korrupsiya	0.020	0.806	0.500
corrupting	zərər verən	0.062	0.804	0.380
corruption	korrupsiya	0.052	0.830	0.549
corsage	corsage	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	korset	0.490	0.520	0.381
cortex	korteks	0.594	0.439	0.529
cortical	kortikal	0.380	0.423	0.536
cortisone	kortizon	0.427	0.395	0.456
corvette	corvette	0.551	0.520	0.598
cosmetic	kosmetik	0.625	0.304	0.308
cosmetics	kosmetika	0.765	0.464	0.472
cosmic	kosmik	0.663	0.538	0.692
cosmology	kosmologiya	0.651	0.438	0.637
cosmopolitan	kosmopolit	0.823	0.510	0.760
cosmos	kosmos	0.860	0.478	0.664
cost	qiyməti	0.365	0.420	0.439
costly	bahalı	0.316	0.650	0.642
costume	kostyum	0.548	0.510	0.374
cosy	rahat	0.847	0.255	0.518
cot	uşaq çarpayısı	0.625	0.230	0.278
cote	cote	0.439	0.344	0.324
cottage	kottec	0.600	0.279	0.361
cotton	pambıq	0.639	0.071	0.240
couch	divan	0.594	0.082	0.198
cougar	yanıx xalaşka	0.438	0.588	0.538
cough	öskürək	0.255	0.627	0.241
council	məclis	0.875	0.279	0.635
councilman	məclis	0.531	0.367	0.793
counsel	məsləhətdir	0.594	0.519	0.730
counseling	məsləhətdir	0.667	0.480	0.704
counsellor	məsləhətçi	0.823	0.327	0.740
counselor	məsləhətçi	0.873	0.365	0.706
count	saymaq	0.594	0.389	0.492
countdown	Geri sayma	0.438	0.692	0.490
countenance	üzr	0.635	0.440	0.690
counter	əksinə	0.439	0.478	0.750
counteract	qarşıdurma	0.378	0.542	0.688
counterattack	əks hücum	0.281	0.951	0.764
counterbalance	balans	0.520	0.480	0.627
counterclaim	qarşı iddia	0.398	0.760	0.651
counterfeit	saxta	0.094	0.694	0.451
counterpart	həmkarı	0.448	0.608	0.577
counterpoint	qarşılıqlı mövqe	0.438	0.509	0.538
countess	qəsəbə	0.562	0.440	0.670
countless	saysız	0.520	0.566	0.534
country	ölkə	0.698	0.394	0.693
countryman	kəndli	0.673	0.441	0.789
countrymusic	NO TRANSLATION	0.795	0.451	0.438
countryside	kənd	0.732	0.288	0.327
counts	sayar	0.343	0.373	0.500
county	ilçe	0.479	0.368	0.545
coup	zərbə	0.275	0.815	0.607
coupe	kupe	0.479	0.460	0.482
couple	cüt	0.806	0.605	0.607
coupled	birləşdi	0.612	0.286	0.650
coupling	birləşmə	0.594	0.479	0.555
coupon	kupon	0.704	0.300	0.421
courage	cəsarət	0.830	0.728	0.849
courageous	cəsarətli	0.918	0.587	0.879
courier	Kuryer	0.551	0.383	0.441
courses	kurslar	0.735	0.412	0.534
coursing	dərslik	0.542	0.472	0.546
court	məhkəmə	0.479	0.769	0.827
courteous	nəzakətli	0.937	0.396	0.529
courtesy	nəzakət	0.927	0.287	0.431
courthouse	ədliyyə	0.571	0.503	0.818
courtroom	məhkəmə zalında	0.385	0.670	0.887
courts	məhkəmələr	0.367	0.710	0.816
courtship	məhkəməlik	0.667	0.490	0.654
courtside	məhkəmə	0.592	0.391	0.434
courtyard	Həyət	0.503	0.365	0.355
cousin	cousin	0.675	0.394	0.427
cousins	cousins	0.760	0.409	0.464
cove	Koyun	0.500	0.304	0.370
coven	coven	0.458	0.578	0.591
covenant	əhd	0.594	0.462	0.667
cover	əhatə edir	0.365	0.240	0.471
coverage	əhatə dairəsi	0.767	0.413	0.629
covered	örtülüdür	0.562	0.340	0.644
covering	əhatə edir	0.615	0.382	0.583
covert	gizli	0.500	0.570	0.508
covet	covet	0.302	0.779	0.524
coveted	coveted	0.661	0.730	0.625
cow	inək	0.449	0.230	0.300
coward	qorxaq	0.102	0.490	0.149
cowardice	qorxaqlıq	0.133	0.621	0.167
cowardly	qorxaq	0.102	0.385	0.127
cowboy	kovboy	0.594	0.625	0.695
cowgirl	inəkli qız	0.541	0.566	0.554
cowhand	cowhand	0.438	0.480	0.596
cowhide	cowhide	0.458	0.324	0.333
cowl	cowl	0.427	0.450	0.232
coworker	işəgötürən	0.667	0.490	0.625
coy	coy	0.347	0.330	0.213
coyote	coyote	0.459	0.471	0.387
cozy	rahat	0.910	0.356	0.545
crab	yencək	0.421	0.396	0.330
crabby	yırtıcı	0.198	0.812	0.370
crack	çatlaq	0.302	0.625	0.400
cracked	çatladı	0.224	0.520	0.228
cracker	kraker	0.604	0.343	0.346
crackerjack	crackerjack	0.567	0.509	0.426
cracking	çatlama	0.327	0.557	0.286
crackle	çaxmaq	0.327	0.643	0.481
crackpot	crackpot	0.260	0.602	0.245
cradle	beşik	0.776	0.194	0.333
craft	sənətkarlıq	0.760	0.321	0.539
crafts	sənətkarlıq	0.667	0.380	0.391
craftsman	sənətkarı	0.719	0.310	0.583
craftsmanship	sənətkarlıq	0.823	0.373	0.571
