Word	Hungarian-hu	Valence	Arousal	Dominance
distinguishing	megkülönböztető	0.622	0.363	0.640
distort	torzítják	0.100	0.740	0.366
distorted	eltorzult	0.250	0.521	0.280
distortion	torzítás	0.299	0.570	0.380
distract	eltérít	0.241	0.609	0.336
distracted	zaklatott	0.194	0.392	0.213
distracting	zavaró	0.445	0.583	0.400
distraction	zaklatottság	0.402	0.557	0.390
distraught	zavarodott	0.115	0.903	0.264
distress	szorongás	0.073	0.840	0.396
distressed	szomorú	0.143	0.771	0.324
distressing	lesújtó	0.075	0.750	0.375
distribute	terjeszteni	0.643	0.596	0.709
distribution	terjesztés	0.635	0.548	0.788
distributor	elosztó	0.702	0.447	0.718
district	kerület	0.438	0.327	0.660
distrust	bizalmatlanság	0.060	0.670	0.276
disturb	zavar	0.175	0.760	0.481
disturbance	zavarás	0.146	0.907	0.404
disturbed	zavart	0.125	0.870	0.305
disturbing	zavaró	0.146	0.792	0.439
disuse	használatlanság	0.229	0.229	0.202
disused	használaton kívüli	0.250	0.302	0.186
ditch	árok	0.357	0.364	0.322
ditto	ugyanaz	0.449	0.418	0.411
ditty	dalocska	0.470	0.433	0.334
diurnal	egynapi	0.714	0.296	0.443
diva	díva	0.660	0.657	0.596
divan	NO TRANSLATION	0.750	0.202	0.262
dive	zuhanás	0.583	0.531	0.500
diver	búvár	0.594	0.520	0.564
diverge	eltér	0.375	0.657	0.520
divergence	eltérés	0.429	0.615	0.687
divergent	divergens	0.449	0.660	0.587
diverging	széttartó	0.417	0.613	0.573
divers	különféle	0.583	0.580	0.602
diverse	különböző	0.562	0.519	0.604
diversified	változatos	0.602	0.538	0.549
diversify	változatossá	0.656	0.588	0.464
diversion	elterelés	0.740	0.821	0.714
diversionary	elterelő	0.551	0.587	0.300
diversity	sokféleség	0.806	0.472	0.711
divert	elterelje	0.344	0.622	0.407
diverting	szórakoztató	0.396	0.571	0.537
divest	megfoszt	0.365	0.547	0.424
divested	megfosztott	0.333	0.449	0.311
divestment	elidegenítése	0.302	0.509	0.382
divide	feloszt	0.333	0.520	0.417
divided	megosztott	0.271	0.623	0.391
dividend	osztalék	0.583	0.491	0.566
divination	jövőbelátás	0.500	0.650	0.545
divine	isteni	0.918	0.571	0.885
divinity	istenség	0.896	0.559	0.774
divisible	osztható	0.323	0.462	0.411
division	osztály	0.370	0.481	0.472
divisor	osztó	0.344	0.517	0.455
divorce	válás	0.042	0.700	0.385
divorcee	elvált ember	0.153	0.610	0.481
divulge	közzétesz	0.531	0.718	0.467
divvy	osztalék	0.351	0.462	0.429
dizziness	szédülés	0.229	0.555	0.254
dizzy	szédülő	0.199	0.582	0.193
do	csinál	0.670	0.548	0.536
doable	megvalósítható	0.760	0.404	0.675
doc	doc	0.458	0.317	0.392
docile	tanulékony	0.604	0.259	0.264
dock	dokk	0.490	0.409	0.481
docked	dokkolt	0.281	0.754	0.398
docket	jegyzék	0.505	0.509	0.607
docking	dokkolás	0.354	0.596	0.587
doctor	orvos	0.700	0.531	0.861
doctorate	doktorátus	0.776	0.479	0.841
doctrinal	elvi	0.510	0.373	0.673
doctrine	elmélet	0.500	0.394	0.769
document	dokumentum	0.594	0.240	0.667
documentary	dokumentumfilm	0.622	0.213	0.596
documentation	dokumentáció	0.719	0.290	0.667
documents	dokumentumok	0.530	0.250	0.587
dodge	kitérés	0.333	0.760	0.509
dodger	svindler	0.427	0.454	0.490
dodging	elől	0.396	0.654	0.382
dodgy	agyafúrt	0.281	0.510	0.254
dodo	dodó	0.438	0.306	0.353
doe	dámvadtehén	0.550	0.336	0.336
doer	cselekvő	0.724	0.550	0.728
dog	kutya	0.704	0.500	0.407
dogface	kutyafej	0.219	0.470	0.264
dogged	makacs	0.255	0.750	0.594
doggy	kutyaszerű	0.646	0.491	0.404
doghouse	kutyaól	0.438	0.417	0.340
dogma	dogma	0.530	0.460	0.719
dogmatic	dogmatikus	0.448	0.520	0.654
dogsick	NO TRANSLATION	0.571	0.490	0.377
doings	cselekedeteik	0.604	0.491	0.705
doit	NO TRANSLATION	0.500	0.519	0.392
dojo	dojo	0.500	0.435	0.455
doldrums	nyomott kedélyállapot	0.229	0.425	0.266
dole	alamizsna	0.448	0.402	0.348
doll	baba	0.729	0.321	0.330
dollar	dollár	0.755	0.632	0.694
dollhouse	babaház	0.643	0.245	0.363
dolor	NO TRANSLATION	0.167	0.635	0.375
dolphin	delfin	0.776	0.350	0.414
domain	domain	0.573	0.549	0.828
dome	kupola	0.620	0.398	0.509
domestic	belföldi	0.729	0.327	0.500
domesticated	szelídített	0.635	0.360	0.294
domestication	domesztikáció	0.594	0.390	0.435
domicile	lakóhely	0.604	0.292	0.529
domiciled	lakóhelye	0.542	0.340	0.516
dominance	fölény	0.542	0.775	0.839
dominant	uralkodó	0.406	0.854	0.893
dominate	uralkodik	0.439	0.814	0.953
dominating	játszó	0.427	0.769	0.902
domination	uralom	0.505	0.786	0.959
dominatrix	domina	0.390	0.727	0.709
dominion	uralom	0.542	0.704	0.890
domino	dominó	0.594	0.510	0.473
don	Don	0.646	0.454	0.702
donate	adományoz	0.774	0.462	0.577
donation	adomány	0.792	0.398	0.602
donkey	szamár	0.406	0.367	0.245
donor	donor	0.714	0.490	0.653
dontlikeyou	NO TRANSLATION	0.055	0.500	0.282
dontmess	NO TRANSLATION	0.396	0.482	0.440
dontmesswithme	dontmesswithme	0.312	0.635	0.440
dontpanic	dontpanic	0.469	0.465	0.425
dontunderstand	NO TRANSLATION	0.219	0.357	0.271
doodle	firkál	0.604	0.402	0.376
doom	végzet	0.073	0.750	0.442
doomed	kudarcra ítélt	0.041	0.755	0.301
doomsday	utolsó ítélet	0.125	0.861	0.670
door	ajtó	0.549	0.189	0.421
doorbell	csengő	0.564	0.500	0.307
doorknob	kilincs	0.406	0.553	0.462
doorman	portás	0.570	0.371	0.491
doormat	lábtörlő	0.458	0.269	0.267
doornail	doornail	0.459	0.370	0.423
doorstep	küszöb	0.531	0.274	0.391
doorway	kapualj	0.573	0.304	0.496
dopamine	dopamin	0.548	0.469	0.426
dope	kábítószer	0.295	0.855	0.425
dopey	kábult	0.320	0.380	0.365
dork	dork	0.272	0.519	0.361
dorky	különc	0.302	0.480	0.390
dorm	kollégium	0.719	0.194	0.327
dormant	alvó	0.385	0.245	0.245
dormitory	hálóterem	0.633	0.204	0.382
dorsal	háti	0.449	0.360	0.445
dosage	adagolás	0.344	0.450	0.490
dose	dózis	0.458	0.490	0.427
dossier	dosszié	0.357	0.380	0.544
dot	pont	0.434	0.290	0.391
doting	szenilis	0.888	0.415	0.426
dotted	pontozott	0.480	0.347	0.426
dotty	hülye	0.375	0.402	0.393
double	kettős	0.677	0.378	0.569
doubled	megduplázódott	0.427	0.536	0.560
doublet	doublet	0.420	0.431	0.500
doubling	megduplázva	0.459	0.452	0.464
doubt	kétség	0.395	0.351	0.231
doubtful	kétséges	0.250	0.465	0.241
doubting	kételkedés	0.224	0.560	0.189
doubtless	kétségtelenül	0.688	0.415	0.689
doubts	kétségek	0.306	0.448	0.305
douche	zuhany	0.490	0.413	0.397
douchebags	douchebags	0.327	0.587	0.366
dough	guba	0.588	0.229	0.391
doughboy	zsemlegombóccal	0.365	0.443	0.396
doughnut	fánk	0.663	0.380	0.279
dour	morcos	0.360	0.404	0.325
douse	bevon	0.365	0.453	0.412
dove	galamb	0.729	0.235	0.437
down	le-	0.208	0.330	0.264
downcast	lehangolt	0.071	0.500	0.222
downer	Downer	0.120	0.594	0.226
downfall	bukás	0.200	0.717	0.182
downfield	downfield	0.521	0.330	0.380
downhearted	lehangolt	0.119	0.461	0.255
downhill	lesiklás	0.292	0.573	0.279
download	Letöltés	0.602	0.490	0.503
downpour	felhőszakadás	0.328	0.602	0.481
downright	egyenes	0.625	0.454	0.679
downriver	folyón	0.542	0.469	0.279
downside	hátránya	0.190	0.400	0.246
downtime	állásidő	0.240	0.226	0.324
downward	lefelé	0.188	0.347	0.255
downy	pelyhes	0.630	0.170	0.255
dowry	hozomány	0.604	0.453	0.544
doze	szundikál	0.592	0.200	0.405
dozen	tucat	0.583	0.343	0.425
drab	sárgásszürke	0.327	0.300	0.242
draft	vázlat	0.438	0.360	0.351
drafty	huzatos	0.458	0.500	0.518
drag	ellenállás	0.388	0.606	0.348
dragon	sárkány	0.541	0.821	0.712
dragonfly	szitakötő	0.571	0.373	0.357
drain	csatorna	0.277	0.470	0.222
drainage	csatornázás	0.219	0.354	0.307
drained	lecsapolt	0.310	0.441	0.352
draining	elvezetését	0.337	0.396	0.304
drainpipe	lefolyócső	0.417	0.413	0.277
drake	gácsér	0.467	0.411	0.452
drama	dráma	0.430	0.755	0.481
dramaqueen	NO TRANSLATION	0.337	0.682	0.482
dramatic	drámai	0.367	0.780	0.443
drape	szövet	0.417	0.439	0.404
drapery	szövetek	0.479	0.220	0.223
drastic	drasztikus	0.194	0.839	0.657
drat	NO TRANSLATION	0.302	0.516	0.409
draught	vázlat	0.465	0.245	0.316
draw	húz	0.704	0.449	0.481
drawback	hátrány	0.302	0.422	0.148
drawbridge	felvonóhíd	0.551	0.557	0.438
drawer	rajzoló	0.429	0.196	0.292
drawers	fiókok	0.539	0.260	0.236
drawing	rajz	0.698	0.216	0.333
dread	retteg	0.153	0.792	0.368
dreaded	rettegett	0.122	0.706	0.460
dreadful	szörnyű	0.092	0.786	0.348
dreadfully	félelmetesen	0.246	0.806	0.306
dreading	rettegve	0.125	0.760	0.377
dream	álom	0.844	0.157	0.328
dreamboat	dreamboat	0.776	0.491	0.458
dreamer	álmodozó	0.820	0.394	0.455
dreaming	ábrándozás	0.854	0.320	0.336
dreamland	álom ország	0.844	0.471	0.566
dreams	álmok	0.865	0.415	0.530
dreamt	álmodott	0.812	0.380	0.518
dreamy	álmodozó	0.837	0.350	0.500
dreary	sivár	0.260	0.490	0.324
dredge	kotor	0.427	0.445	0.444
drenched	átáztatja	0.302	0.361	0.388
dress	ruha	0.760	0.300	0.345
dresser	öltözködőasztal	0.604	0.398	0.473
dressmaker	varrónő	0.698	0.460	0.483
dressy	elegáns	0.800	0.570	0.696
dribble	NO TRANSLATION	0.417	0.551	0.465
dried	szárított	0.427	0.260	0.385
drier	szárító	0.306	0.347	0.392
drift	sodródás	0.316	0.520	0.375
drifted	sodródott	0.312	0.542	0.310
drifter	halászcsónak	0.449	0.512	0.391
driftwood	uszadék	0.321	0.283	0.439
drill	fúró	0.250	0.602	0.573
drink	ital	0.650	0.552	0.474
drinker	ivó	0.365	0.735	0.441
drinking	ivás	0.562	0.459	0.317
drinks	italok	0.729	0.656	0.412
drip	csöpög	0.392	0.193	0.175
dripping	csöpögő	0.302	0.257	0.267
drive	hajtás	0.625	0.689	0.713
drivel	nyál	0.398	0.469	0.463
driver	sofőr	0.553	0.538	0.637
driveway	műút	0.612	0.392	0.689
drizzle	szitálás	0.521	0.353	0.319
droll	bohókás	0.459	0.573	0.422
drone	zümmög	0.429	0.686	0.596
drones	herék	0.398	0.577	0.588
drool	nyáladzik	0.385	0.398	0.204
drooping	hervadás	0.245	0.558	0.353
droopy	hervatag	0.438	0.350	0.297
drop	csepp	0.479	0.321	0.291
droplet	cseppecske	0.625	0.208	0.194
dropout	kidobni	0.253	0.550	0.481
dropper	csöpögtető	0.333	0.216	0.236
drought	aszály	0.133	0.353	0.267
drove	NO TRANSLATION	0.541	0.528	0.623
drown	megfullad	0.071	0.860	0.270
drowsiness	álmosság	0.260	0.194	0.303
drowsy	álmosító	0.375	0.180	0.240
drudgery	robotolás	0.094	0.522	0.241
drug	drog	0.214	0.790	0.453
drug dealing	a kábítószer-terjesztés	0.042	0.843	0.500
drugged	gyógyszerezett	0.102	0.750	0.321
druggist	patikus	0.240	0.561	0.417
drugs	gyógyszerek	0.167	0.750	0.368
drugstore	gyógyszertár	0.490	0.343	0.518
druid	druida	0.517	0.445	0.481
drum	dob	0.615	0.679	0.339
drummer	dobos	0.646	0.700	0.564
drumming	dobolás	0.594	0.750	0.426
drunk	részeg	0.194	0.800	0.250
drunk driving	ittas vezetés	0.073	0.900	0.306
drunkard	iszákos	0.240	0.873	0.250
drunken	ittas	0.155	0.849	0.250
drunkenness	részegség	0.214	0.774	0.336
dry	száraz	0.363	0.169	0.311
dryer	szárítógép	0.479	0.343	0.277
dryness	szárazság	0.292	0.296	0.263
dual	dupla	0.573	0.330	0.384
dualism	dualizmus	0.490	0.406	0.536
duality	kettősség	0.438	0.520	0.503
dub	dub	0.510	0.480	0.387
dubious	kétes	0.414	0.480	0.198
duchess	hercegnő	0.656	0.548	0.711
duck	kacsa	0.594	0.337	0.236
ducking	vízbeesés	0.344	0.573	0.294
duckling	kiskacsa	0.602	0.353	0.263
ducky	drágicám	0.520	0.430	0.368
duct	csatorna	0.449	0.435	0.430
ductile	hajlítható	0.508	0.420	0.433
dud	tehetetlen	0.167	0.455	0.246
dude	haver	0.809	0.356	0.615
duds	fel nem robbant bomba	0.347	0.311	0.339
due	esedékes	0.562	0.340	0.467
duel	párbaj	0.271	0.696	0.589
dues	illeték	0.367	0.461	0.288
duet	duett	0.694	0.693	0.527
duffel	düftin	0.500	0.400	0.384
dugout	lövészárok	0.490	0.370	0.463
duh	duh	0.357	0.461	0.364
duke	herceg	0.667	0.440	0.669
dull	unalmas	0.194	0.120	0.185
dullard	tökfej	0.450	0.480	0.365
dumb	néma	0.188	0.330	0.151
dumbasses	dumbasses	0.316	0.590	0.363
dumbbell	súlyzó	0.302	0.469	0.364
dumbbitch	NO TRANSLATION	0.281	0.636	0.393
dumfound	dumfound	0.271	0.551	0.295
dumfounder	NO TRANSLATION	0.406	0.481	0.400
dummy	színlelt	0.440	0.144	0.250
dump	lerak	0.345	0.500	0.370
dumpling	gombóc	0.580	0.321	0.360
dumps	guba	0.302	0.583	0.365
dumpster	kuka	0.229	0.418	0.101
dun	szürkésbarna	0.458	0.431	0.339
dunce	tökfilkó	0.188	0.327	0.146
dune	dűne	0.459	0.173	0.414
dung	NO TRANSLATION	0.104	0.549	0.149
dungeon	dungeon	0.276	0.608	0.440
dunk	tunkol	0.406	0.333	0.475
duo	duó	0.510	0.500	0.447
dupe	balek	0.184	0.760	0.327
duplex	kettős	0.592	0.452	0.467
duplicate	másolat	0.521	0.490	0.338
duplication	átfedések	0.480	0.564	0.577
duplicity	kétszínűség	0.406	0.500	0.578
durability	tartósság	0.750	0.398	0.813
durable	tartós	0.740	0.294	0.688
duration	tartam	0.656	0.370	0.536
duress	kényszer	0.302	0.569	0.612
dusk	szürkület	0.532	0.276	0.519
dusky	homályos	0.229	0.528	0.324
dust	por	0.344	0.246	0.241
duster	poroló	0.408	0.265	0.296
dustpan	szemétlapát	0.609	0.466	0.371
dusty	poros	0.406	0.294	0.255
dutiful	kötelességtudó	0.724	0.245	0.585
duty	kötelesség	0.583	0.579	0.651
dwarf	törpe	0.370	0.340	0.288
dwarfed	törpenövésű	0.365	0.265	0.293
dweeb	dweeb	0.354	0.446	0.327
dwell	lakik	0.698	0.245	0.611
dweller	lakos	0.615	0.304	0.500
dwelling	tartózkodás	0.765	0.330	0.481
dye	festék	0.479	0.314	0.371
dying	haldoklik	0.040	0.664	0.422
dyke	gát	0.438	0.396	0.566
dynamic	dinamikus	0.724	0.750	0.836
dynamical	dinamikai	0.786	0.730	0.827
dynamics	dinamika	0.745	0.682	0.774
dynamite	dinamit	0.344	0.860	0.783
dynamo	dinamó	0.531	0.650	0.593
dynasty	dinasztia	0.725	0.588	0.936
dysentery	vérhas	0.260	0.528	0.345
dysfunction	működési zavar	0.156	0.410	0.386
dysfunctional	működésképtelen	0.125	0.558	0.307
dyspepsia	dyspepsia	0.212	0.470	0.460
eager	mohó	0.521	0.812	0.306
eagerness	vágy	0.406	0.621	0.443
eagle	sas	0.604	0.594	0.679
ear	fül	0.469	0.216	0.231
earful	fontos hír	0.533	0.462	0.443
earl	gróf	0.582	0.461	0.794
earlier	korábban	0.562	0.352	0.339
early	korai	0.633	0.373	0.426
earn	pénzt keres	0.865	0.769	0.817
earnest	komoly	0.653	0.380	0.670
earnestly	komolyan	0.847	0.490	0.717
earnestness	komolyság	0.812	0.373	0.615
earnings	kereset	0.938	0.650	0.875
earpiece	fülhallgató	0.583	0.286	0.452
earring	fülbevaló	0.583	0.520	0.500
earrings	fülbevaló	0.676	0.346	0.517
earshot	hallótávolság	0.552	0.332	0.408
earth	föld	0.750	0.225	0.614
earthenware	agyagedény	0.552	0.210	0.320
earthling	földlakó	0.531	0.412	0.570
earthly	földi	0.625	0.318	0.518
earthquake	földrengés	0.073	0.930	0.812
earthy	földes	0.375	0.413	0.404
ease	nyugalom	0.796	0.385	0.491
easel	festőállvány	0.694	0.340	0.527
easement	enyhítés	0.479	0.345	0.302
easily	könnyen	0.885	0.279	0.453
east	keleti	0.510	0.250	0.317
eastbound	keletre tartó	0.541	0.408	0.402
eastern	keleti	0.521	0.420	0.480
easy	könnyen	0.865	0.194	0.373
easygoing	lezser	0.823	0.276	0.538
eat	eszik	0.731	0.500	0.464
eater	evő	0.459	0.337	0.510
eating	enni	0.847	0.491	0.615
eatingdisorders	NO TRANSLATION	0.365	0.608	0.508
eavesdrop	ereszalja	0.375	0.710	0.368
eavesdropping	hallgatózás	0.490	0.380	0.441
ebb	apály	0.354	0.451	0.404
ebony	ébenfa	0.490	0.317	0.400
ebullient	forrásban levő	0.659	0.856	0.746
eccentric	különc	0.531	0.806	0.721
eccentricity	különcség	0.408	0.735	0.745
ecclesiastical	egyházi	0.673	0.270	0.660
echelon	lépcső	0.490	0.404	0.425
echinacea	echinacea	0.592	0.418	0.454
echo	visszhang	0.573	0.373	0.345
eclectic	eklektikus	0.646	0.542	0.508
eclipse	fogyatkozás	0.541	0.469	0.616
ecliptic	ekliptika	0.531	0.520	0.556
ecological	ökológiai	0.885	0.290	0.607
economic	gazdasági	0.561	0.408	0.639
economical	gazdaságos	0.667	0.564	0.673
economics	közgazdaságtan	0.625	0.481	0.632
economy	gazdaság	0.583	0.434	0.771
ecosystem	ökoszisztéma	0.729	0.259	0.633
ecstasy	eksztázis	0.796	0.922	0.655
ecstatic	elragadtatott	0.875	0.769	0.742
ecumenical	ökumenikus	0.561	0.450	0.547
eddy	örvény	0.500	0.394	0.350
edema	ödéma	0.250	0.519	0.318
edge	él	0.439	0.470	0.468
edging	szegélyezés	0.479	0.394	0.370
edgy	ideges	0.281	0.895	0.306
edible	ehető	0.750	0.425	0.497
edict	rendelet	0.316	0.547	0.560
edification	tanulság	0.625	0.481	0.697
edifice	épület	0.551	0.403	0.610
edit	szerkesztés	0.510	0.410	0.544
editing	szerkesztés	0.604	0.404	0.493
edition	kiadás	0.542	0.455	0.564
editor	szerkesztő	0.772	0.431	0.673
editorial	szerkesztőségi	0.583	0.330	0.570
educate	oktat	0.760	0.380	0.728
educated	művelt	0.816	0.297	0.625
education	oktatás	0.896	0.275	0.840
educational	nevelési	0.745	0.457	0.764
educator	pedagógus	0.827	0.317	0.845
eeeek	NO TRANSLATION	0.367	0.540	0.349
eeek	NO TRANSLATION	0.333	0.490	0.302
eek	EEK	0.292	0.529	0.343
eel	angolna	0.292	0.564	0.487
eerie	kísérteties	0.265	0.771	0.442
effect	hatás	0.570	0.518	0.608
effective	hatékony	0.844	0.632	0.891
effectiveness	hatékonyság	0.640	0.654	0.812
effects	hatások	0.470	0.578	0.379
effectual	hatékony	0.776	0.559	0.820
effectually	hathatósan	0.724	0.500	0.594
effectuate	megvalósít	0.510	0.602	0.679
effeminate	elpuhult	0.337	0.619	0.291
efficacious	hatékony	0.823	0.698	0.845
efficacy	hatékonyság	0.802	0.490	0.906
efficiency	hatékonyság	0.802	0.509	0.892
efficient	hatékony	0.959	0.604	0.830
effigy	képmás	0.510	0.440	0.401
effort	erőfeszítés	0.698	0.778	0.858
effortless	megerőltetés nélküli	0.626	0.090	0.352
effusion	kiömlés	0.344	0.730	0.472
effyou	NO TRANSLATION	0.354	0.529	0.490
egg	tojás	0.684	0.241	0.293
egghead	tojásfejű	0.316	0.492	0.284
eggnog	tojáslikőr	0.635	0.360	0.259
eggplant	padlizsán	0.592	0.152	0.323
eggshell	tojáshéj	0.408	0.269	0.212
ego	ego	0.328	0.576	0.593
egomaniac	egocentrikus	0.133	0.708	0.596
egotistical	egoista	0.156	0.667	0.363
egregious	hallatlan	0.150	0.716	0.442
egress	kijárat	0.490	0.429	0.287
eight	nyolc	0.540	0.199	0.315
eighteen	tizennyolc	0.523	0.340	0.404
eighth	nyolcadik	0.531	0.226	0.380
eighty	nyolcvan	0.500	0.300	0.453
ejaculate	lövell	0.604	0.896	0.604
ejaculation	ejakuláció	0.615	0.893	0.547
eject	kilövell	0.434	0.656	0.559
ejection	kidobás	0.188	0.836	0.554
elaborate	bonyolult	0.561	0.367	0.680
elaboration	kidolgozás	0.708	0.500	0.598
elan	NO TRANSLATION	0.562	0.367	0.500
elapse	eltelik	0.514	0.440	0.455
elapsed	eltelt	0.583	0.451	0.493
elastic	rugalmas	0.656	0.518	0.385
elasticity	rugalmasság	0.635	0.452	0.582
elated	felajzott	0.792	0.960	0.725
elation	euphoria	0.740	0.853	0.623
elbow	könyök	0.448	0.133	0.254
eld	öregkor	0.471	0.292	0.451
elder	idősebb	0.448	0.153	0.462
elderly	idős	0.615	0.212	0.283
elders	idősek	0.602	0.260	0.441
eldest	legidősebb	0.625	0.471	0.741
elect	választ	0.667	0.554	0.661
election	választás	0.625	0.519	0.651
elective	választási	0.612	0.380	0.623
elector	elektor	0.479	0.520	0.766
electoral	választói	0.490	0.631	0.602
electorate	választók	0.560	0.380	0.696
electric	elektromos	0.458	0.708	0.512
electric slide	elektromos csúszda	0.542	0.660	0.536
electrical	elektromos	0.531	0.620	0.688
electrician	villanyszerelő	0.449	0.590	0.620
electricity	elektromosság	0.698	0.810	0.733
electrify	felvillanyoz	0.520	0.769	0.737
electrocute	villamosszékkel kivégez	0.271	0.731	0.555
electrocution	áramütés	0.177	0.844	0.692
electromagnetic	elektromágneses	0.531	0.632	0.683
electron	elektron	0.520	0.455	0.560
electronic	elektronikus	0.571	0.490	0.704
electronics	elektronika	0.708	0.545	0.574
elegance	elegancia	0.918	0.396	0.824
elegant	elegáns	0.865	0.500	0.685
element	elem	0.531	0.259	0.481
elemental	elemi	0.627	0.306	0.711
elementary	alapvető	0.594	0.286	0.686
elements	elemek	0.510	0.312	0.462
elephant	elefánt	0.531	0.510	0.615
elevate	felemel	0.812	0.500	0.804
elevated	emelt	0.704	0.594	0.620
elevation	magasság	0.760	0.759	0.711
elevator	lift	0.562	0.604	0.676
eleven	tizenegy	0.449	0.250	0.430
eleventh	tizenegyedik	0.594	0.329	0.357
elf	Manó	0.460	0.457	0.315
elicit	kisüt	0.406	0.594	0.658
eligible	választható	0.750	0.400	0.518
eliminate	megszüntetése	0.265	0.670	0.324
elimination	megszüntetése	0.052	0.667	0.431
elite	elit	0.688	0.704	0.737
elitist	elitista	0.500	0.606	0.656
elixir	elixír	0.708	0.587	0.604
elk	jávorszarvas	0.439	0.337	0.340
ell	rőf	0.469	0.418	0.373
ellipse	ellipszis	0.531	0.410	0.479
ellipsis	szókihagyás	0.653	0.358	0.314
ellipsoid	ellipszoid	0.500	0.440	0.419
elliptic	elliptikus	0.500	0.431	0.528
elliptical	elliptikus	0.338	0.385	0.490
elm	szilfa	0.510	0.345	0.321
elongate	megnyúlik	0.583	0.385	0.540
elongation	nyúlás	0.561	0.500	0.500
elope	megszökik	0.396	0.694	0.528
eloquence	ékesszólás	0.729	0.490	0.804
eloquent	ékesszóló	0.870	0.680	0.741
elucidate	megmagyaráz	0.583	0.509	0.518
elucidation	magyarázat	0.650	0.574	0.586
