Word	Russian-ru	Valence	Arousal	Dominance
bonny	миловидный	0.561	0.404	0.444
bonsai	карликовое дерево	0.714	0.235	0.375
bonus	бонус	0.857	0.620	0.682
bony	костлявый	0.445	0.462	0.330
boo	бу	0.153	0.676	0.309
boob	болван	0.694	0.600	0.392
booby	балбес	0.396	0.423	0.185
booger	козявка	0.399	0.537	0.427
boogeyman	Бугимен	0.292	0.559	0.567
boogie	буги-вуги	0.590	0.543	0.400
book	книга	0.802	0.210	0.606
bookcase	книжный шкаф	0.553	0.221	0.490
bookie	букмекер	0.344	0.633	0.618
booking	бронирование	0.708	0.503	0.583
bookish	книжный	0.604	0.236	0.430
bookkeeper	счетовод	0.480	0.363	0.468
bookkeeping	счетоводство	0.520	0.214	0.592
booklet	буклет	0.510	0.270	0.351
bookmaker	букмекер	0.583	0.804	0.633
bookmark	закладка	0.543	0.441	0.415
books	книги	0.729	0.115	0.430
bookseller	продавец книг	0.583	0.317	0.456
bookshop	книжный магазин	0.688	0.291	0.389
bookstore	книжный магазин	0.771	0.180	0.503
bookworm	библиофил	0.563	0.337	0.316
boom	бум	0.604	0.655	0.731
boomer	рекламирующий	0.480	0.539	0.441
boomerang	бумеранг	0.531	0.625	0.500
booming	растущий	0.688	0.554	0.661
boon	благодеяние	0.878	0.294	0.642
boooo	NO TRANSLATION	0.271	0.549	0.255
boost	увеличение	0.865	0.730	0.750
booster	ракета-носитель	0.755	0.600	0.800
boot	ботинок	0.438	0.650	0.625
booth	стенд	0.531	0.400	0.310
bootleg	голенище	0.357	0.519	0.466
bootlegger	контрабандист	0.354	0.649	0.541
boots	ботинки	0.602	0.255	0.350
booty	добыча	0.663	0.587	0.784
booze	выпивка	0.265	0.745	0.431
bop	бибоп	0.429	0.490	0.426
bopper	Bopper	0.398	0.530	0.385
border	граница	0.406	0.382	0.424
bordering	окаймляющий	0.643	0.382	0.438
borderline	пограничный	0.449	0.520	0.490
bore	расточка	0.417	0.440	0.455
boreal	северный	0.582	0.348	0.400
bored	скучающий	0.153	0.167	0.196
boredom	скука	0.167	0.139	0.255
borer	бур	0.302	0.549	0.578
boring	скучный	0.194	0.217	0.125
born	Родился	0.865	0.509	0.591
boron	бор	0.441	0.370	0.375
borough	район	0.429	0.343	0.380
borrow	заимствовать	0.398	0.573	0.282
borrower	заемщик	0.439	0.423	0.763
bosom	лоно	0.612	0.588	0.404
boss	босс	0.310	0.627	0.954
bossy	властная	0.240	0.824	0.750
boston	Бостон	0.643	0.380	0.580
botanical	ботанический	0.660	0.259	0.491
botanist	ботаник	0.651	0.240	0.456
botany	ботаника	0.604	0.201	0.500
bother	беспокоить	0.208	0.780	0.370
bothering	утруждая	0.208	0.764	0.449
bottle	бутылка	0.469	0.236	0.336
bottleneck	горлышко бутылки	0.284	0.471	0.287
bottling	разлив	0.365	0.333	0.370
bottom	дно	0.417	0.370	0.291
bottomless	бездонный	0.310	0.470	0.368
botulism	ботулизм	0.292	0.575	0.386
boulder	валун	0.461	0.309	0.531
bounce	подпрыгивать	0.375	0.633	0.386
bouncer	вышибала	0.490	0.653	0.655
bouncy	жизнерадостный	0.562	0.565	0.429
bound	связанный	0.417	0.667	0.310
boundary	граница	0.561	0.427	0.518
boundless	беспредельный	0.684	0.642	0.652
bounds	оценки	0.378	0.426	0.604
bountiful	обильный	0.854	0.596	0.759
bounty	щедрость	0.760	0.755	0.833
bouquet	букет	0.724	0.352	0.306
bourbon	бурбон	0.602	0.490	0.517
bourgeois	буржуазный	0.439	0.593	0.682
bourgeoisie	буржуазия	0.357	0.417	0.767
bourse	парижская фондовая биржа	0.530	0.230	0.336
bout	бой	0.208	0.808	0.679
boutique	бутик	0.745	0.490	0.441
bouttime	bouttime	0.588	0.373	0.410
bovine	бычий	0.449	0.255	0.353
bow	лук	0.530	0.306	0.408
bowed	поклонилась	0.410	0.418	0.368
bowel	кишка	0.306	0.417	0.391
bowels	кишечник	0.194	0.448	0.362
bowl	миска	0.625	0.377	0.358
bowler	котелок	0.552	0.633	0.481
bowling	боулинг	0.656	0.431	0.309
bowls	чаш	0.551	0.280	0.277
box	коробка	0.500	0.179	0.312
boxcar	грузовой вагон	0.420	0.469	0.421
boxer	боксер	0.490	0.810	0.802
boxers	боксеры	0.375	0.880	0.654
boxing	заниматься боксом	0.427	0.854	0.645
boy	мальчик	0.646	0.392	0.445
boycott	бойкотировать	0.112	0.690	0.505
boyfriend	дружок	0.781	0.604	0.547
boyhood	отрочество	0.729	0.745	0.500
boyish	мальчишеский	0.698	0.562	0.462
boysenberry	Boysenberry	0.646	0.409	0.475
bozo	бозо	0.388	0.364	0.298
bra	бюстгальтер	0.672	0.529	0.509
brace	распорка	0.610	0.385	0.364
bracelet	браслет	0.776	0.340	0.322
braces	фигурные скобки	0.500	0.337	0.568
brachial	плечевой	0.388	0.363	0.464
bracket	скобка	0.490	0.350	0.682
brackets	кронштейны	0.573	0.281	0.435
brackish	солоноватый	0.469	0.368	0.421
brad	штифтик	0.490	0.385	0.402
brag	хвастать	0.347	0.545	0.578
braid	оплетка	0.427	0.222	0.216
brain	головной мозг	0.667	0.441	0.823
brainless	безмозглый	0.138	0.310	0.224
brains	мозги	0.663	0.557	0.722
brainstorm	мозговой штурм	0.794	0.784	0.636
brainwash	промывание мозгов	0.198	0.647	0.481
brainy	башковитый	0.708	0.520	0.648
brake	тормоз	0.312	0.481	0.310
bran	отруби	0.688	0.433	0.483
branch	филиал	0.538	0.206	0.250
branching	разветвление	0.520	0.422	0.472
brand	марка	0.562	0.284	0.547
brandy	бренди	0.600	0.590	0.487
brash	нахальный	0.360	0.814	0.552
brass	латунь	0.500	0.320	0.490
brass knuckle	латунный сустав	0.406	0.449	0.518
brassiere	лифчик	0.510	0.469	0.336
brat	отродье	0.312	0.440	0.231
bratwurst	братвурст	0.510	0.490	0.464
bravado	бравада	0.479	0.510	0.527
brave	Храбрый	0.837	0.750	0.917
bravery	храбрость	0.898	0.745	0.868
brawl	скандалить	0.104	0.938	0.603
brawn	мускульная сила	0.438	0.402	0.544
brazen	наглый	0.292	0.640	0.518
breach	нарушение	0.177	0.745	0.423
bread	хлеб	0.660	0.314	0.342
breadth	ширина	0.667	0.490	0.644
break	ломать	0.610	0.265	0.370
breakable	ломкий	0.194	0.667	0.408
breakaway	вырваться	0.479	0.802	0.519
breakdown	сломать	0.365	0.423	0.361
breaker	выключатель	0.323	0.527	0.520
breakers	автоматические выключатели	0.469	0.588	0.439
breakfast	завтрак	0.885	0.330	0.429
breaking and entering	взлом и проникновение	0.418	0.729	0.500
breakingnews	последние новости	0.500	0.552	0.607
breakneck	головокружительный	0.254	0.833	0.604
breakthrough	прорвать	0.680	0.525	0.718
breakup	расставаться	0.250	0.720	0.357
breast	грудь	0.753	0.429	0.500
breath	дыхание	0.684	0.392	0.451
breathe	дышать	0.833	0.373	0.518
breather	сапун	0.624	0.471	0.388
breathless	задыхающийся	0.323	0.490	0.222
breathtaking	захватывающий	0.936	0.792	0.921
breech	ягодица	0.500	0.637	0.422
breeches	бриджи	0.365	0.457	0.333
breed	разводить	0.490	0.441	0.578
breeder	производитель	0.645	0.481	0.605
breeding	разведение	0.667	0.481	0.610
breeze	ветер	0.837	0.284	0.370
breezy	свежий	0.531	0.472	0.482
brethren	братия	0.917	0.380	0.641
breve	NO TRANSLATION	0.535	0.365	0.191
brevity	краткость	0.459	0.434	0.375
brew	заваривать	0.740	0.538	0.758
brewery	пивоваренный завод	0.710	0.622	0.510
brewing	пивоварение	0.740	0.593	0.609
briar	шиповник	0.493	0.375	0.407
bribe	взятка	0.112	0.690	0.472
bribery	взяточничество	0.135	0.775	0.585
brick	кирпич	0.217	0.418	0.368
bridal	свадебный	0.823	0.655	0.596
bride	невеста	0.840	0.708	0.579
bridegroom	жених	0.809	0.736	0.527
bridesmaid	подружка невесты	0.748	0.519	0.618
bridge	мост	0.625	0.324	0.519
bridle	уздечка	0.427	0.367	0.386
brief	краткое	0.469	0.300	0.279
briefcase	портфель	0.542	0.206	0.442
briefing	брифинг	0.612	0.333	0.702
briefly	кратко	0.686	0.314	0.330
brig	бриг	0.573	0.539	0.500
brigade	бригада	0.604	0.710	0.828
bright	яркий	0.890	0.527	0.812
brighten	просиять	0.760	0.547	0.649
brightens	Увеличивает яркость	0.771	0.611	0.613
brighter	ярче	0.918	0.698	0.833
brightness	яркость	0.938	0.623	0.660
brilliance	блеск	0.990	0.673	0.830
brilliant	блестящий	0.939	0.575	0.923
brim	край	0.469	0.333	0.330
brimming	наполняясь	0.656	0.690	0.758
brimstone	сера	0.357	0.520	0.440
brine	рассол	0.333	0.481	0.361
bring	приносить	0.635	0.460	0.462
brink	Brink	0.375	0.413	0.356
brisk	юркий	0.719	0.745	0.742
brisket	грудинка	0.552	0.378	0.222
bristle	щетина	0.375	0.375	0.326
brittle	ломкий	0.276	0.490	0.272
bro	братан	0.794	0.349	0.684
broach	протяжка	0.438	0.439	0.675
broad	широкий	0.762	0.365	0.637
broadcast	широковещательный	0.615	0.587	0.355
broadcasting	вещания	0.542	0.700	0.706
broaden	расширять	0.678	0.602	0.610
broadside	бортовой залп	0.459	0.316	0.462
broadsword	палаш	0.469	0.573	0.615
brocade	парча	0.500	0.327	0.464
broccoli	брокколи	0.469	0.200	0.283
brochure	брошюра	0.552	0.226	0.391
broil	жариться	0.510	0.404	0.330
broke	сломал	0.245	0.590	0.370
broken	сломанный	0.062	0.500	0.293
brokenheart	NO TRANSLATION	0.115	0.577	0.343
brokenhearted	разбитым	0.130	0.598	0.227
broker	маклер	0.582	0.462	0.600
brokerage	брокерский	0.479	0.500	0.500
bromide	бромид	0.347	0.425	0.411
bronco	полудикая лошадь	0.500	0.510	0.473
bronze	бронза	0.622	0.333	0.526
brooch	брошь	0.531	0.260	0.380
brood	выводок	0.633	0.519	0.434
brooding	задумчивый	0.327	0.367	0.333
brook	ручей	0.594	0.347	0.412
broom	метла	0.385	0.154	0.302
broomstick	метловище	0.410	0.265	0.227
broth	бульон	0.500	0.245	0.168
brothel	бордель	0.255	0.886	0.418
brother	брат	0.823	0.361	0.546
brotherhood	братство	0.990	0.471	0.760
brotherly	братский	0.865	0.306	0.596
brow	чело	0.562	0.311	0.481
brown	коричневый	0.396	0.202	0.293
brownstone	Браунстоун	0.559	0.423	0.439
browse	просматривать	0.635	0.750	0.592
brrr	бррр	0.373	0.540	0.282
bruise	синяк	0.133	0.640	0.474
bruising	кровоподтеки	0.084	0.520	0.422
brunch	поздний завтрак	0.406	0.363	0.343
brunette	брюнетка	0.802	0.528	0.529
brunt	главный удар	0.204	0.750	0.349
brush	щетка	0.490	0.265	0.186
brutal	зверский	0.122	0.882	0.643
brutality	зверство	0.122	0.832	0.571
brute	скотина	0.115	0.547	0.379
brutish	зверский	0.270	0.837	0.588
bubble	пузырь	0.774	0.213	0.364
bubbling	кипение	0.500	0.438	0.384
bubbly	пузырчатый	0.698	0.608	0.462
bubonic	бубонный	0.280	0.530	0.394
buck	доллар	0.677	0.577	0.720
buckaroo	Buckaroo	0.448	0.469	0.479
bucket	ведро	0.408	0.167	0.336
buckle	пряжка	0.416	0.373	0.361
buckled	закрепленный	0.427	0.358	0.439
bucko	хвастливый	0.439	0.455	0.465
buckshot	картечь	0.255	0.740	0.322
buckwheat	гречиха	0.490	0.471	0.434
bud	бутон	0.460	0.402	0.333
buddha	Будда	0.690	0.198	0.604
buddhism	буддизм	0.510	0.115	0.673
buddhist	буддист	0.570	0.182	0.481
budding	многообещающий	0.490	0.500	0.355
buddy	дружище	0.884	0.585	0.655
budge	шевелиться	0.719	0.755	0.543
budget	бюджет	0.643	0.396	0.731
buff	полировать	0.561	0.425	0.361
buffalo	буйвол	0.469	0.528	0.527
buffer	буфер	0.520	0.474	0.350
buffering	буферизация	0.479	0.468	0.381
buffet	буфет	0.656	0.546	0.519
buffoon	шут	0.344	0.651	0.290
bug	ошибка	0.286	0.500	0.246
bugaboo	пугало	0.439	0.491	0.441
bugged	прослушивают	0.561	0.439	0.500
bugger	мудак	0.312	0.627	0.474
buggy	детская коляска	0.500	0.509	0.327
bugle	горн	0.479	0.588	0.391
bugler	горнист	0.542	0.540	0.393
build	строить	0.771	0.546	0.806
builder	строитель	0.660	0.642	0.701
building	здание	0.705	0.288	0.673
buildings	здания	0.582	0.380	0.552
buildup	построить	0.490	0.509	0.623
bulb	колба	0.562	0.208	0.300
bulbous	луковичный	0.390	0.442	0.430
bulge	выпуклость	0.260	0.487	0.400
bulimic	булимический	0.092	0.570	0.373
bulk	насыпной	0.469	0.413	0.509
bulkhead	переборка	0.312	0.425	0.402
bulky	объемистый	0.427	0.591	0.750
bull	бык	0.521	0.640	0.644
bulldog	бульдог	0.494	0.650	0.530
bulldozer	бульдозер	0.459	0.549	0.643
bullet	пуля	0.408	0.794	0.634
bulletin	бюллетень	0.573	0.294	0.361
bulletproof	пуленепробиваемый	0.750	0.721	0.779
bullfighter	тореадор	0.448	0.794	0.664
bullfrog	лягушка-бык	0.344	0.481	0.422
bullheaded	упертый как баран	0.229	0.740	0.516
bullhorn	мегафон	0.510	0.653	0.736
bullion	слиток	0.693	0.558	0.729
bullock	вол	0.281	0.402	0.375
bullpen	КПЗ	0.480	0.549	0.500
bullshit	бред сивой кобылы	0.042	0.676	0.183
bully	задира	0.257	0.755	0.564
bulwark	фальшборт	0.551	0.552	0.675
bum	бомж	0.281	0.451	0.155
bumblebee	шмель	0.469	0.493	0.321
bummed	стрельнул	0.296	0.430	0.227
bummer	лентяй	0.163	0.500	0.267
bump	удар	0.286	0.458	0.368
bumper	бампер	0.385	0.573	0.518
bumpy	неровный	0.306	0.683	0.419
bun	NO TRANSLATION	0.424	0.306	0.268
bunch	гроздь	0.552	0.358	0.473
bundle	сверток	0.510	0.343	0.434
bungalow	бунгало	0.562	0.352	0.406
bungee	банджи	0.637	0.545	0.327
bunghole	отверстие в бочке	0.286	0.426	0.396
bunion	бурсит большого пальца стопы	0.276	0.340	0.290
bunk	койка	0.438	0.332	0.339
bunker	бункерный	0.375	0.673	0.773
bunkhouse	общежитие для рабочих	0.470	0.414	0.407
bunny	кролик	0.740	0.325	0.194
bunt	пихать	0.417	0.422	0.349
buoy	буй	0.562	0.280	0.284
buoyancy	плавучесть	0.625	0.373	0.538
buoyant	плавучий	0.625	0.441	0.497
bur	репейник	0.385	0.353	0.314
burden	бремя	0.367	0.583	0.697
burdened	обременены	0.429	0.519	0.565
burdensome	обременительный	0.229	0.696	0.419
bureau	бюро	0.562	0.373	0.618
bureaucracy	бюрократия	0.380	0.578	0.740
bureaucrat	бюрократ	0.208	0.519	0.598
bureaucratic	бюрократический	0.280	0.630	0.573
burger	бутерброд	0.688	0.568	0.398
burglar	взломщик	0.050	0.769	0.404
burglary	кража со взломом	0.146	0.918	0.543
burial	захоронение	0.203	0.577	0.333
buried	похороненный	0.133	0.530	0.370
burke	замять	0.466	0.441	0.451
burlap	брезент	0.429	0.462	0.411
burlesque	бурлеск	0.327	0.615	0.343
burly	дородный	0.562	0.650	0.750
burn	жечь	0.219	0.783	0.509
burned	сожженный	0.163	0.603	0.347
burner	горелка	0.296	0.816	0.446
burning	сжигание	0.229	0.760	0.412
burnished	отполированный	0.520	0.580	0.464
burnout	Выгореть	0.219	0.445	0.240
burnt	сожжен	0.082	0.713	0.356
burp	отрыжка	0.219	0.594	0.432
burr	заусенец	0.390	0.426	0.308
burrito	буррито	0.688	0.294	0.166
burro	NO TRANSLATION	0.400	0.356	0.318
burrow	нора	0.438	0.280	0.355
