Word	Gujarati-gu	Valence	Arousal	Dominance
beneficial	લાભદાયી	0.820	0.579	0.703
beneficiary	લાભાર્થી	0.776	0.399	0.616
benefit	લાભ	0.906	0.422	0.806
benevolence	ઉદારતા	0.786	0.340	0.717
benevolent	હિતકારી	0.786	0.407	0.651
benign	સૌમ્ય	0.694	0.440	0.509
bent	વલણ	0.375	0.453	0.298
benzene	બેન્ઝીન	0.439	0.459	0.403
bequeath	વારસો	0.743	0.500	0.741
bequest	વસિયતનામું	0.661	0.398	0.882
bereaved	નિરાધાર	0.104	0.479	0.221
bereavement	મૃત્યુશક્તિ	0.265	0.677	0.500
bereft	નકામું	0.229	0.490	0.336
beret	ગોળ ઓરડો	0.542	0.240	0.327
bergamot	બર્ગમોટ	0.510	0.365	0.339
berlin	બર્લિન	0.592	0.423	0.571
berserk	જંગલી	0.398	0.556	0.480
berth	બર્થ	0.295	0.337	0.596
beryllium	બેરિલિયમ	0.417	0.412	0.425
beseech	વિનંતી કરવી	0.330	0.441	0.600
beset	આંતરવું	0.385	0.717	0.317
bestdayever	શ્રેષ્ઠ દિવસ	0.760	0.646	0.593
bestfeeling	શ્રેષ્ઠ આનંદ	0.806	0.509	0.625
bestfriends	ખાસ મિત્ર	0.934	0.662	0.647
bestial	શ્રેષ્ઠ	0.260	0.761	0.674
besties	શ્રેષ્ઠ મિત્રો	0.888	0.509	0.614
bestow	બક્ષિસ આપવી	0.656	0.560	0.642
bestseller	શ્રેષ્ઠ વિક્રેતા	0.771	0.643	0.700
bet	બીઇટી	0.385	0.698	0.432
beta	બીટા	0.710	0.370	0.439
betray	દગો	0.042	0.870	0.536
betrayal	વિશ્વાસઘાત	0.083	0.719	0.418
betrayed	દગો	0.122	0.769	0.308
betrothed	વેશ્યા	0.833	0.630	0.667
betterment	સુધારણા	0.898	0.536	0.769
betting	શરત	0.237	0.804	0.411
betty	બેટી	0.542	0.358	0.381
bevel	બેવલ	0.757	0.406	0.454
beverage	પીણું	0.635	0.490	0.389
bevy	મધમાખી	0.429	0.460	0.541
beware	ધ્યાન આપવું	0.151	0.596	0.518
bewilder	ઘોઘરો	0.306	0.571	0.289
bewildered	આશ્ચર્યચકિત	0.230	0.630	0.300
bewilderment	ગૂંચવણ	0.312	0.716	0.216
bias	પૂર્વગ્રહ	0.400	0.370	0.541
biased	પૂર્વગ્રહયુક્ત	0.271	0.302	0.368
bib	બીબ	0.385	0.396	0.339
bible	બાઇબલ	0.719	0.225	0.726
biblical	બાઈબલના	0.635	0.304	0.712
bibliography	ગ્રંથસૂચિ	0.622	0.204	0.528
bicarbonate	બાયકાર્બોનેટ	0.479	0.337	0.438
bicentennial	દ્વિશતાબ્દી	0.541	0.423	0.507
biceps	દ્વિશિર	0.592	0.588	0.602
bicker	બકર	0.143	0.643	0.552
bickering	ઝઘડો	0.122	0.800	0.536
bicolor	બેકોલર	0.580	0.327	0.404
bicycle	સાયકલ	0.708	0.519	0.425
bid	બિડ	0.760	0.530	0.655
bidder	બોલી બોલનાર	0.465	0.474	0.433
bidding	બોલીંગ	0.586	0.644	0.509
bide	NO TRANSLATION	0.368	0.407	0.282
biennial	દ્વિવાર્ષિક	0.531	0.309	0.353
bier	NO TRANSLATION	0.497	0.448	0.407
bifurcation	દ્વિભાજન	0.385	0.625	0.352
big	મોટા	0.802	0.588	0.812
bigamy	મોટી મહિલા	0.327	0.696	0.482
bigday	મોટા દિવસ	0.796	0.689	0.596
biggestfear	NO TRANSLATION	0.062	0.730	0.480
biggie	મોટા	0.531	0.481	0.500
bighorn	bighorn	0.480	0.547	0.580
bigmouth	મોટું મોઢું	0.417	0.577	0.430
bigot	બાયોટ	0.479	0.745	0.517
bigoted	ધર્માંધ	0.153	0.760	0.462
bigotry	ભાવનાઓ	0.356	0.737	0.481
bike	બાઇક	0.708	0.500	0.333
biker	બાઇકર	0.604	0.710	0.567
bikini	બિકીની	0.730	0.639	0.353
bilateral	દ્વિપક્ષીય	0.633	0.343	0.491
bilayer	બાયલેયર	0.438	0.398	0.388
bile	પિત્ત	0.157	0.461	0.324
bilge	વરાળ	0.316	0.392	0.412
bilingual	દ્વિભાષી	0.735	0.490	0.606
bill	બિલ	0.396	0.402	0.535
billboard	બિલબોર્ડ	0.594	0.317	0.481
billet	બિટલેટ	0.479	0.583	0.500
billiard	બિલિયર્ડ	0.719	0.616	0.543
billiards	બિલિયર્ડ્સ	0.643	0.559	0.387
billing	બિલિંગ	0.406	0.481	0.670
billion	અબજ	0.719	0.564	0.782
billionaire	અબજોપતિ	0.806	0.667	0.923
billy	બિલી	0.490	0.397	0.375
bimbo	બેમો	0.396	0.370	0.300
bimonthly	બાયમોન્થલી	0.408	0.298	0.471
bin	બિન	0.422	0.304	0.327
binary	દ્વિસંગી	0.490	0.356	0.420
bind	બાંધવું	0.398	0.462	0.448
binder	બાઈન્ડર	0.438	0.250	0.308
bindery	બાઈન્ડરી	0.548	0.388	0.482
binding	બંધનકર્તા	0.438	0.425	0.640
bing	બિંગ	0.573	0.453	0.415
binge	પર્વની ઉજવણી	0.304	0.650	0.500
bingo	બિન્ગો	0.735	0.667	0.429
binocular	બાયનોક્યુલર	0.531	0.344	0.426
binoculars	દૂરબીન	0.490	0.309	0.411
binomial	દ્વિપદી	0.600	0.406	0.426
bio	બાયો	0.612	0.225	0.490
biochemical	બાયોકેમિકલ	0.367	0.481	0.618
biochemist	બાયોકેમિસ્ટ	0.471	0.449	0.717
biochemistry	બાયોકેમિસ્ટ્રી	0.552	0.531	0.596
biogenesis	બાયોજેનેસિસ	0.594	0.442	0.697
biographer	જીવનચરિત્રકાર	0.708	0.427	0.617
biography	જીવનચરિત્ર	0.698	0.229	0.718
biological	જૈવિક	0.590	0.410	0.615
biologist	જીવવિજ્ઞાની	0.625	0.453	0.693
biology	બાયોલોજી	0.479	0.274	0.546
bionic	શરીરના વીજાણુ ભાગ ધરાવતું	0.571	0.570	0.788
biopsy	બાયોપ્સી	0.323	0.657	0.481
biosphere	જીવમંડળ	0.684	0.351	0.579
bipartite	દ્વિપક્ષી	0.365	0.480	0.464
bipolar	બાયપોલર	0.208	0.685	0.426
birch	બિર્ચ	0.562	0.346	0.382
bird	પક્ષી	0.729	0.357	0.364
birdcage	પક્ષીકરણ	0.480	0.398	0.318
birdie	બર્ડી	0.594	0.394	0.407
birdman	પક્ષી	0.490	0.567	0.604
birth	જન્મ	0.896	0.655	0.536
birthday	જન્મદિવસ	0.969	0.844	0.575
birthing	બિરિંગ	0.796	0.877	0.519
birthmark	જન્મ-ચિહ્ન	0.630	0.461	0.500
birthplace	જન્મસ્થળ	0.781	0.290	0.491
birthright	જન્મસિદ્ધ અધિકાર	0.684	0.417	0.714
bis	NO TRANSLATION	0.440	0.420	0.345
biscuit	બિસ્કિટ	0.888	0.260	0.231
bisexual	ઉભયલિંગી	0.438	0.765	0.459
bishop	બિશપ	0.594	0.184	0.725
bison	જંગલી	0.573	0.433	0.557
bisque	બિસ્ક color	0.693	0.443	0.312
bistro	નાસ્તાની કે દારૂની નાનકડી દુકાન	0.594	0.472	0.396
bit	બીટ	0.427	0.310	0.225
bitch	કૂતરી	0.276	0.740	0.343
bitchy	બિશી	0.188	0.700	0.373
bite	ડંખ	0.219	0.796	0.510
biter	NO TRANSLATION	0.260	0.598	0.500
bitsy	બિટ્સી	0.510	0.388	0.382
bitter	કડવો	0.218	0.627	0.411
bitterly	કડવું	0.194	0.685	0.362
bitterness	કડવાશ	0.115	0.633	0.270
bittersweet	બિટર્સચીક	0.469	0.569	0.474
bitty	બેટી	0.469	0.271	0.257
bitumen	બિટ્યુમન	0.375	0.235	0.307
biweekly	દ્વિ-દિવસીય	0.581	0.337	0.455
biz	બિઝ	0.500	0.473	0.473
bizarre	વિચિત્ર	0.379	0.620	0.392
blab	હાંફવું	0.438	0.425	0.353
blabbermouth	મૂર્ખાઇ	0.323	0.640	0.422
black	કાળો	0.326	0.339	0.390
black snake	કાળા સાપ	0.104	0.860	0.612
blackberry	બ્લેકબેરી	0.667	0.413	0.453
blackbird	બ્લેકબર્ડ	0.520	0.340	0.405
blackboard	બ્લેકબોર્ડ	0.469	0.255	0.287
blacken	બ્લેકન	0.208	0.500	0.228
blackface	બ્લેકફેસ	0.302	0.490	0.441
blackjack	બ્લેકજેક	0.419	0.679	0.452
blacklist	બ્લેકલિસ્ટ	0.133	0.750	0.396
blackmail	બ્લેક મેઇલ	0.094	0.802	0.482
blackmailer	બ્લેક મેઇલર	0.092	0.780	0.472
blackness	કાળાપણું	0.260	0.480	0.406
blackout	બ્લેકઆઉટ	0.126	0.530	0.349
blacksmith	લુહાર	0.480	0.531	0.702
bladder	મૂત્રાશય	0.406	0.412	0.330
blade	બ્લેડ	0.378	0.602	0.594
blame	દોષ	0.115	0.640	0.309
blameless	નિર્દોષ	0.759	0.196	0.343
bland	સૌમ્ય	0.300	0.226	0.157
blank	ખાલી	0.531	0.229	0.250
blanket	ધાબળો	0.740	0.132	0.391
blare	ઝગડો	0.439	0.561	0.519
blase	NO TRANSLATION	0.420	0.310	0.412
blasphemous	નિંદા	0.210	0.755	0.491
blasphemy	બદબોઈ	0.146	0.794	0.406
blast	વિસ્ફોટ	0.167	0.929	0.777
blaster	ધડાકો કરનાર	0.459	0.538	0.554
blastoff	ધડાકા સાથે ઊડી જવું	0.357	0.865	0.736
blatant	નિર્લજ્જ	0.327	0.677	0.675
blather	મૂર્ખ માણસ	0.344	0.481	0.382
blaze	ઝગડો	0.698	0.467	0.658
blazer	કોટ	0.635	0.385	0.417
blazing	ઝળહળતું	0.594	0.896	0.735
bleach	બ્લીચ	0.336	0.282	0.337
bleak	નિરાશાજનક	0.204	0.427	0.272
bleed	બ્લીડ	0.041	0.843	0.346
bleeder	બ્લીડર	0.260	0.852	0.356
bleeding	રક્તસ્ત્રાવ	0.135	0.817	0.408
bleep	બ્લિપ	0.479	0.667	0.345
blemish	ડાઘ	0.219	0.558	0.272
blemished	કલંકિત	0.173	0.469	0.370
blend	મિશ્રણ	0.469	0.452	0.463
blender	બ્લેન્ડર	0.602	0.534	0.351
blending	સંમિશ્રણ	0.560	0.418	0.637
bless	આશીર્વાદ	0.929	0.269	0.588
blessed	આશીર્વાદ	0.910	0.279	0.696
blessing	આશીર્વાદ	0.929	0.264	0.800
blessings	આશીર્વાદ	0.929	0.361	0.623
bleu	બ્લ્યુ	0.460	0.354	0.379
blight	ફૂગ	0.271	0.771	0.429
blighted	નિરાશાજનક	0.146	0.615	0.296
blimp	બ્લેમ્પ	0.600	0.410	0.532
blind	અંધ	0.156	0.360	0.184
blinded	આંધળા	0.245	0.471	0.231
blindfold	આંધળુ	0.448	0.684	0.337
blindfolded	આંખે ઢાંકેલું	0.208	0.564	0.209
blinding	અંધતા	0.304	0.596	0.406
blindly	અકારણ	0.439	0.598	0.278
blindness	અંધત્વ	0.245	0.480	0.196
blink	આંખ મારવી	0.552	0.316	0.324
blip	રેડવું	0.529	0.461	0.418
bliss	આનંદ	0.816	0.500	0.782
blissful	સુખાવહ	0.885	0.639	0.676
blister	ફોલ્લો	0.407	0.538	0.402
blistering	ફોલ્લીઓ	0.344	0.569	0.390
blitz	બ્લિટ્ઝ	0.417	0.722	0.789
blizzard	હીમતોફાન	0.375	0.726	0.417
bloat	ફૂલવું	0.229	0.694	0.298
bloated	ફૂલેલું	0.167	0.593	0.424
blob	છાલ	0.500	0.376	0.298
block	બ્લોક	0.286	0.350	0.402
blockade	નાકાબંધી	0.380	0.519	0.510
blockage	અવરોધ	0.250	0.608	0.444
blockbuster	બ્લોકબસ્ટર	0.730	0.676	0.883
blockhead	બ્લોકહેડ	0.163	0.333	0.148
blog	બ્લોગ	0.639	0.390	0.432
bloke	બ્લોક	0.450	0.479	0.545
blond	ગૌરવર્ણ	0.590	0.490	0.490
blonde	સોનેરી	0.698	0.545	0.412
blood	રક્ત	0.219	0.684	0.585
bloodbath	લોહીબથ	0.060	0.971	0.475
bloodhound	બ્લડહૌન્ડ	0.327	0.462	0.538
bloodless	લોહી વિનાનું	0.292	0.390	0.212
bloodline	રક્તવાહિની	0.510	0.657	0.604
bloodshed	રક્તપાત	0.048	0.942	0.525
bloodshot	બ્લડશૉટ	0.188	0.810	0.482
bloodstream	લોહીના પ્રવાહમાં	0.552	0.530	0.528
bloodthirsty	bloodthirsty	0.052	0.804	0.644
bloody	લોહિયાળ	0.031	0.910	0.518
bloom	મોર	0.816	0.453	0.587
bloomers	મોર ધરાવે છે	0.521	0.587	0.395
blooming	મોર	0.860	0.452	0.593
blossom	ફૂલ	0.792	0.275	0.309
blot	ડાઘ	0.365	0.304	0.223
blotched	કલંકિત	0.133	0.562	0.264
blotter	બ્લોટટર	0.360	0.298	0.280
blouse	બ્લાઉઝ	0.580	0.190	0.302
blow	તમાચો	0.316	0.750	0.570
blower	ફૂંકણી	0.564	0.550	0.536
blowfish	બ્લોફીશ	0.344	0.420	0.389
blowing	ફૂંકાતા	0.521	0.472	0.434
blowjob	blowjob	0.460	0.784	0.387
blown	ફૂંકાવાથી	0.333	0.548	0.412
blowout	તમાચો	0.398	0.792	0.616
blowtorch	બ્લોટ્ટોર્ચ	0.520	0.730	0.510
blubber	બ્લબર	0.388	0.260	0.360
bluddy	મૂર્ખ	0.312	0.528	0.442
blue	વાદળી	0.646	0.137	0.291
blue spruce	વાદળી સ્પ્રુસ	0.559	0.335	0.364
blueberry	બ્લુબેરી	0.656	0.185	0.365
bluebird	બ્લ્યુબર્ડ	0.573	0.350	0.450
bluegrass	બ્લ્યુગ્રાસ	0.573	0.441	0.395
bluejay	વાદળી	0.635	0.520	0.310
blueprint	નકશા	0.490	0.173	0.425
blues	બ્લૂઝ	0.469	0.220	0.287
bluff	બ્લફ	0.418	0.286	0.377
bluish	નિસ્તેજ	0.604	0.245	0.382
blunder	ભૂલ	0.135	0.635	0.145
blunt	મંદબુદ્ધિ	0.551	0.680	0.925
blur	અસ્પષ્ટતા	0.268	0.471	0.205
blurred	ઝાંખી	0.320	0.367	0.231
blurry	ઝાંખુ	0.059	0.385	0.218
blurt	બર્ટ	0.408	0.439	0.441
blush	બ્લશ	0.698	0.610	0.445
blushing	શરમજનક	0.510	0.789	0.288
boa	NO TRANSLATION	0.255	0.569	0.542
boa constrictor	NO TRANSLATION	0.198	0.784	0.609
boar	ડુક્કર	0.406	0.500	0.351
board	પાટીયું	0.592	0.255	0.385
board game	બોર્ડ રમત	0.711	0.490	0.349
boarder	NO TRANSLATION	0.604	0.440	0.475
boarding	બોર્ડિંગ	0.531	0.402	0.534
boardroom	બોર્ડરમ	0.555	0.566	0.661
boards	બોર્ડ	0.469	0.270	0.524
boardwalk	બ્રોડવોક	0.643	0.481	0.549
boast	ગર્વ	0.520	0.586	0.569
boastful	બડાઈખોર	0.490	0.806	0.695
boasting	આત્મપ્રશંસા	0.417	0.620	0.602
boat	બોટ	0.516	0.420	0.554
boathouse	બાથહાઉસ	0.592	0.380	0.404
boating	નૌકાવિહાર	0.638	0.613	0.557
boatload	બોટલોડ	0.365	0.415	0.485
boatman	બોટમેન	0.592	0.573	0.562
bobbin	બોબિન	0.429	0.472	0.353
bobcat	બોબકેટ	0.562	0.490	0.529
bobsled	બોબસ્લેડ	0.667	0.613	0.325
bode	બોડ	0.344	0.406	0.411
bodega	બોડેગા	0.573	0.307	0.398
bodice	કાંચળી	0.390	0.471	0.386
bodily	શારીરિક	0.594	0.481	0.557
body	શરીર	0.694	0.461	0.571
bodyguard	અંગરક્ષક	0.510	0.710	0.754
bog	બોગ	0.302	0.361	0.365
bogey	બોગી	0.380	0.519	0.368
bogeyman	બોગમેન	0.388	0.708	0.517
bogus	બોગસ	0.219	0.353	0.144
bohemian	કળાકાર	0.622	0.500	0.407
boil	બોઇલ	0.417	0.684	0.433
boiler	બોઈલર	0.561	0.590	0.509
boilerplate	બોઇલરપ્લેટ	0.398	0.519	0.387
boiling	ઉકળતું	0.302	0.690	0.526
boisterous	ઉત્સાહી	0.385	0.806	0.565
bold	બોલ્ડ	0.490	0.271	0.483
boldness	હિંમત	0.806	0.684	0.814
bollocks	બોલકો	0.448	0.471	0.327
bolster	ચડાવવા	0.708	0.471	0.569
bolt	બોલ્ટ	0.354	0.363	0.426
bolus	બોલ્ટ	0.426	0.491	0.352
bomb	બૉમ્બ	0.167	0.912	0.750
bombard	દારૂગોળા ફેંકવા	0.156	0.961	0.777
bombardier	બૉમ્બાર્ડિયર	0.240	0.863	0.787
bombardment	તોપમારો	0.146	0.959	0.742
bombed	બોમ્બ	0.051	0.851	0.627
bomber	બોમ્બર	0.125	0.837	0.810
bombers	બોમ્બર્સ	0.173	0.920	0.787
bombing	બોમ્બિંગ	0.167	0.963	0.732
bombshell	બોમ્બશેલ	0.327	0.868	0.693
bonanza	સમૃદ્ધિ	0.875	0.410	0.683
bonbon	NO TRANSLATION	0.865	0.551	0.446
bond	બોન્ડ	0.667	0.519	0.630
bondage	ગુલામી	0.146	0.705	0.355
bonding	બંધન	0.594	0.442	0.509
bonds	બોન્ડ્સ	0.740	0.472	0.583
bondsman	બોન્ડમેન	0.469	0.497	0.675
bone	અસ્થિ	0.337	0.370	0.413
bonehead	બોનહેડ	0.337	0.521	0.518
boner	બોનર	0.344	0.612	0.393
bones	હાડકાં	0.281	0.343	0.358
bonfire	બોનફાયર	0.480	0.719	0.473
bong	બોંગ	0.333	0.566	0.375
bonkers	બોન્કર્સ	0.306	0.847	0.278
bonne	NO TRANSLATION	0.448	0.395	0.362
bonnet	બૉનેટ	0.406	0.509	0.473
bonny	સરસ	0.561	0.404	0.444
bonsai	બોંસાઈ	0.714	0.235	0.375
bonus	બોનસ	0.857	0.620	0.682
bony	બોની	0.445	0.462	0.330
boo	બૂ	0.153	0.676	0.309
boob	ઉત્સાહ	0.694	0.600	0.392
booby	બોમ્બી	0.396	0.423	0.185
booger	બુગર	0.399	0.537	0.427
boogeyman	બૂગેમેન	0.292	0.559	0.567
boogie	બૂગી	0.590	0.543	0.400
book	પુસ્તક	0.802	0.210	0.606
bookcase	બુકકેસ	0.553	0.221	0.490
bookie	બુકી	0.344	0.633	0.618
booking	બુકિંગ	0.708	0.503	0.583
bookish	બુકિશ	0.604	0.236	0.430
bookkeeper	બુકકીપર	0.480	0.363	0.468
bookkeeping	બુકિંગ	0.520	0.214	0.592
booklet	પુસ્તિકા	0.510	0.270	0.351
bookmaker	બુકમેકર	0.583	0.804	0.633
bookmark	બુકમાર્ક	0.543	0.441	0.415
books	પુસ્તકો	0.729	0.115	0.430
bookseller	પુસ્તક વિક્રેતા	0.583	0.317	0.456
bookshop	બુકશોપ	0.688	0.291	0.389
bookstore	બુકસ્ટોર	0.771	0.180	0.503
bookworm	પુસ્તકીયકીડો	0.563	0.337	0.316
boom	તેજી	0.604	0.655	0.731
boomer	બૂમર	0.480	0.539	0.441
boomerang	બૂમરેંગ	0.531	0.625	0.500
booming	તેજીમય	0.688	0.554	0.661
boon	વરદાન	0.878	0.294	0.642
boooo	NO TRANSLATION	0.271	0.549	0.255
boost	બુસ્ટ	0.865	0.730	0.750
booster	બૂસ્ટર	0.755	0.600	0.800
boot	બૂટ	0.438	0.650	0.625
booth	મથક	0.531	0.400	0.310
bootleg	ગેરકાયદેસર	0.357	0.519	0.466
bootlegger	બટલેગર	0.354	0.649	0.541
boots	બૂટ	0.602	0.255	0.350
booty	લૂંટ	0.663	0.587	0.784
booze	મદિરાપાન	0.265	0.745	0.431
bop	બૉપ	0.429	0.490	0.426
bopper	બોપર	0.398	0.530	0.385
border	સરહદ	0.406	0.382	0.424
bordering	સરહદે	0.643	0.382	0.438
