Word	Bulgarian-bg	Valence	Arousal	Dominance
dispel	разсее	0.388	0.402	0.411
dispensary	диспансер	0.406	0.380	0.606
dispensation	освобождаване	0.388	0.462	0.490
dispense	освободи	0.561	0.520	0.518
dispenser	разпределител	0.583	0.392	0.470
dispersal	разпръскване	0.388	0.507	0.421
disperse	разпръсне	0.375	0.569	0.434
dispersed	разпръснато	0.344	0.490	0.274
dispersion	дисперсия	0.270	0.604	0.350
dispirited	обезсърчен	0.204	0.280	0.142
displace	измествам	0.424	0.541	0.454
displaced	разселени	0.281	0.472	0.291
displacement	изместване	0.276	0.531	0.481
displacency	displacency	0.500	0.528	0.642
display	показ	0.677	0.325	0.400
displease	сърдя	0.021	0.702	0.286
displeased	огорчен	0.135	0.690	0.400
displeasure	недоволство	0.115	0.559	0.250
disposable	разполагаем	0.271	0.439	0.250
disposal	изхвърляне	0.135	0.608	0.396
dispose	да се разпорежда	0.548	0.538	0.559
disposed	разположени	0.688	0.441	0.625
disposition	разпореждане	0.663	0.542	0.734
dispossessed	изгонил	0.354	0.577	0.331
disprove	опровергавам	0.375	0.625	0.613
dispute	спор	0.219	0.750	0.585
disqualification	дисквалификация	0.066	0.677	0.330
disqualified	дисквалифициран	0.129	0.464	0.232
disqualify	дисквалифицира	0.208	0.595	0.267
disquieted	обезпокои	0.229	0.850	0.290
disregard	пренебрежение	0.177	0.647	0.308
disregarded	пренебрегва	0.260	0.458	0.283
disrelish	неодобрение	0.375	0.471	0.304
disreputable	непочтен	0.104	0.688	0.353
disrepute	лоша репутация	0.208	0.630	0.292
disrespect	неуважение	0.062	0.637	0.302
disrespectful	непочтителен	0.031	0.694	0.273
disrupt	наруши	0.265	0.640	0.349
disrupting	разрушаваща	0.186	0.557	0.339
disruption	разрушение	0.235	0.735	0.436
disruptive	разрушителен	0.255	0.755	0.575
dissatisfaction	недоволство	0.115	0.663	0.202
dissatisfied	неудовлетворен	0.042	0.561	0.291
dissect	дисектирам	0.367	0.750	0.595
dissection	дисекция	0.276	0.632	0.462
disseminate	разпространяват	0.562	0.608	0.750
dissemination	разпространяване	0.476	0.551	0.583
dissension	раздор	0.250	0.618	0.414
dissent	несъгласие	0.300	0.655	0.407
dissenting	особеното	0.208	0.552	0.366
dissertation	дисертация	0.312	0.575	0.575
disservice	лоша услуга	0.250	0.794	0.480
dissident	дисидент	0.350	0.582	0.413
dissimilar	различен	0.276	0.461	0.472
dissipate	разпръсквам	0.385	0.368	0.355
dissipated	разгулен	0.281	0.421	0.231
dissociation	дисоциация	0.135	0.555	0.471
dissociative	отделящ	0.281	0.615	0.397
dissolution	разтваряне	0.204	0.464	0.349
dissolve	разтвори	0.271	0.490	0.410
dissonance	дисонанс	0.173	0.471	0.336
dissuade	разубеждавам	0.482	0.500	0.350
distal	дисталния	0.410	0.401	0.438
distance	разстояние	0.233	0.317	0.418
distant	далечен	0.229	0.324	0.269
distaste	отвращение	0.184	0.625	0.370
distasteful	неприятен	0.264	0.676	0.222
distillate	дестилат	0.500	0.347	0.382
distillation	дестилация	0.396	0.436	0.575
distilled	дестилирана	0.427	0.573	0.500
distinct	отчетлив	0.542	0.578	0.509
distinction	разграничение	0.584	0.571	0.750
distinctive	отличителен	0.885	0.520	0.604
distinguish	разграничат	0.675	0.471	0.600
distinguishable	различим	0.635	0.530	0.727
distinguished	изтъкнат	0.823	0.593	0.759
distinguishing	отличителния	0.622	0.363	0.640
distort	наруши	0.100	0.740	0.366
distorted	изопачен	0.250	0.521	0.280
distortion	изкривяване	0.299	0.570	0.380
distract	Разсейвам	0.241	0.609	0.336
distracted	разсеян	0.194	0.392	0.213
distracting	подлудяващ	0.445	0.583	0.400
distraction	разсейване	0.402	0.557	0.390
distraught	объркан	0.115	0.903	0.264
distress	беда	0.073	0.840	0.396
distressed	западнал	0.143	0.771	0.324
distressing	печален	0.075	0.750	0.375
distribute	разпространяват	0.643	0.596	0.709
distribution	разпределение	0.635	0.548	0.788
distributor	дистрибутор	0.702	0.447	0.718
district	област	0.438	0.327	0.660
distrust	недоверие	0.060	0.670	0.276
disturb	безпокоя	0.175	0.760	0.481
disturbance	смущение	0.146	0.907	0.404
disturbed	обезпокоен	0.125	0.870	0.305
disturbing	смущаващ	0.146	0.792	0.439
disuse	отвикване	0.229	0.229	0.202
disused	изведен от употреба	0.250	0.302	0.186
ditch	канавка	0.357	0.364	0.322
ditto	дубликат	0.449	0.418	0.411
ditty	песенчица	0.470	0.433	0.334
diurnal	ежедневен	0.714	0.296	0.443
diva	примадона	0.660	0.657	0.596
divan	NO TRANSLATION	0.750	0.202	0.262
dive	гмуркам се	0.583	0.531	0.500
diver	водолаз	0.594	0.520	0.564
diverge	отклонявам	0.375	0.657	0.520
divergence	дивергенция	0.429	0.615	0.687
divergent	различен	0.449	0.660	0.587
diverging	разминаващи	0.417	0.613	0.573
divers	водолази	0.583	0.580	0.602
diverse	разнообразен	0.562	0.519	0.604
diversified	разнообразен	0.602	0.538	0.549
diversify	разнообрази	0.656	0.588	0.464
diversion	отклоняване	0.740	0.821	0.714
diversionary	диверсионна	0.551	0.587	0.300
diversity	разнообразие	0.806	0.472	0.711
divert	отклони	0.344	0.622	0.407
diverting	отклоняване	0.396	0.571	0.537
divest	събличам	0.365	0.547	0.424
divested	продадено	0.333	0.449	0.311
divestment	лишаване	0.302	0.509	0.382
divide	разделям	0.333	0.520	0.417
divided	разделен	0.271	0.623	0.391
dividend	дивидент	0.583	0.491	0.566
divination	гадаене	0.500	0.650	0.545
divine	божествен	0.918	0.571	0.885
divinity	божественост	0.896	0.559	0.774
divisible	делим	0.323	0.462	0.411
division	делене	0.370	0.481	0.472
divisor	делител	0.344	0.517	0.455
divorce	развод	0.042	0.700	0.385
divorcee	разведена жена	0.153	0.610	0.481
divulge	разкривам	0.531	0.718	0.467
divvy	разделям	0.351	0.462	0.429
dizziness	виене на свят	0.229	0.555	0.254
dizzy	замаян	0.199	0.582	0.193
do	правя	0.670	0.548	0.536
doable	изпълним	0.760	0.404	0.675
doc	доктор	0.458	0.317	0.392
docile	податлив на обработка	0.604	0.259	0.264
dock	док	0.490	0.409	0.481
docked	закачен	0.281	0.754	0.398
docket	вписвам	0.505	0.509	0.607
docking	докинг	0.354	0.596	0.587
doctor	лекар	0.700	0.531	0.861
doctorate	докторат	0.776	0.479	0.841
doctrinal	доктринен	0.510	0.373	0.673
doctrine	доктрина	0.500	0.394	0.769
document	документ	0.594	0.240	0.667
documentary	документален филм	0.622	0.213	0.596
documentation	документация	0.719	0.290	0.667
documents	документи	0.530	0.250	0.587
dodge	отдръпване	0.333	0.760	0.509
dodger	хитрец	0.427	0.454	0.490
dodging	избягват	0.396	0.654	0.382
dodgy	завързан	0.281	0.510	0.254
dodo	глупак	0.438	0.306	0.353
doe	кошута	0.550	0.336	0.336
doer	изпълнител	0.724	0.550	0.728
dog	куче	0.704	0.500	0.407
dogface	войник	0.219	0.470	0.264
dogged	твърдоглав	0.255	0.750	0.594
doggy	кучешки	0.646	0.491	0.404
doghouse	кучешка колиба	0.438	0.417	0.340
dogma	догма	0.530	0.460	0.719
dogmatic	догматичен	0.448	0.520	0.654
dogsick	NO TRANSLATION	0.571	0.490	0.377
doings	постъпки	0.604	0.491	0.705
doit	NO TRANSLATION	0.500	0.519	0.392
dojo	доджо	0.500	0.435	0.455
doldrums	затишие	0.229	0.425	0.266
dole	милостиня	0.448	0.402	0.348
doll	кукла	0.729	0.321	0.330
dollar	долар	0.755	0.632	0.694
dollhouse	къща за кукли	0.643	0.245	0.363
dolor	NO TRANSLATION	0.167	0.635	0.375
dolphin	делфин	0.776	0.350	0.414
domain	домейн	0.573	0.549	0.828
dome	купол	0.620	0.398	0.509
domestic	вътрешен	0.729	0.327	0.500
domesticated	опитомен	0.635	0.360	0.294
domestication	опитомяване	0.594	0.390	0.435
domicile	местожителство	0.604	0.292	0.529
domiciled	постоянен адрес,	0.542	0.340	0.516
dominance	господство	0.542	0.775	0.839
dominant	доминантен	0.406	0.854	0.893
dominate	упражнявам контрол	0.439	0.814	0.953
dominating	доминиращ	0.427	0.769	0.902
domination	господство	0.505	0.786	0.959
dominatrix	садо	0.390	0.727	0.709
dominion	доминион	0.542	0.704	0.890
domino	домино	0.594	0.510	0.473
don	дон	0.646	0.454	0.702
donate	дарят	0.774	0.462	0.577
donation	дарение	0.792	0.398	0.602
donkey	магаре	0.406	0.367	0.245
donor	дарител	0.714	0.490	0.653
dontlikeyou	NO TRANSLATION	0.055	0.500	0.282
dontmess	NO TRANSLATION	0.396	0.482	0.440
dontmesswithme	dontmesswithme	0.312	0.635	0.440
dontpanic	dontpanic	0.469	0.465	0.425
dontunderstand	NO TRANSLATION	0.219	0.357	0.271
doodle	драскулка	0.604	0.402	0.376
doom	гибел	0.073	0.750	0.442
doomed	обречени	0.041	0.755	0.301
doomsday	страшният съд	0.125	0.861	0.670
door	врата	0.549	0.189	0.421
doorbell	входен звънец	0.564	0.500	0.307
doorknob	дръжка на врата	0.406	0.553	0.462
doorman	портиер	0.570	0.371	0.491
doormat	отрепка	0.458	0.269	0.267
doornail	doornail	0.459	0.370	0.423
doorstep	праг	0.531	0.274	0.391
doorway	вход	0.573	0.304	0.496
dopamine	допамин	0.548	0.469	0.426
dope	наркоман	0.295	0.855	0.425
dopey	унесен	0.320	0.380	0.365
dork	глупак	0.272	0.519	0.361
dorky	изглеждаше тъп	0.302	0.480	0.390
dorm	обща спалня	0.719	0.194	0.327
dormant	спящ	0.385	0.245	0.245
dormitory	обща спалня	0.633	0.204	0.382
dorsal	гръбен	0.449	0.360	0.445
dosage	доза	0.344	0.450	0.490
dose	доза	0.458	0.490	0.427
dossier	досие	0.357	0.380	0.544
dot	точка	0.434	0.290	0.391
doting	изкуфял	0.888	0.415	0.426
dotted	пунктирана	0.480	0.347	0.426
dotty	шантав	0.375	0.402	0.393
double	двойно	0.677	0.378	0.569
doubled	удвоил	0.427	0.536	0.560
doublet	дублет	0.420	0.431	0.500
doubling	удвояване	0.459	0.452	0.464
doubt	съмнение	0.395	0.351	0.231
doubtful	съмнителен	0.250	0.465	0.241
doubting	изпълнен със съмнения	0.224	0.560	0.189
doubtless	несъмнено	0.688	0.415	0.689
doubts	съмнения	0.306	0.448	0.305
douche	душ	0.490	0.413	0.397
douchebags	douchebags	0.327	0.587	0.366
dough	тесто	0.588	0.229	0.391
doughboy	американски пехотинец	0.365	0.443	0.396
doughnut	поничка	0.663	0.380	0.279
dour	намусен	0.360	0.404	0.325
douse	свалям	0.365	0.453	0.412
dove	гълъб	0.729	0.235	0.437
down	надолу	0.208	0.330	0.264
downcast	наведен	0.071	0.500	0.222
downer	Даунър	0.120	0.594	0.226
downfall	обилен валеж	0.200	0.717	0.182
downfield	тет	0.521	0.330	0.380
downhearted	обезсърчен	0.119	0.461	0.255
downhill	спускане	0.292	0.573	0.279
download	Изтегли	0.602	0.490	0.503
downpour	порой	0.328	0.602	0.481
downright	отявлен	0.625	0.454	0.679
downriver	по течението на реката	0.542	0.469	0.279
downside	лоша страна	0.190	0.400	0.246
downtime	престой	0.240	0.226	0.324
downward	надолу	0.188	0.347	0.255
downy	нежен	0.630	0.170	0.255
dowry	зестра	0.604	0.453	0.544
doze	дрямка	0.592	0.200	0.405
dozen	дузина	0.583	0.343	0.425
drab	бозав	0.327	0.300	0.242
draft	проект	0.438	0.360	0.351
drafty	проветривата	0.458	0.500	0.518
drag	влача	0.388	0.606	0.348
dragon	дракон	0.541	0.821	0.712
dragonfly	водно конче	0.571	0.373	0.357
drain	отцеди	0.277	0.470	0.222
drainage	дренаж	0.219	0.354	0.307
drained	източи	0.310	0.441	0.352
draining	източване	0.337	0.396	0.304
drainpipe	канализационна тръба	0.417	0.413	0.277
drake	паток	0.467	0.411	0.452
drama	драма	0.430	0.755	0.481
dramaqueen	NO TRANSLATION	0.337	0.682	0.482
dramatic	драматичен	0.367	0.780	0.443
drape	завеса	0.417	0.439	0.404
drapery	перде	0.479	0.220	0.223
drastic	драстичен	0.194	0.839	0.657
drat	NO TRANSLATION	0.302	0.516	0.409
draught	проект	0.465	0.245	0.316
draw	рисувам	0.704	0.449	0.481
drawback	недостатък	0.302	0.422	0.148
drawbridge	подвижен мост	0.551	0.557	0.438
drawer	чекмедже	0.429	0.196	0.292
drawers	чекмеджета	0.539	0.260	0.236
drawing	чертеж	0.698	0.216	0.333
dread	ужас	0.153	0.792	0.368
dreaded	страхуваше	0.122	0.706	0.460
dreadful	страшен	0.092	0.786	0.348
dreadfully	ужасно	0.246	0.806	0.306
dreading	страхувайки	0.125	0.760	0.377
dream	мечта	0.844	0.157	0.328
dreamboat	dreamboat	0.776	0.491	0.458
dreamer	мечтател	0.820	0.394	0.455
dreaming	мечтаете	0.854	0.320	0.336
dreamland	страна на приказките	0.844	0.471	0.566
dreams	сънища	0.865	0.415	0.530
dreamt	сънувах	0.812	0.380	0.518
dreamy	замечтан	0.837	0.350	0.500
dreary	тъжен	0.260	0.490	0.324
dredge	драга	0.427	0.445	0.444
drenched	подгизнал	0.302	0.361	0.388
dress	рокля	0.760	0.300	0.345
dresser	скрин	0.604	0.398	0.473
dressmaker	шивачка	0.698	0.460	0.483
dressy	шик	0.800	0.570	0.696
dribble	NO TRANSLATION	0.417	0.551	0.465
dried	сушен	0.427	0.260	0.385
drier	сушилня	0.306	0.347	0.392
drift	дрейф	0.316	0.520	0.375
drifted	унесе	0.312	0.542	0.310
