Word	Uzbek-uz	Valence	Arousal	Dominance
camcorder	Kamera	0.556	0.422	0.454
camel	tuya	0.540	0.282	0.314
cameo	koso	0.573	0.457	0.509
camera	kamera	0.640	0.288	0.379
cameraman	operator	0.542	0.452	0.542
camisole	kamisol	0.497	0.250	0.375
camouflage	kamuflyaj	0.438	0.585	0.450
camouflaged	NO TRANSLATION	0.350	0.422	0.562
camp	lager	0.622	0.617	0.594
campaign	kampaniyasi	0.602	0.730	0.823
campaigner	tashviqotchi	0.592	0.698	0.821
campaigning	tashviqot	0.531	0.663	0.741
camper	lager	0.573	0.529	0.482
campfire	otashin	0.677	0.509	0.436
camping	lager	0.653	0.529	0.480
campsite	lager	0.680	0.490	0.547
campus	kampus	0.604	0.388	0.519
can	mumkin	0.662	0.360	0.454
can opener	ochishi mumkin	0.444	0.491	0.308
canal	kanal	0.673	0.259	0.321
canary	kanaryalar	0.582	0.276	0.265
cancel	Bekor qilish	0.214	0.306	0.368
canceling	bekor qilish	0.229	0.470	0.349
cancellation	bekor qilish	0.224	0.431	0.389
cancer	saraton	0.052	0.694	0.529
candid	samimiy	0.667	0.349	0.458
candidacy	nomzodlik	0.490	0.657	0.696
candidate	nomzod	0.596	0.490	0.804
candied	shakarlangan	0.713	0.330	0.360
candle	sham	0.602	0.221	0.344
candlelight	sham yorug'ligi	0.789	0.294	0.417
candles	shamlar	0.615	0.206	0.268
candlestick	shamdon	0.448	0.531	0.534
candor	samimiylik	0.740	0.389	0.607
candy	shirinlik	0.930	0.425	0.384
cane	qamish	0.459	0.298	0.398
canine	shamlardan	0.573	0.569	0.425
canister	qutisi	0.553	0.271	0.403
canker	jangchi	0.262	0.469	0.427
cannabis	kenevir	0.271	0.500	0.564
canned	Konserva	0.398	0.357	0.298
cannibal	yamyat	0.122	0.824	0.480
cannibalism	yamyamcılık	0.094	0.890	0.583
canning	konserva	0.490	0.392	0.259
cannon	to'p	0.529	0.676	0.811
cannonball	to'p otish	0.344	0.840	0.759
canoe	kanoe	0.542	0.300	0.418
canon	kanon	0.385	0.519	0.541
canonical	kanonik	0.542	0.410	0.620
canons	qoidalar	0.385	0.588	0.593
canopy	soyabon	0.615	0.264	0.398
cantaloupe	mushkli qovun	0.592	0.212	0.276
cantbreathe	NO TRANSLATION	0.284	0.667	0.375
canteen	Oshxona	0.688	0.600	0.514
canterbury	canterbury	0.582	0.438	0.510
canthandleit	NO TRANSLATION	0.354	0.613	0.354
cantilever	konsultant	0.357	0.618	0.421
cantina	kantina	0.646	0.612	0.380
canto	NO TRANSLATION	0.776	0.461	0.554
canton	kanton	0.542	0.472	0.536
cantstandit	NO TRANSLATION	0.418	0.546	0.343
cantwin	cantwin	0.260	0.509	0.298
canvas	kanvas	0.719	0.090	0.364
canvass	NO TRANSLATION	0.675	0.356	0.397
canyon	kanyon	0.468	0.731	0.634
cap	qopqoq	0.612	0.240	0.375
capability	qobiliyati	0.833	0.571	0.730
capable	qobiliyatli	0.765	0.587	0.547
capacity	imkoniyatlar	0.719	0.411	0.806
cape	qopqoq	0.531	0.235	0.357
caper	qalampir	0.510	0.370	0.326
capillary	kapillyar	0.469	0.365	0.395
capital	poytaxt	0.520	0.500	0.798
capitalism	kapitalizm	0.448	0.686	0.848
capitalist	kapitalistik	0.352	0.577	0.821
capitalize	kapitalizatsiya	0.771	0.601	0.885
capitals	poytaxtlari	0.755	0.500	0.655
capitation	kassatsiya	0.479	0.529	0.589
capitol	capitol	0.535	0.375	0.705
capitulation	kapitulyatsiya	0.375	0.546	0.615
cappuccino	cappuchino	0.792	0.279	0.384
caprice	caprice	0.333	0.640	0.430
capricious	shijoatli	0.221	0.650	0.500
caps	qopqoqlar	0.510	0.221	0.368
capslock	Caps Lock	0.330	0.394	0.398
capsule	kapsül	0.583	0.290	0.570
captain	kapitan	0.552	0.653	0.966
caption	sarlavhasi	0.814	0.292	0.379
captivate	ovlash	0.698	0.604	0.723
captivating	jozibali	0.895	0.594	0.816
captive	asir	0.235	0.558	0.411
captivity	asirlik	0.225	0.493	0.387
captor	kapitan	0.347	0.625	0.612
capture	qo'lga olish	0.357	0.650	0.537
car	mashina	0.776	0.540	0.500
caramel	karamel	0.901	0.363	0.400
carat	karat	0.823	0.604	0.676
caravan	karvon	0.635	0.559	0.455
carbon	uglerod	0.604	0.360	0.350
carburetor	karbüratör	0.469	0.612	0.555
carcass	tana go'shti	0.115	0.529	0.309
carcinoma	Karsinom	0.153	0.692	0.440
card	karta	0.531	0.269	0.436
cardboard	karton	0.500	0.173	0.309
cardiac	yurak	0.344	0.765	0.615
cardigan	haydovchi	0.599	0.324	0.264
cardinal	kardinal	0.583	0.358	0.712
cardiologist	kardiolog	0.458	0.630	0.814
cardiology	kardiologiya	0.203	0.545	0.605
cardiomyopathy	kardiyomiyopati	0.177	0.645	0.537
cards	kartalari	0.568	0.317	0.320
care	parvarishlash	0.729	0.370	0.500
career	martaba	0.740	0.712	0.606
carefree	sabrsiz	0.755	0.220	0.500
careful	ehtiyot bo'ling	0.625	0.538	0.530
carefully	diqqat bilan o'qing	0.698	0.330	0.544
careless	ehtiyotkorlik bilan	0.255	0.431	0.125
carelessness	ehtiyotsizlik	0.245	0.482	0.330
caress	tashvishlanish	0.833	0.418	0.509
caret	karet	0.656	0.402	0.527
caretaker	xodimi	0.714	0.531	0.759
cargo	yuk	0.408	0.444	0.455
caribou	karibu	0.562	0.452	0.342
caricature	karikatura	0.604	0.373	0.383
caries	karies	0.115	0.569	0.283
caring	g'amxo'rlik qilish	0.635	0.469	0.500
carjack	karjack	0.438	0.682	0.439
carnage	qirg'in	0.406	0.600	0.558
carnal	tanaviy	0.417	0.679	0.421
carnation	chinnigullar	0.653	0.357	0.431
carnival	karnaval	0.927	0.888	0.555
carnivorous	zaharli	0.224	0.613	0.651
carol	karol	0.673	0.412	0.436
carols	carols	0.847	0.420	0.491
carousel	karusel	0.704	0.500	0.412
carp	Saza	0.531	0.324	0.375
carpal	karpal	0.449	0.327	0.420
carpenter	duradgor	0.521	0.550	0.519
carpentry	duradgorlik	0.561	0.459	0.518
carpet	Gilam	0.520	0.170	0.339
carpeting	Gilamlar	0.542	0.312	0.444
carpool	carpool	0.625	0.509	0.500
carriage	tashish	0.650	0.538	0.491
carried	ko'chirildi	0.490	0.382	0.534
carrier	tashuvchi	0.533	0.588	0.638
carrot	sabzi	0.500	0.235	0.279
carry	olib yurish	0.635	0.380	0.500
carrying	ko'chirish	0.656	0.557	0.443
carsick	mashinalar	0.224	0.574	0.255
cart	arava	0.520	0.344	0.388
carte	NO TRANSLATION	0.592	0.320	0.274
cartel	kartel	0.438	0.394	0.602
carter	karter	0.312	0.480	0.431
cartilage	xaftaga chalingan	0.438	0.370	0.407
cartographic	kartografik	0.490	0.348	0.424
cartography	kartografiya	0.520	0.300	0.579
carton	karton	0.286	0.186	0.241
cartoon	multfilm	0.867	0.471	0.387
cartouche	NO TRANSLATION	0.427	0.458	0.450
cartridge	kartuş	0.458	0.500	0.407
carve	o'yilgan	0.469	0.443	0.598
carver	karver	0.418	0.500	0.500
carving	o'yma	0.541	0.444	0.368
cascade	kaskad	0.735	0.509	0.395
case	ish	0.427	0.275	0.441
casein	kazein	0.470	0.436	0.415
cash	pul	0.867	0.552	0.714
cashier	kassir	0.615	0.413	0.484
cashmere	kaşmir	0.653	0.452	0.439
casing	qoplamasi	0.458	0.327	0.328
casino	kazino	0.542	0.684	0.568
cask	axlat qutisi	0.490	0.398	0.444
casket	qutida	0.125	0.490	0.346
casserole	kartoshka	0.570	0.360	0.328
cassette	kasetlarda	0.490	0.334	0.355
cast	quyma	0.558	0.620	0.517
castaway	tashlab yuborish; uloqtirib tashlash	0.208	0.646	0.422
caste	kast	0.510	0.333	0.374
caster	tezkor	0.604	0.670	0.647
castle	qal'a	0.680	0.396	0.718
castor	kastor	0.583	0.337	0.368
castrate	kastrat	0.177	0.485	0.519
castration	kastratsiya	0.198	0.735	0.381
casual	tasodifiy	0.643	0.224	0.385
casually	tasodifiy	0.658	0.290	0.333
casualty	yaralangan	0.235	0.274	0.132
cat	mushuk	0.667	0.260	0.370
catabolism	katabolizm	0.265	0.573	0.605
catalog	katalogi	0.561	0.221	0.573
catalogue	katalogi	0.647	0.327	0.533
catalysis	kataliz	0.385	0.559	0.531
catalyst	katalizator	0.604	0.509	0.585
catalytic	katalitik	0.562	0.519	0.563
catamaran	katamaran	0.571	0.566	0.526
catapult	katapult	0.480	0.830	0.649
cataract	katarakt	0.406	0.545	0.549
catastrophe	falokat	0.146	0.952	0.670
catastrophic	halokatli	0.071	0.934	0.598
catatonic	katatonik	0.255	0.500	0.509
catch	tutish	0.531	0.437	0.552
catcher	ovchi	0.653	0.413	0.540
catching	tutish	0.490	0.788	0.644
catchphrase	catchphrase	0.698	0.423	0.433
catchy	yoqimli	0.677	0.441	0.462
catechism	katexizm	0.656	0.236	0.613
categorical	kategorik	0.615	0.442	0.760
category	kategoriya	0.571	0.264	0.521
cater	xizmat ko'rsatish	0.802	0.500	0.509
caterer	tayyorlovchi	0.550	0.557	0.644
caterpillar	tırtıllar	0.461	0.286	0.330
cates	cates	0.370	0.394	0.407
catfish	laqqa baliq	0.458	0.337	0.296
cathartic	kattaroq	0.450	0.510	0.604
cathedral	ibodathona	0.598	0.330	0.643
catheter	Kateter	0.336	0.491	0.373
catholic	katolik	0.646	0.240	0.575
cathouse	kassa	0.327	0.375	0.363
catnip	catnip	0.439	0.381	0.296
cattle	chorvachilik	0.622	0.340	0.445
catwalk	katvin	0.698	0.436	0.464
caucus	jamoa	0.418	0.311	0.491
caudal	kaudal	0.500	0.425	0.583
cauldron	qozon	0.510	0.486	0.418
cauliflower	gulkaram	0.448	0.255	0.231
caulk	qoziq	0.367	0.500	0.418
causal	sababli	0.562	0.367	0.491
causality	nedensellik	0.500	0.378	0.336
causation	sababi	0.562	0.480	0.567
cause	Nima uchun?	0.469	0.373	0.486
caused	sababi	0.344	0.520	0.382
causeway	sababi	0.453	0.382	0.422
caution	ehtiyot bo'ling	0.552	0.712	0.547
cautionary	ogohlantirish	0.510	0.541	0.519
cautious	ehtiyotkorlik bilan	0.470	0.445	0.517
cautiously	ehtiyotkorlik bilan	0.510	0.388	0.525
cavalier	otliq	0.735	0.462	0.713
cavalry	otliqlar	0.667	0.727	0.794
cave	g'or	0.459	0.333	0.380
caveat	ogohlantirish	0.344	0.629	0.484
caveman	caveman	0.235	0.644	0.482
cavern	g'or	0.323	0.360	0.365
cavernous	g'orli	0.354	0.548	0.462
caviar	ikra	0.906	0.394	0.481
caving	chuqurlik	0.378	0.491	0.551
cavity	bo'shliq	0.466	0.385	0.379
cayenne	cayenne	0.615	0.306	0.355
cease	to'xtatish	0.388	0.250	0.420
ceasefire	sulh tuzish	0.542	0.594	0.567
ceaseless	to'xtovsiz	0.378	0.704	0.658
cedar	sidr	0.560	0.267	0.577
cede	Saqlash	0.275	0.327	0.402
ceiling	ship	0.520	0.224	0.366
celebrant	salobatli	0.865	0.656	0.643
celebrate	nishonlang	0.917	0.857	0.859
celebrated	nishonlandi	0.875	0.690	0.763
celebrating	nishonlash	0.927	0.860	0.773
celebration	bayram	0.939	0.824	0.880
celebrations	bayramlar	0.958	0.794	0.714
celebratory	bayram	0.857	0.653	0.845
celebrity	mashhur	0.760	0.619	0.855
celery	seldr	0.396	0.147	0.223
celestial	samoviy	0.817	0.360	0.731
celibacy	chidamlilik	0.302	0.276	0.509
celibate	Chilida	0.419	0.387	0.391
cell	hujayra	0.541	0.375	0.465
cellar	qabrlarga	0.510	0.277	0.406
cellblock	hujayra bloki	0.186	0.570	0.500
cellist	hujayrali	0.667	0.500	0.486
cellmate	uyali aloqa operatori	0.167	0.684	0.349
cello	Violon	0.635	0.324	0.528
cellophane	selofan	0.648	0.282	0.289
cellular	uyali	0.643	0.398	0.517
cellulite	Selülit	0.200	0.384	0.256
celluloid	seluloid	0.469	0.440	0.425
cement	tsement	0.544	0.265	0.527
cemented	sementlangan	0.429	0.382	0.537
cemetery	qabriston	0.051	0.630	0.417
censor	tsenzura	0.344	0.276	0.538
censorship	tsenzura	0.219	0.698	0.421
censure	sanktsiyalar	0.219	0.653	0.417
census	ro'yxatga olish	0.449	0.289	0.553
cent	sent	0.439	0.367	0.402
centenary	100-yil	0.604	0.440	0.642
centennial	100 yil	0.583	0.394	0.700
center	markazi	0.643	0.231	0.431
centerfold	o'rta qalin	0.571	0.407	0.485
centerpiece	markaziy qism	0.594	0.208	0.520
centimeter	santimetr	0.427	0.280	0.380
centipede	kentipede	0.296	0.399	0.361
central	markazi	0.640	0.356	0.621
centrality	markazi	0.571	0.312	0.709
centralization	markazlashtirish	0.521	0.440	0.702
centralize	markazlashtirilgan	0.684	0.427	0.802
centrally	markazi sifatida	0.729	0.280	0.700
centrifugal	santrifüj	0.306	0.651	0.480
centrifuge	santrifüj	0.495	0.622	0.527
centurion	yuzboshi	0.590	0.447	0.696
century	asr	0.407	0.347	0.735
ceramic	seramika	0.521	0.255	0.371
ceramics	seramika	0.573	0.250	0.373
cereal	donlar	0.612	0.206	0.316
cereals	donlar	0.719	0.224	0.311
cerebral	miya yarimligi	0.408	0.509	0.627
ceremonial	marosim	0.771	0.540	0.691
ceremony	marosimi	0.760	0.559	0.761
certain	aniq	0.760	0.358	0.673
certainty	aniqlik	0.781	0.400	0.769
certifiable	sertifikatlanishi mumkin	0.714	0.427	0.662
certificate	sertifikat	0.786	0.377	0.746
certified	sertifikatlangan	0.781	0.422	0.806
certify	tasdiqlang	0.866	0.400	0.746
cervical	bachadon bo'yni	0.375	0.413	0.445
cervix	serviksin	0.429	0.360	0.340
cess	to'xtatish	0.427	0.375	0.406
cessation	to'xtatish	0.414	0.385	0.358
cesspool	teshik	0.167	0.460	0.409
cha cha	NO TRANSLATION	0.714	0.546	0.324
chaff	somon	0.333	0.327	0.188
chafing	chafing	0.430	0.415	0.368
chagrin	chagrin	0.104	0.704	0.472
chagrined	chagrined	0.112	0.745	0.361
chai	NO TRANSLATION	0.500	0.375	0.363
chain	zanjir	0.378	0.500	0.547
chainsaw	zanjirband etilgan	0.367	0.804	0.636
chair	stul	0.562	0.082	0.276
chairman	rais	0.656	0.567	0.933
chairperson	rais	0.730	0.657	0.966
chairwoman	rais	0.719	0.664	0.953
chaise	choyshab	0.406	0.349	0.327
chalet	tog 'uyi	0.653	0.349	0.278
chalice	Chalice	0.633	0.286	0.529
chalk	tebeşir	0.385	0.185	0.121
challenge	muammo	0.469	0.922	0.713
challenger	raqib	0.417	0.755	0.652
chamber	xonada	0.583	0.373	0.455
chambermaid	chambermaid	0.594	0.375	0.336
chambers	kameralar	0.542	0.442	0.388
chameleon	xameleyon	0.490	0.580	0.345
champ	champ	0.854	0.754	0.896
champagne	Shampan vinosi	0.760	0.600	0.454
champion	chempioni	0.890	0.880	0.945
championship	chempionat	0.833	0.800	0.880
chance	imkoniyat	0.833	0.551	0.525
chancellor	kantsler	0.646	0.500	0.887
chandelier	avizo	0.615	0.542	0.366
chandler	chandler	0.510	0.452	0.454
change	o'zgartirish	0.625	0.575	0.606
changeable	o'zgarishi mumkin	0.490	0.480	0.528
changed	o'zgartirildi	0.594	0.375	0.491
changer	o'zgartiruvchi	0.583	0.519	0.567
changing	o'zgarish	0.571	0.569	0.461
channel	kanal	0.490	0.287	0.405
chant	qo'shiq aytish	0.771	0.698	0.650
chaos	xaos	0.016	0.923	0.373
chaotic	xaotik	0.115	0.847	0.442
chap	chap	0.550	0.410	0.345
chapel	cherkov	0.573	0.240	0.440
chaperon	chaperon	0.500	0.520	0.404
chaplain	papa	0.582	0.370	0.577
chapman	Chapman	0.562	0.529	0.465
chaps	burmalar	0.350	0.462	0.350
chapter	bo'limiga qarang	0.580	0.308	0.461
char	char	0.554	0.361	0.404
character	belgilar	0.667	0.373	0.686
characteristic	xarakterli	0.583	0.328	0.538
characterize	xarakterlanadi	0.729	0.471	0.735
charade	chodiri	0.458	0.550	0.346
charcoal	ko'mir	0.302	0.186	0.342
chardonnay	chardonnay	0.677	0.567	0.492
charge	zaryad qiling	0.510	0.633	0.785
chargeable	pullik	0.551	0.550	0.453
charger	zaryadlovchi qurilma	0.531	0.418	0.545
chariot	jang aravasi	0.684	0.550	0.491
charisma	charisma	0.938	0.591	0.759
charismatic	muloyim	0.938	0.684	0.849
charitable	xayriya tashkiloti	0.865	0.380	0.593
charity	xayriya tashkiloti	0.920	0.284	0.551
charlatan	charlatan	0.200	0.640	0.352
charm	joziba	0.833	0.363	0.649
charmed	Maftun bo'ldim	0.938	0.570	0.769
charmer	chiroyli	0.882	0.683	0.782
charming	yoqimli	0.917	0.660	0.764
charred	charred	0.208	0.676	0.373
chart	grafik	0.469	0.317	0.330
charter	charter	0.677	0.382	0.518
chartered	chartered	0.569	0.460	0.490
chase	ketidan quvmoq	0.396	0.878	0.623
chased	quvg'in qilingan	0.188	0.830	0.287
chaser	Chaser	0.375	0.830	0.645
chasm	chasm	0.265	0.579	0.500
chassis	shassis	0.406	0.342	0.444
chaste	toza	0.408	0.248	0.453
chastened	chin yurakdan	0.156	0.580	0.345
chastisement	azob	0.156	0.852	0.462
chastity	poklik	0.469	0.392	0.509
chat	suhbat	0.729	0.400	0.346
chateau	chateau	0.615	0.464	0.702
chatter	suhbatdosh	0.560	0.450	0.347
chatterbox	suhbat qutisi	0.459	0.548	0.482
chattering	suhbatlashish	0.460	0.663	0.304
chatty	chatty	0.594	0.548	0.345
chauffeur	shofyor	0.500	0.353	0.471
chauvinist	shovinist	0.310	0.539	0.527
cheap	arzon	0.612	0.471	0.272
cheapened	arzonlashdi	0.471	0.611	0.282
cheapskate	arzon	0.148	0.482	0.327
cheat	makr qilish	0.125	0.776	0.400
cheater	yolg'onchi	0.104	0.920	0.333
check	tekshiring	0.523	0.552	0.602
checkbook	Chexiya kitobi	0.552	0.284	0.364
checker	tekshirgich	0.330	0.417	0.553
checkered	shkalasi	0.459	0.316	0.336
checkers	dama	0.676	0.451	0.437
checklist	nazorat ro'yxati	0.561	0.521	0.552
checkmate	shaxmatchi	0.667	0.708	0.750
checkout	tekshirib ko'rmoq	0.597	0.510	0.670
checkpoint	nazorat nuqtasi	0.571	0.323	0.812
checkup	tekshirmoq	0.500	0.435	0.491
cheek	yonoq	0.670	0.314	0.421
cheeks	yuzlari	0.708	0.324	0.282
cheeky	arzimas	0.434	0.679	0.410
cheep	cheep	0.367	0.380	0.373
cheer	hayqiriq	0.938	0.784	0.845
cheered	cheered	0.875	0.648	0.790
cheerful	quvnoq	0.990	0.720	0.696
cheerfulness	quvnoqlik	0.969	0.802	0.675
cheering	xursandchilik	0.815	0.824	0.642
cheerleader	cheerleader	0.923	0.746	0.657
cheerleading	cheerleading	0.698	0.769	0.404
cheerless	quvnoq	0.204	0.373	0.167
cheers	xursandchilik	0.948	0.770	0.702
cheery	quvnoq	0.949	0.657	0.486
cheese	pishloq	0.740	0.280	0.281
cheeseburger	cheeseburger	0.802	0.529	0.336
cheesecake	cheesecake	0.860	0.276	0.238
cheesy	cheesy	0.470	0.471	0.179
cheetah	gepard	0.469	0.770	0.667
chef	oshpaz	0.854	0.411	0.570
chemical	kimyoviy moddalar	0.337	0.560	0.508
chemise	NO TRANSLATION	0.530	0.275	0.364
chemist	kimyogar	0.408	0.575	0.610
chemistry	kimyo	0.625	0.520	0.694
chemo	kemoterapi	0.214	0.686	0.444
chemotherapy	kemoterapi	0.163	0.689	0.517
cheque	tekshiring	0.698	0.529	0.660
cherish	ovqatlanish	0.896	0.491	0.652
cherishing	chiroylik	0.836	0.380	0.625
cherry	gilos	0.688	0.186	0.250
cherub	karub	0.663	0.340	0.455
chess	shaxmat	0.656	0.363	0.518
chest	ko'krak qafasi	0.520	0.429	0.481
chestnut	kashtan	0.714	0.210	0.294
chevron	chevron	0.469	0.469	0.598
chew	chaynash	0.520	0.490	0.404
chewy	chewy	0.625	0.418	0.390
chic	chiroyli	0.870	0.624	0.380
chicane	chicane	0.357	0.460	0.481
chick	jo'ja	0.771	0.602	0.387
chicken	tovuq	0.594	0.306	0.394
chicken pox	Suvchechak	0.194	0.510	0.415
chickenpox	Suvchechak	0.173	0.562	0.357
chief	boshlig'i	0.520	0.544	0.869
chiefly	asosan	0.600	0.587	0.764
chieftain	boshliq	0.343	0.529	0.860
chiffon	shifon	0.406	0.230	0.250
child	bola	0.912	0.460	0.413
childbirth	tug'ilish	0.604	0.861	0.673
childhood	bolalik	0.865	0.413	0.307
childish	bolalik	0.573	0.442	0.230
childless	bolalarsiz	0.310	0.400	0.396
childlike	bolalik kabi	0.656	0.372	0.293
childloss	NO TRANSLATION	0.240	0.571	0.421
children	bolalar	0.857	0.538	0.435
chili	qalampir	0.592	0.566	0.433
chill	chill	0.837	0.206	0.482
chilled	sovigan	0.521	0.340	0.482
chilling	sovutish	0.208	0.850	0.358
chilly	sovuq	0.329	0.459	0.408
chime	qo'ng'iroq ovozi	0.573	0.541	0.464
chimera	chimera	0.292	0.582	0.372
chimes	chimes	0.625	0.490	0.402
chimney	mo'yna	0.583	0.286	0.225
chimp	chimp	0.394	0.588	0.345
chimpanzee	shimpanzee	0.500	0.633	0.387
chin	chinni	0.571	0.310	0.269
china	chinni	0.561	0.443	0.556
chinchilla	chinchilla	0.480	0.450	0.286
chine	NO TRANSLATION	0.561	0.360	0.352
chinook	chinook	0.408	0.497	0.491
chip	chip	0.479	0.382	0.452
chipmunk	chiziq	0.573	0.562	0.409
chipper	chipper	0.418	0.588	0.500
chipping	chipping	0.354	0.452	0.353
chiropractor	Chiropraktor	0.420	0.549	0.651
chirp	chirp	0.469	0.602	0.365
chirping	chirping	0.500	0.463	0.360
chisel	chiziq	0.469	0.404	0.452
chiseler	chiseler	0.429	0.606	0.464
chit	chit	0.490	0.352	0.321
chitchat	chitsat	0.673	0.455	0.403
chivalry	chavandozlik	0.857	0.380	0.848
chloride	xlorid	0.265	0.387	0.474
chlorine	xlor	0.306	0.327	0.332
chloroform	Xloroform	0.281	0.370	0.393
chocolate	shokolad	0.885	0.480	0.418
choice	tanlash	0.745	0.520	0.664
choir	xor	0.704	0.298	0.473
choke	bo'g'ilib	0.167	0.788	0.676
cholera	xolera	0.020	0.867	0.507
cholesterol	xolesterin	0.198	0.583	0.398
choose	tanlash	0.615	0.542	0.648
choosing	tanlash	0.719	0.529	0.689
choosy	tanlangan	0.280	0.760	0.712
chop	chop etish	0.250	0.655	0.467
chopper	chop etish	0.594	0.560	0.509
choppers	choppers	0.469	0.745	0.691
chopping	chopish	0.560	0.625	0.362
chops	olov	0.612	0.420	0.269
choral	xor	0.852	0.290	0.421
chord	akkord	0.729	0.394	0.539
chords	akorlar	0.639	0.406	0.388
chore	chore	0.406	0.462	0.500
choreographer	xoreograf	0.646	0.639	0.625
choreography	xoreografiya	0.812	0.750	0.547
chorus	xor	0.620	0.417	0.500
chosen	tanlangan	0.865	0.449	0.833
chow	Chow	0.573	0.490	0.390
chowder	chuchuk	0.510	0.324	0.241
christ	masihiy	0.781	0.510	0.750
christen	NO TRANSLATION	0.673	0.356	0.588
christening	suvga cho'mish	0.725	0.382	0.650
christian	xristian	0.760	0.241	0.591
christmas	Rojdestvo	0.959	0.520	0.741
christmasbreak	NO TRANSLATION	0.842	0.640	0.548
christmaseve	NO TRANSLATION	0.812	0.491	0.463
christmasspirit	NO TRANSLATION	0.867	0.602	0.575
christmassy	xristmassy	0.875	0.698	0.602
christmastime	christmastime	0.837	0.588	0.515
chromatic	kromatik	0.407	0.413	0.435
chromatography	kromatografi	0.480	0.537	0.535
chrome	krom	0.582	0.373	0.421
chromium	krom	0.458	0.404	0.447
chromosome	xromosomalar	0.500	0.296	0.548
chronic	surunkali	0.255	0.615	0.464
chronicle	tarix	0.427	0.571	0.586
chronograph	kronograf	0.500	0.392	0.529
chronological	xronologik	0.594	0.445	0.600
chubby	tombul	0.531	0.427	0.304
chuck	chuck	0.542	0.509	0.413
chuckle	xirillash	0.844	0.736	0.481
chug	chug	0.401	0.413	0.358
chum	chum	0.911	0.347	0.518
chummy	chummy	0.760	0.420	0.610
chump	chump	0.375	0.451	0.304
chunk	parcha	0.365	0.287	0.214
chunky	chunky	0.520	0.517	0.509
church	cherkov	0.708	0.198	0.610
churchyard	jamoat joylari	0.296	0.444	0.347
churn	yiqitish	0.316	0.491	0.407
chute	chute	0.580	0.745	0.455
chutney	chutney	0.459	0.370	0.400
ciao	ciao	0.542	0.426	0.409
cider	sharbatlar	0.530	0.346	0.398
cigar	puro	0.306	0.463	0.346
cigarette	sigareta	0.219	0.528	0.304
cilantro	silantro	0.469	0.260	0.208
cinch	cinch	0.450	0.490	0.387
cinder	shaffof	0.350	0.260	0.157
cinema	kino	0.698	0.538	0.500
cinematic	kinematik	0.663	0.490	0.600
cinematographer	kinematograf	0.792	0.455	0.711
cinematography	kinematografiya	0.781	0.571	0.625
cinnamon	doljin	0.600	0.250	0.292
cipher	shifrlash	0.490	0.414	0.500
circle	doira	0.480	0.290	0.343
circling	aylana	0.510	0.654	0.336
circuit	o'chirish	0.586	0.461	0.707
circuitry	sxema	0.596	0.615	0.536
circular	dumaloq	0.562	0.342	0.417
circulate	tarqaladi	0.612	0.388	0.320
circulation	rouming	0.735	0.520	0.657
circulatory	qon aylanishi	0.592	0.575	0.545
circumcision	sunnat qilish	0.327	0.657	0.528
circumference	atrofi	0.458	0.255	0.488
circumferential	atrof-muhit	0.551	0.422	0.509
circumscribed	cheklangan	0.365	0.539	0.569
circumstance	vaziyat	0.520	0.565	0.596
circumstances	shartlar	0.562	0.527	0.464
circumstantial	asosli	0.500	0.538	0.519
circumvent	chetlab o'tish	0.316	0.642	0.383
circumvention	aylanish	0.531	0.571	0.473
circus	sirk	0.724	0.637	0.432
cirque	cirque	0.604	0.647	0.467
cirrhosis	siroz	0.079	0.602	0.370
cirrus	cirrus	0.470	0.451	0.348
cistern	sarnıç	0.541	0.413	0.432
citadel	qal'a	0.585	0.464	0.602
citation	atamasi	0.570	0.549	0.508
cite	keltirilgan	0.625	0.454	0.532
citizen	fuqaro	0.631	0.250	0.586
citizenship	fuqarolik	0.786	0.404	0.723
citrine	sitrin	0.375	0.400	0.420
citrus	sitrus	0.469	0.368	0.375
city	shahar	0.847	0.531	0.508
citywide	Umumshahar	0.592	0.509	0.707
civic	fuqarolik	0.653	0.240	0.573
civics	fuqarolik	0.700	0.279	0.720
civil	fuqarolik	0.521	0.281	0.517
civilian	fuqarolik	0.700	0.229	0.598
civilians	fuqarolar	0.490	0.448	0.525
civility	muloyimlik	0.760	0.306	0.679
civilization	madaniyat	0.823	0.452	0.839
civilized	madaniyatli	0.792	0.231	0.796
clad	qoplangan	0.583	0.373	0.481
claim	Talab	0.255	0.760	0.473
claimant	da'vogar	0.271	0.690	0.779
clairvoyant	jallod	0.765	0.531	0.897
clam	jala	0.442	0.302	0.272
clambake	qotib qolgan	0.542	0.540	0.429
clammy	jingalak	0.354	0.440	0.236
clamor	shovqin	0.438	0.643	0.360
clamp	qisqich	0.541	0.388	0.454
clan	klan	0.562	0.491	0.686
clandestine	yashirin	0.425	0.677	0.469
clang	chig'anoq	0.459	0.520	0.510
clap	chiroyli	0.779	0.731	0.529
clapper	klapan	0.500	0.229	0.420
