Word	Hindi-hi	Valence	Arousal	Dominance
bosom	छाती	0.612	0.588	0.404
boss	मालिक	0.310	0.627	0.954
bossy	गौ	0.240	0.824	0.750
boston	बोस्टान	0.643	0.380	0.580
botanical	वनस्पति	0.660	0.259	0.491
botanist	वनस्पति-विज्ञानिक	0.651	0.240	0.456
botany	वनस्पति विज्ञान	0.604	0.201	0.500
bother	नाक में दम करना	0.208	0.780	0.370
bothering	परेशान	0.208	0.764	0.449
bottle	बोतल	0.469	0.236	0.336
bottleneck	टोंटी	0.284	0.471	0.287
bottling	बॉटलिंग	0.365	0.333	0.370
bottom	तल	0.417	0.370	0.291
bottomless	बेबुनियाद	0.310	0.470	0.368
botulism	बोटुलिज़्म	0.292	0.575	0.386
boulder	बोल्डर	0.461	0.309	0.531
bounce	उछाल	0.375	0.633	0.386
bouncer	शेख़ीबाज़	0.490	0.653	0.655
bouncy	उछालभरी	0.562	0.565	0.429
bound	सीमा	0.417	0.667	0.310
boundary	सीमा	0.561	0.427	0.518
boundless	असीम	0.684	0.642	0.652
bounds	सीमा	0.378	0.426	0.604
bountiful	प्रचुर	0.854	0.596	0.759
bounty	इनाम	0.760	0.755	0.833
bouquet	पुष्प गुच्छ	0.724	0.352	0.306
bourbon	बर्बन	0.602	0.490	0.517
bourgeois	पूंजीपति	0.439	0.593	0.682
bourgeoisie	पूंजीपति	0.357	0.417	0.767
bourse	Bourse	0.530	0.230	0.336
bout	बार	0.208	0.808	0.679
boutique	बूटिक	0.745	0.490	0.441
bouttime	मुक्केबाज़ी समय	0.588	0.373	0.410
bovine	साँड़ का	0.449	0.255	0.353
bow	धनुष	0.530	0.306	0.408
bowed	झुके	0.410	0.418	0.368
bowel	आंतें	0.306	0.417	0.391
bowels	आंत	0.194	0.448	0.362
bowl	कटोरा	0.625	0.377	0.358
bowler	गेंदबाज	0.552	0.633	0.481
bowling	गेंदबाजी	0.656	0.431	0.309
bowls	कटोरे	0.551	0.280	0.277
box	डिब्बा	0.500	0.179	0.312
boxcar	मालगाड़ी	0.420	0.469	0.421
boxer	बॉक्सर	0.490	0.810	0.802
boxers	मुक्केबाजों	0.375	0.880	0.654
boxing	मुक्केबाज़ी	0.427	0.854	0.645
boy	लड़का	0.646	0.392	0.445
boycott	बहिष्कार	0.112	0.690	0.505
boyfriend	प्रेमी	0.781	0.604	0.547
boyhood	लड़कपन	0.729	0.745	0.500
boyish	बालकों का सा	0.698	0.562	0.462
boysenberry	boysenberry	0.646	0.409	0.475
bozo	बोजो	0.388	0.364	0.298
bra	ब्रा	0.672	0.529	0.509
brace	ब्रेस	0.610	0.385	0.364
bracelet	कंगन	0.776	0.340	0.322
braces	ब्रेसिज़	0.500	0.337	0.568
brachial	बाहु	0.388	0.363	0.464
bracket	ब्रैकेट	0.490	0.350	0.682
brackets	कोष्ठक	0.573	0.281	0.435
brackish	नुनखरा	0.469	0.368	0.421
brad	चपटी कील	0.490	0.385	0.402
brag	डींग	0.347	0.545	0.578
braid	चोटी	0.427	0.222	0.216
brain	दिमाग	0.667	0.441	0.823
brainless	बेवक़ूफ़	0.138	0.310	0.224
brains	दिमाग	0.663	0.557	0.722
brainstorm	मंथन	0.794	0.784	0.636
brainwash	डिमाग धोना	0.198	0.647	0.481
brainy	बुद्धिमान	0.708	0.520	0.648
brake	ब्रेक	0.312	0.481	0.310
bran	चोकर	0.688	0.433	0.483
branch	डाली	0.538	0.206	0.250
branching	शाखाओं में	0.520	0.422	0.472
brand	ब्रांड	0.562	0.284	0.547
brandy	ब्रांडी	0.600	0.590	0.487
brash	नाज़ुक	0.360	0.814	0.552
brass	पीतल	0.500	0.320	0.490
brass knuckle	पीतल का जोड़	0.406	0.449	0.518
brassiere	चोली	0.510	0.469	0.336
brat	बव्वा	0.312	0.440	0.231
bratwurst	ब्रैटवुर्स्ट	0.510	0.490	0.464
bravado	वाहवाही	0.479	0.510	0.527
brave	बहादुर	0.837	0.750	0.917
bravery	वीरता	0.898	0.745	0.868
brawl	विवाद	0.104	0.938	0.603
brawn	मांसपेशी	0.438	0.402	0.544
brazen	तांबे का	0.292	0.640	0.518
breach	उल्लंघन	0.177	0.745	0.423
bread	रोटी	0.660	0.314	0.342
breadth	चौड़ाई	0.667	0.490	0.644
break	टूटना	0.610	0.265	0.370
breakable	भंगुर	0.194	0.667	0.408
breakaway	ब्रेक अवे	0.479	0.802	0.519
breakdown	टूट - फूट	0.365	0.423	0.361
breaker	तोड़ने वाला	0.323	0.527	0.520
breakers	तोड़ने वाले	0.469	0.588	0.439
breakfast	सुबह का नाश्ता	0.885	0.330	0.429
breaking and entering	तोड़ना और अंदर घुसना	0.418	0.729	0.500
breakingnews	ताज़ा खबर	0.500	0.552	0.607
breakneck	ख़तरनाक	0.254	0.833	0.604
breakthrough	दरार	0.680	0.525	0.718
breakup	संबंध विच्छेद	0.250	0.720	0.357
breast	स्तन	0.753	0.429	0.500
breath	सांस	0.684	0.392	0.451
breathe	साँस लेना	0.833	0.373	0.518
breather	मोहलत	0.624	0.471	0.388
breathless	बेदम	0.323	0.490	0.222
breathtaking	लुभावनी	0.936	0.792	0.921
breech	पीछे का भाग	0.500	0.637	0.422
breeches	जांघिया	0.365	0.457	0.333
breed	नस्ल	0.490	0.441	0.578
breeder	ब्रीडर	0.645	0.481	0.605
breeding	प्रजनन	0.667	0.481	0.610
breeze	समीर	0.837	0.284	0.370
breezy	समीरिक	0.531	0.472	0.482
brethren	भाई	0.917	0.380	0.641
breve	NO TRANSLATION	0.535	0.365	0.191
brevity	संक्षिप्तता	0.459	0.434	0.375
brew	शराब बनाना	0.740	0.538	0.758
brewery	शराब की भठ्ठी	0.710	0.622	0.510
brewing	मदिरा बनाना	0.740	0.593	0.609
briar	जंगली गुलाब	0.493	0.375	0.407
bribe	घूस	0.112	0.690	0.472
bribery	रिश्वतखोरी	0.135	0.775	0.585
brick	ईंट	0.217	0.418	0.368
bridal	शादी का	0.823	0.655	0.596
bride	दुल्हन	0.840	0.708	0.579
bridegroom	वर	0.809	0.736	0.527
bridesmaid	वर	0.748	0.519	0.618
bridge	पुल	0.625	0.324	0.519
bridle	लगाम	0.427	0.367	0.386
brief	संक्षिप्त करें	0.469	0.300	0.279
briefcase	ब्रीफ़केस	0.542	0.206	0.442
briefing	ब्रीफिंग	0.612	0.333	0.702
briefly	संक्षिप्त	0.686	0.314	0.330
brig	ब्रगि	0.573	0.539	0.500
brigade	ब्रिगेड	0.604	0.710	0.828
bright	उज्ज्वल	0.890	0.527	0.812
brighten	चमकना	0.760	0.547	0.649
brightens	चमक	0.771	0.611	0.613
brighter	उज्जवल	0.918	0.698	0.833
brightness	चमक	0.938	0.623	0.660
brilliance	प्रतिभा	0.990	0.673	0.830
brilliant	प्रतिभाशाली	0.939	0.575	0.923
brim	किनारा	0.469	0.333	0.330
brimming	भरी	0.656	0.690	0.758
brimstone	गंधक	0.357	0.520	0.440
brine	नमकीन	0.333	0.481	0.361
bring	लाओ	0.635	0.460	0.462
brink	कगार	0.375	0.413	0.356
brisk	तेज	0.719	0.745	0.742
brisket	पशु की छाती	0.552	0.378	0.222
bristle	बाल खड़े करना	0.375	0.375	0.326
brittle	नाज़ुक	0.276	0.490	0.272
bro	भाई	0.794	0.349	0.684
broach	सीख	0.438	0.439	0.675
broad	व्यापक	0.762	0.365	0.637
broadcast	प्रसारण	0.615	0.587	0.355
broadcasting	प्रसारण	0.542	0.700	0.706
broaden	व्यापक	0.678	0.602	0.610
broadside	नाव का पहलू	0.459	0.316	0.462
broadsword	तलवार	0.469	0.573	0.615
brocade	जरी वस्त्र	0.500	0.327	0.464
broccoli	ब्रोकोली	0.469	0.200	0.283
brochure	विवरणिका	0.552	0.226	0.391
broil	विवाद	0.510	0.404	0.330
broke	तोड़ दिया	0.245	0.590	0.370
broken	टूटा हुआ	0.062	0.500	0.293
brokenheart	NO TRANSLATION	0.115	0.577	0.343
brokenhearted	टूटे हुए दिल से	0.130	0.598	0.227
broker	दलाल	0.582	0.462	0.600
brokerage	दलाली	0.479	0.500	0.500
bromide	ब्रोमाइड	0.347	0.425	0.411
bronco	जंगली घोड़ा	0.500	0.510	0.473
bronze	पीतल	0.622	0.333	0.526
brooch	ब्रोच	0.531	0.260	0.380
brood	बच्चे	0.633	0.519	0.434
brooding	सोच	0.327	0.367	0.333
brook	नदी	0.594	0.347	0.412
broom	झाड़ू	0.385	0.154	0.302
broomstick	नाला	0.410	0.265	0.227
broth	शोरबा	0.500	0.245	0.168
brothel	वेश्यालय	0.255	0.886	0.418
brother	भाई	0.823	0.361	0.546
brotherhood	भाईचारा	0.990	0.471	0.760
brotherly	भाई	0.865	0.306	0.596
brow	भौंह	0.562	0.311	0.481
brown	भूरा	0.396	0.202	0.293
brownstone	ब्राउनस्टोन	0.559	0.423	0.439
browse	ब्राउज़ करें	0.635	0.750	0.592
brrr	आह	0.373	0.540	0.282
bruise	चोट	0.133	0.640	0.474
bruising	चोट	0.084	0.520	0.422
brunch	ब्रंच	0.406	0.363	0.343
brunette	श्यामला	0.802	0.528	0.529
brunt	चोट	0.204	0.750	0.349
brush	ब्रश	0.490	0.265	0.186
brutal	क्रूर	0.122	0.882	0.643
brutality	निर्दयता	0.122	0.832	0.571
brute	पशु	0.115	0.547	0.379
brutish	पाशविक	0.270	0.837	0.588
bubble	बुलबुला	0.774	0.213	0.364
bubbling	उत्साह से भरा हुआ	0.500	0.438	0.384
bubbly	चुलबुली	0.698	0.608	0.462
bubonic	टाऊन	0.280	0.530	0.394
buck	हिरन	0.677	0.577	0.720
buckaroo	बकारू	0.448	0.469	0.479
bucket	बाल्टी	0.408	0.167	0.336
buckle	बकसुआ	0.416	0.373	0.361
buckled	झुक	0.427	0.358	0.439
bucko	bucko	0.439	0.455	0.465
buckshot	buckshot	0.255	0.740	0.322
buckwheat	एक प्रकार का अनाज	0.490	0.471	0.434
bud	कली	0.460	0.402	0.333
buddha	बुद्धा	0.690	0.198	0.604
buddhism	बुद्ध धर्म	0.510	0.115	0.673
buddhist	बौद्ध	0.570	0.182	0.481
budding	नवोदित	0.490	0.500	0.355
buddy	साथी	0.884	0.585	0.655
budge	हिलना	0.719	0.755	0.543
budget	बजट	0.643	0.396	0.731
buff	चमड़ा	0.561	0.425	0.361
buffalo	भेंस	0.469	0.528	0.527
buffer	बफर	0.520	0.474	0.350
buffering	बफरिंग	0.479	0.468	0.381
buffet	बुफ़े	0.656	0.546	0.519
buffoon	विदूषक	0.344	0.651	0.290
bug	बग	0.286	0.500	0.246
bugaboo	डरावना	0.439	0.491	0.441
bugged	bugged	0.561	0.439	0.500
bugger	डरावना	0.312	0.627	0.474
buggy	छोटी गाड़ी	0.500	0.509	0.327
bugle	बिगुल	0.479	0.588	0.391
bugler	बिगुलवाला	0.542	0.540	0.393
build	निर्माण	0.771	0.546	0.806
builder	निर्माता	0.660	0.642	0.701
building	इमारत	0.705	0.288	0.673
buildings	इमारतों	0.582	0.380	0.552
buildup	बनाया	0.490	0.509	0.623
bulb	बल्ब	0.562	0.208	0.300
bulbous	उभड़ा हुआ	0.390	0.442	0.430
bulge	उभाड़ना	0.260	0.487	0.400
bulimic	अतिक्षुधाग्रस्त	0.092	0.570	0.373
bulk	थोक	0.469	0.413	0.509
bulkhead	दिवार	0.312	0.425	0.402
bulky	बड़ा	0.427	0.591	0.750
bull	सांड	0.521	0.640	0.644
bulldog	एक प्रकार का कुत्त	0.494	0.650	0.530
bulldozer	बुलडोज़र	0.459	0.549	0.643
bullet	गोली	0.408	0.794	0.634
bulletin	बुलेटिन	0.573	0.294	0.361
bulletproof	बुलेटप्रूफ	0.750	0.721	0.779
bullfighter	साँड़ की लड़ाई करनेवाला	0.448	0.794	0.664
bullfrog	bullfrog	0.344	0.481	0.422
bullheaded	हठीला	0.229	0.740	0.516
bullhorn	bullhorn	0.510	0.653	0.736
bullion	बुलियन	0.693	0.558	0.729
bullock	बैल	0.281	0.402	0.375
bullpen	bullpen	0.480	0.549	0.500
bullshit	बकवास	0.042	0.676	0.183
bully	धौंसिया	0.257	0.755	0.564
bulwark	बांध	0.551	0.552	0.675
bum	चूतड़	0.281	0.451	0.155
bumblebee	भंवरा	0.469	0.493	0.321
bummed	bummed	0.296	0.430	0.227
bummer	बहुत बेकार	0.163	0.500	0.267
bump	टक्कर	0.286	0.458	0.368
bumper	बम्पर	0.385	0.573	0.518
bumpy	ऊबड़	0.306	0.683	0.419
bun	NO TRANSLATION	0.424	0.306	0.268
bunch	झुंड	0.552	0.358	0.473
bundle	बंडल	0.510	0.343	0.434
bungalow	बंगला	0.562	0.352	0.406
bungee	बंजी	0.637	0.545	0.327
bunghole	bunghole	0.286	0.426	0.396
bunion	गोखरू	0.276	0.340	0.290
bunk	चारपाई	0.438	0.332	0.339
bunker	बंकर	0.375	0.673	0.773
bunkhouse	बंकहाउस	0.470	0.414	0.407
bunny	करगोश	0.740	0.325	0.194
bunt	चोट	0.417	0.422	0.349
buoy	बांधना	0.562	0.280	0.284
buoyancy	उछाल	0.625	0.373	0.538
buoyant	प्रसन्नचित्त	0.625	0.441	0.497
bur	बर	0.385	0.353	0.314
burden	बोझ	0.367	0.583	0.697
burdened	बोझ	0.429	0.519	0.565
burdensome	बोझल	0.229	0.696	0.419
bureau	ब्यूरो	0.562	0.373	0.618
bureaucracy	नौकरशाही	0.380	0.578	0.740
bureaucrat	नौकरशाह	0.208	0.519	0.598
bureaucratic	नौकरशाही	0.280	0.630	0.573
burger	बर्गर	0.688	0.568	0.398
burglar	सेंधमार	0.050	0.769	0.404
burglary	सेंध	0.146	0.918	0.543
burial	दफ़न	0.203	0.577	0.333
buried	दफन	0.133	0.530	0.370
burke	मना करना	0.466	0.441	0.451
burlap	ऊलजलूल कपरा	0.429	0.462	0.411
burlesque	कारटून	0.327	0.615	0.343
burly	बलवान	0.562	0.650	0.750
burn	जलाना	0.219	0.783	0.509
burned	जला दिया	0.163	0.603	0.347
burner	बर्नर	0.296	0.816	0.446
burning	जलता हुआ	0.229	0.760	0.412
burnished	burnished	0.520	0.580	0.464
burnout	खराब हुए	0.219	0.445	0.240
burnt	जला	0.082	0.713	0.356
burp	burp	0.219	0.594	0.432
burr	गड़गड़ाहट	0.390	0.426	0.308
burrito	बरिटो	0.688	0.294	0.166
burro	NO TRANSLATION	0.400	0.356	0.318
burrow	बिल	0.438	0.280	0.355
bursary	bursary	0.729	0.462	0.571
burst	विस्फोट	0.156	0.894	0.845
bury	दफनाना	0.077	0.571	0.346
bus	बस	0.407	0.411	0.400
busboy	busboy	0.510	0.453	0.441
bush	झाड़ी	0.413	0.220	0.315
bushel	बुशल	0.417	0.387	0.368
bushy	जंगली	0.562	0.321	0.427
business	व्यापार	0.688	0.569	0.755
business man	NO TRANSLATION	0.530	0.598	0.933
businessman	व्यवसायी	0.653	0.510	0.802
businesswoman	व्यापार करने वाली औरत	0.719	0.500	0.764
busload	busload	0.561	0.481	0.492
buss	buss	0.469	0.500	0.391
bust	बस्ट	0.520	0.500	0.420
busted	भंडाफोड़	0.204	0.676	0.345
buster	बस्टर	0.469	0.491	0.483
bustle	हलचल	0.347	0.814	0.445
bustling	हलचल	0.490	0.850	0.528
busy	व्यस्त	0.402	0.500	0.474
busybody	पराए काम में वाधा डालनेवाला	0.255	0.634	0.472
butane	बुटान	0.442	0.483	0.380
butcher	कसाई	0.500	0.575	0.608
butler	नौकर	0.469	0.225	0.438
butt	बट	0.347	0.725	0.336
butter	मक्खन	0.650	0.292	0.202
buttercup	बटरकप	0.562	0.482	0.422
butterfly	तितली	0.892	0.327	0.314
buttermilk	छाछ	0.633	0.311	0.304
butterscotch	बटरस्कॉच	0.708	0.510	0.356
buttery	कोमलता से	0.625	0.318	0.303
buttock	चूतड़	0.429	0.600	0.288
buttocks	नितंबों	0.458	0.677	0.365
button	बटन	0.520	0.220	0.343
buttress	टेक	0.438	0.684	0.721
buxom	buxom	0.562	0.719	0.547
buy	खरीद	0.771	0.769	0.612
buyer	क्रेता	0.613	0.519	0.649
buying	खरीदना	0.665	0.784	0.589
buzz	भनभनाना	0.333	0.686	0.375
buzzard	बज़ार्ड	0.350	0.500	0.225
buzzed	buzzed	0.583	0.549	0.448
buzzer	बजर	0.549	0.716	0.480
buzzing	गूंज	0.430	0.588	0.370
bye	अलविदा	0.375	0.398	0.321
bygone	पुराना	0.229	0.310	0.315
bylaw	उपनियम	0.469	0.373	0.725
byline	रेखा से	0.469	0.450	0.435
bypass	उपमार्ग	0.429	0.418	0.353
bystander	दर्शक	0.480	0.462	0.491
byte	बाइट	0.490	0.380	0.407
byzantine	बीजान्टिन	0.546	0.443	0.492
cab	टैक्सी	0.438	0.490	0.421
cabal	साज़िश	0.500	0.406	0.573
cabana	छोटा भवन	0.698	0.296	0.407
cabaret	काबरे	0.677	0.656	0.482
