Word	Hmong-hmn	Valence	Arousal	Dominance
deteriorate	deteriorate	0.083	0.471	0.202
deteriorated	deteriorated	0.053	0.549	0.237
deteriorating	deteriorating	0.104	0.459	0.112
deterioration	deterioration	0.130	0.512	0.283
determinable	paub tseeb	0.625	0.565	0.723
determinate	txiav txim siab	0.630	0.314	0.772
determination	kev txiav txim siab	0.776	0.725	0.795
determine	txiav txim siab	0.612	0.368	0.776
determined	txiav txim siab	0.760	0.528	0.673
deterrent	kev txhawj xeeb	0.292	0.461	0.385
detest	detest	0.083	0.800	0.492
detestation	detestation	0.177	0.637	0.412
detonate	tawm tsam	0.375	0.850	0.696
detonation	tawg	0.167	0.931	0.741
detonator	ntes	0.207	0.875	0.750
detour	ncig xyuas	0.398	0.539	0.309
detract	tshem tawm	0.344	0.438	0.368
detriment	detriment	0.281	0.538	0.263
detrimental	dejnum	0.203	0.679	0.387
detritus	detritus	0.276	0.353	0.363
deuce	deuce	0.479	0.338	0.425
deutschmark	deutschmark	0.439	0.431	0.509
devalued	devalued	0.321	0.462	0.212
devastate	devastate	0.021	0.796	0.509
devastated	devastated	0.120	0.544	0.264
devastating	ntsoog loj heev	0.104	0.856	0.419
devastation	devastation	0.090	0.904	0.472
develop	tsim	0.771	0.670	0.821
developer	tsim tawm	0.844	0.653	0.864
developing	tsim	0.833	0.587	0.714
development	kev loj hlob	0.827	0.500	0.796
deviant	deviant	0.094	0.589	0.398
deviate	ua thuam	0.173	0.562	0.269
deviating	deviating	0.354	0.634	0.536
deviation	sib txawv	0.105	0.513	0.336
device	ntaus ntawv	0.562	0.404	0.627
devil	dab ntxwg nyoog	0.161	0.900	0.611
deviled	deviled	0.347	0.559	0.358
devilish	devilish	0.073	0.865	0.490
devious	devious	0.250	0.519	0.259
devise	npaj siab	0.551	0.557	0.670
devoid	devoid	0.219	0.436	0.300
devolution	devolution	0.345	0.434	0.425
devolve	devolve	0.367	0.427	0.596
devote	devote	0.802	0.490	0.642
devoted	devoted	0.867	0.320	0.698
devotee	devotee	0.816	0.461	0.577
devotion	kev ua haujlwm	0.802	0.561	0.673
devotional	kev sib hawm	0.740	0.394	0.655
devour	devour	0.344	0.888	0.574
devout	devout	0.620	0.357	0.464
dew	dew	0.604	0.225	0.464
dexter	dexter	0.458	0.473	0.444
dexterity	dexterity	0.771	0.673	0.864
dextrose	dextrose	0.333	0.402	0.323
diabetes	mob ntshav qab zib	0.051	0.472	0.279
diabetic	ntshav qab zib	0.125	0.269	0.237
diabolical	diabolical	0.102	0.912	0.456
diagnose	kuaj xyuas	0.378	0.520	0.714
diagnosis	kuaj mob	0.571	0.500	0.819
diagnostic	kuaj mob	0.417	0.483	0.635
diagnostics	kuaj mob	0.540	0.440	0.750
diagonal	kab pheeb ces kaum	0.500	0.343	0.410
diagram	daim duab	0.562	0.357	0.445
dial	hu	0.620	0.427	0.596
dialect	hom lus	0.635	0.422	0.526
dialectic	dialectic	0.510	0.540	0.638
dialogue	sib tham	0.599	0.441	0.625
dialysis	lim ntshav	0.194	0.567	0.407
diameter	inch	0.427	0.298	0.483
diamond	pob zeb diamond	0.910	0.606	0.769
diamonds	diamonds	0.927	0.684	0.917
diaper	diaper	0.409	0.274	0.155
diaphragm	diaphragm	0.459	0.337	0.517
diarrhea	raws plab	0.092	0.684	0.143
diarrhoea	raws plab	0.038	0.692	0.250
diary	chaw muag mis nyuj	0.698	0.292	0.464
diatribe	diatribe	0.354	0.569	0.409
dib	NO TRANSLATION	0.479	0.370	0.344
dibs	dibs	0.510	0.410	0.391
dice	tsuav	0.458	0.441	0.264
dicey	dicey	0.290	0.833	0.727
dichotomous	dichotomous	0.365	0.452	0.538
dichotomy	dichotomy	0.323	0.482	0.483
dick	dick	0.208	0.500	0.462
dickhead	dickhead	0.115	0.608	0.284
dicks	dicks	0.310	0.694	0.358
dictate	dictate	0.480	0.423	0.668
dictation	dictation	0.255	0.378	0.627
dictator	tus tswj hwm	0.073	0.760	0.862
dictatorial	dictatorial	0.204	0.770	0.840
dictatorship	dictatorship	0.082	0.806	0.784
diction	diction	0.439	0.373	0.679
dictionary	phau ntawv txhais lus	0.620	0.250	0.598
dictum	NO TRANSLATION	0.385	0.510	0.528
didactic	didactic	0.645	0.480	0.673
diddle	puas yog	0.429	0.566	0.393
die	NO TRANSLATION	0.031	0.765	0.259
died	tuag	0.021	0.650	0.327
diesel	diesel	0.490	0.327	0.448
diet	kev noj haus	0.429	0.235	0.398
dietary	kev noj haus	0.551	0.220	0.261
differ	txawv	0.230	0.398	0.396
difference	qhov sib txawv	0.474	0.560	0.483
differences	txawv	0.365	0.582	0.342
different	txawv	0.612	0.394	0.473
differential	txawv	0.520	0.378	0.535
differentiation	txawv	0.367	0.561	0.535
differently	txawv	0.480	0.431	0.506
differing	txawv	0.418	0.410	0.455
difficult	nyuaj	0.235	0.700	0.508
difficulties	nyuaj	0.082	0.784	0.357
difficulty	nyuaj	0.079	0.740	0.368
diffuse	diffuse	0.430	0.431	0.321
diffusion	diffusion	0.356	0.615	0.517
dig	NO TRANSLATION	0.367	0.585	0.637
digest	zom zaws	0.720	0.413	0.483
digestion	plab zom mov	0.531	0.410	0.455
digestive	digestive	0.542	0.413	0.434
digit	digit	0.447	0.286	0.333
digital	digital	0.740	0.382	0.529
dignified	saib taus	0.766	0.481	0.635
dignify	saib kom meej	0.854	0.588	0.735
dignity	meej mom	0.844	0.391	0.873
digress	digress	0.271	0.625	0.411
digs	NO TRANSLATION	0.448	0.670	0.635
dike	dike	0.360	0.384	0.490
dilapidated	dilapidated	0.229	0.618	0.286
dilatation	dilatation	0.385	0.574	0.368
dilation	dilation	0.347	0.490	0.578
dildo	dildo	0.536	0.587	0.491
dilemma	teeb meem	0.153	0.590	0.430
diligence	kev mob siab	0.688	0.423	0.700
diligent	mob siab	0.760	0.426	0.759
dill	dill	0.427	0.360	0.373
diluent	diluent	0.417	0.344	0.332
dilute	dilute	0.275	0.192	0.349
diluted	diluted	0.469	0.310	0.229
dilution	dilution	0.445	0.337	0.352
dim	dim	0.398	0.321	0.273
dime	dime	0.653	0.317	0.345
dimension	dimension	0.592	0.415	0.627
dimensional	seem	0.561	0.484	0.596
diminish	ploj zuj zus	0.240	0.357	0.167
diminished	diminished	0.156	0.269	0.196
diminution	diminution	0.316	0.296	0.245
diminutive	diminutive	0.323	0.200	0.109
dimwit	dimwit	0.255	0.459	0.175
din	NO TRANSLATION	0.440	0.417	0.398
dine	noj haus	0.821	0.519	0.478
diner	noj mov	0.643	0.302	0.538
dinghy	dinghy	0.510	0.269	0.325
dingo	dingo	0.608	0.472	0.346
dingy	dingy	0.156	0.483	0.343
dining	chav noj mov	0.724	0.350	0.459
dinky	dinky	0.357	0.451	0.358
dinner	noj hmo	0.823	0.392	0.379
dinnertime	dinnertime	0.796	0.406	0.341
dinosaur	dinosaur	0.448	0.630	0.596
dint	Dint	0.378	0.480	0.492
diocesan	diocesan	0.520	0.283	0.518
diocese	diocese	0.510	0.288	0.575
diorama	diorama	0.592	0.441	0.462
dioxide	dioxide	0.354	0.433	0.456
dip	poob	0.516	0.583	0.397
diploma	diploma	0.750	0.462	0.731
diplomacy	diplomacy	0.740	0.396	0.774
diplomat	diplomat	0.563	0.262	0.868
diplomatic	diplomatic	0.653	0.363	0.918
dipper	dipper	0.548	0.361	0.348
dippy	dippy	0.430	0.402	0.340
dipstick	dipstick	0.365	0.312	0.316
dire	NO TRANSLATION	0.214	0.660	0.259
direct	ncaj qha	0.793	0.403	0.650
directed	qhia	0.542	0.490	0.541
direction	kev coj	0.719	0.330	0.684
directive	lus qhia	0.604	0.530	0.918
directly	ncaj qha	0.747	0.400	0.702
director	tus thawj coj	0.688	0.580	0.912
directory	directory	0.439	0.413	0.538
dirt	av	0.112	0.500	0.236
dirty	qias neeg	0.153	0.460	0.170
disability	tsis taus	0.073	0.482	0.173
disable	lov tes taw	0.115	0.430	0.269
disabled	xiam oob khab	0.308	0.443	0.235
disadvantage	disadvantage	0.150	0.377	0.282
disaffected	tsis pom zoo	0.176	0.410	0.291
disagree	tsis pom zoo	0.133	0.590	0.345
disagreeable	tsis pom zoo	0.042	0.643	0.178
disagreeing	tsis pom zoo	0.255	0.643	0.350
disagreement	tsis sib haum	0.104	0.618	0.236
disallow	tsis pom zoo	0.156	0.519	0.424
disallowed	tsis pom zoo	0.135	0.500	0.328
disapointment	NO TRANSLATION	0.104	0.418	0.231
disappear	ploj	0.143	0.441	0.350
disappearance	disappearance	0.214	0.698	0.367
disappearing	disappearing	0.167	0.427	0.379
disappoint	tu siab	0.150	0.633	0.288
disappointed	chim siab	0.071	0.472	0.241
disappointing	disappointing	0.073	0.640	0.200
disappointment	chim siab	0.115	0.490	0.336
disapproval	tsis pom zoo	0.085	0.551	0.367
disapprove	tsis pom zoo	0.160	0.594	0.445
disapproved	tsis pom zoo	0.104	0.550	0.114
disapproving	tsis pom zoo	0.245	0.625	0.452
disarm	disarm	0.292	0.528	0.613
disarray	kev kub ntxhov	0.198	0.657	0.223
disaster	kev phem	0.082	0.892	0.433
disastrous	disastrous	0.071	0.741	0.439
disband	disband	0.302	0.491	0.417
disbelief	kev tsis ntseeg	0.188	0.409	0.373
disbelieve	disbelieve	0.188	0.441	0.352
disburse	sib koom tes	0.418	0.473	0.353
disbursement	kev faib nyiaj	0.240	0.443	0.435
disc	disc	0.622	0.410	0.426
discard	muab pov tseg	0.240	0.343	0.337
discarded	pov tseg	0.229	0.460	0.308
discards	discards	0.240	0.464	0.391
discern	pom kev	0.459	0.566	0.518
discernible	discernible	0.427	0.441	0.481
discerning	txawj ntse	0.542	0.584	0.780
discernment	discernment	0.408	0.471	0.694
discharge	paug	0.427	0.538	0.578
disciple	tug thwjtim	0.765	0.385	0.462
disciplinary	qhuab qhia	0.562	0.593	0.796
discipline	qhuab qhia	0.615	0.471	0.806
disciplined	raug qhuab qhia	0.728	0.450	0.750
disclaim	tshem tawm	0.235	0.509	0.321
disclaimer	disclaimer	0.367	0.571	0.542
disclose	qhia tawm	0.490	0.570	0.545
disclosed	qhia tawm	0.271	0.575	0.546
disclosure	kev nthuav tawm	0.500	0.615	0.710
disco	disco	0.710	0.806	0.575
discoloration	tsis pom kev	0.224	0.373	0.414
discolored	rho tawm	0.204	0.340	0.269
discomfort	tsis xis nyob	0.153	0.719	0.272
disconcerted	disconcerted	0.100	0.612	0.288
disconcerting	disconcerting	0.106	0.549	0.269
disconnect	disconnect	0.438	0.292	0.191
disconnected	kaw	0.292	0.276	0.173
disconnection	kev tshem tawm	0.167	0.283	0.277
disconnects	disconnect	0.256	0.357	0.241
discontent	poob siab	0.240	0.530	0.263
discontinuance	tsis ua ntxiv lawm	0.123	0.741	0.337
discontinue	tsum tsis ua	0.354	0.396	0.349
discontinuity	tsis tuaj yeem	0.303	0.439	0.250
discontinuous	tsis ua mus ntxiv	0.233	0.409	0.316
discord	sib cav	0.115	0.882	0.465
discount	luv nqi	0.724	0.530	0.302
discounted	txo nqi	0.677	0.471	0.430
discourage	poob siab	0.184	0.443	0.267
discouraged	poob siab	0.220	0.304	0.090
discouragement	kev poob siab	0.112	0.319	0.206
discouraging	poob siab	0.167	0.469	0.281
discourse	kev daws teebmeem	0.410	0.550	0.803
discover	nrhiav tau	0.771	0.793	0.673
discovery	nrhiav tau	0.823	0.627	0.814
discredit	discredit	0.075	0.529	0.355
discredited	discredited	0.112	0.491	0.182
discreet	NO TRANSLATION	0.552	0.216	0.532
discrepancy	tsis sib xws	0.260	0.643	0.417
discrete	discrete	0.585	0.231	0.429
discretion	kev pom zoo	0.552	0.320	0.685
discretionary	kev xaiv	0.520	0.365	0.446
discriminate	ntxub ntxaug	0.125	0.761	0.366
discriminating	cais neeg	0.160	0.783	0.462
discrimination	kev ntxub ntxaug	0.051	0.724	0.379
discus	discus	0.542	0.423	0.343
discuss	sib tham	0.396	0.769	0.509
discussion	sib tham	0.333	0.842	0.536
disdain	disdain	0.153	0.446	0.441
disdainful	disdainful	0.097	0.480	0.263
disease	kab mob	0.041	0.539	0.333
diseased	muaj mob	0.123	0.510	0.134
disembodied	disembodied	0.167	0.620	0.412
disengage	disengage	0.406	0.529	0.304
disengagement	kev tsis sib haum	0.327	0.373	0.395
disfigured	disfigured	0.153	0.613	0.336
disgrace	disgrace	0.061	0.531	0.331
disgraced	disgraced	0.071	0.661	0.250
disgraceful	poob ntsej muag	0.082	0.702	0.240
disgruntled	disgruntled	0.104	0.658	0.442
disguise	disguise	0.573	0.694	0.431
disguised	disguised	0.500	0.615	0.326
disgust	qias neeg	0.052	0.775	0.317
disgusted	disgusted	0.051	0.773	0.274
disgusting	disgusting	0.031	0.796	0.245
dish	tais	0.552	0.255	0.264
disheartened	diav	0.153	0.343	0.238
disheartening	kev txhawj xeeb	0.010	0.353	0.224
dishonest	tsis ncaj ncees	0.191	0.491	0.163
dishonesty	tsis ncaj ncees	0.094	0.592	0.348
dishonor	dishonor	0.104	0.620	0.185
dishonorable	dishonorable	0.112	0.641	0.280
dishwasher	tshuab ntxuav tais diav	0.480	0.296	0.324
disillusionment	disillusionment	0.051	0.519	0.190
disinclination	disinclination	0.125	0.491	0.330
disincline	disincline	0.458	0.454	0.278
disinclined	disinclined	0.385	0.442	0.364
disinfect	disinfect	0.448	0.388	0.648
disinfectant	tshuaj tua kab mob	0.531	0.429	0.460
disinfection	disinfection	0.517	0.556	0.473
disinformation	disinformation	0.230	0.577	0.260
disingenuous	disingenuous	0.194	0.509	0.204
disintegrate	tawg	0.143	0.660	0.364
disintegration	disintegration	0.094	0.551	0.381
disinterested	disinterested	0.398	0.284	0.392
disjoint	disjoint	0.351	0.385	0.322
disjointed	disjointed	0.323	0.518	0.365
disjunctive	disjunctive	0.286	0.481	0.400
disk	disk	0.573	0.423	0.412
diskette	diskette	0.531	0.255	0.391
dislike	tsis nyiam	0.156	0.406	0.321
disliked	tsis nyiam	0.062	0.510	0.221
disliking	tsis nyiam	0.163	0.637	0.366
dislocated	dislocated	0.125	0.625	0.200
dislocation	dislocation	0.229	0.565	0.373
dislodge	dislodge	0.214	0.769	0.356
disloyal	tsis muaj kev vam	0.062	0.582	0.245
disloyalty	tsis tso cai	0.187	0.716	0.267
dismal	tsis zoo	0.194	0.450	0.192
dismantle	dismantle	0.347	0.644	0.462
dismay	dismay	0.314	0.681	0.459
dismayed	dismayed	0.165	0.735	0.389
dismemberment	sib nrauj	0.104	0.860	0.470
dismiss	tso tawm	0.167	0.541	0.509
dismissal	lawb tawm	0.153	0.723	0.271
dismissive	tshem tawm	0.188	0.541	0.430
dismount	dismount	0.361	0.423	0.391
disobedience	tsis mloog lus	0.051	0.868	0.369
disobedient	tsis mloog lus	0.276	0.706	0.353
disobey	tsis ua	0.143	0.556	0.491
disorder	tsis meej	0.115	0.816	0.218
disordered	tsis ua haujlwm	0.210	0.714	0.288
disorderly	tsis meej pem	0.188	0.748	0.385
disorganized	disorganised	0.052	0.507	0.184
disorientation	tsis ua haujlwm	0.163	0.472	0.212
disoriented	disoriented	0.227	0.643	0.227
disown	tsis pom zoo	0.153	0.637	0.368
disparage	disparage	0.092	0.663	0.336
disparaging	disparaging	0.102	0.626	0.411
disparate	disparate	0.438	0.500	0.368
disparity	disparity	0.208	0.482	0.361
dispassionate	dispassionate	0.199	0.217	0.218
dispatch	xa	0.317	0.417	0.555
dispatcher	dispatcher	0.365	0.704	0.652
dispel	dispel	0.388	0.402	0.411
dispensary	dispensary	0.406	0.380	0.606
dispensation	lub caij nyoog	0.388	0.462	0.490
dispense	faib	0.561	0.520	0.518
dispenser	dispenser	0.583	0.392	0.470
dispersal	dispersal	0.388	0.507	0.421
disperse	disperse	0.375	0.569	0.434
dispersed	dispersed	0.344	0.490	0.274
dispersion	dispersion	0.270	0.604	0.350
dispirited	dispirited	0.204	0.280	0.142
displace	kev hloov chaw	0.424	0.541	0.454
displaced	tawm mus	0.281	0.472	0.291
displacement	xaav	0.276	0.531	0.481
displacency	kev hloov chaw	0.500	0.528	0.642
display	zaub	0.677	0.325	0.400
displease	tsis zoo	0.021	0.702	0.286
displeased	tsis txaus siab	0.135	0.690	0.400
displeasure	displeasure	0.115	0.559	0.250
disposable	siv tau	0.271	0.439	0.250
disposal	pov tseg	0.135	0.608	0.396
dispose	pov tseg	0.548	0.538	0.559
disposed	muab pov tseg	0.688	0.441	0.625
disposition	qhov kho	0.663	0.542	0.734
dispossessed	disassessed	0.354	0.577	0.331
disprove	tsis pom zoo	0.375	0.625	0.613
dispute	kev sib cav	0.219	0.750	0.585
disqualification	tsis tsim nyog	0.066	0.677	0.330
disqualified	tsis tsim nyog	0.129	0.464	0.232
disqualify	tsis tsim nyog	0.208	0.595	0.267
disquieted	tsis txaus siab	0.229	0.850	0.290
disregard	poob siab	0.177	0.647	0.308
disregarded	tsis pom kev	0.260	0.458	0.283
disrelish	tsis sib haum	0.375	0.471	0.304
disreputable	disreputable	0.104	0.688	0.353
disrepute	disrepute	0.208	0.630	0.292
disrespect	tsis hwm	0.062	0.637	0.302
disrespectful	tsis hwm	0.031	0.694	0.273
disrupt	cuam ​​tshuam	0.265	0.640	0.349
disrupting	cuam ​​tshuam	0.186	0.557	0.339
disruption	kev cuam tshuam	0.235	0.735	0.436
disruptive	cuam ​​tshuam	0.255	0.755	0.575
dissatisfaction	dissatisfaction	0.115	0.663	0.202
dissatisfied	tsis txaus siab	0.042	0.561	0.291
dissect	tshaj tawm	0.367	0.750	0.595
dissection	sib cav	0.276	0.632	0.462
disseminate	disseminate	0.562	0.608	0.750
dissemination	nthuav tawm	0.476	0.551	0.583
dissension	kev sib cav	0.250	0.618	0.414
dissent	tsis pom zoo	0.300	0.655	0.407
dissenting	tsis sib haum	0.208	0.552	0.366
dissertation	dissertation	0.312	0.575	0.575
disservice	disservice	0.250	0.794	0.480
dissident	dissident	0.350	0.582	0.413
dissimilar	txawv	0.276	0.461	0.472
dissipate	dissipate	0.385	0.368	0.355
dissipated	dissipated	0.281	0.421	0.231
dissociation	dissociation	0.135	0.555	0.471
dissociative	dissociative	0.281	0.615	0.397
dissolution	xaus	0.204	0.464	0.349
dissolve	dissolve	0.271	0.490	0.410
dissonance	dissonance	0.173	0.471	0.336
dissuade	dissuade	0.482	0.500	0.350
distal	distal	0.410	0.401	0.438
distance	nrug	0.233	0.317	0.418
distant	nyob deb	0.229	0.324	0.269
distaste	distaste	0.184	0.625	0.370
distasteful	distasteful	0.264	0.676	0.222
distillate	distillate	0.500	0.347	0.382
distillation	distillation	0.396	0.436	0.575
distilled	distilled	0.427	0.573	0.500
distinct	txawv	0.542	0.578	0.509
distinction	txawv	0.584	0.571	0.750
distinctive	txawv txawv	0.885	0.520	0.604
distinguish	txawv	0.675	0.471	0.600
distinguishable	txawv	0.635	0.530	0.727
distinguished	txawv	0.823	0.593	0.759
distinguishing	qhov txawv	0.622	0.363	0.640
distort	distort	0.100	0.740	0.366
distorted	distorted	0.250	0.521	0.280
distortion	distortion	0.299	0.570	0.380
distract	cuam ​​tshuam	0.241	0.609	0.336
distracted	tsis muaj kev cuam tshuam	0.194	0.392	0.213
distracting	kev cuam tshuam	0.445	0.583	0.400
distraction	kev ntxhov siab	0.402	0.557	0.390
distraught	kev txhawj xeeb	0.115	0.903	0.264
distress	kev nyuaj siab	0.073	0.840	0.396
distressed	ntxhov siab	0.143	0.771	0.324
distressing	nyuab siab	0.075	0.750	0.375
distribute	faib	0.643	0.596	0.709
distribution	faib	0.635	0.548	0.788
distributor	distributor	0.702	0.447	0.718
district	koog tsev kawm ntawv	0.438	0.327	0.660
distrust	tsis ntseeg	0.060	0.670	0.276
disturb	cuam ​​tshuam	0.175	0.760	0.481
disturbance	cuam ​​tshuam	0.146	0.907	0.404
disturbed	ntxhov siab	0.125	0.870	0.305
disturbing	cuam ​​tshuam	0.146	0.792	0.439
disuse	tsis kam	0.229	0.229	0.202
disused	tsis siv	0.250	0.302	0.186
ditch	ditch	0.357	0.364	0.322
ditto	ditto	0.449	0.418	0.411
ditty	ditty	0.470	0.433	0.334
diurnal	diurnal	0.714	0.296	0.443
diva	diva	0.660	0.657	0.596
divan	NO TRANSLATION	0.750	0.202	0.262
dive	dhia dej	0.583	0.531	0.500
diver	diver	0.594	0.520	0.564
diverge	diverge	0.375	0.657	0.520
divergence	divergence	0.429	0.615	0.687
divergent	divergent	0.449	0.660	0.587
diverging	diverging	0.417	0.613	0.573
divers	ntau haiv neeg	0.583	0.580	0.602
diverse	ntau yam	0.562	0.519	0.604
diversified	diversified	0.602	0.538	0.549
diversify	diversify	0.656	0.588	0.464
diversion	kev ua si	0.740	0.821	0.714
diversionary	kev rauj	0.551	0.587	0.300
diversity	ntau haiv neeg	0.806	0.472	0.711
divert	hloov	0.344	0.622	0.407
diverting	diverting	0.396	0.571	0.537
divest	divest	0.365	0.547	0.424
divested	divested	0.333	0.449	0.311
divestment	divestment	0.302	0.509	0.382
divide	faib	0.333	0.520	0.417
divided	faib	0.271	0.623	0.391
dividend	dividend	0.583	0.491	0.566
divination	divination	0.500	0.650	0.545
divine	divine	0.918	0.571	0.885
divinity	divinity	0.896	0.559	0.774
divisible	divisible	0.323	0.462	0.411
division	sib faib	0.370	0.481	0.472
divisor	divisor	0.344	0.517	0.455
divorce	sib nrauj	0.042	0.700	0.385
divorcee	sib nrauj	0.153	0.610	0.481
divulge	hais lus	0.531	0.718	0.467
divvy	divvy	0.351	0.462	0.429
dizziness	kiv taub hau	0.229	0.555	0.254
dizzy	dizzy	0.199	0.582	0.193
do	ua	0.670	0.548	0.536
doable	tseem ceeb	0.760	0.404	0.675
doc	doc	0.458	0.317	0.392
docile	docile	0.604	0.259	0.264
dock	dock	0.490	0.409	0.481
docked	docked	0.281	0.754	0.398
docket	docket	0.505	0.509	0.607
docking	docking	0.354	0.596	0.587
doctor	tus kws kho mob	0.700	0.531	0.861
doctorate	doctorate	0.776	0.479	0.841
doctrinal	cov lus qhuab qhia	0.510	0.373	0.673
doctrine	kev qhuab qhia	0.500	0.394	0.769
document	daim ntawv	0.594	0.240	0.667
documentary	documentary	0.622	0.213	0.596
documentation	ntaub ntawv	0.719	0.290	0.667
documents	cov ntaub ntawv	0.530	0.250	0.587
dodge	dodge	0.333	0.760	0.509
dodger	dodger	0.427	0.454	0.490
dodging	dodging	0.396	0.654	0.382
dodgy	dodgy	0.281	0.510	0.254
dodo	dodo	0.438	0.306	0.353
doe	tsis tau	0.550	0.336	0.336
doer	doer	0.724	0.550	0.728
dog	aub	0.704	0.500	0.407
dogface	dog	0.219	0.470	0.264
dogged	dogged	0.255	0.750	0.594
doggy	doggy	0.646	0.491	0.404
doghouse	doghouse	0.438	0.417	0.340
dogma	dogma	0.530	0.460	0.719
dogmatic	dogmatic	0.448	0.520	0.654
dogsick	NO TRANSLATION	0.571	0.490	0.377
doings	doings	0.604	0.491	0.705
doit	NO TRANSLATION	0.500	0.519	0.392
dojo	dojo	0.500	0.435	0.455
doldrums	doldrums	0.229	0.425	0.266
dole	dole	0.448	0.402	0.348
doll	menyuam roj hmab	0.729	0.321	0.330
dollar	duas las	0.755	0.632	0.694
dollhouse	dollhouse	0.643	0.245	0.363
dolor	NO TRANSLATION	0.167	0.635	0.375
dolphin	ntses taub ntses	0.776	0.350	0.414
domain	sau	0.573	0.549	0.828
dome	dome	0.620	0.398	0.509
domestic	nyeg	0.729	0.327	0.500
domesticated	nyiag	0.635	0.360	0.294
domestication	domestication	0.594	0.390	0.435
domicile	domicile	0.604	0.292	0.529
domiciled	domiciled	0.542	0.340	0.516
dominance	dominance	0.542	0.775	0.839
dominant	tseem ceeb	0.406	0.854	0.893
dominate	dominate	0.439	0.814	0.953
dominating	dominating	0.427	0.769	0.902
domination	domination	0.505	0.786	0.959
dominatrix	dominatrix	0.390	0.727	0.709
dominion	ntiaj teb	0.542	0.704	0.890
domino	domino	0.594	0.510	0.473
don	tsis tau	0.646	0.454	0.702
donate	pub dawb	0.774	0.462	0.577
donation	pub dawb	0.792	0.398	0.602
donkey	zag	0.406	0.367	0.245
donor	pub dawb	0.714	0.490	0.653
dontlikeyou	NO TRANSLATION	0.055	0.500	0.282
dontmess	NO TRANSLATION	0.396	0.482	0.440
dontmesswithme	dontmesswithme	0.312	0.635	0.440
dontpanic	dontpanic	0.469	0.465	0.425
dontunderstand	NO TRANSLATION	0.219	0.357	0.271
doodle	doodle	0.604	0.402	0.376
doom	doom	0.073	0.750	0.442
doomed	doomed	0.041	0.755	0.301
doomsday	doomsday	0.125	0.861	0.670
door	qhov rooj	0.549	0.189	0.421
doorbell	qhov rooj	0.564	0.500	0.307
doorknob	qhov rooj tog	0.406	0.553	0.462
doorman	doorman	0.570	0.371	0.491
doormat	doormat	0.458	0.269	0.267
doornail	doornail	0.459	0.370	0.423
doorstep	qhov rooj	0.531	0.274	0.391
doorway	qhov rooj	0.573	0.304	0.496
dopamine	dopamine	0.548	0.469	0.426
dope	dope	0.295	0.855	0.425
