Word	Galician-gl	Valence	Arousal	Dominance
cupping	cubrindo	0.490	0.610	0.402
cur	cur	0.440	0.519	0.460
curable	curable	0.823	0.292	0.574
curate	curate	0.726	0.418	0.526
curative	curativo	0.667	0.318	0.613
curator	comisario	0.688	0.389	0.688
curb	frear	0.472	0.371	0.402
curd	requeixo	0.542	0.442	0.278
cure	cura	0.719	0.377	0.623
curfew	toque de queda	0.219	0.618	0.623
curiosity	curiosidade	0.750	0.755	0.463
curious	curioso	0.635	0.600	0.483
curl	curl	0.385	0.452	0.351
curling	curling	0.583	0.592	0.400
currency	moeda	0.583	0.418	0.592
current	actual	0.625	0.312	0.612
curriculum	currículo	0.708	0.306	0.620
curry	curry	0.633	0.345	0.302
curse	maldición	0.033	0.720	0.375
cursed	maldito	0.083	0.783	0.393
cursing	maldecir	0.112	0.860	0.446
cursory	cursory	0.423	0.451	0.431
curt	curt	0.245	0.610	0.452
curtail	reducir	0.306	0.439	0.497
curtailment	redución	0.230	0.578	0.431
curtain	cortina	0.698	0.278	0.304
curtains	cortinas	0.615	0.123	0.342
curtsy	cortesía	0.635	0.412	0.598
curvature	curvatura	0.417	0.367	0.447
curve	curva	0.480	0.375	0.307
curved	curvo	0.542	0.407	0.337
curvilinear	curvilíneo	0.480	0.575	0.411
cushion	almofada	0.653	0.221	0.292
cushy	cushy	0.823	0.283	0.395
cusp	cúspide	0.667	0.710	0.700
cuss	cuss	0.354	0.538	0.443
cussed	cussed	0.156	0.625	0.454
custard	natillas	0.618	0.260	0.293
custodial	custodio	0.418	0.462	0.718
custodian	custodio	0.594	0.625	0.528
custody	custodia	0.494	0.472	0.675
custom	costume	0.552	0.382	0.688
customary	costume	0.700	0.253	0.561
customer	cliente	0.562	0.430	0.673
customized	personalizado	0.625	0.504	0.590
cut	corte	0.490	0.490	0.393
cutaneous	cutánea	0.365	0.370	0.328
cute	lindo	0.920	0.528	0.579
cuticle	cutícula	0.340	0.320	0.377
cutie	cutie	0.638	0.528	0.464
cutlass	cutlass	0.173	0.648	0.528
cutlery	cubertos	0.552	0.300	0.345
cutoff	cortar	0.432	0.510	0.518
cutter	cortador	0.427	0.731	0.583
cutters	cortadores	0.197	0.653	0.491
cutthroat	cortadura	0.110	0.823	0.663
cutting	corte	0.448	0.375	0.536
cutting board	táboa de cortar	0.337	0.540	0.342
cuttings	estacas	0.479	0.392	0.433
cwt	cwt	0.500	0.410	0.384
cyanide	cianuro	0.229	0.667	0.545
cyberspace	ciberespazo	0.677	0.594	0.611
cycle	ciclo	0.635	0.400	0.533
cyclical	cíclico	0.380	0.450	0.554
cyclist	ciclista	0.684	0.582	0.576
cyclone	ciclón	0.416	0.796	0.673
cylinder	cilindro	0.459	0.324	0.447
cylindrical	cilíndrico	0.458	0.294	0.414
cymbal	címbalo	0.542	0.363	0.362
cynic	cínico	0.135	0.632	0.473
cynical	cínico	0.156	0.760	0.474
cynicism	cinismo	0.104	0.780	0.454
cyst	cista	0.173	0.578	0.312
cystic	cístico	0.314	0.481	0.400
cytomegalovirus	citomegalovirus	0.186	0.657	0.443
cytoplasm	citoplasma	0.378	0.442	0.474
czar	zar	0.480	0.348	0.643
dab	dab	0.510	0.337	0.340
dabble	dabble	0.550	0.530	0.491
dabbling	dabbling	0.562	0.726	0.676
dad	pai	0.857	0.412	0.786
daddy	papá	0.795	0.400	0.736
dado	NO TRANSLATION	0.510	0.240	0.364
daemon	demonio	0.333	0.490	0.500
daft	daft	0.255	0.436	0.157
dagger	daga	0.224	0.797	0.613
daily	diariamente	0.653	0.347	0.473
dainty	delicado	0.604	0.284	0.424
daiquiri	daiquiri	0.670	0.519	0.400
dairy	leiteiro	0.633	0.255	0.462
daisy	margarida	0.562	0.367	0.333
dak	NO TRANSLATION	0.510	0.417	0.424
dale	dale	0.622	0.270	0.365
dam	presa	0.250	0.553	0.394
damage	danos	0.059	0.726	0.403
damaged	estragado	0.104	0.635	0.182
damages	danos	0.082	0.760	0.310
dame	dame	0.694	0.480	0.500
damn	maldición	0.073	0.784	0.431
damnation	condenación	0.135	0.750	0.416
damned	condenado	0.100	0.760	0.465
damp	húmido	0.360	0.279	0.210
dampened	humedecido	0.271	0.422	0.336
damper	amortecedor	0.459	0.378	0.473
damsel	damisela	0.719	0.475	0.400
dance	danza	0.894	0.840	0.551
dancer	bailarín	0.740	0.768	0.545
dancing	bailando	0.885	0.868	0.444
dandruff	caspa	0.398	0.298	0.293
dandy	dandy	0.673	0.520	0.630
danger	perigo	0.115	0.923	0.673
dangerous	perigoso	0.020	0.941	0.658
dangerously	perigosamente	0.082	0.930	0.564
dangit	NO TRANSLATION	0.396	0.606	0.358
dangle	balance	0.362	0.469	0.375
dank	NO TRANSLATION	0.390	0.381	0.383
dapper	dapper	0.770	0.560	0.698
dare	atreverse	0.677	0.788	0.684
daredevil	temerario	0.429	0.714	0.653
daresay	daresay	0.540	0.451	0.490
daring	atrevido	0.583	0.840	0.711
dark	escuro	0.198	0.398	0.426
darken	escurecer	0.250	0.471	0.382
darkened	ensombrecido	0.135	0.440	0.452
darkly	oscuro	0.219	0.548	0.443
darkness	escuridade	0.102	0.602	0.418
darkroom	cuarto escuro	0.188	0.627	0.423
darkside	lado escuro	0.102	0.690	0.365
darling	Cariño	0.885	0.370	0.608
darn	darn	0.115	0.765	0.418
dart	dardo	0.417	0.608	0.500
dash	trazo	0.574	0.312	0.324
dashboard	taboleiro de instrumentos	0.510	0.371	0.595
dashed	rasgado	0.276	0.393	0.338
dashing	correndo	0.612	0.627	0.799
dastardly	dastardly	0.208	0.688	0.270
data	datos	0.500	0.250	0.426
database	base de datos	0.604	0.286	0.644
date	data	0.604	0.231	0.400
datenight	NO TRANSLATION	0.708	0.637	0.518
daughter	filla	0.908	0.415	0.455
dawdle	dawdle	0.479	0.464	0.357
dawn	amanecer	0.827	0.235	0.519
dawned	amaneceu	0.694	0.471	0.473
day	día	0.719	0.269	0.389
daybreak	amanecer	0.802	0.358	0.474
daycare	gardería	0.776	0.481	0.360
daydream	soñar desprezo	0.750	0.337	0.456
daydreaming	soñando	0.776	0.360	0.479
daylight	luz do día	0.865	0.420	0.545
daymade	NO TRANSLATION	0.646	0.450	0.417
dayoff	NO TRANSLATION	0.760	0.368	0.377
daytime	día	0.750	0.324	0.454
daze	aturdido	0.245	0.735	0.329
dazed	aturdido	0.300	0.697	0.277
dazzle	deslumbrante	0.730	0.782	0.683
dazzling	deslumbrante	0.854	0.880	0.767
deacon	diácono	0.531	0.430	0.736
deactivate	desactivar	0.235	0.447	0.392
dead	morto	0.052	0.454	0.194
deadbeat	golpe mortal	0.229	0.453	0.368
deadline	data límite	0.214	0.615	0.460
deadlines	prazos	0.406	0.769	0.411
deadlock	bloqueo	0.170	0.418	0.323
deadly	mortal	0.143	0.849	0.554
deaf	xordos	0.186	0.324	0.161
deafening	ensordecedor	0.281	0.835	0.482
deafness	xordeira	0.125	0.413	0.219
deal	tratar	0.719	0.599	0.543
dealer	comerciante	0.799	0.615	0.683
dealership	concesionarios	0.541	0.430	0.629
dealing	xestionar	0.724	0.415	0.598
dealings	relacións	0.600	0.491	0.480
dean	decano	0.612	0.469	0.723
dear	querido	0.880	0.434	0.629
dearest	querida	0.902	0.427	0.508
dearth	escaseza	0.156	0.539	0.255
death	morte	0.031	0.720	0.472
deathbed	leito de morte	0.051	0.652	0.311
deathly	mortalidade	0.073	0.771	0.682
debacle	debacle	0.156	0.606	0.266
debased	degradado	0.219	0.529	0.170
debatable	discutible	0.181	0.610	0.474
debate	debate	0.408	0.691	0.683
debauchery	despedida	0.354	0.901	0.500
debenture	obrigación	0.417	0.500	0.466
debilitating	debilitante	0.125	0.490	0.308
debit	débito	0.333	0.400	0.474
debrief	relato	0.247	0.343	0.549
debriefing	comentarios	0.427	0.580	0.456
debris	escombros	0.135	0.396	0.327
debt	débeda	0.204	0.598	0.336
debtor	debedor	0.219	0.546	0.160
debut	debut	0.806	0.606	0.629
debutante	debutante	0.771	0.627	0.454
decade	década	0.531	0.402	0.665
decadence	decadencia	0.237	0.455	0.291
decadent	decadente	0.290	0.559	0.324
decaf	decaf	0.480	0.324	0.353
decanter	decantador	0.438	0.567	0.510
decathlon	decatlón	0.573	0.753	0.620
decay	decadencia	0.143	0.312	0.170
decayed	decaído	0.017	0.375	0.169
decaying	decadencia	0.073	0.510	0.214
deceased	falecido	0.021	0.538	0.188
decedent	decedente	0.423	0.481	0.415
deceit	engano	0.020	0.696	0.343
deceitful	enganoso	0.071	0.788	0.371
deceive	enganar	0.094	0.775	0.414
deceived	enganado	0.059	0.673	0.302
deceiving	enganar	0.099	0.636	0.426
december	decembro	0.740	0.540	0.464
decency	decencia	0.750	0.235	0.634
decent	decente	0.823	0.296	0.653
deception	decepción	0.090	0.745	0.370
deceptive	engañoso	0.027	0.605	0.294
decide	decidir	0.656	0.540	0.855
decidedly	decididamente	0.750	0.480	0.843
deciduous	caducifolias	0.385	0.353	0.282
decimal	decimal	0.507	0.259	0.305
decimeter	decímetro	0.520	0.292	0.377
decipher	descifrar	0.417	0.630	0.652
decision	decisión	0.646	0.510	0.839
decisive	decisivo	0.740	0.509	0.935
deck	deck	0.420	0.333	0.394
declaration	declaración	0.551	0.590	0.714
declaratory	declaratoria	0.635	0.582	0.673
declare	declarar	0.677	0.623	0.668
declination	declinación	0.250	0.549	0.311
decline	descenso	0.173	0.491	0.240
declining	diminuíndo	0.328	0.400	0.264
deco	deco	0.625	0.274	0.356
decode	decodificar	0.551	0.510	0.640
decoder	descodificador	0.562	0.340	0.686
decompose	descompoñer	0.194	0.596	0.241
decomposed	descomposto	0.073	0.442	0.231
decomposition	descomposición	0.133	0.600	0.263
decompress	descomprimir	0.438	0.430	0.509
decompression	descompresión	0.208	0.520	0.311
decontamination	descontaminación	0.611	0.538	0.573
decor	decoración	0.734	0.311	0.573
decorate	adornar	0.954	0.370	0.404
decorating	decoración	0.863	0.548	0.462
decoration	decoración	0.878	0.553	0.526
decorative	decorativo	0.908	0.460	0.381
decorator	decorador	0.840	0.471	0.455
decorum	decoro	0.802	0.327	0.462
decoy	señuelo	0.149	0.460	0.330
decrease	diminuír	0.125	0.360	0.267
decreased	diminuíu	0.224	0.271	0.170
decreasing	diminuíndo	0.320	0.346	0.224
decree	decreto	0.552	0.478	0.746
decrement	diminución	0.255	0.427	0.373
decrepit	decrépito	0.156	0.490	0.225
decry	decry	0.400	0.814	0.548
decryption	descifrado	0.459	0.445	0.600
dedicate	dedicar	0.823	0.431	0.588
dedication	dedicación	0.867	0.471	0.682
deduce	deducir	0.490	0.510	0.466
deduct	deducir	0.355	0.330	0.412
deductible	deducible	0.375	0.286	0.455
deduction	dedución	0.438	0.462	0.527
deed	escritura	0.520	0.320	0.592
deejay	deejay	0.551	0.630	0.473
deem	considerar	0.594	0.529	0.690
deep	profundo	0.490	0.473	0.657
deepen	afondar	0.625	0.530	0.776
deer	corzo	0.583	0.375	0.292
defamation	difamación	0.110	0.670	0.481
defamatory	difamatorio	0.143	0.688	0.402
default	por defecto	0.459	0.343	0.712
defeat	derrota	0.092	0.500	0.224
defeated	derrotado	0.104	0.582	0.145
defeatist	derrotista	0.163	0.567	0.315
defect	defecto	0.135	0.561	0.185
defection	deserción	0.146	0.594	0.330
defective	defectuoso	0.122	0.580	0.274
defector	defector	0.163	0.696	0.286
defend	defender	0.698	0.722	0.670
defendant	acusado	0.250	0.710	0.491
defended	defendido	0.663	0.451	0.582
defender	defensor	0.639	0.708	0.750
defending	defendendo	0.604	0.871	0.812
defense	defensa	0.652	0.698	0.802
defenseless	indefenso	0.143	0.357	0.105
defensible	defendible	0.740	0.509	0.593
defensive	defensiva	0.542	0.640	0.678
defer	aplazar	0.245	0.459	0.317
deference	deferencia	0.510	0.396	0.447
deferral	aplazamento	0.765	0.542	0.327
deferring	aplazar	0.343	0.500	0.413
defiance	desafío	0.333	0.780	0.760
defiant	desafiante	0.250	0.792	0.769
defibrillator	desfibrilador	0.398	0.663	0.431
deficiency	deficiencia	0.073	0.373	0.179
deficient	deficiente	0.240	0.464	0.132
deficit	déficit	0.358	0.500	0.269
define	definir	0.688	0.415	0.632
defined	definido	0.670	0.214	0.646
definite	definido	0.708	0.292	0.741
definition	definición	0.573	0.375	0.579
definitive	definitiva	0.583	0.479	0.787
deflate	desinflar	0.148	0.404	0.237
deflation	deflación	0.287	0.536	0.407
deflect	desviar	0.133	0.491	0.482
deflection	deflexión	0.188	0.500	0.382
defloration	defloración	0.188	0.690	0.434
deform	deformar	0.112	0.654	0.284
deformed	deforme	0.198	0.435	0.308
deformity	deformidade	0.160	0.569	0.241
defraud	defraudar	0.175	0.635	0.314
defray	pagar	0.375	0.598	0.653
defrost	descongelamento	0.427	0.317	0.389
deft	deft	0.719	0.575	0.849
defunct	desaparecido	0.112	0.491	0.272
defuse	desactivar	0.167	0.480	0.430
defy	desafiar	0.353	0.884	0.657
degeneracy	degeneración	0.143	0.720	0.298
degenerate	dexenerar	0.069	0.724	0.264
degeneration	dexeneración	0.245	0.578	0.371
degradation	degradación	0.160	0.608	0.315
degrade	degradar	0.083	0.500	0.184
degraded	degradado	0.167	0.433	0.205
degrading	degradante	0.031	0.583	0.232
degree	grao	0.724	0.365	0.663
dehydrated	deshidratado	0.310	0.685	0.212
dehydration	deshidratación	0.188	0.472	0.259
dejected	expulsado	0.104	0.654	0.347
delay	atraso	0.204	0.510	0.162
delayed	atrasado	0.188	0.490	0.216
delectable	delectable	0.781	0.642	0.718
delegate	delegado	0.612	0.491	0.658
delegation	delegación	0.562	0.431	0.609
delete	borrar	0.292	0.298	0.409
deleterious	deletreo	0.297	0.725	0.440
deletion	eliminación	0.062	0.506	0.462
deli	Deli	0.561	0.448	0.447
deliberate	deliberada	0.551	0.654	0.682
deliberation	deliberación	0.561	0.678	0.596
deliberative	deliberativa	0.392	0.552	0.573
delicacy	delicadeza	0.812	0.279	0.336
delicate	delicado	0.583	0.294	0.366
delicatessen	delicatessen	0.656	0.474	0.400
delicious	delicioso	0.927	0.650	0.589
delight	pracer	0.949	0.666	0.647
delighted	encantado	0.938	0.664	0.685
delightful	delicioso	0.918	0.735	0.644
delineate	delinear	0.448	0.430	0.445
delineation	delimitación	0.521	0.402	0.314
delinquency	delincuencia	0.135	0.860	0.508
delinquent	delincuente	0.051	0.904	0.500
delirious	delirante	0.219	0.774	0.538
delirium	delirio	0.233	0.694	0.484
deliver	entregar	0.583	0.370	0.582
deliverance	liberación	0.750	0.520	0.658
delivery	entrega	0.704	0.461	0.786
dell	dell	0.458	0.380	0.453
delta	delta	0.551	0.343	0.509
delude	delude	0.143	0.627	0.353
deluge	diluvio	0.245	0.714	0.612
delusion	ilusión	0.344	0.647	0.400
delusional	delirante	0.219	0.745	0.327
deluxe	de luxo	0.792	0.612	0.755
delve	afondar	0.469	0.529	0.684
demand	demanda	0.292	0.673	0.500
demanding	Esixente	0.396	0.750	0.828
demeaned	demeanado	0.271	0.520	0.212
demeaning	degradación	0.104	0.645	0.308
demeanor	comportamento	0.633	0.433	0.657
demented	demented	0.088	0.787	0.309
dementia	demencia	0.092	0.779	0.337
demise	desaparición	0.104	0.596	0.456
demo	demo	0.510	0.314	0.423
democracy	democracia	0.680	0.500	0.840
democrat	demócrata	0.582	0.400	0.755
democratic	democrático	0.802	0.519	0.798
demographic	demográfico	0.459	0.356	0.594
demolish	demoler	0.125	0.632	0.700
demolished	demolido	0.271	0.647	0.353
demolition	demolición	0.133	0.827	0.541
demon	demo	0.037	0.908	0.509
demonic	demoníaco	0.146	0.875	0.600
demonstrable	demostrable	0.735	0.471	0.749
demonstrate	demostrar	0.771	0.552	0.839
demonstrated	demostrado	0.617	0.500	0.649
demonstrating	demostrando	0.698	0.571	0.693
demonstration	demostración	0.551	0.676	0.679
demonstrative	demostrativo	0.656	0.528	0.736
demonstrator	demostrador	0.520	0.598	0.733
demoralized	desmoralizado	0.082	0.590	0.149
demos	demos	0.418	0.370	0.368
demure	demar	0.690	0.315	0.417
den	NO TRANSLATION	0.510	0.347	0.398
deniability	negativa	0.230	0.509	0.417
denial	negación	0.194	0.435	0.318
denied	negado	0.188	0.604	0.333
denim	Denim	0.520	0.382	0.327
denomination	denominación	0.490	0.363	0.429
denominational	denominacional	0.458	0.375	0.679
denominator	denominador	0.450	0.410	0.613
denote	denotar	0.448	0.471	0.534
denounce	denunciar	0.083	0.780	0.426
dense	denso	0.354	0.343	0.536
density	densidade	0.602	0.471	0.561
dent	dent	0.306	0.606	0.325
dental	dental	0.573	0.404	0.463
dentist	dentista	0.479	0.620	0.642
dentistry	odontoloxía	0.429	0.570	0.569
dentists	Dentistas	0.364	0.600	0.582
denunciation	denuncia	0.146	0.830	0.561
deny	negar	0.316	0.667	0.321
denying	negando	0.080	0.542	0.272
deodorant	desodorante	0.480	0.265	0.269
depart	parten	0.398	0.480	0.444
departed	partiu	0.245	0.536	0.391
department	departamento	0.708	0.358	0.642
departmental	departamental	0.612	0.422	0.446
departure	saída	0.573	0.500	0.426
depend	dependen	0.388	0.429	0.358
dependable	fiable	0.880	0.357	0.741
dependant	dependente	0.357	0.404	0.451
dependence	dependencia	0.250	0.451	0.433
dependency	dependencia	0.429	0.365	0.356
dependent	dependente	0.354	0.455	0.404
depict	representar	0.663	0.529	0.723
depicting	representando	0.490	0.566	0.602
depletion	esgotamento	0.153	0.370	0.236
deplorable	deplorable	0.135	0.657	0.230
deplore	deplorar	0.135	0.575	0.373
deploy	despregar	0.500	0.520	0.585
deployment	implantación	0.510	0.520	0.612
deport	deportar	0.167	0.667	0.546
deportation	deportación	0.104	0.786	0.450
depose	depósitos	0.286	0.420	0.451
deposit	depósito	0.540	0.379	0.483
depositary	depositario	0.604	0.431	0.500
deposition	deposición	0.394	0.510	0.471
depository	depositario	0.551	0.373	0.481
depot	depósito	0.635	0.255	0.471
depraved	depravado	0.031	0.837	0.395
depravity	depravación	0.115	0.854	0.453
depreciate	depreciar	0.270	0.623	0.445
depreciated	depreciado	0.135	0.672	0.250
depreciation	depreciación	0.143	0.571	0.386
depress	deprimir	0.219	0.635	0.528
depressed	deprimido	0.024	0.445	0.136
depressing	depriment	0.146	0.559	0.216
depression	depresión	0.031	0.520	0.232
depressive	depresivo	0.143	0.434	0.202
depresson	NO TRANSLATION	0.135	0.400	0.308
deprivation	privación	0.194	0.610	0.413
deprive	privar	0.271	0.591	0.340
deprived	privado	0.354	0.506	0.536
depth	profundidade	0.708	0.561	0.759
deputy	deputado	0.429	0.530	0.787
derail	descarrilar	0.108	0.802	0.375
deranged	deranged	0.376	0.868	0.357
derelict	abandonado	0.208	0.470	0.237
derision	burla	0.265	0.670	0.292
derivation	derivación	0.521	0.519	0.644
derivative	derivado	0.541	0.491	0.508
derive	derivar	0.396	0.324	0.360
dermal	dérmica	0.385	0.406	0.443
dermatologist	Dermatoloxía	0.531	0.358	0.528
dermatology	dermatoloxía	0.422	0.500	0.556
derogation	excepción	0.208	0.460	0.327
derogatory	despectivo	0.122	0.580	0.404
descend	descender	0.385	0.535	0.231
descendant	descendiente	0.684	0.420	0.625
descendent	NO TRANSLATION	0.391	0.480	0.565
descending	descendente	0.219	0.493	0.250
descent	descendencia	0.300	0.402	0.158
describe	describir	0.542	0.472	0.555
description	descrición	0.582	0.425	0.596
descriptive	descriptivo	0.667	0.352	0.570
desecrate	desecrate	0.255	0.806	0.509
desecration	profanación	0.125	0.833	0.564
desert	deserto	0.469	0.279	0.389
deserted	abandonado	0.156	0.480	0.214
deserter	desertor	0.122	0.710	0.366
desertion	deserción	0.122	0.630	0.289
deserve	merecen	0.802	0.436	0.613
deserved	merecido	0.781	0.582	0.689
deserving	merecedor	0.802	0.596	0.858
design	deseño	0.796	0.327	0.632
designate	designar	0.531	0.538	0.683
designated	designado	0.500	0.412	0.616
designation	designación	0.612	0.571	0.675
designed	deseñado	0.745	0.380	0.595
designer	diseñador	0.875	0.519	0.670
designing	deseño	0.792	0.355	0.552
desirability	conveniencia	0.684	0.550	0.675
desirable	desexable	0.740	0.735	0.750
desire	desexo	0.896	0.692	0.647
desiring	desexando	0.814	0.821	0.632
desirous	desexoso	0.719	0.824	0.562
desist	desistir	0.220	0.358	0.291
desk	escritorio	0.510	0.135	0.422
desolate	desolado	0.104	0.320	0.228
desolation	desolación	0.073	0.481	0.273
despair	desesperación	0.115	0.794	0.245
despairing	desesperado	0.073	0.735	0.286
despatch	envío	0.448	0.400	0.613
desperado	desesperado	0.260	0.745	0.361
desperate	desesperado	0.083	0.842	0.337
desperation	desesperación	0.125	0.904	0.419
despicable	despreciable	0.146	0.710	0.255
despise	desprezar	0.167	0.745	0.296
despondent	despedido	0.133	0.378	0.221
despotic	despótico	0.141	0.824	0.592
despotism	despotismo	0.255	0.696	0.620
dessert	sobremesa	0.755	0.491	0.404
destination	destino	0.708	0.471	0.637
destined	destinado	0.698	0.462	0.617
destiny	destino	0.781	0.413	0.611
destitute	indigente	0.130	0.451	0.222
destroy	destruír	0.046	0.935	0.635
destroyed	destruído	0.031	0.696	0.288
destroyer	destructor	0.083	0.830	0.543
destroying	destruíndo	0.041	0.828	0.660
destruct	destruír	0.071	0.868	0.525
destruction	destrución	0.102	0.929	0.613
destructive	destrutivo	0.177	0.870	0.713
detach	separar	0.357	0.625	0.450
detached	separado	0.280	0.396	0.216
detachment	desapego	0.243	0.700	0.443
detail	detalle	0.514	0.406	0.528
detailed	detallada	0.603	0.314	0.472
details	detalles	0.583	0.367	0.481
detain	deter	0.351	0.345	0.430
detainee	detido	0.306	0.510	0.321
detect	detectar	0.531	0.520	0.565
detectable	detectable	0.479	0.539	0.649
detection	detección	0.708	0.567	0.538
