Word	Kurdish-ku	Valence	Arousal	Dominance
crater	korta çîya agirî	0.450	0.647	0.529
crave	tikakirin	0.625	0.510	0.731
craving	craving	0.510	0.755	0.636
crawfish	crawfish	0.510	0.427	0.342
crawl	xwebierdêkêşan	0.479	0.519	0.467
crayon	crayon	0.604	0.260	0.185
crayons	crayons	0.684	0.366	0.405
craze	craze	0.255	0.657	0.435
crazed	crazed	0.153	0.877	0.417
craziness	cengahî	0.238	0.908	0.255
crazy	dîn	0.156	0.843	0.321
creak	creak	0.344	0.670	0.411
creaking	celeb	0.302	0.743	0.415
cream	qeymax	0.688	0.259	0.220
creamed	xemgîn	0.723	0.273	0.288
creamer	kemerker	0.594	0.192	0.269
creamy	karmend	0.823	0.337	0.345
crease	çêkirin	0.440	0.286	0.300
create	xûliqandin	0.786	0.588	0.789
creation	xuliqî	0.927	0.575	0.868
creative	avahî	0.917	0.518	0.788
creativity	creatîbûnê	0.938	0.684	0.815
creator	creator	0.865	0.592	0.856
creature	ava	0.669	0.625	0.620
credence	qezenc	0.760	0.460	0.737
credential	pejirandin	0.735	0.337	0.597
credentials	şehadan	0.708	0.373	0.675
credibility	bawerîpêhatinî	0.875	0.427	0.809
credible	bawerî	0.917	0.441	0.750
credit	krêdî	0.673	0.549	0.648
credit card	li kû çûn	0.670	0.550	0.640
creditable	kredî	0.802	0.510	0.742
credited	deyn kirin	0.781	0.390	0.691
crediting	kredî	0.673	0.550	0.741
creditor	deyndar	0.479	0.594	0.689
creed	çêkirin	0.573	0.245	0.544
creek	creek	0.552	0.392	0.330
creep	cihekî	0.354	0.647	0.361
creeper	creeper	0.429	0.558	0.366
creeping	veşartin	0.292	0.613	0.282
creepy	xemgîn	0.125	0.861	0.373
cremation	arîkirinî	0.084	0.620	0.420
creole	creole	0.667	0.357	0.523
crepe	crepe	0.562	0.224	0.349
crescendo	qezencê	0.760	0.575	0.594
crescent	nîvhêv	0.698	0.382	0.407
crest	xemgîn	0.458	0.333	0.333
crestfallen	crestfallen	0.235	0.346	0.175
cretin	cretin	0.265	0.583	0.312
cretins	creêrîn	0.094	0.741	0.328
crevice	zêrîn	0.361	0.471	0.275
crew	birîvebir	0.604	0.598	0.735
crewman	crewman	0.602	0.580	0.548
crib	malnerra zarokan	0.653	0.240	0.407
cricket	tifik	0.423	0.539	0.370
cried	qîrîn	0.167	0.612	0.254
crime	nebaşî	0.071	0.943	0.630
criminal	emelxirab	0.021	0.830	0.529
criminality	sûcdariyê	0.122	0.863	0.580
crimp	xemgîn	0.260	0.557	0.396
crimson	qirêj	0.667	0.385	0.370
cringe	dirûşm	0.245	0.840	0.377
cripple	seqet	0.094	0.392	0.161
crippled	xistin	0.035	0.358	0.236
crippling	şaş	0.156	0.598	0.391
crisis	nerehetî	0.208	0.811	0.431
crisp	xemgîn	0.776	0.692	0.508
crispy	kêşan	0.656	0.550	0.509
criterion	nirxandin	0.396	0.410	0.736
critic	rexneyên	0.264	0.604	0.686
critical	rexneyan	0.312	0.802	0.545
criticise	rexnekirin	0.073	0.700	0.452
criticism	rexne	0.115	0.563	0.505
criticize	rexnekirin	0.143	0.708	0.473
criticized	rexne kirin	0.240	0.600	0.311
critique	rexne	0.302	0.760	0.537
critter	rêjeyê	0.542	0.539	0.482
croak	xemgîn	0.337	0.346	0.298
croc	croc	0.327	0.452	0.451
crock	xeyek	0.385	0.412	0.421
crockery	diranan	0.552	0.216	0.327
crocodile	tîmseh	0.344	0.708	0.610
croft	xezeb	0.531	0.429	0.421
croissant	xelet	0.745	0.330	0.430
crook	xelet	0.171	0.765	0.550
crooked	xwar	0.146	0.594	0.305
crop	zadçinî	0.615	0.260	0.500
croquet	cewher	0.551	0.519	0.407
cross	xaç	0.448	0.321	0.569
cross country	welatekî cross	0.531	0.441	0.529
crossbow	qirikê	0.344	0.598	0.560
crossed	derbas kirin	0.431	0.490	0.508
crossfire	crossfire	0.316	0.896	0.722
crossing	derbasbûnî	0.549	0.349	0.451
crossover	crossover	0.559	0.550	0.500
crosswalk	crosswalk	0.557	0.441	0.380
crossword	xerîb	0.611	0.423	0.455
crotch	crotch	0.521	0.637	0.447
crouch	xifilandin	0.281	0.606	0.312
crouched	crouched	0.333	0.363	0.279
crouching	crouching	0.261	0.429	0.345
croupier	croupier	0.531	0.519	0.404
crow	zax	0.224	0.439	0.363
crowbar	kulbar	0.406	0.531	0.386
crowd	çende	0.350	0.827	0.731
crowded	astengket	0.694	0.286	0.585
crowds	elaletê	0.469	0.723	0.806
crown	tac	0.708	0.572	0.737
crowning	qelem	0.773	0.594	0.831
crucial	girîng e	0.541	0.657	0.777
cruciate	zordariyê	0.429	0.435	0.585
crucifix	xerîb	0.469	0.480	0.510
crucifixion	xaçkirinê	0.135	0.857	0.541
crucify	xaçkirin	0.146	0.878	0.573
crud	krîza	0.312	0.330	0.444
crude	crude	0.198	0.402	0.357
cruel	hovane	0.122	0.866	0.391
cruelly	zordariyê	0.146	0.790	0.471
cruelty	zordariyê	0.092	0.836	0.536
cruise	sefahata bi gemî	0.740	0.442	0.683
cruise ship	qeyranê	0.878	0.650	0.500
cruiser	gemîya şerr	0.737	0.490	0.608
cruising	revandin	0.886	0.580	0.560
crumb	gevzek	0.417	0.255	0.216
crumble	hilweşandin	0.333	0.480	0.423
crumbling	xistin	0.167	0.696	0.308
crummy	çerm	0.125	0.531	0.224
crunch	krîza	0.292	0.630	0.406
crunchy	xemgîniyê	0.625	0.560	0.539
crusade	meşa xaçî	0.592	0.720	0.709
crusader	muxalefetê	0.439	0.588	0.548
crush	kişandin	0.271	0.676	0.582
crushed	qirêj	0.167	0.647	0.300
crusher	crusher	0.271	0.709	0.598
crushing	qirêj	0.219	0.755	0.411
crust	qalikç qaşik	0.542	0.337	0.456
crusty	qirêj	0.625	0.531	0.473
crutch	gopal	0.302	0.294	0.302
crux	zilam	0.469	0.558	0.519
cry	girîn	0.133	0.627	0.255
crybaby	qîrîn	0.375	0.702	0.311
crying	digirîn	0.153	0.704	0.208
crypt	qirêj	0.156	0.431	0.386
cryptic	qirêj	0.296	0.516	0.474
cryptography	krîptography	0.490	0.415	0.650
crystal	krîstal	0.618	0.270	0.508
crystalline	qirêj	0.765	0.235	0.534
crystallization	qirêjkirinê	0.600	0.449	0.565
cub	kubê	0.646	0.382	0.284
cubby	cubby	0.354	0.385	0.360
cube	kube	0.469	0.226	0.274
cubic	kubî	0.458	0.306	0.407
cubicle	kubîlê	0.479	0.343	0.417
cuckold	cuckold	0.210	0.573	0.230
cuckoo	cuckoo	0.420	0.459	0.284
cucumber	xiyar	0.490	0.235	0.237
cuddle	cuddle	0.885	0.559	0.475
cuddled	cuddled	0.906	0.547	0.567
cuddles	cuddles	0.847	0.382	0.500
cuddling	cuddling	0.917	0.562	0.433
cue	cue	0.521	0.433	0.484
cuff	cuff	0.469	0.453	0.387
cuisine	xwarinê	0.714	0.365	0.390
culinary	culinary	0.654	0.443	0.519
cull	cil	0.365	0.702	0.464
culminate	hilweşîn	0.667	0.550	0.602
culmination	hilweşandin	0.656	0.586	0.695
culpability	cinsî	0.112	0.745	0.368
culpable	sûcdar	0.140	0.700	0.319
culprit	sûcî	0.062	0.676	0.333
cult	perwerdetî	0.448	0.535	0.648
cultivate	çandin	0.708	0.410	0.598
cultivated	çandin	0.837	0.343	0.564
cultivation	çandiniyê	0.625	0.324	0.462
cultural	çandeyî	0.802	0.390	0.623
culture	çande	0.753	0.304	0.675
cultured	çandî	0.635	0.429	0.625
culvert	cil	0.337	0.324	0.343
cumbersome	cinsî	0.259	0.623	0.292
cumulus	cumulus	0.570	0.433	0.432
cunning	hişk	0.604	0.685	0.683
cunt	cunt	0.135	0.673	0.377
cup	tas	0.615	0.167	0.231
cupboard	dolab	0.553	0.200	0.304
cupcake	kulikê	0.656	0.333	0.344
cupping	kişandin	0.490	0.610	0.402
cur	cur	0.440	0.519	0.460
curable	çep	0.823	0.292	0.574
curate	cur	0.726	0.418	0.526
curative	curative	0.667	0.318	0.613
curator	curator	0.688	0.389	0.688
curb	binpêkirin	0.472	0.371	0.402
curd	curd	0.542	0.442	0.278
cure	derman	0.719	0.377	0.623
curfew	curfew	0.219	0.618	0.623
curiosity	miraq	0.750	0.755	0.463
curious	miraqker	0.635	0.600	0.483
curl	curl	0.385	0.452	0.351
curling	şewitandin	0.583	0.592	0.400
currency	diravcins	0.583	0.418	0.592
current	vêga	0.625	0.312	0.612
curriculum	dersînorkirinê	0.708	0.306	0.620
curry	darizandin	0.633	0.345	0.302
curse	nifir	0.033	0.720	0.375
cursed	cursed	0.083	0.783	0.393
cursing	cursing	0.112	0.860	0.446
cursory	cursory	0.423	0.451	0.431
curt	kurt	0.245	0.610	0.452
curtail	curtail	0.306	0.439	0.497
curtailment	kişandin	0.230	0.578	0.431
curtain	perde	0.698	0.278	0.304
curtains	perçeyan	0.615	0.123	0.342
curtsy	curtsy	0.635	0.412	0.598
curvature	curvature	0.417	0.367	0.447
curve	çûvelan	0.480	0.375	0.307
curved	şewitandin	0.542	0.407	0.337
curvilinear	curvilinear	0.480	0.575	0.411
cushion	tûr	0.653	0.221	0.292
cushy	cûr	0.823	0.283	0.395
cusp	cusp	0.667	0.710	0.700
cuss	cuss	0.354	0.538	0.443
cussed	cûda	0.156	0.625	0.454
custard	karmend	0.618	0.260	0.293
custodial	binçavkirin	0.418	0.462	0.718
custodian	patron	0.594	0.625	0.528
custody	lênerînî	0.494	0.472	0.675
custom	hûnbunî	0.552	0.382	0.688
customary	hînbû	0.700	0.253	0.561
customer	miştirî	0.562	0.430	0.673
customized	tête kirin	0.625	0.504	0.590
cut	birrîn	0.490	0.490	0.393
cutaneous	zûtirîn	0.365	0.370	0.328
cute	xweşik	0.920	0.528	0.579
cuticle	kîtîlan	0.340	0.320	0.377
cutie	kurt	0.638	0.528	0.464
cutlass	kêşan	0.173	0.648	0.528
cutlery	qutikê	0.552	0.300	0.345
cutoff	birrîn	0.432	0.510	0.518
cutter	qutikê	0.427	0.731	0.583
cutters	qut	0.197	0.653	0.491
cutthroat	dirûşm	0.110	0.823	0.663
cutting	jêbirin	0.448	0.375	0.536
cutting board	birêvebirinê	0.337	0.540	0.342
cuttings	kişandin	0.479	0.392	0.433
cwt	cwt	0.500	0.410	0.384
cyanide	cyanide	0.229	0.667	0.545
cyberspace	cyberspace	0.677	0.594	0.611
cycle	zîvirok	0.635	0.400	0.533
cyclical	bêdeng	0.380	0.450	0.554
cyclist	çolê	0.684	0.582	0.576
cyclone	cyclone	0.416	0.796	0.673
cylinder	gûndir	0.459	0.324	0.447
cylindrical	cilindar	0.458	0.294	0.414
cymbal	cymbal	0.542	0.363	0.362
cynic	cynic	0.135	0.632	0.473
cynical	cynical	0.156	0.760	0.474
cynicism	cinsîzmê	0.104	0.780	0.454
cyst	peqava nav zik	0.173	0.578	0.312
cystic	cystic	0.314	0.481	0.400
cytomegalovirus	cytomegalovirus	0.186	0.657	0.443
cytoplasm	cytoplasm	0.378	0.442	0.474
czar	czar	0.480	0.348	0.643
dab	dab	0.510	0.337	0.340
dabble	daket	0.550	0.530	0.491
dabbling	dabbling	0.562	0.726	0.676
dad	bav	0.857	0.412	0.786
daddy	bav	0.795	0.400	0.736
dado	NO TRANSLATION	0.510	0.240	0.364
daemon	daemon	0.333	0.490	0.500
daft	daft	0.255	0.436	0.157
dagger	xençer	0.224	0.797	0.613
daily	rojane	0.653	0.347	0.473
dainty	zehf	0.604	0.284	0.424
daiquiri	daiquiri	0.670	0.519	0.400
dairy	şîrxane	0.633	0.255	0.462
daisy	daisy	0.562	0.367	0.333
dak	NO TRANSLATION	0.510	0.417	0.424
dale	dale	0.622	0.270	0.365
dam	bend	0.250	0.553	0.394
damage	zirar	0.059	0.726	0.403
damaged	zirarê	0.104	0.635	0.182
damages	zirarê	0.082	0.760	0.310
dame	damezrandin	0.694	0.480	0.500
damn	xemgîn	0.073	0.784	0.431
damnation	windakirinê	0.135	0.750	0.416
damned	xistin	0.100	0.760	0.465
damp	şil	0.360	0.279	0.210
dampened	veşartî	0.271	0.422	0.336
damper	xemgîniyê	0.459	0.378	0.473
damsel	xemgîn	0.719	0.475	0.400
dance	dans	0.894	0.840	0.551
dancer	bazdanvan	0.740	0.768	0.545
dancing	dancing	0.885	0.868	0.444
dandruff	dandruff	0.398	0.298	0.293
dandy	dandy	0.673	0.520	0.630
danger	talûke	0.115	0.923	0.673
dangerous	talûkeyî	0.020	0.941	0.658
dangerously	xeter	0.082	0.930	0.564
dangit	NO TRANSLATION	0.396	0.606	0.358
dangle	hilweşînin	0.362	0.469	0.375
dank	NO TRANSLATION	0.390	0.381	0.383
dapper	dapper	0.770	0.560	0.698
dare	çêdibe	0.677	0.788	0.684
daredevil	dareevil	0.429	0.714	0.653
daresay	daresay	0.540	0.451	0.490
daring	darizandin	0.583	0.840	0.711
dark	tarî	0.198	0.398	0.426
darken	tarîkirin	0.250	0.471	0.382
darkened	tarî	0.135	0.440	0.452
darkly	tarî	0.219	0.548	0.443
darkness	tarîtî	0.102	0.602	0.418
darkroom	tarîş	0.188	0.627	0.423
darkside	aliyê tarî	0.102	0.690	0.365
darling	darling	0.885	0.370	0.608
darn	darn	0.115	0.765	0.418
dart	dart	0.417	0.608	0.500
dash	dash	0.574	0.312	0.324
dashboard	dashboard	0.510	0.371	0.595
dashed	şewitandin	0.276	0.393	0.338
dashing	dakêşin	0.612	0.627	0.799
dastardly	xemgîn	0.208	0.688	0.270
data	jimare	0.500	0.250	0.426
database	databases	0.604	0.286	0.644
date	rojek	0.604	0.231	0.400
datenight	NO TRANSLATION	0.708	0.637	0.518
daughter	keç	0.908	0.415	0.455
dawdle	dawiyê	0.479	0.464	0.357
dawn	bandev	0.827	0.235	0.519
dawned	dawîn	0.694	0.471	0.473
day	roj	0.719	0.269	0.389
daybreak	zû	0.802	0.358	0.474
daycare	lênêrînê	0.776	0.481	0.360
daydream	dayik	0.750	0.337	0.456
daydreaming	şirovekirin	0.776	0.360	0.479
daylight	rojane	0.865	0.420	0.545
daymade	NO TRANSLATION	0.646	0.450	0.417
dayoff	NO TRANSLATION	0.760	0.368	0.377
daytime	rojan	0.750	0.324	0.454
daze	daze	0.245	0.735	0.329
dazed	xemgîn	0.300	0.697	0.277
dazzle	dakêş	0.730	0.782	0.683
dazzling	şaş	0.854	0.880	0.767
deacon	deacon	0.531	0.430	0.736
deactivate	şaş kirin	0.235	0.447	0.392
dead	mirî	0.052	0.454	0.194
deadbeat	mirinê	0.229	0.453	0.368
deadline	demjimêr	0.214	0.615	0.460
deadlines	demjimêr	0.406	0.769	0.411
deadlock	hilweşandin	0.170	0.418	0.323
deadly	mirarî	0.143	0.849	0.554
deaf	kerr	0.186	0.324	0.161
deafening	derxistin	0.281	0.835	0.482
deafness	bêbawer	0.125	0.413	0.219
deal	bazirganî	0.719	0.599	0.543
dealer	dagirker	0.799	0.615	0.683
dealership	karsaziyê	0.541	0.430	0.629
dealing	danûstendin	0.724	0.415	0.598
dealings	karûbarî	0.600	0.491	0.480
dean	pêşewayê zanko	0.612	0.469	0.723
dear	dilsoz	0.880	0.434	0.629
dearest	balkêş	0.902	0.427	0.508
dearth	xemgîniyê	0.156	0.539	0.255
death	mirin	0.031	0.720	0.472
deathbed	kuştî	0.051	0.652	0.311
deathly	mirinê	0.073	0.771	0.682
debacle	balkêş	0.156	0.606	0.266
debased	nîqaş kirin	0.219	0.529	0.170
debatable	debatable	0.181	0.610	0.474
debate	berhevdan	0.408	0.691	0.683
debauchery	deynî	0.354	0.901	0.500
debenture	deynkirinê	0.417	0.500	0.466
debilitating	pêdivî ye	0.125	0.490	0.308
debit	debit	0.333	0.400	0.474
debrief	debrief	0.247	0.343	0.549
debriefing	kişandin	0.427	0.580	0.456
debris	xirbe	0.135	0.396	0.327
debt	suc	0.204	0.598	0.336
debtor	deyndar	0.219	0.546	0.160
debut	destpêkê	0.806	0.606	0.629
debutante	debutante	0.771	0.627	0.454
decade	dehsal	0.531	0.402	0.665
decadence	hilweşandin	0.237	0.455	0.291
decadent	biryardar	0.290	0.559	0.324
decaf	biryara	0.480	0.324	0.353
decanter	decanter	0.438	0.567	0.510
decathlon	decathlon	0.573	0.753	0.620
decay	xirbeketî	0.143	0.312	0.170
decayed	birin	0.017	0.375	0.169
decaying	derxistin	0.073	0.510	0.214
deceased	mirî	0.021	0.538	0.188
decedent	biryara	0.423	0.481	0.415
deceit	şaşkirinî	0.020	0.696	0.343
deceitful	qelpezane	0.071	0.788	0.371
deceive	xapandin	0.094	0.775	0.414
deceived	xapandin	0.059	0.673	0.302
deceiving	xapandin	0.099	0.636	0.426
december	Berfanbar	0.740	0.540	0.464
decency	toreyî	0.750	0.235	0.634
decent	tore	0.823	0.296	0.653
deception	qelpezanî	0.090	0.745	0.370
deceptive	ecêbker	0.027	0.605	0.294
decide	biryardan	0.656	0.540	0.855
decidedly	biryara	0.750	0.480	0.843
deciduous	dilsoz	0.385	0.353	0.282
decimal	dicţionar	0.507	0.259	0.305
decimeter	biryara	0.520	0.292	0.377
decipher	nirxandin	0.417	0.630	0.652
decision	biryar	0.646	0.510	0.839
decisive	biryardar	0.740	0.509	0.935
deck	banîya gemî	0.420	0.333	0.394
declaration	beyan	0.551	0.590	0.714
declaratory	ragihand	0.635	0.582	0.673
declare	beyankirin	0.677	0.623	0.668
declination	kêmkirin	0.250	0.549	0.311
decline	paşvegerrî	0.173	0.491	0.240
declining	kêmkirin	0.328	0.400	0.264
deco	deco	0.625	0.274	0.356
decode	jiberhevxistin	0.551	0.510	0.640
decoder	qutik	0.562	0.340	0.686
decompose	şaş	0.194	0.596	0.241
decomposed	şandin	0.073	0.442	0.231
decomposition	şewitandin	0.133	0.600	0.263
decompress	dorpêç	0.438	0.430	0.509
decompression	dorpêç	0.208	0.520	0.311
decontamination	nerazîbûn	0.611	0.538	0.573
decor	decor	0.734	0.311	0.573
decorate	xemilandin	0.954	0.370	0.404
decorating	xwarinê	0.863	0.548	0.462
decoration	xemil	0.878	0.553	0.526
decorative	kovar	0.908	0.460	0.381
decorator	decorator	0.840	0.471	0.455
decorum	decorum	0.802	0.327	0.462
decoy	biryara	0.149	0.460	0.330
decrease	kêmbûn	0.125	0.360	0.267
decreased	kêm kirin	0.224	0.271	0.170
decreasing	kêm dibe	0.320	0.346	0.224
decree	mersûmê	0.552	0.478	0.746
decrement	kêm dibe	0.255	0.427	0.373
decrepit	kêmkirin	0.156	0.490	0.225
decry	biryara	0.400	0.814	0.548
decryption	dakêşandinê	0.459	0.445	0.600
dedicate	şabaşkirin	0.823	0.431	0.588
dedication	şabaşî	0.867	0.471	0.682
deduce	kêmkirin	0.490	0.510	0.466
deduct	jinavkişîn	0.355	0.330	0.412
deductible	dabeşkirin	0.375	0.286	0.455
deduction	jêkişî	0.438	0.462	0.527
deed	emel	0.520	0.320	0.592
deejay	deejay	0.551	0.630	0.473
deem	deem	0.594	0.529	0.690
deep	kûr	0.490	0.473	0.657
deepen	kûrtir	0.625	0.530	0.776
deer	ahû	0.583	0.375	0.292
defamation	derxistin	0.110	0.670	0.481
defamatory	betalkirinê	0.143	0.688	0.402
default	destçûnî	0.459	0.343	0.712
defeat	binketî	0.092	0.500	0.224
defeated	têkçû	0.104	0.582	0.145
defeatist	şikestî	0.163	0.567	0.315
defect	zirar	0.135	0.561	0.185
defection	derxistin	0.146	0.594	0.330
defective	şaşîyane	0.122	0.580	0.274
defector	defektor	0.163	0.696	0.286
defend	parastin	0.698	0.722	0.670
defendant	gilîdar	0.250	0.710	0.491
defended	parastin	0.663	0.451	0.582
defender	parastinê	0.639	0.708	0.750
defending	parastin	0.604	0.871	0.812
defense	parastinî	0.652	0.698	0.802
defenseless	parastinê	0.143	0.357	0.105
defensible	parastin	0.740	0.509	0.593
defensive	xweparêz	0.542	0.640	0.678
defer	tarloqkirin	0.245	0.459	0.317
deference	rûmet	0.510	0.396	0.447
deferral	deverê	0.765	0.542	0.327
deferring	derxistin	0.343	0.500	0.413
defiance	serhişkî	0.333	0.780	0.760
defiant	neheq	0.250	0.792	0.769
defibrillator	defibrillator	0.398	0.663	0.431
deficiency	kêmasî	0.073	0.373	0.179
deficient	kêm	0.240	0.464	0.132
deficit	kêmî	0.358	0.500	0.269
define	binavkirin	0.688	0.415	0.632
defined	diyar kirin	0.670	0.214	0.646
definite	berçav	0.708	0.292	0.741
definition	binavî	0.573	0.375	0.579
definitive	nirxandin	0.583	0.479	0.787
deflate	hilweşînin	0.148	0.404	0.237
deflation	hilweşandin	0.287	0.536	0.407
deflect	hilweşînin	0.133	0.491	0.482
deflection	kişandin	0.188	0.500	0.382
defloration	defloration	0.188	0.690	0.434
deform	berbiçav	0.112	0.654	0.284
deformed	xiloxarî	0.198	0.435	0.308
deformity	berbiçav	0.160	0.569	0.241
defraud	xapandin	0.175	0.635	0.314
defray	xilas bike	0.375	0.598	0.653
defrost	defrost	0.427	0.317	0.389
deft	xelet	0.719	0.575	0.849
defunct	derxistin	0.112	0.491	0.272
defuse	bifikirin	0.167	0.480	0.430
defy	bikişînin	0.353	0.884	0.657
degeneracy	derman	0.143	0.720	0.298
degenerate	hilweşîn	0.069	0.724	0.264
degeneration	hilweşandin	0.245	0.578	0.371
degradation	hilweşandin	0.160	0.608	0.315
degrade	hilweşînin	0.083	0.500	0.184
degraded	hilweşandin	0.167	0.433	0.205
degrading	riswakir	0.031	0.583	0.232
degree	derece	0.724	0.365	0.663
dehydrated	dehydrated	0.310	0.685	0.212
dehydration	dehydration	0.188	0.472	0.259
dejected	derxistin	0.104	0.654	0.347
delay	derengxistin	0.204	0.510	0.162
delayed	dereng	0.188	0.490	0.216
delectable	hilbijêre	0.781	0.642	0.718
delegate	nûner	0.612	0.491	0.658
delegation	komnûner	0.562	0.431	0.609
delete	jêbirin	0.292	0.298	0.409
deleterious	şaş	0.297	0.725	0.440
deletion	jêbirin	0.062	0.506	0.462
deli	dîlan	0.561	0.448	0.447
deliberate	qesdî	0.551	0.654	0.682
deliberation	diyarkirin	0.561	0.678	0.596
deliberative	fikirîn	0.392	0.552	0.573
delicacy	dilsoz	0.812	0.279	0.336
delicate	delal	0.583	0.294	0.366
delicatessen	delicatessen	0.656	0.474	0.400
delicious	tamxweş	0.927	0.650	0.589
delight	kêfxweş	0.949	0.666	0.647
delighted	kêfxweş	0.938	0.664	0.685
delightful	tahrşî	0.918	0.735	0.644
delineate	xemgîn	0.448	0.430	0.445
delineation	derxistin	0.521	0.402	0.314
delinquency	derxistin	0.135	0.860	0.508
delinquent	berbiçav	0.051	0.904	0.500
delirious	dilsoz	0.219	0.774	0.538
delirium	delirium	0.233	0.694	0.484
deliver	şandin	0.583	0.370	0.582
deliverance	xilas	0.750	0.520	0.658
delivery	şandinî	0.704	0.461	0.786
dell	dell	0.458	0.380	0.453
delta	delta	0.551	0.343	0.509
delude	şaş	0.143	0.627	0.353
deluge	cihekî	0.245	0.714	0.612
delusion	şaş	0.344	0.647	0.400
delusional	berbiçav	0.219	0.745	0.327
deluxe	deluxe	0.792	0.612	0.755
delve	delve	0.469	0.529	0.684
demand	xwestin	0.292	0.673	0.500
demanding	xwestebilind	0.396	0.750	0.828
demeaned	derxistin	0.271	0.520	0.212
demeaning	derxistin	0.104	0.645	0.308
demeanor	xemgîn	0.633	0.433	0.657
demented	damezrandin	0.088	0.787	0.309
dementia	dementia	0.092	0.779	0.337
demise	winda	0.104	0.596	0.456
demo	demo	0.510	0.314	0.423
democracy	dimûqratî	0.680	0.500	0.840
democrat	demokrat	0.582	0.400	0.755
democratic	dimûqratîk	0.802	0.519	0.798
demographic	demografîk	0.459	0.356	0.594
demolish	hilweşînin	0.125	0.632	0.700
demolished	hilweşandin	0.271	0.647	0.353
demolition	hilweşandin	0.133	0.827	0.541
demon	xerfît	0.037	0.908	0.509
demonic	cinan	0.146	0.875	0.600
demonstrable	xwenîşandanek	0.735	0.471	0.749
demonstrate	xwepişandan	0.771	0.552	0.839
demonstrated	xwenîşandan	0.617	0.500	0.649
demonstrating	xwenîşandanek	0.698	0.571	0.693
demonstration	xwepişanî	0.551	0.676	0.679
demonstrative	xwenîşandanek	0.656	0.528	0.736
demonstrator	xwenîşander	0.520	0.598	0.733
demoralized	xemgîn kirin	0.082	0.590	0.149
demos	demos	0.418	0.370	0.368
demure	hilweşîn	0.690	0.315	0.417
den	NO TRANSLATION	0.510	0.347	0.398
deniability	nerazîbûn	0.230	0.509	0.417
denial	înkarî	0.194	0.435	0.318
denied	red kirin	0.188	0.604	0.333
denim	denim	0.520	0.382	0.327
denomination	nerazîbûnê	0.490	0.363	0.429
denominational	berbiçav	0.458	0.375	0.679
denominator	dagirker	0.450	0.410	0.613
denote	nehêle	0.448	0.471	0.534
denounce	îxbarkirin	0.083	0.780	0.426
