Word	Serbian-sr	Valence	Arousal	Dominance
extremely negative	изузетно негативан	0.030	0.786	0.311
extremely positive	изузетно позитивно	0.993	0.730	0.839
extremity	екстремитет	0.408	0.588	0.583
extricate	изузети	0.542	0.510	0.543
extrinsic	екстринзична	0.510	0.479	0.636
extrusion	екструзија	0.229	0.660	0.545
exuberance	екуберанце	0.698	0.816	0.787
exude	излучите	0.375	0.519	0.411
eye	око	0.531	0.265	0.425
eyeball	очију	0.526	0.422	0.420
eyebrow	обрва	0.510	0.198	0.222
eyeful	еиефул	0.802	0.500	0.676
eyeglass	еиегласс	0.531	0.236	0.286
eyeglasses	наочаре	0.561	0.269	0.306
eyelash	трепавица	0.480	0.250	0.278
eyelet	еиелет	0.632	0.298	0.346
eyeliner	еиелинер	0.688	0.349	0.347
eyepiece	окулар	0.418	0.347	0.480
eyes	очи	0.760	0.279	0.432
eyesight	вид	0.750	0.226	0.343
eyewitness	очевидац	0.541	0.686	0.698
fab	фаб	0.490	0.380	0.406
fable	фабле	0.663	0.387	0.389
fabled	фаблед	0.625	0.538	0.545
fabric	тканина	0.635	0.190	0.345
fabricate	фабрицате	0.636	0.491	0.779
fabricated	фабрички произведени	0.418	0.427	0.555
fabrication	измишљотина	0.573	0.587	0.705
fabulous	сјајно	0.979	0.660	0.797
facade	фасада	0.520	0.333	0.518
face	лице	0.571	0.173	0.453
faceless	без лица	0.230	0.406	0.173
facet	фацет	0.667	0.324	0.382
facial	лица	0.594	0.429	0.433
facile	NO TRANSLATION	0.740	0.264	0.307
facilitate	олакшати	0.812	0.333	0.509
facility	објекат	0.625	0.500	0.654
facing	окренути	0.604	0.406	0.550
facsimile	факсимил	0.490	0.500	0.543
fact	чињеница	0.683	0.333	0.618
faction	фракција	0.469	0.430	0.448
factor	фактор	0.635	0.365	0.678
factory	фабрика	0.500	0.500	0.683
facts	чињенице	0.688	0.471	0.693
factual	чињенично	0.656	0.440	0.545
faculties	факултети	0.643	0.431	0.760
faculty	факултет	0.615	0.412	0.732
fad	фад	0.663	0.520	0.570
fade	збледи	0.354	0.333	0.245
faded	избледело	0.302	0.275	0.194
faeces	фецес	0.184	0.476	0.175
fag	фаг	0.122	0.653	0.331
faggot	педер	0.219	0.643	0.292
fail	пропасти	0.177	0.578	0.154
failing	неуспех	0.125	0.490	0.268
failure	неуспех	0.167	0.575	0.139
fain	NO TRANSLATION	0.479	0.417	0.426
faint	несвестица	0.063	0.429	0.167
fainting	несвестица	0.333	0.510	0.214
fair	фер	0.812	0.557	0.643
fairly	поштено	0.790	0.406	0.750
fairness	поштење	0.740	0.317	0.552
fairway	Фаирваи	0.541	0.510	0.500
fairy	вила	0.776	0.408	0.413
faith	вера	0.833	0.220	0.763
faithful	верни	0.888	0.333	0.627
faithfulness	верност	0.833	0.426	0.602
faithless	безвредан	0.102	0.683	0.304
fake	лажан	0.073	0.554	0.268
faker	факер	0.245	0.630	0.480
falafel	фалафел	0.560	0.402	0.351
falcon	сокол	0.557	0.580	0.678
fall	пасти	0.177	0.657	0.221
fallacious	погрешно	0.271	0.587	0.390
fallacy	пропуст	0.112	0.561	0.430
fallback	повући се	0.458	0.358	0.508
fallible	погрешно	0.365	0.537	0.402
falling	пада	0.202	0.716	0.306
fallopian	јајце	0.297	0.390	0.464
fallout	испасти	0.428	0.356	0.373
fallow	прашина	0.375	0.368	0.464
false	ФАЛСЕ	0.120	0.404	0.240
falsehood	лаж	0.031	0.625	0.384
falsely	лажно	0.083	0.480	0.265
falsification	фалсификовање	0.173	0.720	0.490
falsified	фалсификован	0.042	0.630	0.306
falsify	фалсифи	0.115	0.657	0.409
falsity	фалсити	0.120	0.689	0.186
falter	фалтер	0.421	0.650	0.346
fame	слава	0.896	0.755	0.852
famed	фамед	0.878	0.750	0.819
familiar	познат	0.906	0.330	0.615
familiarity	фамилиарити	0.854	0.346	0.616
familiarize	упознајте	0.760	0.365	0.654
family	породица	0.968	0.383	0.643
familytime	време проведено с породицом	0.939	0.420	0.679
famine	глад	0.163	0.679	0.310
famished	фамисхед	0.177	0.654	0.282
famous	познат	0.916	0.775	0.882
famously	фамозно	0.856	0.765	0.787
fan	вентилатор	0.781	0.429	0.357
fanatic	фанатик	0.573	0.780	0.629
fanatical	фанатичан	0.555	0.830	0.714
fanaticism	фанатизам	0.292	0.896	0.566
fanciful	фанци	0.677	0.592	0.342
fancy	фанци	0.854	0.673	0.534
fandango	фанданго	0.490	0.591	0.429
fanfare	фанфаре	0.656	0.640	0.437
fang	NO TRANSLATION	0.175	0.491	0.455
fangs	фангс	0.286	0.598	0.434
fanning	фаннинг	0.615	0.330	0.236
fantasia	фантазија	0.898	0.694	0.436
fantasize	фантазирати	0.771	0.660	0.356
fantastic	фантастичан	0.969	0.696	0.831
fantasy	фантазија	0.880	0.627	0.474
faraway	далеко	0.365	0.356	0.285
farce	фарса	0.265	0.667	0.246
farcical	фарцицал	0.406	0.481	0.259
fare	фаре	0.490	0.425	0.645
farewell	збогом	0.130	0.500	0.591
farm	фарма	0.781	0.327	0.297
farmer	фармер	0.677	0.432	0.464
farmhouse	фармхоусе	0.690	0.330	0.444
farming	Пољопривреда	0.580	0.414	0.568
farmland	пољопривредно земљиште	0.729	0.363	0.509
faro	фаро	0.544	0.349	0.357
fart	прд	0.194	0.439	0.264
farther	далеко	0.418	0.500	0.430
fascia	фасциа	0.480	0.366	0.356
fascinate	фасцинантно	0.854	0.683	0.802
fascinated	фасциниран	0.812	0.714	0.788
fascinating	фасцинантан	0.979	0.817	0.784
fascination	фасцинација	0.885	0.773	0.835
fascism	фашизам	0.104	0.740	0.695
fascist	фашиста	0.200	0.755	0.527
fashion	мода	0.827	0.616	0.589
fashionable	модерно	0.750	0.510	0.605
fastball	фастбалл	0.688	0.679	0.575
fasten	причврстити	0.458	0.585	0.529
fastener	причвршћивач	0.577	0.377	0.491
fastening	причвршћивање	0.594	0.473	0.554
fasting	пост	0.388	0.370	0.394
fat	дебео	0.198	0.353	0.237
fatal	фаталан	0.061	0.775	0.509
fatalism	фатализам	0.208	0.694	0.631
fatality	смртност	0.062	0.798	0.595
fate	судбина	0.571	0.479	0.712
fated	судбина	0.582	0.472	0.692
fateful	судбоносно	0.290	0.583	0.402
fathead	фатхеад	0.296	0.527	0.463
father	отац	0.812	0.333	0.824
fatherhood	отац	0.885	0.519	0.682
fatherland	отаџбина	0.729	0.469	0.778
fatherly	отац	0.865	0.363	0.712
fathom	фатхом	0.520	0.410	0.523
fatigue	умор	0.173	0.378	0.265
fatigued	уморни	0.146	0.433	0.245
fatso	фатсо	0.286	0.394	0.336
fatten	питај	0.375	0.549	0.363
fatty	масноће	0.286	0.361	0.325
faucet	славина	0.427	0.278	0.356
fault	грешка	0.188	0.558	0.184
faultless	безгрешно	0.792	0.500	0.741
faulty	погрешно	0.184	0.520	0.378
faun	фаун	0.490	0.303	0.376
fauna	фауна	0.646	0.346	0.404
faux	лажна	0.291	0.490	0.204
favor	фавор	0.812	0.308	0.519
favorable	повољан	0.952	0.380	0.788
favorite	омиљени	0.885	0.590	0.691
favoriteholiday	NO TRANSLATION	0.867	0.618	0.582
favoritism	фаворитизам	0.582	0.559	0.658
fawn	фавн	0.626	0.360	0.284
fax	факс	0.406	0.368	0.304
faze	NO TRANSLATION	0.417	0.515	0.382
fear	бојати се	0.073	0.840	0.293
feared	бојао	0.240	0.733	0.509
fearful	страх	0.083	0.482	0.278
fearfully	страшно	0.112	0.567	0.271
fearing	страхујући	0.125	0.566	0.256
fearless	неустрашиви	0.810	0.806	0.760
fears	страхови	0.061	0.821	0.306
fearsome	страховито	0.115	0.900	0.586
feasibility	изводљивост	0.653	0.490	0.741
feasible	изводљив	0.694	0.388	0.611
feast	празник	0.979	0.724	0.680
feat	феат	0.750	0.706	0.849
feather	перо	0.677	0.208	0.144
feathered	перо	0.438	0.288	0.214
feature	одлика	0.667	0.314	0.679
features	Карактеристике	0.667	0.433	0.509
febrile	фебрилна	0.429	0.578	0.414
fecal	фекал	0.255	0.528	0.213
feces	измет	0.240	0.407	0.307
fecundity	плодност	0.688	0.591	0.683
fed	фед	0.602	0.370	0.482
federal	федерална	0.530	0.459	0.859
federation	федерације	0.633	0.354	0.763
fedup	NO TRANSLATION	0.327	0.500	0.352
fee	накнада	0.354	0.386	0.556
feeble	слаба	0.157	0.280	0.109
feed	напајање	0.812	0.429	0.739
feedback	повратна информација	0.622	0.557	0.645
feeder	феедер	0.604	0.452	0.713
feel	осетити	0.802	0.602	0.596
feelgood	осећати се добро	0.990	0.441	0.621
feeling	Осећај	0.806	0.329	0.531
feelingdown	NO TRANSLATION	0.490	0.457	0.567
feelinggood	NO TRANSLATION	0.940	0.449	0.655
feet	стопала	0.510	0.240	0.292
feign	феигн	0.340	0.394	0.356
feigned	феигнед	0.173	0.602	0.333
feisty	феисти	0.592	0.853	0.789
felicity	фелицити	0.913	0.704	0.793
feline	фелине	0.615	0.745	0.509
fell	пао	0.255	0.462	0.250
feller	прљавац	0.406	0.622	0.617
fellow	колега	0.745	0.298	0.570
fellowship	друштво	0.900	0.429	0.778
felon	фелон	0.111	0.898	0.455
felony	кривично дело	0.206	0.808	0.472
felt	осетио	0.643	0.417	0.566
female	зенски пол	0.857	0.520	0.625
feminine	феминине	0.802	0.520	0.394
femininity	фемининити	0.750	0.479	0.451
feminism	феминизам	0.541	0.570	0.636
feminist	феминист	0.510	0.560	0.585
femme	NO TRANSLATION	0.551	0.529	0.398
femoral	феморално	0.417	0.324	0.566
femur	фемур	0.408	0.289	0.413
fen	NO TRANSLATION	0.490	0.276	0.379
fence	ограда	0.500	0.198	0.398
fenced	ограђен	0.323	0.430	0.429
fencing	мачевање	0.542	0.654	0.539
fend	фенд	0.646	0.731	0.537
fender	блатобран	0.369	0.459	0.476
fennel	Комарац	0.573	0.277	0.389
ferment	фермент	0.375	0.531	0.418
fermentation	ферментација	0.420	0.567	0.473
fern	папар	0.602	0.240	0.290
ferocious	свесно	0.167	0.915	0.776
ferocity	фероцити	0.235	0.906	0.746
ferret	феррет	0.385	0.391	0.398
ferry	трајект	0.604	0.509	0.389
ferryboat	NO TRANSLATION	0.594	0.452	0.553
fertile	плодно	0.888	0.408	0.704
fertility	плодност	0.885	0.529	0.726
fertilize	ђубриво	0.708	0.443	0.542
fertilizer	ђубрива	0.438	0.463	0.565
fervent	фервент	0.646	0.632	0.773
fervor	жудња	0.573	0.769	0.651
fess	фесс	0.395	0.420	0.370
fest	фест	0.704	0.574	0.402
festival	Фестивал	0.870	0.706	0.714
festive	свечано	0.854	0.740	0.764
fetal	фетални	0.388	0.308	0.364
fetch	донеси	0.479	0.363	0.491
fete	NO TRANSLATION	0.580	0.551	0.465
fetish	фетиш	0.307	0.706	0.500
fetus	фетус	0.479	0.519	0.395
feud	завада	0.146	0.796	0.312
feudal	феудално	0.367	0.370	0.610
feudalism	феудализам	0.229	0.465	0.607
fever	грозница	0.194	0.674	0.364
feverish	грозно	0.385	0.696	0.436
fiancee	NO TRANSLATION	0.959	0.626	0.556
fiasco	фиасцо	0.167	0.600	0.200
fiat	фиат	0.520	0.418	0.446
fib	фиб	0.438	0.510	0.361
fiber	влакно	0.719	0.284	0.390
fiberglass	фибергласс	0.451	0.451	0.443
fibrosis	фиброзе	0.160	0.469	0.546
fibrous	влакнасти	0.480	0.441	0.464
fickle	замагљен	0.406	0.481	0.346
fiction	фикција	0.438	0.657	0.441
fictional	фикционално	0.430	0.490	0.340
fictitious	фиктивна	0.224	0.444	0.293
fiddle	гузица	0.571	0.449	0.391
fiddler	фиддлер	0.615	0.580	0.500
fidelity	верност	0.765	0.580	0.709
fidgety	фидгети	0.229	0.786	0.351
fiduciary	фидуциар	0.375	0.400	0.509
field	поље	0.640	0.380	0.336
field hockey	Хокеј на трави	0.602	0.786	0.518
fielder	фиелдер	0.583	0.378	0.415
fiend	фиенд	0.146	0.903	0.608
fiendish	фиендисх	0.167	0.846	0.591
fierce	жестоко	0.281	0.877	0.759
fiery	ватрено	0.418	0.850	0.721
fiesta	фиеста	0.927	0.779	0.655
fiesty	NO TRANSLATION	0.571	0.663	0.472
fifteen	петнаест	0.490	0.290	0.443
fifty	педесет	0.571	0.368	0.439
fig	шипак	0.573	0.390	0.339
fight	борба	0.531	0.868	0.809
fighter	борац	0.637	0.760	0.898
fighting	борбе	0.292	0.885	0.783
fights	борбе	0.070	0.920	0.712
figment	фигмент	0.552	0.316	0.533
figurative	фигуративно	0.479	0.450	0.634
figure	фигура	0.688	0.328	0.509
figurine	фигурина	0.760	0.283	0.258
filament	филамент	0.510	0.452	0.377
filamentous	филаментоус	0.531	0.480	0.516
file	филе	0.480	0.316	0.463
filet	филет	0.615	0.392	0.291
filibuster	филибустер	0.271	0.714	0.508
filigree	филигрански	0.576	0.408	0.514
filing	подношење пријаве	0.620	0.420	0.700
filings	филингс	0.323	0.412	0.340
fill	попуните	0.729	0.449	0.637
filler	пунила	0.531	0.347	0.529
fillet	филет	0.745	0.415	0.378
filling	пуњење	0.510	0.382	0.525
filly	Фила	0.479	0.564	0.519
film	филм	0.823	0.491	0.566
filmmaker	филмски стваралац	0.704	0.510	0.635
filmy	NO TRANSLATION	0.583	0.510	0.425
filter	филтер	0.440	0.296	0.260
filth	прљавштина	0.194	0.592	0.319
filthy	прљаво	0.115	0.714	0.321
filtration	филтрација	0.407	0.520	0.255
fin	NO TRANSLATION	0.333	0.340	0.377
final	коначни	0.276	0.575	0.508
finale	финале	0.406	0.330	0.468
finalist	финалиста	0.833	0.686	0.736
finality	финалити	0.615	0.368	0.627
finalize	завршити	0.556	0.550	0.578
finalized	завршен	0.245	0.210	0.608
finally	коначно	0.583	0.433	0.465
finance	финансије	0.753	0.431	0.843
financial	финансијски	0.667	0.500	0.722
financier	финансијер	0.602	0.500	0.778
finch	финцх	0.438	0.444	0.358
find	пронађи	0.774	0.555	0.580
finder	проналазач	0.360	0.550	0.630
finding	проналажење	0.796	0.469	0.664
fine	Добро	0.823	0.240	0.647
finery	финиш	0.562	0.479	0.636
finesse	финессе	0.740	0.387	0.412
finger	прст	0.321	0.264	0.291
fingernail	ноктију	0.418	0.415	0.153
fingerprint	отисак прста	0.583	0.404	0.570
fingerscrossed	NO TRANSLATION	0.573	0.540	0.356
finish	завршити	0.471	0.429	0.545
finished	готов	0.510	0.387	0.570
finite	коначан	0.384	0.347	0.293
fink	финк	0.410	0.514	0.439
fir	фир	0.521	0.275	0.306
fire	ватра	0.380	0.804	0.635
firearm	ватрено оружје	0.086	0.943	0.864
firearms	ватрено оружје	0.220	0.943	0.821
fireball	ватрена лопта	0.302	0.777	0.664
firecracker	ватромет	0.474	0.741	0.434
firefight	ватромет	0.153	0.920	0.664
firefighter	ватрогасац	0.637	0.770	0.773
firefly	свитац	0.622	0.410	0.363
firehouse	ватрогасац	0.594	0.689	0.627
firelight	ватромет	0.677	0.504	0.639
fireman	ватрогасац	0.583	0.745	0.755
fireplace	камин	0.667	0.380	0.417
firepower	ватрено оружје	0.375	0.941	0.810
fireproof	ватроотпорно	0.684	0.679	0.723
