Word	Armenian-hy	Valence	Arousal	Dominance
dimwit	դույլով	0.255	0.459	0.175
din	NO TRANSLATION	0.440	0.417	0.398
dine	ճաշել	0.821	0.519	0.478
diner	Ճաշ	0.643	0.302	0.538
dinghy	լողափ	0.510	0.269	0.325
dingo	դինգո	0.608	0.472	0.346
dingy	պոռնիկ	0.156	0.483	0.343
dining	ճաշարան	0.724	0.350	0.459
dinky	դինկ	0.357	0.451	0.358
dinner	ընթրիք	0.823	0.392	0.379
dinnertime	ճաշի ժամ	0.796	0.406	0.341
dinosaur	dinosaur	0.448	0.630	0.596
dint	dint	0.378	0.480	0.492
diocesan	հոգեւորական	0.520	0.283	0.518
diocese	թեմին	0.510	0.288	0.575
diorama	diorama	0.592	0.441	0.462
dioxide	երկօքսիդը	0.354	0.433	0.456
dip	ցողուն	0.516	0.583	0.397
diploma	դիպլոմ	0.750	0.462	0.731
diplomacy	դիվանագիտություն	0.740	0.396	0.774
diplomat	դիվանագետ	0.563	0.262	0.868
diplomatic	դիվանագիտական	0.653	0.363	0.918
dipper	դիպչի	0.548	0.361	0.348
dippy	dippy	0.430	0.402	0.340
dipstick	դիպսետ	0.365	0.312	0.316
dire	NO TRANSLATION	0.214	0.660	0.259
direct	ուղղակիորեն	0.793	0.403	0.650
directed	ուղղված	0.542	0.490	0.541
direction	ուղղությունը	0.719	0.330	0.684
directive	հրահանգը	0.604	0.530	0.918
directly	անմիջականորեն	0.747	0.400	0.702
director	տնօրեն	0.688	0.580	0.912
directory	գրացուցակը	0.439	0.413	0.538
dirt	կեղտը	0.112	0.500	0.236
dirty	կեղտոտ	0.153	0.460	0.170
disability	հաշմանդամություն	0.073	0.482	0.173
disable	անջատել	0.115	0.430	0.269
disabled	անաշխատունակ	0.308	0.443	0.235
disadvantage	անբարենպաստություն	0.150	0.377	0.282
disaffected	անհանգստացած	0.176	0.410	0.291
disagree	համաձայն չեմ	0.133	0.590	0.345
disagreeable	անհամատեղելի	0.042	0.643	0.178
disagreeing	անհամաձայնություն	0.255	0.643	0.350
disagreement	անհամաձայնություն	0.104	0.618	0.236
disallow	արգելել	0.156	0.519	0.424
disallowed	արգելված է	0.135	0.500	0.328
disapointment	NO TRANSLATION	0.104	0.418	0.231
disappear	անհետանում	0.143	0.441	0.350
disappearance	անհետացում	0.214	0.698	0.367
disappearing	անհետանում	0.167	0.427	0.379
disappoint	հիասթափեցրեց	0.150	0.633	0.288
disappointed	հիասթափված է	0.071	0.472	0.241
disappointing	հիասթափեցնող	0.073	0.640	0.200
disappointment	հիասթափություն	0.115	0.490	0.336
disapproval	անհարգալից վերաբերմունք	0.085	0.551	0.367
disapprove	չընդունեց	0.160	0.594	0.445
disapproved	չհերքեց	0.104	0.550	0.114
disapproving	անհարգալից վերաբերմունք	0.245	0.625	0.452
disarm	զինադադարի մասին	0.292	0.528	0.613
disarray	անհանգստություն	0.198	0.657	0.223
disaster	աղետ	0.082	0.892	0.433
disastrous	աղետալի	0.071	0.741	0.439
disband	հեռացնել	0.302	0.491	0.417
disbelief	անհավատություն	0.188	0.409	0.373
disbelieve	անհավատ	0.188	0.441	0.352
disburse	բաշխել	0.418	0.473	0.353
disbursement	վճարում	0.240	0.443	0.435
disc	սկավառակի վրա	0.622	0.410	0.426
discard	հրաժարվել	0.240	0.343	0.337
discarded	անտեսվեցին	0.229	0.460	0.308
discards	discards	0.240	0.464	0.391
discern	հայտնաբերել	0.459	0.566	0.518
discernible	նկատելի	0.427	0.441	0.481
discerning	գիտակցելով	0.542	0.584	0.780
discernment	խելամիտություն	0.408	0.471	0.694
discharge	արտահոսք	0.427	0.538	0.578
disciple	աշակերտ	0.765	0.385	0.462
disciplinary	կարգապահությունը	0.562	0.593	0.796
discipline	կարգապահությունը	0.615	0.471	0.806
disciplined	կարգապահ	0.728	0.450	0.750
disclaim	հերքում	0.235	0.509	0.321
disclaimer	հերքում	0.367	0.571	0.542
disclose	բացահայտում	0.490	0.570	0.545
disclosed	բացահայտվել է	0.271	0.575	0.546
disclosure	բացահայտում	0.500	0.615	0.710
disco	դիսկո	0.710	0.806	0.575
discoloration	գունաթափում	0.224	0.373	0.414
discolored	գունաթափված	0.204	0.340	0.269
discomfort	անհանգստություն	0.153	0.719	0.272
disconcerted	անսպասելի	0.100	0.612	0.288
disconcerting	դժգոհում	0.106	0.549	0.269
disconnect	անջատել	0.438	0.292	0.191
disconnected	անջատված	0.292	0.276	0.173
disconnection	անջատում	0.167	0.283	0.277
disconnects	անջատում է	0.256	0.357	0.241
discontent	դժգոհությունը	0.240	0.530	0.263
discontinuance	դադարեցումը	0.123	0.741	0.337
discontinue	դադարեցնել	0.354	0.396	0.349
discontinuity	անորոշություն	0.303	0.439	0.250
discontinuous	անսպասելի	0.233	0.409	0.316
discord	անհամաձայնություն	0.115	0.882	0.465
discount	զեղչ	0.724	0.530	0.302
discounted	զեղչված	0.677	0.471	0.430
discourage	հուսահատություն	0.184	0.443	0.267
discouraged	հուսահատված	0.220	0.304	0.090
discouragement	հուսահատություն	0.112	0.319	0.206
discouraging	հուսադրող	0.167	0.469	0.281
discourse	դիսկուրս	0.410	0.550	0.803
discover	հայտնաբերել	0.771	0.793	0.673
discovery	հայտնաբերումը	0.823	0.627	0.814
discredit	վարկաբեկել	0.075	0.529	0.355
discredited	վարկաբեկված	0.112	0.491	0.182
discreet	NO TRANSLATION	0.552	0.216	0.532
discrepancy	անհամապատասխանություն	0.260	0.643	0.417
discrete	դիսկրետ	0.585	0.231	0.429
discretion	հայեցողությամբ	0.552	0.320	0.685
discretionary	հայեցողությամբ	0.520	0.365	0.446
discriminate	խտրականություն	0.125	0.761	0.366
discriminating	խտրականություն	0.160	0.783	0.462
discrimination	խտրականություն	0.051	0.724	0.379
discus	դիսկուս	0.542	0.423	0.343
discuss	քննարկել	0.396	0.769	0.509
discussion	քննարկում	0.333	0.842	0.536
disdain	անհանգստություն	0.153	0.446	0.441
disdainful	անզուսպ	0.097	0.480	0.263
disease	հիվանդություն	0.041	0.539	0.333
diseased	հիվանդ է	0.123	0.510	0.134
disembodied	անջատված	0.167	0.620	0.412
disengage	հեռացնել	0.406	0.529	0.304
disengagement	հեռացնելը	0.327	0.373	0.395
disfigured	աղքատացած	0.153	0.613	0.336
disgrace	խայտառակություն	0.061	0.531	0.331
disgraced	խանդավառությամբ	0.071	0.661	0.250
disgraceful	խայտառակություն	0.082	0.702	0.240
disgruntled	դժգոհ	0.104	0.658	0.442
disguise	քողարկել	0.573	0.694	0.431
disguised	ծպտված	0.500	0.615	0.326
disgust	ցնցում	0.052	0.775	0.317
disgusted	զզվանքով	0.051	0.773	0.274
disgusting	զզվելի	0.031	0.796	0.245
dish	ճաշատեսակ	0.552	0.255	0.264
disheartened	անհանգիստ	0.153	0.343	0.238
disheartening	ցնցումներ	0.010	0.353	0.224
dishonest	անազնիվ	0.191	0.491	0.163
dishonesty	անազնվություն	0.094	0.592	0.348
dishonor	անպատվիրություն	0.104	0.620	0.185
dishonorable	անմարդկային	0.112	0.641	0.280
dishwasher	աման լվացող սարք	0.480	0.296	0.324
disillusionment	հիասթափություն	0.051	0.519	0.190
disinclination	անհամաձայնություն	0.125	0.491	0.330
disincline	անհամաձայնություն	0.458	0.454	0.278
disinclined	անհամատեղելի	0.385	0.442	0.364
disinfect	ախտահանել	0.448	0.388	0.648
disinfectant	ախտահանիչ	0.531	0.429	0.460
disinfection	ախտահանում	0.517	0.556	0.473
disinformation	ապատեղեկատվություն	0.230	0.577	0.260
disingenuous	անխնա	0.194	0.509	0.204
disintegrate	ապակենտրոնացում	0.143	0.660	0.364
disintegration	բաժանումը	0.094	0.551	0.381
disinterested	անզուսպ	0.398	0.284	0.392
disjoint	անջատված	0.351	0.385	0.322
disjointed	անջատված	0.323	0.518	0.365
disjunctive	անջատողական	0.286	0.481	0.400
disk	սկավառակի վրա	0.573	0.423	0.412
diskette	սկավառակակիր	0.531	0.255	0.391
dislike	դավաճանություն	0.156	0.406	0.321
disliked	չհավատաց	0.062	0.510	0.221
disliking	դավաճանություն	0.163	0.637	0.366
dislocated	տեղահանված	0.125	0.625	0.200
dislocation	տեղահանությունը	0.229	0.565	0.373
dislodge	հեռացնել	0.214	0.769	0.356
disloyal	անհավատարիմ	0.062	0.582	0.245
disloyalty	անհավատարմություն	0.187	0.716	0.267
dismal	չարագուշակ	0.194	0.450	0.192
dismantle	ապամոնտաժել	0.347	0.644	0.462
dismay	անհանգստություն	0.314	0.681	0.459
dismayed	անհանգստացած	0.165	0.735	0.389
dismemberment	բաժանումը	0.104	0.860	0.470
dismiss	հեռացնել	0.167	0.541	0.509
dismissal	հեռացումից	0.153	0.723	0.271
dismissive	բացասական	0.188	0.541	0.430
dismount	հեռացնել	0.361	0.423	0.391
disobedience	անհնազանդություն	0.051	0.868	0.369
disobedient	անհնազանդ	0.276	0.706	0.353
disobey	անհնազանդություն	0.143	0.556	0.491
disorder	խանգարում	0.115	0.816	0.218
disordered	խանգարված	0.210	0.714	0.288
disorderly	անկարգություններով	0.188	0.748	0.385
disorganized	չեզոքացված	0.052	0.507	0.184
disorientation	դեֆորմացություն	0.163	0.472	0.212
disoriented	անհանգիստ	0.227	0.643	0.227
disown	հրաժարվել	0.153	0.637	0.368
disparage	անհամապատասխանություն	0.092	0.663	0.336
disparaging	անհանգստացնող	0.102	0.626	0.411
disparate	անհամապատասխան	0.438	0.500	0.368
disparity	անհավասարություն	0.208	0.482	0.361
dispassionate	անբավարար	0.199	0.217	0.218
dispatch	առաքում	0.317	0.417	0.555
dispatcher	դիսպետչեր	0.365	0.704	0.652
dispel	հեռացնել	0.388	0.402	0.411
dispensary	դիսպանսեր	0.406	0.380	0.606
dispensation	վճռականություն	0.388	0.462	0.490
dispense	տարածում	0.561	0.520	0.518
dispenser	դիսպանսեր	0.583	0.392	0.470
dispersal	ցրտահարություն	0.388	0.507	0.421
disperse	ցրելու համար	0.375	0.569	0.434
dispersed	ցրված	0.344	0.490	0.274
dispersion	ցրվածություն	0.270	0.604	0.350
dispirited	ցնցված	0.204	0.280	0.142
displace	տեղաշարժը	0.424	0.541	0.454
displaced	տեղահանվածները	0.281	0.472	0.291
displacement	տեղաշարժը	0.276	0.531	0.481
displacency	տեղահանություն	0.500	0.528	0.642
display	ցուցադրումը	0.677	0.325	0.400
displease	դժգոհում	0.021	0.702	0.286
displeased	դժգոհ	0.135	0.690	0.400
displeasure	դժգոհություն	0.115	0.559	0.250
disposable	միանգամից	0.271	0.439	0.250
disposal	հեռացում	0.135	0.608	0.396
dispose	տնօրինել	0.548	0.538	0.559
disposed	տրամադրված	0.688	0.441	0.625
disposition	տնօրինումը	0.663	0.542	0.734
dispossessed	տիրապետված	0.354	0.577	0.331
disprove	չընդունեց	0.375	0.625	0.613
dispute	վեճ	0.219	0.750	0.585
disqualification	որակազրկում	0.066	0.677	0.330
disqualified	արտոնագրված	0.129	0.464	0.232
disqualify	որակազրկում	0.208	0.595	0.267
disquieted	ցնցված	0.229	0.850	0.290
disregard	անտեսել	0.177	0.647	0.308
disregarded	անտեսված	0.260	0.458	0.283
disrelish	արհամարհել	0.375	0.471	0.304
disreputable	անվիճելի	0.104	0.688	0.353
disrepute	անհարգալից վերաբերմունք	0.208	0.630	0.292
disrespect	անհարգալից վերաբերմունք	0.062	0.637	0.302
disrespectful	անհարգալից վերաբերմունք	0.031	0.694	0.273
disrupt	խանգարել	0.265	0.640	0.349
disrupting	խանգարելով	0.186	0.557	0.339
disruption	խախտում	0.235	0.735	0.436
disruptive	խանգարող	0.255	0.755	0.575
dissatisfaction	դժգոհություն	0.115	0.663	0.202
dissatisfied	դժգոհ	0.042	0.561	0.291
dissect	խանգարում	0.367	0.750	0.595
dissection	դիսեկցիա	0.276	0.632	0.462
disseminate	տարածել	0.562	0.608	0.750
dissemination	տարածում	0.476	0.551	0.583
dissension	հակասություն	0.250	0.618	0.414
dissent	անհամաձայնություն	0.300	0.655	0.407
dissenting	հակադրություն	0.208	0.552	0.366
dissertation	դիսերտացիան	0.312	0.575	0.575
disservice	դիվերսիֆիկացիա	0.250	0.794	0.480
dissident	դավաճան	0.350	0.582	0.413
dissimilar	տարբեր են	0.276	0.461	0.472
dissipate	շեղվել	0.385	0.368	0.355
dissipated	ցնցված	0.281	0.421	0.231
dissociation	դիսոցացիա	0.135	0.555	0.471
dissociative	dissociative	0.281	0.615	0.397
dissolution	լուծարումը	0.204	0.464	0.349
dissolve	լուծարել	0.271	0.490	0.410
dissonance	անհամապատասխանություն	0.173	0.471	0.336
dissuade	անհանգստություն	0.482	0.500	0.350
distal	հեռավոր	0.410	0.401	0.438
distance	հեռավորությունը	0.233	0.317	0.418
distant	հեռավոր	0.229	0.324	0.269
distaste	դավաճանություն	0.184	0.625	0.370
distasteful	աղքատ	0.264	0.676	0.222
distillate	տարանջատում	0.500	0.347	0.382
distillation	տարանջատումը	0.396	0.436	0.575
distilled	տարանջատված	0.427	0.573	0.500
distinct	հստակ	0.542	0.578	0.509
distinction	տարբերություն	0.584	0.571	0.750
distinctive	առանձնահատուկ	0.885	0.520	0.604
distinguish	տարբերակել	0.675	0.471	0.600
distinguishable	տարբերակված	0.635	0.530	0.727
distinguished	առանձնահատուկ	0.823	0.593	0.759
distinguishing	տարբերակիչ	0.622	0.363	0.640
distort	աղավաղում	0.100	0.740	0.366
distorted	խեղաթյուրված	0.250	0.521	0.280
distortion	աղավաղում	0.299	0.570	0.380
distract	շեղել	0.241	0.609	0.336
distracted	շեղվելով	0.194	0.392	0.213
distracting	շեղող	0.445	0.583	0.400
distraction	ցրվածություն	0.402	0.557	0.390
distraught	ցնցված	0.115	0.903	0.264
distress	աղետ	0.073	0.840	0.396
distressed	ցնցված	0.143	0.771	0.324
distressing	ցնցող	0.075	0.750	0.375
distribute	տարածել	0.643	0.596	0.709
distribution	բաշխում	0.635	0.548	0.788
distributor	դիստրիբյուտոր	0.702	0.447	0.718
district	շրջան	0.438	0.327	0.660
distrust	անվստահություն, կասկած	0.060	0.670	0.276
disturb	խանգարում	0.175	0.760	0.481
disturbance	խանգարում	0.146	0.907	0.404
disturbed	անհանգստացած է	0.125	0.870	0.305
disturbing	խանգարում	0.146	0.792	0.439
disuse	բացառությամբ	0.229	0.229	0.202
disused	չօգտագործված	0.250	0.302	0.186
ditch	խիտ	0.357	0.364	0.322
ditto	ditto	0.449	0.418	0.411
ditty	ditty	0.470	0.433	0.334
diurnal	ցերեկը	0.714	0.296	0.443
diva	diva	0.660	0.657	0.596
divan	NO TRANSLATION	0.750	0.202	0.262
dive	սուզվել	0.583	0.531	0.500
diver	ջոկատ	0.594	0.520	0.564
diverge	բաժանում	0.375	0.657	0.520
divergence	տարբերություն	0.429	0.615	0.687
divergent	առանձին	0.449	0.660	0.587
diverging	բաժանարարը	0.417	0.613	0.573
divers	դողեր	0.583	0.580	0.602
diverse	բազմազան	0.562	0.519	0.604
diversified	դիվերսիֆիկացված	0.602	0.538	0.549
diversify	դիվերսիֆիկացնել	0.656	0.588	0.464
diversion	դիվերսիա	0.740	0.821	0.714
diversionary	դիվերսիոն	0.551	0.587	0.300
diversity	բազմազանություն	0.806	0.472	0.711
divert	շեղում	0.344	0.622	0.407
diverting	շեղումը	0.396	0.571	0.537
divest	բաժանելու համար	0.365	0.547	0.424
divested	բաժանված է	0.333	0.449	0.311
divestment	բաժանումը	0.302	0.509	0.382
divide	բաժանեք	0.333	0.520	0.417
divided	բաժանված	0.271	0.623	0.391
dividend	շահաբաժին	0.583	0.491	0.566
divination	գուշակություն	0.500	0.650	0.545
divine	աստվածային	0.918	0.571	0.885
divinity	աստվածայնություն	0.896	0.559	0.774
divisible	բաժանված	0.323	0.462	0.411
division	բաժին	0.370	0.481	0.472
divisor	բաժանողը	0.344	0.517	0.455
divorce	ամուսնալուծությունը	0.042	0.700	0.385
divorcee	ամուսնալուծություն	0.153	0.610	0.481
divulge	բացահայտում	0.531	0.718	0.467
divvy	բաժանում	0.351	0.462	0.429
dizziness	գլխապտույտ	0.229	0.555	0.254
dizzy	գլխապտույտ	0.199	0.582	0.193
do	անել	0.670	0.548	0.536
doable	գործունակ	0.760	0.404	0.675
doc	դոկտ	0.458	0.317	0.392
docile	հուզիչ	0.604	0.259	0.264
dock	դոկտոր	0.490	0.409	0.481
docked	դոկտոր	0.281	0.754	0.398
docket	գրիչ	0.505	0.509	0.607
docking	դակիչ	0.354	0.596	0.587
doctor	բժիշկ	0.700	0.531	0.861
doctorate	դոկտորի կոչում	0.776	0.479	0.841
doctrinal	դոկտրինալ	0.510	0.373	0.673
doctrine	վարդապետություն	0.500	0.394	0.769
document	փաստաթուղթը	0.594	0.240	0.667
documentary	վավերագրական ֆիլմ	0.622	0.213	0.596
documentation	փաստաթղթեր	0.719	0.290	0.667
documents	փաստաթղթերը	0.530	0.250	0.587
dodge	հնարք	0.333	0.760	0.509
dodger	ցնցող	0.427	0.454	0.490
dodging	կախվածություն	0.396	0.654	0.382
dodgy	սարսափելի	0.281	0.510	0.254
dodo	dodo	0.438	0.306	0.353
doe	doe	0.550	0.336	0.336
doer	գործադիրը	0.724	0.550	0.728
dog	շուն	0.704	0.500	0.407
